bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.37683,,,,,,,,,,,,,f739f0da-e5cf-4765-81ce-71ccac2f5223,3701,,,"[101.6, 58.6]",69338,86,,,,-2.2111528,,Head,,,,"[97.8, 53.5]",Low Pass,,6.3600316,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,192,Barcelona,217,"['1d88bd01-60fb-4656-989d-0a5fd1ff285c', 'fcfb18df-63ab-4002-a527-693f6834f486']",0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:00.360,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.647891,,,,,,,,,,,,,30d5dd3f-0094-4c74-abfb-12f3871bb2f1,3706,,,"[21.8, 28.7]",69338,86,,,,2.968347,,Right Foot,,,,"[17.8, 29.4]",Ground Pass,,4.060788,,,,Mateo Pablo Musacchio,7034.0,,,,,,2,Regular Play,Javier Camuñas Gallego,26169.0,Left Center Forward,192,Barcelona,217,"['539c0178-8612-4acb-8382-d0e5f3d6a85b', 'ac9b6b7d-3e3d-414b-b7c6-e29f5252a550']",1,,,,,,,,,,,,,,,,,,,Villarreal,222,00:41:01.596,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.310999,,,,,,,,,,,,,0c6a06ec-3621-46f7-82db-00c58b4f80c4,3709,,,"[17.8, 29.4]",69338,86,,,,0.3051871,,Left Foot,,,,"[52.4, 40.3]",High Pass,,36.276302,,Incomplete,,José Luis Moreno Barroso,24068.0,,,,,,2,Regular Play,Mateo Pablo Musacchio,7034.0,Left Center Back,192,Barcelona,217,"['7a81dc97-6629-41bc-a153-19f704bae18a', 'b62d938d-f411-4518-ba80-5485f49d7c94']",2,,,,,,,,,,,,,,,,,,,Villarreal,222,00:41:02.337,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.66822,,,,,,,,,,,,,f1c3c6cc-fd6e-415b-b457-139da6513508,3713,,,"[70.9, 33.6]",69338,86,,,,-0.7370488,,Left Foot,,,,"[96.9, 10.0]",Ground Pass,,35.11353,,,,Cristian Tello Herrera,6658.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,192,Barcelona,217,['1b78151d-9aac-49c3-a953-901d2e0f56fd'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.953,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.3767,,,,,,,,,,,,,fcd89afb-dcf4-49eb-8af3-0f7b56385567,3716,,,"[101.4, 11.9]",69338,86,,,,2.068239,,Right Foot,,,,"[89.4, 34.0]",Ground Pass,,25.147764,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,192,Barcelona,217,['a6c0455f-9d88-473e-a019-b759dccccb25'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:09.855,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.8914,,,,,,,,,,,,,0cb40290-b964-4671-af3c-fc6c7f98991e,3719,,,"[89.4, 32.3]",69338,86,,,,-0.43779132,,Right Foot,,,,"[98.8, 27.9]",Ground Pass,,10.378824,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,192,Barcelona,217,['71f2e644-577e-46ee-b0de-68df1168a25b'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:11.272,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.5857,,,,,,,,,,,,,5f7a0218-730d-4805-b371-d6682e7d2d56,3722,,,"[98.0, 27.1]",69338,86,,,,1.0963964,,Left Foot,,,,"[99.9, 30.8]",Ground Pass,,4.159327,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,192,Barcelona,217,"['7a316448-039e-4516-91ef-fade56e611e0', 'e3bfcdc8-620c-407f-9376-d49b7f7c1960']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:12.163,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.5891,,,,,,,,,,,,,f556e585-479e-4d7d-94d1-c5c416ce3561,3725,,,"[100.3, 31.0]",69338,86,,,,-1.5707964,b0af8870-bec7-4a9b-9a83-85b3eacd7c5d,Right Foot,,,,"[100.3, 25.2]",Ground Pass,,5.8,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Center Forward,192,Barcelona,217,"['82aca4df-0e3a-4d1f-b15c-b1fd0ab2c044', '85e0f1dc-2b18-41df-888a-1d4eddafc69d']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:12.749,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.2747,,,,,,,,,,,,,ba0e13eb-699b-4484-8c4e-d8577a598d5b,3734,,,"[6.0, 44.0]",69338,87,,,,0.17157105,,Right Foot,,,,"[74.1, 55.8]",High Pass,,69.11476,,Incomplete,,Javier Camuñas Gallego,26169.0,,,,,Goal Kick,2,From Goal Kick,Diego López Rodríguez,6768.0,Goalkeeper,193,Villarreal,222,"['01e71d44-6025-48c6-b4b2-ca7c964d1f58', '42e947ca-0aaf-4273-8cb6-0d4061838b15']",4,,,,,,,,,,,,,,,,,,,Villarreal,222,00:42:04.038,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.4817,,,,,,,,,,,,,42e947ca-0aaf-4273-8cb6-0d4061838b15,3737,,,"[46.9, 25.2]",69338,87,,,True,0.052860763,,,,,,"[65.8, 26.2]",Low Pass,,18.926437,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,193,Villarreal,222,"['3b104d46-b943-40e2-8678-311a8f2a48fc', '9696a6df-3ef9-45b4-a466-5e03c325d080', 'ba0e13eb-699b-4484-8c4e-d8577a598d5b']",6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:06.313,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.388639,,,,,,,,,,,,,d708b2c6-42ed-42e2-b073-1e1de7d294ee,3740,,,"[56.0, 55.8]",69338,87,,,,1.0229328,,Left Foot,,,,"[63.2, 67.6]",Low Pass,,13.823169,,,,Gonzalo Pablo Castellani,26808.0,,,,,,2,From Goal Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,193,Villarreal,222,['fe81c5b6-47e0-4246-bb09-5af82cce808c'],8,,,,,,,,,,,,,,,,,,,Villarreal,222,00:42:08.222,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.9953,,,,,,,,,,,,,4a98e621-2bbc-46ec-9052-369a78d96944,3744,,,"[63.6, 67.0]",69338,87,,,,-1.4546547,,Right Foot,,,,"[65.0, 55.0]",High Pass,,12.08139,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,2,From Goal Kick,Gonzalo Pablo Castellani,26808.0,Right Midfield,193,Villarreal,222,['9d9758c6-613b-488b-8ed2-aacad9d0eb32'],10,,,,,,,,,,,,,,,,,,,Villarreal,222,00:42:10.179,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.176712,,,,,,,,,,,,,458a7a94-1e28-4e2f-a0bb-e85553748a79,3747,,,"[64.8, 56.9]",69338,87,,,,-0.2044212,,Right Foot,,,,"[89.4, 51.8]",High Pass,,25.123096,,Pass Offside,,José Luis Moreno Barroso,24068.0,,,,,,2,From Goal Kick,Marcos Antonio Senna da Silva,20135.0,Left Defensive Midfield,193,Villarreal,222,['96723cc2-b1f1-405e-bc50-70936699ed4f'],11,,,,,,,,,,,,,,,,,,,Villarreal,222,00:42:11.215,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.128586,,,,,,,,,,,,,ff2674d7-fe7e-4400-8530-80550e46c4cd,3749,,,"[30.1, 28.9]",69338,87,,,,1.2743112,,Left Foot,,,,"[42.9, 70.8]",Ground Pass,,43.811527,,,,Daniel Alves da Silva,4324.0,,True,,,Free Kick,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,194,Barcelona,217,['e1e8d652-108a-4e82-a287-f0e69e58c997'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:27.659,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.5148,,,,,,,,,,,,,b8f50b43-e3ad-4f7e-9826-ce264e5fc8ed,3752,,,"[47.3, 66.6]",69338,87,,,,-2.4801562,,Right Foot,,,,"[29.7, 52.9]",Ground Pass,,22.303587,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,194,Barcelona,217,['c3ec96b0-900e-4371-bd91-56e19b5fec64'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:32.673,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.4881,,,,,,,,,,,,,e23178a8-b93c-4e59-8722-f80e9bf96ae8,3755,,,"[29.5, 52.9]",69338,87,,,,-1.387219,,Right Foot,,,,"[35.2, 22.2]",Ground Pass,,31.22467,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,194,Barcelona,217,['9b8397d8-c7f6-43da-a11e-28572aa2b4da'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:35.451,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.882442,,,,,,,,,,,,,e2731a70-8ff9-4398-ab6d-c5d935099a95,3758,,,"[62.9, 46.2]",69338,87,,,,1.3114029,,Right Foot,,,,"[71.1, 77.1]",Ground Pass,,31.969517,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,194,Barcelona,217,['dd6a7ce7-5ec7-4d39-ac8e-3572799e3539'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:44.219,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.7804,,,,,,,,,,,,,70ed4dd1-84eb-4020-b692-399257582891,3766,,,"[82.6, 75.8]",69338,87,,,,-1.5029992,,Right Foot,,,,"[83.7, 59.6]",Ground Pass,,16.237303,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,194,Barcelona,217,"['53346e98-0eb0-4f72-a688-b74dcb67b7e6', '61b91ec9-40c6-4d2d-bb90-4f91cf08c9d6']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:50.251,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.413653,,,,,,,,,,,,,b88924b9-e12b-4c49-87f9-7008550e2ab7,3769,,,"[85.0, 60.7]",69338,87,,,,-2.0612574,,Right Foot,,,,"[79.5, 50.4]",Ground Pass,,11.676472,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,194,Barcelona,217,['11a6d822-9cc0-4ab3-b7e9-d76946cabc3d'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:51.135,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.5132,,,,,,,,,,,,,019f7938-efe8-44a3-ab2f-14e685b4b2e5,3776,,,"[82.4, 44.9]",69338,87,,,,-0.4118073,,Right Foot,,,,"[91.1, 41.1]",Ground Pass,,9.493682,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,194,Barcelona,217,['f8dfa970-e71b-4437-9815-5c43e8a13b30'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:53.699,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.3246,,,,,,,,,,,,,afa089d9-1f7a-4184-98ed-19a76aa61548,3779,,,"[90.8, 41.1]",69338,87,,,,-2.5226831,,Left Foot,,,,"[69.6, 26.0]",Ground Pass,,26.02787,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,194,Barcelona,217,"['4543c525-dc4f-430c-ade9-2453ec76429e', 'c6f22ecb-4ea6-47e4-b1a8-c1625ecfccd6']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:55.212,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.321,,,,,,,,,,,,,b38b3df8-3225-4580-8938-a06a1419288a,3782,,,"[69.6, 26.0]",69338,87,,,,-0.6699715,,Left Foot,,,,"[92.7, 7.7]",Ground Pass,,29.470324,,,,Cristian Tello Herrera,6658.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,194,Barcelona,217,['7c32fdcb-e30b-413e-a171-6a9dba51da28'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:57.616,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.7841,,,,,,,,,,,,,eef19b6e-bf8b-4b50-8f33-297da2d94dad,3785,,,"[92.9, 11.7]",69338,88,,,,1.7955076,,Right Foot,,,,"[84.1, 50.2]",High Pass,,39.492912,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Left Wing,194,Barcelona,217,['8fa28585-b610-4a33-912d-5f3a4ad60046'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:01.275,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.0059,,,,,,,,,,,,,2d39a936-93a2-45f3-9f6b-27bd58ba5653,3787,,,"[84.1, 50.2]",69338,88,,,,-1.0394557,,Head,,,,"[90.8, 38.8]",High Pass,,13.223085,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,194,Barcelona,217,['d0b23758-4569-4962-a632-4e1853c97877'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:03.059,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.702906,,,,,,,,,,,,,4bdf118c-eb87-4fb5-98e7-962bd825e46b,3792,,,"[30.8, 43.0]",69338,88,,,,0.26060238,,Right Foot,,,,"[42.8, 46.2]",Ground Pass,,12.41934,,,,Javier Camuñas Gallego,26169.0,,,,,Recovery,2,Regular Play,Bruno Soriano Llido,22819.0,Right Defensive Midfield,195,Villarreal,222,['dcf93039-d4a8-41c9-8bb0-f024bf1aa617'],5,,,,,,,,,,,,,,,,,,,Villarreal,222,00:43:05.519,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.6507,,,,,,,,,,,,,ec9e939b-91be-410a-9b3d-54fdb0a7e5b1,3796,,,"[42.6, 49.5]",69338,88,,,,2.205823,,Right Foot,,,,"[35.6, 59.0]",Ground Pass,,11.800424,,,,Gonzalo Pablo Castellani,26808.0,,,,,,2,Regular Play,Javier Camuñas Gallego,26169.0,Left Center Forward,195,Villarreal,222,['9c42e769-3726-4e4f-8041-45c4c2a1932d'],6,,,,,,,,,,,,,,,,,,,Villarreal,222,00:43:06.382,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.0036,,,,,,,,,,,,,b8448b38-ab9c-4fb3-8420-f7db4cc82963,3803,,,"[85.6, 28.5]",69338,88,,,,-1.1719928,,Right Foot,,,,"[92.3, 12.6]",Ground Pass,,17.253984,,,,Cristian Tello Herrera,6658.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,196,Barcelona,217,['cafcce90-b6fb-47ba-b71e-6bb6972764e1'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:10.722,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.919727,,,,,,,,,,,,,ab1bb23a-5432-414e-b28a-fa0b19f19c8d,3806,,,"[103.9, 11.9]",69338,88,,,,1.7719232,b190225a-0a7b-465d-b160-17587b0eaa18,Left Foot,,,,"[99.7, 32.5]",Ground Pass,,21.023796,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,196,Barcelona,217,['f9ab524b-8b0d-4aae-98f6-7ab534015294'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:14.451,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.284,,,,,,,,,,,,,71382d80-0847-48e8-a879-fc8ab05eaa0b,3811,,,"[19.9, 54.8]",69338,88,,True,,0.5114373,,Drop Kick,,,,"[64.8, 80.0]",High Pass,,51.48835,,Injury Clearance,,,,,,,,,2,From Keeper,Diego López Rodríguez,6768.0,Goalkeeper,197,Villarreal,222,,34,,,,,,,,,,,,,,,,,,,Villarreal,222,00:43:34.041,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.2003,,,,,,,,,,,,,8a63bf18-4b36-47ab-a088-6642e523a37c,3813,,,"[63.7, 1.0]",69338,89,True,,,0.8897793,,,,,,"[77.8, 18.4]",Low Pass,,22.395758,,,,Francesc Fàbregas i Soler,3478.0,,,,,Throw-in,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,198,Barcelona,217,['55d7b481-2234-4049-b964-ce4661cf67c3'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.636,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.170985,,,,,,,,,,,,,d45aef02-342b-44f8-8904-75330de1e7dd,3817,,,"[78.2, 17.2]",69338,89,,True,,-1.6332152,,Right Foot,,,,"[77.2, 1.2]",Ground Pass,,16.03122,,Injury Clearance,,,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,198,Barcelona,217,,29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:29.956,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.71875,,,,,,,,,,,,,a9842362-6065-4e2b-9f55-14b16e3b5415,3818,,,"[35.4, 80.0]",69338,89,,,,-0.3902503,,,,,,"[63.6, 68.4]",High Pass,,30.492622,,,,Gonzalo Pablo Castellani,26808.0,,,,,Throw-in,2,From Throw In,Ángel Domingo López Ruano,25984.0,Right Back,199,Villarreal,222,['8a3b72de-3808-457f-ac71-a6ecaa056175'],45,,,,,,,,,,,,,,,,,,,Villarreal,222,00:44:45.325,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.4706,,,,,,,,,,,,,10d2bee4-e7c5-464c-9492-6174dca02926,3822,,,"[63.4, 68.7]",69338,89,,,,-2.8112953,,Right Foot,,,,"[56.4, 66.3]",Low Pass,,7.4,,,,Carlos Marchena López,20127.0,,,,,,2,From Throw In,Gonzalo Pablo Castellani,26808.0,Right Midfield,199,Villarreal,222,['2cfb8e1e-e6be-4faa-a544-7c3ec2fea0be'],49,,,,,,,,,,,,,,,,,,,Villarreal,222,00:44:49.103,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.0934,,,,,,,,,,,,,6f386260-81af-406a-b5d0-3c305a7153df,3825,,,"[56.4, 66.3]",69338,89,,,,-0.23790203,,Right Foot,,,,"[99.7, 55.8]",High Pass,,44.55491,,Incomplete,,José Luis Moreno Barroso,24068.0,,,Through Ball,True,,2,From Throw In,Carlos Marchena López,20127.0,Left Defensive Midfield,199,Villarreal,222,"['0f83e087-135f-40af-8b28-6a5a17907581', 'ea477322-67a1-49b0-aff7-5334df7a06e3']",49,,,,,,,,,,,,,,,,,,,Villarreal,222,00:44:49.612,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.475462,,,,,,,,,,,,,5c9ba77e-0beb-485b-b05d-9cd26abdaec8,3830,,,"[55.1, 29.6]",69338,89,,,True,-0.12891077,,,,,,"[71.3, 27.5]",High Pass,,16.335545,,Incomplete,,,,,,,,Recovery,2,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,199,Villarreal,222,"['3366dd34-4ce9-4d3b-91ac-90e8882bdc9c', 'eafa1cc1-e7d7-43bc-8c86-8582d317fddf']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:57.367,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.803438,,,,,,,,,,,,,eafa1cc1-e7d7-43bc-8c86-8582d317fddf,3833,,,"[49.7, 53.5]",69338,89,,,True,-0.036513444,,,,,,"[71.6, 52.7]",Low Pass,,21.914606,,,,Gonzalo Pablo Castellani,26808.0,,,,,Recovery,2,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,199,Villarreal,222,"['531487b7-3620-45b8-9b96-417375f38334', '5c9ba77e-0beb-485b-b05d-9cd26abdaec8', '9820678d-8a06-4990-91a6-e83ec2fb7b2d']",59,,,,,,,,,,,,,,,,,,,Villarreal,222,00:44:59.842,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.917331,,,,,,,,,,,,,ac551ce1-3b28-4e23-8263-d9ae97664d15,3837,,,"[70.3, 53.3]",69338,90,,,,0.26958907,,Right Foot,,,,"[77.9, 55.4]",High Pass,,7.8847957,,,,José Luis Moreno Barroso,24068.0,,,,,,2,From Throw In,Gonzalo Pablo Castellani,26808.0,Right Midfield,199,Villarreal,222,['c1371f32-f5d4-4b81-97dd-58e0ad4c6cf8'],2,,,,,,,,,,,,,,,,,,,Villarreal,222,00:45:02.846,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.555448,,,,,,,,,,,,,1188c012-a26f-4af4-b490-fdfff77ef01d,3841,,,"[77.9, 54.2]",69338,90,,,,-0.045014616,,Right Foot,,,,"[89.0, 53.7]",High Pass,,11.111256,,,,Javier Camuñas Gallego,26169.0,,,,,,2,From Throw In,José Luis Moreno Barroso,24068.0,Right Center Forward,199,Villarreal,222,"['038b0b2b-b43f-488c-ae6b-b9cfbcc0ca71', '665d8c11-cc37-44d0-8f1b-62cc7d5d0b6f']",4,,,,,,,,,,,,,,,,,,,Villarreal,222,00:45:04.309,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.405476,,,,,,,,,,,,,9b253675-cc9e-4911-8cac-b017bdb3c583,3845,,,"[90.9, 72.2]",69338,90,,,,-3.0584514,,Right Foot,,,,"[83.7, 71.6]",Ground Pass,,7.2249565,,Incomplete,,Gonzalo Pablo Castellani,26808.0,,,,,,2,From Throw In,Javier Camuñas Gallego,26169.0,Left Center Forward,199,Villarreal,222,"['4604e044-d3d5-4884-b2ca-3ad890a8f534', '54672de0-f85b-418e-b943-250acb6e73df', 'd0fb258c-32b0-4942-ac4e-0951486ac7b0']",8,,,,,,,,,,,,,,,,,,,Villarreal,222,00:45:08.168,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.1422,,,,,,,,,,,,,7bd8f472-f2de-4f15-97a6-8797b1d605d4,3849,,,"[30.3, 7.9]",69338,90,,,,2.5283854,,Left Foot,,,,"[27.6, 9.8]",Ground Pass,,3.3015149,,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,200,Barcelona,217,"['ab8cf318-167b-4a7d-b186-b82b26ddd431', 'df5d745b-3e44-4e98-80cf-03c7ad4f8871']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:10.209,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.070659,,,,,,,,,,,,,d8b00403-56d2-42eb-aba1-3b08be52e76e,3852,,,"[28.6, 1.0]",69338,90,,,,0.2844235,,,,,,"[65.2, 11.7]",High Pass,,38.132008,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,201,Barcelona,217,['7baf6677-7331-4abe-aaad-2a301180d014'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:23.020,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.312,,,,,,,,,,,,,83a89413-8ec6-410c-9792-319cb40343c7,3860,,,"[56.6, 56.7]",69338,90,,,,0.8803499,,Left Foot,,,,"[58.5, 59.0]",Low Pass,,2.9832869,,Incomplete,,,,,,,,Recovery,2,From Throw In,Bruno Soriano Llido,22819.0,Right Defensive Midfield,201,Barcelona,217,['397bf00a-b450-46f8-8592-310bf14d5dfd'],27,,,,,,,,,,,,,,,,,,,Villarreal,222,00:45:27.687,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.382838,,,,,,,,,,,,,c951a436-560b-472b-9de5-2b297e11c250,3871,,,"[54.3, 56.0]",69338,90,,,,1.0614952,,Right Foot,,,,"[62.9, 71.4]",Ground Pass,,17.638594,,,,Ángel Domingo López Ruano,25984.0,,,,,Free Kick,2,From Free Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,203,Villarreal,222,['898cba0b-623a-4b8f-b197-074595245233'],59,,,,,,,,,,,,,,,,,,,Villarreal,222,00:45:59.241,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,67f5b9da-b82c-4654-b2a1-c79b66d82df7,3874,,,"[61.9, 72.9]",69338,91,,,,-0.4636476,,Right Foot,,,,"[66.1, 70.8]",Low Pass,,4.6957426,,Incomplete,,Gonzalo Pablo Castellani,26808.0,,,,,,2,From Free Kick,Ángel Domingo López Ruano,25984.0,Right Back,203,Villarreal,222,"['b022d1de-0df3-4899-870f-21ec5410c231', 'f6b759a0-eef7-4c28-a254-5b90628789fb']",1,,,,,,,,,,,,,,,,,,,Villarreal,222,00:46:01.313,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.5349,,,,,,,,,,,,,b089d62f-6be1-4bbe-9c57-58e5dc06a912,3877,,,"[56.2, 80.0]",69338,91,,,,-0.4437827,,,,,,"[86.7, 65.5]",High Pass,,33.77129,,Incomplete,,Javier Camuñas Gallego,26169.0,,,,,Throw-in,2,From Throw In,Ángel Domingo López Ruano,25984.0,Right Back,204,Villarreal,222,"['9ed5437d-6fed-42a4-85dc-9c0b3f70e5f7', 'f8bb3d34-42ed-42a1-8f18-096c021e5714']",12,,,,,,,,,,,,,,,,,,,Villarreal,222,00:46:12.254,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.2886,,,,,,,,,,,,,9ed5437d-6fed-42a4-85dc-9c0b3f70e5f7,3879,,,"[34.3, 15.5]",69338,91,,,,1.9231887,,Head,,,,"[28.6, 31.0]",High Pass,,16.514841,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,205,Barcelona,217,"['4b8e5c11-0f8a-48a7-aed8-0855570593d1', 'b089d62f-6be1-4bbe-9c57-58e5dc06a912']",13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:13.788,Pass,,2011/2012
