ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.762636,,,,,,,,,,,f50d7d2c-1c10-4ddb-b1ca-61ec98f23870,1840,,"[31.0, 9.0]",15998,38,,,,,0.0,,Left Foot,,"[74.0, 9.0]",,High Pass,,43.0,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,1,Regular Play,Raúl García Carnero,6601.0,Left Center Back,74,Leganés,205,"['084aeb58-89db-4b5a-a18e-774692f8e0e3', '25bcf009-acd5-4638-949b-ac061db9a7cf']",25,,,,,,,,,,,,,,,,,Leganés,205,00:38:25.573,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.123843,,,,,,,,,,,084aeb58-89db-4b5a-a18e-774692f8e0e3,1843,,"[47.0, 72.0]",15998,38,,,,True,0.0,,,,"[52.0, 72.0]",,Low Pass,,5.0,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,"['137e3cf1-5a4d-425b-abb2-591fc89b260a', '9c66d77c-0395-42b9-8cf4-cafad8cb4eea', 'f50d7d2c-1c10-4ddb-b1ca-61ec98f23870']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:38:28.336,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.6934,,,,,,,,,,,a9ce706d-c378-4df5-9b0e-dda3b67ae69f,1847,,"[49.0, 73.0]",15998,38,,,,,0.6435011,,Right Foot,,"[57.0, 79.0]",,Low Pass,,10.0,,Out,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,75,Barcelona,217,['514f5bcf-4a68-4c06-9143-f625b8346f46'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:38:30.123,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.9546,,,,,,,,,,,e074ee28-60f1-45c1-a4ad-fec09ac88f2b,1849,,"[69.0, 1.0]",15998,38,,True,,,0.6246354,,,,"[112.0, 32.0]",,High Pass,,53.009434,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Jonathan Cristian Silva,11730.0,Left Wing Back,76,Leganés,205,['abb1f6bf-6469-4390-94e3-babdf865f4b1'],40,,,,,,,,,,,,,,,,,Leganés,205,00:38:40.089,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6762,,,,,,,,,,,5ab1e00a-f852-4e0c-b602-80f935f6bdd7,1852,,"[4.0, 42.0]",15998,38,,,,,-0.9332475,,Right Foot,,"[24.0, 15.0]",,Ground Pass,,33.600594,,,,Thomas Vermaelen,6332.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,76,Leganés,205,['57f70be9-7816-43a3-85f2-439d7c3e7b3b'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:38:43.762,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.763471,,,,,,,,,,,8f584aa6-7736-4a24-bc3e-b789abfd86e5,1856,,"[87.0, 80.0]",15998,38,,,,,-1.670465,,,,"[86.0, 70.0]",,Low Pass,,10.049875,,,,Nabil El Zhar,6608.0,,,,,Throw-in,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,77,Leganés,205,['827df0aa-c643-45b5-b5d8-1c1f38abccd9'],53,,,,,,,,,,,,,,,,,Leganés,205,00:38:53.055,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.669898,,,,,,,,,,,7067ee06-7f43-4ac6-a40e-38e8ecebc08a,1859,,"[86.0, 70.0]",15998,38,,,,,1.5707964,,Right Foot,,"[86.0, 77.0]",,Ground Pass,,7.0,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Throw In,Nabil El Zhar,6608.0,Right Wing,77,Leganés,205,['c67ff1ea-db4f-412c-9e45-8926733d7610'],54,,,,,,,,,,,,,,,,,Leganés,205,00:38:54.037,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.756771,,,,,,,,,,,d7eb0eaa-2900-426d-88a3-9c1cc7b72070,1863,,"[89.0, 79.0]",15998,38,,,,,-1.1659045,,Right Foot,,"[92.0, 72.0]",,Ground Pass,,7.615773,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,77,Leganés,205,"['336114f7-d3d1-4673-be5e-8c90e228413f', 'aa54f260-4a65-4d00-b17c-7545e901a14f']",55,,,,,,,,,,,,,,,,,Leganés,205,00:38:55.196,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.856176,,,,,,,,,,,49634bd5-56ff-4c79-a112-b026f95484fc,1871,,"[89.0, 78.0]",15998,39,,,,,0.0,,Right Foot,,"[96.0, 78.0]",,Ground Pass,,7.0,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Throw In,Mikel Vesga Arruti,6667.0,Right Center Midfield,77,Leganés,205,['a24b36a5-0de9-406c-ad36-20eb6998e075'],0,,,,,,,,,,,,,,,,,Leganés,205,00:39:00.110,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.870018,,,,,,,,,,,fdc0af13-95d1-4f90-bf43-f87f44a1ca37,1874,,"[96.0, 77.0]",15998,39,,,,,-2.4980915,,Right Foot,,"[88.0, 71.0]",,Low Pass,,10.0,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,77,Leganés,205,['e7cb08b1-1c2d-4aab-8322-500245bbf28a'],2,,,,,,,,,,,,,,,,,Leganés,205,00:39:02.417,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.2409,,,,,,,,,,,b19dfe50-bd34-4c79-ae9e-5e781d2d2949,1880,,"[36.0, 9.0]",15998,39,,,,,0.7853982,,Left Foot,,"[37.0, 10.0]",,Ground Pass,,1.4142135,,Incomplete,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,78,Barcelona,217,['e5b683ff-ebde-4f02-a6e3-aac35dd41ec9'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:39:04.966,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.5704,,,,,,,,,,,1428544b-19e1-4a7a-bc95-8de44356a2cb,1889,,"[53.0, 35.0]",15998,39,,,,,1.152572,,Right Foot,,"[57.0, 44.0]",,Ground Pass,,9.848858,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,78,Barcelona,217,['71e8b020-055a-4289-95b1-41b40777e3f5'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.254,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1177,,,,,,,,,,,84f5f18d-1870-4805-bbe7-716c3defd7c8,1894,,"[54.0, 39.0]",15998,39,,True,,,0.32175055,,Right Foot,,"[57.0, 40.0]",,Ground Pass,,3.1622777,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['033be4c1-7308-4787-bbb6-52abe861858a'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:39:27.279,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.8062,,,,,,,,,,,37111382-54ba-4638-acd5-42ad24ad1db0,1898,,"[49.0, 32.0]",15998,40,,True,,,0.7853982,,Right Foot,,"[53.0, 36.0]",,Ground Pass,,5.656854,,,,Samuel Yves Umtiti,5492.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,80,Barcelona,217,['8f718604-fc62-4d48-96c3-c187c1d2dc7b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:40:15.679,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2266,,,,,,,,,,,84f9c601-d481-4c6e-be67-97bb997c09e5,1900,,"[53.0, 36.0]",15998,40,,True,,,1.4056476,,Left Foot,,"[54.0, 42.0]",,Ground Pass,,6.0827627,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,80,Barcelona,217,['72e1d2fa-fab5-493a-ad00-615059cfd7e2'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:40:18.110,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.403,,,,,,,,,,,9255f7a9-d9fb-443b-9faa-76fc3e3cf2ae,1902,,"[57.0, 37.0]",15998,40,,,,,-1.1246908,,Right Foot,,"[68.0, 14.0]",,Ground Pass,,25.495098,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,80,Barcelona,217,['09f37010-a7e0-4832-ba37-550fac9ec76f'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.141,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8727,,,,,,,,,,,85b20a07-5650-45e7-a292-a1e87dca961e,1906,,"[70.0, 11.0]",15998,40,,,,,-0.14189705,,Right Foot,,"[77.0, 10.0]",,Ground Pass,,7.071068,,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Center Midfield,80,Barcelona,217,['a0db09c5-576d-4f6b-852b-918c5deba14f'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.154,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.6748,,,,,,,,,,,89a45083-2246-4553-8fbf-53905b7abf81,1909,,"[77.0, 10.0]",15998,40,,,,,-2.896614,,Right Foot,,"[73.0, 9.0]",,Ground Pass,,4.1231055,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,80,Barcelona,217,['526650e4-caa1-43fc-97e9-95c9619eb0d0'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:40:23.066,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.873,,,,,,,,,,,4e3f57d4-9571-45d6-abf6-8392f754c26c,1912,,"[75.0, 11.0]",15998,40,,,,,0.7328151,,Right Foot,,"[105.0, 38.0]",,High Pass,,40.36087,,Pass Offside,,Munir El Haddadi Mohamed,6616.0,,,Through Ball,True,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Center Midfield,80,Barcelona,217,['c6e307ea-1a12-4985-a7fb-bfaabe24ad64'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:40:24.797,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.585805,,,,,,,,,,,16719bcc-2be7-4370-bd2e-7556c0cf304d,1914,,"[18.0, 41.0]",15998,40,,,,,-1.141034,,Right Foot,,"[29.0, 17.0]",,Ground Pass,,26.400757,,,,Raúl García Carnero,6601.0,,,,,Free Kick,1,From Free Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,81,Leganés,205,['a7b0e739-0109-4f8d-a82c-249ab5ceb0f3'],39,,,,,,,,,,,,,,,,,Leganés,205,00:40:39.880,Pass,,2018/2019
,,,,,,,,,,,,,,,,5.359845,,,,,,,,,,,9fc7e17e-4472-4b4f-a504-0500b2e71422,1917,,"[35.0, 16.0]",15998,40,,,,,0.7661698,,Left Foot,,"[88.0, 67.0]",,High Pass,,73.552704,,Incomplete,,Nabil El Zhar,6608.0,,True,,,,1,From Free Kick,Raúl García Carnero,6601.0,Left Center Back,81,Leganés,205,"['74975eb3-73a9-414f-966c-04132aefbeab', 'f1d7c9d8-9460-4d92-ba8d-778729e36ba1']",43,,,,,,,,,,,,,,,,,Leganés,205,00:40:43.726,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.636062,,,,,,,,,,,74975eb3-73a9-414f-966c-04132aefbeab,1920,,"[33.0, 14.0]",15998,40,,,,,-1.6475682,,Head,,"[32.0, 1.0]",,Low Pass,,13.038404,,Out,,,,,,,,Recovery,1,From Free Kick,Thomas Vermaelen,6332.0,Left Back,81,Leganés,205,['9fc7e17e-4472-4b4f-a504-0500b2e71422'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:40:49.085,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.677707,,,,,,,,,,,eb636467-53c6-490f-b60b-18989b6e6316,1921,,"[88.0, 80.0]",15998,40,,,,,-1.0191413,,,,"[96.0, 67.0]",,High Pass,,15.264338,,,,Nabil El Zhar,6608.0,,,,,Throw-in,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,82,Leganés,205,['d8c19e95-5690-47e0-89e5-12fd320e883a'],59,,,,,,,,,,,,,,,,,Leganés,205,00:40:59.660,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.819529,,,,,,,,,,,6bc5eb50-c7de-4b1e-af2e-e60d6eb68bb3,1924,,"[96.0, 67.0]",15998,41,,,,,0.2234766,,Right Foot,,"[118.0, 72.0]",,High Pass,,22.561028,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Throw In,Nabil El Zhar,6608.0,Right Wing,82,Leganés,205,['5fab870e-35a6-4f66-8d4f-6a77043b7c43'],0,,,,,,,,,,,,,,,,,Leganés,205,00:41:00.431,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.28474,,,,,,,,,,,e591ebf3-6225-4546-b7c0-36e1dff3a9ba,1927,,"[118.0, 72.0]",15998,41,,,,,-1.8804992,,Right Foot,True,"[110.0, 47.0]",,High Pass,,26.24881,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,82,Leganés,205,"['48a62594-5e82-42ab-86b3-6b02acaf77f8', 'f37c51bf-12e6-4703-9cdc-370410835158']",3,,,,,,,,,,,,,,,,,Leganés,205,00:41:03.473,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0254,,,,,,,,,,,48a62594-5e82-42ab-86b3-6b02acaf77f8,1929,,"[11.0, 34.0]",15998,41,,,,,-1.4056476,,Head,,"[13.0, 22.0]",,Low Pass,,12.165525,,,,Thomas Vermaelen,6332.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,83,Barcelona,217,"['47a3bf5e-5668-48ec-b3bf-b29894cac241', 'e591ebf3-6225-4546-b7c0-36e1dff3a9ba']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:41:04.757,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.204783,,,,,,,,,,,e4bd56ce-7a17-4b0c-8b00-ed6b674961e4,1932,,"[12.0, 22.0]",15998,41,,,,,0.2914568,,Right Foot,,"[32.0, 28.0]",,High Pass,,20.880613,,Incomplete,,,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Back,83,Barcelona,217,['8ac7540b-2645-47ca-b6a3-0d2f479faaec'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.943,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.847517,,,,,,,,,,,8ac7540b-2645-47ca-b6a3-0d2f479faaec,1933,,"[89.0, 53.0]",15998,41,,,,True,-1.0303768,,,,"[92.0, 48.0]",,Low Pass,,5.8309517,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,Recovery,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Left Center Midfield,83,Barcelona,217,"['c63fe272-8eaf-426a-abef-7947735d8be7', 'e4bd56ce-7a17-4b0c-8b00-ed6b674961e4', 'ecc60416-a469-44d2-a320-ffae6d0d9ef9', 'f9062881-0b8d-4514-81cf-e3b63e3cef7e']",9,,,,,,,,,,,,,,,,,Leganés,205,00:41:09.148,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.636,,,,,,,,,,,3b743b81-c41c-44f0-b277-7d649bb32332,1938,,"[31.0, 33.0]",15998,41,,,,,-1.3258177,,Right Foot,,"[33.0, 25.0]",,Ground Pass,,8.246211,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,83,Barcelona,217,['aa25b860-a36e-42d2-a33a-d21879f1358d'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:41:10.721,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.467,,,,,,,,,,,a4dcf4bb-965d-45bd-859b-a9d8c6965051,1942,,"[32.0, 27.0]",15998,41,,,,,2.1815224,,Right Foot,,"[25.0, 37.0]",,Ground Pass,,12.206555,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,83,Barcelona,217,['7a19d6bd-87de-466a-a00a-15547ca31305'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:41:13.020,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.208,,,,,,,,,,,abc394be-accc-4d83-abb8-0985474cb175,1946,,"[21.0, 40.0]",15998,41,,,,,1.2490457,,Right Foot,,"[27.0, 58.0]",,Ground Pass,,18.973665,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,83,Barcelona,217,['ef5dc12e-025c-4240-88d5-2cf4795d437a'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:41:15.611,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.4416,,,,,,,,,,,a7bd7f7e-d2cb-4832-8d18-5559c4991e79,1950,,"[22.0, 56.0]",15998,41,,,,,-2.5415425,,Right Foot,,"[3.0, 43.0]",,Ground Pass,,23.021729,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,83,Barcelona,217,['07209bf0-ce5a-4437-a92b-2f541e679c0a'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:41:18.059,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.208,,,,,,,,,,,1fa8a1c9-c980-4930-b3cd-969cbe7d2c44,1954,,"[5.0, 46.0]",15998,41,,,,,0.6979028,,Right Foot,,"[36.0, 72.0]",,High Pass,,40.459858,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,83,Barcelona,217,"['479592ea-7829-4e41-a156-824b9d745afc', '5113be78-9eeb-4a4b-98af-0a0f4d20432e']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:41:20.777,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.8988,,,,,,,,,,,dd8dd176-a8ea-4152-8d0a-7f5ccc70de45,1956,,"[36.0, 73.0]",15998,41,,,,,0.52807444,,Head,,"[48.0, 80.0]",,High Pass,,13.892444,,Out,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,83,Barcelona,217,,23,,,,,,,,,,,,,,,,,Barcelona,217,00:41:23.065,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.686233,,,,,,,,,,,1c701a4a-6495-4851-9af5-b2032af7f539,1957,,"[87.0, 1.0]",15998,41,,,,,0.4636476,,,,"[105.0, 10.0]",,High Pass,,20.12461,,,,Youssef En-Nesyri,6301.0,,,,,Throw-in,1,From Throw In,Jonathan Cristian Silva,11730.0,Left Wing Back,84,Leganés,205,['31dbcc57-3b61-4d6a-b59d-948b289522f7'],42,,,,,,,,,,,,,,,,,Leganés,205,00:41:42.706,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.002075,,,,,,,,,,,5102ec04-e4ca-4858-b799-f50329980bfd,1962,,"[102.0, 10.0]",15998,41,,,,,3.1415927,,Right Foot,,"[93.0, 10.0]",,Ground Pass,,9.0,,,,Óscar Rodríguez Arnaiz,16212.0,,,,,,1,From Throw In,Youssef En-Nesyri,6301.0,Center Forward,84,Leganés,205,"['6349137f-7373-4e8c-a743-f9a15ff091d0', '79421031-b12e-4a99-9f8e-0f76f066b4d8']",46,,,,,,,,,,,,,,,,,Leganés,205,00:41:46.491,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.759205,,,,,,,,,,,99656c0a-0179-4cde-a74b-fe307460ab97,1966,,"[89.0, 8.0]",15998,41,,,,,1.9974238,,Right Foot,,"[84.0, 19.0]",,Ground Pass,,12.083046,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,From Throw In,Óscar Rodríguez Arnaiz,16212.0,Left Wing,84,Leganés,205,"['187bd7bf-17f7-4a07-a889-a0231864a9e0', '8c2926b9-d049-4087-813b-78ec343e5ad4']",48,,,,,,,,,,,,,,,,,Leganés,205,00:41:48.777,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.870909,,,,,,,,,,,6054f517-7382-4b1c-b223-d26a17949adb,1970,,"[82.0, 20.0]",15998,41,,,,,-0.66963893,,Right Foot,,"[106.0, 1.0]",,Ground Pass,,30.610456,,Out,,Jonathan Cristian Silva,11730.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Left Center Midfield,84,Leganés,205,"['122b48e9-fc91-45eb-9337-161f7143f4b6', 'd1255bc7-2e82-4a22-a8d6-c26a09c0ff5c']",50,,,,,,,,,,,,,,,,,Leganés,205,00:41:50.062,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.2541,,,,,,,,,,,95839077-1b7a-4dc6-a389-b5b1a17d04f0,1972,,"[14.0, 80.0]",15998,41,,,,,-1.00748,,,,"[26.0, 61.0]",,High Pass,,22.472204,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,85,Barcelona,217,['f9696366-ebe2-4b03-8c13-9e9dc818fbf1'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:41:58.970,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.898163,,,,,,,,,,,2bcbf4ab-43a4-402e-a6c9-8c333ff41748,1976,,"[30.0, 61.0]",15998,42,,,,,-0.29544082,,Right Foot,,"[53.0, 54.0]",,High Pass,,24.04163,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,85,Barcelona,217,"['c64e2cd3-05b5-45bc-a71f-caefe5fa77b8', 'ef8af9b5-06c3-49d3-8c3c-217c824d73dd']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:42:01.260,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.998425,,,,,,,,,,,ef8af9b5-06c3-49d3-8c3c-217c824d73dd,1978,,"[68.0, 27.0]",15998,42,,,,,0.17219082,,Head,,"[91.0, 31.0]",,High Pass,,23.345236,,,,Youssef En-Nesyri,6301.0,,,,,Recovery,1,From Throw In,Unai Bustinza Martínez,6598.0,Center Back,85,Barcelona,217,"['2bcbf4ab-43a4-402e-a6c9-8c333ff41748', '7610d276-59cf-4e7c-a4e4-19e3107b0815']",3,,,,,,,,,,,,,,,,,Leganés,205,00:42:03.158,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1742,,,,,,,,,,,c6b00d4a-0e07-4056-a7dc-5e51b889132b,1983,,"[28.0, 48.0]",15998,42,,,,,-0.69473827,,Left Foot,,"[40.0, 38.0]",,Ground Pass,,15.6205,,,,Philippe Coutinho Correia,3501.0,,,,,Recovery,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,85,Barcelona,217,['8ce299c7-8630-4d4a-a6c2-d6d558a69b00'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:42:06.823,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6406,,,,,,,,,,,47888daf-ed18-4ed6-b521-d9ee504b3eb8,1987,,"[40.0, 36.0]",15998,42,,,,,-0.93804747,,Left Foot,,"[51.0, 21.0]",,Ground Pass,,18.601076,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Center Midfield,85,Barcelona,217,"['408bafa9-654b-42f8-b0f9-4a5f49f67d5e', '62798e5a-a2b4-42e7-9270-1ba078182045', '94ad2007-13bf-4667-999d-686e0ccf82d2']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:42:08.077,Pass,True,2018/2019
,,,,,,,,,,True,,,,,,1.043499,,,,,,,,,,,62798e5a-a2b4-42e7-9270-1ba078182045,1989,,"[70.0, 60.0]",15998,42,,,,,-0.38050637,,Right Foot,,"[80.0, 56.0]",,Ground Pass,,10.770329,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,Interception,1,Regular Play,Rodrigo Tarín Higón,17818.0,Right Center Back,86,Leganés,205,"['47888daf-ed18-4ed6-b521-d9ee504b3eb8', '7527d407-73e3-4bdc-b6bd-318c29045562']",9,,,,,,,,,,,,,,,,,Leganés,205,00:42:09.717,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.985033,,,,,,,,,,,342fb039-600a-41f3-a45a-7c5c17808c13,1992,,"[89.0, 59.0]",15998,42,,,,,0.69473827,,Right Foot,,"[101.0, 69.0]",,Ground Pass,,15.6205,,,,Rodrigo Tarín Higón,17818.0,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Wing Back,86,Leganés,205,['2dd2e313-75d9-4321-bb1f-7494f7dd5aa2'],12,,,,,,,,,,,,,,,,,Leganés,205,00:42:12.334,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.777282,,,,,,,,,,,6460e78d-2783-4e0e-b283-320d6dabbe6d,1996,,"[102.0, 67.0]",15998,42,,,,,-1.0838971,,Left Foot,True,"[111.0, 50.0]",,Ground Pass,,19.235384,,,,Nabil El Zhar,6608.0,,,,,,1,Regular Play,Rodrigo Tarín Higón,17818.0,Right Center Back,86,Leganés,205,"['3ccbee0e-6fd0-46e2-a1f3-f30f18340bba', '6e31a4a8-7d84-42c2-b9ec-c95b48bd7920']",16,,,,,,,,,,,,,,,,,Leganés,205,00:42:16.108,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.5247,,,,,,,,,,,9d5e9521-8eb8-4b0a-a897-545b029d2c4a,2002,,"[15.0, 36.0]",15998,42,,,,,-0.43240777,,Keeper Arm,,"[28.0, 30.0]",,Ground Pass,,14.3178215,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,87,Barcelona,217,['6985da5b-f51f-4366-90b0-31e841312355'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:42:21.442,Pass,,2018/2019
