ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.782409,,,,,,,,,,,,,2885f460-5cba-49d4-b260-0385b88599f4,2327,,,"[49.9, 19.7]",303652,54,,,,,0.25070927,,Right Foot,,,,"[58.1, 21.8]",,Ground Pass,,8.464632,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Center Midfield,87,Barcelona,217,"['40a85827-7958-4a6e-a5c7-3347616ff18b', '520a252b-1c51-48ee-8317-8bd96685521b']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.567,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.269406,,,,,,,,,,,,,0a20504b-2218-4b67-a974-67cf73912b95,2330,,,"[58.1, 22.0]",303652,54,,,,,2.254276,,Right Foot,,,,"[50.2, 31.7]",,Ground Pass,,12.509996,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Left Wing,87,Barcelona,217,['5716b942-e667-4c1b-b611-b4d0fdabd4fe'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:10.469,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.70399,,,,,,,,,,,,,d76ca501-7bb6-405d-bba1-124a32d4b996,2333,,,"[50.2, 32.9]",303652,54,,,,,1.0130875,,Right Foot,,,,"[56.5, 43.0]",,Ground Pass,,11.903781,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,87,Barcelona,217,['cf12343d-309c-4ec1-9d11-41fb9fc49553'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:11.853,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.5616,,,,,,,,,,,,,f24f9ed4-59e1-47c4-8d6a-5f2bb20def87,2335,,,"[56.9, 43.0]",303652,54,,,,,1.9766306,,Right Foot,,,,"[51.4, 55.8]",,Ground Pass,,13.931619,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Left Wing,87,Barcelona,217,['a24b0ff8-8074-4f33-a89f-5a34d6ba0816'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:13.557,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.769429,,,,,,,,,,,,,f08852e4-deaf-48d8-86cd-4a1d85eaf202,2338,,,"[56.5, 52.7]",303652,54,,,,,1.0710199,,Left Foot,,,,"[65.4, 69.0]",,Ground Pass,,18.571484,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,87,Barcelona,217,['7bfdb30f-1189-4ff8-be90-1a91b06bc955'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:17.206,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.101059,,,,,,,,,,,,,fd4b5453-9452-4bbe-8e66-21ca4660c875,2341,,,"[74.1, 74.3]",303652,54,,,,,0.5369108,,Left Foot,,,,"[78.3, 76.8]",,Ground Pass,,4.8877397,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Left Wing,87,Barcelona,217,['b6d02e5e-7e3b-4619-99d4-6d6843858dc6'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.530,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.359325,,,,,,,,,,,,,40945628-42c5-4c1e-a07e-4af254024a07,2344,,,"[79.7, 76.8]",303652,54,,,,,-2.146221,,Right Foot,,,,"[74.9, 69.4]",,Ground Pass,,8.820431,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,87,Barcelona,217,['927f62eb-2c36-410d-ad21-b50c1b3c64d9'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.743,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.023027,,,,,,,,,,,,,eb681e18-60a5-4f87-840e-95888e481f71,2347,,,"[75.5, 67.4]",303652,54,,,,,-1.4000611,,Left Foot,,,,"[77.0, 58.7]",,Ground Pass,,8.828363,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,87,Barcelona,217,['84659aa9-6365-4dad-a6a6-2c3c58a534a7'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:24.760,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.055088,,,,,,,,,,,,,6edd9f38-d8a0-4a56-8fe3-6fe6f77502c4,2350,,,"[77.0, 58.7]",303652,54,,,,,2.4511461,,Right Foot,,,,"[74.7, 60.6]",,Ground Pass,,2.9832869,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,87,Barcelona,217,['0cd9ce81-9838-48aa-92ae-56d4e2d7d2ae'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:26.057,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.954657,,,,,,,,,,,,,d15c6c2d-f337-4eb7-912a-ec3c194929a2,2354,,,"[72.6, 58.3]",303652,54,,,,,-1.4992675,,Left Foot,,,,"[74.9, 26.2]",,Ground Pass,,32.182293,,,,Frenkie de Jong,8118.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,87,Barcelona,217,"['1bbe8977-9872-449d-b99e-58d6ef5afebb', '6b3e65ca-6474-417d-bc90-b08d701eb15c']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:27.422,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.429466,,,,,,,,,,,,,ab2bfc8a-c7e2-4b65-9b5e-6e701a61dceb,2357,,,"[78.5, 25.8]",303652,54,,,,,-0.94011503,,Right Foot,,,,"[92.3, 6.9]",,Low Pass,,23.401922,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Center Midfield,87,Barcelona,217,['f740a979-8191-4c12-a4c7-06bf882ed00e'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:29.666,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.241491,,,,,,,,,,,,,0046b165-239b-4216-bd0e-336a79fd0fec,2360,,,"[92.3, 6.9]",303652,54,,,,,0.04542328,,Right Foot,,,,"[112.1, 7.8]",,Ground Pass,,19.820444,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,87,Barcelona,217,['73d735e2-655a-4aa3-9769-d4223e68cec8'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:31.754,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.332151,,,,,,,,,,,,,e967647d-78f0-4c23-8403-e0f1b2113850,2363,,,"[114.8, 14.0]",303652,54,,,,,1.5292866,,Right Foot,True,,,"[116.1, 45.3]",,High Pass,,31.326984,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,87,Barcelona,217,"['7aaba38a-c303-470f-b2c7-459c98589138', 'd8952923-95e6-49fd-8a50-f29a5c65beca']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:36.177,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.804717,,,,,,,,,,,,,19e96922-5b22-40ae-bb41-768fbef643b9,2366,,,"[120.0, 80.0]",303652,55,,,,,-2.8134727,,Left Foot,,,,"[110.6, 76.8]",,Ground Pass,,9.929753,,,,Frenkie de Jong,8118.0,,,,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,88,Barcelona,217,['a20d02fb-f978-4bdc-afdc-d19615dd9fbc'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:02.322,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.97422,,,,,,,,,,,,,8089cffc-0b3c-4d5c-9d84-d6fc09cd187d,2369,,,"[110.6, 76.8]",303652,55,,,,,-2.3961732,,Right Foot,,,,"[96.3, 63.6]",,Ground Pass,,19.460987,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Corner,Frenkie de Jong,8118.0,Left Center Midfield,88,Barcelona,217,['4d5d73c4-afa2-4d0c-bbfc-ab9befc1af92'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:03.513,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.428104,,,,,,,,,,,,,69103d53-5719-43e4-888e-4e78fdb89b97,2372,,,"[96.3, 63.8]",303652,55,,,,,0.8414143,,Right Foot,,,,"[106.4, 75.1]",,Ground Pass,,15.155857,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Sergi Roberto Carnicer,6379.0,Right Back,88,Barcelona,217,['e6e2b9ff-cab6-4af9-aef0-82f643e91bed'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:06.023,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.027473,,,,,,,,,,,,,1434127f-e139-4adb-b3cd-a01fa4dc4410,2375,,,"[103.9, 71.8]",303652,55,,,,,-1.3371809,,Left Foot,True,,,"[112.3, 36.5]",,High Pass,,36.28567,,Incomplete,,,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,88,Barcelona,217,['99ea71ef-e4d7-4fab-add4-4fd5556a192e'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:09.211,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.017652,,,,,,,,,,,,,323cdeb1-6ea9-4416-968a-1a34d53c6294,2385,,,"[14.3, 29.5]",303652,55,,,,,0.27739325,,Right Foot,,,,"[72.6, 46.1]",,High Pass,,60.61724,,Incomplete,,Jonathan Calleri,6930.0,,,,,Free Kick,2,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,89,Espanyol,214,"['3303977b-a6e1-4226-9fe8-41ffedbde873', '8e8af5a9-4fcf-475f-80c2-d4af87514ea5']",46,,,,,,,,,,,,,,,,,,Espanyol,214,00:10:46.118,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.130672,,,,,,,,,,,,,8e8af5a9-4fcf-475f-80c2-d4af87514ea5,2388,,,"[47.5, 34.0]",303652,55,,,,True,0.2914568,,,,,,"[58.5, 37.3]",,High Pass,,11.484337,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,90,Barcelona,217,"['323cdeb1-6ea9-4416-968a-1a34d53c6294', '50a15693-5e7f-4a36-a638-556c12c9c1ed', '8da7e4ed-0ad1-4902-aea7-b8e5573ffb9f']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.135,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.627251,,,,,,,,,,,,,992ffe7a-c395-465e-9648-7319a73bd46b,2391,,,"[58.3, 37.4]",303652,55,,,,True,0.16248912,,,,,,"[64.4, 38.4]",,Low Pass,,6.1814237,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,90,Barcelona,217,"['260e9db4-6f36-4335-b2e6-290bb09f8234', '53c7c335-5f9d-4287-b1d4-b511e35938f9']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.266,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.62579,,,,,,,,,,,,,c54991fa-d0d5-40a6-b368-9056754c20d3,2398,,,"[49.1, 56.9]",303652,55,,,,,-1.1326905,,Right Foot,,,,"[54.3, 45.8]",,Ground Pass,,12.25765,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,90,Barcelona,217,['57b890db-c3c1-4506-91a8-a4554c9c8317'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.199,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.966964,,,,,,,,,,,,,08adf023-a6e5-4617-b29f-127a1143c944,2402,,,"[56.2, 45.7]",303652,55,,,,,0.77764636,,Right Foot,,,,"[62.7, 52.1]",,Low Pass,,9.121951,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,90,Barcelona,217,"['786b479c-a26f-48ff-a6ac-30b4d6f93062', '7ea2ea8d-90c5-48b9-9830-8db7f1da1953']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.936,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.699307,,,,,,,,,,,,,fc4f99ca-bc16-42c0-ba57-ff6e18e91977,2406,,,"[59.4, 53.3]",303652,55,,,,,-2.9060476,,Left Foot,,,,"[54.4, 52.1]",,Low Pass,,5.141984,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,90,Barcelona,217,"['8bf3fdd8-b73e-4723-a9ef-d4bd2fb127e9', '9bcbc04d-16c8-414c-a0a5-d645ff7ebc02']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.090,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.538443,,,,,,,,,,,,,d7b9ffc7-8cbf-4259-8769-11d9d0b67951,2409,,,"[54.4, 52.1]",303652,55,,,,,1.0764979,,Left Foot,,,,"[63.4, 68.8]",,Low Pass,,18.970766,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,90,Barcelona,217,"['944ea0c8-e3fd-4b03-8ed4-3b6570ce15f1', 'a3007436-169b-4164-b5f2-929cc97a59e6']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.820,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.900317,,,,,,,,,,,,,25edfa4a-9f4e-4bdb-8a00-6b7cc3ab226e,2416,,,"[101.6, 9.2]",303652,56,,,,,1.2712643,,Left Foot,True,,,"[110.0, 36.4]",,High Pass,,28.467525,,Incomplete,,Jonathan Calleri,6930.0,,,,,,2,Regular Play,Dídac Vilá Rosselló,6886.0,Left Back,91,Espanyol,214,"['a7654db8-225f-4cf0-9cfe-2bb4c9f4b57b', 'ee485048-a269-48db-a93a-1d7e05ddcf57']",5,,,,,,,,,,,,,,,,,,Espanyol,214,00:11:05.061,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.225299,,,,,,,,,,,,,47e74198-aa43-4564-a6d0-2aa90e596fc2,2419,,,"[120.0, 80.0]",303652,56,,,,,-1.7246344,,Left Foot,,,,"[115.1, 48.4]",,High Pass,True,31.977648,,Incomplete,,David López Silva,6754.0,,,Inswinging,,Corner,2,From Corner,Marc Roca Junqué,6866.0,Left Defensive Midfield,92,Espanyol,214,"['00f3eb0a-b4b9-4c78-8c97-936491704c5d', 'ddfd3db7-32ac-462f-9ee8-c572d5ee97a6']",56,,,,,,,,,,,,,,,,,,Espanyol,214,00:11:56.696,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.615824,,,,,,,,,,,,,9af125a9-3af4-4f8f-8ed6-336a1e0f3cd0,2423,,,"[91.4, 80.0]",303652,57,,,,,-1.8390266,,,,,,"[86.7, 62.9]",,Low Pass,,17.734148,,,,David López Silva,6754.0,,,,,Throw-in,2,From Throw In,Javier López Rodríguez,6791.0,Right Back,93,Espanyol,214,['9aa44942-d1fc-4278-9cbc-f354824793d2'],23,,,,,,,,,,,,,,,,,,Espanyol,214,00:12:23.788,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.681378,,,,,,,,,,,,,25b209cb-f474-48fe-93b9-682275390ac7,2433,,,"[29.2, 19.5]",303652,57,,,,,2.3013046,,Left Foot,,,,"[20.6, 29.1]",,Ground Pass,,12.888755,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,95,Barcelona,217,['80d3a5e1-8380-4ed9-8c30-4f829df71cc0'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:40.587,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.738099,,,,,,,,,,,,,318a7f8a-928e-4257-b8ec-1bb5076deb6c,2436,,,"[20.8, 30.4]",303652,57,,,,,1.191965,,Right Foot,,,,"[33.1, 61.3]",,Ground Pass,,33.258083,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,95,Barcelona,217,['5070b124-6f6b-4345-9929-c4de9866b057'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.614,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.884356,,,,,,,,,,,,,d98de6c7-2c3d-4b46-9a00-48ee6768789e,2439,,,"[51.4, 60.8]",303652,57,,,,,-1.9832067,,Right Foot,,,,"[47.2, 51.2]",,Ground Pass,,10.47855,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,95,Barcelona,217,['10c71e92-cf9e-469e-bcfb-8e55361fd086'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:49.489,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.785262,,,,,,,,,,,,,39a73c87-d1f5-49d7-9f95-019f8cf9bb99,2442,,,"[53.5, 45.3]",303652,57,,,,,-1.4295856,,Right Foot,,,,"[56.4, 24.9]",,Ground Pass,,20.605097,,,,Clément Lenglet,6826.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,95,Barcelona,217,['66b8fa45-4e94-45b7-af64-b12b64413091'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:53.319,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.857669,,,,,,,,,,,,,c5f7c411-51c9-481a-8762-a785ca86c494,2445,,,"[64.0, 22.8]",303652,57,,,,,-0.45799795,,Left Foot,,,,"[92.4, 8.8]",,Ground Pass,,31.663227,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,95,Barcelona,217,['025426da-14da-4523-82c8-6190d8492120'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:55.855,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.237076,,,,,,,,,,,,,76cf6903-195e-44a6-b724-2e3625def75d,2448,,,"[97.8, 7.1]",303652,57,,,,,1.5311346,,Left Foot,,,,"[98.3, 19.7]",,Ground Pass,,12.609917,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,95,Barcelona,217,"['0f5d47bf-7b99-4159-9d9a-fd1611dfb124', 'c4be26d4-528e-4284-ae15-8497e2aab680']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:58.962,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.18127,,,,,,,,,,,,,5f1ac515-7f99-4c73-ab3b-dae71e0cb9f4,2457,,,"[111.7, 23.9]",303652,58,,,,,1.5707964,99116c38-5c1f-43e5-b502-0aa5eae1d76e,Right Foot,True,,,"[111.7, 44.3]",True,High Pass,,20.4,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,95,Barcelona,217,['54a5edde-2cf0-417f-bfb1-e2e0aebb230b'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:02.572,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.977371,,,,,,,,,,,,,f4c210bb-4f24-483e-9e31-9ba7109fe945,2461,,,"[60.0, 40.0]",303652,59,,True,,,3.1300325,,Right Foot,,,,"[42.7, 40.2]",,Ground Pass,,17.301155,,,,Marc Roca Junqué,6866.0,,,,,Kick Off,2,From Kick Off,Jonathan Calleri,6930.0,Right Center Forward,96,Espanyol,214,['2bfb3c63-7a30-412b-81e6-1f67258800e6'],15,,,,,,,,,,,,,,,,,,Espanyol,214,00:14:15.012,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.615839,,,,,,,,,,,,,aac617a1-17a7-4584-a8a5-e7aa43f06d6d,2463,,,"[42.7, 40.2]",303652,59,,True,,,0.34497377,,Left Foot,,,,"[91.4, 57.7]",,High Pass,,51.748817,,Incomplete,,,,,,,,,2,From Kick Off,Marc Roca Junqué,6866.0,Left Defensive Midfield,96,Espanyol,214,['f25faee2-7668-48b5-ab2b-b2bd64219df8'],15,,,,,,,,,,,,,,,,,,Espanyol,214,00:14:15.989,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.421217,,,,,,,,,,,,,4f4319b9-e136-45df-8e28-edd1f8daf2b8,2465,,,"[35.3, 29.3]",303652,59,,,,,-0.75092906,,Head,,,,"[44.3, 20.9]",,Low Pass,,12.31097,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,97,Barcelona,217,['a2273667-6099-4181-9d89-5898ca47bb11'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:19.045,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.6504,,,,,,,,,,,,,076dd350-0d41-4dc6-ac85-eca17aeef654,2468,,,"[42.6, 25.2]",303652,59,,,,,1.6043972,,Right Foot,,,,"[42.2, 37.1]",,Low Pass,,11.906721,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,97,Barcelona,217,['e505759e-5920-474d-acd4-17e266ee9e96'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:20.509,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.85357,,,,,,,,,,,,,5bc03e11-623f-489d-a2dd-b9b8ca06a0ad,2471,,,"[41.8, 37.8]",303652,59,,,,,1.5108682,,Right Foot,,,,"[43.3, 62.8]",,Low Pass,,25.04496,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,97,Barcelona,217,['d2ddb566-3017-4b61-af62-7093b9bf66e2'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:21.793,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.048122,,,,,,,,,,,,,98c1c5a0-3f9b-41cf-878d-9cbe08887268,2474,,,"[43.2, 64.4]",303652,59,,,,,-1.5707964,,Right Foot,,,,"[43.2, 57.3]",,Ground Pass,,7.1,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,97,Barcelona,217,['8677de0c-50a2-4704-9b0d-11348f3add46'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:24.625,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.690689,,,,,,,,,,,,,3b6e272a-4585-415d-ab59-0c9218b130fb,2478,,,"[43.0, 55.0]",303652,59,,,,,-0.19448012,,Left Foot,,,,"[49.6, 53.7]",,Ground Pass,,6.726812,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,97,Barcelona,217,"['51b815d2-e11d-4dbc-b017-496966abed8d', '9cd81c95-02e4-4fe3-ab3d-7327a402c3cb', 'ff1ebaa9-c85d-4287-83c0-e222bc064be6']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:26.183,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.001116,,,,,,,,,,,,,b98cb086-5db0-48a2-a13f-b88e40b39a15,2483,,,"[71.8, 27.0]",303652,59,,,,,0.8231161,,Left Foot,,,,"[76.9, 32.5]",,Ground Pass,,7.5006666,,,,Óscar Melendo Jiménez,6902.0,,,,,,2,Regular Play,Marc Roca Junqué,6866.0,Left Defensive Midfield,97,Barcelona,217,"['604b5795-0c3e-4b32-a0b8-e64840a46979', 'd6c01a58-bb2a-4e85-acdb-fbb48828bef2']",27,,,,,,,,,,,,,,,,,,Espanyol,214,00:14:27.914,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.936262,,,,,,,,,,,,,f1c1ed0c-5443-41bc-adab-fe6e472cad2d,2489,,,"[35.8, 56.0]",303652,59,,,,,-0.13682096,,Right Foot,,,,"[49.6, 54.1]",,Low Pass,,13.930183,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,97,Barcelona,217,['fedea866-f53a-4403-8807-f3a3ff7f8a7a'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:30.481,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.414449,,,,,,,,,,,,,20707ec1-09ea-46e9-979e-9ee582df171b,2492,,,"[49.6, 54.1]",303652,59,,,,,-1.5297235,,Left Foot,,,,"[49.9, 46.8]",,Low Pass,,7.306162,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,97,Barcelona,217,['a52a4abc-017e-4802-a29d-5eadc25645c3'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:32.368,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.047006,,,,,,,,,,,,,bb4df8fd-2808-437f-8999-fb8894ab7717,2495,,,"[53.5, 43.6]",303652,59,,,,,-1.7287062,,Right Foot,,,,"[51.0, 27.9]",,Ground Pass,,15.897799,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,97,Barcelona,217,['07e171f2-283e-4749-990b-a4a88aee290b'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:34.847,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.803362,,,,,,,,,,,,,743a69bb-a2f9-4e36-9025-38e96f338064,2498,,,"[55.2, 26.0]",303652,59,,,,,-0.85883534,,Right Foot,,,,"[72.2, 6.3]",,Ground Pass,,26.020952,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,97,Barcelona,217,['70e3dfb9-01db-40d0-a724-e8fe59f207b5'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:37.329,Pass,,2019/2020
