bad_behaviour_card,ball_receipt_outcome,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.208812,,,,,,,,,,,,,31bfdfb8-fd63-4c28-9d55-ec1248672faf,3399,,"[40.1, 55.2]",303377,90,,True,,,-1.1850164,,Right Foot,,,,"[50.7, 29.1]",,Ground Pass,,28.170374,,,Ivan Rakitić,5470.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,150,Barcelona,217,['5f26899e-eb8a-4f11-8684-155daca188bf'],50,,,,,,,,,,,,,,,,Barcelona,217,00:45:50.103,Pass,,2019/2020
,,,,,,,,,,,,,,,5.601894,,,,,,,,,,,,,27a8094a-dc50-4a41-b076-f82b94277ec0,3403,,"[50.3, 28.9]",303377,90,,,,,0.5024576,,Right Foot,,,,"[120.0, 67.2]",,High Pass,,79.52974,Out,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,150,Barcelona,217,"['56171050-8a0c-4915-ac12-1f54f78fdfd1', 'e10f7bc0-3a87-40b1-ab9a-eb980b23a3e6']",51,,,,,,,,,,,,,,,,Barcelona,217,00:45:51.705,Pass,True,2019/2020
,,,,,,,,,,,,,,,3.27011,,,,,,,,,,,,,fc9f7e36-c89f-49ad-9de3-6e8112ff1668,3405,,"[7.0, 36.1]",303377,91,,,,,-0.17796506,,Right Foot,,,,"[67.6, 25.2]",,High Pass,,61.57248,Incomplete,,Nemanja Maksimović,6901.0,,,,,Goal Kick,2,From Goal Kick,David Soria Solís,6722.0,Goalkeeper,151,Getafe,216,"['3979ae6b-6514-4c81-913a-5c41693e39d5', 'a56b0342-5bd5-4be0-b578-c1ef99fab670']",5,,,,,,,,,,,,,,,,Getafe,216,00:46:05.708,Pass,,2019/2020
,,,,,,,,,,,,,,,3.009307,,,,,,,,,,,,,3979ae6b-6514-4c81-913a-5c41693e39d5,3408,,"[52.5, 54.9]",303377,91,,,,True,1.6240246,,,,,,"[51.2, 79.3]",,Low Pass,,24.434607,Out,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,151,Getafe,216,"['6122fbfe-d728-45fb-9447-00f9bbe4067a', 'c83ffc5f-63a0-4c8c-a86c-933f8ad4de39', 'fc9f7e36-c89f-49ad-9de3-6e8112ff1668']",8,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.978,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,45603413-8069-4e78-9731-3c09b675cb3c,3411,,"[70.6, 0.1]",303377,91,,,,,2.405659,,,,,,"[65.3, 4.9]",,Low Pass,,7.1505246,,,Marc Cucurella Saseta,17620.0,,,,,Throw-in,2,From Throw In,Ángel Luis Rodríguez Díaz,6611.0,Right Center Forward,152,Getafe,216,['38428704-9d0d-4365-88d6-28397751c2c8'],15,,,,,,,,,,,,,,,,Getafe,216,00:46:15.453,Pass,,2019/2020
,,,,,,,,,,,,,,,2.240677,,,,,,,,,,,,,2ec29612-496a-4574-829a-a6b2416c53d8,3414,,"[69.8, 5.1]",303377,91,,,,,0.7982415,,Left Foot,,,,"[96.7, 32.7]",,High Pass,,38.540497,,,Mauro Wilney Arambarri Rosa,6863.0,,,,,,2,From Throw In,Marc Cucurella Saseta,17620.0,Left Back,152,Getafe,216,['11e2bfc0-33ef-4b52-8eeb-394f51a85dc6'],18,,,,,,,,,,,,,,,,Getafe,216,00:46:18.893,Pass,,2019/2020
,,,,,,,,,,,,,,,1.730581,,,,,,,,,,,,,6dede613-b41c-4225-ab78-1661ad5e0be3,3416,,"[96.9, 32.9]",303377,91,,,,,0.45241213,,Head,,,,"[114.8, 41.6]",,Low Pass,,19.902262,Incomplete,,Jaime Mata Arnaiz,11550.0,,,,,,2,From Throw In,Mauro Wilney Arambarri Rosa,6863.0,Right Defensive Midfield,152,Getafe,216,"['59fbdba5-0623-46fe-aa59-07ae97d3b61a', 'e1faa346-a05a-4405-a5b1-15460dc506b2']",22,,,,,,,,,,,,,,,,Getafe,216,00:46:22.493,Pass,,2019/2020
,,,,,,,,,,,,,,,3.690839,,,,,,,,,,,,,7cbecc76-4212-4672-9947-139189dcf3f4,3420,,"[11.0, 41.2]",303377,91,,,,,0.6775236,,Drop Kick,,,,"[59.1, 79.9]",,High Pass,,61.735725,Injury Clearance,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,152,Getafe,216,,32,,,,,,,,,,,,,,,,Barcelona,217,00:46:32.368,Pass,,2019/2020
,,,,,,,,,,,,,,,2.545889,,,,,,,,,,,,,7a479820-5173-485d-98f4-97a0dff0c79b,3426,,"[15.9, 39.9]",303377,92,,,,,0.1511232,,Drop Kick,,,,"[75.0, 48.9]",,High Pass,,59.781353,Incomplete,,Antoine Griezmann,5487.0,,,,,,2,Other,Marc-André ter Stegen,20055.0,Goalkeeper,153,Barcelona,217,"['33daffd3-c3b7-4d1a-83d9-0e7c043f70ca', '868bba5c-d4f1-4426-9a4b-3805dae95fd1']",15,,,,,,,,,,,,,,,,Barcelona,217,00:47:15.578,Pass,,2019/2020
,,,,,,,,,,,,,,,1.885064,,,,,,,,,,,,,33daffd3-c3b7-4d1a-83d9-0e7c043f70ca,3428,,"[45.1, 31.2]",303377,92,,,,,0.9370901,,Head,,,,"[58.4, 49.3]",,High Pass,,22.461077,,,Robert Kenedy Nunes do Nascimento,3666.0,,,,,Recovery,2,Regular Play,Djené Dakonam Ortega,6634.0,Right Center Back,154,Getafe,216,"['43d1750c-2e6e-4fd7-b239-9bc6f4fb88d3', '7a479820-5173-485d-98f4-97a0dff0c79b']",18,,,,,,,,,,,,,,,,Getafe,216,00:47:18.123,Pass,,2019/2020
,,,,,,,,,,,,,,,0.73472,,,,,,,,,,,,,2a32ea35-904c-4b1d-ad71-6af8bcd043c7,3432,,"[59.0, 47.5]",303377,92,,,,,-0.5956555,,Left Foot,,,,"[68.0, 41.4]",,Low Pass,,10.872442,,,Nemanja Maksimović,6901.0,,,,,,2,Regular Play,Robert Kenedy Nunes do Nascimento,3666.0,Left Midfield,154,Getafe,216,['2cb07a43-0c25-4312-beb6-07afc20ec458'],20,,,,,,,,,,,,,,,,Getafe,216,00:47:20.908,Pass,,2019/2020
,,,,,,,,,,,,,,,0.887044,,,,,,,,,,,,,dd014705-eb06-4c1d-a19d-5b00de004a06,3434,,"[67.8, 41.6]",303377,92,,,,,-0.035196725,,Left Foot,,,,"[82.0, 41.1]",,Low Pass,,14.2088,Pass Offside,,Jaime Mata Arnaiz,11550.0,,,,,,2,Regular Play,Nemanja Maksimović,6901.0,Left Defensive Midfield,154,Getafe,216,['2cf9e146-3a70-45c3-8925-99eacc9d5736'],21,,,,,,,,,,,,,,,,Getafe,216,00:47:21.643,Pass,,2019/2020
,,,,,,,,,,,,,,,2.931828,,,,,,,,,,,,,e00cdefe-e376-4959-b6ea-1c6b5c059703,3436,,"[41.7, 38.8]",303377,92,,,,,-0.54937446,,Right Foot,,,,"[90.7, 8.8]",,High Pass,,57.45433,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Free Kick,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,155,Barcelona,217,['368371fe-1499-45b3-952c-ab25ad1d262d'],54,,,,,,,,,,,,,,,,Barcelona,217,00:47:54.082,Pass,,2019/2020
,,,,,,,,,,,,,,,2.371838,,,,,,,,,,,,,fa8e4ef2-4a69-4ddf-a092-cf37c6f585a2,3438,,"[90.7, 8.8]",303377,92,,,,True,2.0888257,,,,,,"[79.7, 28.1]",,High Pass,,22.214634,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Center Attacking Midfield,155,Barcelona,217,"['090c1c21-77f3-4234-bb45-962b4f336784', '1a051157-fec5-4f0f-a65c-95ae107ebc32', '818202a3-9de2-451d-bfd4-adbee2aacfb9']",57,,,,,,,,,,,,,,,,Barcelona,217,00:47:57.014,Pass,True,2019/2020
,,,,,,,,,,,,,,,0.825653,,,,,,,,,,,,,0ae453a7-d45c-4a71-ba75-324bc613749b,3444,,"[31.4, 49.1]",303377,93,,,,,-1.6321229,,Left Foot,,,,"[30.7, 37.7]",,Ground Pass,,11.421471,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,2,From Free Kick,Nemanja Maksimović,6901.0,Left Defensive Midfield,155,Barcelona,217,['e3ae39f4-a1dd-4790-8e94-ea8483a238c6'],0,,,,,,,,,,,,,,,,Getafe,216,00:48:00.754,Pass,,2019/2020
,,,,,,,,,,,,,,,2.533484,,,,,,,,,,,,,9e8c547e-3471-4ca2-aae0-6cc76e87db59,3446,,"[30.7, 37.7]",303377,93,,,,,0.6958182,,Right Foot,,,,"[67.1, 68.1]",,High Pass,,47.42489,Unknown,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,2,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,155,Barcelona,217,['0054af8b-c8ce-4818-808d-1d960cfeb668'],1,,,,,,,,,,,,,,,,Getafe,216,00:48:01.580,Pass,,2019/2020
,,,,,,,,,,,,,,,1.335046,,,,,,,,,,,,,5f1199b3-62d7-44c1-8069-99ecbb8799f7,3450,,"[55.6, 19.8]",303377,93,,,,,-0.19432494,,Right Foot,,,,"[74.4, 16.1]",,Ground Pass,,19.160637,,,Ivan Rakitić,5470.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,156,Barcelona,217,['7a2a37f9-917f-41c8-9f57-f359c59135be'],23,,,,,,,,,,,,,,,,Barcelona,217,00:48:23.147,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23bf453f-bfb4-4d91-bce8-309eb326b90d,6,,"[48.9, 39.9]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['2480883a-453e-4996-9df4-36ef1def5f73'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.114,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c95af91b-2c35-4baa-a4ba-bf0eb7b4ab81,9,,"[51.2, 68.3]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['e6598323-2cbf-4b1f-92f1-c9904fc70a92'],4,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.345,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44ee0265-e58e-4222-a70e-dcfd902d4961,13,,"[34.3, 53.1]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['e44c55cd-ac32-43f6-816d-229bd8d8771d'],7,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.755,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdb4fce0-d0a6-4c1e-b897-0b9ded5e9468,16,,"[29.9, 27.5]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['43d32dc2-f57f-404b-aedc-ce4013bac9e1'],9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.924,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f6b7cb6-8539-46a6-a4c4-f2e64bf24413,20,,"[12.2, 38.5]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['37ce34ca-2fbf-4912-926b-630bbca504a3'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.983,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8e417c8-c0a0-430d-85a3-3a3d360b9636,24,,"[41.6, 28.1]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,"['d5355d4e-572c-462f-a22d-5c1a0e2a3269', 'f085687b-d0ad-4552-9fd9-d7358721620f']",19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.059,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392c7e3-1c05-490a-9b7f-5f4ee50d1034,28,,"[25.7, 38.0]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['36c5769c-742b-4dac-9400-976ee054552b', '6395c4bf-237b-49fa-af8a-d710c446de77']",21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.527,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb077a25-9ab1-4be6-bd27-ae48b7389c86,31,,"[6.2, 40.4]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['f01f2339-0dee-402c-9fa1-aed5421ea60e'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.779,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dc3d875-b6a1-4235-a792-1b20ce6839de,34,,"[55.4, 42.6]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Forward,2,Barcelona,217,['9d7f1b30-061e-44ca-9c89-94361a4b53d9'],30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.891,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,228bca22-582c-42d7-b461-a0604b9df493,38,,"[48.2, 39.4]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,['a4505d0a-3f3a-4bd2-ba6c-a63894d87473'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.174,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557c08b-7c87-44ff-b66e-c515bf64c523,42,,"[43.7, 64.0]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,"['94ebcf69-886b-4403-a342-38d91b9785b7', 'd04a7dfc-12f9-4fd6-98ec-069a1118f9f0']",35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.139,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0e50533-36c7-4de3-b444-260f81a0772a,45,,"[49.0, 57.5]",303377,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Right Center Midfield,2,Barcelona,217,"['26a2de3e-5e59-45dd-b96c-e87bc842fdf7', '73afcb41-6c48-4759-9f28-ce34349f14ed']",36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.277,Ball Receipt*,True,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,34198bd5-8cbd-4fbf-98ba-9ac06f27698d,50,,"[86.0, 63.0]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Allan Romeo Nyom,3991.0,Right Back,3,Getafe,216,['7911a782-8b04-4d65-886c-9b7d29927783'],6,,,,,,,,,,,,,,,,Getafe,216,00:01:06.245,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e4c85da8-0ea1-4ea9-bde1-9d7369b7632e,53,,"[48.6, 10.3]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Center Forward,3,Getafe,216,['75666c2e-67dd-4a08-b7d8-8c6a6845acac'],9,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.855,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,857f0a35-9b7d-4589-ad9d-c44c9fd50b65,55,,"[94.5, 72.9]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oghenekaro Etebo,5466.0,Right Midfield,4,Getafe,216,['9cb675ec-9a0b-42d4-80f5-5a3903ced594'],21,,,,,,,,,,,,,,,,Getafe,216,00:01:21.157,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,189f077a-d7d2-422b-a1b4-66a99551ffa2,60,,"[29.9, 17.1]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Getafe,216,"['65b98629-66b4-4f2d-b64f-ce1ec35ff8d7', '8af12f9b-9723-4a24-86ed-60f042b42d5b']",23,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.900,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f312f245-d08e-4bef-a168-e7ed52dc5503,64,,"[38.0, 36.1]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['3c1da793-bfb5-4b41-b32d-24133a76ff4b'],35,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.524,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,fd32566b-78f0-45c7-a221-a389b5970876,66,,"[41.5, 47.4]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Right Center Midfield,5,Barcelona,217,['7e682125-00ff-46ef-bcdf-5b7ea4248ed8'],37,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.383,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,975e0311-bfb1-46ad-afdb-7e5f692b9017,68,,"[89.2, 34.5]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jaime Mata Arnaiz,11550.0,Left Center Forward,6,Getafe,216,['ae7e6ff0-0ec0-4185-a2f1-0f75d41ad7c6'],38,,,,,,,,,,,,,,,,Getafe,216,00:01:38.121,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c517200e-8390-41a9-a0a1-f675fd88873e,71,,"[97.5, 46.0]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Molina Vidal,6630.0,Right Center Forward,6,Getafe,216,['0c60f202-c077-4b38-8b8b-5a8a794428d2'],39,,,,,,,,,,,,,,,,Getafe,216,00:01:39.139,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e7409f5-c2d3-44c5-95e6-4ef624f6d2a0,77,,"[115.9, 21.0]",303377,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jaime Mata Arnaiz,11550.0,Left Center Forward,6,Getafe,216,"['00292df0-9007-4a59-a9c0-6f15615f57cc', '6744c2ad-9aa7-4ca8-895c-9e729887c7fe']",44,,,,,,,,,,,,,,,,Getafe,216,00:01:44.346,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,69b2e750-2252-46e7-8c07-65ec84762bd6,81,,"[5.0, 40.4]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,['5c1a9529-4639-41f9-bfe3-9529eac4c48c'],18,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.567,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d30f996d-4cd7-4726-93c8-db7955cd4d32,85,,"[53.6, 40.4]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Center Forward,7,Barcelona,217,"['e99029fc-acec-4f67-832b-48b8c90fac5f', 'eb117252-15cf-45fd-b363-eb03bcd5828e']",25,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.292,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb36d2a7-ee0b-4559-a369-891dcac21e42,88,,"[69.8, 5.6]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anssumane Fati,30756.0,Left Wing,7,Barcelona,217,['c40f7a88-5276-4423-8c71-a560156943bb'],29,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.473,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7928e32-f579-47bb-99a7-9d091dd3c238,92,,"[72.5, 5.8]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['76a75e4e-6a12-47ab-af02-99af91593d8f'],35,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.358,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080bf10-6016-463e-abf5-e075cf086159,96,,"[77.1, 13.3]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anssumane Fati,30756.0,Left Wing,7,Barcelona,217,"['3018127f-b5bb-4bc6-9bda-af6b64347fc4', '4810ef7d-2f0e-4501-a926-7b7e22fb725b']",36,,,,,,,,,,,,,,,,Barcelona,217,00:02:36.717,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57ad981c-2885-4104-81ce-6f084c036e1a,104,,"[50.0, 56.6]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Right Defensive Midfield,8,Getafe,216,['55167396-b638-43ee-bcb6-707b8f6abd1a'],42,,,,,,,,,,,,,,,,Getafe,216,00:02:42.935,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6d49732-2557-4001-be71-3b67d8f4c61d,110,,"[12.5, 44.3]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Soria Solís,6722.0,Goalkeeper,8,Getafe,216,['1f396e5a-e80d-4d66-896d-707afa5691fc'],48,,,,,,,,,,,,,,,,Getafe,216,00:02:48.393,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d0bfda79-a710-4028-b30b-d9ad20ebf40c,113,,"[72.0, 30.7]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jaime Mata Arnaiz,11550.0,Left Center Forward,8,Getafe,216,['02be3664-2207-42f2-a29d-c14fe5be3544'],51,,,,,,,,,,,,,,,,Getafe,216,00:02:51.044,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,265942af-8fec-41ff-b3cc-94a105a4cceb,115,,"[69.5, 34.2]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Getafe,216,['17e30d1f-a321-4350-b457-9693374f9a06'],52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.608,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bc3e6c9-00aa-4151-aaac-ab99dd7786ab,120,,"[77.8, 4.6]",303377,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Cucurella Saseta,17620.0,Left Midfield,8,Getafe,216,"['17b72136-e4ef-4034-bf0c-992afd32a9f4', '58ae3a4b-0a21-4f1d-92c3-97d263544816']",56,,,,,,,,,,,,,,,,Getafe,216,00:02:56.596,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad0b1a16-19fc-411f-87fb-756d3e92abd1,125,,"[6.2, 45.8]",303377,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,9,Barcelona,217,['daaf171e-c280-40d4-965b-48063c00d5c9'],17,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.094,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f06bf01-b631-461c-bb07-f0ddae42472a,128,,"[40.5, 24.9]",303377,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,9,Barcelona,217,['1e48ef9a-d534-442e-88bb-db81fa6ada32'],21,,,,,,,,,,,,,,,,Barcelona,217,00:03:21.431,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fa1586e-14a5-4427-8f75-0e4f1ad79a14,132,,"[49.2, 53.8]",303377,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Right Center Midfield,9,Barcelona,217,"['8ac6fe61-26cb-4526-9d41-7b2705ab8d36', 'b9009173-e79c-4c8c-869b-960ab4ebe760']",25,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.905,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7242b56d-e5a1-441e-b0c0-1e310a9c08fc,135,,"[33.3, 53.8]",303377,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['bfb28d92-0dcd-4060-901d-bc3db5880eea'],27,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.670,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7be8038-eca2-4b95-b3be-95d862ec406a,139,,"[30.7, 23.1]",303377,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,9,Barcelona,217,['0db7453d-bc2a-48fb-8e17-44e130b7ca66'],30,,,,,,,,,,,,,,,,Barcelona,217,00:03:30.638,Ball Receipt*,,2019/2020
