ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.5265,,,,,,,,,,,,,380e15e2-8e50-49de-b228-32629b6c6519,22,,"[26.8, 74.5]",69226,0,,,,,-0.13432144,,Right Foot,,,,"[34.2, 73.5]",,High Pass,,7.467262,,,,Juan Manuel Ortiz Palazón,26440.0,,,,,,Interception,1,Regular Play,José Manuel Flores Moreno,26653.0,Right Center Back,3,Almería,403,"['2ea968da-ec73-4849-ad9c-c072a3845e89', 'd240b30a-2664-40dd-97e0-f9f80f40d4e9']",11,,,,,,,,,,,,,,,,,Almería,403,00:00:11.991,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2078,,,,,,,,,,,,,d8ca34b4-6ffb-4ede-9484-ee59cc655112,25,,"[34.2, 73.5]",69226,0,,,,,3.0219142,,Right Foot,,,,"[18.4, 75.4]",,High Pass,,15.913831,,,,José Manuel Flores Moreno,26653.0,,,,,,,1,Regular Play,Juan Manuel Ortiz Palazón,26440.0,Right Wing Back,3,Almería,403,['dc93d34e-d9cc-4e21-bda0-d61bb0b741d7'],13,,,,,,,,,,,,,,,,,Almería,403,00:00:13.598,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4736,,,,,,,,,,,,,c7c3aeb7-f943-4920-8cd7-9695bb95fdc2,28,,"[18.4, 75.4]",69226,0,,,,,-0.69955623,,Right Foot,,,,"[36.7, 60.0]",,High Pass,,23.917566,,,,Hernán Darío Bernardello,26651.0,,,,,,,1,Regular Play,José Manuel Flores Moreno,26653.0,Right Center Back,3,Almería,403,['119c4ad1-f9c1-48ff-a4d5-5e365494ef3b'],14,,,,,,,,,,,,,,,,,Almería,403,00:00:14.845,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,1337f123-118b-4fe7-b843-fd10eb66358f,31,,"[36.7, 60.0]",69226,0,,,,,0.6410601,,Left Foot,,,,"[56.4, 74.7]",,High Pass,,24.580072,,,,Juan Manuel Ortiz Palazón,26440.0,,,,,,,1,Regular Play,Hernán Darío Bernardello,26651.0,Right Center Midfield,3,Almería,403,['ecf3fd9c-7339-4371-a1d2-c656e64b93c2'],16,,,,,,,,,,,,,,,,,Almería,403,00:00:16.439,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9714,,,,,,,,,,,,,a7bc9998-73e9-4fbc-a413-e6ae649a0b08,34,,"[56.4, 74.7]",69226,0,,,,,-1.0573972,,Left Foot,,,,"[61.7, 65.3]",,High Pass,,10.7912,,,,Fernando Soriano Marco,26435.0,,,,,,,1,Regular Play,Juan Manuel Ortiz Palazón,26440.0,Right Wing Back,3,Almería,403,['d5999899-f686-4691-a442-acf818f67269'],18,,,,,,,,,,,,,,,,,Almería,403,00:00:18.149,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9917,,,,,,,,,,,,,27db5220-e105-46df-86d7-e3923526bd25,38,,"[64.0, 66.1]",69226,0,,,,,-0.99039817,,Right Foot,,,,"[72.0, 53.9]",,Ground Pass,,14.589037,,,,Albert Crusat Domene,26437.0,,,,,,,1,Regular Play,Fernando Soriano Marco,26435.0,Center Attacking Midfield,3,Almería,403,"['85d835fa-8ba5-4451-9161-33738f8cce28', '9637d845-753b-4330-a7dd-d3f348a06e50']",23,,,,,,,,,,,,,,,,,Almería,403,00:00:23.872,Pass,True,2009/2010
,,,,,,,,,,,,,,,,2.352104,,,,,,,,,,,,,5b688358-b0e9-42e3-bb72-cc92dae43a4c,41,,"[70.1, 47.4]",69226,0,,,,,-1.2265369,,Left Foot,,,,"[84.8, 6.4]",,High Pass,,43.555595,,,,Guilherme Oliveira Santos,26650.0,,,True,,,,1,Regular Play,Albert Crusat Domene,26437.0,Right Center Forward,3,Almería,403,['eac1cd74-c1ac-46da-bf4f-49d35500e8a7'],26,,,,,,,,,,,,,,,,,Almería,403,00:00:26.033,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.496704,,,,,,,,,,,,,4bd76276-a17a-490e-a1af-80ad4323cceb,50,,"[14.1, 59.6]",69226,0,,,,,0.89842784,,Right Foot,,,,"[22.3, 69.9]",,Ground Pass,,13.165485,,,,Daniel Alves da Silva,4324.0,,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['914e5f9b-65d0-4e83-a679-0aded23481e8'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.499,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.868076,,,,,,,,,,,,,60f0ba12-c80f-447b-b12b-b86d83961d0f,54,,"[25.9, 67.4]",69226,0,,,,,-0.8857313,,Right Foot,,,,"[32.6, 59.2]",,Ground Pass,,10.589146,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['640af916-2a2b-458b-98d5-21e83c084a89', 'a994159f-c448-4ea5-ac42-07e3e5bbb934']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.038,Pass,True,2009/2010
,,,,,,,,,,,,,,,,2.328485,,,,,,,,,,,,,6d13fbbf-fe38-4a73-af92-d32fb6acebc7,57,,"[36.0, 66.6]",69226,0,,,,,-1.9839581,,Right Foot,,,,"[20.7, 31.7]",,Ground Pass,,38.10643,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,4,Barcelona,217,['e9a8d284-3970-4c77-9f66-031230a4eb38'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.476,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.624876,,,,,,,,,,,,,7455f7ff-4eb3-4782-9090-3a75c91962cf,61,,"[19.6, 30.6]",69226,0,,,,,1.6581312,,Left Foot,,,,"[17.7, 52.3]",,Ground Pass,,21.78302,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,4,Barcelona,217,['708a925c-b247-4ed6-8762-e8c8a1f264d9'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.523,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.568404,,,,,,,,,,,,,b60c71c8-4035-4a0b-b9fa-7fb8661103bc,64,,"[15.6, 60.1]",69226,0,,,,,0.75821453,,Right Foot,,,,"[32.6, 76.2]",,Ground Pass,,23.413885,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['c59af50d-6da3-4593-801f-ae4e736f2a90'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.438,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.283631,,,,,,,,,,,,,b39402fd-2d8d-4a32-9f1c-69e7e80f7a04,67,,"[39.6, 75.8]",69226,0,,,,,-0.5304625,,Right Foot,,,,"[60.4, 63.6]",,Ground Pass,,24.113897,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['78c802bb-1f53-4b58-8c89-018b35c65f20'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.864,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.492985,,,,,,,,,,,,,b441c08d-c4ab-4d0c-9241-44c106f4daeb,73,,"[60.4, 63.8]",69226,1,,True,,,0.37454697,,Right Foot,,,,"[89.4, 75.2]",,Ground Pass,,31.16023,,,,Zlatan Ibrahimović,3672.0,,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['bac76574-b100-411a-a212-13a0da4014f7'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.109,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.964112,,,,,,,,,,,,,72ab857b-e3ba-4b9b-a6b9-1555e28fb078,76,,"[108.9, 65.9]",69226,1,,,,,-2.2020223,,Left Foot,,,,"[83.9, 31.7]",,Ground Pass,,42.36319,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Zlatan Ibrahimović,3672.0,Center Forward,5,Barcelona,217,['cd7a1b1e-dc9d-4dba-80fc-b504d2ed8634'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.760,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.518551,,,,,,,,,,,,,0e2c52a0-48d0-49a7-a96d-8650e08a8af1,80,,"[82.2, 32.5]",69226,1,,,,,-2.0607536,,Right Foot,,,,"[77.4, 23.5]",,Ground Pass,,10.2,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['8cc74c56-7030-4029-ae86-daed46f2fa61'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.851,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.474354,,,,,,,,,,,,,daeee072-5ccc-4c32-8391-0319080d7df8,83,,"[80.1, 21.6]",69226,1,,,,,-1.0349851,,Right Foot,,,,"[89.6, 5.6]",,Ground Pass,,18.607794,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['889052e4-2f05-48dc-af2b-d4dce4fc1f01'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.632,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.175764,,,,,,,,,,,,,7e2549f1-2371-4595-bf4e-cdc4811630b2,86,,"[87.9, 10.2]",69226,1,,,,,1.4473398,,Right Foot,,,,"[89.6, 23.9]",,Ground Pass,,13.805072,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,5,Barcelona,217,['d7914d82-51c5-4246-b2b1-031850494f0f'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.842,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.968264,,,,,,,,,,,,,3f6e19d8-5062-484b-93f4-d0e72f89eb1f,90,,"[90.4, 25.6]",69226,1,,,,,1.5155761,,Right Foot,,,,"[91.5, 45.5]",,Ground Pass,,19.930378,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['3fd20776-dbb3-4e9c-b92e-1f4261537851'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.198,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.982021,,,,,,,,,,,,,8ea1e169-2ee7-4937-9449-9d50bc2b2b5e,94,,"[94.6, 42.0]",69226,1,,,,,-1.19029,ff391cc3-f2ec-4946-847c-0aadeaf41eb3,Left Foot,,,,"[101.6, 24.5]",,Ground Pass,,18.848078,,,,Andrés Iniesta Luján,5216.0,True,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['2b32e855-a9ce-46ff-a0ae-ef6dd978500d'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.499,Pass,,2009/2010
,,,,,,,,,,,,,,,,4.8525,,,,,,,,,,,,,0bc5a245-dec5-4582-b131-1b3cc7add62a,101,,"[6.0, 44.0]",69226,1,,True,,,0.13300325,,Left Foot,,,,"[78.5, 53.7]",,High Pass,,73.14602,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Diego Alves Carreira,25144.0,Goalkeeper,6,Almería,403,['4e04ffcb-41ea-4ea4-b903-e5a9a85475a9'],53,,,,,,,,,,,,,,,,,Almería,403,00:01:53.488,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.8686,,,,,,,,,,,,,4e04ffcb-41ea-4ea4-b903-e5a9a85475a9,102,,"[42.5, 27.3]",69226,1,,,,,0.076072425,,Left Foot,,,,"[75.3, 29.8]",,Low Pass,,32.895138,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,Recovery,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,6,Almería,403,"['0bc5a245-dec5-4582-b131-1b3cc7add62a', '2cf568e8-ac52-41a7-a89c-9efbadab40f3', '7e6c9e07-6391-4141-b77b-b1698b5cc097']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.341,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.457317,,,,,,,,,,,,,7e6c9e07-6391-4141-b77b-b1698b5cc097,104,,"[45.7, 51.2]",69226,2,,,,,0.38001785,,Right Foot,,,,"[81.0, 65.3]",,High Pass,,38.01184,,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,José Manuel Flores Moreno,26653.0,Right Center Back,6,Almería,403,"['4e04ffcb-41ea-4ea4-b903-e5a9a85475a9', '83b171af-0a57-4e3e-8c25-a87ccbc351af']",0,,,,,,,,,,,,,,,,,Almería,403,00:02:00.209,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.767083,,,,,,,,,,,,,83b171af-0a57-4e3e-8c25-a87ccbc351af,105,,"[40.0, 15.7]",69226,2,,,,,1.0062269,,Head,,,,"[47.6, 27.7]",,High Pass,,14.204225,,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,"['46d44755-7f90-4940-af8c-12f2e90de67a', '7e6c9e07-6391-4141-b77b-b1698b5cc097']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.667,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.780173,,,,,,,,,,,,,20767962-0a75-4881-a174-7d91306db898,107,,"[47.6, 27.7]",69226,2,,,,,-2.373434,,Head,,,,"[41.7, 22.0]",,High Pass,,8.203658,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['44be1657-4c83-42ab-b460-f01e2d4dfeb7'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.588,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.36731,,,,,,,,,,,,,7d0140fa-edeb-4716-8380-ccbf7c18fa4e,109,,"[41.7, 22.0]",69226,2,,,,,2.0970924,,Head,,,,"[35.6, 32.5]",,High Pass,,12.143311,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['9a3c9044-9422-4547-acbb-96fd9b3a4738'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.368,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.981698,,,,,,,,,,,,,2e55ebb0-8a42-45dd-9f66-3a4e6c58fe54,111,,"[35.6, 32.5]",69226,2,,,,,-1.5561453,,Head,,,,"[36.0, 5.2]",,Low Pass,,27.30293,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['75dfe691-a6f8-43a1-a71b-171b4d4b8ee7'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.775,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.429056,,,,,,,,,,,,,cbddcbbd-c2a7-410e-b768-59b4e9ecb378,113,,"[36.0, 5.2]",69226,2,,,,,-0.088007376,,Left Foot,,,,"[53.0, 3.7]",,Ground Pass,,17.066048,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['2a0c25f0-53e7-412d-b2d9-f650ab473306'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.757,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.512073,,,,,,,,,,,,,5552f479-0645-4d71-8bbb-677b7b646a6f,119,,"[56.8, 3.3]",69226,2,,True,,,2.2455373,,Left Foot,,,,"[40.0, 24.3]",,Ground Pass,,26.893122,,,,Gabriel Alejandro Milito,25919.0,,,,,,Free Kick,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,8,Barcelona,217,['1943a879-88a5-42dd-a91e-9f3df3e80c43'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.099,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.594069,,,,,,,,,,,,,ae98de53-97aa-4a11-82d8-346982c67cf3,121,,"[40.0, 24.3]",69226,2,,,,,1.5773969,,Left Foot,,,,"[39.8, 54.6]",,Ground Pass,,30.30066,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,8,Barcelona,217,['092f24cc-2412-4a80-8bb1-d68c79f10149'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.341,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.608622,,,,,,,,,,,,,4d94ca53-5700-47eb-bc05-cea75ebb2336,124,,"[39.1, 57.5]",69226,2,,,,,1.2348287,,Right Foot,,,,"[45.7, 76.4]",,Ground Pass,,20.019241,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,8,Barcelona,217,['d78c33fc-eead-41d3-b548-801257cbf046'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.015,Pass,,2009/2010
