50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.945041,,,,,,,,,,,,,021edaae-a955-4350-9364-9ed71ca26225,739,,"[33.8, 65.0]",9642,15,,,,-0.6461189,,Right Foot,,,"[46.0, 55.8]",,Ground Pass,15.280052,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,28,Atlético Madrid,212,['bfdabecb-b835-4a2c-983a-8b76f5e20fe0'],25,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:25.256,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.160569,,,,,,,,,,,,,9cf67228-beda-4dd9-97b2-d78020159882,742,,"[43.9, 55.6]",9642,15,,,,2.2896264,,Right Foot,,,"[35.5, 65.2]",,Ground Pass,12.756175,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,28,Atlético Madrid,212,['755281a8-d958-47f6-a75d-221eba4cefef'],26,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:26.684,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.165153,,,,,,,,,,,,,ddd68836-111c-41f6-9305-8173d64de381,745,,"[36.8, 66.9]",9642,15,,,,0.3618397,,Right Foot,,,"[58.2, 75.0]",,Ground Pass,22.881653,,,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,28,Atlético Madrid,212,['cc75ecd7-2ce8-4767-a76a-05676b6ca1f5'],28,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:28.445,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.977088,,,,,,,,,,,,,aa2fb490-74e3-4dd4-9c73-31a3e3a17edd,751,,"[57.8, 74.8]",9642,15,True,,,-2.6864917,,Right Foot,,,"[34.3, 63.3]",,Ground Pass,26.16295,,,,Stefan Savić,6376.0,,,,,Free Kick,1,From Free Kick,Juan Francisco Torres Belén,6375.0,Right Back,29,Atlético Madrid,212,['d8e5034e-e991-42b8-aa86-98fe3bcc008c'],53,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:53.833,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,40401db5-ed50-439c-b882-4d07afe174b5,753,,"[37.0, 63.1]",9642,15,,,,-1.8721777,,Right Foot,,,"[26.4, 29.0]",,Ground Pass,35.709522,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Free Kick,Stefan Savić,6376.0,Right Center Back,29,Atlético Madrid,212,['2c8fbf66-0006-4206-bc3b-b8ab85932f10'],56,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:56.630,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.149821,,,,,,,,,,,,,6f817237-4ee0-4ead-a27a-2d76d13b4957,756,,"[26.4, 29.5]",9642,16,,,,0.68840617,,Right Foot,,,"[46.7, 46.2]",,Ground Pass,26.286499,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,29,Atlético Madrid,212,['bf275ca3-8b23-4b45-8e6e-be3d00cf6420'],0,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:00.238,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.309644,,,,,,,,,,,,,eb5ecc94-8b86-45d3-bb47-10c5aebc9740,759,,"[53.1, 41.2]",9642,16,,,,-0.78844696,,Right Foot,,,"[85.8, 8.3]",,High Pass,46.38642,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,29,Atlético Madrid,212,['65315d3f-c6d4-41f8-be97-601865be1dbc'],3,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:03.802,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.723601,,,,,,,,,,,,,2e0b2d12-2964-47c7-86f1-06e1c7dd3e09,763,,"[71.1, 32.0]",9642,16,,,,-2.9168816,,Right Foot,,,"[67.6, 31.2]",,Ground Pass,3.5902646,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Free Kick,Yannick Ferreira Carrasco,5633.0,Left Midfield,29,Atlético Madrid,212,"['b292d97b-45eb-4b45-b922-812532f67294', 'f8f4a487-cbc7-491c-9723-bd4ce20bad2e']",13,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:13.003,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.819951,,,,,,,,,,,,,b6f558e2-8023-45eb-b36d-2089d859f94a,765,,"[67.2, 31.0]",9642,16,,,,-0.69079095,,Right Foot,,,"[74.7, 24.8]",,Ground Pass,9.730879,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,29,Atlético Madrid,212,['b871c1c1-9419-4c3f-8b0e-38a1f5e3a48f'],13,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:13.727,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.256188,,,,,,,,,,,,,c00e26db-aba0-455b-95ab-87ef3f539295,768,,"[74.9, 38.0]",9642,16,,,,1.3040954,,Right Foot,,,"[85.2, 75.7]",,Ground Pass,39.08171,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Free Kick,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,29,Atlético Madrid,212,['f7eab589-3ce3-491d-b8b2-a18568ae504d'],17,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:17.739,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.897658,,,,,,,,,,,,,4ad2407a-3c0d-4d6b-aa50-584ccc185fc6,771,,"[91.4, 75.9]",9642,16,,,,-1.1031961,,Right Foot,,,"[96.5, 65.8]",,Ground Pass,11.314592,,,,Ángel Martín Correa,6377.0,,,,,,1,From Free Kick,Juan Francisco Torres Belén,6375.0,Right Back,29,Atlético Madrid,212,['55922502-d30f-4c23-b9b6-e1ededcf342b'],22,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:22.806,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.572164,,,,,,,,,,,,,ca3231da-2c15-4c7a-96e0-06f203008ba6,775,,"[24.2, 16.2]",9642,16,,,,-1.0370882,,Right Foot,,,"[28.1, 9.6]",,Ground Pass,7.6661596,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,30,Barcelona,217,['13c7e291-925b-400e-867f-5f210a1e9b95'],24,,,,,,,,,,,,,,,Barcelona,217,00:16:24.179,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.082213,,,,,,,,,,,,,be03b1fb-3631-455a-b021-bfcc58c59073,780,,"[35.4, 14.1]",9642,16,,,,1.340892,,Right Foot,,,"[43.1, 47.0]",,Ground Pass,33.78905,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,30,Barcelona,217,"['6a914f7f-e5f4-497d-b9a1-bd9e8736c882', 'fce8a3db-14fd-49a5-9a6c-4b0d712fd48d']",28,,,,,,,,,,,,,,,Barcelona,217,00:16:28.307,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.228089,,,,,,,,,,,,,4b240929-fddf-437d-b9a0-7b1353066327,783,,"[55.5, 48.7]",9642,16,,,,-0.02083032,,Left Foot,,,"[74.7, 48.3]",,Ground Pass,19.204166,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,30,Barcelona,217,['cae74934-6df7-4706-b0e3-fb8f4fd8c896'],33,,,,,,,,,,,,,,,Barcelona,217,00:16:33.119,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.412927,,,,,,,,,,,,,85389655-3b75-43f8-9808-28d639a11a61,786,,"[78.8, 50.0]",9642,16,,,,1.2797438,,Right Foot,,,"[85.6, 72.7]",,Ground Pass,23.696625,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Right Midfield,30,Barcelona,217,['778c0878-ac71-4dcc-a612-a7b9f38b6b90'],35,,,,,,,,,,,,,,,Barcelona,217,00:16:35.609,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.26194,,,,,,,,,,,,,dc7ceb34-f4bf-4a7d-bc25-08baae5facad,788,,"[85.4, 72.7]",9642,16,,,,-2.4438355,,Right Foot,,,"[72.4, 61.8]",,Ground Pass,16.964964,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,30,Barcelona,217,['f1747525-9bba-4abc-a46e-1aaf1f4bf2e9'],37,,,,,,,,,,,,,,,Barcelona,217,00:16:37.022,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.923724,,,,,,,,,,,,,4ab7e8ec-bb02-4f82-81a6-9d9374198712,791,,"[77.7, 62.2]",9642,16,,,,-2.743488,,Left Foot,,,"[67.0, 57.7]",,Ground Pass,11.607756,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,30,Barcelona,217,['1c1b304b-baa9-41b4-9aa2-81c142bc66c7'],40,,,,,,,,,,,,,,,Barcelona,217,00:16:40.419,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.687904,,,,,,,,,,,,,2aa9fb04-06ba-4a90-8d98-8ebe1504fda6,794,,"[72.4, 57.3]",9642,16,,,,0.96299434,,Right Foot,,,"[78.8, 66.5]",,Ground Pass,11.207141,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,30,Barcelona,217,['03fde781-4b4f-40da-921e-aa8603be89b6'],44,,,,,,,,,,,,,,,Barcelona,217,00:16:44.783,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.301297,,,,,,,,,,,,,7cc9e418-b1b2-49ed-b602-9edf8e519aa4,796,,"[78.8, 66.5]",9642,16,,,,-2.5748634,,Right Foot,,,"[70.0, 60.9]",,Ground Pass,10.430724,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,30,Barcelona,217,['3c3107e4-e124-406d-bac6-8d548669fec3'],45,,,,,,,,,,,,,,,Barcelona,217,00:16:45.470,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.938982,,,,,,,,,,,,,ccad2b22-84e0-4232-82d8-d4c802ddea39,799,,"[70.0, 60.9]",9642,16,,,,-2.2142975,,Right Foot,,,"[55.9, 42.1]",,Ground Pass,23.5,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,30,Barcelona,217,['568cbedb-b4a3-4a44-852a-e8b7100549ec'],48,,,,,,,,,,,,,,,Barcelona,217,00:16:48.644,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.971529,,,,,,,,,,,,,af1bc712-a1d5-4120-9cbf-75b2fd7f4741,802,,"[61.2, 39.9]",9642,16,,,,-1.0487047,,Right Foot,,,"[82.2, 3.4]",,Low Pass,42.109974,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,30,Barcelona,217,['5de06326-34dc-4d34-8a8e-62f2f42b94ac'],51,,,,,,,,,,,,,,,Barcelona,217,00:16:51.644,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.867697,,,,,,,,,,,,,b37fab2f-d56c-49a4-937e-7c025462c755,805,,"[89.7, 4.0]",9642,16,,,,2.604308,,Left Foot,,,"[80.3, 9.6]",,Ground Pass,10.941664,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,30,Barcelona,217,['11c50dfe-3c57-49d5-845d-2faba2b035f2'],56,,,,,,,,,,,,,,,Barcelona,217,00:16:56.010,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.9867,,,,,,,,,,,,,26e38615-8580-44c4-a9fd-b64da77e1fa1,809,,"[75.8, 12.6]",9642,16,,,,1.5707964,,Right Foot,,,"[75.8, 23.7]",,Ground Pass,11.1,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,30,Barcelona,217,"['4122fa06-013f-46c1-8e64-23da94755cf8', '67b618e1-c037-4f6d-8423-bc901cd07883']",58,,,,,,,,,,,,,,,Barcelona,217,00:16:58.821,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.4667,,,,,,,,,,,,,2e2f558e-375a-4a4d-8a28-04b1f72311a2,812,,"[75.8, 23.7]",9642,16,,,,-2.905479,,Right Foot,,,"[62.5, 20.5]",,Ground Pass,13.679546,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,30,Barcelona,217,['9d196e13-46be-4855-a26c-58c3a2323e81'],59,,,,,,,,,,,,,,,Barcelona,217,00:16:59.862,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.81736,,,,,,,,,,,,,f3c479de-b2d9-4102-88c2-337f36a414c6,815,,"[66.4, 22.0]",9642,17,,,,1.5942035,,Left Foot,,,"[65.7, 51.9]",,Ground Pass,29.908194,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,30,Barcelona,217,['31f9a94c-681e-4650-b422-b8bf635b8b10'],2,,,,,,,,,,,,,,,Barcelona,217,00:17:02.236,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.918991,,,,,,,,,,,,,d666c28b-66d4-4c13-bb08-1e4470505bab,818,,"[78.8, 65.8]",9642,17,,,,-0.38704833,,Right Foot,,,"[97.2, 58.3]",,Ground Pass,19.869827,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,30,Barcelona,217,['7d23e832-95b9-4175-be53-fe828dc9f3d3'],8,,,,,,,,,,,,,,,Barcelona,217,00:17:08.397,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.425103,,,,,,,,,,,,,f71ac0fe-3857-4f03-b437-3fcccd4b5219,822,,"[96.7, 58.8]",9642,17,,,,-1.2924967,,Left Foot,,,"[98.9, 51.1]",,Ground Pass,8.008121,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Right Midfield,30,Barcelona,217,"['07869150-1993-4b1a-8861-9e38c87ffff2', 'b3ab2e22-aa8b-48ec-aa3f-8e4a8851e240', 'c2f6efda-9a5a-4339-82fc-0da50cb76b97']",9,,,,,,,,,,,,,,,Barcelona,217,00:17:09.602,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.190109,,,,,,,,,,,,,c2f6efda-9a5a-4339-82fc-0da50cb76b97,825,,"[21.2, 29.0]",9642,17,,,,-1.9394922,,Left Foot,,,"[16.1, 15.8]",,Ground Pass,14.150971,,,,Filipe Luís Kasmirski,6320.0,,,,,Interception,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,30,Barcelona,217,"['4dc1a2d6-dce8-447f-82d3-2c6c694e4122', 'eb4cf846-9c42-43b7-952f-5f3243b8f0e4', 'f71ac0fe-3857-4f03-b437-3fcccd4b5219']",11,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:11.027,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.378812,,,,,,,,,,,,,f9ace86c-2f7d-4b23-8930-bc9a07c1545d,829,,"[12.7, 5.3]",9642,17,,,,-0.1798535,,Left Foot,,,"[33.6, 1.5]",,High Pass,21.242645,,Out,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,30,Barcelona,217,['645d11c3-b0ee-4059-b48a-09bee9466f39'],14,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:14.787,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.777955,,,,,,,,,,,,,d9ac2f87-973a-4916-93ea-e8f7eb7b85a2,831,,"[76.9, 80.0]",9642,17,,,,-0.74944246,,,,,"[84.1, 73.3]",,Low Pass,9.835141,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,31,Barcelona,217,['d87dd4c5-069e-405a-b326-ac1f01f8016f'],29,,,,,,,,,,,,,,,Barcelona,217,00:17:29.700,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.086613,,,,,,,,,,,,,6e69099d-a4f9-4819-b238-33c17f0b7fb9,834,,"[84.8, 72.0]",9642,17,,,,-1.8325617,,Left Foot,,,"[76.2, 39.9]",,Low Pass,33.232063,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,31,Barcelona,217,"['b91be040-3703-4a48-b789-b30cbc5e18c3', 'b93acf95-fd8a-41b3-a91c-3a89b0475f35']",30,,,,,,,,,,,,,,,Barcelona,217,00:17:30.478,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.948336,,,,,,,,,,,,,b05b64e5-3135-47a7-a3fa-53a7103fe803,836,,"[76.2, 39.9]",9642,17,,,,-1.4117417,,Right Foot,,,"[80.9, 10.6]",,Ground Pass,29.674568,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,31,Barcelona,217,['3df694e8-4a55-4a63-9310-b1e8266d2335'],32,,,,,,,,,,,,,,,Barcelona,217,00:17:32.564,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.901566,,,,,,,,,,,,,2e4f88f4-9e8b-49d6-87c3-f9a12381c388,839,,"[85.4, 13.8]",9642,17,,,,0.6283684,,Left Foot,,,"[99.3, 23.9]",,Ground Pass,17.181967,,Incomplete,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,31,Barcelona,217,['67b8649d-58be-4d1f-a9c4-34d67528c86d'],35,,,,,,,,,,,,,,,Barcelona,217,00:17:35.875,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.950357,,,,,,,,,,,,,67b8649d-58be-4d1f-a9c4-34d67528c86d,840,,"[20.8, 56.2]",9642,17,,,,0.102579854,,Right Foot,,,"[48.0, 59.0]",,Ground Pass,27.343739,,Incomplete,,,,,,,,Interception,1,From Throw In,Stefan Savić,6376.0,Right Center Back,31,Barcelona,217,"['2e4f88f4-9e8b-49d6-87c3-f9a12381c388', '8add3a76-ab87-4b82-9aa4-66215f562b53']",36,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:36.776,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.829837,,,,,,,,,,,,,e72d661d-0553-4db3-b133-aad4358c7f28,843,,"[69.4, 24.1]",9642,17,,,,2.0208702,,Right Foot,,,"[56.5, 50.8]",,Ground Pass,29.652992,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,31,Barcelona,217,['85d1e938-e6a7-448c-aca4-4c8b53055461'],47,,,,,,,,,,,,,,,Barcelona,217,00:17:47.553,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.654608,,,,,,,,,,,,,16561f23-b704-47d3-934b-8bd9819e3cba,846,,"[56.7, 58.5]",9642,17,,,,0.79891086,,Right Foot,,,"[71.3, 73.5]",,Ground Pass,20.932272,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,31,Barcelona,217,['5b912e93-640c-4ebb-9097-b008c889ea3c'],50,,,,,,,,,,,,,,,Barcelona,217,00:17:50.783,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.407201,,,,,,,,,,,,,7be47d19-1db9-4601-af1f-6b7e508fef71,849,,"[71.3, 73.5]",9642,17,,,,-2.3874342,,Right Foot,,,"[64.7, 67.3]",,Ground Pass,9.055386,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,31,Barcelona,217,['60f06e5a-54b1-41cb-8b60-97fb53a2abe7'],53,,,,,,,,,,,,,,,Barcelona,217,00:17:53.919,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.919333,,,,,,,,,,,,,b11cc525-bc41-4c41-85dd-4c8f6a41b2d1,852,,"[67.7, 64.1]",9642,17,,,,-1.1232764,,Right Foot,,,"[74.9, 49.1]",,Ground Pass,16.63851,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,31,Barcelona,217,['65bb396c-3daf-4aee-a027-65ab9cfc4215'],56,,,,,,,,,,,,,,,Barcelona,217,00:17:56.413,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.115845,,,,,,,,,,,,,6c0d9ba3-5837-4da5-af9c-79a85b45b8a0,854,,"[74.9, 49.1]",9642,17,,,,2.6437702,,Right Foot,,,"[65.7, 54.1]",,Ground Pass,10.470912,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,31,Barcelona,217,['221867b0-dd2d-4a0d-a79f-fa94b4aeb6e9'],57,,,,,,,,,,,,,,,Barcelona,217,00:17:57.333,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.64128,,,,,,,,,,,,,5abef18b-07bd-4391-9730-9d9795cf5750,857,,"[67.9, 53.0]",9642,17,,,,-1.1286864,,Right Foot,,,"[91.0, 4.2]",,High Pass,53.991203,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,31,Barcelona,217,['b9bc28d7-c7ad-406c-b049-ac0c08dad1c3'],59,,,,,,,,,,,,,,,Barcelona,217,00:17:59.880,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.318995,,,,,,,,,,,,,920b7980-bd90-4541-aeee-61e08ad9aaa0,860,,"[88.0, 4.4]",9642,18,,,,0.19118446,,Left Foot,,,"[100.4, 6.8]",,Ground Pass,12.630123,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,31,Barcelona,217,['9a6abd5c-b497-4668-b9f7-c2202e15a999'],3,,,,,,,,,,,,,,,Barcelona,217,00:18:03.786,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.497727,,,,,,,,,,,,,b6927df5-134b-44a3-878d-becb5ae7d3e9,862,,"[100.6, 6.8]",9642,18,,,,1.9359977,,Right Foot,,,"[96.7, 17.0]",,Ground Pass,10.920165,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,31,Barcelona,217,['7322ffc6-2be8-4d53-8e92-57b581877419'],5,,,,,,,,,,,,,,,Barcelona,217,00:18:05.105,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.327477,,,,,,,,,,,,,eae36d14-c5e8-43e0-b00d-e52fcb26ea0f,866,,"[20.4, 60.7]",9642,18,,,,-3.0451188,,Right Foot,,,"[14.2, 60.1]",,Ground Pass,6.228965,,,,Juan Francisco Torres Belén,6375.0,,,,,Recovery,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,32,Atlético Madrid,212,['132748f7-b45e-4e82-9cdc-54219b6878f1'],7,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:07.456,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.762391,,,,,,,,,,,,,8665aa85-ed15-4496-99df-1171c31d5045,868,,"[14.2, 60.1]",9642,18,,,,0.06792256,,Right Foot,,,"[28.9, 61.1]",,Ground Pass,14.733974,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,32,Atlético Madrid,212,['4e5460b6-a45d-429a-b5ab-15ad14482a0a'],8,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:08.783,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.041151,,,,,,,,,,,,,c342557d-2fda-4eef-99cb-90318779e3bc,870,,"[28.9, 61.1]",9642,18,,,,-2.937085,,Right Foot,,,"[15.4, 58.3]",,Ground Pass,13.787313,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,32,Atlético Madrid,212,['c9197e95-b7e4-4d32-9161-458f37528ae4'],9,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:09.545,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.1642,,,,,,,,,,,,,b34c47c9-18f0-47ad-8434-67886750cbef,872,,"[15.4, 58.3]",9642,18,,,,1.3991683,,Right Foot,,,"[18.0, 73.3]",,Ground Pass,15.223666,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,32,Atlético Madrid,212,['0738199f-de39-4ffb-bfbf-021dfddc4a38'],10,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:10.587,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.030836,,,,,,,,,,,,,91944109-e01c-46ca-81b5-63b28e0f7cba,875,,"[18.0, 73.3]",9642,18,,,,-2.2646635,,Right Foot,,,"[8.6, 62.0]",,Ground Pass,14.698639,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,32,Atlético Madrid,212,['13e069ae-cbc0-4520-8a2e-7f533db1936f'],12,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:12.166,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.01964,,,,,,,,,,,,,5acc6dc9-6a14-4925-980f-28b356557b13,878,,"[8.6, 61.8]",9642,18,,,,-0.56725085,,Left Foot,,,"[21.0, 53.9]",,Ground Pass,14.702721,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,32,Atlético Madrid,212,['49fba591-f6e4-47a6-81f2-31873b625bbf'],13,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:13.549,Pass,,2017/2018
