ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.172437,,,,,,,,,,,,,,faa7d8b1-5ed0-4cc8-b27e-16d3eabc227b,3216,,"[63.2, 10.8]",266490,77,,,,,1.4103178,,Right Foot,,,"[72.2, 66.4]",,Ground Pass,,56.323708,,,,Daniel Alves da Silva,4324.0,,True,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,172,Barcelona,217,['365f4f28-5ee4-4a24-bd5d-3095e45c1cd3'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:32:51.065,Pass,,2015/2016
,,,,,,,,,,,,,,,0.79086,,,,,,,,,,,,,,f7d1d649-7a6b-4a17-be50-123446c134b4,3219,,"[75.1, 64.7]",266490,77,,,,,-1.1650109,,Right Foot,,,"[80.9, 51.2]",,Ground Pass,,14.693195,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,172,Barcelona,217,['5b2b2ea0-20ea-4821-8b48-7d9da85dfc2f'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.027,Pass,,2015/2016
,,,,,,,,,,,,,,,0.510854,,,,,,,,,,,,,,4b59bbad-38cd-4fbd-8aca-71ad95019806,3228,,"[91.4, 57.6]",266490,78,,,,,2.494696,,Left Foot,,,"[82.0, 64.7]",,Ground Pass,,11.780067,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,172,Barcelona,217,['1169e7d7-85f8-427e-b10b-1f4e50933180'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:33:00.651,Pass,,2015/2016
,,,,,,,,,,,,,,,0.915065,,,,,,,,,,,,,,3404237a-ebc9-4e7c-b335-2557008137ec,3231,,"[88.8, 59.6]",266490,78,,,,,-1.9960014,,Right Foot,,,"[86.4, 54.3]",,Ground Pass,,5.818075,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,172,Barcelona,217,['bad20400-77c0-41da-a5ad-3ba669e5810c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:33:03.107,Pass,,2015/2016
,,,,,,,,,,,,,,,1.098218,,,,,,,,,,,,,,918effd3-9772-4b9d-b519-09b0cfdcf474,3235,,"[86.2, 55.5]",266490,78,,,,,0.31561565,,Right Foot,,,"[96.0, 58.7]",,Ground Pass,,10.309219,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,172,Barcelona,217,['5b89f1ec-4376-4687-bfb1-cfd783331063'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:33:05.783,Pass,,2015/2016
,,,,,,,,,,,,,,,0.997519,,,,,,,,,,,,,,413d1d20-8cb3-4a5e-9c2b-35afc9b56003,3239,,"[95.3, 58.9]",266490,78,,,,,1.7529646,,Right Foot,,,"[92.5, 74.1]",,Ground Pass,,15.455743,,,,Munir El Haddadi Mohamed,6616.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,172,Barcelona,217,['0613c82a-4063-46ec-853a-ee80af53f133'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:33:06.961,Pass,,2015/2016
,,,,,,,,,,,,,,,0.573313,,,,,,,,,,,,,,ce2f2cac-836a-4f0a-ad85-80e3d2df345c,3242,,"[93.4, 75.7]",266490,78,,,,,-2.2269194,,Left Foot,,,"[84.7, 64.4]",,Ground Pass,,14.261136,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,172,Barcelona,217,['61443ac2-4af5-498f-9d09-8acb51d0ba23'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.231,Pass,,2015/2016
,,,,,,,,,,,,,,,1.158647,,,,,,,,,,,,,,12ca5fdf-fc43-446f-8b04-382833808251,3246,,"[85.0, 65.7]",266490,78,,,,,0.9756168,,Right Foot,,,"[91.5, 75.3]",,Ground Pass,,11.593533,,,,Munir El Haddadi Mohamed,6616.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,172,Barcelona,217,"['0cf2d953-956f-4a68-be25-162580c65cc0', 'c7efbc2b-093d-4762-860a-891c6c1be5f3']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.844,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.5931,,,,,,,,,,,,,,5c7ed047-8ffb-4703-ad36-8c2683c41469,3249,,"[92.7, 74.1]",266490,78,,,,,-0.90675014,,Left Foot,,,"[99.9, 64.9]",,Ground Pass,,11.682466,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,172,Barcelona,217,['acace064-2a4a-4ee0-9b1a-fa8447d1a7cf'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:33:12.123,Pass,,2015/2016
,,,,,,,,,,,,,,,0.744953,,,,,,,,,,,,,,9503566a-a014-4276-ae84-344bd01a18e9,3252,,"[99.9, 64.7]",266490,78,,,,,2.2915366,,Right Foot,,,"[93.4, 72.1]",,Ground Pass,,9.849365,,,,Munir El Haddadi Mohamed,6616.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,172,Barcelona,217,['8f8fca04-a27a-49a1-b21c-2fe22a426cec'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:33:12.756,Pass,,2015/2016
,,,,,,,,,,,,,,,0.892804,,,,,,,,,,,,,,6735788e-a7fd-469f-8e3d-b5dcb08c843a,3255,,"[94.9, 73.1]",266490,78,,,,,-1.6217725,,Left Foot,,,"[93.9, 53.5]",,Low Pass,,19.625494,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,172,Barcelona,217,['7a139482-24d1-4902-aee9-61ed5181d5bc'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:33:14.958,Pass,,2015/2016
,,,,,,,,,,,,,,,0.5032,,,,,,,,,,,,,,84c8fc69-c46e-440f-9fb6-470964a4c784,3259,,"[81.1, 52.6]",266490,78,,,,,-0.65284663,,Left Foot,,,"[86.2, 48.7]",,Ground Pass,,6.4202805,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,172,Barcelona,217,"['6c8ce0d6-0372-47a5-b2b7-3031831926fe', 'e7ca0fcc-a390-4359-8c86-071e07c40f56']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.601,Pass,,2015/2016
,,,,,,,,,,,,,,,0.622664,,,,,,,,,,,,,,61dbab15-78be-4d60-b2ff-09fe57e16f0b,3264,,"[40.0, 27.7]",266490,78,,,,,3.1415927,,Right Foot,,,"[33.5, 27.7]",,Ground Pass,,6.5,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,173,Levante UD,221,"['4ddb393b-acff-4d06-a56c-f757241ff4ab', 'abb1974c-715b-42ef-ba13-838e017d40d7']",26,,,,,,,,,,,,,,,,,Levante UD,221,00:33:26.856,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.392745,,,,,,,,,,,,,,38ca8aea-2087-417f-9e8b-d3c1f3eb282c,3267,,"[33.7, 27.7]",266490,78,,,,,-3.0560873,,Right Foot,,,"[19.7, 26.5]",,Ground Pass,,14.051334,,,,Juan Francisco García García,26023.0,,,,,,2,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,173,Levante UD,221,"['4543c9a9-ec33-440b-a9f8-5480126e1893', 'abb1974c-715b-42ef-ba13-838e017d40d7']",28,,,,,,,,,,,,,,,,,Levante UD,221,00:33:28.219,Pass,True,2015/2016
,,,,,,,,,,,,,,,3.153248,,,,,,,,,,,,,,572a2331-71fe-4554-873e-9997b4535928,3276,,"[6.0, 36.0]",266490,79,,True,,,-0.19651863,,Right Foot,,,"[71.8, 22.9]",,High Pass,,67.091354,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,174,Levante UD,221,['5a7e00fe-23a2-4168-b4b9-70b2f26e0b48'],21,,,,,,,,,,,,,,,,,Levante UD,221,00:34:21.757,Pass,,2015/2016
,,,,,,,,,,,,,,,2.3432,,,,,,,,,,,,,,5a7e00fe-23a2-4168-b4b9-70b2f26e0b48,3277,,"[48.3, 57.2]",266490,79,,,,,-0.24768136,,Head,,,"[65.7, 52.8]",,High Pass,,17.947702,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,174,Levante UD,221,"['498c8062-d003-4c7f-8a66-582c793a58c2', '572a2331-71fe-4554-873e-9997b4535928']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.910,Pass,,2015/2016
,,,,,,,,,,,,,,,1.5255,,,,,,,,,,,,,,498c8062-d003-4c7f-8a66-582c793a58c2,3278,,"[54.4, 27.3]",266490,79,,,,,-1.401018,,Other,,,"[55.6, 20.3]",,Low Pass,,7.1021123,,,,Rubén García Santos,23943.0,,,,,Recovery,2,From Goal Kick,Zouhair Feddal,6647.0,Center Back,174,Levante UD,221,"['5a7e00fe-23a2-4168-b4b9-70b2f26e0b48', '65c290e0-625c-424b-ac7c-36372f810889']",27,,,,,,,,,,,,,,,,,Levante UD,221,00:34:27.253,Pass,,2015/2016
,,,,,,,,,,,,,,,0.669203,,,,,,,,,,,,,,de5fa8f2-5ab4-4c4e-a433-e6167a5b3c52,3281,,"[53.9, 20.5]",266490,79,,,,,2.8674252,,Right Foot,,,"[44.3, 23.2]",,Ground Pass,,9.972462,,,,José Antonio García Rabasco,24149.0,,,,,,2,From Goal Kick,Rubén García Santos,23943.0,Right Center Midfield,174,Levante UD,221,['4634fffa-5e5c-4e6a-8fe7-d8b1fd30f570'],28,,,,,,,,,,,,,,,,,Levante UD,221,00:34:28.864,Pass,,2015/2016
,,,,,,,,,,,,,,,0.977319,,,,,,,,,,,,,,5a3714b5-190c-46b0-88d9-dbe0f56cfd58,3285,,"[40.0, 20.2]",266490,79,,,,,-2.1878042,,Right Foot,,,"[31.7, 8.5]",,Ground Pass,,14.345034,,,,Juan Francisco García García,26023.0,,,,,,2,From Goal Kick,José Antonio García Rabasco,24149.0,Center Defensive Midfield,174,Levante UD,221,"['06b8dc31-49b6-4eee-b5c8-18696bf65a23', '89b9a500-a04d-4426-9388-d1fade550afc']",31,,,,,,,,,,,,,,,,,Levante UD,221,00:34:31.229,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.7059,,,,,,,,,,,,,,4f55d5ae-1912-4b4c-bdc1-b8266cb0a6fc,3288,,"[31.7, 7.2]",266490,79,,,,,0.19156133,,Left Foot,,,"[48.2, 10.4]",,Low Pass,,16.807438,,,,Rubén García Santos,23943.0,,,,,,2,From Goal Kick,Juan Francisco García García,26023.0,Left Center Back,174,Levante UD,221,"['06b8dc31-49b6-4eee-b5c8-18696bf65a23', '98aa2c8d-8941-4d72-9b2d-05382348c3ad']",33,,,,,,,,,,,,,,,,,Levante UD,221,00:34:33.232,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.581958,,,,,,,,,,,,,,dccc7864-0085-43ad-9513-7bf56a680adc,3291,,"[48.2, 10.4]",266490,79,,,,,-0.47459608,,Right Foot,,,"[59.1, 4.8]",,Ground Pass,,12.254387,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,2,From Goal Kick,Rubén García Santos,23943.0,Right Center Midfield,174,Levante UD,221,"['689af26f-c53a-45d3-9d2b-8c031e16fa37', 'cf350581-4d04-436e-9688-0ca749fe6bd7']",34,,,,,,,,,,,,,,,,,Levante UD,221,00:34:34.098,Pass,,2015/2016
,,,,,,,,,,,,,,,0.950368,,,,,,,,,,,,,,9c529e5c-a0fe-4aa5-9689-4237547bf967,3294,,"[59.3, 0.1]",266490,79,,True,,,2.2946608,,,,,"[49.4, 11.3]",,High Pass,,14.948244,,,,José Antonio García Rabasco,24149.0,,,,,Throw-in,2,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,175,Levante UD,221,['ce641360-25ba-4d35-bc00-7b50d7d55d50'],42,,,,,,,,,,,,,,,,,Levante UD,221,00:34:42.646,Pass,,2015/2016
,,,,,,,,,,,,,,,1.088901,,,,,,,,,,,,,,cc3be0df-7f89-4bc4-862b-0f88dff79b6d,3296,,"[49.8, 11.1]",266490,79,,,,,-2.6476512,,Right Foot,,,"[36.8, 4.1]",,Low Pass,,14.764823,,,,Juan Francisco García García,26023.0,,,,,,2,From Throw In,José Antonio García Rabasco,24149.0,Center Defensive Midfield,175,Levante UD,221,['02e32ae0-fe12-4ad1-93c9-cb12190cbe52'],43,,,,,,,,,,,,,,,,,Levante UD,221,00:34:43.757,Pass,,2015/2016
,,,,,,,,,,,,,,,4.681688,,,,,,,,,,,,,,7c7668e1-4829-4eb5-97b3-034697347d14,3299,,"[41.7, 4.3]",266490,79,,,,,0.18622284,,Left Foot,,,"[117.6, 18.6]",,High Pass,,77.23535,,Incomplete,,Rubén García Santos,23943.0,,,,,,2,From Throw In,Juan Francisco García García,26023.0,Left Center Back,175,Levante UD,221,"['56b47bae-9a0b-4af5-bc19-1724e72aeb74', 'a8ea1e66-649c-4ff9-9161-81ba759d4476']",47,,,,,,,,,,,,,,,,,Levante UD,221,00:34:47.492,Pass,,2015/2016
,,,,,,,,,,,,,,,1.902367,,,,,,,,,,,,,,e7bcb01c-4117-4eef-898b-0cf230533394,3303,,"[2.7, 59.8]",266490,79,,,,,-0.90569365,,Right Foot,,,"[22.7, 34.3]",,Ground Pass,,32.407562,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,176,Barcelona,217,['04fbad53-0a1b-4ea6-92c0-57e297a8c0d6'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:34:53.879,Pass,,2015/2016
,,,,,,,,,,,,,,,3.027483,,,,,,,,,,,,,,7a1d5dd2-b746-4920-965b-053f942cc131,3306,,"[37.6, 38.3]",266490,80,,,,,1.2586763,,Right Foot,,,"[49.7, 75.8]",,Ground Pass,,39.40381,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,176,Barcelona,217,['a1f5c0be-2fd3-4890-9af7-075715301b0c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.355,Pass,,2015/2016
,,,,,,,,,,,,,,,1.110709,,,,,,,,,,,,,,3e0d2eb4-79a3-4910-8db7-c2474d2124ec,3310,,"[53.9, 74.1]",266490,80,,,,,0.30667633,,Right Foot,,,"[65.9, 77.9]",,Ground Pass,,12.587296,,,,Munir El Haddadi Mohamed,6616.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,176,Barcelona,217,"['065d8ad5-0791-41f2-9cc7-a14076e3a68b', '61a76a32-9caf-432e-8bb7-dd7addef6fe8']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.820,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.942611,,,,,,,,,,,,,,96d44be4-7cff-4336-926a-68093a1b5389,3313,,"[64.2, 78.4]",266490,80,,,,,-2.7922482,,Left Foot,,,"[50.2, 73.3]",,Ground Pass,,14.9,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Munir El Haddadi Mohamed,6616.0,Right Wing,176,Barcelona,217,['4610e344-2571-41c7-9d76-4667a739967d'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:35:09.432,Pass,,2015/2016
,,,,,,,,,,,,,,,2.209878,,,,,,,,,,,,,,a330c0e6-0bda-4c43-a20a-c34281a0e30d,3317,,"[50.7, 71.2]",266490,80,,,,,-3.0046768,,Right Foot,,,"[28.2, 68.1]",,Ground Pass,,22.712551,,,,Marc Bartra Aregall,7068.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,176,Barcelona,217,['c65ad5e5-2fa2-4137-84f7-74f3cef17cd8'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:35:12.214,Pass,,2015/2016
,,,,,,,,,,,,,,,2.972188,,,,,,,,,,,,,,3c08cf75-74aa-40c9-a782-d79cd773df2d,3320,,"[29.2, 68.1]",266490,80,,,,,-2.2241867,,Right Foot,,,"[8.3, 40.8]",,Ground Pass,,34.38168,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,176,Barcelona,217,['fdffde34-ec21-4641-a60d-263d0070ad53'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:35:15.898,Pass,,2015/2016
,,,,,,,,,,,,,,,1.707509,,,,,,,,,,,,,,c8b60fac-3d5a-4d4c-8b44-3ef4f5df3928,3323,,"[8.2, 40.8]",266490,80,,,,,-1.5530677,,Right Foot,,,"[8.7, 12.6]",,Ground Pass,,28.204432,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,176,Barcelona,217,['e0d79252-930b-4398-8e82-d2096159330d'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.911,Pass,,2015/2016
,,,,,,,,,,,,,,,2.930422,,,,,,,,,,,,,,c00bc49b-08f3-4a1e-ace4-da0c3759d625,3327,,"[6.8, 18.3]",266490,80,,,,,1.2977145,,Right Foot,,,"[21.0, 69.0]",,High Pass,,52.65102,,,,Marc Bartra Aregall,7068.0,,True,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,176,Barcelona,217,"['5d78001d-3516-4c66-87c2-ed6d37ab3312', 'b1abdcbf-2db4-4589-8b2b-8c1efdcbe8a3']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:35:23.136,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.016911,,,,,,,,,,,,,,6b1326fe-eaac-4d3b-aa3f-a225ad183516,3330,,"[29.7, 75.3]",266490,80,,,,,0.12782587,,Right Foot,,,"[61.6, 79.4]",,High Pass,,32.1624,,Out,,Munir El Haddadi Mohamed,6616.0,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,176,Barcelona,217,['f365c57f-ea08-4d50-bdec-c15ca9994343'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:35:29.630,Pass,,2015/2016
,,,,,,,,,,,,,,,1.360134,,,,,,,,,,,,,,c31c80e3-19bf-4d8e-a46e-cde8b1c35a38,3332,,"[54.0, 0.1]",266490,80,,True,,,2.9057546,,,,,"[28.2, 6.3]",,High Pass,,26.534506,,,,Juan Francisco García García,26023.0,,,,,Throw-in,2,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,177,Levante UD,221,['d5f5c9f9-aeb3-4484-9c34-6b9e1746f3dd'],51,,,,,,,,,,,,,,,,,Levante UD,221,00:35:51.308,Pass,,2015/2016
,,,,,,,,,,,,,,,0.904365,,,,,,,,,,,,,,08dde430-d651-41be-af2b-ae8dd8a1719a,3334,,"[32.7, 15.0]",266490,80,,,,,-0.1353182,,Left Foot,,,"[54.0, 12.1]",,Low Pass,,21.496511,,,,Rubén García Santos,23943.0,,,,,,2,From Throw In,Juan Francisco García García,26023.0,Left Center Back,177,Levante UD,221,['c1317ed2-2e2c-47a0-a299-e274b38030f6'],55,,,,,,,,,,,,,,,,,Levante UD,221,00:35:55.851,Pass,,2015/2016
,,,,,,,,,,,,,,,2.010592,,,,,,,,,,,,,,da4d7ace-f185-4419-b698-8f7ec40ba29d,3337,,"[58.5, 35.2]",266490,81,,,,,1.6600646,,Left Foot,,,"[55.6, 67.6]",,Ground Pass,,32.529526,,,,Ángel Trujillo Canorea,25824.0,,,,,,2,From Throw In,Rubén García Santos,23943.0,Right Center Midfield,177,Levante UD,221,['11b98183-a800-455d-9365-db51e3e52590'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:36:01.398,Pass,,2015/2016
,,,,,,,,,,,,,,,2.015571,,,,,,,,,,,,,,b400f449-ab59-4dd0-b490-2fa3c3cd4cc8,3340,,"[55.0, 72.1]",266490,81,,,,,-0.12970254,,Right Foot,,,"[91.8, 67.3]",,High Pass,,37.111725,,Pass Offside,,Víctor Casadesús Castaño,23791.0,,,,,,2,From Throw In,Ángel Trujillo Canorea,25824.0,Right Center Back,177,Levante UD,221,['c2c75df0-82bd-4f04-864c-30dc8fa12376'],4,,,,,,,,,,,,,,,,,Levante UD,221,00:36:04.338,Pass,,2015/2016
,,,,,,,,,,,,,,,2.581093,,,,,,,,,,,,,,94da7a8c-8500-46f7-8b2d-ab09f79235f2,3342,,"[28.3, 18.4]",266490,81,,True,,,1.1963944,,Right Foot,,,"[46.1, 63.7]",,Ground Pass,,48.671654,,,,Daniel Alves da Silva,4324.0,,True,,,Free Kick,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,178,Barcelona,217,['67fb0c99-d183-49e8-aa22-8fed79022e0f'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:36:21.051,Pass,,2015/2016
,,,,,,,,,,,,,,,1.110711,,,,,,,,,,,,,,b22a4684-72dd-4d56-b52c-fa9721ce262a,3344,,"[50.9, 67.5]",266490,81,,,,,0.8790461,,Right Foot,,,"[59.1, 77.4]",,Ground Pass,,12.85496,,,,Munir El Haddadi Mohamed,6616.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,178,Barcelona,217,['7de5904f-8267-4e92-92d3-510cbcd83249'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:36:24.110,Pass,,2015/2016
,,,,,,,,,,,,,,,0.945193,,,,,,,,,,,,,,a21d31e2-1919-4214-82da-8253c9a9e3bf,3348,,"[57.7, 76.8]",266490,81,,,,,-2.8470464,,Left Foot,,,"[48.8, 74.1]",,Ground Pass,,9.300538,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Munir El Haddadi Mohamed,6616.0,Right Wing,178,Barcelona,217,['6f10a56f-fd50-437b-b8f7-e3bfd7cc6220'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.317,Pass,,2015/2016
,,,,,,,,,,,,,,,1.678144,,,,,,,,,,,,,,b3ec2f62-0bcd-4024-89b9-916fe90ec135,3352,,"[50.5, 75.1]",266490,81,,,,,-0.5645694,,Right Foot,,,"[62.5, 67.5]",,Ground Pass,,14.204225,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,178,Barcelona,217,"['a27f4ed4-4571-4272-97e6-46bf7c52f6d5', 'b963c2a8-4ba8-4411-9e2a-4261b8a5ba8e']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:36:30.602,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.849355,,,,,,,,,,,,,,9bfd92ed-f270-448c-ac61-e8646d814fb1,3356,,"[58.0, 63.5]",266490,81,,,,,-2.933634,,Right Foot,,,"[36.2, 58.9]",,Ground Pass,,22.280035,,,,Marc Bartra Aregall,7068.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,178,Barcelona,217,"['2d6a2c9a-74d5-4588-bbbd-c0ae0ed00459', '9cb6d251-d14d-49cc-bbc4-90dbee5d1e95']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:36:33.344,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.157349,,,,,,,,,,,,,,be243c20-a8e1-4584-abe5-7a5d4d732953,3360,,"[36.0, 59.8]",266490,81,,,,,-1.9476093,,Right Foot,,,"[21.2, 22.4]",,Ground Pass,,40.221886,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,178,Barcelona,217,"['1dd110a3-3284-44d8-9414-6e556545d82b', '96a533ec-6649-457c-9a22-1d8b458a6942']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.350,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.760282,,,,,,,,,,,,,,00143a86-3229-4dae-8a14-2cd333f17003,3364,,"[19.5, 29.0]",266490,81,,,,,1.3793249,,Right Foot,,,"[25.8, 61.5]",,Ground Pass,,33.104984,,,,Marc Bartra Aregall,7068.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,178,Barcelona,217,"['b0ae0a6c-a8ff-4088-9192-0599c2caae6f', 'ec74418a-f87e-4670-a23b-df6cdde080f2']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:36:42.730,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.314765,,,,,,,,,,,,,,0c09086d-47bb-4dc6-a1ce-f44b775211fd,3367,,"[30.7, 63.4]",266490,81,,,,,-0.27783453,,Right Foot,,,"[59.1, 55.3]",,Ground Pass,,29.532524,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,178,Barcelona,217,['d66dfe7b-5a19-4a67-bf77-160b40b70481'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:36:46.468,Pass,,2015/2016
,,,,,,,,,,,,,,,1.125501,,,,,,,,,,,,,,0fd8a5ae-2fcb-49b1-a8fb-54440c8e64ed,3375,,"[87.1, 38.3]",266490,81,,,,,-0.8372036,,Right Foot,,,"[99.9, 24.1]",,Ground Pass,,19.11753,,,,Sandro Ramírez Castillo,3508.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,178,Barcelona,217,['4bbc0d5c-e9e7-4d62-af65-b9c046579252'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:36:53.172,Pass,,2015/2016
,,,,,,,,,,,,,,,1.068198,,,,,,,,,,,,,,40a29e49-a98d-4962-a71d-0a0e8e99e47f,3383,,"[88.6, 28.5]",266490,82,,,,,1.2383701,,Right Foot,,,"[91.5, 36.9]",,Ground Pass,,8.886507,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Sandro Ramírez Castillo,3508.0,Center Forward,178,Barcelona,217,['ad2ec2a6-7530-48d9-959b-131710663213'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:37:01.366,Pass,,2015/2016
