50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d512d0c8-b321-4fb0-ad97-5e6433607e32,1,,,69237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 19731, 'name': 'Tomáš Ujfaluši'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26120, 'name': 'Luis Amaranto Perea Mosquera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 26677, 'name': 'Álvaro Domínguez Soto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 26502, 'name': 'Paulo Assunção da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 19765, 'name': 'Simão Pedro Fonseca Sabrosa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 26199, 'name': 'Diego Forlán Corazo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48c7a411-5abf-4aea-bbde-73fdc7674b89,2,,,69237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26624, 'name': 'Jeffren Isaac Suárez Bermúdez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,842b2542-8096-4346-b7d6-62174ec3f324,3,,,69237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['5914aeeb-9763-4962-80be-10504de6d0fc'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5914aeeb-9763-4962-80be-10504de6d0fc,4,,,69237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['842b2542-8096-4346-b7d6-62174ec3f324'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1aa629bf-630e-461e-85d9-9cd305f89488,2029,,,69237,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,116,Barcelona,217,['85129361-9480-4488-bfcc-2b09cf544656'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85129361-9480-4488-bfcc-2b09cf544656,2030,,,69237,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,116,Barcelona,217,['1aa629bf-630e-461e-85d9-9cd305f89488'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.437494,,,,,,,,,,,,,f8f3356b-e76d-485e-a962-10eb4d49db3a,5,,"[60.0, 40.0]",69237,0,,,,,-1.3909428,,Right Foot,,,,"[60.4, 37.8]",,Ground Pass,,2.236068,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,Kick Off,1,From Kick Off,Diego Forlán Corazo,26199.0,Right Center Forward,2,Atlético Madrid,212,['698e727b-a9df-4cc6-bf89-f90363ee6584'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.435,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.685126,,,,,,,,,,,,,48fadcf0-17f9-4063-88a4-4d98a2e16c6a,8,,"[61.5, 32.1]",69237,0,,,,,-1.9981976,,Right Foot,,,,"[48.2, 2.9]",,Ground Pass,,32.08629,,,,Antonio López Guerrero,26118.0,,,,,,,1,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,2,Atlético Madrid,212,['6dec024e-5481-48f6-8b61-34ef4884a597'],2,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.829,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.98786,,,,,,,,,,,,,03756f5e-f280-48d3-a354-b3450735b99d,11,,"[50.1, 5.4]",69237,0,,,,,-0.14382756,,Left Foot,,,,"[64.6, 3.3]",,Ground Pass,,14.651279,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Kick Off,Antonio López Guerrero,26118.0,Left Back,2,Atlético Madrid,212,['d38ad9f6-5741-4cef-bcd7-68e97fc5d673'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.396,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.989497,,,,,,,,,,,,,45364bdc-a1ad-4044-ad94-ba4824923fc9,14,,"[63.2, 5.6]",69237,0,,,,,0.6084079,,Right Foot,,,,"[77.7, 15.7]",,Ground Pass,,17.67088,,,,Diego Forlán Corazo,26199.0,,,,,,,1,From Kick Off,Simão Pedro Fonseca Sabrosa,19765.0,Left Midfield,2,Atlético Madrid,212,['f5f68e72-8f39-4aba-85ea-d0ccbda956f9'],7,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:07.307,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.556152,,,,,,,,,,,,,1327d93e-f5c9-4e1b-980c-7b716d21e943,19,,"[83.5, 11.5]",69237,0,,,,,-1.3318598,,Left Foot,,,,"[85.4, 3.7]",,Ground Pass,,8.028076,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,From Kick Off,Diego Forlán Corazo,26199.0,Right Center Forward,2,Atlético Madrid,212,"['91c03a09-ed2a-42f4-bebf-7fa0912b7258', 'e44183e3-3d7b-449d-8e2c-2324f8a6e75b']",10,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:10.265,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.9563,,,,,,,,,,,,,1ac30179-1129-40a5-b02f-4a09011ddf26,26,,"[17.5, 75.6]",69237,0,,,,,-0.06340695,,Left Foot,,,,"[23.8, 75.2]",,Ground Pass,,6.3126855,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Jeffren Isaac Suárez Bermúdez,26624.0,Right Back,3,Barcelona,217,['57ca0c48-2650-4621-919f-9126b8b8b664'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.653,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.555494,,,,,,,,,,,,,594cb403-4388-4f6f-91fc-44b04d34a3cf,29,,"[29.3, 75.4]",69237,0,,,,,-0.9957873,,Right Foot,,,,"[56.0, 34.2]",,High Pass,,49.09511,,,,Zlatan Ibrahimović,3672.0,,,True,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['bf1ac2ec-7741-4bc1-ac22-ac90f8224276'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.429,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.093498,,,,,,,,,,,,,b70f10c7-a9cd-446e-a73c-67130ca91aae,33,,"[56.6, 34.4]",69237,0,,,,,-1.4673419,,Left Foot,,,,"[58.5, 16.1]",,Ground Pass,,18.398369,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,3,Barcelona,217,"['bbdde310-bfc5-43dd-9a43-6a6799119903', 'd92fe7b9-749c-40d6-be50-dd875c8aa0ec']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.399,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.2654,,,,,,,,,,,,,f5a0f076-613f-4bf2-9110-e18ca5601870,36,,"[77.0, 11.7]",69237,0,,,,,2.5727448,,Right Foot,,,,"[64.8, 19.5]",,Ground Pass,,14.480331,,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['34eb2653-a0fa-4ab0-b65a-63ad6c626357'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.409,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.063892,,,,,,,,,,,,,be3faed9-1ba4-459a-90f4-8de57a22d2e7,39,,"[67.9, 17.4]",69237,0,,,,,-1.5343162,,Left Foot,,,,"[68.4, 3.7]",,Ground Pass,,13.709121,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['c669a45e-2f95-459e-bf3a-b15b5629b3a9'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.378,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.76379,,,,,,,,,,,,,eddf3a7b-4b1c-4fac-8ca0-cd41d0baaa96,42,,"[65.0, 4.8]",69237,0,,,,,2.4281852,,Right Foot,,,,"[42.7, 24.1]",,Ground Pass,,29.492033,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,['3165510d-7ac4-4446-bb33-4d63e6069d32'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.437,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.689412,,,,,,,,,,,,,103819fa-2dc1-4084-b5a6-839972292097,45,,"[58.1, 25.0]",69237,0,,,,,0.015150356,,Left Foot,,,,"[71.3, 25.2]",,High Pass,,13.201515,,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,"['4613dd9c-8b7e-4ef1-bc5c-bd7c014aaa18', '700f4066-d6ea-42ff-a943-5d231c0ceaf0']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.623,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.823917,,,,,,,,,,,,,f9ae6819-a4d9-4605-a1e0-b092876a75a8,50,,"[54.5, 52.5]",69237,0,,,,,1.6951513,,Right Foot,,,,"[52.9, 65.3]",,Ground Pass,,12.899612,,,,José Antonio Reyes Calderón,23816.0,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Right Center Forward,4,Atlético Madrid,212,['3564fa66-90e8-43a6-841f-88eee9540061'],39,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.694,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.849737,,,,,,,,,,,,,ccc599a4-917e-44b7-bd17-7a5eb6c34fbd,54,,"[46.8, 58.1]",69237,0,,,,,-1.6857883,,Left Foot,,,,"[43.0, 25.2]",,Ground Pass,,33.118725,,,,Antonio López Guerrero,26118.0,,,,,,,1,Regular Play,José Antonio Reyes Calderón,23816.0,Right Midfield,4,Atlético Madrid,212,['08bf2df2-8967-4b2a-96f5-4b20fe564564'],42,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.955,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.020037,,,,,,,,,,,,,7e02d1e8-67aa-413c-a9ae-e50e1b9c5c70,58,,"[45.3, 26.0]",69237,0,,,,,-0.1454621,,Left Foot,,,,"[61.0, 23.7]",,Ground Pass,,15.867577,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,Regular Play,Antonio López Guerrero,26118.0,Left Back,4,Atlético Madrid,212,"['62f776b6-1d13-4b25-a425-d477952cbf1e', 'e0ddb55a-8c64-4a69-9924-b4216ed5f383']",45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:45.738,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.116325,,,,,,,,,,,,,2c4a0003-ec96-4d10-9d59-38bb1f829dad,69,,"[79.5, 73.9]",69237,0,,,,,-1.4464413,,Right Foot,,,,"[80.5, 65.9]",,Ground Pass,,8.062258,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Jeffren Isaac Suárez Bermúdez,26624.0,Right Back,4,Atlético Madrid,212,['f7723c67-6d2e-40f7-824b-fdbce010c86a'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.480,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.044385,,,,,,,,,,,,,70691b44-b923-413d-bde3-760f6cae8089,72,,"[82.2, 61.7]",69237,0,,,,,-0.6024451,,Left Foot,,,,"[109.1, 43.2]",,Low Pass,,32.64751,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,Through Ball,True,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Atlético Madrid,212,"['31829ed7-8f0a-41cf-bc92-3fbf6ea60964', '3bb9c30f-8e39-4a3c-9a7c-645c47775b3b']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.690,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.2627,,,,,,,,,,,,,f9106710-4a41-4afa-94ee-cd2f6c9a5c53,75,,"[13.1, 37.8]",69237,1,,True,,,-0.21829009,,Drop Kick,,,,"[69.0, 25.4]",,High Pass,,57.258797,,,,Diego Forlán Corazo,26199.0,,,,,,,1,From Keeper,David de Gea Quintana,3333.0,Goalkeeper,5,Atlético Madrid,212,['652ce5b7-fb08-4570-a97b-a67c082e106a'],14,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:14.222,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.1172,,,,,,,,,,,,,9a34928f-25be-4ddf-9857-f7e31111f1e9,78,,"[69.0, 25.4]",69237,1,,True,,True,-0.4636476,,,,,,"[72.4, 23.7]",,High Pass,,3.8013155,,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,From Keeper,Diego Forlán Corazo,26199.0,Right Center Forward,5,Atlético Madrid,212,"['0769f8aa-04cc-44ab-a589-9187c23b9939', '49654800-f0d6-4d06-9bc6-535607737203', '74676ae4-010b-42b9-a6ca-d54f0af611b8']",14,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:14.684,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,3.39263,,,,,,,,,,,,,0769f8aa-04cc-44ab-a589-9187c23b9939,81,,"[48.6, 57.3]",69237,1,,,,True,3.131593,,,,,,"[28.6, 57.5]",,High Pass,,20.001,,,,Gabriel Alejandro Milito,25919.0,,,,,,Interception,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Atlético Madrid,212,"['5ba8b724-a71e-405a-9b97-d1639bf6a562', '9a34928f-25be-4ddf-9857-f7e31111f1e9', 'c874e07b-6499-4772-adf4-2c708789a386']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.802,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,3.336449,,,,,,,,,,,,,bb81f81e-614f-4922-aa3b-a240df7ec37d,85,,"[24.6, 73.5]",69237,1,,,,,0.06618001,,Right Foot,,,,"[75.9, 76.9]",,High Pass,,51.412548,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Keeper,Gabriel Alejandro Milito,25919.0,Left Center Back,5,Atlético Madrid,212,"['31246c9b-c4f4-4d8b-a162-6948e71d5825', 'a5194aa3-f7d1-446b-867c-ec72832e7f2f', 'f7ab4e53-39be-4f59-ad8e-156ddcb8ef43']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.110,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.346926,,,,,,,,,,,,,d4e7a804-cdff-4a52-b068-37c911c065ea,90,,"[43.6, 4.3]",69237,1,,,,,-0.10183628,,Left Foot,,,,"[57.3, 2.9]",,Ground Pass,,13.771347,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Keeper,Antonio López Guerrero,26118.0,Left Back,5,Atlético Madrid,212,"['1499e683-cada-40f2-ba96-e66e7cacdc01', 'b05af761-0035-4317-b8cd-bff42034884e']",26,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:26.098,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.979591,,,,,,,,,,,,,3ca2ab74-1c8c-4c62-a2ce-815c4e7d7c5b,94,,"[57.7, 2.9]",69237,1,,,,,2.250598,,Right Foot,,,,"[48.0, 14.9]",,Ground Pass,,15.430165,,,,Paulo Assunção da Silva,26502.0,,,,,,,1,From Keeper,Simão Pedro Fonseca Sabrosa,19765.0,Left Midfield,5,Atlético Madrid,212,"['3f341d83-3fca-4a90-9fb8-b9c9f46ab09f', 'dcccb7bc-6604-4848-a677-bb6359d11c43']",27,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:27.485,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.930472,,,,,,,,,,,,,8f3334d4-1385-43bb-9b4b-436722af20e1,98,,"[54.7, 28.9]",69237,1,,,,,1.6348113,,Right Foot,,,,"[53.7, 44.5]",,Ground Pass,,15.632018,,,,Tiago Cardoso Mendes,20669.0,,,,,,,1,From Keeper,Paulo Assunção da Silva,26502.0,Left Center Midfield,5,Atlético Madrid,212,"['266b8ffa-0e63-4cdf-b045-d430ff7694c8', 'bf97dd94-9c01-497a-87e6-9d6e652030f3']",32,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:32.238,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.080324,,,,,,,,,,,,,7ce4db53-e897-4133-8a1e-18738641dbd2,102,,"[51.2, 47.4]",69237,1,,,,,2.5658343,,Right Foot,,,,"[39.8, 54.8]",,Ground Pass,,13.591173,,,,Luis Amaranto Perea Mosquera,26120.0,,,,,,,1,From Keeper,Tiago Cardoso Mendes,20669.0,Right Center Midfield,5,Atlético Madrid,212,"['c5ed61b3-7f34-45c7-9f7a-b442d786ef37', 'db85cd08-1d55-4388-ad7c-5bce0db0a715']",34,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:34.289,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.3981,,,,,,,,,,,,,30a1e676-7cb5-4869-bc05-e447340b3683,106,,"[40.5, 56.5]",69237,1,,,,,0.067230195,,Right Foot,,,,"[80.6, 59.2]",,High Pass,,40.190796,,Incomplete,,,,,,,,,,1,From Keeper,Luis Amaranto Perea Mosquera,26120.0,Right Center Back,5,Atlético Madrid,212,"['162b4720-7d93-4eab-9f25-901688e27a43', '6832f5c9-ed3d-47b6-b9fc-3b46b76bc93f']",35,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:35.449,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.129668,,,,,,,,,,,,,c37cfc76-4fb2-4206-80d8-2627ea04ef7d,110,,"[40.8, 21.8]",69237,1,,,,,2.5561025,,Left Foot,,,,"[31.6, 27.9]",,Ground Pass,,11.0385685,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,"['49df8216-341e-4a08-99fb-1ccc949de050', 'b87aeb52-0afd-474e-97c0-d67608172da6']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.792,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.362648,,,,,,,,,,,,,215e105b-1498-4511-9b60-e4954f07253d,113,,"[31.6, 27.9]",69237,1,,,,,1.4673419,,Right Foot,,,,"[33.5, 46.2]",,Ground Pass,,18.398369,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,6,Barcelona,217,['f1c8cdd1-086d-4944-8c53-00fa38ea1171'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.861,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.136637,,,,,,,,,,,,,94f51c1e-07c2-4358-ae61-805f0608486f,116,,"[34.1, 46.2]",69237,1,,,,,0.16952822,,Left Foot,,,,"[45.2, 48.1]",,Ground Pass,,11.261438,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,6,Barcelona,217,['939d11aa-e802-4f76-b65a-2628baaaf1b9'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.472,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.841057,,,,,,,,,,,,,373bdb6b-7547-4e82-b307-c6aa8cd9c1cb,120,,"[49.4, 43.4]",69237,1,,,,,-2.1055405,,Right Foot,,,,"[41.7, 30.4]",,Ground Pass,,15.109269,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,6,Barcelona,217,['78862f27-5b47-46f7-920b-2a1cdf123edd'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.312,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.788908,,,,,,,,,,,,,516ea843-9727-49fe-90a1-9d350c5c72d9,123,,"[42.3, 34.8]",69237,1,,,,,0.3708913,,Right Foot,,,,"[54.9, 39.7]",,Ground Pass,,13.519245,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['0679d754-04cc-426f-91c4-0d644e97933d'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.391,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.641279,,,,,,,,,,,,,826b32c2-a3b7-4755-b204-a86306a04fb4,126,,"[55.3, 39.2]",69237,1,,,,,2.5659657,,Right Foot,,,,"[45.9, 45.3]",,Low Pass,,11.205802,,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,6,Barcelona,217,"['5b0a4125-5dda-472f-97d1-cd908be647a3', 'b830c17c-4f4e-4227-ab21-2bfd8eeafa67']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.257,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.049074,,,,,,,,,,,,,15b52a6e-add0-4146-ac8a-11505caa5361,129,,"[24.2, 50.2]",69237,1,,,,,-3.1264422,,Left Foot,,,,"[11.0, 50.0]",,Ground Pass,,13.201515,,,,Víctor Valdés Arribas,20176.0,,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,6,Barcelona,217,['31560df4-1c63-40b1-93b6-710aed2896e6'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.995,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.036808,,,,,,,,,,,,,36b5b939-72df-4fd7-b79a-d9cb59afb1e2,131,,"[14.6, 49.5]",69237,1,,,,,1.0405805,,Right Foot,,,,"[31.6, 78.5]",,Ground Pass,,33.61547,,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['d566a5ab-99ef-479a-a6f5-1e4d0dc8206f'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.987,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.762065,,,,,,,,,,,,,22c0de75-98ac-4355-a1cf-435793ef5c28,134,,"[34.7, 77.5]",69237,2,,,,,-1.094531,,Left Foot,,,,"[41.2, 64.9]",,Ground Pass,,14.177799,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Jeffren Isaac Suárez Bermúdez,26624.0,Right Back,6,Barcelona,217,['a8533946-3d1d-49ca-95cc-8cce99491e0a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.164,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.084401,,,,,,,,,,,,,9766217a-e756-4114-8429-293bd5c5a86c,137,,"[50.1, 71.8]",69237,2,,,,,0.4328881,,Left Foot,,,,"[63.3, 77.9]",,Ground Pass,,14.541321,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['acfd95bd-a1b9-45d3-800a-2aafa2ec9f56'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.801,Pass,,2009/2010
