50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6cd39a6b-87ed-4ba8-8339-b21b0b89a202,1,,,,69184,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 11270, 'name': 'Eiður Smári Guðjohnsen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c5e37d16-0469-4206-9021-9526b572d935,2,,,,69184,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26042, 'name': 'José María Calvo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 26168, 'name': 'Iago Bouzón Amodeo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26172, 'name': 'Hipólito Fernández Serrano'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 26077, 'name': 'Antonio Jesús Vázquez Muñoz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26169, 'name': 'Javier Camuñas Gallego'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 26171, 'name': 'Carlos Jorge Neto Martins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 26078, 'name': 'Aitor Tornavaca Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7669, 'name': 'Marcos García Barreno'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 26083, 'name': 'Florent Sinama-Pongolle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Recreativo Huelva,1220,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,862a149a-8a6e-4a75-8cff-5c829127b29c,3,,,,69184,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['283c1496-d56e-4c70-bb78-92727085b795'],0,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,283c1496-d56e-4c70-bb78-92727085b795,4,,,,69184,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['862a149a-8a6e-4a75-8cff-5c829127b29c'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5cee4864-8bb1-4a59-be9f-8494a1c9aab8,1738,,,,69184,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Barcelona,217,['c4c9f2f2-9d1c-456f-87de-0cc72cc61ab4'],0,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c4c9f2f2-9d1c-456f-87de-0cc72cc61ab4,1739,,,,69184,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Barcelona,217,['5cee4864-8bb1-4a59-be9f-8494a1c9aab8'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,0.514381,,,,,,,,,,,,,,,cf9bd976-e046-418a-8bcb-26a053be350b,5,,,"[60.0, 40.0]",69184,0,,True,,,1.2220253,,Left Foot,,,,"[60.4, 41.1]",,Ground Pass,,1.17047,,,,Thierry Henry,15516.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['06d09161-b259-4f44-ab8c-5aefd89e6ee2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.588,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.469607,,,,,,,,,,,,,,,9b2673c6-65c4-4a81-b9b0-cd21d9a12581,7,,,"[60.4, 41.1]",69184,0,,,,,3.1045725,,Right Foot,,,,"[41.5, 41.8]",,Ground Pass,,18.912958,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Thierry Henry,15516.0,Center Forward,2,Barcelona,217,['270f1490-f060-4969-b15b-a905acb25238'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.109,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.339459,,,,,,,,,,,,,,,8b29e109-28cc-45c7-8586-e8d8145770ac,10,,,"[40.2, 41.8]",69184,0,,,,,2.9120653,,Right Foot,,,,"[29.5, 44.3]",,Ground Pass,,10.988175,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['5b91f609-51ea-482c-83c6-54192cfc38f2'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.839,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.791009,,,,,,,,,,,,,,,ae53131d-7d6d-4589-a763-4002bcd3333e,13,,,"[29.5, 44.3]",69184,0,,,,,-1.7653829,,Right Foot,,,,"[26.8, 30.6]",,Ground Pass,,13.963524,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['903779c8-db93-4aba-8798-320c8228465d'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.390,Pass,,2007/2008
