ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,8b2165eb-ce64-4eae-ae15-7a3e7b796214,472,,"[47.9, 54.2]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Wing,22,Villarreal,222,"['4e71cf04-2e32-44e3-9579-c0ee59b5c13f', 'dbaa5aa6-1a20-48c5-ba8a-113db17fd3a2']",15,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:15.706,Ball Receipt*,True,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,699fef50-9be1-4923-bc26-e335390f9a8b,475,,"[53.6, 64.5]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,22,Villarreal,222,['f217dff9-b9d2-4286-9ee3-557307034ea5'],17,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:17.803,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,d34557cb-4c3c-4ddd-8dbf-80492a69b2e7,482,,"[63.9, 55.1]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Wing,22,Villarreal,222,['ef02b0e3-87f3-4942-bd26-10991f26d502'],20,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:20.913,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9cbc9126-b300-4868-b224-01eeebb9f16f,490,,"[83.3, 8.5]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,23,Barcelona,217,['9fffb680-54c8-44d7-bf23-e869cd3e8e61'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:26.388,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,f4ae0258-7435-46d6-8ca0-ebc76462ca8f,493,,"[82.2, 5.6]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,24,Barcelona,217,['94a14caf-90fc-4dbe-8de9-cab9b4e9ebb6'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:30.912,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,db0721b2-4b14-4966-8df2-4fa11b634d21,498,,"[64.0, 10.1]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,24,Barcelona,217,"['8bde8699-e35f-4bdd-bf9b-b1d09021ab3f', 'eb15484f-085a-4010-8b72-f998a2676f2b']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:35.551,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,37cad7c5-2abc-4fdb-b1c2-94063a7085ea,501,,"[64.0, 33.5]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,24,Barcelona,217,['19a67d45-6cb8-4d15-9229-9d0e6b52e84c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:37.578,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,65e38cbf-53e8-4423-96cb-bbd49d636b05,504,,"[76.1, 73.5]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,24,Barcelona,217,['f25854ae-9618-401a-9544-f74d091ef50c'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:40.370,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,d66d950f-ca3a-47a4-a84e-8738044687a0,507,,"[86.5, 67.4]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,24,Barcelona,217,['f7b04ee3-e551-4566-bbda-c00009331709'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:42.955,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,882539e9-b587-4438-bf18-a92c8c8c0cd0,511,,"[26.0, 20.7]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,25,Villarreal,222,['06dff11d-d47b-43b3-8d2a-ec19504b51ad'],45,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:45.610,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,ce66849e-9316-47f3-b497-25645d0091f4,515,,"[18.0, 24.1]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,25,Villarreal,222,"['1d7c8654-5695-4dc7-b049-db764cdfc10d', 'c3c5c60b-fd8c-493c-9c51-45e8df2f1a98']",47,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:47.013,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,3198f50b-c89c-44f4-ae68-7724bed4321e,518,,"[6.3, 40.4]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Sebastián Viera Galain,25936.0,Goalkeeper,25,Villarreal,222,['2c35e8ce-117b-4324-b449-09b29fda089c'],49,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:49.243,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,3d4bb98a-229a-4806-9eed-e326b0728f92,521,,"[64.6, 39.7]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Center Forward,25,Villarreal,222,['63b453c3-a0a4-4feb-b577-3b7fddf07f53'],53,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:53.178,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,ab9ac8e3-84b4-43e7-8978-760330cf8208,529,,"[52.8, 35.0]",69155,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,25,Villarreal,222,['68ca3ba3-4878-433c-b089-e4d22d7ecf2e'],59,,,,,,,,,,,,,,,,,,Villarreal,222,00:08:59.455,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,8ec05eb2-bb3b-4d3b-aee1-7aeaff3d9782,532,,"[65.9, 32.6]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Center Forward,25,Villarreal,222,['c266a698-e12a-4711-a6a3-0e8338abdcfa'],1,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:01.576,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,f15977b6-c2b5-4ae7-bd38-89cfd73ec88b,535,,"[60.1, 37.2]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,25,Villarreal,222,['84a3ced1-3dda-40dc-aa4f-35971d6ecdcf'],2,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:02.910,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,769211e1-d650-45db-903d-e30156276597,538,,"[86.3, 4.0]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Center Forward,25,Villarreal,222,['8edff712-bdf5-45ae-87b7-f29fcedb0f6f'],6,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:06.705,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c3a0fa05-9cf2-4ccc-af76-ca96828fe6ed,541,,"[114.1, 39.5]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robert Pirès,19312.0,Center Attacking Midfield,25,Villarreal,222,['969826f2-7724-489b-bfcc-ada93da10ecb'],10,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:10.216,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,2541872c-55ba-41ab-a68d-7497623393cf,544,,"[100.8, 6.6]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos García Barreno,7669.0,Left Wing,26,Villarreal,222,['9ccfd362-ff35-4673-a639-9dcdd2a7102b'],27,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:27.633,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,57f28537-a8df-4f82-8ce2-1dc0c352c529,550,,"[116.2, 21.3]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Diego Forlán Corazo,26199.0,Center Forward,27,Villarreal,222,['c33730bb-c461-4d15-b824-973042446be1'],56,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:56.674,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,1e74fff3-1857-49cd-a843-9ad81677b955,553,,"[106.5, 5.6]",69155,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,27,Villarreal,222,['a4a0b4fe-67ea-4f7b-b88a-b881589a7d1f'],58,,,,,,,,,,,,,,,,,,Villarreal,222,00:09:58.000,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,cbf39614-e1b9-4193-b95c-7ae2d22900c5,556,,"[98.6, 55.1]",69155,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Robert Pirès,19312.0,Center Attacking Midfield,27,Villarreal,222,['57d950dc-b831-45e3-b233-6b227e40d591'],1,,,,,,,,,,,,,,,,,,Villarreal,222,00:10:01.130,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,16a529c5-a007-4946-9e17-43f0eb33bc71,567,,"[66.6, 74.8]",69155,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,29,Barcelona,217,['74b0c302-eb05-4886-9dfd-22cbd3a6c6e1'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:23.617,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,29698852-52ae-40cd-beb5-282e934c85a5,574,,"[26.0, 20.7]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,31,Villarreal,222,['70592e91-4e03-4077-9387-c401b72b191f'],16,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:16.714,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,65c76e61-4ae8-4689-b23b-3ebda953b309,577,,"[37.9, 29.9]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Center Forward,31,Villarreal,222,['3a333d99-dcd7-4b99-ae77-4c7a6a023eb7'],18,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:18.941,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,1eda6bca-3b14-4e5e-9e77-50b0d6aacacb,580,,"[39.3, 9.3]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Enrique de la Sánchez Diaz,26418.0,Left Back,31,Villarreal,222,['be6a8473-cb77-4670-a815-998485953177'],20,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:20.698,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c567691f-33b7-4b33-b509-723ec1c271c6,583,,"[73.7, 7.9]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos García Barreno,7669.0,Left Wing,31,Villarreal,222,['aa5b802b-8556-4029-9e45-0563330bae0c'],23,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:23.145,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,019364ad-352e-4b8c-8955-5568b6d83bbd,591,,"[67.1, 70.7]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,32,Barcelona,217,['67fd807c-ce68-4247-ac63-bbb807cb488d'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:25.845,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,a2bf1ad3-a3c3-4f61-bec9-2ebca4939911,595,,"[42.6, 58.6]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,32,Barcelona,217,['238521ff-7eb7-4ddd-b504-fc441d2c0bec'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:30.657,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,b972ae1b-0870-4ea5-8a96-a63f5135dee9,598,,"[55.4, 49.5]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,32,Barcelona,217,['14f4b910-6241-41c2-b8b2-427acced4e0e'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.243,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,38a66c32-7b89-42e2-9e63-cc97f5f06187,601,,"[66.8, 53.2]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,32,Barcelona,217,['b9e63504-9789-437b-9424-6b351cb56d17'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.536,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,d186911c-d872-4622-aed1-c81a6aae81b2,604,,"[73.4, 73.5]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,32,Barcelona,217,['7eed3381-10c0-480e-a23e-0eac729e18fa'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:41.612,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,618a4186-c9c5-4ace-b524-380ea83c2cc4,607,,"[67.9, 56.5]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,32,Barcelona,217,['8c1ffd80-5016-4232-a757-ea25c1ed71e2'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:43.769,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,79c451fa-245b-447e-b089-9ace219438e8,610,,"[81.5, 33.5]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,32,Barcelona,217,['879de8c5-fc2c-488e-9ef1-7310f849a8c3'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:46.867,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,c76b6a46-39df-4aff-affd-8ed67bd187d7,614,,"[107.1, 5.3]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,32,Barcelona,217,"['692148cb-4594-4b36-9ab1-7bbc2d48d695', '968f7f7d-55d8-44d0-ad80-4fc6b552ee55']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:51.205,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,e7d9e259-845f-4bcc-b331-48b134813f2a,619,,"[85.5, 15.6]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,32,Barcelona,217,['ed2de3b3-4315-4bbd-b110-8a6e56f6d919'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:56.712,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,42c04a08-22e1-4e88-a843-8ac01ed74ccb,622,,"[84.7, 5.6]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,32,Barcelona,217,['6891e0fe-9493-4f4a-9049-eefbe07e83e0'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:57.573,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,94181e69-2947-4d54-8438-8ffc8a941306,625,,"[93.8, 26.6]",69155,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,32,Barcelona,217,['452928f0-824b-403f-877a-e1fee988f14e'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:59.541,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,ee0fd970-53e0-4bc0-9527-1ca543e46a02,633,,"[104.6, 37.4]",69155,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,33,Barcelona,217,['d2bce054-a9b1-4b07-bb8a-c5351c6136c7'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:58.711,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,5863cbf4-4cdd-43e5-94b4-4bf05ed31ae1,639,,"[74.9, 28.4]",69155,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Robert Pirès,19312.0,Center Attacking Midfield,34,Villarreal,222,['d7b9f5d9-6f7e-48e7-9981-e6c8a17eb810'],33,,,,,,,,,,,,,,,,,,Villarreal,222,00:13:33.772,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,e245c972-cbf3-40c2-8ee9-dd4262175465,642,,"[88.5, 29.2]",69155,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Diego Forlán Corazo,26199.0,Center Forward,34,Villarreal,222,['4f0507b7-a1a2-444a-953e-313c7d3b8878'],34,,,,,,,,,,,,,,,,,,Villarreal,222,00:13:34.491,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,089eacdb-1ee4-427e-be45-44e4595e10bc,646,,"[71.5, 33.6]",69155,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcos Antonio Senna da Silva,20135.0,Right Defensive Midfield,34,Villarreal,222,"['640e61ae-d732-4ff1-ab96-d8290e010673', 'eefd64cf-467a-4a27-89ee-e3579a8171e8']",35,,,,,,,,,,,,,,,,,,Villarreal,222,00:13:35.997,Ball Receipt*,True,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a3de69b1-a493-49b6-b5d6-8914508e9a14,651,,"[108.5, 46.0]",69155,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fabricio Fabio Fuentes,26196.0,Right Center Back,35,Villarreal,222,['1100bacb-2d05-4906-a986-9dcabf337b29'],3,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:03.272,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,4807a1c7-3efe-41a0-a08c-fc660ff7ce1b,654,,"[108.2, 42.6]",69155,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,36,Villarreal,222,['411648ac-0537-4aa2-9920-255bd615888c'],21,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:21.144,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9f7a37e1-eb35-4b9b-9ebe-8784edcad11f,658,,"[81.5, 29.8]",69155,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,37,Barcelona,217,['f38fb851-33a2-4690-bb57-9744939971f5'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:49.380,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,c0b35a6e-b570-4d51-a2ab-2b8e3801f175,661,,"[62.8, 44.0]",69155,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,37,Barcelona,217,['8ed07856-ac93-4633-a687-f55cf1418dd2'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:51.972,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,ceb9b00f-6e62-46fd-b5a8-70d2a0378b93,664,,"[66.5, 76.2]",69155,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,37,Barcelona,217,['a430fcd6-f518-4572-833b-5e4a39477c0d'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:55.760,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,73979a0a-eb4b-4572-bc37-4b933038cafc,672,,"[63.3, 44.5]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,37,Barcelona,217,['7fd78414-a0f8-4096-9769-d77093e56222'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.694,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,f80998d4-89fd-4575-967c-bea3a0385729,675,,"[88.7, 24.9]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,37,Barcelona,217,['98d7b7e9-10bb-4f1a-ac07-497f71363579'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.877,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,266cd1e2-c29c-4778-8039-3002f2a66690,678,,"[102.6, 7.0]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,37,Barcelona,217,['9adc846d-ec33-4905-ba73-cde3a15de92e'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:05.587,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,e0888d5a-5e07-496d-ab9e-4e6df75dbbfe,683,,"[83.1, 73.1]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Gracia Calmache,25921.0,Right Wing,38,Villarreal,222,"['38f97075-164a-4252-9da9-8322bac5fdbc', 'b7c32ef3-c1cc-47a7-875a-733e19a56fa8']",36,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:36.216,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,e75324fb-78cd-434e-860b-e5ab36f2cf4c,687,,"[75.7, 67.3]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcos Antonio Senna da Silva,20135.0,Right Defensive Midfield,38,Villarreal,222,"['560f591d-da47-4ee5-b6b1-8f7dae626b79', 'b858db23-6c2d-4d0d-8823-4952ed100a1a']",39,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:39.021,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,7947652d-3a9c-4a43-8468-74dfc571c2ab,690,,"[65.6, 53.1]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Joaquín Moreno Verdú,25939.0,Left Defensive Midfield,38,Villarreal,222,['9a66c4e5-63d8-4d5d-80eb-750b4d7f6b26'],41,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:41.942,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,ebd60f23-18f2-471d-aecd-043dc58b88cf,693,,"[76.0, 64.8]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcos Antonio Senna da Silva,20135.0,Right Defensive Midfield,38,Villarreal,222,['1483afc4-8220-4fb7-bf32-8573722ea1fc'],43,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:43.063,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,d1ef9606-019f-4e6e-88dc-55fd50913786,698,,"[93.2, 11.9]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Enrique de la Sánchez Diaz,26418.0,Left Back,38,Villarreal,222,['411ee3e7-01db-4ee9-9cfb-492d932f7b51'],50,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:50.411,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,944df310-b1d3-44cc-8762-3d6adfd0ef21,702,,"[102.7, 4.6]",69155,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcos García Barreno,7669.0,Left Wing,38,Villarreal,222,['ae0b0396-9ecc-404d-8bad-63f18e15ba8f'],54,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:54.062,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,35ce01e7-4d62-41e7-924f-592f11f22910,709,,"[79.0, 22.4]",69155,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,39,Barcelona,217,['c8bf4e34-9f3b-4d5c-871b-a9e132062eb6'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:24.155,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,0a342de4-69d9-42bb-8748-20cda01f4c38,712,,"[64.5, 28.1]",69155,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,39,Barcelona,217,['26a2c7af-ea0b-4561-a99d-1914baaf7f64'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:26.546,Ball Receipt*,,2006/2007
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,b059843b-b351-47bd-a2fd-8f49855c3281,715,,"[84.7, 28.4]",69155,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Samuel Eto''o Fils,19298.0,Center Forward,39,Barcelona,217,['4a3e7258-7064-4240-a78e-5a5278a1505c'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:28.474,Ball Receipt*,,2006/2007
