ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.4772,,,,,,,,,,,,f60d1e85-6a66-4a97-b6f5-30c6e62fb406,2746,,"[84.9, 17.1]",69302,53,,,,2.2437007,,No Touch,,,,"[74.3, 30.4]",,Ground Pass,,17.00735,True,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,95,Barcelona,217,['2e5031c1-d7f8-48e1-bdf3-44be7326a249'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:08:50.513,Pass,,2010/2011
,,,,,,,,,,,,,,,0.667389,,,,,,,,,,,,f51eb04c-e0bd-43b6-8fb3-ee3f7df6aff8,2749,,"[74.7, 32.8]",69302,53,,,,-0.26741078,,Right Foot,,,,"[82.0, 30.8]",,Ground Pass,,7.569016,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,95,Barcelona,217,['4df5de53-8b7f-4f5b-af56-9fdb04051b5c'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.070,Pass,,2010/2011
,,,,,,,,,,,,,,,0.888565,,,,,,,,,,,,33afc5da-33de-4e50-b0e9-3089cb938eed,2755,,"[82.2, 27.7]",69302,54,,,,2.3438494,,Left Foot,,,,"[78.2, 31.8]",,Ground Pass,,5.7280016,,,,Xavier Hernández Creus,20131.0,,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,96,Barcelona,217,['9c7beecb-1300-4f61-ad1a-5ca225f8330d'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:09:12.427,Pass,,2010/2011
,,,,,,,,,,,,,,,1.369754,,,,,,,,,,,,0a7bbda9-e0a3-43c5-8450-fc3b38ef33f2,2758,,"[77.1, 34.5]",69302,54,,,,1.6911792,,Right Foot,,,,"[74.1, 59.3]",,Ground Pass,,24.980793,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,96,Barcelona,217,['e0e9612f-30fd-466a-8171-1519272487b2'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:09:14.730,Pass,,2010/2011
,,,,,,,,,,,,,,,2.603157,,,,,,,,,,,,cf650308-6ef1-40f6-8660-6ea48f9ec874,2761,,"[77.9, 57.8]",69302,54,,,,-1.4338561,,Right Foot,,,,"[85.3, 4.1]",,High Pass,,54.20747,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,96,Barcelona,217,['dbb55064-d81e-4d6b-ad5e-4c485e46a2a3'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:09:17.614,Pass,,2010/2011
,,,,,,,,,,,,,,,1.04714,,,,,,,,,,,,463231d7-71c5-4024-b286-171c03342faa,2764,,"[79.4, 4.3]",69302,54,,,,1.7296039,,Left Foot,,,,"[75.3, 29.9]",,Ground Pass,,25.92624,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,96,Barcelona,217,['d0e95697-b18a-48b4-a575-766c1cb470f1'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.530,Pass,,2010/2011
,,,,,,,,,,,,,,,0.9356,,,,,,,,,,,,122680f5-84fa-4932-9d1b-3c8f43b37995,2767,,"[77.1, 29.9]",69302,54,,,,-0.08526287,,Right Foot,,,,"[100.5, 27.9]",,Ground Pass,,23.485315,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,96,Barcelona,217,"['8786f9ea-6887-49c1-9c42-2071ed4290e9', 'a3210b88-aec5-4657-acc6-b5bb00312306']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:09:25.256,Pass,,2010/2011
,,,,,,,,,,,,,,,0.672296,,,,,,,,,,,,8225d45d-b25d-4a97-a943-3f3bb068548f,2772,,"[58.6, 33.9]",69302,54,,,,-1.0552473,,Left Foot,,,,"[62.0, 27.9]",,Ground Pass,,6.8963757,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,96,Barcelona,217,['33643018-ee7d-41e0-a1e6-f555e2e46165'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:09:29.599,Pass,,2010/2011
,,,,,,,,,,,,,,,1.5279,,,,,,,,,,,,5fbc8cf9-1a60-474c-8613-c5ce480858c6,2775,,"[71.9, 25.8]",69302,54,,,,-0.98393136,,Right Foot,,,,"[85.4, 5.5]",,Low Pass,,24.37909,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,96,Barcelona,217,['b4412819-4a49-4c9a-83ea-638ec7553126'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:09:34.192,Pass,,2010/2011
,,,,,,,,,,,,,,,0.512574,,,,,,,,,,,,a574474c-59df-4fa4-a23e-f3b161a89c68,2778,,"[88.2, 19.9]",69302,54,,,,0.193622,,Right Foot,,,,"[98.4, 21.9]",,Ground Pass,,10.394229,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,96,Barcelona,217,['8e78c482-7d47-4479-85d1-f553c290f39f'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:09:40.042,Pass,,2010/2011
,,,,,,,,,,,,,,,1.007321,,,,,,,,,,,,7f8628c8-32f9-4e0e-bba2-422a0d18e844,2781,,"[105.6, 16.8]",69302,54,,,,1.9244995,,Right Foot,,,,"[100.8, 29.8]",,Ground Pass,,13.85785,,,,David Villa Sánchez,12737.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,96,Barcelona,217,['720115c1-5b2c-4f26-aa44-5048f6d848ae'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.919,Pass,,2010/2011
,,,,,,,,,,,,,,,0.505747,,,,,,,,,,,,e301b945-870b-4a1a-9be0-cb11802349a0,2783,,"[100.8, 29.8]",69302,54,,,,-2.782822,,Right Foot,,,,"[95.2, 27.7]",,Ground Pass,,5.9808025,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,David Villa Sánchez,12737.0,Left Wing,96,Barcelona,217,['e272611c-904f-47be-8b32-4780fafb6f0b'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:09:44.927,Pass,,2010/2011
,,,,,,,,,,,,,,,1.1545,,,,,,,,,,,,094b369b-fca3-4b09-ab68-1e001a91c84e,2786,,"[98.6, 27.9]",69302,54,,,,0.6485346,,Left Foot,,,,"[108.1, 35.1]",,High Pass,,11.920151,,Incomplete,,David Villa Sánchez,12737.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,96,Barcelona,217,"['1f221c12-a381-46b4-82c8-04f1b927e050', '504907ef-d6c1-447a-bfe0-db63837a2703']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:09:45.910,Pass,,2010/2011
,,,,,,,,,,,,,,,1.070557,,,,,,,,,,,,1a93fe8d-876e-4378-9b70-3f609138a209,2792,,"[88.5, 26.7]",69302,54,,,,-0.6971325,,Head,,,,"[100.8, 16.4]",,Low Pass,,16.043068,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,96,Barcelona,217,['ad884484-2bb8-420b-a8cf-2838d0322e18'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.777,Pass,,2010/2011
,,,,,,,,,,,,,,,4.6311,,,,,,,,,,,,8805724e-d6f2-46d9-9d0b-6703e109fdc0,2795,,"[104.5, 16.8]",69302,54,,,,1.4148815,,Left Foot,True,,,"[113.9, 76.6]",,High Pass,,60.534286,,,,Daniel Alves da Silva,4324.0,,,True,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,96,Barcelona,217,['738e18e0-04d7-46cd-ab85-6afad0570f08'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:09:52.368,Pass,,2010/2011
,,,,,,,,,,,,,,,2.4866,,,,,,,,,,,,d4f7cd5b-7606-4931-860f-2bc1b66047cc,2806,,"[14.6, 3.3]",69302,55,,,,0.033569474,,Right Foot,,,,"[68.2, 5.1]",,High Pass,,53.630215,,,,Antoine Griezmann,5487.0,,,,,,Free Kick,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,98,Real Sociedad,210,['8576a8df-1509-43dd-ab35-9154aa4693fd'],40,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:40.840,Pass,,2010/2011
,,,,,,,,,,,,,,,2.532615,,,,,,,,,,,,9e8d8440-bf1e-46ba-824a-c6bb8ffe34e4,2808,,"[68.7, 5.1]",69302,55,,,,-0.1637741,,Head,,,,"[92.3, 1.2]",,High Pass,,23.920074,,Out,,David Zurutuza Veillet,6669.0,,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Midfield,98,Real Sociedad,210,['ba16eaea-8603-4666-976d-a24438ee84ed'],43,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:43.327,Pass,,2010/2011
,,,,,,,,,,,,,,,0.826044,,,,,,,,,,,,8a9e2af8-c392-4f0e-9d84-f88673ebd903,2810,,"[31.8, 80.0]",69302,55,True,,,-0.92483824,,,,,,"[36.7, 73.5]",,High Pass,,8.140024,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,99,Barcelona,217,['3db2d79e-ddb6-4c03-a67a-c16183efd3db'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:10:50.333,Pass,,2010/2011
,,,,,,,,,,,,,,,0.714507,,,,,,,,,,,,89c9f8f3-3856-4557-ab57-bbbc6abb55d2,2812,,"[36.7, 73.5]",69302,55,,,,2.1293957,,Right Foot,,,,"[33.7, 78.3]",,Ground Pass,,5.6603885,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,99,Barcelona,217,['65275ac8-a170-456d-a810-0e7f813492d7'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.226,Pass,,2010/2011
,,,,,,,,,,,,,,,0.88521,,,,,,,,,,,,301bec63-e4f6-41e4-bd7b-6fff5f9c452c,2816,,"[34.0, 77.7]",69302,55,,,,-1.0287074,,Right Foot,,,,"[39.3, 68.9]",,Low Pass,,10.272779,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,99,Barcelona,217,['3a28eed1-a1e6-4f16-8908-bb0c586e9406'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:10:52.261,Pass,,2010/2011
,,,,,,,,,,,,,,,0.963699,,,,,,,,,,,,b0b54a31-d701-477f-9a25-7ba1d8a86eb2,2819,,"[40.8, 68.4]",69302,55,,,,0.77955025,,Right Foot,,,,"[49.4, 76.9]",,Ground Pass,,12.091733,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,99,Barcelona,217,['dfe6361a-f864-4831-95d0-7a24f3aa6a2f'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:10:53.913,Pass,,2010/2011
,,,,,,,,,,,,,,,2.697689,,,,,,,,,,,,53adcf33-b639-445d-b2c8-3a38138fa563,2823,,"[58.9, 77.9]",69302,55,,,,-1.5633754,,Right Foot,,,,"[59.3, 24.0]",,Low Pass,,53.901485,,,,Andrés Iniesta Luján,5216.0,,,True,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,99,Barcelona,217,['ed9457d3-d8b9-43a3-8dfc-e5bd6dfac089'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:10:56.900,Pass,,2010/2011
,,,,,,,,,,,,,,,1.401391,,,,,,,,,,,,0359b175-5edc-4f32-a909-c59e5205b4eb,2826,,"[78.9, 31.0]",69302,56,,,,-1.0284096,,Right Foot,,,,"[92.4, 8.6]",,Ground Pass,,26.153585,,,,David Villa Sánchez,12737.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,99,Barcelona,217,['9458494e-c33b-4cb2-a438-9ebffb51cb04'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:11:02.841,Pass,,2010/2011
,,,,,,,,,,,,,,,0.81138,,,,,,,,,,,,3298ad67-0171-49f5-96f5-de0b94d64165,2829,,"[98.7, 17.5]",69302,56,,,,2.670952,,Right Foot,,,,"[87.3, 23.3]",,Ground Pass,,12.790622,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,David Villa Sánchez,12737.0,Left Wing,99,Barcelona,217,['83175829-f74f-4351-bea4-8431499dea27'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:11:06.354,Pass,,2010/2011
,,,,,,,,,,,,,,,1.1954,,,,,,,,,,,,d3719049-1f03-4a63-a487-eca32a6eab64,2834,,"[85.3, 18.3]",69302,56,,,,-1.1186424,,Right Foot,,,,"[92.1, 4.3]",,Ground Pass,,15.564061,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,99,Barcelona,217,"['3a22b5bc-f4f9-44fb-a2f5-959dbfa7e914', '74a6b2f5-83ce-4218-9bc0-35cba1001e85']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:11:09.684,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.650703,,,,,,,,,,,,aef67865-4192-4d16-8c51-3aacf96f3d32,2836,,"[92.1, 4.3]",69302,56,,,,0.48872072,,Right Foot,,,,"[104.7, 11.0]",,Ground Pass,,14.270599,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,99,Barcelona,217,['46a01c96-1d69-45e7-88d1-5e0dec0b9288'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:11:10.879,Pass,,2010/2011
,,,,,,,,,,,,,,,0.3983,,,,,,,,,,,,6aa75738-dcae-43df-a429-d561d2662a4a,2839,,"[114.8, 26.5]",69302,56,,,,1.9040406,,Right Foot,,True,,"[113.9, 29.1]",,Ground Pass,,2.7513633,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,99,Barcelona,217,"['649447c6-7cd2-4529-afb4-4bf41ede30d4', '9c0d160b-dcde-48d3-8c2a-b72647fd8659']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.085,Pass,,2010/2011
,,,,,,,,,,,,,,,1.5189,,,,,,,,,,,,48d0f9bb-9ad1-4220-914e-4114546a373d,2844,,"[23.3, 58.6]",69302,56,,,,-0.503779,,Right Foot,,,,"[43.8, 47.3]",,Ground Pass,,23.40812,,,,Joseba Llorente Etxarri,26191.0,,,,,,,2,Regular Play,Carlos Martínez Díez,8724.0,Right Back,100,Real Sociedad,210,['0d83e948-2481-483e-a4cf-2973c8f7d085'],18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:18.987,Pass,,2010/2011
,,,,,,,,,,,,,,,1.775173,,,,,,,,,,,,599a46c5-9593-467b-8e59-95235d604c97,2846,,"[43.9, 47.3]",69302,56,,,,-1.8847779,,Right Foot,,,,"[35.1, 20.2]",,Low Pass,,28.492981,,,,Alberto De La Bella Madureño,6674.0,,,,,,,2,Regular Play,Joseba Llorente Etxarri,26191.0,Center Forward,100,Real Sociedad,210,['27f3d145-9c63-4d0c-ab24-bd1675cb0983'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:20.506,Pass,,2010/2011
,,,,,,,,,,,,,,,1.451612,,,,,,,,,,,,30e25975-c439-4c0a-9fec-6ae0c6e90098,2851,,"[66.6, 80.0]",69302,56,True,,,-1.6891594,,,,,,"[64.4, 61.5]",,High Pass,,18.630352,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,101,Barcelona,217,['93b6f783-7718-4da8-8d2c-86ade7767051'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:11:41.406,Pass,,2010/2011
,,,,,,,,,,,,,,,1.29103,,,,,,,,,,,,c344f043-960d-4075-b6fe-47c227aa661b,2853,,"[64.4, 64.4]",69302,56,,,,1.4081825,,Right Foot,,,,"[66.5, 77.2]",,Ground Pass,,12.971122,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,101,Barcelona,217,['4bc53580-c765-4855-87d9-92b834f5f9fd'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:11:45.003,Pass,,2010/2011
,,,,,,,,,,,,,,,1.520709,,,,,,,,,,,,84e0e01f-633f-49fd-9e7f-8cfe6fb7ddd3,2856,,"[66.5, 77.2]",69302,56,,,,-2.8577986,,Right Foot,,,,"[52.1, 73.0]",,Ground Pass,,15.0,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,101,Barcelona,217,['0030f16c-ab37-4e8e-a5f3-cd72d43a274f'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:11:47.224,Pass,,2010/2011
,,,,,,,,,,,,,,,1.836452,,,,,,,,,,,,048ba685-ef57-4be8-9ef7-8594d31b8cce,2859,,"[50.1, 63.7]",69302,56,,,,-2.597594,,Right Foot,,,,"[29.6, 51.3]",,Ground Pass,,23.958506,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,101,Barcelona,217,['fe102d7d-0c4b-42e6-84b9-5b5cb521a642'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:11:50.453,Pass,,2010/2011
,,,,,,,,,,,,,,,1.178928,,,,,,,,,,,,45fe7dde-0a35-491b-98b8-7b1f1943ed1c,2863,,"[30.8, 43.9]",69302,56,,,,-0.06885649,,Left Foot,,,,"[48.2, 42.7]",,Ground Pass,,17.44133,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,101,Barcelona,217,"['2817a7ff-2856-4dfd-a50b-134410181d0c', 'c7a05c5b-325e-4d5e-beac-bae6fcf55b0d']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:11:53.060,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.527466,,,,,,,,,,,,dad9ba12-b236-4ff6-9d35-04ff16c17c43,2867,,"[51.6, 31.6]",69302,56,,,,-0.7695265,,Left Foot,,,,"[64.4, 19.2]",,Ground Pass,,17.821335,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,101,Barcelona,217,['f3746e66-9077-4133-9b2c-50428ecbac97'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:11:55.351,Pass,,2010/2011
,,,,,,,,,,,,,,,1.183968,,,,,,,,,,,,542a9580-1b33-43c1-b350-e9e3e4f4eaee,2870,,"[85.3, 30.6]",69302,57,,,,2.3211212,,Right Foot,,,,"[74.3, 42.4]",,Ground Pass,,16.131956,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,101,Barcelona,217,['0e600203-341b-4eee-8869-fa9eb9dda7bc'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:12:00.824,Pass,,2010/2011
,,,,,,,,,,,,,,,0.836588,,,,,,,,,,,,04dd4dfd-ce58-45e4-a960-8681a6d7536f,2873,,"[77.4, 47.3]",69302,57,,,,0.7017946,,Right Foot,,,,"[87.1, 55.5]",,Ground Pass,,12.701574,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,101,Barcelona,217,['3fdb2a2f-e2ca-4a6b-8f6f-634392a611f0'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:12:03.240,Pass,,2010/2011
,,,,,,,,,,,,,,,0.849597,,,,,,,,,,,,572fcc74-28c7-4426-9b6f-97a1e4bce4a6,2880,,"[99.4, 57.8]",69302,57,,,,0.49394137,,Left Foot,,,,"[108.5, 62.7]",,Ground Pass,,10.335376,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,101,Barcelona,217,['eb802965-7d6a-42d5-8d8a-27a9c0efa7c8'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:12:06.181,Pass,,2010/2011
,,,,,,,,,,,,,,,0.4994,,,,,,,,,,,,6ef14d0a-e159-44d6-b13b-62f68e1fa8c2,2883,,"[107.5, 62.4]",69302,57,,,,-2.4210386,,Right Foot,,,,"[103.4, 58.8]",,Ground Pass,,5.456189,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,101,Barcelona,217,"['30b7e4a9-212c-4a36-8af3-445e3d317164', '32ec96ed-1763-43f7-bf16-5087debad2eb']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:12:07.902,Pass,,2010/2011
,,,,,,,,,,,,,,,1.6389,,,,,,,,,,,,0df6e532-35bf-4acf-a373-076d11a48550,2887,,"[23.1, 19.5]",69302,57,,,,0.4972701,,Left Foot,,,,"[53.5, 36.0]",,Low Pass,,34.58916,,,,Joseba Llorente Etxarri,26191.0,,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Left Midfield,101,Barcelona,217,['9b75b62f-eebd-4639-885f-00ee64ecfad1'],10,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:10.084,Pass,,2010/2011
,,,,,,,,,,,,,,,0.941549,,,,,,,,,,,,76b34832-7f40-45b8-8498-7b43899e4e27,2891,,"[65.1, 33.0]",69302,57,,,,1.1304003,,Left Foot,,,,"[69.2, 41.7]",,Ground Pass,,9.617692,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,101,Barcelona,217,['d4d0b366-2962-4dc6-8d14-08a19d49c2ec'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:12:13.042,Pass,,2010/2011
,,,,,,,,,,,,,,,0.811025,,,,,,,,,,,,cbf7473f-a284-4cbd-a0ec-ee8f44441b03,2894,,"[69.2, 41.7]",69302,57,,,,-2.905684,,Left Foot,,,,"[58.8, 39.2]",,Ground Pass,,10.696261,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,101,Barcelona,217,['0fc764bb-5160-4e14-bccb-e20b4ab58a5d'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:12:14.103,Pass,,2010/2011
,,,,,,,,,,,,,,,0.721612,,,,,,,,,,,,daa11352-243d-4f0e-abad-e1ae5339eae8,2897,,"[59.3, 42.7]",69302,57,,,,1.76041,,Left Foot,,,,"[57.4, 52.6]",,Ground Pass,,10.080674,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,101,Barcelona,217,['7e15d52b-b2ed-4667-afc7-210cbb9c5615'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:12:17.517,Pass,,2010/2011
,,,,,,,,,,,,,,,1.122174,,,,,,,,,,,,0544e8dc-f48c-49f5-9f70-b2f2ccaee065,2900,,"[54.7, 61.5]",69302,57,,,,0.9109479,,Right Foot,,,,"[63.7, 73.1]",,Ground Pass,,14.681962,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,101,Barcelona,217,['da7c3854-8557-44d0-a944-caf25cf177ae'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:12:19.961,Pass,,2010/2011
,,,,,,,,,,,,,,,0.593008,,,,,,,,,,,,6001f61a-37ee-4f82-99b9-c0af29b3a711,2903,,"[63.7, 69.9]",69302,57,,,,-1.3449847,,Right Foot,,,,"[65.4, 62.5]",,Ground Pass,,7.5927596,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,101,Barcelona,217,['f1b7bb6c-b91c-42a3-a25c-700b0ed97c0e'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:12:22.358,Pass,,2010/2011
,,,,,,,,,,,,,,,1.039546,,,,,,,,,,,,b0509464-ece7-4409-9cbc-a4c73b9fb195,2906,,"[64.6, 64.6]",69302,57,,,,0.96934164,,Right Foot,,,,"[71.6, 74.8]",,Ground Pass,,12.370934,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,101,Barcelona,217,['18948fe8-86e6-4617-a0d3-e3e00088d68e'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:12:24.118,Pass,,2010/2011
,,,,,,,,,,,,,,,1.223791,,,,,,,,,,,,43f384df-753b-4b75-8e13-2da9c59af234,2909,,"[70.7, 75.7]",69302,57,,,,-3.026716,,Right Foot,,,,"[62.9, 74.8]",,Ground Pass,,7.8517513,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,101,Barcelona,217,['81ceb7cf-575b-4cfb-9b21-3a65191ab4c3'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:12:25.691,Pass,,2010/2011
,,,,,,,,,,,,,,,0.925212,,,,,,,,,,,,e5db5210-2ce2-497e-96d4-7d72a7eb0521,2912,,"[62.7, 76.0]",69302,57,,,,0.16037545,,Right Foot,,,,"[69.5, 77.1]",,Low Pass,,6.8883963,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,101,Barcelona,217,['aec500a5-50e8-4e4f-aecd-eaf76c128186'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:12:27.478,Pass,,2010/2011
