50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b89980d1-616c-4fe8-a8bd-9020c25dd0bd,3100,,"[76.7, 56.9]",267590,81,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Wing Back,175,Barcelona,217,['56cc8c52-29fc-4d4e-9ff5-6e01dc3716ef'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:36:53.769,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d12c781-97a2-4183-ac86-74320542bbe9,3103,,"[91.7, 75.8]",267590,81,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Back,175,Barcelona,217,['1aef3461-2636-4ba0-b77f-a1f142f52e9d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:36:56.210,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7a6fe78-11b2-41fe-83a3-93c31093e33f,3106,,"[82.8, 67.9]",267590,81,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Wing Back,175,Barcelona,217,['234ef652-b1a3-4805-b84d-c61344356039'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:36:58.890,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc2432e5-aa79-4a6c-a6ee-5763f406b501,3109,,"[76.0, 32.6]",267590,82,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,175,Barcelona,217,['588a48d8-ad09-4603-b8bd-f834faaf07b9'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:37:02.177,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53dfeaf0-927c-423d-95df-afd775db4b53,3112,,"[89.3, 4.8]",267590,82,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Wing Back,175,Barcelona,217,['f558688b-cf5f-46c3-ba84-ef0ad2dc0f4d'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.712,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab4ebd53-f4c8-4e6d-8a5a-fca1cbe938d8,3115,,"[92.4, 20.8]",267590,82,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,175,Barcelona,217,['2689afa8-1d79-4b95-b443-c976f690ca41'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:37:09.798,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8af968b0-aff7-44b1-a931-9d2a14bd4408,3118,,"[113.5, 44.9]",267590,82,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Back,175,Barcelona,217,['0a0413c3-1e7b-48e9-898d-2f7f9b4b86c3'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:37:13.174,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6a8b35b-f431-4f97-bff3-c6752f2eb56e,3121,,"[51.3, 10.3]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jonathan Rodríguez Menéndez,6581.0,Left Wing Back,176,Málaga,223,['04b1e862-c322-431d-8ffc-781f9cf75cdb'],7,,,,,,,,,,,,,,,,,Málaga,223,00:38:07.258,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399fee37-3734-4e78-a5dd-985143cf6634,3123,,"[68.6, 28.2]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pablo Fornals Malla,6764.0,Left Center Midfield,176,Málaga,223,['aa6f4095-bb60-4259-96f3-c3a6b40ba84d'],9,,,,,,,,,,,,,,,,,Málaga,223,00:38:09.114,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,de0a80f7-1fe6-4b47-ade3-59f2d3a3deb6,3126,,"[89.8, 30.3]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,176,Málaga,223,['028b3c77-e125-486d-b7cd-204877db8a72'],12,,,,,,,,,,,,,,,,,Málaga,223,00:38:12.124,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3f20c38-17f8-4056-9f60-3afff7674fb8,3129,,"[7.0, 40.4]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,177,Barcelona,217,['5ac62381-1a25-4829-8199-8b8b1ebbafbe'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:38:14.132,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96f80801-1440-4008-8e1b-457ee598b6bd,3132,,"[11.8, 62.3]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,177,Barcelona,217,['635f6ae5-6d14-4010-b173-43a35e305a2f'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:38:15.887,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddf878b0-0027-4419-ae0e-b7e4862c158a,3135,,"[28.6, 48.6]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Back,177,Barcelona,217,['251a04c8-7ad3-4f3f-8c87-f0a8d20369d2'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:38:18.975,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acb6d9cc-0fc7-43cf-908a-118b93922be7,3138,,"[52.3, 72.1]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,177,Barcelona,217,['aae6dd2c-e504-4f99-856f-ece28668e7c0'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:38:24.283,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc25530a-feda-4781-a9cc-8e69651a43cf,3145,,"[64.4, 10.3]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,178,Málaga,223,['2dcc57f0-8b0d-4def-b93e-7ae5231539a1'],39,,,,,,,,,,,,,,,,,Málaga,223,00:38:39.476,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae2a83bc-e1a3-4bf5-a85b-1662ff0ed639,3148,,"[71.5, 5.5]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jonathan Rodríguez Menéndez,6581.0,Left Wing Back,178,Málaga,223,['fd3c8b62-126a-42a7-a669-2700605bcb32'],40,,,,,,,,,,,,,,,,,Málaga,223,00:38:40.304,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f6c844d-99e2-4811-905c-a99697883fd2,3153,,"[41.0, 74.6]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Back,179,Barcelona,217,"['8687df56-a796-4717-8b5b-89e54f5bf785', '9957613d-e18a-4eef-b330-0dbfdc149f72']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:38:47.309,Ball Receipt*,True,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e208eb5d-d740-4516-a730-1c89052d44a1,3156,,"[49.0, 75.5]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,179,Barcelona,217,['18a3b6d0-cc85-4f3e-a46a-8d26d51f3c2d'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:38:48.456,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a691d2e8-ea3a-43a5-ad8d-5254e56b020a,3159,,"[42.2, 31.3]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,179,Barcelona,217,['d261511b-598c-4013-9098-65f87c42d342'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:38:51.388,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,9f24fba9-b279-4ed0-9489-0603eb1fcc43,3162,,"[86.1, 52.9]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Alcácer García,6402.0,Right Center Forward,179,Barcelona,217,['d7bbad93-604d-4d37-bd2d-87c388b4fe94'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:38:55.468,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33be57ad-e326-4f20-8a75-6b561ab04d24,3166,,"[57.3, 32.9]",267590,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,179,Barcelona,217,['793627cf-3a94-4ab4-b52f-338b8c7c12f3'],58,,,,,,,,,,,,,,,,,Málaga,223,00:38:58.866,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518e83e7-d092-4d46-8ece-575f68a68017,3179,,"[102.0, 42.0]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,179,Barcelona,217,['5f101198-1316-4f6e-8aa5-ea5dfd117798'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:39:09.825,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48387594-dc8a-454c-a959-7919d0e5ac36,3190,,"[84.9, 54.6]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Back,179,Barcelona,217,['eafb4ee4-196d-4534-89db-8027d65d290e'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:39:15.539,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62fb8209-8d14-4ab0-aa63-4772e714a273,3193,,"[91.7, 19.8]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,179,Barcelona,217,['b9353c0d-837c-4593-871e-fe1d61e39f5b'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:39:17.684,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88b3dfa7-dcc5-487e-bc6a-d01cdd022099,3197,,"[106.3, 13.8]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,179,Barcelona,217,['4f4e7557-248a-4722-b3c5-4586046bfa2b'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:39:20.517,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af9f4bd1-4583-4daf-9e3c-f9c225787641,3202,,"[27.3, 29.4]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Luis García del Pozo,6580.0,Right Center Midfield,179,Barcelona,217,['9747f03a-2a06-4cea-bd4c-36788ac42ada'],26,,,,,,,,,,,,,,,,,Málaga,223,00:39:26.175,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,9bbcf417-2147-4fb5-a2d7-e5fceebd1ab4,3205,,"[96.2, 11.8]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonathan Rodríguez Menéndez,6581.0,Left Wing Back,179,Barcelona,217,['0ebd6b06-556c-4f2b-9626-125ffea68d9e'],35,,,,,,,,,,,,,,,,,Málaga,223,00:39:35.363,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f34d12b4-7021-4f63-91b3-c88fb4fcada0,3209,,"[7.9, 52.2]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,179,Barcelona,217,['2415dab5-232c-49c8-863e-035bebdc1962'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:39:38.433,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9126013-9ac0-4b4f-8c8c-6ef39564e194,3215,,"[56.1, 44.9]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Center Defensive Midfield,180,Málaga,223,['01158d22-b012-47b7-9dad-d7f34bd1ef39'],44,,,,,,,,,,,,,,,,,Málaga,223,00:39:44.485,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d432955c-5b8d-417e-8115-bd91b0ae83ca,3218,,"[55.4, 27.8]",267590,84,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Ricca Rostagnol,6844.0,Left Center Back,180,Málaga,223,['8f60058a-ad2a-4b4f-af07-22b98bdaee9b'],45,,,,,,,,,,,,,,,,,Málaga,223,00:39:45.947,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd74cf95-bfe2-47be-b498-5ed950f4e59e,3228,,"[55.7, 76.4]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,183,Barcelona,217,['466ff36d-481d-486e-844c-eefda6b24bd9'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.676,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520a544-b3a0-4c58-8d01-67c2f2576bed,3232,,"[55.7, 52.3]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,184,Barcelona,217,['84e2ee65-3950-4bc3-920e-c56f83d8a540'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:40:35.177,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d9ff2fe-0ebf-480e-a040-c91a669eadea,3235,,"[63.5, 24.8]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Wing Back,184,Barcelona,217,['01189686-f69e-41cb-b777-d939d6bec946'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:40:38.516,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16788385-bf36-4008-beb2-0689b53a3262,3238,,"[72.5, 48.7]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Back,184,Barcelona,217,['9e96857a-9250-445c-b3b4-1ede7742324c'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:40:43.719,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4d40b73-876e-4715-9365-e918028e7f3a,3241,,"[74.3, 69.6]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,184,Barcelona,217,['0e432d47-b66c-447a-a6a2-391955e689d7'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:40:46.304,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28b5f5db-b5f9-40f8-a64a-3a3da99b9d99,3244,,"[72.9, 29.9]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Center Back,184,Barcelona,217,['d56f219a-6581-4f8a-b800-e81cf28c8fca'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:40:52.268,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f716e37-92fc-435c-b2f9-b416b8edc0df,3248,,"[71.4, 54.8]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,184,Barcelona,217,['0b69cbb6-2200-4d29-9080-d731d311fa4d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:40:56.024,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ffb26ac-8f32-4b78-b385-32d7c0d0361e,3251,,"[84.9, 74.7]",267590,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Back,184,Barcelona,217,['f7869b09-0bae-4c16-988d-40b2542cd1c0'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:40:59.600,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6771824-ed63-4e42-b09b-bc92b961318a,3254,,"[111.6, 75.8]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Francisco Alcácer García,6402.0,Right Center Forward,184,Barcelona,217,['0129410b-2441-45f4-9fc8-ae82120b3128'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:41:03.426,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,baf6df4e-c8d3-44f5-9eed-82b1bf6e2ef6,3257,,"[110.2, 35.9]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,184,Barcelona,217,['dba4fb03-d1ba-467d-84ab-a334302264be'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:41:04.599,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b083dc15-8a80-40a2-b432-046b66c25111,3263,,"[41.5, 35.0]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,185,Málaga,223,['52c707f7-bb6d-4a4d-a065-b5618ddec972'],10,,,,,,,,,,,,,,,,,Málaga,223,00:41:10.799,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056f343-fbae-466a-b8f1-ff1f75eb79ae,3266,,"[36.3, 26.4]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,185,Málaga,223,['2da8bd8d-ba67-4e62-817a-419757e14a0c'],13,,,,,,,,,,,,,,,,,Málaga,223,00:41:13.383,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22683bb8-0fc8-46ff-86dc-a1363a35e732,3269,,"[35.2, 3.5]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing Back,185,Málaga,223,['95f1c4a4-5a1b-49e0-ad76-731e59240d08'],15,,,,,,,,,,,,,,,,,Málaga,223,00:41:15.413,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ace6d5a0-6ab7-4fa2-bdd8-14aa48242d1e,3273,,"[70.7, 12.3]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,185,Málaga,223,['5d481e88-0f6d-4646-961f-d395308a8e9e'],18,,,,,,,,,,,,,,,,,Málaga,223,00:41:18.965,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85b000c5-7585-4589-8fee-2897bd4b59fa,3279,,"[92.2, 3.5]",267590,86,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jonathan Rodríguez Menéndez,6581.0,Left Wing Back,186,Málaga,223,['3222d878-067f-479a-acb0-52bcb0e91169'],54,,,,,,,,,,,,,,,,,Málaga,223,00:41:54.298,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,9cff8807-3062-4b68-884e-0e595c86c8ea,3283,,"[105.7, 9.7]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ignacio Camacho Barnola,8234.0,Center Defensive Midfield,186,Málaga,223,['38cd72fd-079a-43a3-ac79-ba170f1b03b7'],2,,,,,,,,,,,,,,,,,Málaga,223,00:42:02.773,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035232ab-7f6c-482f-a0ec-19abf53edd2a,3287,,"[14.0, 73.3]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Back,187,Barcelona,217,['68ed4ec2-993a-42e3-9767-00ea58325a95'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:42:04.385,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9be1876-a5e8-42eb-8ce7-e39bc9b1bd39,3290,,"[19.6, 58.6]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,187,Barcelona,217,['c3ba6428-2ce3-44c7-b4fa-6b4ad7ff6383'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:42:05.436,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc566ea6-d392-476d-9649-1e28f0bec345,3294,,"[8.9, 43.0]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,187,Barcelona,217,['38a8e052-cc33-4139-9281-28dcff4a8233'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:42:07.559,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956289af-31b7-45cc-825b-7270a4fcebe3,3298,,"[9.3, 65.1]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,187,Barcelona,217,['941ae3b1-aa62-4d26-9306-2dc946e0430a'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:42:09.941,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a86e171c-b772-4f9a-9549-bef4508c3dbf,3302,,"[21.2, 38.6]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,187,Barcelona,217,['5854e631-154b-4198-9825-a3f5fc07c18f'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.184,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a97cfc73-8fb6-47bd-bb8e-0318fce85288,3305,,"[42.1, 23.7]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,187,Barcelona,217,['f5ba255c-7ff5-4e0f-9c5b-e770e5945fac'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:42:17.785,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3aca4c0e-2e8d-457c-9bb8-c76cebfaf48e,3308,,"[64.0, 54.6]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Back,187,Barcelona,217,['3c80492b-1440-402f-a6b6-641bdd9cc087'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:42:25.128,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76a57663-c722-40dd-b9d2-5673d95a99a6,3311,,"[87.1, 74.1]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,187,Barcelona,217,['0d6d8104-02c0-42bf-9205-42243cacb85f'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:42:29.511,Ball Receipt*,,2016/2017
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3a47272c-437f-466a-9730-78d2d5bd2ce4,3314,,"[107.7, 31.3]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,187,Barcelona,217,['6c9bf845-0515-43e2-9889-30207033fcec'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:42:32.813,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aea5b519-83f1-4ac3-9b8d-3522bc41da93,3320,,"[62.2, 45.9]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,187,Barcelona,217,['6c3ae99b-8dec-4cb9-8783-8225ede4aece'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:42:39.768,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdf51eda-3a3c-4d8d-8aea-8f0acd3abb7f,3323,,"[76.8, 3.4]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,187,Barcelona,217,['83b35496-55e9-48c7-be8e-6d0c81c30cb3'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:42:43.718,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95064ca6-137f-490a-8cbd-ae76bbdc6cb5,3326,,"[98.1, 3.5]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,187,Barcelona,217,['8eb4ab22-05c9-4e01-a0bc-4abb02ed6282'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:42:46.859,Ball Receipt*,,2016/2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a21879c7-bffc-4fb0-9d0f-c686baa62c31,3329,,"[69.9, 28.8]",267590,87,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,187,Barcelona,217,['5bc60f23-3bae-495a-b40a-ae5bc49aebe4'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:42:51.580,Ball Receipt*,,2016/2017
