50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_end_early_video_end,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d4c31264-f289-4d7e-835f-ece4ae162662,1,,,68347,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26084, 'name': 'Iñaki Lafuente Sancha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26031, 'name': 'Andoni Iraola Sagarna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 25983, 'name': 'Josu Sarriegi Zumárraga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 26100, 'name': 'Ustaritz Aldekoaotalora Astarloa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26033, 'name': 'Javier Casas Cuevas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 26086, 'name': 'Pablo Orbaiz Lesaka'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 15606, 'name': 'Joseba Andoni Etxeberria Lizardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 26101, 'name': 'Joseba Garmendia Elorriaga'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 26035, 'name': 'Francisco Javier Yeste Navarro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Athletic Club,215,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af6b6bea-0de8-46cf-8f19-8c3ea0a3abf7,2,,,68347,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 11270, 'name': 'Eiður Smári Guðjohnsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ec6950c9-a8bf-40ed-9d71-3ae5814e975a,3,,,68347,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['80773a62-df89-42e1-9cbd-dad5224f47d2'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,80773a62-df89-42e1-9cbd-dad5224f47d2,4,,,68347,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['ec6950c9-a8bf-40ed-9d71-3ae5814e975a'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6955f0ca-4188-4f41-b126-cc850abbecec,1566,,,68347,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Barcelona,217,['c34806d2-77d0-49ef-9d1a-f55989d37736'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c34806d2-77d0-49ef-9d1a-f55989d37736,1567,,,68347,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Barcelona,217,['6955f0ca-4188-4f41-b126-cc850abbecec'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,0.596053,,,,,,,,,,,,,,e7045746-a7ab-43f9-b58b-57fea795f47f,5,,"[60.0, 40.0]",68347,0,,,,1.2220253,,Right Foot,,,,"[60.4, 41.1]",,Ground Pass,,1.17047,,,Joseba Andoni Etxeberria Lizardi,15606.0,,,,,Kick Off,1,From Kick Off,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,2,Athletic Club,215,['d1eade07-7ddc-42ae-bb68-c455418d6a22'],1,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.208,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.179338,,,,,,,,,,,,,,733531a6-12f4-4cfd-88c5-c5cdac802f8e,7,,"[62.7, 41.5]",68347,0,True,,,2.5146189,,Right Foot,,,,"[43.1, 55.7]",,Ground Pass,,24.203306,,,Javier Martínez Aginaga,9399.0,,,,,,1,From Kick Off,Joseba Andoni Etxeberria Lizardi,15606.0,Right Wing,2,Athletic Club,215,['17a9d242-e1da-454c-8ac7-5748d456c8b3'],1,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.974,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.1047,,,,,,,,,,,,,,92893cd7-58d0-4dc6-9192-0269f32d899a,9,,"[42.7, 55.8]",68347,0,,,,-0.5118744,,Right Foot,,,,"[88.8, 29.9]",,High Pass,,52.877407,,,Fernando Llorente Torres,3486.0,,,,,,1,From Kick Off,Javier Martínez Aginaga,9399.0,Right Center Midfield,2,Athletic Club,215,['5e89e9ee-ec2d-4c5d-ac01-53969df94d99'],4,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.644,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.66192,,,,,,,,,,,,,,8692bf04-e8ea-4e8b-95b9-65f1cfb7d18f,12,,"[88.8, 29.9]",68347,0,,,True,0.32175055,,,,,,"[111.6, 37.5]",,Low Pass,,24.03331,Incomplete,,Joseba Garmendia Elorriaga,26101.0,,,,,,1,From Kick Off,Fernando Llorente Torres,3486.0,Center Forward,2,Athletic Club,215,"['66dea2a7-1ad0-48df-a904-35c98f50fb2d', 'b02565e3-4a45-42d1-a597-4831e72bfb2f', 'f7df877c-62be-48d5-a156-31a271a657dd']",7,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.788,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.826919,,,,,,,,,,,,,,11a40073-dfcc-42dc-863b-704d79d3cff8,17,,"[13.5, 54.2]",68347,0,,,,1.2220253,,Keeper Arm,,,,"[18.3, 67.4]",,Ground Pass,,14.04564,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['d3c9b323-efc2-4c83-96f8-985ab31b3d2b'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.291,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.881523,,,,,,,,,,,,,,671682dc-0130-4dce-9bd8-ba472fac4080,20,,"[22.5, 62.6]",68347,0,,,,-1.3641131,,Right Foot,,,,"[25.1, 50.2]",,Ground Pass,,12.669649,,,José Edmílson Gomes de Moraes,25910.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['a1c6ce72-c915-43a6-86e4-216accd9f9db'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.243,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.327927,,,,,,,,,,,,,,e31e27f6-da7b-4e64-ac24-29513326cc9d,23,,"[42.5, 44.7]",68347,0,,,,-0.5380442,,Right Foot,,,,"[92.1, 15.1]",,High Pass,,57.760887,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,3,Barcelona,217,"['24f4d7ba-6a71-4f7a-a8b2-30910bfb3ae7', '357831e9-711c-4bd8-a4c1-643941e20b00']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.821,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.612378,,,,,,,,,,,,,,357831e9-711c-4bd8-a4c1-643941e20b00,25,,"[28.9, 65.9]",68347,0,,,,0.06285416,,Head,,,,"[43.2, 66.8]",,High Pass,,14.328294,,,Joseba Andoni Etxeberria Lizardi,15606.0,,,,,Recovery,1,Regular Play,Andoni Iraola Sagarna,26031.0,Right Back,4,Athletic Club,215,"['3c3f8f6d-2a1e-4da7-8b7f-12e97b7db90d', 'e31e27f6-da7b-4e64-ac24-29513326cc9d']",30,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:30.149,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.7882,,,,,,,,,,,,,,c5cdc426-8fbf-476b-b5a5-0fe27c50b8ff,29,,"[36.0, 67.2]",68347,0,,,,-0.50327444,,Left Foot,,,,"[62.7, 52.5]",,High Pass,,30.479174,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Joseba Andoni Etxeberria Lizardi,15606.0,Right Wing,4,Athletic Club,215,['a91e8021-9f35-402b-ad83-09db248370e1'],32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:32.784,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.936957,,,,,,,,,,,,,,24c8763f-b483-4b7d-8093-1f33a2f2d46f,32,,"[62.7, 52.5]",68347,0,,,True,0.70968115,,,,,,"[86.1, 72.6]",,High Pass,,30.847528,,,Joseba Garmendia Elorriaga,26101.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,4,Athletic Club,215,"['562bf663-2c17-4e10-98a9-c84c5414f10c', '6aec8da9-8971-4087-a1bb-3561b50a7e58']",36,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:36.610,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.474205,,,,,,,,,,,,,,1c580097-7658-4345-9521-b3437833afee,36,,"[92.8, 77.0]",68347,0,,,,-2.8651674,,Right Foot,,,,"[78.7, 73.0]",,Ground Pass,,14.656398,,,Joseba Andoni Etxeberria Lizardi,15606.0,,,,,,1,Regular Play,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,4,Athletic Club,215,['2485ad36-27e3-4036-bde0-e9e0bc0c08c6'],42,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:42.151,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.674207,,,,,,,,,,,,,,933cbbdc-c39c-4e19-bea5-fd725b470153,40,,"[78.1, 72.2]",68347,0,,,,-1.204402,,Right Foot,,,,"[81.4, 63.6]",,Ground Pass,,9.211406,,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Joseba Andoni Etxeberria Lizardi,15606.0,Right Wing,4,Athletic Club,215,"['01041ea0-88d4-40ba-8d6c-5ffae1c1a805', '0792f4ec-dda5-4e36-8e84-8ab82b1beffd']",45,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:45.571,Pass,True,2006/2007
,,,,,,,,,,,,,,,,2.620285,,,,,,,,,,,,,,f0446114-02cc-4e0f-bc38-2a797d679c48,43,,"[85.8, 59.4]",68347,0,,,,-0.15160549,,Right Foot,,,,"[114.6, 55.0]",,Ground Pass,,29.134172,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Midfield,4,Athletic Club,215,['53c2ea4c-54fe-4059-83d1-beec879a6502'],47,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:47.672,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.157834,,,,,,,,,,,,,,5e988ed2-7878-4800-bbab-ed5c6c573621,46,,"[117.2, 55.0]",68347,0,,,,-1.6518682,,Right Foot,True,,,"[115.9, 39.0]",,High Pass,,16.052725,Incomplete,,Francisco Javier Yeste Navarro,26035.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,4,Athletic Club,215,"['a869570f-dd14-433e-99e8-94a760b4a336', 'e558bc36-696a-481c-ad09-b61b7d73ce32']",51,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:51.048,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.4848,,,,,,,,,,,,,,7bd2d509-02c2-49be-9dc9-70a5aa1b1573,49,,"[12.2, 30.2]",68347,0,True,,,-0.14134365,,Keeper Arm,,,,"[37.5, 26.6]",,Low Pass,,25.554844,,,Anderson Luís de Souza,19757.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['cd7baca0-9110-4a08-90c3-94083e50b234'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.880,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.924563,,,,,,,,,,,,,,1e70b895-97e5-4e2d-89fc-b66072231e9d,51,,"[43.3, 26.0]",68347,1,,,,-1.5940479,,Right Foot,,,,"[42.9, 8.8]",,Ground Pass,,17.20465,,,Giovanni van Bronckhorst,17797.0,,,,,,1,From Keeper,Anderson Luís de Souza,19757.0,Right Center Midfield,5,Barcelona,217,['ac3c950f-194d-4cc6-a68a-9d2ed2743d33'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.755,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.690008,,,,,,,,,,,,,,b86ce5ee-4dc2-4f0c-b683-c16fea28c7bd,54,,"[42.9, 8.8]",68347,1,,,,0.020199273,,Left Foot,,,,"[52.8, 9.0]",,Ground Pass,,9.90202,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Keeper,Giovanni van Bronckhorst,17797.0,Left Back,5,Barcelona,217,['8031f046-488a-46b6-9f56-9263cbbba2ac'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.840,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.3546,,,,,,,,,,,,,,057759de-ccdc-4e6c-aff1-fa7eac6aab03,57,,"[54.3, 6.4]",68347,1,,,,2.9718144,,Right Foot,,,,"[47.3, 7.6]",,Ground Pass,,7.1021123,Incomplete,,Giovanni van Bronckhorst,17797.0,,,,,,1,From Keeper,Ronaldo de Assis Moreira,25879.0,Left Wing,5,Barcelona,217,"['3bac2810-1b2d-4b9f-a2f3-88b04c166003', 'f294ea4c-961a-4f14-abd7-e0a34d7d887b']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.570,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.0517,,,,,,,,,,,,,,dd040025-177d-4c6d-bb88-bd1bfe7062b2,60,,"[54.3, 1.0]",68347,1,True,,,0.7170118,,,,,,"[73.8, 18.0]",,Low Pass,,25.869867,,,Ronaldo de Assis Moreira,25879.0,,,,,Throw-in,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,6,Barcelona,217,['3edeb6b4-e92e-4e87-bca8-1510213b6447'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.408,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.3764,,,,,,,,,,,,,,34590904-2fa5-482b-b352-86eb5df7c9f6,62,,"[74.0, 18.8]",68347,1,,,,1.1811615,,Right Foot,,,,"[82.5, 39.5]",,High Pass,,22.37722,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,6,Barcelona,217,['3974a36f-bc67-4de1-8f47-fcfd56e07abe'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.576,Pass,,2006/2007
,,,,,,,,,,,,,,,,5.780094,,,,,,,,,,,,,,69787c4b-8166-4821-a255-98dbd80b4755,64,,"[82.5, 39.5]",68347,1,,,,-0.7675139,,Head,,,,"[113.8, 9.3]",,High Pass,,43.494022,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Throw In,Eiður Smári Guðjohnsen,11270.0,Center Forward,6,Barcelona,217,"['4ee6a87c-b541-480c-9fd8-7efb0a9763ab', '5f982e55-5468-4bc5-adf3-2d67d1cc0fcb']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.992,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.0875,,,,,,,,,,,,,,2242f03b-191a-47c7-abb2-636e51a64597,68,,"[6.2, 72.0]",68347,1,,,,-0.00674526,,Right Foot,,,,"[65.5, 71.6]",,High Pass,,59.30135,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Josu Sarriegi Zumárraga,25983.0,Right Center Back,7,Athletic Club,215,['5e5f208a-8683-4aed-a958-9059737dc560'],22,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:22.384,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.918927,,,,,,,,,,,,,,b34ab4ab-3189-4a2b-857f-37c5bcd7e28c,71,,"[65.7, 72.2]",68347,1,,,,2.7564352,,Head,,,,"[58.3, 75.2]",,High Pass,,7.984986,,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,7,Athletic Club,215,['1d6fc335-5508-40b3-ab7d-122476bb97d5'],26,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.553,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.167119,,,,,,,,,,,,,,6e19c128-0994-4ab7-ab2e-9bbdb5218125,79,,"[73.4, 26.2]",68347,1,,,,1.3072641,,Right Foot,,,,"[86.0, 72.9]",,High Pass,,48.36993,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,8,Barcelona,217,['61aa86cc-6eb7-4224-93ae-2b4978c66d5c'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.891,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.166,,,,,,,,,,,,,,61e69589-1e26-46ad-97ff-18d6bcf4a312,88,,"[120.0, 80.0]",68347,2,,,,-1.6055046,19c97c24-2019-40e5-a12d-f9886136217c,Right Foot,,,,"[119.0, 51.2]",,High Pass,,28.817356,,True,Carles Puyol i Saforcada,20125.0,True,,Outswinging,,Corner,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,9,Barcelona,217,['5179842f-e66d-4e47-aaac-eadb2479dd49'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.951,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.1059,,,,,,,,,,,,,,1146a20e-5bc7-4ec9-9192-c71e6b164d98,93,,"[6.0, 36.0]",68347,2,,,,-0.17659757,,Right Foot,,,,"[68.2, 24.9]",,High Pass,,63.18267,Incomplete,,Fernando Llorente Torres,3486.0,,,,,Goal Kick,1,From Goal Kick,Iñaki Lafuente Sancha,26084.0,Goalkeeper,10,Athletic Club,215,"['0a93c368-c543-4397-abaa-58a49e67a8ba', 'afc111fb-9d6e-4acb-8894-c957ec9ef9c3']",43,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:43.502,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.5264,,,,,,,,,,,,,,5c042e7b-bdea-4693-9c28-6459f223bb35,97,,"[74.9, 1.0]",68347,2,True,,,0.24795485,,,,,,"[90.7, 5.0]",,High Pass,,16.298466,,,Francisco Javier Yeste Navarro,26035.0,,,,,Throw-in,1,From Throw In,Javier Casas Cuevas,26033.0,Left Back,11,Athletic Club,215,['dbecb4ac-474d-47ef-8ece-b7f321eb17e4'],56,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:56.471,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.7958,,,,,,,,,,,,,,ace9fc90-5dfa-4589-9ec1-c389fd413dbc,99,,"[90.7, 5.0]",68347,2,,,,1.7228396,,Head,,,,"[88.8, 17.4]",,Low Pass,,12.54472,Incomplete,,,,,,,,,1,From Throw In,Francisco Javier Yeste Navarro,26035.0,Left Wing,11,Athletic Club,215,['4d1345b5-c30e-4c3d-9f54-3b4d5701e59d'],58,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:58.115,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.49549,,,,,,,,,,,,,,bb43e6f7-42d2-45f9-94b9-0c580721b04a,102,,"[34.9, 66.6]",68347,3,,,,-2.9858396,,Right Foot,,,,"[22.8, 64.7]",,Ground Pass,,12.248265,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,12,Barcelona,217,['3c7200f0-ae9f-4e7a-bb50-2f0fb5331add'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:01.191,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.077961,,,,,,,,,,,,,,d39a53b2-a6f5-4ea4-b029-c655559109aa,105,,"[22.8, 64.7]",68347,3,,,,-2.3256955,,Right Foot,,,,"[8.5, 49.5]",,Ground Pass,,20.869356,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,12,Barcelona,217,['aaeae929-a786-4c4c-9058-d0921b0179d7'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:01.803,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.327034,,,,,,,,,,,,,,b1bc08b6-5f82-4d38-99fb-935ea6244177,108,,"[8.5, 49.5]",68347,3,,,,1.1896443,,Right Foot,,,,"[19.2, 76.2]",,Ground Pass,,28.764214,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,12,Barcelona,217,['f516b3f6-3e99-4dac-83ab-4a2c20c5c1c9'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.102,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.35986,,,,,,,,,,,,,,6dc963c3-b099-419d-89ca-203250bcb21d,112,,"[27.0, 67.4]",68347,3,,,,-0.9926359,,Right Foot,,,,"[34.7, 55.6]",,Ground Pass,,14.090068,,,José Edmílson Gomes de Moraes,25910.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,12,Barcelona,217,['64ffa383-9dbd-4dc4-b3ee-6d11758e273d'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:12.621,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.440508,,,,,,,,,,,,,,1fd8f103-c51d-42c4-a6af-15700f03d38c,115,,"[34.7, 55.6]",68347,3,,,,1.9869683,,Right Foot,,,,"[26.7, 73.7]",,Ground Pass,,19.789139,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,12,Barcelona,217,['fe3bb1af-a54f-4897-b298-cb99d94ac569'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.418,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.1222,,,,,,,,,,,,,,02090896-457c-48bc-89db-61bfce36c1d6,118,,"[26.7, 73.7]",68347,3,,,,-0.200709,,Right Foot,,,,"[84.7, 61.9]",,High Pass,,59.188175,Incomplete,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,12,Barcelona,217,"['276df623-3bdb-4225-a03c-cbd2f6710df0', '35186c8d-f3a8-47be-8260-1a1a6981c3d4']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.508,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.860471,,,,,,,,,,,,,,83ab65e4-8dba-4fe7-aa49-0b0864984415,124,,"[92.3, 63.2]",68347,3,,,,0.40141353,,Right Foot,,,,"[106.2, 69.1]",,Ground Pass,,15.100331,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,12,Barcelona,217,['0c64720d-9f3c-4276-a773-cd31db824908'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.904,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.9174,,,,,,,,,,,,,,e88d2c9c-151c-44b6-b51f-9b4b2f08feca,128,,"[107.7, 61.1]",68347,3,,,,-2.8406725,,Left Foot,,,,"[99.0, 58.4]",,Ground Pass,,9.109336,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,12,Barcelona,217,"['12780054-c169-4e0e-ad90-c7c02464ca01', 'f9371148-95c1-4c82-b7c0-4bbeedfb93bb']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.004,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.598669,,,,,,,,,,,,,,fec19708-7b17-4766-b786-6c383bb0e995,135,,"[3.3, 5.0]",68347,3,,,,-0.2415657,,Left Foot,,,,"[17.1, 1.6]",,High Pass,,14.21267,Out,,,,,,,,,1,Regular Play,Pablo Orbaiz Lesaka,26086.0,Left Center Midfield,12,Barcelona,217,['c10e55c8-8ece-4942-913c-1482eb3efd43'],32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:32.401,Pass,True,2006/2007
