50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.03709,,,,,,,,,,,,,3c20b7ee-30d5-4e6e-a0c1-98b2573a4681,2785,,"[85.8, 77.5]",266148,66,,,,-2.4263914,,Right Foot,,,,"[72.1, 65.6]",Ground Pass,,18.146626,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['eef196a8-8f64-46db-a95c-c8fa412579a5'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:21:27.238,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.344575,,,,,,,,,,,,,656aef94-ea21-4718-bc2d-581cc311a4b3,2788,,"[72.1, 65.6]",266148,66,,,,-1.5020523,,Left Foot,,,,"[74.2, 35.1]",Ground Pass,,30.57221,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,134,Barcelona,217,['9d073861-caae-423a-a564-e0f033ec4a09'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.744,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.971452,,,,,,,,,,,,,85bd8b0b-64a1-47b8-b305-549c30360ce5,2791,,"[84.1, 32.2]",266148,66,,,,-0.7078597,,Right Foot,,,,"[105.6, 13.8]",Ground Pass,,28.298586,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['59455e00-3a2f-4923-acf8-9f0d06370199'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:21:32.672,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.206913,,,,,,,,,,,,,8d435bc0-fd0f-4f8c-92d5-a0dbd690f06c,2794,,"[105.6, 13.8]",266148,66,,,,2.5035067,,Left Foot,,,,"[96.7, 20.4]",Ground Pass,,11.080162,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,134,Barcelona,217,['65067277-7629-4c11-a865-5792122da39f'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:21:36.096,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.7744,,,,,,,,,,,,,a6156eb0-dba7-4e78-9d65-9f83acbfcf5e,2797,,"[112.8, 16.2]",266148,66,,,,1.6935526,,Left Foot,True,,,"[110.9, 31.6]",Ground Pass,,15.516766,,,Incomplete,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,134,Barcelona,217,['60f8b34d-a4fa-452a-b768-5c8add43bddc'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:21:39.430,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.822,,,,,,,,,,,,,1a49b319-4a64-4404-9421-d0dd1637d253,2800,,"[120.0, 0.1]",266148,67,,,,1.6405519,,Right Foot,,,,"[116.8, 45.9]",High Pass,True,45.911655,,,Incomplete,,,,,True,Inswinging,,Corner,2,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,135,Barcelona,217,['7fa0c121-d50a-4f21-8db2-06073c203d72'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:22:16.615,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.0623,,,,,,,,,,,,,94f845e8-0767-4546-ad58-22f0f82c8916,2805,,"[118.9, 73.5]",266148,67,,,,-1.5707964,,Right Foot,,,,"[118.9, 70.5]",High Pass,,3.0,,,Incomplete,,,,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,135,Barcelona,217,['51104cac-692a-4662-97a1-44819e474391'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:22:29.148,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.7815,,,,,,,,,,,,,51d25c34-e207-41e8-b50d-4f7cbc4a067f,2807,,"[120.0, 80.0]",266148,67,,,,-1.8723564,,Right Foot,,,,"[109.3, 45.6]",High Pass,,36.025684,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,136,Barcelona,217,['9132bde0-cd2b-4ef4-8028-ed873a52fff7'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.531,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.876797,,,,,,,,,,,,,5269b092-d6fd-4389-9dcf-2d78533a69d9,2811,,"[89.2, 72.9]",266148,67,,,True,0.6435011,,,,,,"[95.6, 77.7]",High Pass,,8.0,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,136,Barcelona,217,"['86353c13-2f4a-4f1e-a12d-4b51105f42f2', 'c14ab273-988f-4c1a-8931-654311fa507d']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:22:46.920,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.947171,,,,,,,,,,,,,6af341af-49bf-44ac-acf7-ad88518cf695,2814,,"[95.6, 77.7]",266148,67,,,,-1.5316007,,Right Foot,,,,"[96.2, 62.4]",Low Pass,,15.31176,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,136,Barcelona,217,['34861083-d8e0-4665-89de-ad1f51d3da11'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:22:48.090,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.685214,,,,,,,,,,,,,b8a1b954-a5b0-48d7-a3c6-b7f8e9546bea,2818,,"[97.8, 61.1]",266148,67,,,,-2.8728895,,Right Foot,,,,"[90.9, 59.2]",Ground Pass,,7.156815,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Corner,Gerard Piqué Bernabéu,5213.0,Right Center Back,136,Barcelona,217,['786a981e-3511-4932-aac4-2906e7d747b0'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:22:50.187,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.090755,,,,,,,,,,,,,0486f59c-de19-43a7-97e9-beffe91da626,2823,,"[91.3, 56.3]",266148,68,True,,,-1.4071357,,Left Foot,,,,"[96.7, 23.6]",Ground Pass,,33.14287,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Free Kick,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,137,Barcelona,217,['b29aa1fe-4ace-41ab-9833-9baa4017aa92'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:23:04.872,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.992758,,,,,,,,,,,,,cb02a52e-2449-4669-a51f-8c6c91c38ff4,2826,,"[106.1, 24.5]",266148,68,,,,0.8699419,,Right Foot,,,,"[111.5, 30.9]",Ground Pass,,8.373769,,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Center Midfield,137,Barcelona,217,"['8528cf6e-0eca-4975-be66-3dc7d96f0643', '8d862858-489f-4d1b-834c-1e85b83cdbea']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.483,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,3.2354,,,,,,,,,,,,,38e79b0f-0cb6-4028-9d07-e8f9193559ba,2828,,"[8.6, 49.2]",266148,68,,,,0.25277746,,Right Foot,,,,"[62.8, 63.2]",High Pass,,55.978924,,,Incomplete,,Samuel García Sánchez,6783.0,,,,,Free Kick,2,From Free Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,138,Málaga,223,"['04f7770d-5405-4ad8-99f1-e13cad82f2c5', '7fece8ad-0741-476d-8386-eccdf099b362']",35,,,,,,,,,,,,,,,,,Málaga,223,00:23:35.156,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.973408,,,,,,,,,,,,,04f7770d-5405-4ad8-99f1-e13cad82f2c5,2831,,"[57.3, 16.9]",266148,68,,,True,0.038258836,,,,,,"[78.2, 17.7]",High Pass,,20.915306,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,138,Málaga,223,"['0fdc3f06-6aad-486f-91de-405f104944a8', '38e79b0f-0cb6-4028-9d07-e8f9193559ba', '64c5eabc-d524-4df5-8636-f59c3544aefe']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.392,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.7835,,,,,,,,,,,,,e266b9fa-210d-4255-a89f-673ea835096e,2833,,"[78.2, 17.0]",266148,68,,,,0.15037143,,Head,,,,"[88.1, 18.5]",High Pass,,10.012992,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,138,Málaga,223,"['38b4c0d7-7ea2-4e72-8c65-a34268578d49', 'bd61a883-6d40-4d81-849f-7a12f264a554']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:23:39.588,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.4637,,,,,,,,,,,,,094da892-ba8f-4112-a111-1af6ad5d7bfa,2837,,"[39.4, 56.7]",266148,68,,,True,1.2649175,,,,,,"[40.6, 60.5]",High Pass,,3.9849718,,,,,Ricardo Jorge Luz Horta,10868.0,,,,,Recovery,2,From Free Kick,Sergi Darder Moll,3236.0,Right Center Midfield,138,Málaga,223,"['0fc563fc-aa7e-4e88-b5c2-62eb3d314030', '6eb22412-d89b-474a-bcd4-2d793946de8c']",42,,,,,,,,,,,,,,,,,Málaga,223,00:23:42.304,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.9862,,,,,,,,,,,,,85aaf461-292e-4560-8f0c-ccded200d16f,2840,,"[38.1, 64.3]",266148,68,,,,-0.25243425,,Right Foot,,,,"[63.3, 57.8]",High Pass,,26.024796,,,Incomplete,,Samuel Castillejo Azuaga,6829.0,,,,,,2,From Free Kick,Ricardo Jorge Luz Horta,10868.0,Right Midfield,138,Málaga,223,"['815177db-cbc7-47f7-80ed-a8e071433752', 'b9ccbc59-fe9f-436c-9dc6-93e7362ea8be']",45,,,,,,,,,,,,,,,,,Málaga,223,00:23:45.017,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.759547,,,,,,,,,,,,,815177db-cbc7-47f7-80ed-a8e071433752,2843,,"[56.8, 22.3]",266148,68,,,True,0.25012442,,,,,,"[70.5, 25.8]",High Pass,,14.140014,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,139,Barcelona,217,"['2a1c9fdf-ab7c-4d9e-98cb-58d5b1c143f2', '5e1cf4b3-899b-48fc-85d9-3827bd40c4b8', '85aaf461-292e-4560-8f0c-ccded200d16f']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.003,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,2.241903,,,,,,,,,,,,,2998c58c-af49-4fa3-9185-c0d80d5b41b5,2846,,"[66.7, 27.3]",266148,68,,,,1.9795748,,Right Foot,,,,"[57.3, 49.0]",Low Pass,,23.648468,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,139,Barcelona,217,['aef25baa-03e2-47ba-b0ed-191a54f42b99'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.296,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.231207,,,,,,,,,,,,,48802771-5036-4049-bf55-447b2641f292,2849,,"[64.0, 48.8]",266148,68,,,,-1.5073894,,Right Foot,,,,"[64.8, 36.2]",Ground Pass,,12.625371,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,139,Barcelona,217,['6762b47d-3888-4f57-b15a-623b3d32e1a8'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:23:54.720,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.483054,,,,,,,,,,,,,b1c23abe-8c64-4676-be92-927a19d33600,2852,,"[68.4, 34.9]",266148,68,,,,-1.2048756,,Right Foot,,,,"[76.6, 13.5]",Ground Pass,,22.917242,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,139,Barcelona,217,['791895f2-43b9-4c17-9dea-2912a192948a'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:23:57.519,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.943407,,,,,,,,,,,,,03cbf6bf-0c82-4487-8acb-77bc8e0a65ff,2855,,"[82.2, 12.1]",266148,68,,,,-0.49710792,,Left Foot,,,,"[91.6, 7.0]",Ground Pass,,10.694391,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,139,Barcelona,217,['599cefeb-b3f8-4e32-8f9e-d04f20e837b2'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:23:59.925,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.407759,,,,,,,,,,,,,8fe7831f-2107-448d-871e-d27994fb9ade,2858,,"[92.1, 8.9]",266148,69,,,,2.1815224,,Right Foot,,,,"[78.8, 27.9]",Ground Pass,,23.192455,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,139,Barcelona,217,['e40505bf-5866-491d-8743-1ee162f8f6a2'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:24:03.060,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.110895,,,,,,,,,,,,,09b49de3-fd3f-4174-bb1c-c1a2166d5875,2861,,"[78.8, 27.9]",266148,69,,,,1.4567559,,Right Foot,,,,"[81.4, 50.6]",Ground Pass,,22.848413,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,139,Barcelona,217,['5ec23808-12fa-4aa0-8bdb-06c60603343d'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:24:05.637,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.8022,,,,,,,,,,,,,5f3af88b-22bb-4ccb-b3db-67b7ca6758ef,2868,,"[92.5, 52.9]",266148,69,,,,-0.75762755,,Left Foot,,,,"[99.9, 45.9]",Ground Pass,,10.186265,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,139,Barcelona,217,"['1046d699-1355-46d3-b016-d4fa1b8647a7', '21094a50-8629-4246-a6c5-8f6994a1d391']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:24:09.014,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.402,,,,,,,,,,,,,44d5bc8f-819b-4cf1-a109-5f154652a9fa,2873,,"[38.3, 26.2]",266148,69,,,,0.89179105,,Left Foot,,,,"[42.9, 31.9]",Ground Pass,,7.324616,,,Incomplete,,Samuel García Sánchez,6783.0,,,,,,2,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Center Forward,139,Barcelona,217,"['a4b3cd67-b467-4137-a7bd-3d322a601da6', 'a832324e-bb92-4490-82b8-d61f078df476']",12,,,,,,,,,,,,,,,,,Málaga,223,00:24:12.377,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.030123,,,,,,,,,,,,,879f7366-8e6d-4aec-b784-9d5f44e07aa6,2883,,"[78.5, 38.4]",266148,69,,,,2.2170985,,Left Foot,,,,"[69.9, 49.8]",Ground Pass,,14.280056,,,,,Ivan Rakitić,5470.0,,,,,Recovery,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Center Midfield,139,Barcelona,217,"['8177737b-4e86-427f-b5cc-1d82314eb7a0', 'a70f56a7-b96f-487c-8735-57990c6fe70f']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:24:14.854,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.410175,,,,,,,,,,,,,da4f4f3f-988b-42b9-8d2c-bc164f15aa15,2886,,"[69.9, 49.8]",266148,69,,,,1.1426749,,Left Foot,,,,"[81.4, 75.0]",Ground Pass,,27.7,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,139,Barcelona,217,['241140f9-5671-4ccb-a415-6b6a7080a9b7'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:24:17.656,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.310833,,,,,,,,,,,,,460190db-a2e1-4db5-aa03-f2d10ddb6796,2890,,"[92.1, 73.9]",266148,69,,,,-2.3162158,,Left Foot,,,,"[80.1, 60.9]",Ground Pass,,17.691807,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,139,Barcelona,217,['dfe4ab20-9bf0-412f-9444-ecddec526d6a'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:24:22.971,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.041818,,,,,,,,,,,,,e75cedc9-29d2-4fc4-bbb8-5d0ece7bdd95,2893,,"[83.6, 60.1]",266148,69,,,,-1.1849136,,Right Foot,,,,"[86.2, 53.7]",Ground Pass,,6.9079666,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,139,Barcelona,217,['4f7c8083-f9d5-430e-a120-348f23cf508e'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.005,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.389734,,,,,,,,,,,,,f68b3934-0ed5-45d3-bd8c-51eaa9651d5c,2897,,"[90.8, 60.9]",266148,69,,,,1.0679531,,Right Foot,,,,"[99.6, 76.9]",Ground Pass,,18.26034,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,139,Barcelona,217,"['ab4e757d-e82c-4195-a7e9-e589f30550b2', 'e68c2ec7-1435-4e1f-9a85-89eeba9f8a64']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.578,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,2.668301,,,,,,,,,,,,,bb66e3e4-6047-4afa-afee-72972a555654,2900,,"[102.6, 76.4]",266148,69,,,,-1.5379443,,Right Foot,True,,,"[104.0, 33.8]",High Pass,,42.622997,,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,139,Barcelona,217,['276e76a3-a856-4c4d-b785-a33a480766e8'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:24:32.410,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9289,,,,,,,,,,,,,f76e5983-f622-4aad-bdbc-d6c4f0294640,2902,,"[104.0, 33.8]",266148,69,,,True,1.3460852,,,,,,"[105.6, 40.8]",High Pass,,7.180529,,,Incomplete,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,139,Barcelona,217,"['05b4e533-c5b3-427b-807d-e6592590e906', '855314fe-175b-47b3-b34b-5bb83ca4030c']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.118,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.210441,,,,,,,,,,,,,1311c27c-c4e7-4805-adea-d84f97a98eec,2905,,"[80.1, 27.3]",266148,69,,,,-1.315614,,Left Foot,,,,"[84.9, 8.9]",Ground Pass,,19.015783,,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,139,Barcelona,217,['2adce885-eb44-4142-9393-50c23cdf96b4'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:24:38.112,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.835688,,,,,,,,,,,,,211c3f06-21fd-41f9-a9a2-e346c56d569c,2908,,"[89.5, 11.0]",266148,69,,,,-0.4713103,,Right Foot,,,,"[99.9, 5.7]",Ground Pass,,11.672618,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,139,Barcelona,217,['8e2efef5-63aa-4108-b505-1481ab2a44d7'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.186,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.3271,,,,,,,,,,,,,5b7a9b7b-fdfc-42f5-8780-2a70e75b7839,2912,,"[98.1, 8.3]",266148,69,,,,1.2753555,,Right Foot,True,,,"[107.9, 40.5]",High Pass,,33.658283,,,Incomplete,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,139,Barcelona,217,"['a04a36df-3702-469f-8e77-4debf7a933d7', 'c9c4b8e0-ecea-4396-a2c1-cb0a845a3968']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:24:44.226,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.953007,,,,,,,,,,,,,5da279c2-591a-4fc9-b7f2-694c4ab7b25f,2916,,"[35.2, 41.7]",266148,69,,,,0.9856839,,Left Foot,,,,"[40.5, 49.7]",Ground Pass,,9.596354,,,,,Samuel García Sánchez,6783.0,,,,,,2,Regular Play,Juan Pablo Añor Acosta,6563.0,Left Midfield,140,Málaga,223,['c52a0e93-a307-42fb-94e2-59d2c3d77c20'],47,,,,,,,,,,,,,,,,,Málaga,223,00:24:47.355,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.7615,,,,,,,,,,,,,0881b8cf-cf8f-4555-9d00-ca54ec064af9,2920,,"[40.5, 49.7]",266148,69,,,,-0.17809294,,Right Foot,,,,"[50.5, 47.9]",Ground Pass,,10.160708,,,,,Juan Pablo Añor Acosta,6563.0,,,,,,2,Regular Play,Samuel García Sánchez,6783.0,Right Center Forward,140,Málaga,223,['03e7ab27-ac16-410b-8cc2-c17f30265c58'],50,,,,,,,,,,,,,,,,,Málaga,223,00:24:50.449,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.129732,,,,,,,,,,,,,4e487d61-e346-4ff7-8f71-ae28a7325167,2927,,"[48.3, 55.9]",266148,69,,,,0.71538293,,Right Foot,,,,"[68.9, 73.8]",Ground Pass,,27.290474,,,,,Ricardo Jorge Luz Horta,10868.0,,,,,,2,Regular Play,Juan Pablo Añor Acosta,6563.0,Left Midfield,140,Málaga,223,['8c3b0b11-8f98-473b-8b96-2ff223d6ef91'],53,,,,,,,,,,,,,,,,,Málaga,223,00:24:53.883,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.0131,,,,,,,,,,,,,0875c1c2-d923-4b83-b927-d338518dc066,2930,,"[68.6, 77.1]",266148,69,,,,-2.9457238,,Right Foot,,,,"[56.0, 74.6]",Ground Pass,,12.845622,,,,,Juan Pablo Añor Acosta,6563.0,,,,,,2,Regular Play,Ricardo Jorge Luz Horta,10868.0,Right Midfield,140,Málaga,223,['1f64ddb5-c9ea-4e60-b39f-2ccbc85772a0'],56,,,,,,,,,,,,,,,,,Málaga,223,00:24:56.184,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.218994,,,,,,,,,,,,,cc8b4443-78ae-4f42-a3b9-067740e24bfb,2935,,"[56.8, 0.1]",266148,70,,,,2.55359,,,,,,"[41.5, 10.3]",Low Pass,,18.388311,,,,,Jérémy Mathieu,10609.0,,,,,Throw-in,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,141,Barcelona,217,['63ddfdb2-c17d-48e6-a458-ba9326259f07'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:25:01.931,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.290909,,,,,,,,,,,,,6f39c120-09a2-442f-b0b5-e86b378cb481,2938,,"[44.0, 11.6]",266148,70,,,,1.3673984,,Left Foot,,,,"[53.9, 59.6]",Ground Pass,,49.010303,,,,,Daniel Alves da Silva,4324.0,,True,,,,2,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,141,Barcelona,217,['d484801e-2f8a-433e-975b-c00edcb1ae40'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:25:05.587,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.871329,,,,,,,,,,,,,388b4933-a0f4-43e3-a447-084d1ff794ce,2941,,"[65.6, 61.6]",266148,70,,,,-1.3633001,,Right Foot,,,,"[68.0, 50.2]",Ground Pass,,11.649893,,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['49128643-0e2f-4463-bfc9-b2a7007fee58'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:25:10.809,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.757298,,,,,,,,,,,,,aed53d64-3257-4a16-98f8-d2820b3dc42a,2944,,"[69.9, 49.0]",266148,70,,,,-0.90975314,,Right Foot,,,,"[73.4, 44.5]",Ground Pass,,5.700877,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,141,Barcelona,217,['defe95c7-2885-4fa6-8b0f-0f77ee511574'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:25:12.973,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.218216,,,,,,,,,,,,,d05c8d93-9220-4f16-ae97-2c9f1715aad3,2947,,"[76.1, 39.1]",266148,70,,,,-0.83082145,,Left Foot,,,,"[103.4, 9.2]",Ground Pass,,40.48827,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Barcelona,217,['a8e463ee-8d76-4698-8d6c-c19708653d4a'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:25:15.985,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.551936,,,,,,,,,,,,,af1ff6c9-9014-4f8b-a9f8-40bf2b694d3e,2950,,"[102.0, 13.2]",266148,70,,,,-2.8086693,,Left Foot,,,,"[91.3, 9.5]",Ground Pass,,11.321661,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,141,Barcelona,217,['56cf5d88-9296-4e57-a0b1-4d9084db23c3'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:25:23.222,Pass,,2014/2015
