bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.3853,,,,,,,,,,,,,7167c9d5-9f6c-4194-92fa-4b7ca233488a,2118,,"[92.6, 77.7]",69221,47,,,,,-0.08314123,,Right Foot,,,,"[99.8, 77.1]",,Ground Pass,,7.2249565,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,111,Barcelona,217,"['3dd049ec-a51d-477a-a4f5-b80dad13825d', 'c8be2bf4-2fb7-49e0-ab5d-d413db2ba9cb']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.309,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.6873,,,,,,,,,,,,,7dc3204f-44c5-44f1-9909-b94483716a61,2124,,"[25.2, 3.9]",69221,47,,,,,0.066568166,,Left Foot,,,,"[49.2, 5.5]",,Ground Pass,,24.053274,,,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,112,RC Deportivo La Coruña,219,"['80d1d5e0-aed1-4f3a-871e-747e1d933d73', '8b4c58c6-10da-4e62-af6d-2062f2193fba']",28,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:28.206,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.8539,,,,,,,,,,,,,3b0c394d-3d10-4ae8-a3fc-bb09f10c3f10,2128,,"[47.2, 4.3]",69221,47,,,,,1.5133882,,Left Foot,,,,"[47.7, 13.0]",,Ground Pass,,8.714356,,,,José Andrés Guardado Hernández,5563.0,,,,,,,2,Regular Play,Iván Sánchez Rico Soto,26055.0,Center Forward,112,RC Deportivo La Coruña,219,"['3d299a04-ef26-4eff-8b9f-485d87972690', 'da594f57-244e-4be9-a24a-9306ec8cbc7e']",32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:32.427,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.0072,,,,,,,,,,,,,326cc5a7-51ba-48ae-84fa-6138c31b5a9c,2132,,"[44.1, 8.9]",69221,47,,,,,-0.28728145,,Left Foot,,,,"[57.3, 5.0]",,Ground Pass,,13.764084,,,,Manuel Pablo García Díaz,26209.0,,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,112,RC Deportivo La Coruña,219,"['0cb049cb-d239-45fe-926b-24406856f723', '75f5223d-5b20-46bb-9f8f-0ab6ae55f13d']",33,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:33.555,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.5383,,,,,,,,,,,,,e11f6713-66a8-42a7-b7f6-d757d4539ab1,2135,,"[57.6, 5.5]",69221,47,,,,,2.0736396,,Right Foot,,,,"[53.2, 13.5]",,Ground Pass,,9.13017,,,,Antonio Tomás González,26064.0,,,,,,,2,Regular Play,Manuel Pablo García Díaz,26209.0,Left Back,112,RC Deportivo La Coruña,219,['032f0860-2735-4a76-85be-797b66cc45cd'],35,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:35.757,Pass,,2009/2010
,,,,,,,,,,,,,,,,,4.1887,,,,,,,,,,,,,d73f3d51-5d17-4196-a1a9-9bdcc8c7d083,2138,,"[55.4, 12.5]",69221,47,,,,,0.2979638,,Right Foot,,,,"[94.8, 24.6]",,High Pass,,41.216137,,Incomplete,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,Antonio Tomás González,26064.0,Left Center Midfield,112,RC Deportivo La Coruña,219,"['18ae1d70-fb03-4885-91f7-a87009990642', '9f5638d8-e946-49c6-9ac2-87b1dc79286d']",36,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:36.335,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.69403,,,,,,,,,,,,,f2a8c56e-4dea-4079-8447-9e746f94a464,2142,,"[23.6, 56.1]",69221,47,,,,,-0.56056523,,Right Foot,,,,"[37.3, 47.5]",,Ground Pass,,16.175598,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,113,Barcelona,217,['e806a57b-8e15-44f2-adbb-b8b8102efe1c'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:02:41.340,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2967,,,,,,,,,,,,,5fa8cb78-54c3-4f81-9abb-2122d704e0d3,2145,,"[38.1, 41.0]",69221,47,,,,,-0.20418498,,Right Foot,,,,"[57.9, 36.9]",,Ground Pass,,20.22004,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,113,Barcelona,217,['d3d6c1b5-7ba1-4542-8719-8e271217fa30'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.069,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.159,,,,,,,,,,,,,a9efb497-c538-45c5-8fe3-c4ded8e93eb1,2149,,"[66.0, 30.4]",69221,47,,,,,1.5222907,,Right Foot,,,,"[66.5, 40.7]",,Ground Pass,,10.312129,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,113,Barcelona,217,"['1f5689ba-2a52-497e-80f2-11b02f419aa9', '6cee0328-e2f5-4a0b-a78e-12842ed32100']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.521,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.400258,,,,,,,,,,,,,bc3a1f6f-09f8-40bb-83fe-5db3236dddb9,2155,,"[75.3, 37.1]",69221,48,,True,,,-1.2916365,,Right Foot,,,,"[84.1, 6.4]",,Ground Pass,,31.936342,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,114,Barcelona,217,['0dc7aa47-4325-43a0-849e-f9c70a9bdb0c'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:03:10.515,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.511049,,,,,,,,,,,,,99608abe-e347-4344-8264-67782355eaf7,2157,,"[87.6, 5.3]",69221,48,,,,,2.108554,,Left Foot,,,,"[77.7, 21.9]",,Ground Pass,,19.32796,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,114,Barcelona,217,['e8f8ed5a-3348-461d-a5a9-cbbc75b94cea'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:03:12.934,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5382,,,,,,,,,,,,,f4b853ad-e922-4267-b129-e738bcf6bfb8,2161,,"[75.0, 16.6]",69221,48,,,,,2.6224465,,Right Foot,,,,"[60.3, 25.0]",,Ground Pass,,16.93074,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,114,Barcelona,217,"['01139eb9-4aa5-4785-a8e7-3311e50d89d8', 'e0e1188c-30e0-4fb1-99d5-b394513bc932']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:03:15.385,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.8787,,,,,,,,,,,,,db9d3aaf-d5e4-4cb5-b466-26841dc6a551,2164,,"[59.3, 26.5]",69221,48,,,,,0.47040427,,Right Foot,,,,"[71.1, 32.5]",,Ground Pass,,13.237824,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,114,Barcelona,217,['d1f1e4d4-2fd5-4e1d-afc1-86fb6048c516'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.003,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5381,,,,,,,,,,,,,1a7fba31-2f0a-440b-8ea0-0065e75892db,2166,,"[71.6, 32.8]",69221,48,,,,,-2.3561945,,Right Foot,,,,"[63.4, 24.6]",,Ground Pass,,11.596551,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,114,Barcelona,217,['466679c7-9737-4e30-a6ea-4ca130eaae39'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.882,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.934109,,,,,,,,,,,,,333ac8b9-c5b2-4baa-9091-97be1cfc502b,2170,,"[74.3, 35.1]",69221,48,,,,,1.4971204,,Right Foot,,,,"[77.4, 77.1]",,Low Pass,,42.11425,,,,Daniel Alves da Silva,4324.0,,,True,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,114,Barcelona,217,['1a2f93d0-e31d-4a13-b42a-0d9388e56268'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.229,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2004,,,,,,,,,,,,,450ecd7b-ea21-4e6a-a745-468a172934b6,2173,,"[78.4, 76.0]",69221,48,,,,,0.08314123,,Right Foot,,,,"[89.2, 76.9]",,Ground Pass,,10.837435,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,114,Barcelona,217,['468ae5ed-0ccc-4a35-98cb-6a31b9e1ddfb'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.802,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.138522,,,,,,,,,,,,,34e62f2a-4d81-4f16-b739-08ea05554bf9,2176,,"[87.6, 76.6]",69221,48,,,,,3.1028523,,Right Foot,,,,"[74.7, 77.1]",,Ground Pass,,12.909686,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,114,Barcelona,217,"['61a0cb31-100a-453b-8c48-28adceb028aa', 'ffeb8ea8-9ecc-46af-9f92-a8d8e6aa82e1']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.002,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.243041,,,,,,,,,,,,,de9ec9ee-c922-4352-8ea7-bf4d3087c83e,2179,,"[77.4, 75.2]",69221,48,,,,,-1.9085572,,Right Foot,,,,"[70.2, 54.7]",,Ground Pass,,21.727633,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,114,Barcelona,217,['73c2f017-8c8e-420f-833d-1b51eb59d8f6'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:03:28.808,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9996,,,,,,,,,,,,,1d67ee51-806e-444c-aedb-d2774e579d7d,2182,,"[70.7, 53.0]",69221,48,,,,,0.30587888,,Right Foot,,,,"[85.9, 57.8]",,Ground Pass,,15.939887,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,114,Barcelona,217,['81ef0c24-fbc9-414b-9469-b056de40e4a6'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:03:33.679,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.652881,,,,,,,,,,,,,295fd049-660f-4bf2-8613-a31358d17925,2185,,"[83.4, 59.8]",69221,48,,,,,1.2225033,,Left Foot,,,,"[89.5, 76.6]",,Ground Pass,,17.873165,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Midfield,114,Barcelona,217,['9c23524b-9300-434f-86b3-0c51bd8e7881'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.096,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2666,,,,,,,,,,,,,364b556d-6e25-45e3-966d-71db902a16ac,2188,,"[88.2, 75.7]",69221,48,,,,,-2.3644588,,Left Foot,,,,"[76.0, 63.7]",,Ground Pass,,17.112568,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,114,Barcelona,217,['5a3d65d0-68fd-468b-a473-95e3fa62403b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:03:38.695,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9176,,,,,,,,,,,,,b45c66bb-2c92-4d22-8367-48d7a433d008,2192,,"[77.2, 65.6]",69221,48,,,,,-1.0701286,,Right Foot,,,,"[83.0, 55.0]",,Ground Pass,,12.083046,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,114,Barcelona,217,['9ed84721-a42c-4a8c-be08-032ff79f82f5'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:03:40.184,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.3443,,,,,,,,,,,,,da675c47-970f-492d-a2e2-d3f29c6fe7bb,2199,,"[87.3, 54.5]",69221,48,,,,,-2.176341,,Left Foot,,,,"[84.6, 50.6]",,Ground Pass,,4.7434163,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Midfield,114,Barcelona,217,"['a93751fb-2794-4b4f-9f26-a5d4b71134cb', 'bb2c9f60-57a4-4544-95b8-f97b115f8c57']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:03:43.482,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.0994,,,,,,,,,,,,,22c88f16-1380-4b33-8c6c-fae804d06a4c,2208,,"[31.5, 36.0]",69221,48,,,,,0.94270825,,Right Foot,,,,"[37.6, 44.4]",,Ground Pass,,10.381233,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,,2,Regular Play,Pablo Álvarez Nuñez,26487.0,Center Attacking Midfield,115,RC Deportivo La Coruña,219,['0dda6f04-a1a6-4c49-8fd6-33f6d557246b'],45,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:45.677,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.9662,,,,,,,,,,,,,1ea10a2b-f5af-4595-ae21-30e586ad5fbe,2212,,"[45.3, 42.4]",69221,48,,,,,1.1744626,,Right Foot,,,,"[53.0, 60.8]",,Ground Pass,,19.946178,,,,Laureano Sanabria Ruiz,23800.0,,,,,,,2,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,115,RC Deportivo La Coruña,219,"['4b39bd12-b34a-4415-8ffa-8489c9275612', 'c250be93-df3b-4d0a-9896-9f1cf98e6757']",47,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:47.625,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.053202,,,,,,,,,,,,,40784353-5440-4e5c-9eee-d605c543bb1f,2217,,"[70.9, 60.6]",69221,48,,,,,-0.7201315,,Right Foot,,,,"[87.2, 46.3]",,Low Pass,,21.683634,,Incomplete,,Iván Sánchez Rico Soto,26055.0,,,,Through Ball,True,,2,Regular Play,Laureano Sanabria Ruiz,23800.0,Right Back,115,RC Deportivo La Coruña,219,"['07e48aa8-4724-43b7-8eae-1f2d52d473c0', '7898483e-2e52-49dc-840d-7b38a35197e3', 'df1818f2-ebf2-4fb3-8532-2c9c617a05bb']",54,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:54.950,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.8804,,,,,,,,,,,,,452eefcb-ca20-4652-9afa-74f91d96394b,2221,,"[33.7, 33.7]",69221,48,,,,,2.8657868,,Right Foot,,,,"[7.2, 41.2]",,Ground Pass,,27.540878,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,116,Barcelona,217,['81a5f330-6ca9-4097-9c55-449889a70ab6'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.213,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.820478,,,,,,,,,,,,,c4c43d24-e26d-46d4-94c2-a8474e72537d,2226,,"[10.4, 39.0]",69221,48,,,,,-1.2739886,,Right Foot,,,,"[19.3, 9.9]",,Ground Pass,,30.430576,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,116,Barcelona,217,"['a80735ca-a63c-4a7b-ab73-410a6ea5220a', 'f759a383-0e7c-4758-8e89-b17d76dca7e6', 'feace957-c547-4dbc-84c2-17144e39ef22']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.093,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.366,,,,,,,,,,,,,d322c49c-cbb3-4a6d-b875-0d81b01d3712,2229,,"[30.8, 15.6]",69221,49,,,,,0.648332,,Right Foot,,,,"[50.6, 30.6]",,Ground Pass,,24.84029,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,116,Barcelona,217,['9162329a-d1db-423c-99c5-202e8288fea9'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:04:05.242,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.150126,,,,,,,,,,,,,5611ac83-c97a-4165-b5fa-4c9b8c623658,2232,,"[66.6, 43.9]",69221,49,,,,,1.1097665,,Right Foot,,,,"[81.8, 74.5]",,Ground Pass,,34.167236,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,116,Barcelona,217,['5b8d4810-6484-4487-99f7-7bc66032aada'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:04:10.659,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4363,,,,,,,,,,,,,bfe11414-d597-42c3-8e94-c4b90735ad38,2236,,"[83.2, 75.9]",69221,49,,,,,-2.348561,,Right Foot,,,,"[70.2, 62.7]",,Ground Pass,,18.526737,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,116,Barcelona,217,['00c2150d-9d47-441c-b2ba-5e26830e07a3'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:04:14.001,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.843557,,,,,,,,,,,,,ad6c7742-c910-4570-9e95-09dac4168896,2239,,"[70.2, 62.4]",69221,49,,,,,-1.0314916,,Right Foot,,,,"[78.1, 49.2]",,Ground Pass,,15.383432,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,['bcf62e60-67df-451c-9c9e-611196af64d8'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:04:15.511,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4947,,,,,,,,,,,,,93135625-9cac-453a-bf97-7d66dd8ba0d3,2243,,"[80.8, 53.5]",69221,49,,,,,-0.9551764,,Right Foot,,,,"[89.5, 41.2]",,Ground Pass,,15.065855,,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,116,Barcelona,217,"['7797b141-3185-4472-9811-7d861a532e23', '7f8e94b9-f1a1-4ad7-90a1-b031cd4bde55']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:04:17.264,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.379745,,,,,,,,,,,,,6a22870d-129e-406b-92e6-e0979884569c,2250,,"[79.4, 41.4]",69221,49,,,,,-1.7757623,,Right Foot,,,,"[73.6, 13.5]",,Ground Pass,,28.49649,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,116,Barcelona,217,"['9aab0b95-843a-4f04-942c-24ac449b34eb', 'd2dc5235-52a3-4fb8-b613-eb11f646db04']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:04:20.815,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.418915,,,,,,,,,,,,,d8a2e8e6-4633-4cd2-b0fd-61c033c6562c,2253,,"[74.3, 13.4]",69221,49,,,,,-0.41770294,,Right Foot,,,,"[92.1, 5.5]",,Ground Pass,,19.474342,,,,Bojan Krkíc Pérez,4913.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,116,Barcelona,217,['2d09681f-f57f-4983-9845-fca10f9a139c'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:04:23.236,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.389506,,,,,,,,,,,,,a3849dbc-b7f1-4a35-80fd-d74180c508ef,2257,,"[92.1, 5.5]",69221,49,,,,,2.8748782,,Right Foot,,,,"[73.8, 10.5]",,Ground Pass,,18.970766,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,116,Barcelona,217,"['58ff6042-ebbc-4b2f-bb33-36a6a2b6c538', 'c6379943-da07-47d6-adf7-7ff743c94f86']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.775,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.7566,,,,,,,,,,,,,4ed7ab62-8ce9-4437-ab22-37a084f440aa,2260,,"[73.8, 10.5]",69221,49,,,,,0.8971752,,Left Foot,,,,"[82.5, 21.4]",,Ground Pass,,13.946325,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,116,Barcelona,217,['4df7adcb-23bf-4003-a203-4e3d8454b220'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:04:27.194,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.626183,,,,,,,,,,,,,addc7718-9cdd-42a5-ab7c-07ed785542c2,2269,,"[19.2, 63.2]",69221,49,,,,,0.22557218,,Right Foot,,,,"[72.8, 75.5]",,High Pass,,54.993183,,Incomplete,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,Adrián López Rodríguez,26218.0,Left Center Back,116,Barcelona,217,"['aeafadbd-6803-4e26-ba95-14e40511883a', 'c3052218-9231-4da7-957e-a2096a39f8d5']",32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:32.318,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.3005,,,,,,,,,,,,,d887e1bc-1210-4cfb-98ad-593c0782ad71,2274,,"[61.7, 3.1]",69221,49,,,,,-0.11710875,,Right Foot,,,True,"[68.5, 2.3]",,Ground Pass,,6.846897,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,116,Barcelona,217,"['d288f61e-37b7-4e83-a363-508ec58f1f8c', 'e67a48fc-9943-45dc-91f8-d66977a187bd']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:04:37.560,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.0495,,,,,,,,,,,,,336bc6b9-d3a6-4695-92b4-3796db825a1b,2278,,"[72.3, 9.3]",69221,49,,,,,1.9100889,,Left Foot,,,,"[68.7, 19.5]",,Ground Pass,,10.816654,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,116,Barcelona,217,['ce93babb-aee9-423c-88ad-7010dd720d85'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.014,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.9409,,,,,,,,,,,,,659d54ea-66e9-46b9-8c05-8f42ef7f2383,2286,,"[83.0, 25.7]",69221,50,,,,,0.5749504,,Left Foot,,,,"[115.1, 46.5]",,High Pass,,38.249836,,Incomplete,,Seydou Kéita,20169.0,,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,117,Barcelona,217,"['1b3f79cc-1b7d-4a1d-b479-9f85c9687519', 'f805cd6a-7339-45bd-9284-f16613301cb7']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:05:41.455,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8321,,,,,,,,,,,,,02058c2c-78f4-42d3-ab48-41661a01513e,2292,,"[95.7, 72.6]",69221,50,,,,,-2.8936872,,Right Foot,,,,"[71.6, 66.5]",,Ground Pass,,24.860008,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,117,Barcelona,217,['c95ef531-dc50-48c8-8e2a-95f0ca713466'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:05:50.816,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.057827,,,,,,,,,,,,,131f07f2-f4b8-4c02-8052-cca05467d51f,2295,,"[72.6, 58.3]",69221,50,,,,,-2.7761881,,Right Foot,,,,"[34.7, 43.8]",,Ground Pass,,40.57906,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,117,Barcelona,217,['59344fbe-a441-4423-aefa-2718178b66a0'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.036,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.7342,,,,,,,,,,,,,925e2c8d-b053-4858-826e-124962e5e654,2298,,"[36.0, 46.8]",69221,51,,,,,-0.26806694,,Right Foot,,,,"[82.6, 34.0]",,High Pass,,48.325977,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,117,Barcelona,217,"['b4bfdeb4-c0ad-408c-b3e9-6cfaa1a4c306', 'c978c5bc-883f-4b93-9724-53f19a6761ef']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:06:01.800,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,d028cb1d-5752-4810-ade6-75555238129d,2303,,"[91.6, 15.4]",69221,51,,,,,0.34302393,,Right Foot,,,,"[109.8, 21.9]",,Ground Pass,,19.32589,,Incomplete,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,117,Barcelona,217,"['5efbbb9e-ab9f-40e6-b2a9-e776983e7ddf', 'e2355bbb-1d2a-4784-9ed3-8cbfee8d8c39']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:06:07.482,Pass,,2009/2010
