bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.360302,,,,,,,,,,,f8839cab-5cff-45ff-9b41-404d25435456,2262,,"[68.2, 56.5]",69146,55,,,,,1.7065679,,Right Foot,,,,"[65.7, 74.8]",,Ground Pass,18.469976,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Right Center Midfield,153,Barcelona,217,"['5cab133a-a332-477f-b9f8-b0a4da29fa14', '89415a66-77e8-40c5-916e-8142221d4a31']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:10:38.463,Pass,True,2007/2008
,,,,,,,,,,,,,,1.045623,,,,,,,,,,,eef13524-9ae5-4409-af74-c095c2fc7699,2270,,"[79.3, 57.7]",69146,55,,True,,,-1.7445974,,Right Foot,,,,"[77.0, 44.6]",,Ground Pass,13.300376,,,,Ronaldo de Assis Moreira,25879.0,,,,,Free Kick,2,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,154,Barcelona,217,['a466d818-a987-49e5-b2d2-d03c9e572e48'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:10:48.201,Pass,,2007/2008
,,,,,,,,,,,,,,1.03932,,,,,,,,,,,38e80440-43fd-48cd-8505-8d4c07c2557b,2272,,"[77.6, 45.2]",69146,55,,True,,,0.96834123,,Right Foot,,,,"[95.0, 70.5]",,Ground Pass,30.705862,,,,Oleguer Presas Renom,25873.0,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Right Center Midfield,154,Barcelona,217,['a48cd786-28c7-4a2b-90e0-b8efbdf269eb'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.939,Pass,,2007/2008
,,,,,,,,,,,,,,1.270251,,,,,,,,,,,b6d7b486-bb0d-4902-8309-0a7dd9aa0867,2274,,"[95.0, 71.1]",69146,55,,,,,-2.007872,,Right Foot,,,,"[89.3, 58.9]",,Ground Pass,13.465883,,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,154,Barcelona,217,['a30af5c4-c497-4788-9f29-c59b4c99bb8e'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:10:52.253,Pass,,2007/2008
,,,,,,,,,,,,,,0.776179,,,,,,,,,,,13e01b36-fc7d-4cea-b9b1-6e590dc0210c,2277,,"[93.5, 64.5]",69146,55,,,,,2.3175397,,Right Foot,,,,"[84.8, 73.9]",,Ground Pass,12.808201,,,,Oleguer Presas Renom,25873.0,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Right Center Midfield,154,Barcelona,217,['fa8755db-9b60-48bc-b874-5a31baa28b18'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.232,Pass,,2007/2008
,,,,,,,,,,,,,,0.80728,,,,,,,,,,,d7576fc8-5308-4f4e-9223-2908710bdf57,2280,,"[82.4, 65.3]",69146,55,,,,,-1.152572,,Right Foot,,,,"[88.8, 50.9]",,Ground Pass,15.758172,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,154,Barcelona,217,['620151a1-8974-408c-b9b5-58ea6ef70451'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:10:58.404,Pass,,2007/2008
,,,,,,,,,,,,,,0.3776,,,,,,,,,,,cd1f5f5f-a481-41b6-92b3-6e39adc8bf3e,2283,,"[88.5, 50.9]",69146,56,,,,,-1.1451739,,Right Foot,,,,"[91.9, 43.4]",,Ground Pass,8.234683,,Incomplete,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,154,Barcelona,217,"['53ea157e-4783-410f-9b79-026d094c9855', '870b95c1-8532-4849-93ca-34c71eeb04c1']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:11:00.527,Pass,,2007/2008
,,,,,,,,,,,,,,0.847614,,,,,,,,,,,f789bd4e-94a7-4498-bb2a-7ada8ed2c753,2289,,"[88.5, 53.1]",69146,56,,,,,1.648898,,Right Foot,,,,"[87.6, 64.6]",,Ground Pass,11.535164,,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,154,Barcelona,217,['18774537-f625-4a50-b130-3c5fe89205d7'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:11:03.461,Pass,,2007/2008
,,,,,,,,,,,,,,1.441,,,,,,,,,,,34011329-b7ad-4780-9133-ea16ac792f6a,2292,,"[87.6, 64.6]",69146,56,,,,,-1.0303768,,Right Foot,True,,,"[108.3, 30.1]",,High Pass,40.233566,,Incomplete,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Right Center Midfield,154,Barcelona,217,"['14ee4700-a399-4e5f-bc8d-bc7ced254d80', '8709a087-7fbe-49d8-8b78-6657006113e6']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:11:05.685,Pass,,2007/2008
,,,,,,,,,,,,,,1.078786,,,,,,,,,,,50f47aea-e5cc-4dea-b588-77276c812647,2301,,"[56.6, 46.4]",69146,56,,,,,-1.1257081,,Right Foot,,,,"[64.9, 29.0]",,Ground Pass,19.278227,,,,Gabriel Alejandro Milito,25919.0,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,154,Barcelona,217,['1ddd3247-4166-4f0c-9b40-bdbc243bb19c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:11:13.682,Pass,,2007/2008
,,,,,,,,,,,,,,1.507943,,,,,,,,,,,b278fdba-d2d4-48ac-9418-768ae0499dae,2304,,"[65.4, 29.0]",69146,56,,,,,1.6659281,,Left Foot,,,,"[62.9, 55.2]",,Ground Pass,26.319004,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,154,Barcelona,217,['ef3ba7ec-cb03-4ce5-af6e-0bbb58f87fb1'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:11:17.543,Pass,,2007/2008
,,,,,,,,,,,,,,1.095918,,,,,,,,,,,a0f6cacc-a9d6-40cb-bfab-319884d7fae2,2307,,"[64.2, 55.2]",69146,56,,,,,-0.006992893,,Right Foot,,,,"[78.5, 55.1]",,Ground Pass,14.300349,,,,Giovani dos Santos Ramírez,5987.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,154,Barcelona,217,['1dcb4abc-b472-4f7c-9d83-4fa145c407da'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.422,Pass,,2007/2008
,,,,,,,,,,,,,,1.016121,,,,,,,,,,,deffd751-e1b2-4411-9563-807efaf3c871,2310,,"[78.5, 55.1]",69146,56,,,,,2.9889433,,Left Foot,,,,"[65.5, 57.1]",,Ground Pass,13.152946,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Giovani dos Santos Ramírez,5987.0,Right Wing,154,Barcelona,217,['0e1c4ab7-1fde-4789-818d-3a6763382af3'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:11:21.813,Pass,,2007/2008
,,,,,,,,,,,,,,0.995918,,,,,,,,,,,a4f78212-a61f-487b-91aa-68e87d2f8af0,2313,,"[65.5, 57.1]",69146,56,,,,,-0.8775732,,Right Foot,,,,"[70.9, 50.6]",,Ground Pass,8.450444,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,154,Barcelona,217,['13230aaa-2adb-4a0a-80dc-1742e77403d8'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:11:24.015,Pass,,2007/2008
,,,,,,,,,,,,,,0.916332,,,,,,,,,,,e482c0ec-da3a-43fb-9613-d09745804aa5,2316,,"[70.9, 50.6]",69146,56,,,,,2.4817443,,Right Foot,,,,"[65.1, 55.1]",,Ground Pass,7.340981,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,154,Barcelona,217,['11082a02-e182-48eb-8fda-1956cd49fbfa'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:11:25.167,Pass,,2007/2008
,,,,,,,,,,,,,,1.170662,,,,,,,,,,,3e15ddf7-068f-430f-ad9a-cbfd332bc1d7,2319,,"[65.1, 55.1]",69146,56,,,,,-1.047518,,Right Foot,,,,"[77.1, 34.3]",,Ground Pass,24.01333,,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,154,Barcelona,217,['ac6bbe4d-71b8-490b-8709-7080d28ded66'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:11:27.101,Pass,,2007/2008
,,,,,,,,,,,,,,1.658715,,,,,,,,,,,04891565-d542-4b72-892e-9be95f3dd941,2325,,"[71.2, 30.7]",69146,56,,,,,-1.8980414,,Right Foot,,,,"[67.5, 19.8]",,Ground Pass,11.510864,,,,Gabriel Alejandro Milito,25919.0,,,,,Recovery,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,154,Barcelona,217,['c33d443d-7d6f-4d09-9c41-6e27897089ee'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.907,Pass,,2007/2008
,,,,,,,,,,,,,,0.729869,,,,,,,,,,,cb781d0a-19a7-4178-beee-0a91ddaf3d3e,2328,,"[67.5, 19.8]",69146,56,,,,,0.3344081,,Left Foot,,,,"[79.3, 23.9]",,Ground Pass,12.491998,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,154,Barcelona,217,['8de2e1bc-a385-4c44-a157-2359f3bdf494'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:11:31.898,Pass,,2007/2008
,,,,,,,,,,,,,,1.044415,,,,,,,,,,,3acb236d-bb3f-49fb-a90a-0ebf408de2cb,2331,,"[88.1, 24.2]",69146,56,,,,,-1.0170443,,Right Foot,,,,"[99.6, 5.6]",,Ground Pass,21.868013,,,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,154,Barcelona,217,['e1e3dec4-9af5-4190-a1ba-48a3a6d55c53'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:11:35.040,Pass,,2007/2008
,,,,,,,,,,,,,,1.215423,,,,,,,,,,,a85369e9-04b1-442c-86b7-7c015a8b9059,2335,,"[100.4, 13.6]",69146,56,,,,,0.9632734,71aac69f-d9bf-4c77-99db-d03b4be26c7b,Right Foot,,,,"[107.7, 24.1]",,Ground Pass,12.788276,,,,Andrés Iniesta Luján,5216.0,True,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,154,Barcelona,217,['0c22e35e-6279-4bd2-8e70-09cf53ab0947'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:11:38.578,Pass,,2007/2008
,,,,,,,,,,,,,,0.772819,,,,,,,,,,,f238639a-0742-438a-a1d4-6eb821006668,2345,,"[6.0, 44.0]",69146,57,,True,,,0.4081491,,Right Foot,,,,"[35.6, 56.8]",,Ground Pass,32.24903,,,,Julien Escudé,26018.0,,,,,Goal Kick,2,From Goal Kick,Andrés Palop Cervera,25946.0,Goalkeeper,155,Sevilla,213,['8776636d-81d2-4a30-8287-3de0b344f87d'],15,,,,,,,,,,,,,,,,,Sevilla,213,00:12:15.525,Pass,,2007/2008
,,,,,,,,,,,,,,1.063173,,,,,,,,,,,e428957f-b20a-4a90-b595-aa24eda60604,2347,,"[35.6, 56.8]",69146,57,,,,,-0.015074235,,Left Foot,,,,"[55.5, 56.5]",,Ground Pass,19.902262,,,,Jesús Navas González,6821.0,,,,,,2,From Goal Kick,Julien Escudé,26018.0,Right Center Back,155,Sevilla,213,['1eaa1682-032b-4eba-ba9c-e852b103f2b9'],17,,,,,,,,,,,,,,,,,Sevilla,213,00:12:17.378,Pass,,2007/2008
,,,,,,,,,,,,,,1.56154,,,,,,,,,,,a78be053-5a69-4e51-92aa-6972a5ba472d,2350,,"[54.1, 52.6]",69146,57,,,,,-2.0816529,,Right Foot,,,,"[40.2, 27.8]",,Ground Pass,28.429737,,,,Ivica Dragutinovic,25952.0,,,,,,2,From Goal Kick,Jesús Navas González,6821.0,Right Midfield,155,Sevilla,213,['04b1e77b-3172-4bed-b057-e0b80c363325'],22,,,,,,,,,,,,,,,,,Sevilla,213,00:12:22.351,Pass,,2007/2008
,,,,,,,,,,,,,,0.894291,,,,,,,,,,,d7371838-216b-4f9b-b0de-30e744b7c49e,2353,,"[49.1, 28.7]",69146,57,,,,,0.9800837,,Left Foot,,,,"[54.8, 37.2]",,Ground Pass,10.234256,,,,Christian Bjørnshøj Poulsen,20150.0,,,,,,2,From Goal Kick,Ivica Dragutinovic,25952.0,Left Center Back,155,Sevilla,213,['e2269df3-4a88-4cfe-bf1a-0940afd25935'],27,,,,,,,,,,,,,,,,,Sevilla,213,00:12:27.739,Pass,,2007/2008
,,,,,,,,,,,,,,1.553026,,,,,,,,,,,be67fa5d-057d-4869-a760-56f3ade01284,2356,,"[54.8, 37.2]",69146,57,,,,,2.327811,,Right Foot,,,,"[39.4, 53.5]",,Ground Pass,22.424316,,,,Julien Escudé,26018.0,,,,,,2,From Goal Kick,Christian Bjørnshøj Poulsen,20150.0,Left Center Midfield,155,Sevilla,213,['7491c279-63fb-440a-b6d4-b49a4def5218'],29,,,,,,,,,,,,,,,,,Sevilla,213,00:12:29.252,Pass,,2007/2008
,,,,,,,,,,,,,,1.327519,,,,,,,,,,,7c554ed2-0c5e-4d3a-ad50-a9d8c4672914,2359,,"[39.4, 53.5]",69146,57,,,,,-0.6536359,,Left Foot,,,,"[53.5, 42.7]",,Ground Pass,17.760912,,,,Christian Bjørnshøj Poulsen,20150.0,,,,,,2,From Goal Kick,Julien Escudé,26018.0,Right Center Back,155,Sevilla,213,['371140fb-6aca-495b-a9b1-9a44a7100bfe'],33,,,,,,,,,,,,,,,,,Sevilla,213,00:12:33.092,Pass,,2007/2008
,,,,,,,,,,,,,,2.596286,,,,,,,,,,,796f1132-431c-4d8c-a933-9f2eb0f5576b,2362,,"[53.5, 42.7]",69146,57,,,,,3.127588,,Left Foot,,,,"[17.8, 43.2]",,Low Pass,35.703503,,,,Andrés Palop Cervera,25946.0,,,,,,2,From Goal Kick,Christian Bjørnshøj Poulsen,20150.0,Left Center Midfield,155,Sevilla,213,['c6b2f023-e449-44d0-8452-062efd87e5e1'],34,,,,,,,,,,,,,,,,,Sevilla,213,00:12:34.522,Pass,,2007/2008
,,,,,,,,,,,,,,3.2804,,,,,,,,,,,90c50f4f-d445-4997-ae5f-a9196f79b88b,2365,,"[17.8, 43.2]",69146,57,,,,,-0.24912658,,Right Foot,,,,"[85.8, 25.9]",,High Pass,70.16616,,Unknown,,Frédéric Oumar Kanouté,25960.0,,,,,,2,From Goal Kick,Andrés Palop Cervera,25946.0,Goalkeeper,155,Sevilla,213,['42c04baf-8d11-4c68-85a7-6f9f704866e6'],39,,,,,,,,,,,,,,,,,Sevilla,213,00:12:39.976,Pass,,2007/2008
,,,,,,,,,,,,,,2.30055,,,,,,,,,,,0118af88-b0b4-4aae-8e64-b6b46002809c,2370,,"[41.8, 62.3]",69146,58,,,,,-1.5906942,,Right Foot,,,,"[41.0, 22.1]",,Ground Pass,40.20796,,,,Gabriel Alejandro Milito,25919.0,,True,,,Free Kick,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,156,Barcelona,217,['c13e28dd-70d3-44f1-8d88-7894ebff8770'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:13:09.755,Pass,,2007/2008
,,,,,,,,,,,,,,0.684036,,,,,,,,,,,279f189a-62bc-437f-a84c-bb67b74c994e,2374,,"[57.1, 23.9]",69146,58,,,,,-1.3557814,,Left Foot,,,,"[60.9, 6.5]",,Ground Pass,17.81011,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,156,Barcelona,217,"['4c724b82-bf83-4bd0-9add-97fa0db2d2aa', '94951a75-176d-4169-b510-9d9669c75ae3']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:13:16.008,Pass,True,2007/2008
,,,,,,,,,,,,,,2.069176,,,,,,,,,,,f7d02727-0186-43ad-ab77-f31e3b88c8c0,2377,,"[66.6, 27.8]",69146,58,,,,,2.526046,,Left Foot,,,,"[44.4, 43.5]",,Ground Pass,27.190624,,,,Rafael Márquez Álvarez,5558.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,156,Barcelona,217,['2f73368b-831d-45dd-8bee-dba06dd287b6'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:13:21.794,Pass,,2007/2008
,,,,,,,,,,,,,,0.897989,,,,,,,,,,,5adb61a0-8fb5-470a-a1f9-7645a6b305df,2380,,"[44.7, 44.1]",69146,58,,,,,0.8481177,,Right Foot,,,,"[54.4, 55.1]",,Ground Pass,14.665947,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,156,Barcelona,217,['87d81a7f-284c-4d2f-8da7-b9bd5316827b'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:13:24.663,Pass,,2007/2008
,,,,,,,,,,,,,,1.645078,,,,,,,,,,,bdf22a0d-792f-4bfc-9389-1af045ab1ecd,2384,,"[50.1, 54.3]",69146,58,,,,,-1.046877,,Right Foot,,,,"[65.7, 27.3]",,Ground Pass,31.182688,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,156,Barcelona,217,"['1a52f7ac-0eaa-49d3-bcc4-34d0ac8ffdfc', 'd745c3ec-13e9-4203-be67-80e96b435d53']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:13:27.559,Pass,True,2007/2008
,,,,,,,,,,,,,,1.162167,,,,,,,,,,,6358c233-ca72-4d17-8dba-55c81aa7c046,2387,,"[77.7, 25.9]",69146,58,,,,,-0.51299024,,Right Foot,,,,"[93.5, 17.0]",,Ground Pass,18.134222,,,,Giovani dos Santos Ramírez,5987.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,156,Barcelona,217,['7910b640-2505-4d47-a27d-7698e7224f97'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:13:32.345,Pass,,2007/2008
,,,,,,,,,,,,,,2.47663,,,,,,,,,,,3effee2b-38fc-493e-8cc3-924dbb521a2c,2390,,"[99.5, 12.5]",69146,58,,,,,1.045253,,Left Foot,True,,,"[120.9, 49.4]",,Low Pass,42.656418,,Out,,,,,,,,,2,From Free Kick,Giovani dos Santos Ramírez,5987.0,Right Wing,156,Barcelona,217,,34,,,,,,,,,,,,,,,,,Barcelona,217,00:13:34.852,Pass,,2007/2008
,,,,,,,,,,,,,,3.006442,,,,,,,,,,,c060c7fe-b997-429d-ac80-abfc3dc40161,2391,,"[6.0, 36.0]",69146,59,,,,,-0.19192798,,Right Foot,,,,"[72.9, 23.0]",,High Pass,68.151375,,Incomplete,,Diego Ángel Capel Trinidad,24683.0,,,,,Goal Kick,2,From Goal Kick,Andrés Palop Cervera,25946.0,Goalkeeper,157,Sevilla,213,"['9e9bf3b2-0d3c-4c35-af3c-8c3a027e382c', '9ef38363-da77-44ae-9392-70d7b6fe0d4b']",5,,,,,,,,,,,,,,,,,Sevilla,213,00:14:05.202,Pass,,2007/2008
,,,,,,,,,,,,,,3.585498,,,,,,,,,,,9e9bf3b2-0d3c-4c35-af3c-8c3a027e382c,2393,,"[48.1, 58.0]",69146,59,,,,,0.75017047,,Left Foot,,,,"[71.6, 79.9]",,High Pass,32.122578,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Goal Kick,Oleguer Presas Renom,25873.0,Right Back,157,Sevilla,213,"['854c8df7-d934-4423-82dd-85867c7a51d4', 'c060c7fe-b997-429d-ac80-abfc3dc40161']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:14:08.208,Pass,,2007/2008
,,,,,,,,,,,,,,2.844009,,,,,,,,,,,34d0372e-dd2a-4128-93bb-95d5ba56c1c1,2395,,"[49.0, 1.0]",69146,59,,,,,-0.019334607,,,,,,"[85.2, 0.3]",,High Pass,36.206768,,Out,,Frédéric Oumar Kanouté,25960.0,,,,,Throw-in,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,158,Sevilla,213,['445d9ec7-81ec-4617-978b-fd01ccc15fc4'],19,,,,,,,,,,,,,,,,,Sevilla,213,00:14:19.407,Pass,,2007/2008
,,,,,,,,,,,,,,1.84212,,,,,,,,,,,7dd12b71-39af-4299-8ef9-3986bd82b112,2398,,"[41.6, 80.0]",69146,59,,,,,-2.5854263,,,,,,"[23.1, 68.5]",,Low Pass,21.78302,,,,Rafael Márquez Álvarez,5558.0,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,159,Barcelona,217,['0d773634-995c-449c-8008-2e6a61c299bb'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:14:28.533,Pass,,2007/2008
,,,,,,,,,,,,,,2.592738,,,,,,,,,,,0ec631f0-f902-40ff-bb7c-8f3254947012,2401,,"[23.1, 68.5]",69146,59,,,,,-1.6087527,,Right Foot,,,,"[21.6, 29.0]",,Ground Pass,39.52847,,,,Gabriel Alejandro Milito,25919.0,,,,,,2,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,159,Barcelona,217,['6db9f8a1-f095-41a3-8641-85c1d5a6b9c3'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:14:32.495,Pass,,2007/2008
,,,,,,,,,,,,,,0.543062,,,,,,,,,,,9f0a55a7-ab98-4ebe-89a8-ef0dcd1d2678,2405,,"[71.2, 30.1]",69146,59,,,,,-2.772633,,Left Foot,,,,"[63.7, 27.2]",,Ground Pass,8.041144,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,159,Barcelona,217,['2fda598b-c730-43df-b8a4-b07f8237d81e'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:14:46.189,Pass,,2007/2008
,,,,,,,,,,,,,,0.604784,,,,,,,,,,,f285a0f3-d3bb-4b9e-965b-6656112984a8,2409,,"[64.5, 27.5]",69146,59,,,,,0.72989964,,Right Foot,,,,"[70.2, 32.6]",,Low Pass,7.648529,,,,Gabriel Alejandro Milito,25919.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,159,Barcelona,217,['3e2018a6-62b3-4bc9-8728-905b91bc49e5'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:14:47.232,Pass,,2007/2008
,,,,,,,,,,,,,,0.769301,,,,,,,,,,,e8769e27-18f8-477c-8d76-0a77e99f3da9,2412,,"[68.2, 39.6]",69146,59,,,,,1.2956071,,Right Foot,,,,"[70.6, 48.1]",,Ground Pass,8.832327,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,2,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,159,Barcelona,217,['08f8e64f-9a18-41f5-8c0d-3679cb77f257'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:14:49.644,Pass,,2007/2008
,,,,,,,,,,,,,,1.308027,,,,,,,,,,,d1a893c5-c4c6-4da7-b65a-cbdab2d9beae,2415,,"[77.9, 50.4]",69146,59,,,,,0.12881641,,Right Foot,,,,"[97.2, 52.9]",,Ground Pass,19.461243,,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Throw In,Eiður Smári Guðjohnsen,11270.0,Left Wing,159,Barcelona,217,['b9d21507-e1e8-450e-a2ad-f4723241cf66'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:14:51.748,Pass,,2007/2008
,,,,,,,,,,,,,,0.904066,,,,,,,,,,,cdc2e866-a74e-4538-aca4-7e09fb4db084,2423,,"[28.8, 22.8]",69146,59,,,,,-0.18311082,,Right Foot,,,,"[36.9, 21.3]",,Ground Pass,8.237719,,,,Ivica Dragutinovic,25952.0,,,,,,2,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Left Center Midfield,160,Sevilla,213,['fe1f5570-b692-4a0b-a8cb-cfd9521bb05d'],55,,,,,,,,,,,,,,,,,Sevilla,213,00:14:55.882,Pass,,2007/2008
,,,,,,,,,,,,,,1.216231,,,,,,,,,,,ca678072-a1db-4151-aef6-c406fc8a8798,2426,,"[37.9, 29.6]",69146,59,,,,,1.3621145,,Right Foot,,,,"[43.3, 55.1]",,Ground Pass,26.065495,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Ivica Dragutinovic,25952.0,Left Center Back,160,Sevilla,213,['bbaa3d12-8e4d-465c-95e8-1a4aa54d2f11'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:14:58.473,Pass,,2007/2008
,,,,,,,,,,,,,,1.8952,,,,,,,,,,,cf505ffc-b329-4929-aafd-c0b968dc0946,2429,,"[93.2, 66.0]",69146,60,,,,,-0.99003994,,Right Foot,True,,,"[112.1, 37.2]",,High Pass,34.44779,,Incomplete,,Luís Fabiano Clemente,25943.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,160,Sevilla,213,"['3e77cadb-5718-49d7-99f8-5ce736482998', 'fb7fa688-c098-44c3-a31d-288a67aafe73']",7,,,,,,,,,,,,,,,,,Sevilla,213,00:15:07.984,Pass,,2007/2008
,,,,,,,,,,,,,,0.711505,,,,,,,,,,,4e19bffc-b76e-4132-842a-76ed844092ea,2435,,"[82.5, 10.3]",69146,60,,,,,-1.5239556,,Left Foot,,,,"[82.8, 3.9]",,Ground Pass,6.4070272,,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Diego Ángel Capel Trinidad,24683.0,Left Midfield,160,Sevilla,213,['92a46238-4f05-4147-82e7-90de5bf898e8'],20,,,,,,,,,,,,,,,,,Sevilla,213,00:15:20.218,Pass,,2007/2008
