bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.461144,,,,,,,,,,,,,93fd0551-de62-421e-9c9d-ee145ce5f6cc,2744,,,"[27.8, 78.3]",69274,59,,,,,0.010839684,,Right Foot,,,,"[64.7, 78.7]",,High Pass,,36.90217,Incomplete,,,,,,,,,2,From Keeper,Marius Stankevičius,26681.0,Right Back,166,Valencia,207,['8dbe2d27-3306-4d74-8968-496bcac25984'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:14:51.628,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.964319,,,,,,,,,,,,,d5b60b9b-de9c-4def-8dc1-f7de05014c24,2748,,,"[37.8, 77.1]",69274,59,,,,,-1.1120992,,Right Foot,,,,"[41.8, 69.0]",,Ground Pass,,9.033825,,,Éver Maximiliano David Banega,5504.0,,,,,,2,From Keeper,Marius Stankevičius,26681.0,Right Back,166,Valencia,207,['1a5de8ef-d0b8-4c3c-a113-d5f6bac7dca7'],55,,,,,,,,,,,,,,,,,,Valencia,207,00:14:55.983,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.175584,,,,,,,,,,,,,66a73e38-f928-43c9-a3c7-d2a64af666d8,2751,,,"[41.6, 66.0]",69274,59,,,,,-0.4636476,,Right Foot,,,,"[58.8, 57.4]",,Ground Pass,,19.230185,,,Juan Manuel Mata García,3294.0,,,,,,2,From Keeper,Éver Maximiliano David Banega,5504.0,Left Center Midfield,166,Valencia,207,['ed10ee7a-cae2-4362-b6d1-e5d719e25b80'],57,,,,,,,,,,,,,,,,,,Valencia,207,00:14:57.771,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.06811,,,,,,,,,,,,,6823cede-4236-411c-8943-074132506002,2760,,,"[67.3, 29.8]",69274,60,,,,,0.0,,Right Foot,,,,"[77.5, 29.8]",,Ground Pass,,10.2,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Counter,Xavier Hernández Creus,20131.0,Right Center Midfield,167,Barcelona,217,"['0a212045-48c0-49dd-9bc0-535481b6fe8c', 'b6ce3d09-ef08-4928-b631-1a572a7519cd']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.867,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.539125,,,,,,,,,,,,,e876b5d8-b456-46c1-a8d6-df7bc505d199,2763,,,"[89.8, 38.5]",69274,60,,,,,-0.912371,89994cbf-c572-433e-baf7-fcee86ede4d4,Right Foot,,,,"[98.0, 27.9]",,Ground Pass,,13.401492,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,From Counter,Andrés Iniesta Luján,5216.0,Left Center Midfield,167,Barcelona,217,['0a74ada5-b1c9-47d8-9951-5f4559b3ae98'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:06.621,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.398499,,,,,,,,,,,,,3bbbf7ea-aec3-4a33-b145-58dad8a496d8,2768,,,"[7.0, 37.0]",69274,60,,,,,-0.16733925,,Right Foot,,,,"[66.2, 27.0]",,High Pass,,60.038654,,,Roberto Soldado Rillo,26009.0,,,,,Goal Kick,2,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,168,Valencia,207,['f46bf593-e3bf-40f9-8233-c0a2ea35009c'],38,,,,,,,,,,,,,,,,,,Valencia,207,00:15:38.949,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.865685,,,,,,,,,,,,,9191f527-e677-4bca-a686-1182239758f1,2771,,,"[66.2, 27.0]",69274,60,,,,True,-0.06203211,,,,,,"[82.3, 26.0]",,High Pass,,16.131025,Incomplete,,,,,,,,,2,From Goal Kick,Roberto Soldado Rillo,26009.0,Right Center Forward,168,Valencia,207,"['14690cfc-c897-49ae-afef-c56a5379f461', 'f2d60600-b34a-4c05-bc2b-2f5729a50999']",42,,,,,,,,,,,,,,,,,,Valencia,207,00:15:42.347,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.417668,,,,,,,,,,,,,07af8cdd-3a25-4bc2-8e94-3e0141299f46,2775,,,"[40.8, 51.2]",69274,60,,,,,-1.7512032,,Right Foot,,,,"[37.9, 35.3]",,Ground Pass,,16.162302,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Goal Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,168,Valencia,207,['d939e71d-b749-4479-b43c-af4e3bbb5b6b'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:45.612,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.339271,,,,,,,,,,,,,2bdf620c-084d-47f2-9dc5-277bd208c704,2779,,,"[36.0, 34.7]",69274,60,,,,,-1.053403,,Left Foot,,,,"[43.0, 22.4]",,Ground Pass,,14.152385,Unknown,,,,,,,,,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,168,Valencia,207,['a0ef8661-ddc6-4898-b4b2-95be14282366'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:47.181,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.752901,,,,,,,,,,,,,5766bb46-b393-483b-8e0c-bb56255e8e8a,2782,,,"[77.6, 56.7]",69274,61,,,,,-0.010024726,,Right Foot,,,,"[117.5, 56.3]",,Ground Pass,,39.902004,,,Pablo Hernández Domínguez,4711.0,,,,,Free Kick,2,From Free Kick,Alberto Facundo Costa,26728.0,Right Center Midfield,169,Valencia,207,['f0f57ac1-0043-4702-b8f4-8850a331969f'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:16:29.353,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.345214,,,,,,,,,,,,,e173534c-f86f-420a-8a2a-c319066786e2,2785,,,"[117.1, 56.7]",69274,61,,,,,-1.2160907,,Right Foot,,,,"[118.1, 54.0]",,Ground Pass,,2.879236,Incomplete,,,,,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,Right Midfield,169,Valencia,207,['e5df63dd-e731-408c-a229-5941f6f2281c'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:16:32.146,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.457585,,,,,,,,,,,,,d1e9c22e-f362-4987-84af-916423bc73b0,2789,,,"[6.0, 36.0]",69274,62,,True,,,1.5983756,,Left Foot,,,,"[5.2, 65.0]",,Ground Pass,,29.011032,,,Gerard Piqué Bernabéu,5213.0,,,,,Goal Kick,2,From Goal Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,170,Barcelona,217,['c420ae89-f936-4130-a82a-2b53a712eb63'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:12.359,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,,,,cc691dd0-d887-414c-ac39-81761a267438,2792,,,"[3.1, 76.6]",69274,62,,,,,0.07393904,,Right Foot,,,,"[5.8, 76.8]",,Ground Pass,,2.7073972,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,170,Barcelona,217,"['6a1b3f7f-4422-4f1e-bae6-10eb1b8d86d1', 'e099c215-0734-4c53-9401-1fff3d5a7773']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:18.549,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.160043,,,,,,,,,,,,,5d644fd1-a572-473e-8ae0-a810166402ae,2795,,,"[114.1, 1.0]",69274,62,,,,,1.4601392,,,,,,"[115.6, 14.5]",,High Pass,,13.583077,,,Jérémy Mathieu,10609.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,171,Valencia,207,['415b52bc-2888-4da9-ae0d-5336809da17c'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:17:32.588,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.650221,,,,,,,,,,,,,3e69b0d9-6410-4e0a-8dea-ce9ab7a6ec1d,2800,,,"[118.3, 8.2]",69274,62,,,,,1.2490457,,Left Foot,,,,"[119.0, 10.3]",,Low Pass,,2.2135944,Incomplete,,,,,,,,,2,From Throw In,Jérémy Mathieu,10609.0,Left Midfield,171,Valencia,207,"['576fb444-5942-438f-984f-dc1f2cff03fb', '89611d45-33bf-43e0-a49b-3d1ef55257ec']",36,,,,,,,,,,,,,,,,,,Valencia,207,00:17:36.375,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.5853,,,,,,,,,,,,,3e25b2da-d078-40c8-a40b-2cae418ca461,2803,,,"[75.7, 18.1]",69274,62,,,,,0.38794425,,Head,,,,"[96.5, 26.6]",,High Pass,,22.469757,Incomplete,,,,,,,,Recovery,2,From Throw In,Ángel Dealbert Ibáñez,26645.0,Left Center Back,171,Valencia,207,['2f6e2c8f-b62d-4cfa-9e29-defcd65f2e72'],41,,,,,,,,,,,,,,,,,,Valencia,207,00:17:41.384,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.789229,,,,,,,,,,,,,16abfd83-94d1-4400-92dd-ed7e6e7b1a2e,2806,,,"[39.5, 60.9]",69274,62,,,,,3.0235007,,Head,,,,"[33.6, 61.6]",,Low Pass,,5.9413805,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,172,Barcelona,217,['b29f2aa7-3894-4d76-808d-afd76b9cc8e5'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:44.276,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.927621,,,,,,,,,,,,,23fcbc30-3493-4726-9852-1a3866a4f210,2810,,,"[36.4, 64.4]",69274,62,,,,,1.060308,,Right Foot,,,,"[43.4, 76.9]",,Low Pass,,14.326549,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,172,Barcelona,217,"['42dd2414-c903-495a-932f-dae755dc38e8', 'd781f7c9-32af-4f52-97f6-21cf7d897de6']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:45.775,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.2014,,,,,,,,,,,,,248ae652-059b-4d14-b4d0-1694b3c4551b,2817,,,"[82.7, 4.8]",69274,62,,,,,0.8960554,,Right Foot,,,,"[85.1, 7.8]",,Ground Pass,,3.8418746,Incomplete,,,,,,,,,2,Regular Play,Ángel Dealbert Ibáñez,26645.0,Left Center Back,172,Barcelona,217,['589fef3b-ff8d-4766-9db2-698391d6152b'],49,,,,,,,,,,,,,,,,,,Valencia,207,00:17:49.110,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.316728,,,,,,,,,,,,,489d8317-8ca8-47e0-9c1b-642dce334b45,2828,,,"[66.7, 51.4]",69274,62,,,,,-1.1257461,,Left Foot,,,,"[84.3, 14.5]",,Ground Pass,,40.882393,,,David Villa Sánchez,12737.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,172,Barcelona,217,['0002ea93-91da-4864-aadc-310373582be4'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:54.927,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.971484,,,,,,,,,,,,,15b4016d-1641-40e4-96a5-dca86341c586,2831,,,"[92.1, 23.0]",69274,62,,,,,1.9305034,416f07ed-649a-4103-b61c-4a57b20471ca,Right Foot,,,,"[87.7, 34.7]",,Ground Pass,,12.5,,,Xavier Hernández Creus,20131.0,True,,,,,2,Regular Play,David Villa Sánchez,12737.0,Left Wing,172,Barcelona,217,['21c96d23-eda0-416b-91ce-08a349d24828'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:59.044,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.539954,,,,,,,,,,,,,78bf6b22-532c-400a-85d4-976031b4ac13,2836,,,"[7.0, 45.0]",69274,63,,True,,,-0.58126414,,Right Foot,,,,"[58.6, 11.1]",,High Pass,,61.739532,,,Jérémy Mathieu,10609.0,,,,,Goal Kick,2,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,173,Valencia,207,['f89a3d4b-1ea2-44af-8897-0c47603e0742'],28,,,,,,,,,,,,,,,,,,Valencia,207,00:18:28.560,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.757138,,,,,,,,,,,,,a971b915-c6e5-40e5-b253-02dbf4b0ba51,2838,,,"[60.0, 9.7]",69274,63,,,,,2.7485347,,Head,,,,"[51.8, 13.1]",,High Pass,,8.876936,,,Jordi Alba Ramos,5211.0,,,,,,2,From Goal Kick,Jérémy Mathieu,10609.0,Left Midfield,173,Valencia,207,['440e381b-aedd-44a2-b4d9-6ca112416cad'],30,,,,,,,,,,,,,,,,,,Valencia,207,00:18:30.140,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.058752,,,,,,,,,,,,,a0536c53-a870-49a6-bdc3-ce8df1fb05f2,2849,,,"[61.0, 80.0]",69274,63,,,,,-0.7433178,,,,,,"[70.9, 70.9]",,High Pass,,13.446933,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,175,Barcelona,217,['b50dd1f3-f224-4f61-aea2-88591193bb8e'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:43.027,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.236618,,,,,,,,,,,,,d152f9e4-98ce-4d43-935e-943c00fb44d0,2852,,,"[70.9, 70.9]",69274,63,,,,,2.4511461,,Right Foot,,,,"[68.6, 72.8]",,Low Pass,,2.9832869,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,175,Barcelona,217,"['ad140f4a-583d-47fc-8722-a6336d6850c9', 'b1722c7b-e8d1-4705-899e-84ea7cfb51a5']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:44.293,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.529057,,,,,,,,,,,,,2f51dab5-1cff-44f0-be13-1316952b5cf1,2856,,,"[70.5, 68.8]",69274,63,,,,,-2.9629617,,Left Foot,,,,"[63.3, 67.5]",,Ground Pass,,7.31642,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,175,Barcelona,217,"['4a9336a6-346f-4907-96af-bfa9d2c22868', '606a0a9e-2be0-4a49-ae36-3485926df994']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:45.381,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.957716,,,,,,,,,,,,,34b7ed65-7e62-4ee8-a3b5-fd8693ec97b6,2863,,,"[63.3, 67.3]",69274,65,,,,,0.27970415,,Right Foot,,,,"[91.5, 75.4]",,High Pass,,29.340246,Unknown,,,,,,,,Recovery,2,Other,Gerard Piqué Bernabéu,5213.0,Right Center Back,176,Barcelona,217,,7,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:07.406,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.928967,,,,,,,,,,,,,191424eb-72ca-4552-818c-54a825f845cb,2868,,,"[28.2, 10.3]",69274,65,,,,,1.241046,,Right Foot,,,,"[34.6, 29.0]",,Ground Pass,,19.764868,,,Éver Maximiliano David Banega,5504.0,,,,,Free Kick,2,From Free Kick,Ángel Dealbert Ibáñez,26645.0,Left Center Back,178,Valencia,207,['8cf27731-1b9d-4956-9364-b878b6f0acc0'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:20:14.632,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.948149,,,,,,,,,,,,,c29c10bf-85da-41ab-bcfe-8175499fd1f8,2872,,,"[40.3, 27.9]",69274,65,,,,,-0.15722805,,Right Foot,,,,"[89.5, 20.1]",,High Pass,,49.814457,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,2,From Free Kick,Éver Maximiliano David Banega,5504.0,Left Center Midfield,178,Valencia,207,"['1e5e9004-78db-4915-80d4-325355128aad', '954ed3c6-7829-496b-8428-28c5f995e8b4', 'ffc35ac3-d9ba-4f18-b5d9-d5c721b53d94']",17,,,,,,,,,,,,,,,,,,Valencia,207,00:20:17.190,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.742973,,,,,,,,,,,,,0fb9820b-4ac6-4e94-9f16-8d2aee3f01f3,2876,,,"[37.7, 68.0]",69274,65,,,,,-1.1692158,,Right Foot,,,,"[40.8, 60.7]",,Low Pass,,7.930952,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,179,Barcelona,217,['0ab45b7b-01ed-4c9b-97cb-7088c22f45e2'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:21.321,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.173568,,,,,,,,,,,,,26dd87b9-12f8-41fa-858e-cf560d2d2c91,2879,,,"[42.5, 60.5]",69274,65,,,,,-1.2706251,,Right Foot,,,,"[45.1, 52.1]",,Ground Pass,,8.7931795,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,179,Barcelona,217,['92bb4a05-238a-44f7-9507-2bc9638fd459'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:22.717,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.825102,,,,,,,,,,,,,d4d81769-ea28-4f24-80da-e1228fe30688,2883,,,"[43.2, 53.8]",69274,65,,,,,1.6037514,,Right Foot,,,,"[42.9, 62.9]",,Ground Pass,,9.104943,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,179,Barcelona,217,"['720a1c7d-5a29-4695-a24a-1dc0a5862260', '75ac74aa-ade6-4e60-b492-dd283ec1f4b2']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.474,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.69783,,,,,,,,,,,,,1897a169-604a-4e58-8e90-2718f6617670,2887,,,"[43.2, 63.5]",69274,65,,,,,-0.35399744,,Right Foot,,,,"[61.6, 56.7]",,Low Pass,,19.61632,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,179,Barcelona,217,"['3d35f69b-f963-4df7-9ad4-f39db0f0444c', 'e26ac066-6086-47b0-86b7-428d8bbb2c35']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:25.678,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.589391,,,,,,,,,,,,,1ece4e9f-6038-4337-a25b-92e7fa1bec4b,2891,,,"[62.4, 54.2]",69274,65,,,,,-1.4593201,,Left Foot,,,,"[63.9, 40.8]",,Ground Pass,,13.483694,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,179,Barcelona,217,"['9021c290-677a-4797-8fc4-5a1dc9579415', 'f1b02ab3-ba6b-4316-a1be-229ce5eaa869']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:27.573,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.29688,,,,,,,,,,,,,f179b4e8-78cf-4876-a9ec-d52018460290,2897,,,"[65.4, 36.8]",69274,65,,True,,,-2.1206496,,Right Foot,,,,"[61.6, 30.6]",,Ground Pass,,7.2718635,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,180,Barcelona,217,['2824842b-37cd-4033-9a44-10e68691f53c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:47.194,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.057117,,,,,,,,,,,,,2921c684-0835-4536-a18d-43cfb3f38616,2901,,,"[61.6, 30.6]",69274,65,,,,,1.6921483,,Right Foot,,,,"[60.1, 42.9]",,Ground Pass,,12.391126,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,181,Barcelona,217,['ccacd0ec-4cd8-481f-ad14-e3f007a3bb71'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:57.917,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.063917,,,,,,,,,,,,,29ae3ff5-9c50-45e1-86fa-a367b68e7c81,2904,,,"[60.1, 42.9]",69274,65,,,,,-2.0118346,,Right Foot,,,,"[52.5, 26.8]",,Ground Pass,,17.803652,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,181,Barcelona,217,['f8e0a4f8-cdc7-47dc-80cf-49b6b4a8fe88'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:59.014,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.478479,,,,,,,,,,,,,d21e1a33-f035-44db-a54e-ff5e9d4ad363,2907,,,"[52.9, 26.8]",69274,66,,,,,-0.56533647,,Left Foot,,,,"[62.2, 20.9]",,Ground Pass,,11.013628,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,181,Barcelona,217,['528aa139-0eae-4288-a028-cb9dcd7ec262'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:00.237,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.421506,,,,,,,,,,,,,a8649c7c-ab65-41d9-945f-ef60438e78d0,2910,,,"[62.4, 21.1]",69274,66,,,,,-0.6135169,,Right Foot,,,,"[86.4, 4.2]",,High Pass,,29.353193,,,David Villa Sánchez,12737.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,181,Barcelona,217,['e1715590-fb82-4d22-8b21-51390b158cb7'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:02.818,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.522247,,,,,,,,,,,,,f02e13c6-7a9d-458c-b6fe-c869c9c3885e,2916,,,"[100.6, 1.0]",69274,66,,,,,3.028976,,,,,,"[83.8, 2.9]",,Low Pass,,16.907099,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,182,Barcelona,217,['84cdf53c-9233-4767-828b-69a2a5d63c65'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:13.950,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.841815,,,,,,,,,,,,,33e5df5d-1ee2-45b5-971f-bfaf3f0eec43,2919,,,"[85.3, 3.1]",69274,66,,,,,1.4612368,,Right Foot,,,,"[86.4, 13.1]",,Ground Pass,,10.060318,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,182,Barcelona,217,['aa2537df-09be-4d6d-8e7e-53d26fe8b5ee'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.249,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.8374,,,,,,,,,,,,,017ce35a-2731-4c23-b52b-d317e78fb8f2,2922,,,"[86.4, 14.3]",69274,66,,,,,-2.3041582,,Left Foot,,,,"[77.3, 4.2]",,Ground Pass,,13.5948515,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,182,Barcelona,217,['2fb97c7d-0b8a-41b3-9904-be85f9059216'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.171,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.941366,,,,,,,,,,,,,eca613c2-169d-4a64-be90-82dcf5bfb6ef,2926,,,"[85.6, 13.1]",69274,66,,,,,0.69702137,,Right Foot,,,,"[94.2, 20.3]",,Ground Pass,,11.21606,Incomplete,,David Villa Sánchez,12737.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,182,Barcelona,217,"['3cb69e02-3bea-4d73-84fd-1d880df9ae2f', 'a82ae43c-ff4d-4293-8566-e29fad98cd8f']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:22.131,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.061415,,,,,,,,,,,,,eb20b741-ee95-49ec-ac58-131e445cc56d,2930,,,"[30.6, 61.6]",69274,66,,,,,1.0427219,,Right Foot,,,,"[32.7, 65.2]",,Ground Pass,,4.167733,,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,183,Valencia,207,['dd24226f-51c8-4314-b206-aa4c313bac0d'],23,,,,,,,,,,,,,,,,,,Valencia,207,00:21:23.679,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.301834,,,,,,,,,,,,,78e6c213-772b-4867-aeff-dbd4b8470c62,2933,,,"[34.4, 64.5]",69274,66,,,,,-0.7366563,,Right Foot,,,,"[51.6, 48.9]",,Ground Pass,,23.22068,,,Roberto Soldado Rillo,26009.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,183,Valencia,207,['5625b282-d407-4fc8-960a-5f43cc44221a'],25,,,,,,,,,,,,,,,,,,Valencia,207,00:21:25.432,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.795669,,,,,,,,,,,,,894d65a5-1064-4a08-9e9f-477ee8fdf0bd,2936,,,"[51.6, 48.9]",69274,66,,,,,1.3988986,,Right Foot,,,,"[56.6, 77.7]",,Ground Pass,,29.230806,,,Pablo Hernández Domínguez,4711.0,,,,,,2,Regular Play,Roberto Soldado Rillo,26009.0,Right Center Forward,183,Valencia,207,['307d8c08-b8cd-47d3-a78b-d60b49970319'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:21:27.048,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.10547,,,,,,,,,,,,,bfe1e6bb-d6aa-40f4-9ffc-ad6350771483,2939,,,"[56.6, 77.7]",69274,66,,,,,-3.053906,,Right Foot,,,,"[47.5, 76.9]",,Ground Pass,,9.1350975,,,Marius Stankevičius,26681.0,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,Right Midfield,183,Valencia,207,['8a0f34b7-befb-45a0-bd59-42f1fb5d5894'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:21:32.415,Pass,,2010/2011
