bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.989555,,,,,,,,,,,,,0123ab54-c18a-47bf-9382-de9e8f437e6e,18,,"[40.9, 22.4]",3773497,0,,,,,-1.0938162,,Left Foot,,,"[48.6, 7.5]",,Ground Pass,,16.772001,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['9497213e-d9e6-48dc-a36f-a4238a5fb251', 'f5cd6211-92b3-423b-875d-fd9bc840e50b']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.394,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,0.971714,,,,,,,,,,,,,ca0594c8-1fbd-4fdf-870d-069bd2b53319,21,,"[46.6, 6.2]",3773497,0,,,,,1.2569612,,Left Foot,,,"[50.3, 17.6]",,Ground Pass,,11.985408,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Wing Back,2,Barcelona,217,['1cb6b08e-bfba-4e44-936c-7cc00e0c0b5b'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.393,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.973883,,,,,,,,,,,,,087c89a5-75b8-4fc6-a141-f38c965bd67c,25,,"[46.6, 11.9]",3773497,0,,,,,-2.5930433,,Right Foot,,,"[43.0, 9.7]",,Ground Pass,,4.2190046,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,"['580e6368-4cdb-4c65-978e-5cebf2ff9849', '8e6cecfe-903b-48a7-9e9c-6cd08ed4b2a8']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.414,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,0.91847,,,,,,,,,,,,,3d7e3773-cdca-41b8-88bd-813b8b57f52a,28,,"[40.4, 8.9]",3773497,0,,,,,2.6665819,,Left Foot,,,"[22.9, 17.9]",,Ground Pass,,19.678669,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Wing Back,2,Barcelona,217,['0c51b0b7-933e-4659-a6de-1c5c70384f34'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.437,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.338576,,,,,,,,,,,,,be4a6df8-bec2-4a89-a75b-a11dc6d6bc0d,32,,"[19.3, 7.5]",3773497,0,,,,,0.06311309,,Left Foot,,,"[46.2, 9.2]",,High Pass,,26.953665,,,Incomplete,,Pedro González López,30486.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['1e674afc-e404-4960-a82f-8084291ae13f', '603eaf75-c981-4ee7-a5a0-08551afe2ed2', 'bc773ca2-2935-4491-bc3d-0bc5e02f49f3']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.295,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,0.833584,,,,,,,,,,,,,cafff843-685f-49af-8bc5-1ef2587327a9,37,,"[77.9, 68.1]",3773497,0,,,,,-0.7756897,,Right Foot,,,"[83.1, 63.0]",,Ground Pass,,7.283543,,,,,Toni Kroos,5574.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Barcelona,217,"['c44495ef-3293-492f-86e0-8ee44036ae81', 'e0bfc413-dd89-4a73-9812-31b22efc2e0b']",16,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:16.750,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,0.590993,,,,,,,,,,,,,2cd777af-32a1-4332-9fbc-a938de06fc63,40,,"[86.6, 60.3]",3773497,0,,,,,-3.0671039,,Right Foot,,,"[79.9, 59.8]",,Ground Pass,,6.718631,,,Incomplete,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Barcelona,217,"['50b4df31-2e6c-43db-886e-c2e5053e2148', 'd7461ccf-55f1-4501-815d-4cb4e0944b13']",17,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:17.685,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.097311,,,,,,,,,,,,,a0ae93ed-8c5e-425b-a3c7-a7c4cf457d06,53,,"[44.9, 10.7]",3773497,0,,,,,0.09585915,,Left Foot,,,"[86.5, 14.7]",,High Pass,,41.791866,,,Incomplete,,Ousmane Dembélé,5477.0,,,,Through Ball,True,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Wing Back,2,Barcelona,217,"['96f6d9da-8fc6-4536-8e67-5393733abb13', 'a1edeadd-f45e-4c2c-9b47-b20284f6e77a']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.308,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.882692,,,,,,,,,,,,,8180944b-2b91-47d1-bd61-0c2f2e39f29a,57,,"[10.4, 73.2]",3773497,0,,,,,0.17722538,,Right Foot,,,"[17.1, 74.4]",,Ground Pass,,6.8066144,,,,,Lucas Vázquez Iglesias,5200.0,,,,,,,1,Regular Play,Éder Gabriel Militão,13620.0,Right Center Back,3,Real Madrid,220,['469e85c9-a9d4-4e78-b442-2c99c4742a47'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:29.083,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.005133,,,,,,,,,,,,,24cb10ee-32f1-435a-8110-4eca0bfefa38,61,,"[16.2, 72.1]",3773497,0,,,,,-2.2730532,,Left Foot,,,"[3.0, 56.5]",,Ground Pass,,20.435265,,,,,Thibaut Courtois,3509.0,,,,,,,1,Regular Play,Lucas Vázquez Iglesias,5200.0,Right Back,3,Real Madrid,220,"['46305a77-38da-4e04-8927-c47a6845c042', '55fee51c-c7c7-4b22-b488-0097ab50d0d4']",31,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.915,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,2.897256,,,,,,,,,,,,,d90a5f0e-d282-4306-9f7d-8425b0f422c0,64,,"[4.3, 57.5]",3773497,0,,,,,0.09947861,,Right Foot,,,"[56.4, 62.7]",,High Pass,,52.358856,,,Incomplete,,Federico Santiago Valverde Dipetta,6773.0,,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,3,Real Madrid,220,"['3af9b10a-3a7b-49b4-858f-540fc974891f', 'd890ec36-4dc2-415a-aa78-211737a29a5f']",34,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.023,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.090703,,,,,,,,,,,,,3af9b10a-3a7b-49b4-858f-540fc974891f,66,,"[63.7, 17.4]",3773497,0,,,,,1.0378156,,Other,,,"[71.9, 31.3]",,Low Pass,,16.138464,,,,,Frenkie de Jong,8118.0,,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,"['110a9081-d02f-4156-8852-53c752420dd4', 'd90a5f0e-d282-4306-9f7d-8425b0f422c0']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.921,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.925029,,,,,,,,,,,,,5e0ff8d4-b084-41cf-8a86-e996b29ffb5d,70,,"[62.8, 23.1]",3773497,0,,,,,-2.3864882,,Right Foot,,,"[56.0, 16.7]",,Ground Pass,,9.338094,,,,,Clément Lenglet,6826.0,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,['bb998298-6462-4d39-b61c-6092577725fa'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.101,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.58354,,,,,,,,,,,,,f510af58-8e3d-40d2-8e6b-c6c32f3b7871,74,,"[55.3, 14.2]",3773497,0,,,,,0.63707036,,Left Foot,,,"[60.3, 17.9]",,Ground Pass,,6.2201285,,,,,Frenkie de Jong,8118.0,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,"['5fd07e8a-a95c-421d-9ad9-81c6937820a9', 'd613840e-0fe3-4fa6-b605-15f212d18eb6']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.427,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,1.834734,,,,,,,,,,,,,8f3f5f38-e789-4436-be5a-f11f3addf1b0,77,,"[60.3, 30.8]",3773497,0,,,,,1.8078637,,Right Foot,,,"[53.1, 60.6]",,Ground Pass,,30.657463,,,,,Óscar Mingueza García,43728.0,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,['a44211fe-219f-45f3-ac7e-f2c2185f893d'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.066,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.659085,,,,,,,,,,,,,174e2d2b-807d-48a9-84ca-9fbe08381963,80,,"[53.9, 63.3]",3773497,0,,,,,-1.3352513,,Right Foot,,,"[56.3, 53.3]",,Ground Pass,,10.283968,,,,,Frenkie de Jong,8118.0,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,4,Barcelona,217,['e86b6200-7d6e-47bf-bbd6-74410c81997e'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.798,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.464408,,,,,,,,,,,,,bd57d471-aa02-49be-9915-b945b7368da3,83,,"[66.8, 43.2]",3773497,0,,,,,1.3370532,,Right Foot,,,"[67.8, 47.4]",,Ground Pass,,4.3174067,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,['a4bec987-accb-4fd2-9496-e8f8716a27e8'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.759,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.97039,,,,,,,,,,,,,fb0b3af2-3419-4eb8-a7f9-249e1bce7c63,87,,"[69.7, 51.4]",3773497,0,,,,,-0.13933514,,Left Foot,,,"[86.1, 49.1]",,Ground Pass,,16.560495,,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,4,Barcelona,217,"['9245558a-5884-47f6-bcd3-402fdb13673c', 'af2de5bd-3386-4fd9-8e19-43c0758be42a']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.354,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,0.570889,,,,,,,,,,,,,7a7396b5-0e40-4935-a846-3ee3396ef2e0,90,,"[85.6, 48.6]",3773497,0,,,,,2.5287724,,Right Foot,,,"[79.2, 53.1]",,Ground Pass,,7.823682,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,4,Barcelona,217,['9d51c6ea-a408-4e85-8fd4-d7141d0510d9'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.441,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.350377,,,,,,,,,,,,,7ced7ebb-2708-455d-8dba-28d8ee605942,98,,"[75.6, 72.9]",3773497,1,,,,,0.402114,,Right Foot,,,"[84.3, 76.6]",,Ground Pass,,9.4541,,,,,Sergino Dest,21881.0,,,,,,Recovery,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,4,Barcelona,217,"['a9bcf274-54b2-4f0e-8589-98e5351fc6d3', 'd4ee1804-7434-4202-a41c-675e089a6c24']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.794,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,2.378361,,,,,,,,,,,,,7e951f73-34e7-4ccb-a42f-1837b51e17ad,101,,"[84.3, 75.7]",3773497,1,,,,,-2.7894647,,Right Foot,,,"[62.8, 67.8]",,Ground Pass,,22.905458,,,,,Óscar Mingueza García,43728.0,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,4,Barcelona,217,['33c087d9-de24-49bb-9704-5807681d6a45'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.072,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.333781,,,,,,,,,,,,,5aa3fbd5-baa9-4b93-94d6-2b40816538ea,104,,"[58.6, 67.5]",3773497,1,,,,,-2.055946,,Left Foot,,,"[48.9, 49.1]",,Ground Pass,,20.80024,,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,4,Barcelona,217,['61da6521-d533-4de4-bc29-2afe257c05d1'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.282,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.25226,,,,,,,,,,,,,d03b1399-2a0f-403b-9dc3-a0a70cee1dee,107,,"[46.6, 46.7]",3773497,1,,,,,-1.1916646,,Right Foot,,,"[56.6, 21.6]",,Ground Pass,,27.018698,,,,,Clément Lenglet,6826.0,,,,,,,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Center Back,4,Barcelona,217,['f72e05d3-004e-4775-81f0-32fd28f86b80'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.951,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.981074,,,,,,,,,,,,,2aa37c31-6c4a-4d78-b7aa-f58b2c197bb8,110,,"[70.0, 25.6]",3773497,1,,,,,0.4480239,,Left Foot,,,"[82.9, 31.8]",,Ground Pass,,14.312582,,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['d72aa792-2a3e-4b23-b045-8f04f9a9889e'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.582,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.640413,,,,,,,,,,,,,417a14f2-78ea-4321-8018-e31bda02942d,113,,"[82.9, 32.5]",3773497,1,,,,,-1.2618656,,Left Foot,,,"[85.9, 23.1]",,Ground Pass,,9.867117,,,Incomplete,,Pedro González López,30486.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,4,Barcelona,217,"['2e66f19e-1301-4da5-b213-94d50fa1a4b3', 'bbc27705-41d2-4353-8c06-598d01fe01b4']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.643,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.332983,,,,,,,,,,,,,bbc27705-41d2-4353-8c06-598d01fe01b4,115,,"[34.2, 57.0]",3773497,1,,,,,-0.25470057,,Left Foot,,,"[51.1, 52.6]",,Ground Pass,,17.46339,,,Incomplete,,Karim Benzema,19677.0,,,,,,Recovery,1,Regular Play,Lucas Vázquez Iglesias,5200.0,Right Back,4,Barcelona,217,"['2038be84-592c-4f25-9879-eef6d230680c', '417a14f2-78ea-4321-8018-e31bda02942d', '4777d9a5-417f-4d49-8f52-6ce79289d2c8']",16,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:16.283,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.856774,,,,,,,,,,,,,2038be84-592c-4f25-9879-eef6d230680c,117,,"[69.0, 27.5]",3773497,1,,,,,-2.158799,,Right Foot,,,"[64.2, 20.3]",,Ground Pass,,8.653323,,,,,Clément Lenglet,6826.0,,,,,,Interception,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,4,Barcelona,217,"['17cc5686-123c-4320-8570-43b28dc528c6', 'bbc27705-41d2-4353-8c06-598d01fe01b4']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.616,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.911382,,,,,,,,,,,,,dd8695e0-6e58-4a7b-80f4-017c1e639bbf,120,,"[63.7, 20.8]",3773497,1,,,,,-1.3554386,,Left Foot,,,"[67.2, 4.8]",,Ground Pass,,16.37834,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['59f2e454-1441-4f2e-9330-59c90369a87d'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.022,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.581014,,,,,,,,,,,,,a7b869d7-c90d-4b91-b02c-1fed7189247b,123,,"[66.8, 8.7]",3773497,1,,,,,0.6889244,,Left Foot,,,"[71.9, 12.9]",,Ground Pass,,6.606815,,,,,Pedro González López,30486.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,4,Barcelona,217,['cd1acab9-7c34-415c-93a4-d12b89dc71ae'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.083,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.786666,,,,,,,,,,,,,1312e55c-bc15-4b7c-b2af-4f0cca4a0b98,127,,"[70.5, 11.9]",3773497,1,,,,,-2.9889433,,Right Foot,,,"[62.7, 10.7]",,Ground Pass,,7.891768,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Wing,4,Barcelona,217,"['3f2ac53a-eb0a-4927-87a2-ceed604e06b1', '529660d9-3963-4382-8844-20f9f42cc519']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.077,Pass,True,2020/2021
