bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0af194ba-5206-40b2-a5e9-3353177eefc3,1,,,3773497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 13620, 'name': 'Éder Gabriel Militão'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3804, 'name': 'Ferland Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18395, 'name': 'Vinícius José Paixão de Oliveira Júnior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d42b07b-a2dd-449d-932e-665ca5155f24,2,,,3773497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37839e16-1d3d-41cc-9ed9-315216e58680,3,,,3773497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['da925325-bf15-49e2-a891-dcb662c01904'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da925325-bf15-49e2-a891-dcb662c01904,4,,,3773497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['37839e16-1d3d-41cc-9ed9-315216e58680'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22c32b57-12fe-402f-aa92-71f0110e7ddd,2215,,,3773497,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Barcelona,217,['c33f8366-31b0-4bb1-b891-c3e6a9974a2f'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c33f8366-31b0-4bb1-b891-c3e6a9974a2f,2216,,,3773497,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Barcelona,217,['22c32b57-12fe-402f-aa92-71f0110e7ddd'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.856964,,,,,,,,,,,,,4bb5ef98-f35a-46a0-86d2-4300f39bdce7,5,,"[61.0, 40.1]",3773497,0,,,,,2.7401216,,Left Foot,,,"[50.4, 44.6]",,Ground Pass,,11.515641,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['cf2abd5e-7e94-453b-aadd-91f1e272a263'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.687,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.395305,,,,,,,,,,,,,5f18fc92-4412-47db-80fe-8bb3d78da122,8,,"[51.8, 42.7]",3773497,0,,,,,-2.063926,,Right Foot,,,"[43.9, 28.0]",,Ground Pass,,16.68832,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,['3c54bed4-49c2-4ced-bf2a-882514690c48'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.779,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.569866,,,,,,,,,,,,,f92ab228-1310-448b-83d0-86a44ff555a1,11,,"[43.0, 26.8]",3773497,0,,,,,0.17137912,,Left Foot,,,"[53.4, 28.6]",,Ground Pass,,10.55462,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['1379cd38-4dfb-41a0-8762-96f1273bdcb8'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.165,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.909151,,,,,,,,,,,,,72073a34-f24c-4f34-a2c7-6727a1549d20,14,,"[51.3, 27.6]",3773497,0,,,,,-2.6688955,,Right Foot,,,"[42.5, 23.1]",,Ground Pass,,9.883825,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,['78a91b18-ea26-43dc-986f-ea87efad65ff'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.911,Pass,,2020/2021
