50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c1da157c-dac5-4cd6-8dd6-ca8e9e5eda9f,1,,,303487,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ede1f6c5-68f2-4856-a4fd-a861421a37ea,2,,,303487,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 16555, 'name': 'Joseph Aidoo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 11388, 'name': 'Néstor Alejandro Araújo Razo'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 24730, 'name': 'Lucas René Olaza Catrofe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 11389, 'name': 'Francisco José Beltrán Peinado'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6798, 'name': 'Stanislav Lobotka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 4558, 'name': 'Pape Cheikh Diop Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5516, 'name': 'Pione Sisto Ifolo Emirmija'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,91abf8a7-efff-485b-8600-03fe5f379667,3,,,303487,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['e2c07ce3-7cf7-409b-8218-c02c30f210fa'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e2c07ce3-7cf7-409b-8218-c02c30f210fa,4,,,303487,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['91abf8a7-efff-485b-8600-03fe5f379667'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2bd535a-59a5-40a3-aa25-ed96ee9b3fa1,1915,,,303487,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Barcelona,217,['2b7059f1-9d93-4e49-b24c-fc23c6d6075d'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2b7059f1-9d93-4e49-b24c-fc23c6d6075d,1916,,,303487,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Barcelona,217,['c2bd535a-59a5-40a3-aa25-ed96ee9b3fa1'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,1.122578,,,,,,,,,,,,,,b5cc730b-7737-44fe-a979-64a8bb3bc130,5,,"[61.0, 40.1]",303487,0,,,,,2.0816724,,Left Foot,,,"[52.2, 55.8]",Ground Pass,,17.998055,,,,,Stanislav Lobotka,6798.0,,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Right Center Forward,2,Celta Vigo,209,['cc99f09d-0580-4423-8c41-05d93f1c145c'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.144,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.630539,,,,,,,,,,,,,,ec275e2a-18ee-475b-804a-8d1e0a8529ed,8,,"[50.0, 53.0]",303487,0,,,,,-2.2001696,,Right Foot,,,"[42.5, 42.7]",Ground Pass,,12.741272,,,,,Francisco José Beltrán Peinado,11389.0,,,,,,,1,From Kick Off,Stanislav Lobotka,6798.0,Right Center Midfield,2,Celta Vigo,209,['544977e4-cb5b-467b-acc0-00a2128c47f6'],2,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:02.004,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.728318,,,,,,,,,,,,,,a679eab2-0afc-4075-959c-11d2c05b5eac,11,,"[42.1, 46.4]",303487,0,,,,,2.1836166,,Right Foot,,,"[33.1, 59.2]",Ground Pass,,15.647364,,,,,Joseph Aidoo,16555.0,,,,,,,1,From Kick Off,Francisco José Beltrán Peinado,11389.0,Center Defensive Midfield,2,Celta Vigo,209,['78c0eea4-cd9a-4363-b419-e64aa59919c7'],3,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.773,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.336754,,,,,,,,,,,,,,dff20388-abeb-4aa5-8307-c5fc8e62d1de,14,,"[38.5, 57.7]",303487,0,,,,,-1.8562306,,Right Foot,,,"[28.2, 22.6]",Ground Pass,,36.580048,,,,,Lucas René Olaza Catrofe,24730.0,,,,,,,1,From Kick Off,Joseph Aidoo,16555.0,Right Center Back,2,Celta Vigo,209,['615e8f44-3b7c-4f9f-a250-135c568d3e21'],6,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:06.627,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.213708,,,,,,,,,,,,,,b8959d39-ae62-408d-9f6c-d8f0775c68f4,17,,"[30.1, 19.0]",303487,0,,,,,2.5252957,,Left Foot,,,"[20.5, 25.8]",Ground Pass,,11.764353,,,,,Néstor Alejandro Araújo Razo,11388.0,,,,,,,1,From Kick Off,Lucas René Olaza Catrofe,24730.0,Left Center Back,2,Celta Vigo,209,['bb9a2cd3-c351-4396-9697-9095721959be'],11,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:11.899,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.643387,,,,,,,,,,,,,,864f3d63-c0da-49e4-8c1a-2dc15ff68982,20,,"[20.3, 25.8]",303487,0,,,,,2.0795999,,Right Foot,,,"[9.2, 45.7]",Ground Pass,,22.7864,,,,,Rubén Blanco Veiga,6795.0,,,,,,,1,From Kick Off,Néstor Alejandro Araújo Razo,11388.0,Center Back,2,Celta Vigo,209,['7caa9fb1-dbb1-4113-a3ba-03780de84003'],13,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:13.843,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.983312,,,,,,,,,,,,,,bc2b9874-21b4-44f0-9554-4d6b6b654804,23,,"[9.2, 48.1]",303487,0,,,,,0.266093,,Right Foot,,,"[62.4, 62.6]",High Pass,,55.14064,,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Kick Off,Rubén Blanco Veiga,6795.0,Goalkeeper,2,Celta Vigo,209,"['16c58770-40b8-4d73-93ec-4223cde6eb48', '8b5fb8f1-caf8-4fee-bee0-ab7b2608d59e']",16,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:16.834,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.032364,,,,,,,,,,,,,,16c58770-40b8-4d73-93ec-4223cde6eb48,25,,"[57.7, 17.5]",303487,0,,,,,0.0,,Head,,,"[65.0, 17.5]",Low Pass,,7.3,,,,,Sergi Roberto Carnicer,6379.0,,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['bc2b9874-21b4-44f0-9554-4d6b6b654804', 'e2b2add3-9cb5-4826-92d7-f21fbc11a29c']",19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.817,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.114739,,,,,,,,,,,,,,79dd869d-0ab7-4c0c-8b34-60df914fafd8,27,,"[65.0, 17.5]",303487,0,,,,,-2.3855977,,Head,,,"[61.5, 14.2]",High Pass,,4.8104053,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,3,Barcelona,217,['579599b2-7595-4a89-b0fc-8bbbf7065528'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.849,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.280771,,,,,,,,,,,,,,03921ac0-092b-4973-963c-f00e64084298,33,,"[54.0, 18.5]",303487,0,,,,,1.6236571,,Left Foot,,,"[51.0, 75.2]",High Pass,,56.77931,,,,,Nélson Cabral Semedo,6374.0,,,True,,,Free Kick,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['fc2b635c-96ac-4532-8265-19eeccdbab3d'],41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.210,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.045602,,,,,,,,,,,,,,4591d36b-5d78-474c-8734-dd9d0681d869,39,,"[57.2, 74.8]",303487,0,,,,,-2.8844194,,Right Foot,,,"[24.5, 66.2]",Ground Pass,,33.81198,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Free Kick,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,5,Barcelona,217,['062fd1ab-d8b4-49f4-82dd-a219f6eb2324'],59,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.426,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.409699,,,,,,,,,,,,,,5604be64-6edd-4eb5-8eb7-250f015b5676,42,,"[23.2, 63.0]",303487,1,,,,,-1.576231,,Right Foot,,,"[23.0, 26.2]",Low Pass,,36.800545,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['1763a42a-22c3-4bb4-b275-8c92c4715ccd'],2,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.318,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.845187,,,,,,,,,,,,,,8d0a9b22-f7ce-4904-815e-20543c11d328,45,,"[23.2, 22.0]",303487,1,,,,,-1.1361262,,Left Foot,,,"[28.4, 10.8]",Ground Pass,,12.348279,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['1f98d71c-bf32-49af-8bf4-10248c92c171'],5,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.179,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.93429,,,,,,,,,,,,,,d956f874-3757-4113-a4a1-ca189124f8f7,48,,"[28.8, 8.1]",303487,1,,,,,0.4098276,,Left Foot,,,"[41.0, 13.4]",Ground Pass,,13.301504,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Free Kick,Héctor Junior Firpo Adames,17304.0,Left Back,5,Barcelona,217,['2f8a8144-7fe9-487f-a61d-4ac25f824070'],7,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.408,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.240905,,,,,,,,,,,,,,81747300-0800-4b4c-bbe9-49fccff25334,52,,"[31.1, 11.9]",303487,1,,,,,3.048116,,Left Foot,,,"[15.1, 13.4]",Ground Pass,,16.070158,,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,5,Barcelona,217,"['87feefb3-3e9e-49c4-af75-cee43396c786', 'e060ada2-cca0-4a50-8c57-5226ce264807']",9,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.678,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.391807,,,,,,,,,,,,,,84760456-dc61-412c-9dd2-16929b4b1038,55,,"[15.1, 13.4]",303487,1,,,,,2.2038016,,Left Foot,,,"[2.7, 30.3]",Ground Pass,,20.961155,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['ebcc4b83-02ad-44fa-8cf6-940176676b44'],11,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.705,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.410835,,,,,,,,,,,,,,77effe69-4660-418a-b630-2ed7582850ce,59,,"[3.1, 24.5]",303487,1,,,,,-0.12605615,,Left Foot,,,"[46.5, 19.0]",High Pass,,43.747116,,,Incomplete,,Anssumane Fati,30756.0,,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,"['6bf655b3-12f0-4007-830f-d0701ecbd5cd', 'd1f9e69a-b779-4a05-afcc-4e65d120040f', 'f1ea0300-ef03-419a-b211-7a30da63bf66']",14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.425,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.966066,,,,,,,,,,,,,,6bf655b3-12f0-4007-830f-d0701ecbd5cd,61,,"[73.6, 61.1]",303487,1,,,,,-0.33929262,,Head,,,"[83.8, 57.5]",High Pass,,10.816654,,,,,Stanislav Lobotka,6798.0,,,,,,Recovery,1,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Center Back,6,Celta Vigo,209,"['4399d6a2-db66-4c4f-bf44-f84c5e6f9fe4', '77effe69-4660-418a-b630-2ed7582850ce']",16,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:16.836,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.837436,,,,,,,,,,,,,,42d99f19-0551-4a47-a320-e42645550f25,63,,"[83.8, 57.5]",303487,1,,,,,-0.028161567,,Head,,,"[90.9, 57.3]",Low Pass,,7.102816,,,,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,Stanislav Lobotka,6798.0,Right Center Midfield,6,Celta Vigo,209,['495927ba-3745-4c27-99c6-735f9d87ed8f'],18,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:18.802,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.883203,,,,,,,,,,,,,,d4fd3808-6c31-4aa6-ac87-fe19350c10b6,66,,"[90.9, 57.3]",303487,1,,,,,-3.102397,,Left Foot,,,"[85.8, 57.1]",Low Pass,,5.10392,,,Incomplete,,Stanislav Lobotka,6798.0,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Right Center Forward,6,Celta Vigo,209,"['342b6ed5-f220-4ac6-937d-fc51087fa3ca', 'abce47dd-f19c-4a2e-8f51-02069e659a52']",19,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:19.780,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.677622,,,,,,,,,,,,,,e488bcc1-ecd9-4884-931b-15f415a79f77,70,,"[35.4, 23.5]",303487,1,,,,,-2.1825233,,Right Foot,,,"[30.7, 16.8]",Ground Pass,,8.184131,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,7,Barcelona,217,['9499208b-f8d7-4d15-8b6c-94aa668cc4b1'],21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.717,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.124499,,,,,,,,,,,,,,535504d3-3061-4a52-b72f-783c8c55df2d,72,,"[31.3, 16.2]",303487,1,,,,,0.09790031,,Right Foot,,,"[42.5, 17.3]",High Pass,,11.253888,,,,,Anssumane Fati,30756.0,,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,7,Barcelona,217,['80affc1b-7366-4a7b-a361-be735efcba6b'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.394,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.866944,,,,,,,,,,,,,,d6ea07f1-e231-41a2-a9b3-f2bd811d1fbd,78,,"[80.2, 57.3]",303487,1,,,,,2.2009902,,Head,,,"[74.0, 65.8]",High Pass,,10.520931,,,,,Hugo Mallo Novegil,6805.0,,,,,,Recovery,1,Regular Play,Stanislav Lobotka,6798.0,Right Center Midfield,8,Celta Vigo,209,['d270bd92-3619-4235-b118-233f1b483a32'],24,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:24.758,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.496544,,,,,,,,,,,,,,5094492b-dc67-45f2-982b-01c7cf7adecf,80,,"[74.0, 65.8]",303487,1,,,,,-1.2895641,,Head,,,"[75.3, 61.3]",Low Pass,,4.6840153,,,,,Francisco José Beltrán Peinado,11389.0,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Wing Back,8,Celta Vigo,209,['919fda83-1b6c-4748-ad1f-0b3ebbdf125b'],25,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:25.665,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.246884,,,,,,,,,,,,,,7b88bee6-2683-49be-84f6-33f1276fcb7e,84,,"[70.1, 62.4]",303487,1,,,,,-2.6680443,,Left Foot,,,"[50.0, 52.1]",Ground Pass,,22.585394,,,,,Néstor Alejandro Araújo Razo,11388.0,,,,,,,1,Regular Play,Francisco José Beltrán Peinado,11389.0,Center Defensive Midfield,8,Celta Vigo,209,"['489e3068-0877-48a3-9b1e-af32f208f2c3', '8c1a2d02-bf5b-4d41-a420-69e383e90ea1']",26,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:26.836,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.541472,,,,,,,,,,,,,,c2a25cc6-dd35-46a4-bda3-f81c61a83969,87,,"[52.6, 44.4]",303487,1,,,,,-2.2981558,,Right Foot,,,"[37.2, 27.1]",Ground Pass,,23.16139,,,,,Lucas René Olaza Catrofe,24730.0,,,,,,,1,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Center Back,8,Celta Vigo,209,['0361d74b-5406-48b9-ae8e-760f28e8d902'],30,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:30.826,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.454307,,,,,,,,,,,,,,f36ea4b2-c9ac-4068-beae-1da7b0192734,90,,"[37.2, 23.1]",303487,1,,,,,-0.4048918,,Left Foot,,,"[81.3, 4.2]",High Pass,,47.97937,,,Incomplete,,Pione Sisto Ifolo Emirmija,5516.0,,,,,,,1,Regular Play,Lucas René Olaza Catrofe,24730.0,Left Center Back,8,Celta Vigo,209,"['3fe607ce-c854-4078-a585-4bf689d5f1c0', 'f3f20f9a-1960-4087-b67a-939ab654c1f7']",34,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:34.631,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.173722,,,,,,,,,,,,,,ac9e3c68-8845-4319-8d98-c0c68ef94ef9,94,,"[66.3, 0.1]",303487,1,,,,,1.9070386,,,,,"[62.7, 10.4]",High Pass,,10.911004,,,,,Francisco José Beltrán Peinado,11389.0,,,,,,Throw-in,1,From Throw In,David Juncà Reñé,6776.0,Left Wing Back,9,Celta Vigo,209,['42f73947-01b0-484a-8b57-975eeafb7b56'],44,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:44.043,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.373451,,,,,,,,,,,,,,94165178-a1d9-497f-906d-cd6c20a43616,96,,"[62.7, 10.4]",303487,1,,,,,-1.4601392,,Right Foot,,,"[63.5, 3.2]",Low Pass,,7.244308,,,,,David Juncà Reñé,6776.0,,,,,,,1,From Throw In,Francisco José Beltrán Peinado,11389.0,Center Defensive Midfield,9,Celta Vigo,209,['03eb9f3a-464c-4df3-bb61-dfd39d4d0ddb'],45,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:45.217,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.96858,,,,,,,,,,,,,,30f111bc-222a-4974-812d-8b72b091feb8,100,,"[62.9, 4.0]",303487,1,,,,,3.0057878,,Left Foot,,,"[46.8, 6.2]",Low Pass,,16.249615,,,,,Lucas René Olaza Catrofe,24730.0,,,,,,,1,From Throw In,David Juncà Reñé,6776.0,Left Wing Back,9,Celta Vigo,209,"['4f81ad3f-e747-4077-818d-1638e29919af', 'dde8a573-3884-45e7-9998-e0b777e2dacc']",46,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:46.734,Pass,True,2019/2020
,,,,,,,,,,,,,,,,2.882649,,,,,,,,,,,,,,b4d9098a-9122-4615-b9db-31f48fa4ffa9,103,,"[40.0, 10.6]",303487,1,,,,,2.5595691,,Left Foot,,,"[9.0, 31.0]",Ground Pass,,37.110107,,,,,Rubén Blanco Veiga,6795.0,,,,,,,1,From Throw In,Lucas René Olaza Catrofe,24730.0,Left Center Back,9,Celta Vigo,209,['8139d2e5-fdb5-4940-aaaf-27632c694bac'],49,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:49.065,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.342504,,,,,,,,,,,,,,8765ff31-6795-4580-9184-2670cf8cf196,106,,"[9.0, 31.0]",303487,1,,,,,0.16995469,,Right Foot,,,"[56.2, 39.1]",High Pass,,47.889977,,,Incomplete,,Stanislav Lobotka,6798.0,,,,,,,1,From Throw In,Rubén Blanco Veiga,6795.0,Goalkeeper,9,Celta Vigo,209,"['057b7d17-c822-414d-b79c-d6f39ca95d2b', '85ace7b3-11e2-44a4-ad29-a1701bfdd15c']",52,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:52.123,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.794903,,,,,,,,,,,,,,057b7d17-c822-414d-b79c-d6f39ca95d2b,109,,"[63.9, 41.0]",303487,1,,,,True,-0.7661698,,,,,"[69.2, 35.9]",High Pass,,7.3552704,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,10,Barcelona,217,"['6bb724ac-d2f6-42af-bdb3-fd219bbf8d69', '8765ff31-6795-4580-9184-2670cf8cf196', 'b3ec5a1b-2069-45b8-8c22-bb5c3709d66c']",55,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.466,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.745192,,,,,,,,,,,,,,66001f1d-b494-4fbd-a955-68f65353bcac,111,,"[69.2, 35.9]",303487,1,,,,,0.19083111,,Head,,,"[78.0, 37.6]",Low Pass,,8.962701,,,,,Anssumane Fati,30756.0,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,10,Barcelona,217,['bd3963c5-641c-4eb0-a6cc-36ee455b5d5e'],57,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.319,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.127676,,,,,,,,,,,,,,5f8bb888-4af6-4b03-a16c-01b29096aeaf,116,,"[35.1, 44.9]",303487,2,,,,,1.5093354,,Head,,,"[35.9, 57.9]",Low Pass,,13.024592,,,,,Hugo Mallo Novegil,6805.0,,,,,,Recovery,1,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Center Back,10,Barcelona,217,['b836a9e4-af53-4710-9900-e91f37bab63b'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:00.184,Pass,,2019/2020
,,,,,,,,,,,,,,,,5.931616,,,,,,,,,,,,,,97b160a8-4e66-4304-ba70-653954e87422,119,,"[39.6, 63.1]",303487,2,,,,,0.1260881,,Right Foot,,,"[103.5, 71.2]",High Pass,,64.41133,,,Incomplete,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Wing Back,10,Barcelona,217,['3511a2c5-4ac7-4aea-bf83-41979b9f57d6'],3,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:03.548,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.122569,,,,,,,,,,,,,,3511a2c5-4ac7-4aea-bf83-41979b9f57d6,120,,"[16.6, 8.9]",303487,2,,,,,2.0432284,,Right Foot,,,"[2.7, 36.1]",Ground Pass,,30.545868,,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,"['2c72b64f-d4a9-40c1-93e3-6c4fcfaca953', '97b160a8-4e66-4304-ba70-653954e87422']",9,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.480,Pass,,2019/2020
