50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.753428,,,,,,,,,,,,,de36394d-a9d1-4a41-854a-43853bb0ef11,2381,,"[68.3, 51.8]",303680,52,,,,-0.14749251,,Right Foot,,,,"[85.8, 49.2]",,Low Pass,,17.69209,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,111,Barcelona,217,['76ee1f47-d28f-4bad-a246-995e6119f8eb'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:07:13.485,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.168523,,,,,,,,,,,,,71afd133-f0d0-4f92-8494-c7ae2a422532,2388,,"[12.3, 28.8]",303680,52,,,,-2.6098685,,Right Foot,,,,"[2.1, 22.8]",,Ground Pass,,11.83385,,,Incomplete,,José Ignacio Martínez García,11298.0,,,,,,2,Regular Play,Javier Sánchez de Felipe,21225.0,Left Center Back,111,Barcelona,217,"['2146cc71-0e39-47f7-9a02-660d0e5543ef', 'c5fdd607-83e7-437d-8aa7-7d618ceb659b', 'fc01612e-2b8a-4b8e-92f6-4bad5715606f']",17,,,,,,,,,,,,,,,,,Real Valladolid,901,00:07:17.410,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.032723,,,,,,,,,,,,,056702d1-790f-48e1-a75d-a9563814b0dd,2393,,"[117.5, 62.8]",303680,52,,,,2.649107,,Left Foot,,,,"[105.2, 69.4]",,Ground Pass,,13.958868,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,111,Barcelona,217,"['d49e57ba-4a30-4fbc-9608-2603433323c5', 'ec4ea1d5-04e5-4b5e-b258-e6b38db4d9f3']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:07:20.971,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.55895,,,,,,,,,,,,,f724a3a1-10c0-422f-bf05-4fc139dc92f9,2396,,"[105.4, 70.7]",303680,52,,,,-2.5269296,,Left Foot,,,,"[96.9, 64.7]",,Ground Pass,,10.404326,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,111,Barcelona,217,['d84f3fcb-c809-4d87-bb9b-7048c9bfe120'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:07:22.759,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.799998,,,,,,,,,,,,,24baa08f-551c-408d-b794-82c17cc54f2a,2399,,"[95.8, 60.8]",303680,52,,,,-1.4824195,,Right Foot,,,,"[96.5, 52.9]",,Ground Pass,,7.930952,,,,,Ricard Puig Martí,24841.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,111,Barcelona,217,['20409e2d-eb9b-4a6d-82dd-dd74a0300c1b'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:07:25.596,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.208052,,,,,,,,,,,,,0d2ff357-6266-49b5-9852-774d7f1f3f96,2402,,"[96.5, 52.9]",303680,52,,,,-0.5667292,,Right Foot,,,,"[98.7, 51.5]",,Low Pass,,2.607681,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,111,Barcelona,217,"['d87d98a5-0dc3-446a-bed1-2eea8c6b3122', 'f6b370f4-9ccb-427a-93ef-62531e2d5c44']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:07:26.436,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.632361,,,,,,,,,,,,,e47c32c4-eae5-43c8-bc3e-087fb27efa63,2407,,"[26.4, 33.3]",303680,52,,,,0.7565045,,Left Foot,,,,"[35.3, 41.7]",,Ground Pass,,12.238055,,,,,Enes Ünal,6760.0,,,,,,2,Regular Play,Enrique Pérez Muñoz,40881.0,Left Midfield,112,Real Valladolid,901,['1f9d58d3-6a4b-428e-9195-f8b89ade281c'],28,,,,,,,,,,,,,,,,,Real Valladolid,901,00:07:28.884,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.191559,,,,,,,,,,,,,6463d6ef-914c-45f1-bc19-2836a45c0fbc,2410,,"[35.3, 41.7]",303680,52,,,,0.82537687,,Right Foot,,,,"[43.7, 50.8]",,Ground Pass,,12.384264,,,,,Pablo Hervías Ruiz,12073.0,,,,,,2,Regular Play,Enes Ünal,6760.0,Left Center Forward,112,Real Valladolid,901,['0808a2dc-b581-4422-924e-6bdd7a19351c'],30,,,,,,,,,,,,,,,,,Real Valladolid,901,00:07:30.168,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.180495,,,,,,,,,,,,,40ea7bf0-18d3-4ac4-bba1-62984a49dd02,2415,,"[57.9, 49.0]",303680,52,,,,2.0009136,,Right Foot,,,,"[49.0, 68.4]",,Ground Pass,,21.344086,,,,,Javier Moyano Lujano,11297.0,,,,,,2,Regular Play,Pablo Hervías Ruiz,12073.0,Right Midfield,112,Real Valladolid,901,"['9584c17b-59ff-4062-b704-0cf747fc0f51', 'd855e41d-d5af-4a1d-939d-5a34cbbb06fc']",33,,,,,,,,,,,,,,,,,Real Valladolid,901,00:07:33.454,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.395547,,,,,,,,,,,,,507373ce-6b9e-4b80-b428-7bfe3baffc6b,2418,,"[50.2, 73.4]",303680,52,,,,0.25272045,,Right Foot,,,,"[68.4, 78.1]",,Ground Pass,,18.797073,,,,,Pablo Hervías Ruiz,12073.0,,,,,,2,Regular Play,Javier Moyano Lujano,11297.0,Right Back,112,Real Valladolid,901,['5e59bad1-6f7f-40e8-ad24-39763a51c925'],36,,,,,,,,,,,,,,,,,Real Valladolid,901,00:07:36.208,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.685138,,,,,,,,,,,,,3d75d639-ae86-49ea-b633-0d4ae4caea16,2424,,"[70.2, 80.0]",303680,53,,,,-2.3127437,,,,,,"[68.0, 77.6]",,Low Pass,,3.255764,,,,,Federico San Emeterio Díaz,24141.0,,,,,Throw-in,2,From Throw In,Javier Moyano Lujano,11297.0,Right Back,113,Real Valladolid,901,['852d975b-b6d6-4a73-aeff-1830e6d936a0'],24,,,,,,,,,,,,,,,,,Real Valladolid,901,00:08:24.095,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.512233,,,,,,,,,,,,,57939d97-fb3a-4a57-b471-f70393d56aa1,2428,,"[67.5, 77.5]",303680,53,,,,0.31290123,,Right Foot,,,,"[70.9, 78.6]",,High Pass,,3.5735137,,,,,Javier Moyano Lujano,11297.0,,,,,,2,From Throw In,Federico San Emeterio Díaz,24141.0,Right Center Midfield,113,Real Valladolid,901,"['d6fd8603-bd6b-41e5-904b-8e7a9b8357a4', 'de0c672f-88d7-4332-aa7c-930b0d5da972']",24,,,,,,,,,,,,,,,,,Real Valladolid,901,00:08:24.820,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.30117,,,,,,,,,,,,,2fdb3956-2e74-4f7d-bb6a-cef1510ea108,2430,,"[70.9, 78.6]",303680,53,,,,-0.22946267,,Head,,,,"[84.6, 75.4]",,High Pass,,14.06876,,,Incomplete,,Enes Ünal,6760.0,,,,,,2,From Throw In,Javier Moyano Lujano,11297.0,Right Back,113,Real Valladolid,901,"['14009060-35f1-4d75-ba34-6bc00645e98e', '39e1c95a-2b3d-459f-b5bd-47cc6ec2ba27']",27,,,,,,,,,,,,,,,,,Real Valladolid,901,00:08:27.372,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.682231,,,,,,,,,,,,,39e1c95a-2b3d-459f-b5bd-47cc6ec2ba27,2432,,"[35.5, 4.7]",303680,53,,,,0.842209,,Head,,,,"[55.4, 27.0]",,High Pass,,29.888124,,,Unknown,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,113,Real Valladolid,901,"['2fdb3956-2e74-4f7d-bb6a-cef1510ea108', '62a696b2-6346-4d1e-a156-923b7ee4037d']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:08:28.673,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.088458,,,,,,,,,,,,,5e221095-2e46-492c-a4c3-fad4c7af9ad9,2436,,"[51.7, 29.9]",303680,53,,,,1.7327636,,Left Foot,,,,"[49.2, 45.2]",,Ground Pass,,15.502903,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,114,Barcelona,217,['0beb21d4-ed82-49d9-ab16-bfd7f78543a9'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.043,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.016559,,,,,,,,,,,,,cf9e8384-084c-45f4-88a9-b5ca4cb9344b,2439,,"[49.4, 45.3]",303680,53,,,,-0.933726,,Right Foot,,,,"[56.8, 35.3]",,Ground Pass,,12.440257,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,114,Barcelona,217,['02f32865-a958-47bc-a68c-4907c07ecac2'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:08:45.352,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.107896,,,,,,,,,,,,,3da42c24-c590-43a9-8008-57a7d23b862e,2446,,"[61.2, 35.6]",303680,54,True,,,-1.4504135,,Right Foot,,,,"[62.7, 23.2]",,Ground Pass,,12.4903965,,,,,Clément Lenglet,6826.0,,,,,Free Kick,2,From Free Kick,Ricard Puig Martí,24841.0,Left Center Midfield,115,Barcelona,217,['0ebdac1d-256d-4a5d-8fbe-bb8f541475f4'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:09:02.642,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.046647,,,,,,,,,,,,,299b77f7-bf45-43fe-8772-081d2490e80e,2448,,"[62.7, 23.2]",303680,54,True,,,2.1048667,,Left Foot,,,,"[57.2, 32.5]",,Ground Pass,,10.804628,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,115,Barcelona,217,['fea26909-7859-4f5f-a585-082d98194fad'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:09:03.755,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.679999,,,,,,,,,,,,,bc5e5059-b294-4f2f-91d0-84458002c9e7,2451,,"[55.9, 32.5]",303680,54,,,,1.3081872,,Left Foot,,,,"[60.9, 51.1]",,Ground Pass,,19.260323,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,115,Barcelona,217,"['1f90a1f7-62ee-46c3-93a1-045eb9899be5', '966efd53-b30e-4d20-92ff-7c36ddb15849']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:09:05.958,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.041152,,,,,,,,,,,,,a4bb486e-297c-48a5-aded-d79315a293dd,2454,,"[62.0, 51.5]",303680,54,,,,-0.30134523,,Right Foot,,,,"[69.4, 49.2]",,Ground Pass,,7.7491937,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,115,Barcelona,217,['7260b802-89f2-470e-9276-02b032340474'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:09:08.181,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.734759,,,,,,,,,,,,,53bc087b-24fb-425a-ab69-a63c239e2224,2457,,"[69.6, 48.9]",303680,54,,,,2.4263914,,Left Foot,,,,"[55.9, 60.8]",,Ground Pass,,18.146626,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Center Attacking Midfield,115,Barcelona,217,"['40d9b68f-a796-4d00-b1d4-bc8220e31b02', 'a4dc099a-e037-484d-9814-d069cf1ef476']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.222,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.524571,,,,,,,,,,,,,7d2fb6ee-38e3-436d-99eb-6e68d954d5fb,2460,,"[54.4, 61.5]",303680,54,,,,-2.4245808,,Right Foot,,,,"[27.1, 37.7]",,Ground Pass,,36.21781,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,115,Barcelona,217,['40dadeef-6024-4012-bb33-9db5034b9f97'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:09:11.371,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.413594,,,,,,,,,,,,,669042c8-e7d5-43b6-ac66-d5f51a800cb9,2463,,"[27.1, 37.7]",303680,54,,,,0.18656006,,Right Foot,,,,"[52.0, 42.4]",,Ground Pass,,25.339693,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,115,Barcelona,217,['c3d65840-0ad7-402e-bea1-9da2c87dec61'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:09:15.393,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.326681,,,,,,,,,,,,,d6962e4c-5b40-43f0-b959-205f0e82092a,2465,,"[52.0, 42.4]",303680,54,,,,2.4588625,,Right Foot,,,,"[42.9, 49.8]",,Low Pass,,11.729024,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,115,Barcelona,217,['02cfae90-2d9f-4cec-860f-204ddd070fa1'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:09:16.807,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.392943,,,,,,,,,,,,,e7811201-9057-45ce-b7c0-f540638f73de,2468,,"[44.5, 51.8]",303680,54,,,,0.54994303,,Right Foot,,,,"[70.6, 67.8]",,Ground Pass,,30.613886,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,115,Barcelona,217,['89c78388-ac60-44c5-a143-5801e0025f7c'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.496,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.078274,,,,,,,,,,,,,fd45bb63-4637-4d6b-944e-9c081254b9c8,2472,,"[66.7, 70.7]",303680,54,,,,0.0,,Right Foot,,,,"[66.7, 70.7]",,Ground Pass,,0.0,,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,115,Barcelona,217,"['29165e9f-d13c-46d2-8bd6-bfd4941f41eb', '7c860088-69b9-496e-ab83-21d01752aad7']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.937,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.364892,,,,,,,,,,,,,541e868f-acdc-47cd-b897-558dfbe365ff,2476,,"[63.3, 71.0]",303680,54,,,,-2.8923404,,Left Foot,,,,"[57.8, 69.6]",,Ground Pass,,5.6753855,,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,115,Barcelona,217,"['6a042544-351e-46ef-81ae-92c0e3080694', 'a388d924-ed90-450e-a0dc-bd4bdbe94f71']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.869,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.247717,,,,,,,,,,,,,2868cb2a-a1fd-4f90-b40b-56ff6b016889,2481,,"[39.0, 38.0]",303680,54,,,,-1.7823086,,Right Foot,,,,"[35.5, 21.7]",,Ground Pass,,16.671532,,,,,Clément Lenglet,6826.0,,,,,Recovery,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,115,Barcelona,217,"['3789c33f-11da-46fa-ad94-bed0f4acf20e', 'afd8f147-a89e-488e-b604-ad3ab401ca72']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:09:27.561,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.553412,,,,,,,,,,,,,b7b63c82-1431-4ad6-bb8f-6d48310af538,2484,,"[49.1, 20.7]",303680,54,,,,1.5962454,,Left Foot,,,,"[48.4, 48.2]",,Ground Pass,,27.508907,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,115,Barcelona,217,['feb69a82-abc1-49bf-b032-b05df7e53dda'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:09:32.765,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.016464,,,,,,,,,,,,,de9e1034-88dc-44ed-9f52-6d7318b2bc47,2487,,"[58.1, 50.6]",303680,54,,,,1.6295521,,Right Foot,,,,"[57.5, 60.8]",,Ground Pass,,10.217632,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Center Attacking Midfield,115,Barcelona,217,['a43ecd3c-4f04-474f-a740-d4b5e5e89251'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:09:39.204,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.043439,,,,,,,,,,,,,d049af6f-2315-4b02-8291-16b30998b7b1,2490,,"[57.5, 60.7]",303680,54,,,,0.4669479,,Right Foot,,,,"[69.6, 66.8]",,Ground Pass,,13.550646,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,115,Barcelona,217,['188920c4-e1d3-4ab0-ba51-4869617c2fed'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:09:42.313,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.079688,,,,,,,,,,,,,bfbaddbf-658c-437c-8c72-55fd570c880c,2493,,"[69.6, 66.8]",303680,54,,,,-0.20539539,,Right Foot,,,,"[72.0, 66.3]",,Low Pass,,2.4515302,,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,115,Barcelona,217,"['448bc52b-f4e2-40da-b50d-3eebf289da92', 'c6cf08ea-4de1-4f36-91f0-9337bf39b509']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:09:44.169,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.151797,,,,,,,,,,,,,dec7f78c-53ce-4070-8556-782727158902,2498,,"[54.4, 65.5]",303680,54,,,,-0.63219637,,Left Foot,,,,"[70.1, 54.0]",,Ground Pass,,19.461243,,,,,Ricard Puig Martí,24841.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,115,Barcelona,217,['b461b4be-d455-424b-87ad-7d200dab8155'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:09:46.757,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.549829,,,,,,,,,,,,,4154671a-2094-4ef1-8b20-4cc04590ab88,2508,,"[45.8, 18.0]",303680,54,,,,0.7378151,,Left Foot,,,,"[56.8, 28.0]",,Ground Pass,,14.866069,,,,,Enes Ünal,6760.0,,,,,,2,Regular Play,José Ignacio Martínez García,11298.0,Left Back,116,Real Valladolid,901,['a771ccf4-9835-440f-9f63-0bcd24b6b235'],51,,,,,,,,,,,,,,,,,Real Valladolid,901,00:09:51.422,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.934456,,,,,,,,,,,,,c513fd5c-30c4-4f5b-91e4-edacf9e70b2a,2511,,"[52.9, 29.0]",303680,54,,,,1.3587546,,Right Foot,,,,"[56.0, 43.4]",,Ground Pass,,14.729901,,,,,Pablo Hervías Ruiz,12073.0,,,,,,2,Regular Play,Enes Ünal,6760.0,Left Center Forward,116,Real Valladolid,901,['8091f6d1-1d33-4959-b430-3a17cbc53e81'],53,,,,,,,,,,,,,,,,,Real Valladolid,901,00:09:53.278,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.242197,,,,,,,,,,,,,9c54c4ea-a67c-43fc-b9b6-2bbcbff1e48b,2514,,"[78.8, 72.5]",303680,54,,,,1.0545657,,Right Foot,,,,"[83.0, 79.9]",,Ground Pass,,8.508819,,,,,Javier Moyano Lujano,11297.0,,,,,,2,Regular Play,Pablo Hervías Ruiz,12073.0,Right Midfield,116,Real Valladolid,901,['7276f548-0ea5-4416-b19e-bc36a9e67876'],58,,,,,,,,,,,,,,,,,Real Valladolid,901,00:09:58.750,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.536245,,,,,,,,,,,,,ba8280e3-de2b-48ef-a3a8-7f9b5784182e,2517,,"[85.1, 70.7]",303680,55,,,,-2.3255293,,Right Foot,,,,"[77.2, 62.3]",,Ground Pass,,11.531261,,,,,Federico San Emeterio Díaz,24141.0,,,,,,2,Regular Play,Javier Moyano Lujano,11297.0,Right Back,116,Real Valladolid,901,['affaab4f-45c4-4f93-ba41-20a9c24d52fe'],2,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:02.974,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.960498,,,,,,,,,,,,,f23f4932-96b8-457d-a91f-20405c06dffd,2521,,"[75.9, 55.8]",303680,55,,,,-1.9786643,,Right Foot,,,,"[68.9, 39.6]",,Ground Pass,,17.647663,,,,,Enrique Pérez Muñoz,40881.0,,,,,,2,Regular Play,Federico San Emeterio Díaz,24141.0,Right Center Midfield,116,Real Valladolid,901,"['6f562e3f-bd89-4753-8f0b-8bdc2ce11ac6', 'e1e08d17-804b-4245-8980-4cc0e6402516']",5,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:05.243,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.994651,,,,,,,,,,,,,62241a80-17d6-487c-b491-c31b60fd2a68,2524,,"[72.8, 35.6]",303680,55,,,,-1.3576653,,Left Foot,,,,"[75.7, 22.2]",,Ground Pass,,13.710216,,,,,Óscar Plano Pedreño,11296.0,,,,,,2,Regular Play,Enrique Pérez Muñoz,40881.0,Left Midfield,116,Real Valladolid,901,['5edab7ba-a91d-40c7-99db-d2611ae7821c'],8,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:08.349,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.13253,,,,,,,,,,,,,e589982e-5921-4c91-82c2-8db1c68b15d0,2527,,"[77.0, 18.1]",303680,55,,,,-0.7054297,,Left Foot,,,,"[92.5, 4.9]",,Ground Pass,,20.359028,,,,,José Ignacio Martínez García,11298.0,,,,,,2,Regular Play,Óscar Plano Pedreño,11296.0,Left Center Midfield,116,Real Valladolid,901,['15b9901c-c234-49c1-b78a-df56550d0175'],10,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:10.842,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.803664,,,,,,,,,,,,,63e3cd65-8e0d-4ab5-8ca3-bc6907d17fce,2530,,"[92.5, 4.9]",303680,55,,,,2.7798634,,Left Foot,,,,"[77.7, 10.5]",,Ground Pass,,15.824033,,,,,Óscar Plano Pedreño,11296.0,,,,,,2,Regular Play,José Ignacio Martínez García,11298.0,Left Back,116,Real Valladolid,901,['839a4141-2a41-4058-a227-58664bbdefd6'],13,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:13.187,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.345054,,,,,,,,,,,,,28901946-7839-402b-a460-a46ddf4fbe61,2533,,"[77.7, 10.5]",303680,55,,,,1.704227,,Left Foot,,,,"[75.7, 25.4]",,Ground Pass,,15.033629,,,,,Enrique Pérez Muñoz,40881.0,,,,,,2,Regular Play,Óscar Plano Pedreño,11296.0,Left Center Midfield,116,Real Valladolid,901,['4c4b30d1-d0af-4a7a-a9bc-c868ef7c01cd'],14,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:14.752,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.054427,,,,,,,,,,,,,04df430d-53ae-4db0-93e4-a039ff9cd86d,2536,,"[75.7, 24.8]",303680,55,,,,0.0,,Left Foot,,,,"[75.7, 24.8]",,High Pass,,0.0,,,Incomplete,,Óscar Plano Pedreño,11296.0,,,,,,2,Regular Play,Enrique Pérez Muñoz,40881.0,Left Midfield,116,Real Valladolid,901,"['0b7cf307-4e1c-46b1-bbdf-85e3f9938b75', '7e4492d5-1980-41ea-a97e-b3762f1939d9', 'b0d3b008-b16f-4d3f-8364-db6810ec1607']",16,,,,,,,,,,,,,,,,,Real Valladolid,901,00:10:16.097,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.331201,,,,,,,,,,,,,2b95e2e5-a405-4c80-80c8-c8df5402a924,2541,,"[46.0, 44.0]",303680,55,,,,0.26625204,,Right Foot,,,,"[62.5, 48.5]",,Ground Pass,,17.10263,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,117,Barcelona,217,['e42202ca-d2f3-4b77-91bc-d69a23efbce8'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:10:20.702,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.112098,,,,,,,,,,,,,c6fe8595-c5b5-4634-b93a-f837c9cb0c3f,2544,,"[64.1, 49.2]",303680,55,,,,1.0962993,,Left Foot,,,,"[75.4, 71.2]",,Ground Pass,,24.732367,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,117,Barcelona,217,['6e9c0e63-e2d8-4f67-8623-5e84b18eba84'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:10:22.630,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.381046,,,,,,,,,,,,,5a368c56-dd46-431c-bb36-344d01848cb0,2547,,"[84.2, 74.1]",303680,55,,,,-2.3256955,,Right Foot,,,,"[69.9, 58.9]",,Ground Pass,,20.869356,,,,,Ricard Puig Martí,24841.0,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Attacking Midfield,117,Barcelona,217,['af324d02-9992-4e7c-9346-cc676926b5d8'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:10:26.557,Pass,,2019/2020
