50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.128733,,,,,,,,,,,,37373db3-6f00-4522-b645-6875c96167be,883,,"[68.1, 29.9]",69333,18,,,,,0.9324765,,Right Foot,,,"[72.7, 36.1]",,Ground Pass,,7.7201037,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,43,Barcelona,217,['bd6fcd25-390c-4edf-8efe-b09c7d6342cc'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:02.352,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.69196,,,,,,,,,,,,60fd63cc-126c-4fdd-8da8-5b09a259192a,886,,"[72.7, 36.1]",69333,18,,,,,-1.4494443,,Left Foot,,,"[73.7, 27.9]",,Ground Pass,,8.260751,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,43,Barcelona,217,['cee681ee-c10e-4a2a-9f61-c26c82e704c0'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:03.601,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.999422,,,,,,,,,,,,552c73dc-ac67-425d-b290-d11f72a0dca6,889,,"[73.7, 27.9]",69333,18,,,,,1.5047162,,Right Foot,,,"[74.6, 41.5]",,Ground Pass,,13.629746,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,43,Barcelona,217,['47998d8e-a966-436b-a88a-32f4dc20ad02'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:06.554,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.109806,,,,,,,,,,,,48072adb-aa5c-42d4-89f5-4ff733958c3d,892,,"[77.8, 43.8]",69333,18,,,,,1.2698761,,Left Foot,,,"[83.2, 61.2]",,Ground Pass,,18.218672,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,43,Barcelona,217,['4fb66db3-8659-48ef-b19c-a4fc79d3e532'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:08.869,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.098013,,,,,,,,,,,,88710b12-3537-4605-85e1-d25c027ffb9c,895,,"[83.2, 61.2]",69333,18,,,,,-1.7426383,,Right Foot,,,"[81.1, 49.1]",,Ground Pass,,12.280879,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,43,Barcelona,217,['df8585b1-1730-403c-b971-6284ff1d7320'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:10.889,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.2129,,,,,,,,,,,,db1a8a05-d953-4419-99e1-5ef9271fe5d0,898,,"[81.1, 49.1]",69333,18,,,,,-2.13229,,Left Foot,,,"[73.3, 36.7]",,Ground Pass,,14.649232,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,43,Barcelona,217,['c6daea9d-e73a-4414-a33c-635e004aa143'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:12.701,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.252563,,,,,,,,,,,,121e1f8c-917f-4e33-9842-972565cc70eb,901,,"[73.3, 36.7]",69333,18,,,,,1.6153213,,Right Foot,,,"[72.4, 56.9]",,Ground Pass,,20.22004,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['ca6cbd51-0360-4443-ad49-0a44af82c575'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.954,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.921316,,,,,,,,,,,,8c548c58-4814-44ca-b7bc-5c0cdd118c58,904,,"[72.4, 56.9]",69333,18,,,,,0.9048271,,Right Foot,,,"[87.8, 76.5]",,Ground Pass,,24.92629,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,43,Barcelona,217,['66eecb52-d9ad-4e9f-accf-d4f24e4a0df3'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:16.106,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.567901,,,,,,,,,,,,43278d3b-cc7a-44ab-8704-a0ccc134bc4c,907,,"[93.2, 71.7]",69333,18,,,,,-2.6527402,,Right Foot,,,"[79.1, 64.2]",,Ground Pass,,15.970598,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Wing Back,43,Barcelona,217,['e49bc56c-75af-4afb-bb53-dc8ad94733a2'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:19.759,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.028596,,,,,,,,,,,,258d0f53-723d-448f-9529-4af2b57ae994,910,,"[78.1, 53.1]",69333,18,,,,,-1.6849116,,Right Foot,,,"[74.1, 18.2]",,Ground Pass,,35.12848,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,43,Barcelona,217,['fc86f463-769f-4aea-90d9-2f31821e2aef'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:23.885,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.046337,,,,,,,,,,,,a42c60bf-0399-4b70-ac3e-f3ba43d0e03f,913,,"[78.6, 18.2]",69333,18,,,,,1.4718299,,Left Foot,,,"[80.0, 32.3]",,Ground Pass,,14.169333,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,43,Barcelona,217,['ab894cff-dc4a-45fb-944a-a8a4e94ac7b0'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:27.018,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.680502,,,,,,,,,,,,4c45e88c-c7d9-4253-98c4-f1264f9ba0ee,916,,"[81.4, 38.7]",69333,18,,,,,1.2901186,,Right Foot,,,"[87.8, 60.9]",,Ground Pass,,23.104113,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,43,Barcelona,217,['b50d72a3-2900-402f-a604-b034189c163c'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:29.411,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.6814,,,,,,,,,,,,756db133-3e47-4ba3-8dcb-2ed0f23bedd0,920,,"[90.8, 50.3]",69333,18,,,,,0.10427161,,Right Foot,,,"[99.4, 51.2]",,Ground Pass,,8.646965,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,43,Barcelona,217,"['7f73ea0c-ab3f-4653-8a55-cebf5d55e5af', 'a1d2cc78-fb3d-45cb-8e51-a4b252ccfa5d']",34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:34.470,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.933999,,,,,,,,,,,,c2483ec4-c14a-45b7-bd04-9b0af5c80c8f,923,,"[87.2, 49.7]",69333,18,,,,,-0.45106965,,Left Foot,,,"[93.6, 46.6]",,Low Pass,,7.1112585,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['ad807cff-a709-4a25-97f7-6783c8908e8f'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:36.642,Pass,,2011/2012
,,,,,,,,,,,,,,,,,3.571,,,,,,,,,,,,10f46378-7136-4942-8fcd-e99502bcc624,934,,"[9.2, 45.5]",69333,19,,,,,0.28697848,,Drop Kick,,,"[85.1, 67.9]",,High Pass,,79.1364,,,Arouna Koné,26696.0,,,,,,1,From Keeper,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,45,Levante UD,221,['3166da39-ab2c-4888-a3c4-55c15999aa75'],44,,,,,,,,,,,,,,,,,,,Levante UD,221,00:19:44.533,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.92841,,,,,,,,,,,,83426f6a-3a57-49b7-a9ee-3e2cd05829eb,943,,"[44.7, 9.4]",69333,20,,True,,,1.1682969,,Right Foot,,,"[57.6, 39.7]",,Low Pass,,32.931747,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,47,Barcelona,217,['fc1859a6-d03f-4919-9831-022882f7fe9a'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:10.832,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.275365,,,,,,,,,,,,b791e484-ec13-4404-be86-79d43f60ff2c,945,,"[74.7, 54.5]",69333,20,,,,,-2.4329665,,Left Foot,,,"[68.4, 49.1]",,Ground Pass,,8.29759,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,47,Barcelona,217,['12f8b1da-915c-4f6d-a5a9-178b74918642'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:15.153,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.173769,,,,,,,,,,,,07254b4d-8446-4122-b273-6ac59da77baa,948,,"[70.7, 51.2]",69333,20,,,,,0.84441054,,Right Foot,,,"[92.2, 75.4]",,Ground Pass,,32.371128,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,47,Barcelona,217,['01ef3dff-098e-4f74-9a6a-7699683592e1'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:17.582,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.163505,,,,,,,,,,,,71ae4554-d3dc-432c-87df-2f169cf009f1,951,,"[100.3, 70.7]",69333,20,,,,,-2.9060476,,Right Foot,,,"[82.8, 66.5]",,Ground Pass,,17.996944,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Wing Back,47,Barcelona,217,['c23bd18f-ea52-4c32-99ad-8462e7525cf1'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:22.084,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.756847,,,,,,,,,,,,87df7214-526b-42b3-aa45-6e8e43bb253f,954,,"[79.8, 66.5]",69333,20,,,,,-1.5545377,,Left Foot,,,"[80.0, 54.2]",,Ground Pass,,12.301626,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,47,Barcelona,217,['6b095c2f-6666-41d1-b78c-b5f838ef44c6'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.734,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.859846,,,,,,,,,,,,b1ffdc2d-4650-4662-8156-b456c2f71eb8,957,,"[80.0, 54.2]",69333,20,,,,,-1.8196285,,Left Foot,,,"[76.9, 42.0]",,Ground Pass,,12.587692,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,47,Barcelona,217,['1468a975-0ba6-4ca1-aec1-bae49f4bb25f'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:26.783,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.8395,,,,,,,,,,,,c0b1e32b-56bd-45b6-9c00-6a693df0906d,960,,"[76.9, 42.0]",69333,20,,,,,0.6074446,,Right Foot,,,"[85.1, 47.7]",,Ground Pass,,9.986491,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,47,Barcelona,217,"['3eaac63b-4c27-4010-9ee9-2a51842a95e5', 'adefe393-94b5-4a1c-a110-869541cf92da']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:28.136,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.9634,,,,,,,,,,,,9a9d9126-1792-49ea-9e37-6ccff35aa2f4,964,,"[35.5, 48.1]",69333,20,,,,,0.5307735,,Right Foot,,,"[44.7, 53.5]",,Ground Pass,,10.667708,,,Pedro López Muñoz,6787.0,,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Left Center Midfield,47,Barcelona,217,['e439bd36-3bed-45bb-81c4-80aca85ccbef'],30,,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:30.173,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0791,,,,,,,,,,,,89241b7f-96c0-49f0-bb2a-1eedd169dd22,974,,"[22.5, 53.8]",69333,20,,,,,0.58408105,,Left Foot,,,"[28.4, 57.7]",,Ground Pass,,7.072482,Incomplete,,Sergio Martínez Ballesteros,26444.0,,,,,Recovery,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Left Center Midfield,47,Barcelona,217,"['2a83019f-5ba9-4256-ae10-0fd1357e9603', '9e4bbfcc-b132-4b25-baa9-dceb177924e6']",38,,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:38.443,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.1313,,,,,,,,,,,,2a83019f-5ba9-4256-ae10-0fd1357e9603,977,,"[92.6, 23.3]",69333,20,,,,,-2.70175,,Right Foot,,,"[90.9, 22.5]",,Ground Pass,,1.8788295,Incomplete,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing Back,47,Barcelona,217,"['0517a46b-6e17-4c35-b0d6-fbb4c9b00e4f', '89241b7f-96c0-49f0-bb2a-1eedd169dd22', 'b2c14dcc-b974-4352-a20f-6aca5bdc58bf']",39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:39.522,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.846609,,,,,,,,,,,,9a33c0c3-e57d-49a6-81c4-ddfa7823624d,980,,"[56.3, 47.1]",69333,20,,,,,2.8618884,,Right Foot,,,"[46.9, 49.8]",,Ground Pass,,9.780082,,,Xavier Torres Buigues,24162.0,,,,,Recovery,1,From Free Kick,Arouna Koné,26696.0,Center Forward,47,Barcelona,217,['d2c24aeb-f904-4138-8ff9-9b1167f8bd55'],41,,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:41.659,Pass,,2011/2012
,,,,,,,,,,,,,,,,,3.894194,,,,,,,,,,,,50331a42-6a9e-4bf1-8c08-89a847ae8dbd,983,,"[46.9, 49.8]",69333,20,,,,,-0.9338849,,Right Foot,,,"[83.0, 1.0]",,High Pass,,60.701317,Out,,Pedro López Muñoz,6787.0,,True,,,,1,From Free Kick,Xavier Torres Buigues,24162.0,Center Defensive Midfield,47,Barcelona,217,['c8c52e76-6e8c-4b2b-8597-74caf8dba5fe'],42,,,,,,,,,,,,,,,,,,,Levante UD,221,00:20:42.666,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.476669,,,,,,,,,,,,dfda42f0-7c4f-49cd-b39c-8bdd1478b056,985,,"[37.6, 80.0]",69333,20,,True,,,-1.1738554,,,,,"[45.9, 60.2]",,Low Pass,,21.46928,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,48,Barcelona,217,['f177349b-1d04-47f4-a6e8-756418e91bf8'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:55.608,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.747961,,,,,,,,,,,,3ac7a67b-a15d-4536-9e0d-d354701313c0,987,,"[46.5, 59.4]",69333,20,,,,,0.74335176,,Right Foot,,,"[62.6, 74.2]",,Ground Pass,,21.868927,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,48,Barcelona,217,['e9ddc2b7-f710-4101-a3ab-29821d4dec7c'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:58.069,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.1924,,,,,,,,,,,,9f1516ec-8573-429c-84a2-a389fdec4288,990,,"[62.6, 74.2]",69333,20,,,,,-0.81212974,,Right Foot,,,"[71.7, 64.6]",,Ground Pass,,13.227623,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,48,Barcelona,217,['18f1ea5b-5011-4f9f-8779-1eafc98d849b'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:59.857,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.992728,,,,,,,,,,,,bcdeacfa-fa0a-488e-a748-30f05c039bbb,993,,"[71.7, 64.6]",69333,21,,,,,2.743488,,Left Foot,,,"[61.0, 69.1]",,Ground Pass,,11.607756,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['97b4cf97-a024-4378-9463-23180d160cc7'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.151,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.776926,,,,,,,,,,,,9b2f937a-d25d-499c-a8c8-1184528dc269,996,,"[61.2, 69.0]",69333,21,,,,,0.5767986,,Left Foot,,,"[69.5, 74.4]",,Ground Pass,,9.90202,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,48,Barcelona,217,['ce16c94a-c84a-42ac-a179-42ff609d41f5'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:03.508,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.6012,,,,,,,,,,,,92e8d72a-421c-4844-9376-2718bd3031ca,999,,"[69.5, 74.4]",69333,21,,,,,-1.5707964,,Left Foot,,,"[69.5, 65.1]",,Ground Pass,,9.3,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['e41333d7-0222-4164-a8df-e9b21b34f023'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:05.666,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.686997,,,,,,,,,,,,fc9f9397-df23-48c1-bc29-184be3d4b226,1002,,"[69.2, 65.1]",69333,21,,,,,1.6169175,,Left Foot,,,"[68.9, 71.6]",,Ground Pass,,6.5069194,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,48,Barcelona,217,['4b03cdff-624a-4b91-8c3e-dfccfb1c9775'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:06.347,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.159674,,,,,,,,,,,,acc3d823-eec2-403c-9c8b-e12d9c430b7f,1006,,"[72.4, 60.6]",69333,21,,,,,0.53603995,,Left Foot,,,"[82.5, 66.6]",,Ground Pass,,11.747766,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['b68bf1eb-1141-48ee-af4d-ab6190a845a6'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.075,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.759307,,,,,,,,,,,,ce1ff0b6-bef1-4f46-a124-04a3ca69f144,1009,,"[84.3, 65.3]",69333,21,,,,,0.5596318,,Left Foot,,,"[101.7, 76.2]",,Ground Pass,,20.53217,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,48,Barcelona,217,['48b9023f-5ee5-4571-86a2-f94d69846462'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:12.400,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.79232,,,,,,,,,,,,9c741b68-a5d0-4980-b8ba-7189a32b058c,1012,,"[105.7, 70.0]",69333,21,,,,,-2.4183154,,Right Foot,,,"[94.6, 60.2]",,Ground Pass,,14.807093,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Wing Back,48,Barcelona,217,['28be83bb-f3ad-4a4c-8913-35f8864a5981'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.295,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0238,,,,,,,,,,,,bf083d93-639e-4cc0-9505-6a6e23223126,1015,,"[95.6, 60.0]",69333,21,,,,,-1.5371013,,Right Foot,,,"[95.9, 51.1]",,Ground Pass,,8.905055,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,48,Barcelona,217,['e20628eb-7dd8-4209-9bc0-1ec37dc4f2d1'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:19.768,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.356394,,,,,,,,,,,,f479c054-c9e8-42bd-8848-db64cd8dc7d4,1018,,"[94.3, 58.8]",69333,21,,,,,1.1022227,,Right Foot,,,"[102.5, 75.0]",,Ground Pass,,18.157093,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['655cabcd-4471-476d-aec6-024ab81ad00b'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:22.136,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.929563,,,,,,,,,,,,7fb788ba-ef75-41e8-b637-d6f67a0cdecb,1021,,"[104.7, 72.4]",69333,21,,,,,-2.544416,,Right Foot,,,"[92.2, 63.9]",,Ground Pass,,15.116217,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Wing Back,48,Barcelona,217,['f98276ba-0c9f-46fd-a14d-3b40bd4c4dc7'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:24.423,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.745941,,,,,,,,,,,,b5699a81-de6e-4689-8538-7b19d1d2f31d,1025,,"[90.5, 58.9]",69333,21,,,,,-1.8781446,,Left Foot,,,"[81.2, 29.6]",,Ground Pass,,30.740526,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,48,Barcelona,217,['51e824e6-743e-41db-84c1-858fd4c839ce'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:27.347,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.038481,,,,,,,,,,,,ffbea5a7-0f7a-4372-9930-23d98e8f391c,1028,,"[81.2, 29.6]",69333,21,,,,,-0.5201246,,Right Foot,,,"[92.2, 23.3]",,Ground Pass,,12.676356,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,48,Barcelona,217,['7d9ab430-2edf-4fc7-a2e9-c1a017eea7f2'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.572,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.674,,,,,,,,,,,,fa27ef01-10f1-41b0-bec1-7344f7cf60c9,1031,,"[92.2, 23.3]",69333,21,,,,,-0.026309717,,Right Foot,,,"[103.6, 23.0]",,Ground Pass,,11.403947,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,48,Barcelona,217,['81a9708d-47ec-4602-8aba-0af49d42a1a8'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.128,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.927937,,,,,,,,,,,,27f8bb17-1728-4063-966f-6b5e3b4f996b,1034,,"[103.6, 23.0]",69333,21,,,,,2.8706458,,Right Foot,,,"[98.2, 24.5]",,Ground Pass,,5.6044626,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing Back,48,Barcelona,217,['02fc4b57-5938-4a52-a118-73ca93b1bf36'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.882,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.9026,,,,,,,,,,,,d36c483e-9fe5-44c7-bf97-01bbe90bf851,1037,,"[97.9, 25.5]",69333,21,,,,,-1.2749766,,Right Foot,,,"[101.1, 15.0]",,Ground Pass,,10.976793,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,48,Barcelona,217,['0167a763-def8-4f01-867d-ed4bdb3a9b54'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:32.999,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.311536,,,,,,,,,,,,c163586e-e0e6-44ce-a097-4bb5adfbff70,1040,,"[101.1, 15.0]",69333,21,,,,,0.74581486,,Right Foot,,,"[111.6, 24.7]",,Low Pass,,14.294754,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing Back,48,Barcelona,217,['90b01b32-168e-47c1-925e-40221f0c31ef'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:34.084,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.227448,,,,,,,,,,,,81fa3e76-1039-49b6-a2d9-737a2bacfe2a,1046,,"[12.0, 56.3]",69333,21,,True,,,1.5104302,,Left Foot,,,"[13.1, 74.5]",,Ground Pass,,18.233212,,,Xavier Torres Buigues,24162.0,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,49,Levante UD,221,['683bb3a8-d2e9-428b-98ed-6b7e93180263'],38,,,,,,,,,,,,,,,,,,,Levante UD,221,00:21:38.786,Pass,,2011/2012
