ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.130823,,,,,,,,,,,,88991b1d-9f75-472a-b945-2c577c8cfdc2,1082,,,"[66.0, 40.3]",303421,24,,,,-2.3840756,,Left Foot,,,"[53.1, 28.1]",,Ground Pass,,17.755281,,,,Manuel Alejandro García Sánchez,6632.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Right Center Forward,44,Deportivo Alavés,206,['59d9dc80-adda-4ed1-9fee-36cd6d48029c'],26,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:24:26.978,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.203952,,,,,,,,,,,,f9cf2864-516d-4ace-94d1-ad8e5e7d60a0,1086,,,"[51.9, 28.0]",303421,24,,,,-2.9092581,,Left Foot,,,"[29.5, 22.7]",,Ground Pass,,23.01847,,,,Lisandro Magallán,23263.0,,,,,,1,From Kick Off,Manuel Alejandro García Sánchez,6632.0,Left Center Midfield,44,Deportivo Alavés,206,['b54d2a39-b609-4d79-8008-2f721f06e24c'],28,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:24:28.894,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.841968,,,,,,,,,,,,a496b33b-dee8-4b36-91ca-665046a6bfec,1089,,,"[28.1, 22.7]",303421,24,,,,-0.8685394,,Right Foot,,,"[43.5, 4.5]",,Low Pass,,23.84114,,,,Adrián Marín Gómez,6935.0,,,,,,1,From Kick Off,Lisandro Magallán,23263.0,Left Center Back,44,Deportivo Alavés,206,['e9d6b24a-dae2-4466-b84b-a435ee4a0d53'],32,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:24:32.134,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.562691,,,,,,,,,,,,e249285f-be76-46f6-b75f-673ea6561b37,1096,,,"[55.5, 3.1]",303421,24,,,,0.8960554,,Left Foot,,,"[63.5, 13.1]",,Ground Pass,,12.806249,,,,José Luis Sanmartín Mato,3265.0,,,,,,1,From Kick Off,Adrián Marín Gómez,6935.0,Left Back,44,Deportivo Alavés,206,['c4f5e990-dd6b-4a7b-bb1f-93256cf056e9'],36,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:24:36.189,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.739812,,,,,,,,,,,,f5e3e76d-5e70-4313-af4a-6bdd45665891,1107,,,"[56.0, 64.2]",303421,24,,,,-2.784487,,Right Foot,,,"[9.9, 47.0]",,High Pass,,49.204166,,,,Norberto Murara Neto,6590.0,,,,,,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,45,Barcelona,217,"['2b1b7485-826c-4ed0-adc1-c68c41613211', '31e5f55c-687a-44e4-83d3-c16f8406bb76']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.035,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.686447,,,,,,,,,,,,f0616d27-c294-40b9-b508-8e96469e9e4d,1110,,,"[9.9, 47.0]",303421,24,,,,0.6725464,,Left Foot,,,"[26.6, 60.3]",,Ground Pass,,21.349005,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,45,Barcelona,217,['c7d16325-b802-4331-9438-10f940cc8501'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:24:45.982,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.638944,,,,,,,,,,,,0530781b-5698-4cc1-abba-57cb60b19475,1113,,,"[40.1, 62.8]",303421,24,,,,1.5105246,,Left Foot,,,"[40.8, 74.4]",,Ground Pass,,11.621101,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,45,Barcelona,217,['f3d1ebe2-c6be-46cd-90b3-ea4588979077'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:24:51.125,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.524839,,,,,,,,,,,,676304a7-f71f-4af6-a064-68e660f2c133,1115,,,"[40.1, 73.2]",303421,24,,,,-2.1099844,,Right Foot,,,"[25.8, 49.3]",,Ground Pass,,27.85139,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,45,Barcelona,217,['252d5091-475a-46ae-b56c-c92df682bc5e'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:24:52.764,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.854018,,,,,,,,,,,,812ee854-d2d8-4de0-b5ff-2c79c7cfe581,1118,,,"[26.8, 49.3]",303421,24,,,,-1.2575717,,Right Foot,,,"[34.8, 24.6]",,Ground Pass,,25.963243,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,45,Barcelona,217,['61468936-c473-4ba6-a384-e12b4c5e3607'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.028,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.823368,,,,,,,,,,,,3f93aaae-4c1a-4bf2-8455-30ec7af73be1,1121,,,"[35.6, 23.4]",303421,24,,,,-1.0014831,,Left Foot,,,"[48.4, 3.4]",,Ground Pass,,23.745316,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,45,Barcelona,217,['d6d1fd55-15c6-4aaf-97ff-2b9c46449f04'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:24:57.121,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.076994,,,,,,,,,,,,b1c4315d-dc57-41d1-a9d9-664ecc180aa8,1124,,,"[50.3, 3.4]",303421,25,,,,-0.03313704,,Left Foot,,,"[68.4, 2.8]",,Ground Pass,,18.109941,,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,45,Barcelona,217,['4b8bd27d-f1de-4496-ad6b-838e11cae357'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:25:00.011,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.450203,,,,,,,,,,,,4e88f5d2-518f-4ca0-aef9-44262f6f502a,1128,,,"[47.4, 77.4]",303421,25,,,,-0.5880026,,Right Foot,,,"[51.9, 74.4]",,Ground Pass,,5.408327,,,,Edgar Antonio Méndez Ortega,26387.0,,,,,Recovery,1,Regular Play,Martín Aguirregabiria Padilla,6618.0,Right Back,46,Deportivo Alavés,206,['5608dc2a-6c3b-4e5b-9f02-1793ff5634f7'],2,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:25:02.177,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.91293,,,,,,,,,,,,ca0f293b-ca7d-4461-98f8-52b0ea12d30f,1132,,,"[50.7, 73.6]",303421,25,,,,1.82812,,Right Foot,,,"[49.7, 77.4]",,Ground Pass,,3.9293766,,,,Martín Aguirregabiria Padilla,6618.0,,,,,,1,Regular Play,Edgar Antonio Méndez Ortega,26387.0,Right Midfield,46,Deportivo Alavés,206,['1daaa507-34b2-4df0-be75-9890f3dc03fa'],4,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:25:04.960,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.724187,,,,,,,,,,,,53deea01-a8de-42b9-9270-6ae9cc3ccd61,1135,,,"[49.7, 77.4]",303421,25,,,,-0.37649032,,Right Foot,,,"[62.6, 72.3]",,Ground Pass,,13.871553,,,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Martín Aguirregabiria Padilla,6618.0,Right Back,46,Deportivo Alavés,206,['99b498fe-28d7-448b-8c7b-70d96b3e68ce'],6,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:25:06.196,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.572306,,,,,,,,,,,,0d6e2cf3-7c69-4b72-b82f-5620232ad241,1139,,,"[63.8, 72.3]",303421,25,,,,1.957672,,Left Foot,,,"[62.7, 75.0]",,Ground Pass,,2.9154758,,,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Right Center Forward,46,Deportivo Alavés,206,"['f8a31229-bfba-4d89-a386-2fe290796bb9', 'fdaa8c5b-662c-44fe-b146-8adfd32bab6b']",6,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:25:06.976,Pass,True,2019/2020
,,,,,,,,,,,,,,,,2.813366,,,,,,,,,,,,fe999371-f758-4967-8e49-fb2b5926f701,1145,,,"[63.2, 74.4]",303421,26,,,,-0.9244941,,Right Foot,,,"[93.3, 34.5]",,High Pass,,49.980198,,,,José Luis Sanmartín Mato,3265.0,,,,,Free Kick,1,From Free Kick,Víctor Laguardia Cisneros,6615.0,Right Center Back,47,Deportivo Alavés,206,['7b8e454e-9125-42a1-95de-0ea0874805e3'],15,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:26:15.507,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.408276,,,,,,,,,,,,7e75a747-f295-4698-86e6-68e23f9920de,1148,,,"[14.4, 50.1]",303421,26,,,,-2.5829933,,Right Foot,,,"[4.0, 43.6]",,Low Pass,,12.264175,,,,Norberto Murara Neto,6590.0,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,48,Barcelona,217,['9ae75d80-6ec9-4a3a-bf05-dfb2afb57bce'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:26:19.680,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.985031,,,,,,,,,,,,9fdb1924-fb24-430c-9453-a6bcaa42734c,1152,,,"[3.4, 44.9]",303421,26,,,,1.5398784,,Right Foot,,,"[3.7, 54.6]",,Ground Pass,,9.7046385,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,48,Barcelona,217,['5759bc05-ff1a-41ff-a86d-bddd66bc48c9'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:26:22.599,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.883731,,,,,,,,,,,,0b18e2f0-fd72-4bc1-bddf-9460dc51b365,1156,,,"[3.4, 53.5]",303421,26,,,,0.4080635,,Left Foot,,,"[30.0, 65.0]",,Ground Pass,,28.979475,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,48,Barcelona,217,"['d19e93dd-ca36-49bc-81e1-8ac27e0bca65', 'e8fde992-9760-4b68-971a-a61a86a186da']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:26:24.105,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.207361,,,,,,,,,,,,ad971fd6-989f-4762-a727-315b6a841dc9,1159,,,"[35.6, 62.8]",303421,26,,,,-0.4636476,,Right Foot,,,"[55.4, 52.9]",,Ground Pass,,22.137074,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,48,Barcelona,217,['b16a2c82-44a4-486d-9979-1751c9bdb941'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:26:27.207,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.243284,,,,,,,,,,,,dde5e996-bed3-4211-87bd-13014d0ffda3,1162,,,"[54.9, 53.8]",303421,26,,,,-1.4950793,,Left Foot,,,"[56.0, 39.3]",,Ground Pass,,14.541664,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,48,Barcelona,217,['0991f324-fd23-496a-80ce-e400b8c31bf7'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:26:28.749,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.748404,,,,,,,,,,,,b774c579-a8a0-4193-a945-a2913f6ae040,1164,,,"[54.9, 39.8]",303421,26,,,,-0.39695963,81749d17-5d26-4e3f-b354-cb39dde17fff,Right Foot,,,"[77.8, 30.2]",,Ground Pass,,24.830828,,,,Luis Alberto Suárez Díaz,5246.0,True,,Through Ball,True,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,48,Barcelona,217,['61a504b9-69c8-471a-9fb3-ebd455a56b41'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:26:29.992,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.470109,,,,,,,,,,,,d15d53e8-7b8c-46f5-81ce-11ffa52fe4fb,1169,,,"[12.6, 43.6]",303421,26,True,,,0.38345015,,Drop Kick,,,"[71.1, 67.2]",,High Pass,,63.08098,,,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,From Keeper,Roberto Jiménez Gago,6571.0,Goalkeeper,49,Deportivo Alavés,206,['c68e47b7-dd7c-4dd1-bdb5-9bba3a803229'],56,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:26:56.560,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.531705,,,,,,,,,,,,84d45b05-c8bb-4d58-8b3d-36c227db94fe,1171,,,"[71.1, 67.2]",303421,26,,,,-0.4187605,,Head,,,"[88.4, 59.5]",,High Pass,,18.936209,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Edgar Antonio Méndez Ortega,26387.0,Right Midfield,50,Deportivo Alavés,206,"['d9fc4579-7187-457a-a1f2-5fbed341bce1', 'f690ad58-b02c-43f6-9e96-3c3988d8e494']",58,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:26:58.030,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.08734,,,,,,,,,,,,d9fc4579-7187-457a-a1f2-5fbed341bce1,1173,,,"[31.7, 20.6]",303421,26,,,,0.606481,,Head,,,"[42.8, 28.3]",,Low Pass,,13.509256,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,51,Barcelona,217,"['42964809-938f-46e8-9462-0974c3f94311', '84d45b05-c8bb-4d58-8b3d-36c227db94fe']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:26:59.562,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.773757,,,,,,,,,,,,b4ab7480-14b3-4d99-b281-b264d3829c46,1177,,,"[41.3, 27.2]",303421,27,,,,-0.36282334,,Right Foot,,,"[52.1, 23.1]",,Ground Pass,,11.552056,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,51,Barcelona,217,"['3bf019fd-400b-43ae-8513-7a974ccfab6d', '6f4c46ef-fbd5-49cb-ac7a-612d1e5ae71c']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:27:00.965,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.100216,,,,,,,,,,,,2208d0f4-9645-4524-ba65-97972d5ec396,1180,,,"[54.1, 28.5]",303421,27,,,,1.4735432,,Right Foot,,,"[55.7, 44.9]",,Ground Pass,,16.477863,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,51,Barcelona,217,['1f77c4d9-3039-45df-973e-38f6eb299c78'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:27:03.663,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.239654,,,,,,,,,,,,6e69a534-2fb9-4d0f-b841-4f295d236bc1,1183,,,"[63.3, 45.6]",303421,27,,,,1.0709108,,Right Foot,,,"[70.4, 58.6]",,Ground Pass,,14.812494,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,51,Barcelona,217,['d4dc330e-3f95-450a-b63c-bcd9b57df71b'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:27:06.022,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.386621,,,,,,,,,,,,39263d6c-eee4-44e9-a49e-293e586d5665,1187,,,"[73.9, 54.1]",303421,27,,,,-2.1517193,,Left Foot,,,"[65.3, 41.0]",,Ground Pass,,15.670673,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,"['2515613b-a54a-4f6f-87a0-abcdcdfbea56', '9bc21353-e1ea-4194-80af-35c9996ec606']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:27:09.156,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.805131,,,,,,,,,,,,dfd2c00c-a008-4db3-b756-ff8909db234b,1190,,,"[71.0, 39.1]",303421,27,,,,-1.4260529,,Right Foot,,,"[75.3, 9.6]",,Ground Pass,,29.811743,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,51,Barcelona,217,['eb5643b6-121e-4898-bd77-a4cc093be83c'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:27:11.505,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.55761,,,,,,,,,,,,288eec45-00b2-4adc-85f8-16181bd35fda,1193,,,"[77.2, 10.2]",303421,27,,,,-0.6594855,,Left Foot,,,"[86.1, 3.3]",,Ground Pass,,11.261438,,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,51,Barcelona,217,['bf3b4078-8f01-4670-a194-916ddca916e8'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:27:14.149,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.938479,,,,,,,,,,,,7ae73ebf-3b0f-4fec-b460-021a1a8e4c96,1196,,,"[84.9, 2.8]",303421,27,,,,2.2725194,,Right Foot,,,"[77.8, 11.2]",,Ground Pass,,10.998636,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Anssumane Fati,30756.0,Left Wing,51,Barcelona,217,['1ea9d6ad-4774-44d2-a0ee-f48058b5e6c9'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:27:15.923,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.430182,,,,,,,,,,,,a87f5461-e41a-485b-9d4f-e151a195015b,1199,,,"[79.8, 11.0]",303421,27,,,,-0.7250688,,Left Foot,,,"[87.7, 4.0]",,Ground Pass,,10.555094,,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,51,Barcelona,217,['3fbc9ae7-b4ac-47c2-8fb1-e6b650879dd6'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:27:17.955,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.726097,,,,,,,,,,,,4b7a1b32-418e-4b67-a4e4-2d609c54f2da,1202,,,"[91.2, 4.0]",303421,27,,,,2.4772217,,Left Foot,,,"[82.9, 10.5]",,Ground Pass,,10.542295,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Anssumane Fati,30756.0,Left Wing,51,Barcelona,217,['d1fff497-850b-4a98-a928-4c826da61820'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:27:20.388,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.870143,,,,,,,,,,,,5fd6fa1a-6f07-43e5-b5d3-750ac273a7c1,1205,,,"[86.8, 11.3]",303421,27,,,,1.4520302,,Left Foot,,,"[93.9, 70.8]",,High Pass,,59.922115,,,,Sergi Roberto Carnicer,6379.0,,True,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,51,Barcelona,217,['d1baa49e-647c-4a73-b4b6-7a49444f1661'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:27:23.585,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.368612,,,,,,,,,,,,8b7c819e-b977-4c9e-a27f-e287997b35dd,1209,,,"[92.2, 72.5]",303421,27,,,,-1.6820667,,Left Foot,,,"[90.2, 54.6]",,Ground Pass,,18.011385,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,51,Barcelona,217,"['0fad0c60-e5c8-4ae6-8cd0-2adf33223879', 'dbb0a595-a527-48f4-8cc0-135cca56a1ce']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:27:27.450,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.653002,,,,,,,,,,,,441d9e57-0a21-49ea-b608-a0612e658d1a,1211,,,"[90.9, 54.6]",303421,27,,,,2.8698006,,Left Foot,,,"[78.7, 58.0]",,Ground Pass,,12.664912,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['3ce26271-05f7-4be3-a7cc-9e17d154778e'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:27:28.818,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.00692,,,,,,,,,,,,6026057c-2c0b-4c92-bf4d-f109250428e0,1214,,,"[80.4, 57.4]",303421,27,,,,-0.34738597,,Right Foot,,,"[92.0, 53.2]",,Ground Pass,,12.336936,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,51,Barcelona,217,['e8ed297f-076e-4563-8b6c-ba3b4d2f88bd'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:27:31.682,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.715301,,,,,,,,,,,,865f9ef8-7edb-4490-8db9-05ae5518daf7,1217,,,"[92.0, 53.2]",303421,27,,,,-1.5707964,,Left Foot,,,"[92.0, 47.5]",,Ground Pass,,5.7,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['664dd84e-a79e-40c0-b455-5ab4b5f3793a'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:27:33.220,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.669909,,,,,,,,,,,,bf295fb4-2497-48ed-a86e-c0f7683ac1c8,1220,,,"[92.0, 47.6]",303421,27,,,,2.741352,,Right Foot,,,"[89.4, 48.7]",,Ground Pass,,2.823119,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,51,Barcelona,217,"['03bffdde-334a-45c4-aded-cec9b96f5655', '5fe3cad3-9ed0-4bef-b298-c74f8a2f1c8b']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:27:34.296,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.352476,,,,,,,,,,,,5fbfc71b-5b98-4613-83c4-5632273eb904,1224,,,"[31.2, 28.6]",303421,27,,,,-1.151762,,Right Foot,,,"[41.4, 5.7]",,Ground Pass,,25.068905,,,,Oliver Burke,3513.0,,,,,,1,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,52,Deportivo Alavés,206,['30cd0599-759d-4ccf-99f5-c09a9e3498cf'],36,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:27:36.303,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.157283,,,,,,,,,,,,d797e7f1-50dd-42a4-a392-3c9c0bc360cf,1234,,,"[73.9, 74.4]",303421,27,,,,-2.1341126,,Left Foot,,,"[72.7, 72.5]",,Low Pass,,2.2472205,,Incomplete,,,,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,52,Deportivo Alavés,206,"['324577df-346f-4bb5-95e8-6436d92f20c1', '6a88be44-b859-4cc6-bd15-32bebbb6d49d']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.287,Pass,True,2019/2020
,,,,,,,,,,,,,,,,3.488795,,,,,,,,,,,,2e3a2d59-ee71-4f97-adb5-af47c176ff9b,1236,,,"[58.6, 80.0]",303421,27,,,,-2.4744804,,,,,"[39.3, 64.8]",,Low Pass,,24.566847,,,,Ronald Federico Araújo da Silva,32480.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,53,Barcelona,217,['a021d707-eb24-4b9d-9954-db34dde95240'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:27:49.408,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.940917,,,,,,,,,,,,e6b3f8c9-4c7d-4bbc-92a0-89f1f0d7a5ec,1239,,,"[42.8, 59.7]",303421,27,,,,-1.425599,,Right Foot,,,"[49.0, 17.3]",,Ground Pass,,42.850903,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,53,Barcelona,217,['36cc68a8-1428-4c9f-a56f-a7c053057d64'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:27:55.646,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.17499,,,,,,,,,,,,e607c223-391e-4f2d-9d82-68576bc0ff56,1242,,,"[52.1, 20.9]",303421,27,,,,1.6818483,,Left Foot,,,"[49.0, 48.7]",,Ground Pass,,27.972307,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,53,Barcelona,217,['9e49734c-2424-4d7e-b01f-caaba43f6e6c'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:27:59.644,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.534293,,,,,,,,,,,,5c45fb12-be2b-4660-b93b-0e08bfc8e381,1245,,,"[49.0, 48.1]",303421,28,,,,1.2793396,,Right Foot,,,"[52.9, 61.1]",,Ground Pass,,13.572398,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,53,Barcelona,217,['59d8648d-b280-4b50-806b-740387efa280'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:28:02.921,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.376171,,,,,,,,,,,,e9f54997-b94e-4283-b764-f5f5612f4ccc,1248,,,"[56.0, 62.2]",303421,28,,,,0.6346518,,Right Foot,,,"[74.2, 75.6]",,Ground Pass,,22.600885,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['dfc055ba-79a6-4dfb-b664-5fbbb13284c5'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:28:05.348,Pass,,2019/2020
