bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1e326bc5-21a4-4396-a5ac-7e044a268849,1,,,69336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 26807, 'name': 'Marc Bertrán Vilanova'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25969, 'name': 'Sergio Fernández González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15416, 'name': 'Jukka Raitala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 25874, 'name': 'Francisco Puñal Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 24166, 'name': 'Juan Francisco Martínez Modesto'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 23975, 'name': 'Dejan Lekić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Osasuna,422,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,80335922-9013-4271-b399-f7b44d1589c3,2,,,69336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,c533953f-c710-4bd4-8f1f-698356c737d2,3,,,69336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,['8a187030-6782-49c2-b3ab-854035eaf1f7'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,8a187030-6782-49c2-b3ab-854035eaf1f7,4,,,69336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,['c533953f-c710-4bd4-8f1f-698356c737d2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,47faa59f-8e2e-451a-ac7e-b2f6d168d679,1762,,,69336,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Osasuna,422,['f68ba890-3dcc-4073-988d-b0988574883e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,f68ba890-3dcc-4073-988d-b0988574883e,1763,,,69336,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Osasuna,422,['47faa59f-8e2e-451a-ac7e-b2f6d168d679'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.23032,,,,,,,,,,,,,,,,,092fe4ff-3832-4972-9979-dcb2b3d2fedd,5,,"[61.0, 41.0]",69336,0,,True,,,2.0285733,,Right Foot,,,"[50.9, 61.5]",,Ground Pass,,22.853008,,Unknown,,,,,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Center Forward,2,Barcelona,217,,1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.040,Pass,,2011/2012
,,,,,,,,,,,,,,,0.858,,,,,,,,,,,,,,,,,54109ca6-f0cb-46ad-a8ee-32ee546e7994,7,,"[69.9, 7.8]",69336,0,,,,,-2.545808,,Right Foot,,,"[64.0, 3.8]",,Ground Pass,,7.1281133,,,,Jukka Raitala,15416.0,,,,,,,1,Regular Play,Dejan Lekić,23975.0,Center Forward,3,Osasuna,422,['8a9fb57c-55e9-4e77-9628-415e51ca7d23'],2,,,,,,,,,,,,,,,,,Osasuna,422,00:00:02.158,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9675,,,,,,,,,,,,,,,,,0060de11-1f6b-4e23-baf5-09f87a2cbd69,11,,"[64.0, 3.5]",69336,0,,,,,1.6300489,,Right Foot,,,"[62.6, 27.1]",,Ground Pass,,23.641489,,,,Francisco Puñal Martínez,25874.0,,,,,,,1,Regular Play,Jukka Raitala,15416.0,Left Back,3,Osasuna,422,"['3fd3a1d1-7d0d-424a-818c-1bb6368b4776', 'fbfa9ebd-0062-474f-a72f-58f1fe41260d']",4,,,,,,,,,,,,,,,,,Osasuna,422,00:00:04.057,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,,,,,,941f038e-c829-44d2-8857-f00b21373417,14,,"[62.6, 27.1]",69336,0,,,,,-2.5183933,,Right Foot,,,"[43.4, 13.3]",,Low Pass,,23.644873,,,,Miguel Flaño Bezunartea,24313.0,,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,3,Osasuna,422,['fe3ac004-77f3-4c8e-9f12-22c86b6c4fbc'],5,,,,,,,,,,,,,,,,,Osasuna,422,00:00:05.065,Pass,,2011/2012
