bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.016964,,,,,,,,,,,,,,,,,1831a220-a0f8-40b3-ab78-bd8a8d2dfbb3,17,,"[42.8, 16.3]",69336,0,,,,,1.5353681,,Right Foot,,,"[44.2, 55.8]",,Ground Pass,,39.524803,,,,Sergio Fernández González,25969.0,,,,,,,1,Regular Play,Miguel Flaño Bezunartea,24313.0,Left Center Back,3,Osasuna,422,['fc448e34-2269-45df-85a2-911677fca6d9'],7,,,,,,,,,,,,,,,,,Osasuna,422,00:00:07.713,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9913,,,,,,,,,,,,,,,,,45833ed7-caab-4dae-9f6c-0f06d1d0b749,20,,"[47.7, 56.9]",69336,0,,,,,-0.09736557,,Right Foot,,,"[69.2, 54.8]",,Ground Pass,,21.602314,,,,Álvaro Cejudo Carmona,26723.0,,,,,,,1,Regular Play,Sergio Fernández González,25969.0,Right Center Back,3,Osasuna,422,['73086e03-f99f-4ea8-91c3-bac80e1c04bd'],11,,,,,,,,,,,,,,,,,Osasuna,422,00:00:11.536,Pass,,2011/2012
,,,,,,,,,,,,,,,0.749775,,,,,,,,,,,,,,,,,b1d81c9d-77e5-4691-af29-c5e245fc4b1a,23,,"[68.0, 54.5]",69336,0,,,,,-2.819842,,Left Foot,,,"[62.3, 52.6]",,Ground Pass,,6.0083275,,,,Francisco Puñal Martínez,25874.0,,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,3,Osasuna,422,['19732cb0-4c9c-4ee1-9074-c9cfbd426c14'],13,,,,,,,,,,,,,,,,,Osasuna,422,00:00:13.408,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2074,,,,,,,,,,,,,,,,,80617a13-426c-4258-bd0f-88510d38fa02,26,,"[62.6, 60.1]",69336,0,,,,,-0.014387497,,Right Foot,,,"[76.5, 59.9]",,Ground Pass,,13.901439,,,,Raúl García Escudero,6391.0,,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,3,Osasuna,422,['13ee3b8e-a59d-4db5-b9c7-b8554479ea8c'],15,,,,,,,,,,,,,,,,,Osasuna,422,00:00:15.851,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0435,,,,,,,,,,,,,,,,,3615af6a-bf3e-4b1e-94d8-c5381693f1ba,29,,"[70.8, 74.5]",69336,0,,,,,3.09225,,Right Foot,,,"[62.7, 74.9]",,Ground Pass,,8.109871,,,,Francisco Puñal Martínez,25874.0,,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Right Center Midfield,3,Osasuna,422,['4e92716b-6cac-4497-b2a3-f5a2d9d41d15'],18,,,,,,,,,,,,,,,,,Osasuna,422,00:00:18.650,Pass,,2011/2012
,,,,,,,,,,,,,,,4.06818,,,,,,,,,,,,,,,,,03f4ed88-a94c-414a-9b7c-332bca9240ad,31,,"[62.7, 74.9]",69336,0,,,,,-0.01632508,,Right Foot,,,"[111.7, 74.1]",,High Pass,,49.00653,,,,Álvaro Cejudo Carmona,26723.0,,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,3,Osasuna,422,['cc3d3015-3cca-4815-959d-cff6b449d91d'],19,,,,,,,,,,,,,,,,,Osasuna,422,00:00:19.694,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9107,,,,,,,,,,,,,,,,,e85568f4-f065-42f6-acf3-5ef987e2bc48,35,,"[100.4, 75.1]",69336,0,,,,,-2.2552726,,Left Foot,,,"[86.2, 57.7]",,High Pass,,22.45885,,Incomplete,,,,,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,3,Osasuna,422,['c1469805-5447-40a2-996d-039b257a61f1'],28,,,,,,,,,,,,,,,,,Osasuna,422,00:00:28.634,Pass,,2011/2012
,,,,,,,,,,,,,,,2.0976,,,,,,,,,,,,,,,,,cdcc4d2d-6ceb-4f34-a8ec-3e7d5fbfda59,43,,"[24.3, 22.2]",69336,0,,,,,2.6073554,,Left Foot,,,"[5.2, 33.5]",,Ground Pass,,22.19234,,,,Víctor Valdés Arribas,20176.0,,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Osasuna,422,['57ae3efe-b9b2-4023-81a8-57e709c2e262'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.057,Pass,,2011/2012
,,,,,,,,,,,,,,,3.0115,,,,,,,,,,,,,,,,,4c57bf04-e59b-40ca-b7a4-af0dd8ccb73e,47,,"[6.8, 31.7]",69336,0,,,,,-0.15063591,,Right Foot,,,"[51.6, 24.9]",,High Pass,,45.313133,,Incomplete,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Osasuna,422,['82de8cdb-6667-4b5f-a834-a7506e770fbf'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.194,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5915,,,,,,,,,,,,,,,,,82de8cdb-6667-4b5f-a834-a7506e770fbf,48,,"[69.4, 56.1]",69336,0,,,,,0.37724906,,Head,,,"[80.0, 60.3]",,High Pass,,11.401754,,,,Álvaro Cejudo Carmona,26723.0,,,,,,Recovery,1,Regular Play,Marc Bertrán Vilanova,26807.0,Right Back,3,Osasuna,422,"['219555a1-934c-4412-8426-f905939bd2c6', '4c57bf04-e59b-40ca-b7a4-af0dd8ccb73e']",39,,,,,,,,,,,,,,,,,Osasuna,422,00:00:39.206,Pass,,2011/2012
,,,,,,,,,,,,,,,2.5122,,,,,,,,,,,,,,,,,281f6aa7-8c44-49be-a0e2-ceb672534b7b,50,,"[80.0, 60.3]",69336,0,,,,,-0.44333437,,Head,,,"[97.9, 51.8]",,High Pass,,19.81565,,Incomplete,,Dejan Lekić,23975.0,,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,3,Osasuna,422,"['30543595-b58f-456a-bf36-cc936f0817f7', '5027dc5f-a8e9-4976-8159-e85f6d8331ce']",40,,,,,,,,,,,,,,,,,Osasuna,422,00:00:40.837,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5901,,,,,,,,,,,,,,,,,0ae2c440-3ff1-48a1-a4cb-0bacdf19edbe,54,,"[34.8, 29.0]",69336,0,,,,True,1.0803353,,,,,"[40.3, 39.3]",,Low Pass,,11.676472,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,3,Osasuna,422,"['7655241e-390c-4978-8379-22951648f81a', 'a6c04f53-e0f6-43c0-9a53-2006732632cf']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.122,Pass,True,2011/2012
,,,,,,,,,,,,,,,4.8958,,,,,,,,,,,,,,,,,a6c04f53-e0f6-43c0-9a53-2006732632cf,55,,"[80.7, 41.7]",69336,0,,,,,0.5802508,,Head,,,"[119.6, 67.2]",,High Pass,,46.51301,,Out,,Álvaro Cejudo Carmona,26723.0,,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,3,Osasuna,422,"['0ae2c440-3ff1-48a1-a4cb-0bacdf19edbe', '3ba7bf13-682a-4ded-8fad-38e4827c1c58']",47,,,,,,,,,,,,,,,,,Osasuna,422,00:00:47.712,Pass,,2011/2012
,,,,,,,,,,,,,,,2.0552,,,,,,,,,,,,,,,,,2ace163b-3820-470e-ab1b-86f86a768c40,57,,"[7.0, 37.0]",69336,1,,,,,-0.1563489,,Right Foot,,,"[67.9, 27.4]",,High Pass,,61.652008,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['2be9fe5c-7507-4bd8-9e43-37bd5b7840b6'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.413,Pass,,2011/2012
,,,,,,,,,,,,,,,2.0542,,,,,,,,,,,,,,,,,2be9fe5c-7507-4bd8-9e43-37bd5b7840b6,58,,"[53.1, 53.6]",69336,1,,,,,-0.7032889,,Head,,,"[74.8, 35.2]",,High Pass,,28.450834,,,,Juan Francisco Martínez Modesto,24166.0,,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,5,Osasuna,422,"['2ace163b-3820-470e-ab1b-86f86a768c40', '9ed45315-38e9-4709-bb82-06b5c0512e16']",22,,,,,,,,,,,,,,,,,Osasuna,422,00:01:22.468,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0949,,,,,,,,,,,,,,,,,495aba19-12f7-4cc0-9640-beabbb40298e,64,,"[69.4, 37.2]",69336,1,,,,True,2.863293,,,,,"[65.9, 38.2]",,High Pass,,3.640055,,,,Javad Nekounam,26002.0,,,,,,Recovery,1,Regular Play,Raúl García Escudero,6391.0,Right Center Midfield,5,Osasuna,422,"['3833ec0d-4a89-4210-8357-2f546752b3ed', '798d21e3-21ce-4cf7-89e2-9a1a85eb6fd1']",27,,,,,,,,,,,,,,,,,Osasuna,422,00:01:27.842,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.4254,,,,,,,,,,,,,,,,,f074b257-ed1f-4dc2-a6e3-5ae9f4702d2e,71,,"[65.0, 63.4]",69336,1,,,,,2.0227258,,Right Foot,,,"[60.0, 73.7]",,Ground Pass,,11.449454,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Center Forward,6,Barcelona,217,['05aea8b8-786d-466f-8a05-cd825b9268cf'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.931,Pass,,2011/2012
,,,,,,,,,,,,,,,0.730299,,,,,,,,,,,,,,,,,f89fbc54-e74f-43ce-8a12-1d9311aa3ebf,74,,"[57.1, 72.9]",69336,1,,,,,-1.5428315,,Right Foot,,,"[57.5, 58.6]",,Ground Pass,,14.3055935,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['7aded7b0-f27b-4061-84b9-ae94f19382c2'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.363,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8504,,,,,,,,,,,,,,,,,41979fce-bf4d-4b9f-bb0f-dc2536fb0daf,78,,"[57.9, 55.5]",69336,1,,,,,-1.6408569,,Right Foot,,,"[57.5, 49.8]",,Ground Pass,,5.714018,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,6,Barcelona,217,"['5fd2faf1-f021-4749-a9eb-de7f2142d5f3', '7767bd7d-fa0d-4fe7-9215-386d55fbf552']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.603,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.5034,,,,,,,,,,,,,,,,,638f0ff1-b9d2-4d25-8200-f8b4d95a974c,81,,"[57.5, 49.8]",69336,1,,,,,2.7498927,,Left Foot,,,"[43.7, 55.5]",,Ground Pass,,14.9308405,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,6,Barcelona,217,['c08091e8-28f8-4400-aef0-4e967f346c0e'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.534,Pass,,2011/2012
,,,,,,,,,,,,,,,2.1596,,,,,,,,,,,,,,,,,2d06cf5c-a80d-4691-a1f6-9c2c69cf469a,85,,"[45.6, 56.4]",69336,1,,,,,-1.4774513,,Right Foot,,,"[50.0, 9.4]",,High Pass,,47.20551,,,,Eric-Sylvain Bilal Abidal,20177.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['3d5d0b90-640d-46b7-9bf1-6e62f46f35af'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.102,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3519,,,,,,,,,,,,,,,,,a702cd1e-4a5e-4047-96e1-d6eee5007a1e,88,,"[48.8, 12.9]",69336,1,,,,,0.057628427,,Left Foot,,,"[64.4, 13.8]",,Ground Pass,,15.62594,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,6,Barcelona,217,['8c13f13d-dd56-40f7-a66c-831e6ffe9f48'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.056,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0333,,,,,,,,,,,,,,,,,caa1c0de-73fa-4bd1-b308-15235cbea6ad,91,,"[64.4, 13.8]",69336,1,,,,,-1.1298721,,Right Foot,,,"[68.6, 4.9]",,Ground Pass,,9.84124,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,6,Barcelona,217,['1941b5e0-2a0c-4b88-b401-217126bbdfd7'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.052,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8945,,,,,,,,,,,,,,,,,31968600-bff9-43c0-9ebd-710cd5f617c9,94,,"[66.8, 4.7]",69336,1,,,,,2.819842,,Left Foot,,,"[58.4, 7.5]",,Ground Pass,,8.854378,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,['751fc03c-59d4-44fa-83e7-0cf843e10087'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.634,Pass,,2011/2012
,,,,,,,,,,,,,,,2.187,,,,,,,,,,,,,,,,,3c6f2f45-da6a-45cb-b236-255f35a6cead,97,,"[57.1, 10.8]",69336,1,,,,,1.8795606,,Right Foot,,,"[42.3, 57.2]",,Ground Pass,,48.703182,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,6,Barcelona,217,['3bb1a057-c7db-42f0-8365-6af1a80ec633'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.220,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5718,,,,,,,,,,,,,,,,,448ce173-201b-4a50-8495-cb3dafedfcf9,100,,"[42.3, 57.2]",69336,1,,,,,0.013512691,,Right Foot,,,"[57.1, 57.4]",,Ground Pass,,14.801352,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['536d9b02-f1c9-43c0-b714-ebae5455150d'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.976,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3365,,,,,,,,,,,,,,,,,b467f7e2-84a2-4e3f-8854-a04533495819,104,,"[56.7, 56.3]",69336,1,,,,,-1.665748,,Left Foot,,,"[55.7, 45.8]",,Ground Pass,,10.547511,,Unknown,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,6,Barcelona,217,"['8bd828f7-6187-49fe-982c-118a62eb42ce', 'a7c49516-a7a2-45b3-8ea4-45f27398880d']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.627,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.685398,,,,,,,,,,,,,,,,,756cc8f5-6de6-4f62-ab0c-85ad74b6d96e,108,,"[56.2, 46.9]",69336,2,,True,,,0.9836818,,Right Foot,,,"[73.5, 72.9]",,Ground Pass,,31.229633,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,7,Barcelona,217,['e71f9bcd-904f-4f71-8db3-4c818627f440'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.395,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4511,,,,,,,,,,,,,,,,,e71f9bcd-904f-4f71-8db3-4c818627f440,109,,"[47.5, 8.1]",69336,2,,,,,0.7316864,,Left Foot,,,"[72.0, 30.1]",,Ground Pass,,32.92795,,,,Dejan Lekić,23975.0,,,,,,Recovery,1,Regular Play,Jukka Raitala,15416.0,Left Back,8,Osasuna,422,"['2e95da7d-8fcc-43b2-a60f-e6c53f266746', '756cc8f5-6de6-4f62-ab0c-85ad74b6d96e']",13,,,,,,,,,,,,,,,,,Osasuna,422,00:02:13.080,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3484,,,,,,,,,,,,,,,,,3164b3c8-44d3-4039-9645-4b58ee099bd7,112,,"[71.0, 30.7]",69336,2,,,,,1.5009513,,Right Foot,,,"[72.7, 55.0]",,Ground Pass,,24.359392,,,,Álvaro Cejudo Carmona,26723.0,,,,,,,1,Regular Play,Dejan Lekić,23975.0,Center Forward,8,Osasuna,422,['e61d3619-d3a1-4fc1-bda2-7e59a51861b0'],16,,,,,,,,,,,,,,,,,Osasuna,422,00:02:16.549,Pass,,2011/2012
