bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c4cf61b3-8ed8-4c8d-9fcb-85a23f171b44,1,,,,16215,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3313, 'name': 'Giovani Lo Celso'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3990, 'name': 'Jesé Rodríguez Ruiz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Real Betis,218,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,17813ca1-b402-46b2-8d98-9d5c5f1df26f,2,,,,16215,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4f707fec-1638-406b-a0ed-4aab21ccebec,3,,,,16215,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['a52a249e-65ac-41c0-99fb-30ea5273f07b'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a52a249e-65ac-41c0-99fb-30ea5273f07b,4,,,,16215,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['4f707fec-1638-406b-a0ed-4aab21ccebec'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3620cb66-5339-4d7c-b3ab-d2403b8ee38b,2028,,,,16215,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Real Betis,218,['aa6ed078-e691-4c40-ba68-227f15963bd6'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,aa6ed078-e691-4c40-ba68-227f15963bd6,2029,,,,16215,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Real Betis,218,['3620cb66-5339-4d7c-b3ab-d2403b8ee38b'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,0.508755,,,,,,,,,,,,a2aa78a1-b9dd-44a1-9276-eed8cbee46ef,5,,,"[60.0, 40.0]",16215,0,,,,-2.819842,,Right Foot,,,,"[54.0, 38.0]",,Ground Pass,,6.3245554,,,,,José Andrés Guardado Hernández,5563.0,,,,,Kick Off,1,From Kick Off,Jesé Rodríguez Ruiz,3990.0,Left Center Forward,2,Real Betis,218,['5f4d15ad-da66-4625-b5a8-29803fab6f45'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.697,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.557132,,,,,,,,,,,,c96e3bae-8c5b-4ae6-b132-7177fe5cb6e9,8,,,"[56.0, 33.0]",16215,0,,,,-2.6135182,,Right Foot,,,,"[44.0, 26.0]",,Ground Pass,,13.892444,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Kick Off,José Andrés Guardado Hernández,5563.0,Left Center Midfield,2,Real Betis,218,['9b43342f-ea6f-4149-9ae9-ffb49b278202'],3,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:03.170,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.964985,,,,,,,,,,,,89921bc2-8045-45fd-b820-e73613620a50,11,,,"[44.0, 26.0]",16215,0,,,,2.1995926,,Left Foot,,,,"[36.0, 37.0]",,Ground Pass,,13.601471,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,Real Betis,218,['7a320b9b-b0ab-4c50-8a52-b7a4f9202872'],5,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:05.758,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.2387,,,,,,,,,,,,68baadb1-2040-4ac3-a6ff-194035363728,14,,,"[41.0, 38.0]",16215,0,,,,1.5707964,,Left Foot,,,,"[41.0, 55.0]",,Ground Pass,,17.0,,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Center Back,2,Real Betis,218,['c4d7f44e-5703-4625-a67b-dc77215f90a9'],9,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:09.949,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.4588,,,,,,,,,,,,cb8d1db7-4664-4080-aff2-9ed7d4ba81ea,17,,,"[41.0, 55.0]",16215,0,,,,-2.1421337,,Right Foot,,,,"[32.0, 41.0]",,Ground Pass,,16.643316,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,['8194f1fb-f953-48e5-8a46-452eb8274a33'],11,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:11.323,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.0492,,,,,,,,,,,,e7677d07-7d1f-43f1-9713-3ceeed097b58,20,,,"[32.0, 41.0]",16215,0,,,,-1.849096,,Right Foot,,,,"[28.0, 27.0]",,Ground Pass,,14.56022,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Center Back,2,Real Betis,218,['6f3e8b46-3852-46c6-aa52-8ef427620569'],13,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:13.502,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.4586,,,,,,,,,,,,40ccb609-e00f-4148-a316-09e97e43ef4b,23,,,"[26.0, 26.0]",16215,0,,,,1.6421038,,Right Foot,,,,"[24.0, 54.0]",,Ground Pass,,28.071337,,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,Real Betis,218,['e86e0002-9506-4dda-a3bb-4cfd55a76a27'],16,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:16.446,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.4124,,,,,,,,,,,,252836a9-a8c0-4e7e-9ca6-d5ab66957e5e,26,,,"[24.0, 55.0]",16215,0,,,,1.0390723,,Right Foot,,,,"[34.0, 72.0]",,Ground Pass,,19.723083,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,['093ad8d7-a8af-494d-a121-9e0837fc4d70'],18,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:18.391,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,4.116499,,,,,,,,,,,,bbb03216-8eb3-4460-b7cd-358d2c2594d4,31,,,"[36.0, 70.0]",16215,0,,,,-0.0391956,,Left Foot,,,,"[87.0, 68.0]",,High Pass,,51.0392,,,Incomplete,,Giovani Lo Celso,3313.0,,,,,,1,From Kick Off,Sergio Canales Madrazo,6673.0,Right Center Midfield,2,Real Betis,218,"['97990a4a-17cd-477a-9c9d-b4245cfabe84', 'c702fe88-280e-4d14-915c-a6d21df470e5', 'f8f6d33c-2e56-4dd0-a1d6-ae75ec1acf93']",21,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:21.047,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,2.794507,,,,,,,,,,,,c702fe88-280e-4d14-915c-a6d21df470e5,33,,,"[34.0, 13.0]",16215,0,,,,2.4719536,,Right Foot,,,,"[10.0, 32.0]",,Ground Pass,,30.610456,,,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,"['9cef10e8-58f7-4312-b92c-a36fd1e94bbb', 'bbb03216-8eb3-4460-b7cd-358d2c2594d4']",25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.164,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.372,,,,,,,,,,,,aa7da6e4-c910-4a48-b5f7-a2639f9b0540,36,,,"[10.0, 32.0]",16215,0,,,,0.14888994,,Right Foot,,,,"[30.0, 35.0]",,Ground Pass,,20.22375,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['5b60cbab-62f5-43dd-9bb2-dfbfa48d5cf0'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.341,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.788683,,,,,,,,,,,,6f6cb68f-08b9-40f4-8104-10fb7dbd8f2f,39,,,"[30.0, 35.0]",16215,0,,,,-2.809533,,Right Foot,,,,"[1.0, 25.0]",,Ground Pass,,30.675724,,,Out,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,3,Barcelona,217,['408aac94-9615-4320-8cfd-e2314b01022e'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.753,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.862923,,,,,,,,,,,,8a187c93-163d-49d6-a031-d9292f7f1bc5,41,,,"[120.0, 80.0]",16215,0,,,,-2.3561945,,Left Foot,,,,"[115.0, 75.0]",,Ground Pass,,7.071068,,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Corner,1,From Corner,Giovani Lo Celso,3313.0,Right Center Forward,4,Real Betis,218,['cf254bbb-9d2d-4cb5-bafa-cea2f34105fa'],55,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:55.498,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.7223,,,,,,,,,,,,6942114b-e0aa-43a7-b01a-778bc726da03,44,,,"[113.0, 72.0]",16215,0,,,,-2.2896264,,Right Foot,,,,"[106.0, 64.0]",,Ground Pass,,10.630146,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Corner,Joaquín Sánchez Rodríguez,6651.0,Right Wing Back,4,Real Betis,218,['49f9b6f2-db3e-4a3d-a4a5-c5f0eeee08f5'],57,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.513,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.992101,,,,,,,,,,,,23c3b8b7-618f-42b7-8f7f-e523c10fd7a9,47,,,"[106.0, 64.0]",16215,0,,,,-1.2793396,,Left Foot,True,,,"[112.0, 44.0]",,High Pass,,20.880613,,,Incomplete,,,,,,,,,1,From Corner,Sergio Canales Madrazo,6673.0,Right Center Midfield,4,Real Betis,218,['dc792ab0-cf55-4789-9c8f-6f4bd56e2be9'],59,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:59.276,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.271679,,,,,,,,,,,,1139d52a-830e-44e8-9317-9d6e6c3ec3ad,49,,,"[64.0, 57.0]",16215,1,,,,-2.8387077,,Left Foot,,,,"[48.0, 52.0]",,Low Pass,,16.763054,,,,,José Andrés Guardado Hernández,5563.0,,,,,Recovery,1,From Corner,Sergio Canales Madrazo,6673.0,Right Center Midfield,4,Real Betis,218,['b2d8d4fd-6855-4fab-a82a-5804067dd84a'],4,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:04.259,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.9839,,,,,,,,,,,,2dcf1de7-68c6-4e27-b404-06788bc3e8bf,53,,,"[40.0, 46.0]",16215,1,,,,0.15264933,,Left Foot,,,,"[53.0, 48.0]",,Ground Pass,,13.152946,,,,,Giovani Lo Celso,3313.0,,,,,,1,From Corner,José Andrés Guardado Hernández,5563.0,Left Center Midfield,4,Real Betis,218,"['73e2503a-87cb-46c9-b406-f7073b976e82', 'be01cd14-ab6c-4263-b3b2-5ea0502b8df3']",8,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:08.720,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.9357,,,,,,,,,,,,f1d89fa8-594e-4e47-928c-fd16fcbb6a06,56,,,"[51.0, 49.0]",16215,1,,,,1.7294515,,Left Foot,,,,"[47.0, 74.0]",,Ground Pass,,25.317978,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Corner,Giovani Lo Celso,3313.0,Right Center Forward,4,Real Betis,218,['8bb1aa8c-d439-4d60-967a-bdfa3d25975c'],10,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:10.187,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.6344,,,,,,,,,,,,0dbe4a9c-8971-4a03-ac67-ecd7183f364b,60,,,"[48.0, 69.0]",16215,1,,,,-2.0736396,,Left Foot,,,,"[37.0, 49.0]",,Ground Pass,,22.825424,,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,From Corner,Sergio Canales Madrazo,6673.0,Right Center Midfield,4,Real Betis,218,"['1f4092ab-c006-4801-8ca2-763cb7b84c32', '70ed6bd6-325c-40e4-8065-2a0d12a9e5b4']",13,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:13.109,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.0633,,,,,,,,,,,,a45bf32d-0170-4f48-bbde-643696d33d2f,64,,,"[38.0, 48.0]",16215,1,,,,-0.4636476,,Left Foot,,,,"[48.0, 43.0]",,Ground Pass,,11.18034,,,,,William Silva de Carvalho,5214.0,,,,,,1,From Corner,José Andrés Guardado Hernández,5563.0,Left Center Midfield,4,Real Betis,218,"['8311c773-1cb0-4719-a641-81ece726a84d', 'fc1b8692-eaa3-4b66-bccd-99ec037461d8']",16,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:16.495,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.607076,,,,,,,,,,,,75088ed0-506e-4bbd-a30b-2842ec631b15,66,,,"[48.0, 44.0]",16215,1,,,,1.670465,,Right Foot,,,,"[47.0, 54.0]",,Ground Pass,,10.049875,,,,,Aïssa Mandi,6648.0,,,,,,1,From Corner,William Silva de Carvalho,5214.0,Center Defensive Midfield,4,Real Betis,218,['b3c1b0bf-ce68-40e8-a1a8-7dc1b57b23fb'],17,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:17.558,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.623164,,,,,,,,,,,,5dfca8b4-c198-42c1-ba4d-5cc6da587e0b,70,,,"[46.0, 56.0]",16215,1,,,,-1.2120256,,Right Foot,,,,"[49.0, 48.0]",,Ground Pass,,8.5440035,,,,,William Silva de Carvalho,5214.0,,,,,,1,From Corner,Aïssa Mandi,6648.0,Right Center Back,4,Real Betis,218,"['2f84352a-2365-4cf5-9dac-8bf6b5d5a2c3', '6612e894-1072-431c-a254-7f0f394044a8']",18,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:18.571,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.508349,,,,,,,,,,,,880b5559-ad46-4f8b-948d-a443cc2a56de,77,,,"[66.0, 36.0]",16215,1,,,,-2.0344439,,Right Foot,,,,"[64.0, 32.0]",,Ground Pass,,4.472136,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,Recovery,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Midfield,5,Barcelona,217,"['0f89bb79-defe-4075-b594-304ef8c9da15', '988f69f2-fae6-4c36-b3b1-50a011e05f43']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.190,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.600355,,,,,,,,,,,,646d1c23-e927-4b2b-9c85-e05aa7b586a1,80,,,"[69.0, 23.0]",16215,1,,,,-0.7378151,,Right Foot,,,,"[80.0, 13.0]",,Ground Pass,,14.866069,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,5,Barcelona,217,['b85874d6-200d-436b-adf7-3176fde7924f'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.197,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.277293,,,,,,,,,,,,33fa6100-967e-46ee-a35f-1ac4b07feb61,84,,,"[77.0, 14.0]",16215,1,,,,1.9416876,,Right Foot,,,,"[70.0, 32.0]",,Low Pass,,19.313208,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,5,Barcelona,217,"['a15480b9-707f-4621-954c-672cd5ee0b91', 'c1d92f55-8743-42ac-981e-ded47d180942']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.321,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,2.537648,,,,,,,,,,,,0d0fc5da-13a4-4c67-815c-0c0c04e5619f,87,,,"[70.0, 32.0]",16215,1,,,,2.55359,,Right Foot,,,,"[58.0, 40.0]",,Ground Pass,,14.422205,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,5,Barcelona,217,['82b0cef1-65fb-4bc2-bd51-aeb23e154ecd'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.267,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.815055,,,,,,,,,,,,b99460de-8949-4cf1-9da5-0a46253754e0,91,,,"[57.0, 41.0]",16215,1,,,,-2.1854594,,Right Foot,,,,"[45.0, 24.0]",,Ground Pass,,20.808653,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['612d2ab7-ac42-4a00-9014-83666547e1d6'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.844,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.43237,,,,,,,,,,,,51236702-2e76-49e9-80e9-843206fa803f,94,,,"[45.0, 25.0]",16215,1,,,,-0.98279375,,Left Foot,,,,"[53.0, 13.0]",,Ground Pass,,14.422205,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['defa59a8-a39a-4479-84d2-b52885ce64d3'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.846,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.1384,,,,,,,,,,,,37eaf205-afcd-41c4-b3b7-6c0bb08e03ff,98,,,"[49.0, 13.0]",16215,1,,,,0.5404195,,Left Foot,,,,"[54.0, 16.0]",,Ground Pass,,5.8309517,,,Incomplete,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['ca95047f-23cd-42be-9046-bbf09289d349'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.593,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.58233,,,,,,,,,,,,f084d559-5d69-4263-ab6c-cdc33311af8b,104,,,"[76.0, 74.0]",16215,1,,,,-1.849096,,Left Foot,,,,"[72.0, 60.0]",,Ground Pass,,14.56022,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Giovani Lo Celso,3313.0,Right Center Forward,6,Real Betis,218,['76093b00-5a6f-4959-99c3-3b913ac09188'],42,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:42.275,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.7484,,,,,,,,,,,,1ac49d24-8e2a-4a68-93cd-e28130789d33,108,,,"[73.0, 62.0]",16215,1,,,,1.9195673,,Left Foot,,,,"[69.0, 73.0]",,Ground Pass,,11.7046995,,,,,Giovani Lo Celso,3313.0,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Right Center Midfield,6,Real Betis,218,"['6d2ba419-5b5d-4e13-ac46-299d984589f2', 'e537e5ce-8fed-41cc-a725-294104c75ddc']",43,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:43.469,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.7615,,,,,,,,,,,,367886f9-0592-4fa8-a767-417686808d13,111,,,"[69.0, 72.0]",16215,1,,,,-2.330559,,Left Foot,,,,"[50.0, 52.0]",,Ground Pass,,27.58623,,,,,Marc Bartra Aregall,7068.0,,,,,,1,Regular Play,Giovani Lo Celso,3313.0,Right Center Forward,6,Real Betis,218,['d086d2fb-d4a3-4491-ac53-340163679a6e'],45,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:45.061,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.6701,,,,,,,,,,,,bf405bf4-b64a-4957-9615-5eb0f06bf5fb,115,,,"[47.0, 50.0]",16215,1,,,,0.1798535,,Right Foot,,,,"[58.0, 52.0]",,Ground Pass,,11.18034,,,,,William Silva de Carvalho,5214.0,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Center Back,6,Real Betis,218,"['0b7ce439-152d-4b04-877f-aacf1ffbf7ef', '10746eb8-6ec7-4260-8342-27d026ae6de9']",46,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.834,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,2.2724,,,,,,,,,,,,6ae2e7e5-7c1c-41a1-8564-082bf75c1487,118,,,"[56.0, 47.0]",16215,1,,,,-1.7942729,,Right Foot,,,,"[51.0, 25.0]",,Ground Pass,,22.561028,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,Regular Play,William Silva de Carvalho,5214.0,Center Defensive Midfield,6,Real Betis,218,['fd1a4973-4155-4766-8c95-5025b444207b'],48,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:48.367,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.8497,,,,,,,,,,,,32a783b2-905a-4497-b5ac-9e6dc0237553,121,,,"[51.0, 25.0]",16215,1,,,,-1.0516502,,Right Foot,,,,"[63.0, 4.0]",,Ground Pass,,24.186773,,,,,Cristian Tello Herrera,6658.0,,,,,,1,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,6,Real Betis,218,['cadfe24a-7df5-41b8-95e7-0c099ffd5810'],50,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:50.999,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.3867,,,,,,,,,,,,32f4e462-efdf-47bd-8ef2-9ef05315ca50,124,,,"[64.0, 4.0]",16215,1,,,,0.9272952,,Right Foot,,,,"[70.0, 12.0]",,Ground Pass,,10.0,,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,Left Wing Back,6,Real Betis,218,['39003de3-22a7-40be-8aa8-3e61bff6b253'],54,,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:54.022,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.512802,,,,,,,,,,,,c3912bdd-385d-4c14-ba41-84a849c582f8,128,,,"[98.0, 9.0]",16215,2,,,,-1.8925469,,Left Foot,,,,"[96.0, 3.0]",,Ground Pass,,6.3245554,,,,,Cristian Tello Herrera,6658.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Center Midfield,6,Real Betis,218,['9c394ee2-f147-40f4-b46c-6580ed2232fa'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:00.234,Pass,,2018/2019
