ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,0.6091,,,,,,,,,,,,9615f998-8d2b-4151-8098-e831bf3938dc,3049,,"[76.5, 76.0]",267039,74,,,,-2.8109138,,Right Foot,,,,"[69.8, 73.7]",,Ground Pass,,7.083784,,,,,Alen Halilović,6926.0,,,,,,2,From Free Kick,Míchel Macedo Rocha Machado,6922.0,Right Back,144,Las Palmas,208,['9c43dfa2-b575-4c75-bcde-9185e27d8818'],8,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:08.056,Pass,,2016/2017
,,,,,,,,,,,,1.5132,,,,,,,,,,,,48be4055-e950-47bd-b968-a795f6b8e0bd,3052,,"[69.8, 73.7]",267039,74,,,,-2.1421337,,Right Foot,,,,"[62.6, 62.5]",,Ground Pass,,13.314653,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,From Free Kick,Alen Halilović,6926.0,Right Midfield,144,Las Palmas,208,['265a8fe6-a528-4d2f-a0af-b75714e03ba0'],9,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:09.651,Pass,,2016/2017
,,,,,,,,,,,,2.1959,,,,,,,,,,,,fc4f1a86-bc1f-463c-8310-26ab58c9f560,3055,,"[63.7, 55.8]",267039,74,,,,-2.1681764,,Right Foot,,,,"[45.4, 28.9]",,Ground Pass,,32.534595,,,,,Pedro Bigas Rigo,7907.0,,,,,,2,From Free Kick,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,144,Las Palmas,208,['78f95992-c220-426f-b5b5-13a4ef782acb'],13,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:13.968,Pass,,2016/2017
,,,,,,,,,,,,1.5011,,,,,,,,,,,,9ce6a690-b183-4c3a-948a-84cf21ad5e80,3059,,"[43.5, 25.3]",267039,74,,,,-0.9895322,,Left Foot,,,,"[54.8, 8.1]",,Ground Pass,,20.579845,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,,2,From Free Kick,Pedro Bigas Rigo,7907.0,Left Center Back,144,Las Palmas,208,"['845bd885-c6db-41bd-99bf-a575edc0de7b', 'ed87b31e-f167-4c8a-9605-508bad61a168']",16,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:16.355,Pass,True,2016/2017
,,,,,,,,,,,,1.1972,,,,,,,,,,,,b3f28b56-7ba1-42b5-9d37-c08ba4f24d83,3062,,"[54.8, 17.5]",267039,74,,,,2.3165677,,Left Foot,,,,"[43.9, 29.3]",,Ground Pass,,16.063934,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,From Free Kick,Hélder Filipe Oliveira Lopes,27565.0,Left Back,144,Las Palmas,208,['9dcc17ac-5933-40b9-a789-c443cb018593'],20,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:20.697,Pass,,2016/2017
,,,,,,,,,,,,2.6757,,,,,,,,,,,,3c030de0-c4b6-4fb2-ae78-96569ce5c50a,3066,,"[44.5, 29.1]",267039,74,,,,2.1112158,,Right Foot,,,,"[28.6, 55.6]",,Ground Pass,,30.904045,,,,,Mauricio Lemos Merladet,7692.0,,,,,,2,From Free Kick,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,144,Las Palmas,208,"['beb58d0d-6f2a-41e1-9f9b-b6374f08f684', 'eaac0b63-acc0-49dd-98d8-f96dfdf51901']",22,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:22.757,Pass,True,2016/2017
,,,,,,,,,,,,2.5249,,,,,,,,,,,,6fa7f9f6-7664-495b-9d9a-346633b2a3a3,3069,,"[26.1, 56.2]",267039,74,,,,-2.6586754,,Right Foot,,,,"[7.6, 46.5]",,Ground Pass,,20.888754,,,,,Javier Varas Herrera,26753.0,,,,,,2,From Free Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,144,Las Palmas,208,['b4e6f521-3cb2-460f-a2c7-12175f357f26'],25,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:25.464,Pass,,2016/2017
,,,,,,,,,,,,1.3591,,,,,,,,,,,,b87e1412-0f35-4ec2-bae1-ba79c145c353,3071,,"[7.6, 46.5]",267039,74,,,,0.13901521,,Right Foot,,,,"[31.9, 49.9]",,Ground Pass,,24.536707,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,From Free Kick,Javier Varas Herrera,26753.0,Goalkeeper,144,Las Palmas,208,['ed36b748-8551-48e1-8836-05d7ffe93af9'],27,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:27.989,Pass,,2016/2017
,,,,,,,,,,,,4.750748,,,,,,,,,,,,dc458e98-d93d-42a4-8d8c-d393918ac8b1,3074,,"[46.7, 53.5]",267039,74,,,,-0.5182758,,Right Foot,,,,"[108.6, 18.2]",,High Pass,,71.25798,,,Incomplete,,Jesé Rodríguez Ruiz,3990.0,,,,,,2,From Free Kick,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,144,Las Palmas,208,"['03f4d070-1b7e-46e7-8808-878b9bafab34', '869bdebf-3c7a-44b2-817c-7284751db405']",33,,,,,,,,,,,,,,,,,Las Palmas,208,00:29:33.884,Pass,,2016/2017
,,,,,,,,,,,,1.473907,,,,,,,,,,,,2a75be18-3158-43dc-83f8-279a2f021461,3078,,"[7.7, 64.5]",267039,74,,,,-1.735945,,Left Foot,,,,"[4.3, 44.1]",,Ground Pass,,20.681393,,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Right Back,145,Barcelona,217,['627b2493-b034-4701-b2a7-ad5cc2991700'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.881,Pass,,2016/2017
,,,,,,,,,,,,2.037288,,,,,,,,,,,,c68db94e-434d-4702-a610-f029ca9c05fc,3081,,"[4.7, 42.4]",267039,74,,,,-1.2055949,,Right Foot,,,,"[13.8, 18.6]",,Ground Pass,,25.480385,,,,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,145,Barcelona,217,['88d044c0-2aaf-4c52-b28e-2abd4b871b03'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:29:42.238,Pass,,2016/2017
,,,,,,,,,,,,1.171311,,,,,,,,,,,,d3381925-6cbc-486e-897f-ac0bae374621,3084,,"[45.1, 9.6]",267039,74,,,,1.7947009,,Left Foot,,,,"[42.8, 19.7]",,Ground Pass,,10.358571,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,145,Barcelona,217,['338a0bc6-eb34-4dd0-9b98-287fa1cc682a'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.839,Pass,,2016/2017
,,,,,,,,,,,,1.029078,,,,,,,,,,,,5b207ffc-71a4-4e8a-a40b-60e77dc4db12,3087,,"[42.8, 19.7]",267039,74,,,,-0.6399361,,Right Foot,,,,"[51.8, 13.0]",,Ground Pass,,11.220071,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,145,Barcelona,217,['4d3b881f-c661-4bd3-8641-922a2fbb8d67'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:29:51.051,Pass,,2016/2017
,,,,,,,,,,,,1.64024,,,,,,,,,,,,aa2b2428-2535-43eb-8454-6d7026aaf59d,3091,,"[52.0, 14.0]",267039,74,,,,-2.375994,,Right Foot,,,,"[41.7, 4.1]",,Ground Pass,,14.286357,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,145,Barcelona,217,['f05aace7-0a80-48ab-aadf-0be10b4253b9'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:29:52.829,Pass,,2016/2017
,,,,,,,,,,,,1.777026,,,,,,,,,,,,5314b291-bcf1-4147-9003-47788433622c,3094,,"[42.1, 4.1]",267039,74,,,,1.2670618,,Left Foot,,,,"[54.7, 44.3]",,High Pass,,42.128376,,,,,Luis Alberto Suárez Díaz,5246.0,,True,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,145,Barcelona,217,['68c0d0ff-54ee-409c-b251-9f0e7f02253e'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:29:55.170,Pass,,2016/2017
,,,,,,,,,,,,1.25042,,,,,,,,,,,,234efa19-41e7-4307-864c-3b8804c4fa5e,3097,,"[54.7, 44.3]",267039,74,,,,-0.8385396,,Right Foot,,,,"[63.6, 34.4]",,Low Pass,,13.3124,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,145,Barcelona,217,['978a5a79-bf39-45f0-ade9-378dcf714f01'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:29:56.987,Pass,,2016/2017
,,,,,,,,,,,,1.094766,,,,,,,,,,,,188c10f6-1179-47d5-a669-b608ac5136c8,3101,,"[80.0, 49.7]",267039,75,,,,0.79615045,,Left Foot,,,,"[84.6, 54.4]",,Ground Pass,,6.576473,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['674426f8-96b0-490f-b978-2736d28e1648'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:30:03.729,Pass,,2016/2017
,,,,,,,,,,,,0.697367,,,,,,,,,,,,435e9ebb-e4c3-4045-893a-af4b655150ae,3104,,"[83.1, 57.3]",267039,75,,,,-0.82704073,,Right Foot,,,,"[85.4, 54.8]",,Ground Pass,,3.3970575,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,145,Barcelona,217,['699504fd-d2fe-4485-8932-4058a5db82ea'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:30:04.864,Pass,,2016/2017
,,,,,,,,,,,,0.8334,,,,,,,,,,,,2cf918c7-8f8c-4c5a-a6a0-edb9dd314448,3107,,"[87.1, 55.0]",267039,75,,,,-0.21159916,,Left Foot,,,,"[100.6, 52.1]",,Ground Pass,,13.807969,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,"['785de580-9524-45b2-b5aa-ce516cbc6553', 'c39fc656-dcd5-411f-b980-7a465ca4d472']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:30:06.941,Pass,,2016/2017
,,,,,,,,,,,,1.4943,,,,,,,,,,,,35302fef-ab6c-4fd4-ba2a-7ac72ee5b4a8,3117,,"[42.4, 26.4]",267039,75,,,,0.13835096,,Right Foot,,,,"[74.0, 30.8]",,Low Pass,,31.904858,,,Pass Offside,,Kevin-Prince Boateng,8668.0,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,145,Barcelona,217,['c6ba8dbf-08be-40b3-9ce7-555f2e798603'],12,,,,,,,,,,,,,,,,,Las Palmas,208,00:30:12.838,Pass,,2016/2017
,,,,,,,,,,,,2.510246,,,,,,,,,,,,604a1899-fd4d-4b7e-a49e-a5247a360300,3119,,"[40.7, 46.0]",267039,75,,,,-1.1469287,,Right Foot,,,,"[51.8, 21.4]",,Ground Pass,,26.98833,,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,146,Barcelona,217,['b3cc1e9e-79c8-45ba-96c7-eaa18fe69c97'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:30:38.782,Pass,,2016/2017
,,,,,,,,,,,,0.9892,,,,,,,,,,,,aa372e75-6d92-49f2-8379-1bfaf36c0858,3122,,"[64.2, 18.0]",267039,75,,,,0.12808284,,Right Foot,,,,"[77.4, 19.7]",,Ground Pass,,13.309019,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,146,Barcelona,217,['7fc2eda7-038b-44dd-9fd2-5662c069aea0'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:30:41.933,Pass,,2016/2017
,,,,,,,,,,,,0.9429,,,,,,,,,,,,20e23134-5e06-449f-b038-b0594018ce9f,3125,,"[77.4, 19.7]",267039,75,,,,-2.9588711,,Right Foot,,,,"[68.2, 18.0]",,Ground Pass,,9.355747,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,146,Barcelona,217,['ca677be9-4dfb-4fbc-ac8b-77ca6149c9d3'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:30:43.096,Pass,,2016/2017
,,,,,,,,,,,,1.291439,,,,,,,,,,,,72cf97e3-ca3e-4c7a-80a4-2d3a11e5510f,3128,,"[68.0, 17.6]",267039,75,,,,-0.7853982,,Right Foot,,,,"[82.7, 2.9]",,Ground Pass,,20.788939,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,146,Barcelona,217,['23d0b566-1e2e-48f8-8cba-9fe6182eed09'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:30:44.079,Pass,,2016/2017
,,,,,,,,,,,,1.399128,,,,,,,,,,,,89bfe27b-2304-4628-90d8-6d8333c3d72a,3131,,"[84.2, 5.0]",267039,75,,,,2.733282,,Left Foot,,,,"[70.1, 11.1]",,Ground Pass,,15.362943,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,146,Barcelona,217,['f4e4cb60-e8d6-4293-91fe-75483066bdeb'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:30:46.282,Pass,,2016/2017
,,,,,,,,,,,,0.8503,,,,,,,,,,,,410cf0b3-473f-4b6b-a6c2-00330c7e69eb,3134,,"[69.9, 11.1]",267039,75,,,,1.3932002,,Right Foot,,,,"[72.0, 22.8]",,Ground Pass,,11.886968,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,146,Barcelona,217,['e2bd50e3-601a-4133-a749-9d6686b650a2'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:30:48.982,Pass,,2016/2017
,,,,,,,,,,,,1.161338,,,,,,,,,,,,e22ecb15-e9b2-435b-915f-6b0f5ef12bfa,3137,,"[72.0, 22.8]",267039,75,,,,-2.0656838,,Right Foot,,,,"[68.6, 16.5]",,Ground Pass,,7.1589108,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,146,Barcelona,217,['1057fee7-7245-47e4-a66d-8eaab566b43d'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:30:49.872,Pass,,2016/2017
,,,,,,,,,,,,1.8615,,,,,,,,,,,,726efc69-dde3-4b00-8696-5689e9ca1e72,3140,,"[68.6, 16.5]",267039,75,,,,2.0062823,,Right Foot,,,,"[55.2, 45.3]",,Ground Pass,,31.764761,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,146,Barcelona,217,['44aec5d6-ea0b-4d9f-bbea-86ab617ee5d4'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:30:51.073,Pass,,2016/2017
,,,,,,,,,,,,1.87416,,,,,,,,,,,,ddcca4e4-c1bb-40d0-808e-3e3af46f06b8,3143,,"[66.9, 47.6]",267039,75,,,,1.2120256,,Right Foot,,,,"[77.7, 76.4]",,Ground Pass,,30.758413,,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Free Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,146,Barcelona,217,['7910d2d2-7778-4b97-a9a3-8ed0631d3e85'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:30:56.894,Pass,,2016/2017
,,,,,,,,,,,,1.926609,,,,,,,,,,,,8e18d52d-b89a-450f-9e1f-e94660f983e0,3146,,"[76.8, 75.6]",267039,75,,,,-2.6204545,,Right Foot,,,,"[60.6, 66.3]",,Ground Pass,,18.679668,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,2,From Free Kick,André Filipe Tavares Gomes,10802.0,Right Back,146,Barcelona,217,['9f064f4b-cc98-4dbb-904c-9fbeed417860'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:30:59.904,Pass,,2016/2017
,,,,,,,,,,,,1.094279,,,,,,,,,,,,9533cf35-4a13-45e7-beb5-55acaf47d4c2,3149,,"[61.9, 64.7]",267039,76,,,,-1.2092186,,Right Foot,,,,"[67.8, 49.1]",,Ground Pass,,16.678429,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,146,Barcelona,217,['a5738e07-6c48-4ac1-9566-9c89f520c0ba'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:31:02.523,Pass,,2016/2017
,,,,,,,,,,,,1.145564,,,,,,,,,,,,76fc5ea6-df98-44fd-8f69-c1827096bfac,3152,,"[68.2, 47.2]",267039,76,,,,-0.5905766,,Right Foot,,,,"[86.1, 35.2]",,Ground Pass,,21.550175,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,146,Barcelona,217,['97e9912f-ffd5-4494-a939-930b46f41b32'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:31:05.562,Pass,,2016/2017
,,,,,,,,,,,,1.136551,,,,,,,,,,,,cd6ee51b-cf2a-447e-9b6d-bbecdeab30d5,3156,,"[84.4, 34.8]",267039,76,,,,1.1361262,,Right Foot,,,,"[89.6, 46.0]",,Ground Pass,,12.348279,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,146,Barcelona,217,['c3a4edb7-47f0-4ce7-a397-3865707746fe'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:31:07.549,Pass,,2016/2017
,,,,,,,,,,,,0.872495,,,,,,,,,,,,5d72b178-1304-4f12-a4f2-aaa7d9eb6f3e,3160,,"[87.5, 39.9]",267039,76,,,,-1.9267541,,Left Foot,,,,"[84.6, 32.1]",,Ground Pass,,8.321658,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,146,Barcelona,217,['a56776d9-a649-4206-a139-f6fe88a54abc'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:31:09.833,Pass,,2016/2017
,,,,,,,,,,,,0.95027,,,,,,,,,,,,34ef57d7-3f41-410e-ad65-29907df19d86,3163,,"[84.6, 32.1]",267039,76,,,,-0.5464617,,Right Foot,,,,"[94.3, 26.2]",,Ground Pass,,11.353414,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,146,Barcelona,217,['a1526177-8bea-4bfe-836a-dea531dfc334'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:31:11.890,Pass,,2016/2017
,,,,,,,,,,,,1.375,,,,,,,,,,,,58dcb473-3ef6-42ce-a875-c758765cb824,3166,,"[94.5, 26.4]",267039,76,,,,0.3618981,ce78cc58-2431-43d4-86c1-d6826a4946f2,Left Foot,,,,"[108.5, 31.7]",,Ground Pass,,14.969636,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,Through Ball,True,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,146,Barcelona,217,['173c248c-cf0a-48c4-bc01-64552fbaf855'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:31:12.921,Pass,,2016/2017
,,,,,,,,,,,,2.562153,,,,,,,,,,,,aadbd75e-ee22-479f-898f-c9217f3e3f4c,3170,,"[7.0, 44.1]",267039,76,True,,,1.483301,,Right Foot,,,,"[9.0, 66.9]",,Ground Pass,,22.88755,,,,,Mauricio Lemos Merladet,7692.0,,,,,Goal Kick,2,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,147,Las Palmas,208,['54e25721-926c-4b83-99a8-9b93f67073bb'],30,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:30.550,Pass,,2016/2017
,,,,,,,,,,,,1.4494,,,,,,,,,,,,a31f27ce-3a77-4f3a-b2cf-557193cb232d,3172,,"[9.0, 66.7]",267039,76,,,,-0.68080884,,Right Foot,,,,"[29.0, 50.5]",,Ground Pass,,25.73791,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,From Goal Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,147,Las Palmas,208,['0e0fe3e8-6506-433e-8851-8ab10a4fd244'],34,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:34.593,Pass,,2016/2017
,,,,,,,,,,,,1.0428,,,,,,,,,,,,a39fda0d-2b51-4f8e-bbf2-207e079ee54e,3175,,"[29.0, 50.5]",267039,76,,,,-0.8936688,,Right Foot,,,,"[45.4, 30.1]",,Ground Pass,,26.174797,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,From Goal Kick,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,147,Las Palmas,208,['8952288d-9b6e-4b79-a1a4-8265b420594f'],37,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:37.485,Pass,,2016/2017
,,,,,,,,,,,,2.492,,,,,,,,,,,,014becd5-60c2-4193-9c4e-e155066bd2eb,3179,,"[64.9, 30.6]",267039,76,,,,-1.3118769,,Right Foot,,,,"[69.8, 12.1]",,Ground Pass,,19.13792,,,,,Kevin-Prince Boateng,8668.0,,,,,,2,From Goal Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,147,Las Palmas,208,['d1c2fa06-bc42-4144-8aea-03eaf2d8f7e9'],41,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:41.038,Pass,,2016/2017
,,,,,,,,,,,,2.3671,,,,,,,,,,,,52b1ee04-be13-433c-b308-ccd3a8b45795,3182,,"[77.5, 8.9]",267039,76,,,,2.481222,,Right Foot,,,,"[67.2, 16.9]",,Low Pass,,13.041856,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,From Goal Kick,Kevin-Prince Boateng,8668.0,Center Forward,147,Las Palmas,208,['a1aa252a-673c-4dce-921e-dc39f69f3df2'],45,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:45.851,Pass,,2016/2017
,,,,,,,,,,,,1.2255,,,,,,,,,,,,5d482bd2-128e-4545-a846-7753c92964b4,3185,,"[67.2, 16.7]",267039,76,,,,1.8070416,,Right Foot,,,,"[63.3, 32.9]",,Ground Pass,,16.662832,,,,,Roque Mesa Quevedo,3610.0,,,,,,2,From Goal Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,147,Las Palmas,208,['c39e1521-1901-4132-bfcd-8a444b8836e3'],50,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:50.602,Pass,,2016/2017
,,,,,,,,,,,,0.6462,,,,,,,,,,,,ba7095b9-5eee-4f04-8075-4b6156fb66ab,3189,,"[75.4, 25.1]",267039,76,,,,-0.1271302,,Right Foot,,,,"[88.7, 23.4]",,Ground Pass,,13.408206,,,,,Kevin-Prince Boateng,8668.0,,,,,,2,From Goal Kick,Roque Mesa Quevedo,3610.0,Right Center Midfield,147,Las Palmas,208,['4184a0b0-83b3-4977-85aa-5054db4ee78d'],55,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:55.434,Pass,,2016/2017
,,,,,,,,,,,,1.7204,,,,,,,,,,,,9941bb54-7297-412e-baab-b00ab3bc3d16,3192,,"[89.3, 22.8]",267039,76,,,,-0.41339982,,Right Foot,,,,"[110.5, 13.5]",,Ground Pass,,23.150162,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,,2,From Goal Kick,Kevin-Prince Boateng,8668.0,Center Forward,147,Las Palmas,208,['423491bd-e01d-4c10-8ec1-6624aecf5440'],56,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:56.811,Pass,,2016/2017
,,,,,,,,,,,,1.011,,,,,,,,,,,,5c2396c9-8af5-4b18-891b-a269472774f9,3195,,"[110.5, 13.5]",267039,76,,,,1.503027,,Left Foot,True,,,"[112.0, 35.6]",,Ground Pass,,22.150846,,,Incomplete,,Roque Mesa Quevedo,3610.0,,,,,,2,From Goal Kick,Hélder Filipe Oliveira Lopes,27565.0,Left Back,147,Las Palmas,208,"['0630e75b-8352-46c7-a257-2661fd8a7278', '73ffc745-e18e-4969-b3e1-2acc92036ffc']",58,,,,,,,,,,,,,,,,,Las Palmas,208,00:31:58.559,Pass,,2016/2017
,,,,,,,,,,,,2.517425,,,,,,,,,,,,98be84d3-387c-4ed7-b1df-b75b821cd41b,3199,,"[120.0, 0.1]",267039,77,,,,2.2520945,,Right Foot,,,,"[111.0, 11.2]",,Ground Pass,,14.290207,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,Corner,2,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,148,Las Palmas,208,['24cedcb7-50a1-4d21-8180-bbf55f4469f5'],33,,,,,,,,,,,,,,,,,Las Palmas,208,00:32:33.255,Pass,,2016/2017
,,,,,,,,,,,,1.830699,,,,,,,,,,,,359115c2-fba2-49d1-b36a-38d1e3a771ba,3202,,"[112.4, 10.0]",267039,77,,,,1.6054645,,Left Foot,True,,,"[111.2, 44.6]",,High Pass,,34.620804,,,Incomplete,,,,,,,,,2,From Corner,Hélder Filipe Oliveira Lopes,27565.0,Left Back,148,Las Palmas,208,['ea9ec400-65fb-4759-934b-0925ccff5837'],36,,,,,,,,,,,,,,,,,Las Palmas,208,00:32:36.667,Pass,,2016/2017
,,,,,,,,,,,,0.676855,,,,,,,,,,,,255f887a-380c-4822-9172-9ccad409643b,3206,,"[88.8, 30.0]",267039,77,,,,0.6825873,,Right Foot,,,,"[102.7, 41.3]",,Ground Pass,,17.913681,,,Incomplete,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,149,Barcelona,217,['2d0b1c9a-16f8-40f2-84e9-bd2cad843739'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:32:51.415,Pass,,2016/2017
