ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,0.7232,,,,,,,,,,,,3bf586d5-b83b-46f8-8056-8724b297b5d6,17,,"[41.6, 12.5]",267039,0,,,,-0.6472117,,Left Foot,,,,"[50.2, 6.0]",,Ground Pass,,10.780074,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['8d942b5c-06ff-4928-ae87-c4076b63e1db'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.944,Pass,,2016/2017
,,,,,,,,,,,,1.10564,,,,,,,,,,,,97c090cb-b527-4a03-9bbb-b5ff8a0e7d40,19,,"[50.2, 6.0]",267039,0,,,,2.6864917,,Right Foot,,,,"[40.8, 10.6]",,Ground Pass,,10.46518,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['575538b6-95a8-4cb7-82b9-3b905f402bd7'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.667,Pass,,2016/2017
,,,,,,,,,,,,1.362464,,,,,,,,,,,,c8f3e890-2801-4269-9560-32eafde47997,23,,"[41.6, 12.7]",267039,0,,,,2.4800851,,Left Foot,,,,"[26.7, 24.3]",,Ground Pass,,18.88306,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['f573d174-2169-4add-930a-34ba9f5a257e'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.184,Pass,,2016/2017
,,,,,,,,,,,,2.375303,,,,,,,,,,,,be3c199a-2657-4c1d-b3a8-9376513d3eea,26,,"[31.7, 25.1]",267039,0,,,,1.8545904,,Left Foot,,,,"[23.3, 53.9]",,Ground Pass,,30.0,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['2c7dbe28-8898-42f3-9c5d-d4bc1c05e25c'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.213,Pass,,2016/2017
,,,,,,,,,,,,1.8707,,,,,,,,,,,,a5729d7e-308b-4d90-9285-e8aa90d73108,30,,"[21.9, 59.8]",267039,0,,,,1.123496,,Right Foot,,,,"[29.0, 74.6]",,Ground Pass,,16.414932,,,,,Lucas Digne,6849.0,,,,,,1,From Kick Off,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,2,Barcelona,217,['9550d9bd-49c7-4110-a111-b723767ecb95'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.512,Pass,,2016/2017
,,,,,,,,,,,,1.643164,,,,,,,,,,,,70270458-e82a-48cd-b892-49ad896b3713,34,,"[23.4, 72.4]",267039,0,,,,-2.8286915,,Right Foot,,,,"[6.4, 66.9]",,Ground Pass,,17.867569,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Kick Off,Lucas Digne,6849.0,Right Back,2,Barcelona,217,['98753862-e0ca-4504-9bf1-9ecc51cb8c13'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.252,Pass,,2016/2017
,,,,,,,,,,,,0.9844,,,,,,,,,,,,3e762a15-77c8-4e25-ab16-a11590015011,37,,"[7.6, 67.2]",267039,0,,,,-0.70069563,,Right Foot,,,,"[19.1, 57.5]",,Ground Pass,,15.0446005,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,2,Barcelona,217,['6c2934b1-ceb5-4275-a578-48c9b6211b3e'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.945,Pass,,2016/2017
,,,,,,,,,,,,1.220758,,,,,,,,,,,,93856799-b384-4d7f-b2be-60d8e071fed9,39,,"[21.6, 56.6]",267039,0,,,,1.5941839,,Right Foot,,,,"[21.2, 73.7]",,Ground Pass,,17.104677,,,,,Lucas Digne,6849.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3c19ac0a-806c-41e0-9715-2c7a593b3b6d'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.930,Pass,,2016/2017
,,,,,,,,,,,,0.9139,,,,,,,,,,,,c3e995c6-2c14-44c4-bda4-a4cbfc8ead66,43,,"[21.9, 77.7]",267039,0,,,,0.021123618,,Left Foot,,,,"[36.1, 78.0]",,Ground Pass,,14.203169,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Lucas Digne,6849.0,Right Back,2,Barcelona,217,['57bf6aba-e3b0-416b-9da7-0920c0b0e710'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.770,Pass,,2016/2017
,,,,,,,,,,,,0.781113,,,,,,,,,,,,a60f926b-01d9-4237-bfff-46dbb7b18d6e,46,,"[36.1, 78.0]",267039,0,,,,-2.0422564,,Left Foot,,,,"[30.9, 67.8]",,Ground Pass,,11.449018,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['1523291d-bfef-4078-87d4-00e6ed211af8'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.968,Pass,,2016/2017
,,,,,,,,,,,,1.540116,,,,,,,,,,,,afedb71e-349f-4195-9261-4f382a0def76,49,,"[31.0, 68.2]",267039,0,,,,0.18845835,,Right Foot,,,,"[50.4, 71.9]",,Ground Pass,,19.749683,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['2710c702-51b1-44a8-ac6d-ee8bf871a265', 'deb40844-573d-42e0-a2fb-d66051853d6e']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.749,Pass,,2016/2017
,,,,,,,,,,,,1.650583,,,,,,,,,,,,39c08f6f-c2bb-4f34-8bbb-bd7c189b0c83,55,,"[78.5, 11.9]",267039,0,,,,-0.8948491,,Right Foot,,,,"[86.6, 1.8]",,Ground Pass,,12.946815,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,Free Kick,1,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,4,Las Palmas,208,['1b07851d-01f8-4d62-8b30-299d53f536f8'],49,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:49.947,Pass,,2016/2017
,,,,,,,,,,,,0.75411,,,,,,,,,,,,a8925ae1-9b8c-4cb0-851a-088f4be518fb,58,,"[91.1, 3.0]",267039,0,,,,1.3086765,,Left Foot,,,,"[93.3, 11.2]",,Ground Pass,,8.489994,,,,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,From Free Kick,Hélder Filipe Oliveira Lopes,27565.0,Left Back,4,Las Palmas,208,['7e4ac1fe-2aad-4c0d-b1de-7dc2c5cbdaf3'],52,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:52.700,Pass,,2016/2017
,,,,,,,,,,,,2.19258,,,,,,,,,,,,3fdb999f-8eb7-440f-8744-37e480b56891,61,,"[97.5, 12.0]",267039,0,,,,-0.48047295,,Right Foot,,,,"[114.0, 3.4]",,Ground Pass,,18.60672,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,,1,From Free Kick,Jesé Rodríguez Ruiz,3990.0,Left Midfield,4,Las Palmas,208,['0384edc9-81bb-4b16-a4cc-b99c56945cd5'],54,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:54.089,Pass,,2016/2017
,,,,,,,,,,,,0.103633,,,,,,,,,,,,9e53e72b-cf53-4df4-8431-c954aa8cdc73,65,,"[115.5, 6.2]",267039,0,,,,1.3521274,,Left Foot,,,,"[116.3, 9.8]",,Low Pass,,3.6878178,,,Incomplete,,,,,,,,,1,From Free Kick,Hélder Filipe Oliveira Lopes,27565.0,Left Back,4,Las Palmas,208,['04365617-1662-4966-9ab0-ba54256bfa09'],57,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:57.940,Pass,,2016/2017
,,,,,,,,,,,,1.707202,,,,,,,,,,,,3a8a9998-dd8f-4543-83ce-340d3c36824e,67,,"[120.0, 0.1]",267039,1,,,,2.3326695,,Right Foot,,,,"[111.7, 8.8]",,Ground Pass,,12.024142,,,,,Hélder Filipe Oliveira Lopes,27565.0,,,,,Corner,1,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,5,Las Palmas,208,['accb7cd6-734e-4d38-83ef-899ab6068d90'],18,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:18.094,Pass,,2016/2017
,,,,,,,,,,,,1.596258,,,,,,,,,,,,55e0bc76-c8dc-4774-ac8c-a6e76e0c7de7,70,,"[111.7, 8.8]",267039,1,,,,3.1267788,,Left Foot,,,,"[98.2, 9.0]",,Ground Pass,,13.501481,,,,,Jonathan Viera Ramos,10755.0,,,,,,1,From Corner,Hélder Filipe Oliveira Lopes,27565.0,Left Back,5,Las Palmas,208,['ec38406b-c8a4-48c0-95e1-11e219c0c532'],20,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:20.663,Pass,,2016/2017
,,,,,,,,,,,,0.983937,,,,,,,,,,,,6746a8f7-e9d1-4157-9f9b-17d5f7e482a2,73,,"[98.2, 9.0]",267039,1,,,,2.2215307,,Right Foot,,,,"[91.5, 17.8]",,Ground Pass,,11.060289,,,,,Roque Mesa Quevedo,3610.0,,,,,,1,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,5,Las Palmas,208,['29342686-65d4-4935-99e1-c8964c466335'],22,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:22.639,Pass,,2016/2017
,,,,,,,,,,,,1.134012,,,,,,,,,,,,df7d188a-9924-4c4f-8935-cd51dd3b5632,77,,"[90.8, 14.4]",267039,1,,,,-0.9652517,,Right Foot,,,,"[98.0, 4.0]",,Ground Pass,,12.649111,,,,,Jonathan Viera Ramos,10755.0,,,,,,1,From Corner,Roque Mesa Quevedo,3610.0,Right Center Midfield,5,Las Palmas,208,"['94142d3c-8f3e-41a7-9e48-3cefe37a2ac2', 'aba15dab-806d-4884-be2a-10962b113a62']",24,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:24.520,Pass,True,2016/2017
,,,,,,,,,,,,1.769807,,,,,,,,,,,,00979221-6309-45dc-8c23-b1dc4a3ddfcf,80,,"[97.8, 3.1]",267039,1,,,,1.0881711,,Right Foot,True,,,"[115.3, 36.5]",,High Pass,,37.706898,,,Incomplete,,,,,,,,,1,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,5,Las Palmas,208,['d1ce9195-1aa3-4b01-8a69-17074681731a'],27,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:27.066,Pass,,2016/2017
,,,,,,,,,,,,2.56353,,,,,,,,,,,,70659f9d-ce5a-4fe7-94c1-ee7035fae9be,82,,"[6.9, 43.6]",267039,1,True,,,1.1799564,,Keeper Arm,,,,"[15.8, 65.2]",,Ground Pass,,23.361721,,,,,Marlon Santos da Silva Barbosa,3362.0,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,6,Barcelona,217,['9c14635b-6c06-4755-a089-e7617895e679'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.402,Pass,,2016/2017
,,,,,,,,,,,,2.3615,,,,,,,,,,,,d078b58e-50e0-450d-8fb2-9b173320858d,84,,"[34.6, 63.2]",267039,1,,,,-1.5378741,,Right Foot,,,,"[35.7, 29.8]",,Ground Pass,,33.41811,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Keeper,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,6,Barcelona,217,['16ee5410-955a-4e50-ba78-c62a3bec29f9'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.956,Pass,,2016/2017
,,,,,,,,,,,,1.4883,,,,,,,,,,,,3ebd59ca-31cb-4784-8f8d-2c16aab3ac55,87,,"[41.4, 22.2]",267039,1,,,,-0.5130112,,Left Foot,,,,"[64.3, 9.3]",,Ground Pass,,26.283455,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Keeper,Samuel Yves Umtiti,5492.0,Left Center Back,6,Barcelona,217,['9a4fec37-dffc-49f2-9895-c756295832ed'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.082,Pass,,2016/2017
,,,,,,,,,,,,1.49958,,,,,,,,,,,,f3187a1e-2c5b-409e-b49a-94be1c2de739,90,,"[66.2, 9.3]",267039,1,,,,0.5659676,,Left Foot,,,,"[83.2, 20.1]",,Low Pass,,20.140507,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,Through Ball,True,,1,From Keeper,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['5bc5248e-6e42-4620-b393-282aa60b0760', '61825009-284e-4407-a963-7ee900966e9e']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.232,Pass,,2016/2017
,,,,,,,,,,,,1.313488,,,,,,,,,,,,262ed431-fddf-4417-b7a9-87f235c63d19,96,,"[26.1, 75.0]",267039,1,,,,-1.7702368,,Right Foot,,,,"[24.2, 65.6]",,Ground Pass,,9.590099,,,,,Mauricio Lemos Merladet,7692.0,,,,,,1,Regular Play,Míchel Macedo Rocha Machado,6922.0,Right Back,7,Las Palmas,208,"['07a9dba4-41b0-4911-af8f-759046b60650', '80c441f4-4d0e-4392-9cb3-1a54d2231803']",52,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:52.188,Pass,True,2016/2017
,,,,,,,,,,,,1.70995,,,,,,,,,,,,ef4bc420-a5ec-471a-a5a7-2791ec06e422,99,,"[26.2, 58.6]",267039,1,,,,-2.4351,,Right Foot,,,,"[14.6, 48.7]",,Ground Pass,,15.250246,,,,,Pedro Bigas Rigo,7907.0,,,,,,1,Regular Play,Mauricio Lemos Merladet,7692.0,Right Center Back,7,Las Palmas,208,"['55e9bbc8-df2a-4b34-ae99-7d13a34bd684', 'f0c56469-b182-479e-b723-3a8069b12039']",53,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:53.502,Pass,True,2016/2017
,,,,,,,,,,,,1.05423,,,,,,,,,,,,1568d2a3-a04c-4d02-ab83-1e5b550330d6,103,,"[21.0, 24.7]",267039,2,,,,0.8256989,,Right Foot,,,,"[32.9, 37.6]",,Ground Pass,,17.550499,,,,,Roque Mesa Quevedo,3610.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,7,Las Palmas,208,"['11b091d1-aacb-4972-85ce-146cf2939692', '3adae602-dfd9-4981-8e60-fd6c672a2b18']",2,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:02.412,Pass,True,2016/2017
,,,,,,,,,,,,1.392162,,,,,,,,,,,,43d6039f-a644-4f95-9605-5d28de3e8c65,107,,"[27.8, 34.6]",267039,2,,,,-2.2159448,,Left Foot,,,,"[20.5, 24.9]",,Ground Pass,,12.140017,,,,,Pedro Bigas Rigo,7907.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Right Center Midfield,7,Las Palmas,208,['861e6f9e-a913-4131-9430-5703f6c2a263'],5,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:05.676,Pass,,2016/2017
,,,,,,,,,,,,1.519186,,,,,,,,,,,,5863c248-415b-4713-8d3f-418099c6e1ab,110,,"[24.2, 24.1]",267039,2,,,,-0.109153464,,Left Foot,,,,"[53.4, 20.9]",,Ground Pass,,29.374819,,,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,7,Las Palmas,208,['b02b957f-e1ea-4f0d-b47e-5ef194826366'],9,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:09.290,Pass,,2016/2017
,,,,,,,,,,,,1.66204,,,,,,,,,,,,eaddaa33-b44b-4306-95ca-528fedc0f8b9,114,,"[56.0, 23.5]",267039,2,,,,-1.080839,,Right Foot,,,,"[65.6, 5.5]",,Ground Pass,,20.4,,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,7,Las Palmas,208,"['587a19ea-a5a5-4402-a4c9-21d3063621ca', 'ee93b836-2298-4ed1-a851-eb7bab691690']",11,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:11.466,Pass,True,2016/2017
,,,,,,,,,,,,1.0352,,,,,,,,,,,,cb5165a0-0c77-43af-a6fe-156cb1d8d6e9,117,,"[62.8, 5.5]",267039,2,,,,0.9392528,,Left Foot,,,,"[70.7, 16.3]",,Low Pass,,13.380957,,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Right Midfield,7,Las Palmas,208,"['4e56764e-f6c3-496d-adfa-b4dd2c4d6ee4', 'a7428bcb-2fdb-4121-8850-e58cc1ced29b']",13,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:13.208,Pass,,2016/2017
,,,,,,,,,,,,1.4595,,,,,,,,,,,,4e56764e-f6c3-496d-adfa-b4dd2c4d6ee4,119,,"[49.4, 63.8]",267039,2,,,,1.5114601,,Right Foot,,,,"[50.0, 73.9]",,Low Pass,,10.117806,,,,,Lucas Digne,6849.0,,,,,Recovery,1,Regular Play,Marlon Santos da Silva Barbosa,3362.0,Right Center Back,8,Barcelona,217,"['ab2f15bb-2a91-4055-abd2-3cf60f6814eb', 'cb5165a0-0c77-43af-a6fe-156cb1d8d6e9']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.243,Pass,,2016/2017
