50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.2547,,,,,,,,,,,,87812306-9007-4968-9a0c-4daf50beafee,825,,"[55.0, 76.0]",16086,17,,,,-2.1692152,,Right Foot,,,,"[40.0, 54.0]",,Ground Pass,,26.627054,,,David López Silva,6754.0,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Right Back,30,Espanyol,214,['45344d73-cb28-4b48-aab7-01a51fa4dc6f'],49,,,,,,,,,,,,,,,,,Espanyol,214,00:17:49.159,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.879462,,,,,,,,,,,,49ec825a-2800-41cb-8fac-6892423981f3,828,,"[40.0, 54.0]",16086,17,,,,-0.6435011,,Right Foot,,,,"[48.0, 48.0]",,Ground Pass,,10.0,,,Marc Roca Junqué,6866.0,,,,,,1,From Kick Off,David López Silva,6754.0,Right Center Back,30,Espanyol,214,['f1a7d588-63fd-4f97-9e2a-0684e1ecafb7'],51,,,,,,,,,,,,,,,,,Espanyol,214,00:17:51.454,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.9241,,,,,,,,,,,,4513c51e-9ea7-4332-848b-7e146405be4e,831,,"[50.0, 43.0]",16086,17,,,,-0.5070985,,Left Foot,,,,"[68.0, 33.0]",,Low Pass,,20.59126,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Kick Off,Marc Roca Junqué,6866.0,Left Center Midfield,30,Espanyol,214,['e23c60bf-2d4a-45eb-b130-de0796d2b7c2'],53,,,,,,,,,,,,,,,,,Espanyol,214,00:17:53.234,Pass,,2018/2019
,,,,,,,,,,,,,,,,,2.178405,,,,,,,,,,,,719a3c79-f429-4f66-a85c-9fe0b039b14f,834,,"[68.0, 33.0]",16086,17,,,,0.61072594,,Right Foot,,,,"[88.0, 47.0]",,High Pass,,24.41311,Pass Offside,,Borja Iglesias Quintas,11391.0,,,,,,1,From Kick Off,Víctor Sánchez Mata,6758.0,Left Wing,30,Espanyol,214,['5e7366dc-fc01-40fc-bc8a-56e975d867db'],54,,,,,,,,,,,,,,,,,Espanyol,214,00:17:54.176,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.4655,,,,,,,,,,,,60c580fc-aecd-4717-91f9-29b2ec38129b,836,,"[43.0, 37.0]",16086,18,,,,2.6011732,,Right Foot,,,,"[38.0, 40.0]",,Ground Pass,,5.8309517,,,Clément Lenglet,6826.0,,,,,Free Kick,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,31,Barcelona,217,['38b85123-75c4-4773-b395-2bcb3fe18a4a'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:18:12.463,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.88208,,,,,,,,,,,,62e09cc5-5266-41a6-bad2-33f4653cfd75,838,,"[38.0, 40.0]",16086,18,,,,-0.6435011,,Left Foot,,,,"[42.0, 37.0]",,Ground Pass,,5.0,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,31,Barcelona,217,['0c8d3508-784e-4564-94e2-aedcd44c9ddc'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.929,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.484233,,,,,,,,,,,,085ae120-7b58-4723-b18f-982398cd3ae0,841,,"[49.0, 27.0]",16086,18,,,,-1.2490457,,Right Foot,,,,"[54.0, 12.0]",,Ground Pass,,15.811388,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,31,Barcelona,217,['eff2f4a1-46fa-4291-8e3b-84b2886a4a12'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:18:16.899,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.099473,,,,,,,,,,,,4502726a-2ec0-46d1-8c96-405788e6fea4,844,,"[56.0, 12.0]",16086,18,,,,2.1910458,,Left Foot,,,,"[51.0, 19.0]",,Ground Pass,,8.602325,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,31,Barcelona,217,['a8d22ba5-0ba5-4bc3-95e9-1cd8abc33475'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:18:19.754,Pass,,2018/2019
,,,,,,,,,,,,,,,,,2.222936,,,,,,,,,,,,1e28949c-1230-48cf-b739-79735f7d9c09,847,,"[54.0, 24.0]",16086,18,,,,1.6672701,,Right Foot,,,,"[51.0, 55.0]",,Ground Pass,,31.144823,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,31,Barcelona,217,['f05db325-22c0-42a8-82f6-89bd28dac47d'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:18:23.054,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.315509,,,,,,,,,,,,9cbc3950-ed62-4eb0-8cf7-1c770cc165fe,850,,"[56.0, 59.0]",16086,18,,,,-1.315614,,Right Foot,,,,"[62.0, 36.0]",,Ground Pass,,23.769728,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,31,Barcelona,217,['a79052f5-8050-4286-9e4f-30468089de62'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:18:28.986,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.5755,,,,,,,,,,,,61140465-3827-4a98-b8bc-4d9728712fd1,854,,"[82.0, 41.0]",16086,18,,,,0.23554498,,Right Foot,,,,"[107.0, 47.0]",,High Pass,,25.70992,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,Through Ball,True,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,31,Barcelona,217,"['09cf0d02-6c61-48d7-a15d-184c56416e86', '0ae734b3-fbb4-4618-bf6f-29a1f0e81244']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:18:35.682,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,2.6496,,,,,,,,,,,,bd01c643-02db-4f19-99f2-ce31d24f3109,856,,"[14.0, 48.0]",16086,18,True,,,0.2758059,,Right Foot,,,,"[67.0, 63.0]",,High Pass,,55.081757,,,Javier López Rodríguez,6791.0,,,,,Free Kick,1,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,32,Espanyol,214,['7e22873c-281c-4b16-b8a1-97b7f84116da'],54,,,,,,,,,,,,,,,,,Espanyol,214,00:18:54.363,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.32782,,,,,,,,,,,,aa3f7270-9c84-42f1-bec1-d3490016e479,859,,"[35.0, 1.0]",16086,19,,,,2.6476512,,,,,,"[22.0, 8.0]",,Low Pass,,14.764823,,,Clément Lenglet,6826.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,33,Barcelona,217,['1ef1fe6f-f525-4a90-a036-8dd87044c39e'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:19:03.503,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.8897,,,,,,,,,,,,c8a72c26-4319-40cf-b052-0a8cc6210525,862,,"[22.0, 7.0]",16086,19,,,,-0.14189705,,Right Foot,,,,"[29.0, 6.0]",,Ground Pass,,7.071068,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,33,Barcelona,217,['b968654a-54d5-4c26-8038-96a1f4363f9b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.720,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.880153,,,,,,,,,,,,8e0dca6e-6428-4e1d-8ff2-e80b6443ad39,866,,"[29.0, 8.0]",16086,19,,,,2.2455373,,Left Foot,,,,"[9.0, 33.0]",,Ground Pass,,32.01562,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,33,Barcelona,217,"['86714c71-5a7b-4588-9e17-f949457545e3', 'b2221f5e-d43f-4785-9d25-a42f38b2c778']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.345,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,2.850617,,,,,,,,,,,,6245bf56-c13b-4dc0-a3e7-b185c601f786,869,,"[10.0, 35.0]",16086,19,,,,0.83939964,,Right Foot,,,,"[45.0, 74.0]",,Ground Pass,,52.40229,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,33,Barcelona,217,['be636874-ea7b-492d-9517-2e5bbc77e3f9'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:19:10.619,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.0783,,,,,,,,,,,,76c3a028-4f8c-44be-9a39-aa3362585d64,872,,"[52.0, 71.0]",16086,19,,,,-0.34302393,,Right Foot,,,,"[66.0, 66.0]",,Ground Pass,,14.866069,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,33,Barcelona,217,['0d253a14-b39b-44ec-920a-2bb4b0c6b471'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:19:15.510,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.072701,,,,,,,,,,,,d964bf1b-c73c-49fc-9bd3-79c025af90ac,875,,"[64.0, 69.0]",16086,19,,,,2.3561945,,Left Foot,,,,"[59.0, 74.0]",,Ground Pass,,7.071068,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,"['20a6bdf5-1e0c-472d-a561-49270e586ace', '5317bc5a-f565-4528-a71e-4bdb70a257b7']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:19:16.589,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,0.771935,,,,,,,,,,,,51bd52bd-68aa-4aa4-8d07-32aceaaab0a5,878,,"[59.0, 74.0]",16086,19,,,,-1.929567,,Right Foot,,,,"[56.0, 66.0]",,Ground Pass,,8.5440035,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,33,Barcelona,217,['06a780f7-fd81-4bf1-8de7-e9f8424b663c'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:19:17.701,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.753866,,,,,,,,,,,,477771e8-aa89-4088-8772-04a33e95fb33,881,,"[55.0, 65.0]",16086,19,,,,0.8379812,,Right Foot,,,,"[64.0, 75.0]",,Ground Pass,,13.453624,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,33,Barcelona,217,['647846fd-2700-4adc-94ba-9316034f78d8'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:19:19.369,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.883675,,,,,,,,,,,,006671f4-214c-4a04-9a47-b8d90a003fbc,887,,"[56.0, 77.0]",16086,19,True,,,-1.815775,,Right Foot,,,,"[53.0, 65.0]",,Ground Pass,,12.369317,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,34,Barcelona,217,['93b8b0c2-39bc-4268-97f7-80e8bc7d65c8'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:19:36.646,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.467024,,,,,,,,,,,,9e0bac00-c882-44ec-ba37-c74ec88d74cd,889,,"[52.0, 65.0]",16086,19,,,,-1.9379702,,Right Foot,,,,"[42.0, 39.0]",,Ground Pass,,27.856777,,,Clément Lenglet,6826.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,34,Barcelona,217,['e1d64367-d6b5-4b67-b8cd-be0a9454ab59'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:19:42.864,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.57691,,,,,,,,,,,,9929eac3-16da-4460-b564-5582507a8b3e,892,,"[44.0, 29.0]",16086,19,,,,-1.1263771,,Left Foot,,,,"[54.0, 8.0]",,Ground Pass,,23.259407,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,34,Barcelona,217,['e4c744d1-3e1e-4cd4-af20-5668133a2c83'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:19:45.506,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.867385,,,,,,,,,,,,0eea922a-1080-4596-a391-2d7188ae4a5f,895,,"[56.0, 9.0]",16086,19,,,,1.6614562,,Left Foot,,,,"[55.0, 20.0]",,Ground Pass,,11.045361,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,34,Barcelona,217,['4265403e-8ef6-4e31-8bd1-e733d7751ac7'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:19:48.682,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.865268,,,,,,,,,,,,4ac9f56c-fb36-4e28-91a6-fb31a5df9f26,898,,"[56.0, 29.0]",16086,19,,,,1.8662372,,Left Foot,,,,"[49.0, 52.0]",,Ground Pass,,24.04163,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,34,Barcelona,217,['2bcc7d53-e8b1-48de-8400-1f177c25eb16'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:19:52.225,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.470871,,,,,,,,,,,,2a2096bc-c9f4-4096-9728-36a8ab2c633b,902,,"[49.0, 57.0]",16086,19,,,,-1.9974238,,Right Foot,,,,"[39.0, 35.0]",,Low Pass,,24.166092,,,Clément Lenglet,6826.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,34,Barcelona,217,"['28242ffb-f509-4383-95b6-9018ac9e101f', '3b5c95a0-2b33-4fe4-a73c-7b63e0679465']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:19:54.291,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,1.546009,,,,,,,,,,,,9f8ff789-3039-43a6-9591-3a6087ecfa21,906,,"[36.0, 27.0]",16086,19,,,,-0.70449406,,Left Foot,,,,"[56.0, 10.0]",,Ground Pass,,26.24881,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,34,Barcelona,217,"['478ffbbd-b838-41f7-bdbc-ace1711f0f56', '9abefc06-a83e-4b8d-83bc-6140609d247a']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:19:57.250,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,0.813786,,,,,,,,,,,,c8e69cae-fce4-4270-ac30-c2abc3f3b652,909,,"[63.0, 9.0]",16086,20,,,,0.5404195,,Left Foot,,,,"[73.0, 15.0]",,Ground Pass,,11.661903,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,34,Barcelona,217,['44dbc815-3b19-4f6a-9c53-e21b1f4c4b00'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:20:00.155,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.796088,,,,,,,,,,,,b4bf8f67-7235-49ab-9a1a-b75c34cdaaa5,913,,"[74.0, 16.0]",16086,20,,,,-0.98279375,,Right Foot,,,,"[80.0, 7.0]",,Ground Pass,,10.816654,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,34,Barcelona,217,"['1fcf8d11-45bf-403f-a5a9-c8ebe8d0e616', '49b3777a-175c-4345-bc53-4f976ec98f1d']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:20:01.834,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,1.7746,,,,,,,,,,,,0914a411-15f7-4d96-b6e5-f310c39aa2e1,920,,"[82.0, 28.0]",16086,20,,,,1.4056476,,Left Foot,,,,"[88.0, 64.0]",,High Pass,,36.496574,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,34,Barcelona,217,"['3e75258d-8a6d-495c-a7d7-32b6de60a97e', '42b867b3-36df-462d-a6ab-98f8c63787a7', '6d66c92f-9ddc-4306-8a55-64a0a187984b']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:20:08.166,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,0.877181,,,,,,,,,,,,56f32cae-9b65-4474-8a57-6611e7d66cad,926,,"[69.0, 69.0]",16086,20,,,,0.7266424,,Right Foot,,,,"[78.0, 77.0]",,Ground Pass,,12.0415945,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,34,Barcelona,217,"['51e5a86c-244e-42ea-84b6-4f3b7a5e9724', 'e289a866-25b1-460c-98ac-8b8521664745']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:20:12.658,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,1.075536,,,,,,,,,,,,877e9b0b-2725-4598-9e83-6dc0fa0a99dc,929,,"[77.0, 62.0]",16086,20,,,,-1.5042281,,Left Foot,,,,"[78.0, 47.0]",,Ground Pass,,15.033297,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,34,Barcelona,217,['c531d46c-9beb-4951-ba7d-67145d7b82c7'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:20:16.986,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.0576,,,,,,,,,,,,a40b64ed-50b9-4152-a1b7-ac71564121ef,936,,"[88.0, 59.0]",16086,20,,,,-0.16514868,,Left Foot,,,,"[106.0, 56.0]",,Ground Pass,,18.248287,Incomplete,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,34,Barcelona,217,"['163a9d45-d646-439e-ac97-f88866d01f4c', '69ae3afa-181d-4e68-b193-da5dd8d26157', '6d9dc5cc-9779-4072-aba0-adfea1da9456']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:20:21.728,Pass,True,2018/2019
,,,,,,,,,,,True,,,,,,0.9914,,,,,,,,,,,,69ae3afa-181d-4e68-b193-da5dd8d26157,938,,"[15.0, 25.0]",16086,20,,,,-1.012197,,Right Foot,,,,"[20.0, 17.0]",,Ground Pass,,9.433981,,,Óscar Melendo Jiménez,6902.0,,,,,Interception,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Back,35,Espanyol,214,"['9466584e-abf8-4dc4-a5fd-d24f02ba26e5', 'a40b64ed-50b9-4152-a1b7-ac71564121ef']",22,,,,,,,,,,,,,,,,,Espanyol,214,00:20:22.786,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.8781,,,,,,,,,,,,88a6e542-3874-426a-ae28-6dfc67ab9429,942,,"[35.0, 8.0]",16086,20,,,,1.359703,,Right Foot,,,,"[38.0, 22.0]",,Low Pass,,14.3178215,,,Borja Iglesias Quintas,11391.0,,,,,,1,Regular Play,Óscar Melendo Jiménez,6902.0,Center Attacking Midfield,35,Espanyol,214,['bb653867-b813-4de0-94bf-8410fbd9ff88'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:20:26.793,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.4516,,,,,,,,,,,,d7673dba-267b-46a3-a14d-a85d13a2708d,945,,"[38.0, 21.0]",16086,20,,,,-2.863293,,Right Foot,,,,"[31.0, 19.0]",,Low Pass,,7.28011,,,Marc Roca Junqué,6866.0,,,,,,1,Regular Play,Borja Iglesias Quintas,11391.0,Center Forward,35,Espanyol,214,['170e0ce8-cd9d-460d-897f-a172e5dcce83'],27,,,,,,,,,,,,,,,,,Espanyol,214,00:20:27.751,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.601172,,,,,,,,,,,,a5564554-16f4-40e5-98c0-713ee6d52db0,952,,"[97.0, 56.0]",16086,20,,,,-1.19029,,Left Foot,,,,"[99.0, 51.0]",,Ground Pass,,5.3851647,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,36,Barcelona,217,['94fcc012-403f-4ef3-b2df-829db8ca9f29'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:20:31.873,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.206,,,,,,,,,,,,49837753-5c38-4880-b719-0012b6e95f47,955,,"[101.0, 50.0]",16086,20,,,,-1.1071488,dc341845-a139-4f2e-a360-502aadf0a32e,Left Foot,,,,"[110.0, 32.0]",,Ground Pass,,20.12461,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,36,Barcelona,217,['de3c2c26-badd-4804-a55e-27549ca5fde1'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:20:33.774,Pass,,2018/2019
,,,,,,,,,,,,,,,,,2.381337,,,,,,,,,,,,8985bf5d-5dbc-41b4-91e9-5415ceb5cf4b,959,,"[1.0, 58.0]",16086,20,,,,0.8519663,,Right Foot,,,,"[15.0, 74.0]",,Ground Pass,,21.260292,,,Javier López Rodríguez,6791.0,,,,,Recovery,1,Regular Play,David López Silva,6754.0,Right Center Back,36,Barcelona,217,['38bb9dda-a038-4e8a-aafd-ae70dfde6eef'],37,,,,,,,,,,,,,,,,,Espanyol,214,00:20:37.488,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.2127,,,,,,,,,,,,32c4368b-067a-4778-a618-24298951c5cb,963,,"[18.0, 73.0]",16086,20,,,,-0.18311082,,Right Foot,,,,"[45.0, 68.0]",,Low Pass,,27.45906,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,36,Barcelona,217,"['0e1dbc92-824f-4b72-b348-5ca946380332', '14fda4d5-6b99-4afa-96e0-6d058b608071', 'bc155ede-a3c5-4d58-8b6e-3b8dd1cd4487']",41,,,,,,,,,,,,,,,,,Espanyol,214,00:20:41.032,Pass,True,2018/2019
,,,,,,,,,,,True,,,,,,0.704292,,,,,,,,,,,,bc155ede-a3c5-4d58-8b6e-3b8dd1cd4487,965,,"[76.0, 13.0]",16086,20,,,,0.09065989,,Left Foot,,,,"[87.0, 14.0]",,Ground Pass,,11.045361,,,Ivan Rakitić,5470.0,,,,,Interception,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,36,Barcelona,217,"['11cfbd25-880d-4f26-b32e-423ac101c4b3', '32c4368b-067a-4778-a618-24298951c5cb']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:20:42.245,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.0833,,,,,,,,,,,,cea4e15b-156a-4c17-b2e1-086567e81469,974,,"[39.0, 74.0]",16086,20,,,,-2.6779451,,Right Foot,,,,"[27.0, 68.0]",,Ground Pass,,13.416408,,,David López Silva,6754.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Right Center Midfield,36,Barcelona,217,"['43afa19e-0f88-458c-ba35-9b309df655d3', '5894ad4d-5673-434c-8896-8763e4308982']",49,,,,,,,,,,,,,,,,,Espanyol,214,00:20:49.174,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,1.9551,,,,,,,,,,,,c9c01804-59ed-480e-bb7b-fece8062e535,977,,"[27.0, 68.0]",16086,20,,,,-0.22923194,,Right Foot,,,,"[57.0, 61.0]",,High Pass,,30.805843,Incomplete,,Óscar Melendo Jiménez,6902.0,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Back,36,Barcelona,217,"['53cbc909-be80-4aaa-89da-0dd0b351d9a3', '9f21f026-2b01-4a9b-9f07-cb1dba8347c3']",50,,,,,,,,,,,,,,,,,Espanyol,214,00:20:50.298,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.3804,,,,,,,,,,,,53cbc909-be80-4aaa-89da-0dd0b351d9a3,980,,"[64.0, 20.0]",16086,20,,,True,0.066568166,,,,,,"[79.0, 21.0]",,Low Pass,,15.033297,,,Ivan Rakitić,5470.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,36,Barcelona,217,"['b7f99e3c-6c73-4f29-bfc4-d830e50437a8', 'c9c01804-59ed-480e-bb7b-fece8062e535', 'eab13486-72fa-4617-bb3a-cac2e6060aca']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:20:52.253,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,0.838799,,,,,,,,,,,,2e24f2c1-6e1e-4ead-9669-0e56fd8c7d9f,983,,"[80.0, 21.0]",16086,20,,,,1.19029,,Right Foot,,,,"[84.0, 31.0]",,Ground Pass,,10.770329,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,36,Barcelona,217,['aa284634-f34e-432e-9c05-db6637e2046b'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:20:53.691,Pass,,2018/2019
,,,,,,,,,,,,,,,,,0.949481,,,,,,,,,,,,db7f7f8f-0c02-44c5-8ec6-3a453402546b,987,,"[37.0, 55.0]",16086,20,,,,-2.9229238,,Right Foot,,,,"[28.0, 53.0]",,Ground Pass,,9.219544,,,David López Silva,6754.0,,,,,Recovery,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,37,Espanyol,214,['7e217df9-6b83-4615-89f9-1967f7b6199a'],55,,,,,,,,,,,,,,,,,Espanyol,214,00:20:55.026,Pass,,2018/2019
,,,,,,,,,,,,,,,,,1.88276,,,,,,,,,,,,c69286b5-4fbc-46b8-9287-cc7c9a860033,990,,"[27.0, 55.0]",16086,20,,,,-2.714965,,Left Foot,,,,"[5.0, 45.0]",,Ground Pass,,24.166092,,,Diego López Rodríguez,6768.0,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Back,37,Espanyol,214,['65c142e6-b247-4158-8a77-305571ff4da7'],56,,,,,,,,,,,,,,,,,Espanyol,214,00:20:56.886,Pass,,2018/2019
