50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.083468,,,,,,,,,,,,,,,44bd14ba-6b61-4161-8b6f-fc2f57f8d64d,16,,"[28.5, 22.4]",266201,0,,,,,1.3891475,,Right Foot,,,,"[34.8, 56.7]",Ground Pass,,34.87377,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Right Center Back,2,Barcelona,217,['6bdb8f39-9dcc-4ac8-9afc-41c4bb45cf40'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.822,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0268,,,,,,,,,,,,,,,36a8fd5c-0380-442e-8703-f1635890c05d,19,,"[43.0, 57.1]",266201,0,,,,,-0.967047,,Right Foot,,,,"[55.0, 39.7]",Ground Pass,,21.136698,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['b7745dcb-2b64-4dd6-87c3-d1fca402d0a4'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.209,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7787,,,,,,,,,,,,,,,b67f46b7-8dc6-4054-8d0d-4ce046e9586e,29,,"[55.0, 35.9]",266201,0,,,,,-0.6299068,,Left Foot,,,,"[65.7, 28.1]",Ground Pass,,13.241223,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['4573bc00-9b48-496a-8470-d5bd26f5f37e'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.288,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.6479,,,,,,,,,,,,,,,77813aad-19ac-4b4b-84b9-91bc4d8e413a,32,,"[65.7, 28.1]",266201,0,,,,,2.9921136,,Right Foot,,,,"[49.1, 30.6]",Ground Pass,,16.787197,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['4ed8a460-9429-4bee-bee1-ed3dc8bd05e5'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.107,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.9242,,,,,,,,,,,,,,,d44eb42b-6785-494d-b362-fe687779ac4f,35,,"[48.4, 30.6]",266201,0,,,,,1.499755,,Right Foot,,,,"[50.3, 57.3]",Low Pass,,26.767517,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Right Center Back,2,Barcelona,217,['4f592b74-4469-41ce-9323-bc984c389e5c'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.893,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.3504,,,,,,,,,,,,,,,ffed69a1-66c4-40b6-8de9-46b565df48b1,38,,"[69.9, 56.0]",266201,0,,,,,-0.95787543,,Right Foot,,,,"[106.4, 4.1]",High Pass,,63.449665,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,True,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['5b722f36-a265-4aef-ac20-bb47a17e944d'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.862,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.2969,,,,,,,,,,,,,,,d7d68463-b961-4d9c-b0f9-72064fb504c2,47,,"[120.0, 1.0]",266201,0,,,,,2.784816,,Right Foot,,,,"[98.0, 9.2]",Low Pass,,23.4785,,,Andrés Iniesta Luján,5216.0,,True,,Straight,,Corner,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['74aeae49-debb-4656-8499-f1df5158e933'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.518,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.760235,,,,,,,,,,,,,,,bbf87184-c708-4e0d-a361-7e5da67879da,51,,"[98.0, 7.5]",266201,0,,,,,1.0471746,,Right Foot,True,,,"[117.4, 41.1]",High Pass,,38.798454,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['043ba14b-20e3-4ee6-9565-95b48446d1a5', '0905c846-4e6c-4bdc-afe5-d840d9f14446', '84f5d509-f9c3-4fd3-b050-030bfae26142']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.023,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.257103,,,,,,,,,,,,,,,1acb63f2-0a3d-40be-8d7c-01172f7ed9f5,55,,"[15.8, 43.4]",266201,0,,,,,1.0875434,,Keeper Arm,,,,"[21.1, 53.5]",Ground Pass,,11.406138,,,David Rodríguez Lombán,6702.0,,,,,,,1,From Keeper,Manuel Herrera Yagüe,27207.0,Goalkeeper,4,Elche,1042,['2d75cc0e-a7f0-4a17-81fa-b1b6acf49cc8'],48,,,,,,,,,,,,,,,,,Elche,1042,00:00:48.312,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.502178,,,,,,,,,,,,,,,8e83e730-ff69-42e3-8d8b-6a9740b02156,58,,"[28.4, 59.6]",266201,0,,,,,0.8233546,,Right Foot,,,,"[43.6, 76.0]",Ground Pass,,22.36068,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,From Keeper,David Rodríguez Lombán,6702.0,Right Center Back,4,Elche,1042,['012f065c-c51f-40a8-9808-c83ae65a1b08'],52,,,,,,,,,,,,,,,,,Elche,1042,00:00:52.991,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.4104,,,,,,,,,,,,,,,b910f9cb-1786-4581-864f-cf52beb501d5,61,,"[46.9, 77.1]",266201,0,,,,,0.0,,Right Foot,,,,"[51.3, 77.1]",Ground Pass,,4.4,Incomplete,,Carles Gil de Pareja Vicent,6800.0,,,,,,,1,From Keeper,Damián Nicolás Suárez Suárez,6627.0,Right Back,4,Elche,1042,"['3567e685-9dd0-4aef-8e6b-0ff589ea5e26', '46b5e634-8079-457d-979d-feb4df3341c6']",55,,,,,,,,,,,,,,,,,Elche,1042,00:00:55.429,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0513,,,,,,,,,,,,,,,80d03956-9cda-4718-9a5a-09033a36e219,64,,"[63.4, 5.0]",266201,0,,,,,3.1415927,,Right Foot,,,,"[49.7, 5.0]",Ground Pass,,13.7,,,Adriano Correia Claro,22102.0,,,,,,Recovery,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,5,Barcelona,217,['bd5a981f-bef1-4318-a363-03aef53b4abf'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.508,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7757,,,,,,,,,,,,,,,25952b02-b7fb-4bbd-8731-44482e82b118,68,,"[42.6, 5.0]",266201,0,,,,,1.1558208,,Right Foot,,,,"[48.9, 19.3]",Ground Pass,,15.62626,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,5,Barcelona,217,"['6a6b6962-d5a3-44b7-aa07-5fb59827e40a', 'fdc0594a-03c7-456a-aed2-e9be8fcbce92']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.920,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.1955,,,,,,,,,,,,,,,b94de372-a80e-4196-93de-cc3cde10a044,71,,"[48.9, 19.3]",266201,1,,,,,2.9506154,,Right Foot,,,,"[33.9, 22.2]",Ground Pass,,15.277761,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['8ad1bd85-e832-4ba7-897d-037c3da4c3a3'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.727,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.6682,,,,,,,,,,,,,,,f37f6a38-c59f-4bd7-8d3e-edf6221125b4,74,,"[27.4, 26.8]",266201,1,,,,,1.1970186,,Right Foot,,,,"[40.5, 60.2]",Low Pass,,35.87715,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,5,Barcelona,217,['8dce6144-58ae-46af-89f4-7ba0da74c846'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.996,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5504,,,,,,,,,,,,,,,251ace08-1709-422f-b7a6-538df490012a,77,,"[42.6, 59.2]",266201,1,,,,,-2.7672591,,Right Foot,,,,"[31.4, 54.8]",Ground Pass,,12.033287,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['45c4861a-2402-451e-bd16-458154c51df8'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.407,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.9093,,,,,,,,,,,,,,,647df2b5-74aa-4b58-a8a2-e0f664783e33,80,,"[31.4, 54.8]",266201,1,,,,,-1.2529596,,Right Foot,,,,"[41.5, 24.1]",Ground Pass,,32.318726,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['b474367e-c7ea-4eb8-bfa6-1984422c70e4'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.444,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.6408,,,,,,,,,,,,,,,355b17ac-d2a0-4b9a-96a0-56db9a68e8c0,83,,"[47.0, 19.7]",266201,1,,,,,-0.17901528,,Right Foot,,,,"[57.5, 17.8]",Ground Pass,,10.67052,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['8f7c3112-0cb6-466b-b1cc-7436bd26f8f3'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.443,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1683,,,,,,,,,,,,,,,85f94319-45b8-4ec1-936b-c86e916ac62a,86,,"[56.2, 22.2]",266201,1,,,,,2.1625724,,Right Foot,,,,"[48.0, 34.4]",Ground Pass,,14.69966,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['50369583-b9f7-4696-9659-f895d11bcf6d'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.930,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0139,,,,,,,,,,,,,,,d8c87946-f608-41c6-bd94-fbd2c87fb176,89,,"[47.2, 41.3]",266201,1,,,,,1.04473,,Right Foot,,,,"[52.6, 50.6]",Ground Pass,,10.754069,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,5,Barcelona,217,['f4a6d6ae-1347-41b3-bee1-c18305e3d6dc'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.009,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.8694,,,,,,,,,,,,,,,ac384ddd-9629-4901-bcc4-fe5b8475bf65,93,,"[59.6, 54.2]",266201,1,,,,,1.2533376,,Left Foot,,,,"[66.5, 75.2]",Ground Pass,,22.104525,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,5,Barcelona,217,"['a2b0c1f6-b1d2-4c79-9abb-8540578596d3', 'c9fa8654-6142-4778-982c-4781b8cdf9ac']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.032,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.7421,,,,,,,,,,,,,,,eecc11f2-8c06-4e69-92b3-502b767c519d,95,,"[66.9, 75.2]",266201,1,,,,,-2.4889593,,Right Foot,,,,"[49.5, 61.9]",Ground Pass,,21.900913,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['46c0d1d3-7a27-495f-9498-313247d884dc'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.902,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3108,,,,,,,,,,,,,,,bfa3d19f-ece2-4f46-8240-0f84b3473e2e,98,,"[51.2, 58.1]",266201,1,,,,,-1.7070438,,Right Foot,,,,"[47.8, 33.3]",Ground Pass,,25.031979,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['351f9605-d856-427a-af53-d45d6877f13d'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.958,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.058,,,,,,,,,,,,,,,913c1e91-9052-4549-b391-9aa14734c3db,101,,"[52.4, 41.8]",266201,1,,,,,-0.119794026,,Right Foot,,,,"[63.2, 40.5]",Ground Pass,,10.877959,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,5,Barcelona,217,['6f255022-f6f6-4209-86ad-1cc584bc756f'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.460,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.872,,,,,,,,,,,,,,,425615f5-6119-4724-a247-f72becc0b706,105,,"[64.4, 39.2]",266201,1,,,,,1.3122897,,Right Foot,,,,"[69.9, 60.0]",Ground Pass,,21.51488,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,"['3442f1a0-055b-445a-a9d0-bd759f8f1dbf', 'ba00cf3e-0844-412d-80f7-c148896cd691']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.871,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.8912,,,,,,,,,,,,,,,9eb4d5a7-92d0-49d8-b7ee-ec3cb9f2aef8,108,,"[75.8, 59.8]",266201,1,,,,,-0.17184202,,Left Foot,,,,"[87.9, 57.7]",Ground Pass,,12.280879,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,['3be3fd64-49ab-48c5-b2fc-ff376f638ed0'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.490,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8485,,,,,,,,,,,,,,,2f2ef8f3-0b22-4ad5-86fe-9f99b54d7d7b,110,,"[87.9, 57.7]",266201,1,,,,,3.0622144,,Right Foot,,,,"[79.1, 58.4]",Ground Pass,,8.827797,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,5,Barcelona,217,['d0ece35f-8330-4c6e-99af-499a23275c94'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.381,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.561899,,,,,,,,,,,,,,,4a9ae991-f0d2-47dd-970a-19809f60d41c,114,,"[77.0, 54.6]",266201,1,,,,,-0.8449304,,Left Foot,,,,"[105.4, 22.6]",High Pass,,42.785046,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,"['3d1ed158-b55a-4dbd-ae1e-d8a86c6bdcd4', '956a237f-6d1c-4e94-80a8-5c0f36d96f1d']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.649,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.338099,,,,,,,,,,,,,,,743606d2-46a6-421f-8729-61f39865d4cd,117,,"[99.3, 24.7]",266201,1,,,,,-0.6086893,,Right Foot,,,,"[109.2, 17.8]",Ground Pass,,12.067311,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,5,Barcelona,217,['8e5ebd5c-1682-44e6-8c4f-6d2e35919b64'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.296,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1273,,,,,,,,,,,,,,,c4c0979a-de7a-4307-bf06-8f1466e95e62,122,,"[117.0, 5.4]",266201,1,,,,,2.2335258,,Right Foot,,,,"[110.6, 13.6]",Ground Pass,,10.401923,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,5,Barcelona,217,"['75eb24b5-64f3-4f74-9c3e-66b4f140fbd0', 'ab8ca183-4220-40ce-b6ac-9661f4f8ff05']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.813,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.955,,,,,,,,,,,,,,,23e77a09-bcfe-4e16-8771-b8f03763d1d5,124,,"[111.1, 13.6]",266201,1,,,,,3.1098573,,Right Foot,,,,"[98.5, 14.0]",Ground Pass,,12.606348,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,5,Barcelona,217,['3de02085-dc59-4e9a-b4ce-e07aee134c06'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.940,Pass,,2013/2014
