50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,750a5c6d-ec33-4aa5-a5a4-0f667d5aff78,1,,,266201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Elche,1042,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27207, 'name': 'Manuel Herrera Yagüe'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27206, 'name': 'Sergio Pelegrín López'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26238, 'name': 'Domingo Cisma González'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 16001, 'name': 'Garry Mendes Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 26102, 'name': 'Ferrán Corominas Telechea'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Elche,1042,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,55563a13-a71c-4855-9380-45beb9d1ee3a,2,,,266201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Elche,1042,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,98a1b66a-91d3-45d9-a9c9-8050055a609b,3,,,266201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Elche,1042,['444fb9d1-6f66-4a63-8a30-7cb24c11f6c2'],0,,,,,,,,,,,,,,,,,Elche,1042,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,444fb9d1-6f66-4a63-8a30-7cb24c11f6c2,4,,,266201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Elche,1042,['98a1b66a-91d3-45d9-a9c9-8050055a609b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b8e21173-d73f-47ab-bc15-071d39ea8aa6,1588,,,266201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Barcelona,217,['427e4a61-a1de-4abf-876f-10d2ac06f12f'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,427e4a61-a1de-4abf-876f-10d2ac06f12f,1589,,,266201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Barcelona,217,['b8e21173-d73f-47ab-bc15-071d39ea8aa6'],0,,,,,,,,,,,,,,,,,Elche,1042,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,0.5401,,,,,,,,,,,,,,,0565bd3a-3214-4a94-a238-61215b6b072d,5,,"[60.0, 40.0]",266201,0,,,,,2.203545,,Right Foot,,,,"[58.9, 41.5]",Ground Pass,,1.8601075,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,2,Barcelona,217,['1778a241-2a86-41b0-a579-e99a4d24ef4a'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.834,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.058,,,,,,,,,,,,,,,428c0299-44c1-4db4-aaa9-2ba559c43879,7,,"[59.8, 42.8]",266201,0,,,,,3.0738997,,Right Foot,,,,"[48.0, 43.6]",Ground Pass,,11.827087,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['b8ea3fea-0cda-4cea-b3fb-2a2f806f8bb2'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.374,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.4253,,,,,,,,,,,,,,,70a379e7-e19c-49b2-9c68-d2118d34c939,10,,"[46.3, 40.9]",266201,0,,,,,-1.4397684,,Left Foot,,,,"[49.7, 15.1]",Low Pass,,26.023067,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['77bc60c2-cf10-4142-aee7-c15763b7ed5a'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.757,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5788,,,,,,,,,,,,,,,ca5328d2-d05c-49ff-ae50-18eede420736,13,,"[49.9, 11.7]",266201,0,,,,,2.5236263,,Left Foot,,,,"[33.3, 23.5]",Ground Pass,,20.36664,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['5571e4af-6e23-465e-9b7e-220f86b4e87e'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.303,Pass,,2013/2014
