bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d3c450f-1154-4da5-af2b-f75cff8f4de0,1,,,266191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6693, 'name': 'Raúl Rodríguez Navas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a29b435-378b-4013-8bd1-384adc77a06d,2,,,266191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aa914590-466e-43df-a580-e81ff1e73503,3,,,266191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['876151f2-8e6d-4f88-b78f-cd18fce75f00'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,876151f2-8e6d-4f88-b78f-cd18fce75f00,4,,,266191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['aa914590-466e-43df-a580-e81ff1e73503'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52373cea-870c-4376-b145-aad641de83e4,1819,,,266191,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,115,Real Sociedad,210,['3f4f4625-afcd-4ad6-9914-ee697ef9a7f7'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f4f4625-afcd-4ad6-9914-ee697ef9a7f7,1820,,,266191,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,115,Real Sociedad,210,['52373cea-870c-4376-b145-aad641de83e4'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.3123,,,,,,,,,,,,,9aa2f5b7-84f6-4d3d-9ca8-552f425b3958,5,,"[60.0, 40.0]",266191,0,,,,-2.9441972,,Right Foot,,"[56.0, 39.2]",,Ground Pass,,4.0792155,,,,Asier Illarramendi Andonegi,6671.0,,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Center Forward,2,Real Sociedad,210,['6e24bc80-88af-4dfe-94bb-5472213c77d6'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.616,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.7701,,,,,,,,,,,,,38640cbf-93e8-4e63-853e-a955e7b73752,8,,"[56.0, 39.0]",266191,0,,,,-0.2914568,,Right Foot,,"[89.0, 29.1]",,High Pass,,34.45301,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,From Kick Off,Asier Illarramendi Andonegi,6671.0,Center Defensive Midfield,2,Real Sociedad,210,"['7589b3c9-5e6c-4adb-a75e-cca1e823983f', 'c8c97b7c-dd39-40e4-8f3b-049b3b4a3fee']",2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:02.747,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.4917,,,,,,,,,,,,,3d00f234-3013-40a1-b9b7-bb701fa7df18,17,,"[37.0, 50.7]",266191,0,,,,-1.5707964,,Left Foot,,"[37.0, 23.4]",,Low Pass,,27.3,,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['849f07aa-3c6b-49c8-a3ea-8c43c1e1bd80', '92763150-f62f-47f5-ba7c-80354e570dc3']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.372,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.968848,,,,,,,,,,,,,99ceca7e-4b04-4a86-a621-c668c828d09c,20,,"[28.6, 22.4]",266191,0,,,,0.32376263,,Right Foot,,"[43.5, 27.4]",,Ground Pass,,15.716552,,,,André Filipe Tavares Gomes,10802.0,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['a4bfd000-b91e-4fd8-a514-395f2d767701'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.271,Pass,,2016/2017
