bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,0.8802,,,,,,,,,,,,,95a200fe-68e8-402e-bfe3-b372a1de35d1,24,,"[42.2, 19.6]",266191,0,,,,-1.2438823,,Left Foot,,"[48.1, 2.2]",,Ground Pass,,18.373077,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,3,Barcelona,217,"['8fbecbaf-1621-4a91-a6bf-3d54ed1b13f2', 'b1514daf-06df-425c-8b1d-e5d3132b73d2']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.018,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,1.6552,,,,,,,,,,,,,730f8318-87e7-49c5-9863-c4b351788f41,26,,"[47.7, 2.6]",266191,0,,,,0.67003286,,Right Foot,,"[60.7, 12.9]",,Low Pass,,16.585836,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,"['48cbffcc-d147-4148-a790-efef1bf99144', 'b73e6b20-fe5f-4548-ba4b-7f60d76ee6b2']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.898,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.9794,,,,,,,,,,,,,db8928dd-259f-4e0c-9fda-9f9bb91cdac4,30,,"[56.3, 0.1]",266191,0,True,,,0.7354398,,,,"[60.5, 3.9]",,Low Pass,,5.663921,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['2b48431a-5256-4f81-9e31-1a6da6600d3f'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.307,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.3651,,,,,,,,,,,,,fc408ac3-667c-417e-8455-44f81d7b1d25,32,,"[60.5, 3.9]",266191,0,True,,,-3.125721,,Right Foot,,"[47.9, 3.7]",,Ground Pass,,12.601587,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,4,Barcelona,217,['f9faad87-eecb-4015-b86b-71562b27053d'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.286,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,2.6761,,,,,,,,,,,,,3af83200-69ae-4317-98d5-03af79d46894,34,,"[47.9, 3.7]",266191,0,,,,0.257905,,Right Foot,,"[73.3, 10.4]",,Ground Pass,,26.268803,,Incomplete,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['eadb9150-40b6-40a1-b522-63183894e55c'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.709,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,2.8339,,,,,,,,,,,,,eadb9150-40b6-40a1-b522-63183894e55c,36,,"[46.8, 69.7]",266191,0,,,,-2.6654458,,Right Foot,,"[15.0, 53.3]",,Ground Pass,,35.779884,,,,Gerónimo Rulli,6694.0,,,,,,Recovery,1,Regular Play,Raúl Rodríguez Navas,6693.0,Right Center Back,5,Real Sociedad,210,"['3af83200-69ae-4317-98d5-03af79d46894', '625e2fc6-8db9-44eb-80fe-09567882587e']",28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:28.385,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.3019,,,,,,,,,,,,,d595ed0e-b306-4046-9f0b-4b20e04eca42,39,,"[15.0, 53.3]",266191,0,,,,0.7406519,,Right Foot,,"[32.5, 69.3]",,Ground Pass,,23.711811,,,,Raúl Rodríguez Navas,6693.0,,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,5,Real Sociedad,210,['89348a64-76ad-4638-9188-f6a6e55ebd3b'],32,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:32.624,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.083462,,,,,,,,,,,,,4e3f527a-18a9-4e8a-a1bd-a035175ca107,42,,"[32.7, 69.3]",266191,0,,,,-1.031451,,Right Foot,,"[40.9, 55.6]",,Ground Pass,,15.966528,,,,Asier Illarramendi Andonegi,6671.0,,,,,,,1,Regular Play,Raúl Rodríguez Navas,6693.0,Right Center Back,5,Real Sociedad,210,['6360377d-4366-4073-8ea9-39a69f165124'],35,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:35.037,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.4533,,,,,,,,,,,,,641e96f4-e58b-4609-8316-afc8cace5a47,46,,"[40.9, 59.2]",266191,0,,,,2.3778362,,Right Foot,,"[29.1, 70.5]",,Ground Pass,,16.337992,,,,Raúl Rodríguez Navas,6693.0,,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Center Defensive Midfield,5,Real Sociedad,210,"['bd92e0ea-7213-4d5f-9fff-143475c551ee', 'e09f830f-881d-4a87-8067-1f37530878f4']",37,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:37.779,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,1.7823,,,,,,,,,,,,,6d817799-7ed0-4886-866d-5a9c85de7df5,49,,"[27.4, 71.2]",266191,0,,,,-2.2293622,,Right Foot,,"[7.9, 46.0]",,Ground Pass,,31.863615,,,,Gerónimo Rulli,6694.0,,,,,,,1,Regular Play,Raúl Rodríguez Navas,6693.0,Right Center Back,5,Real Sociedad,210,['a56a5b00-1307-4d85-aaa1-6efe212cfb4a'],39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:39.232,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,2.023923,,,,,,,,,,,,,5715de7e-11a8-4c2f-8c5e-a273ac90bf51,52,,"[7.9, 46.0]",266191,0,,,,-0.9478873,,Right Foot,,"[28.3, 17.6]",,Ground Pass,,34.967415,,,,Íñigo Martínez Berridi,6665.0,,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,5,Real Sociedad,210,['a1b4ac5a-5211-43e3-b129-09d16bc35f49'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:42.145,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.9762,,,,,,,,,,,,,1c243aee-b7f4-4c44-b10a-2bd4fdf71800,55,,"[42.8, 7.9]",266191,0,,,,0.75922614,,Left Foot,,"[52.6, 17.2]",,Ground Pass,,13.510366,,Unknown,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,5,Real Sociedad,210,['556ac0c7-03ad-4fbb-8a50-b542c0323681'],47,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:47.681,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,3.0196,,,,,,,,,,,,,3f57fc12-71e5-475c-92dd-5dae2dcf79a4,60,,"[53.5, 7.7]",266191,1,,,,0.9379551,,Left Foot,,"[87.9, 54.6]",,High Pass,,58.163303,,,,Xabier Prieto Argarate,6690.0,,,True,,,Free Kick,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,6,Real Sociedad,210,['d828c05e-ba1a-44a5-aef0-5ad33db8b23a'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:16.101,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.8831,,,,,,,,,,,,,94f79d9f-39e3-498b-90ea-1a5ceae3c603,63,,"[87.9, 54.6]",266191,1,,,True,0.9092887,,,,"[99.5, 69.5]",,High Pass,,18.88306,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,,1,From Free Kick,Xabier Prieto Argarate,6690.0,Right Center Midfield,6,Real Sociedad,210,"['44e808ec-e8ac-4365-b274-c2a54833e4e0', '9981de16-d763-489d-a3a2-f022a910b557']",19,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:19.121,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,1.6457,,,,,,,,,,,,,b9240206-5a95-41b2-9353-94c65c504c27,67,,"[88.8, 64.2]",266191,1,,,,-0.94824344,8da37d1a-8477-436a-babf-426a96c9fe78,Left Foot,True,"[109.4, 35.5]",,High Pass,,35.32775,,,,David Zurutuza Veillet,6669.0,True,,,,,,1,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Right Wing,6,Real Sociedad,210,"['0f23455f-0db4-40ee-be95-44bd489f4192', 'be2dcbb3-fef6-41e2-ab23-f8678fc7ef21']",26,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:26.029,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,3.5511,,,,,,,,,,,,,9644093a-f3a6-4b32-9759-764fd9ee70bf,72,,"[13.9, 49.1]",266191,1,,,,0.7602236,,Keeper Arm,,"[42.4, 76.2]",,Low Pass,,39.3276,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['65c6d71d-6a4a-4620-813d-2f6ffa7c915f'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.393,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,2.5095,,,,,,,,,,,,,57cf0eb7-afb6-4199-9695-4817b2b40cb2,75,,"[35.9, 77.6]",266191,1,,,,-2.1929104,,Right Foot,,"[14.1, 47.2]",,Ground Pass,,37.408554,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,9,Barcelona,217,['23ff910b-9f1d-4608-b3d5-38a50e334df5'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.328,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.9273,,,,,,,,,,,,,2370a27f-1499-45c3-8565-becfc56879d5,79,,"[13.7, 47.8]",266191,1,,,,-1.775537,,Right Foot,,"[9.9, 29.5]",,Ground Pass,,18.690372,,,,Marc-André ter Stegen,20055.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,"['101f0889-50db-4ee6-809b-0121b30325a1', '8f3be14a-7b39-4a61-8011-26254a83f444']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.269,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,1.6112,,,,,,,,,,,,,a41b3e4d-c7a1-4c1f-840d-13bc7a0b0df8,83,,"[8.6, 31.0]",266191,1,,,,-1.4953583,,Left Foot,,"[9.9, 13.8]",,Ground Pass,,17.249058,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,11,Barcelona,217,"['35796e41-0a39-4bf8-8742-2b37c63c1c00', '78f64b12-1272-4cd9-87e3-9fb1f04c7873']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.796,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,1.894652,,,,,,,,,,,,,e374c27f-6ccd-46db-88ad-49e37deaaa52,87,,"[10.7, 12.9]",266191,1,,,,-0.22913976,,Left Foot,,"[45.0, 4.9]",,Low Pass,,35.22059,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,12,Barcelona,217,['10c38320-2580-474e-879a-207a2667b95c'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.327,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.4614,,,,,,,,,,,,,81e3bcf0-93e0-4461-9bd8-4a74c995a4d8,91,,"[39.3, 2.8]",266191,1,,,,0.0,,Right Foot,,"[41.2, 2.8]",,Ground Pass,,1.9,,Incomplete,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,13,Barcelona,217,"['ee818263-4f59-4a64-80d4-ab4e7154d91c', 'fc6376d1-6280-4ac0-a464-c34732378fc5']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.570,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,,,,3.0431,,,,,,,,,,,,,24ce1d12-7fb3-4a79-930a-49e68b6b71ea,93,,"[43.5, 0.1]",266191,2,True,,,1.4318376,,,,"[47.5, 28.7]",,Low Pass,,28.878366,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,14,Barcelona,217,['c31bac7e-f19c-486e-9b58-d3f02318c3c4'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.652,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.500337,,,,,,,,,,,,,7b8f1120-c8cb-41c0-942e-695f4d8ddbb3,95,,"[47.5, 28.7]",266191,2,,,,1.0446371,,Left Foot,,"[62.6, 54.7]",,Ground Pass,,30.06676,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,14,Barcelona,217,['6c26b445-95c7-49af-8144-204e94d9120b'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.360,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.7884,,,,,,,,,,,,,02d8a7e4-28dd-4f93-a9b0-e23cadd51beb,98,,"[62.6, 54.7]",266191,2,,,,-1.3149878,,Right Foot,,"[64.3, 48.2]",,Ground Pass,,6.718631,,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,14,Barcelona,217,['3d642a56-248b-443a-96ec-e2faa7ff948a'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.070,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.7889,,,,,,,,,,,,,0c4ff1e7-ce89-4c82-b796-a083c4e48101,100,,"[64.3, 48.2]",266191,2,,,,1.7055676,,Right Foot,,"[63.5, 54.1]",,Ground Pass,,5.9539905,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,14,Barcelona,217,['92ff90cf-cec8-4f4c-afa2-53974ec62cfa'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.859,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.5208,,,,,,,,,,,,,c34a4fa3-00da-4354-bfca-be131a802630,103,,"[65.8, 53.1]",266191,2,,,,-0.17301016,,Left Foot,,"[86.4, 49.5]",,Ground Pass,,20.912197,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,14,Barcelona,217,"['ccb022fd-7b25-4896-86e9-10961b4e2252', 'f3d6288c-eeeb-4485-b3cb-df20bcb7cc6f']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.941,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.9407,,,,,,,,,,,,,f13e7008-366a-48bf-a3f4-b0206163eb53,106,,"[62.3, 36.7]",266191,2,,,,-2.5632167,,Head,,"[43.0, 24.1]",,High Pass,,23.04886,,,,Yuri Berchiche Izeta,3023.0,,,,,,Recovery,1,Regular Play,Mikel Oyarzabal Ugarte,6685.0,Left Wing,15,Real Sociedad,210,['25e9f13e-8bf4-41d1-ab90-cb5023e9eec3'],14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:14.074,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,1.3033,,,,,,,,,,,,,9cba3e6c-0ebd-4187-81bb-36da9d771a67,108,,"[43.0, 24.1]",266191,2,,,,-0.47449708,,Right Foot,,"[65.0, 12.8]",,High Pass,,24.732367,,,,Willian José da Silva,6721.0,,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,15,Real Sociedad,210,['a50ac379-f81f-4403-820f-817c6e54f0cf'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:16.015,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.937,,,,,,,,,,,,,25e3e03b-cec8-4574-9b35-7bba9e8f0421,111,,"[65.0, 12.8]",266191,2,,,,0.99820673,,Right Foot,,"[72.8, 24.9]",,High Pass,,14.39618,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,Regular Play,Willian José da Silva,6721.0,Center Forward,15,Real Sociedad,210,['1ff213db-9480-4eab-9e0e-459d3b539882'],17,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:17.749,Pass,,2016/2017
,,,,,,,,,,,,,,,,,,,,0.4648,,,,,,,,,,,,,b708b42b-79c1-4027-b856-7790b92d6b86,115,,"[72.8, 25.6]",266191,2,,,,-2.1036403,,Left Foot,,"[68.2, 17.8]",,Ground Pass,,9.055386,,,,David Zurutuza Veillet,6669.0,,,,,,,1,Regular Play,Mikel Oyarzabal Ugarte,6685.0,Left Wing,15,Real Sociedad,210,['efb72d30-b971-43dd-81a2-d8b6b4d71b64'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:20.174,Pass,,2016/2017
