ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.302755,,,,,,,,,,,,,,,dcca0d3e-8acb-4278-be98-4aeb4df259ae,775,,"[49.4, 26.5]",266254,18,,,,,0.18401437,,Right Foot,,,,"[81.1, 32.4]",,Low Pass,32.24438,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,42,Celta Vigo,209,"['81bbcd84-3724-4615-a99c-b212a2f8203b', 'ec0f90f5-baf1-4b55-ab98-f8c1e3df7fe7']",15,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:15.413,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.516993,,,,,,,,,,,,,,,974620ef-459e-41d3-80a7-30197b627ac0,778,,"[45.4, 35.5]",266254,18,,,,,-0.845207,,Right Foot,,,,"[76.8, 0.1]",,Ground Pass,47.31934,,,Out,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,42,Celta Vigo,209,['4cc2e4c1-4af9-458a-a42a-6be2b3de0832'],19,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:18:19.122,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.5202,,,,,,,,,,,,,,,3cd2ce1e-c1b2-4898-add0-ceedef36635b,780,,"[44.5, 80.0]",266254,18,,True,,,-2.5669227,,,,,,"[21.8, 65.3]",,Low Pass,27.044039,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,43,Barcelona,217,['14a9c7f9-5953-4829-9c63-cf2821168256'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:24.564,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.4904,,,,,,,,,,,,,,,92a3f5b1-2430-42df-8caf-201561f170f2,782,,"[20.6, 63.9]",266254,18,,True,,,-2.186921,,Right Foot,,,,"[9.2, 47.8]",,Ground Pass,19.727392,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,43,Barcelona,217,['633009b7-e230-4cf2-8bbd-237808fb85e0'],30,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:30.741,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.1673,,,,,,,,,,,,,,,e476058c-0d5a-45d6-858c-00e16e199228,784,,"[9.2, 45.2]",266254,18,,True,,,-0.63707036,,Right Foot,,,,"[34.2, 26.7]",,Ground Pass,31.100643,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,43,Barcelona,217,['521636f2-21aa-4e98-ae02-7087cb3a4da6'],34,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:34.305,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2249,,,,,,,,,,,,,,,b36a6408-1cd6-4f06-8c1b-fe8a66330cda,786,,"[38.5, 25.3]",266254,18,,,,,0.15084536,,Right Foot,,,,"[51.0, 27.2]",,Ground Pass,12.643576,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,43,Barcelona,217,['54e295b4-c73f-47ab-8d8d-71693924e8dc'],36,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:36.108,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.124565,,,,,,,,,,,,,,,15615db6-6599-47b6-86c1-a48d5a132956,789,,"[50.1, 25.3]",266254,18,,,,,-1.5707964,,Right Foot,,,,"[50.1, 6.8]",,Ground Pass,18.5,,,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,43,Barcelona,217,"['c29794ce-aa53-41ed-a1a1-6b186468400e', 'cdb57f05-6f31-4e0c-ba9d-4e7cdf0ff128']",37,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:37.453,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.373208,,,,,,,,,,,,,,,d9ad17be-c04e-435d-8042-98c038b6df2b,796,,"[111.8, 73.0]",266254,18,,,,,-1.7992929,8aac410a-fa68-45c6-a07d-904df6d5c24c,Right Foot,True,,,"[105.8, 47.2]",,High Pass,26.488487,,,,,Daniel Wass,6797.0,True,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,44,Celta Vigo,209,['06f48374-07ae-4052-8c61-702c5ff9f63c'],44,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:18:44.170,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.5968,,,,,,,,,,,,,,,c5469cbb-fe9e-467d-bab3-ad1059c8207f,806,,"[2.1, 34.6]",266254,18,,,,,-1.4377291,,Left Foot,,,,"[3.8, 21.9]",,Ground Pass,12.813274,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,44,Celta Vigo,209,"['0e713fb5-8b8d-442e-8464-4a760a6206fa', '4802f970-6d9f-47e2-bc78-be8327ff36da']",49,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:49.381,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,2.5099,,,,,,,,,,,,,,,b041f8fd-4f0e-4e2a-90e5-fe9e41c40186,809,,"[5.3, 19.0]",266254,18,,,,,0.08975817,,Left Foot,,,,"[55.3, 23.5]",,High Pass,50.20209,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,44,Celta Vigo,209,"['16a43e97-3e79-49df-ab2d-8b68e6de7ccb', 'd1c54f37-7e9b-40be-a000-4e22df3eb373']",52,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:52.018,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.781832,,,,,,,,,,,,,,,11e22859-d636-4338-bf73-b4d25bccdd85,812,,"[39.1, 22.1]",266254,18,,,,,0.26377988,,Head,,,,"[52.8, 25.8]",,Low Pass,14.190842,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,44,Celta Vigo,209,"['1a1328b2-80d1-4848-bdd1-63314b270436', '656bee7a-7a17-4e8d-9188-19d0453a3f4c']",56,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:56.459,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.94176,,,,,,,,,,,,,,,e9b09081-fd17-4079-9d51-e0e5b2912725,817,,"[67.3, 70.8]",266254,19,,,,,0.39479113,,Right Foot,,,,"[78.1, 75.3]",,Ground Pass,11.7,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Left Center Midfield,44,Celta Vigo,209,"['0cb6880a-91aa-461b-ac82-97da2b2d835d', '75687762-393a-4cc5-8968-df63d750cdbe']",0,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:00.463,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.059327,,,,,,,,,,,,,,,8d31b243-1293-4d40-b339-f0dd8d195b44,821,,"[77.8, 76.1]",266254,19,,,,,-3.039386,,Right Foot,,,,"[70.0, 75.3]",,Ground Pass,7.8409185,,,,,Pedro Pablo Hernández,6801.0,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,44,Celta Vigo,209,['b265e515-7d3d-4a9f-8670-d22a2bbb699f'],1,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:01.812,Pass,,2015/2016
,,,,,,,,,,,,,,,,,4.776599,,,,,,,,,,,,,,,503e0708-a7c3-4dae-97fa-318f892b6242,825,,"[71.9, 74.8]",266254,19,,,,,0.0145823,,Left Foot,,,,"[119.9, 75.5]",,Low Pass,48.005104,,,Out,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Left Center Midfield,44,Celta Vigo,209,"['589b738e-15c3-49d3-a543-e854d8e125cd', 'e5d84f00-0b3e-485d-bddd-62c3175ce462']",4,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:04.407,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,3.7134,,,,,,,,,,,,,,,1cd7e810-efc7-490d-b358-d48392f6b179,827,,"[6.0, 44.0]",266254,19,,,,,0.05853419,,Right Foot,,,,"[58.9, 47.1]",,High Pass,52.990753,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,45,Barcelona,217,['ca939927-1209-4b41-8ba3-cbabb07c8f0a'],27,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:27.809,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.1297,,,,,,,,,,,,,,,9b5ff0f8-f64b-4cf0-9a31-de18ae7c84fd,829,,"[58.2, 48.0]",266254,19,,,,,1.6324465,,Head,,,,"[57.2, 64.2]",,Low Pass,16.230835,,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,45,Barcelona,217,"['91129f9c-e138-4bba-8ff5-56673a53f22c', 'f2ebcf9e-275b-4753-b48b-baad2c9be829']",31,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:31.522,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.998781,,,,,,,,,,,,,,,91129f9c-e138-4bba-8ff5-56673a53f22c,831,,"[62.9, 15.9]",266254,19,,,,,0.27416745,,Head,,,,"[75.7, 19.5]",,Low Pass,13.296617,,,,,Josep Señé Escudero,27342.0,,,,,Recovery,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,46,Celta Vigo,209,"['9b5ff0f8-f64b-4cf0-9a31-de18ae7c84fd', 'c632437c-78d6-48e6-80f5-843da3bf29f2']",33,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:33.652,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.702738,,,,,,,,,,,,,,,ad00fa02-6168-4f42-8844-ac5b2b7f02e8,834,,"[76.1, 19.5]",266254,19,,,,,1.4092534,,Right Foot,,,,"[80.5, 46.5]",,Ground Pass,27.356169,,,,,John Guidetti,6038.0,,,,,,1,Regular Play,Josep Señé Escudero,27342.0,Left Wing,46,Celta Vigo,209,['26092fb1-c4b3-4709-931a-024a6059c92a'],35,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:35.739,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.614544,,,,,,,,,,,,,,,bfa21c56-1601-4434-8aa6-5e7829bbd455,838,,"[80.5, 46.8]",266254,19,,,,,2.7326849,,Right Foot,,,,"[68.5, 52.0]",,Ground Pass,13.078226,,,,,Nemanja Radoja,6796.0,,,,,,1,Regular Play,John Guidetti,6038.0,Center Forward,46,Celta Vigo,209,"['3386673b-8544-4c1c-9517-859836f6c1d2', '49ea6c81-b7ce-4b63-bd60-a4d7c07806f8']",37,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:37.601,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,0.793223,,,,,,,,,,,,,,,0cd85f69-b7ba-42e1-a0d4-69ce7804244b,841,,"[77.4, 57.1]",266254,19,,,,,-0.08430673,,Right Foot,,,,"[91.6, 55.9]",,Ground Pass,14.250614,,,,,Daniel Wass,6797.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,46,Celta Vigo,209,['90d0c730-402f-4a18-aa99-1e1cc1338c4b'],40,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:40.507,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.054148,,,,,,,,,,,,,,,eb0d5471-76d4-40b9-b52a-f5b65d859384,845,,"[92.6, 62.5]",266254,19,,,,,1.1856388,,Right Foot,,,,"[98.6, 77.3]",,Ground Pass,15.969972,,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,46,Celta Vigo,209,['07e34bdf-b293-4072-859f-daa1affa6ca6'],42,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:42.665,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.3464,,,,,,,,,,,,,,,fbf60bef-beb4-4c5f-95eb-0ecbe79c5e2d,848,,"[97.0, 73.3]",266254,19,,,,,-1.9247937,,Right Foot,,,,"[90.2, 54.9]",,Ground Pass,19.61632,,,Incomplete,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Right Wing,46,Celta Vigo,209,"['68694836-33f4-417f-8d1d-df7fff56aa9e', '8deac674-242e-4bcc-9c5b-0a1738fb322a']",47,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:47.350,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.600869,,,,,,,,,,,,,,,682ee3d9-3b5c-4c98-a1ae-be29d3ebb290,854,,"[78.2, 55.3]",266254,19,,,,,-2.4279664,,Right Foot,,,,"[70.0, 48.2]",,Ground Pass,10.846659,,,,,Pedro Pablo Hernández,6801.0,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,46,Celta Vigo,209,['aaf362c3-d609-46ba-b61c-722f97c67c0c'],52,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:52.304,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.308286,,,,,,,,,,,,,,,d70e0436-df0b-41ed-b8ab-81efc1ca3428,858,,"[67.4, 50.2]",266254,19,,,,,-1.7030474,,Left Foot,,,,"[64.5, 28.4]",,Ground Pass,21.992044,,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Left Center Midfield,46,Celta Vigo,209,"['311ba7ef-a5fa-4411-9489-a4d8fa6a1a41', 'f82849b2-ce2a-4139-b80b-4007e84d5728']",53,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:53.939,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,2.228862,,,,,,,,,,,,,,,17006898-486d-4139-b512-e90dc6681bda,861,,"[66.8, 27.2]",266254,19,,,,,-0.65042144,,Right Foot,,,,"[94.4, 6.2]",,Ground Pass,34.680832,,,,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Center Back,46,Celta Vigo,209,['8eebb6a3-d059-48ad-9b87-4d890797a04d'],56,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:56.525,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.165114,,,,,,,,,,,,,,,7c6b42ad-1635-446e-b7a5-59ce8ad64513,864,,"[105.4, 7.7]",266254,20,,,,,1.6429144,,Left Foot,True,,,"[103.5, 34.0]",,Ground Pass,26.368542,,,,,John Guidetti,6038.0,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,46,Celta Vigo,209,['84cbd91d-efcb-4cf4-94ae-0cc420344c1f'],0,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:00.766,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.834989,,,,,,,,,,,,,,,6e42f730-783e-4b2c-ad1c-ff4905ad31c4,868,,"[108.6, 22.4]",266254,20,,,,,-1.6994352,,Left Foot,,,,"[106.0, 2.3]",,Ground Pass,20.267462,,,,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,John Guidetti,6038.0,Center Forward,46,Celta Vigo,209,['1a410748-e9bb-4b17-b7d6-afbec9890ff5'],5,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:05.680,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.9353,,,,,,,,,,,,,,,46b81325-a955-4018-9116-1b00fb441acc,873,,"[14.4, 77.6]",266254,20,,,,,-0.10553861,,Right Foot,,,,"[38.0, 75.1]",,High Pass,23.732046,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,47,Barcelona,217,['7a02bbfc-ad91-4ec5-9be9-e1e009dec2ff'],9,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:09.018,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.2056,,,,,,,,,,,,,,,8a6435cd-28c0-4970-8d59-d59cd5cdb136,876,,"[27.7, 79.0]",266254,20,,,,,-1.8063413,,Left Foot,,,,"[27.1, 76.5]",,Ground Pass,2.570992,,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,47,Barcelona,217,"['07f6b15c-555e-40ae-830f-49f0766ddd29', '9de708eb-b890-49aa-bc44-3e1b67b388c4']",12,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:12.306,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.507568,,,,,,,,,,,,,,,77f1b5ab-410d-4e64-8459-b209fdb85d55,879,,"[30.5, 80.0]",266254,20,,True,,,-0.78798217,,,,,,"[49.8, 60.6]",,Low Pass,27.365124,,,Unknown,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,48,Barcelona,217,['a67aa72c-4f55-4d1d-85f1-4334dd221320'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.335,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.1793,,,,,,,,,,,,,,,91b32770-5964-49c7-aeca-cee7ff8ebd52,884,,"[48.4, 57.4]",266254,20,,,,,-0.83604604,,Left Foot,,,,"[58.7, 46.0]",,Ground Pass,15.363918,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,49,Barcelona,217,['3327dec7-8c55-4bd1-b686-32f74b4c716d'],30,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:30.396,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.5946,,,,,,,,,,,,,,,2dadfd9f-12be-40cf-b8c6-28c633105743,888,,"[61.0, 44.1]",266254,20,,,,,-2.5408788,,Left Foot,,,,"[55.6, 40.4]",,Ground Pass,6.545991,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,49,Barcelona,217,"['5db2d6ed-5b74-4023-920c-e3a42500c59d', 'b613f932-b9ef-47df-8a0c-2c0df8cf5fbc']",31,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:31.683,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.17281,,,,,,,,,,,,,,,bd7d798e-1e02-4e36-97bb-483ce2bc7f4c,893,,"[53.5, 45.6]",266254,20,,,,,-2.7875953,,Right Foot,,,,"[39.7, 40.5]",,Ground Pass,14.71224,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,Recovery,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,50,Celta Vigo,209,['53698972-c464-4c9d-ad24-3f02416f0382'],36,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:36.011,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.836945,,,,,,,,,,,,,,,9a8a0644-9af4-4b28-818c-12f7aad40615,897,,"[39.7, 40.4]",266254,20,,,,,-0.8293259,,Right Foot,,,,"[48.4, 30.9]",,Ground Pass,12.88177,,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,50,Celta Vigo,209,"['af38fff8-05dd-4a7a-b503-56f0997fcd22', 'fea8cd1d-8d68-4f82-820f-1ba7abfae498']",37,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:37.900,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,0.817346,,,,,,,,,,,,,,,f637c4fd-d963-441a-acaa-88733097611e,901,,"[47.1, 30.1]",266254,20,,,,,1.3439975,,Right Foot,,,,"[49.8, 41.8]",,Ground Pass,12.007498,,,,,Pedro Pablo Hernández,6801.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Center Back,50,Celta Vigo,209,"['1f8d9f5b-c8a5-43a0-9233-93f235b03d9e', '42712a1e-483b-4a80-b73f-3d87b68db251']",38,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:38.777,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,5.632331,,,,,,,,,,,,,,,ce0a19d8-da4e-404a-98d3-512298816362,904,,"[47.2, 37.5]",266254,20,,,,,-0.3599744,,Left Foot,,,,"[120.0, 10.1]",,High Pass,77.78561,,,Out,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Left Center Midfield,50,Celta Vigo,209,['42b58a9b-9941-40a9-8b28-8af796018a55'],40,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:20:40.206,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.7563,,,,,,,,,,,,,,,a2461a4a-1d70-45e2-94d6-a04849299f35,907,,"[6.0, 36.0]",266254,20,,,,,-0.84124064,,Left Foot,,,,"[21.2, 19.0]",,Ground Pass,22.804386,,,,,Javier Alejandro Mascherano,5506.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,51,Barcelona,217,['4081cd47-c209-45a3-a1e7-31b6ab81d4fa'],50,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:50.030,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.1576,,,,,,,,,,,,,,,b4b37695-0dbd-4644-b3dc-74d71b774817,910,,"[39.3, 19.4]",266254,20,,,,,-0.26940662,,Right Foot,,,,"[52.7, 15.7]",,Ground Pass,13.901439,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,51,Barcelona,217,['0578e322-3d62-4a42-b021-3b17d8094a7c'],59,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:59.590,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.0126,,,,,,,,,,,,,,,456d2c35-af69-4d7f-a26f-3f5790cdfaeb,914,,"[43.1, 16.4]",266254,21,,,,,3.0860941,,Right Foot,,,,"[30.5, 17.1]",,Ground Pass,12.61943,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,51,Barcelona,217,['302004be-2e83-4a0f-ba0e-f50329905719'],5,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:05.231,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.0185,,,,,,,,,,,,,,,dd4069b1-7010-45fe-9229-18e3ca3f2a77,918,,"[29.7, 20.4]",266254,21,,,,,1.6866069,,Right Foot,,,,"[24.5, 65.1]",,High Pass,45.001446,,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,51,Barcelona,217,['fa245a35-37b2-4e58-ad39-28ace5222039'],8,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:08.052,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7255,,,,,,,,,,,,,,,fd0283fa-4998-4649-adad-3e33b69e44e1,921,,"[58.1, 73.6]",266254,21,,,,,0.28647107,,Right Foot,,,,"[71.0, 77.4]",,Ground Pass,13.448049,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,51,Barcelona,217,['933d70c1-da55-4e09-8cc7-5ece42a7a1d5'],16,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.732,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.546478,,,,,,,,,,,,,,,4e979c62-0af5-4651-8a92-5af1e2d0dfc0,926,,"[31.2, 10.8]",266254,21,,,,,1.6340603,,Right Foot,,,,"[29.8, 32.9]",,Ground Pass,22.144299,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,Regular Play,Josep Señé Escudero,27342.0,Left Wing,52,Celta Vigo,209,['95ef860a-985e-44e3-9182-7671980159e4'],22,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:21:22.551,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.978849,,,,,,,,,,,,,,,0b2b1625-a5a8-4aec-a180-924d715c8f74,930,,"[36.1, 29.5]",266254,21,,,,,-1.6159917,,Right Foot,,,,"[35.2, 9.6]",,Ground Pass,19.920341,,,,,Josep Señé Escudero,27342.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,52,Celta Vigo,209,['7e5cae76-7c88-417e-8ace-f1d842e83199'],25,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:21:25.411,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.877838,,,,,,,,,,,,,,,9531407d-e2ff-4d77-a3b6-a2fa1562cca7,934,,"[36.1, 11.1]",266254,21,,,,,2.4402068,,Right Foot,,,,"[25.8, 19.8]",,Ground Pass,13.482581,,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Josep Señé Escudero,27342.0,Left Wing,52,Celta Vigo,209,"['55e95a9c-98f4-4cac-91a1-dcefa9fb8f48', 'c467cc4c-f7be-4667-a424-9ebc0b2a487d']",27,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:21:27.083,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.5524,,,,,,,,,,,,,,,fd823e0e-da57-4529-b95d-be45520795f1,938,,"[26.9, 20.5]",266254,21,,,,,0.14610854,,Left Foot,,,,"[56.8, 24.9]",,High Pass,30.222012,,,Incomplete,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Center Back,52,Celta Vigo,209,"['3e088079-e74d-4b88-a9d3-91612a4eab2f', 'a2273fc5-3c0d-4474-811a-170e3ddd9db1']",28,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:21:28.798,Pass,True,2015/2016
