bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,198e540a-7daa-4522-97c9-7c89b970430b,1,,,68330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 15584, 'name': 'Iván Helguera Bujía'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 15775, 'name': 'Fabio Cannavaro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25926, 'name': 'Roberto Carlos da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26021, 'name': 'Mahamadou Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26019, 'name': 'Émerson Ferreira da Rosa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15607, 'name': 'Raúl González Blanco'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 25924, 'name': 'José Maria Gutiérrez Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 25930, 'name': 'Róbson de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19729, 'name': 'Ruud van Nistelrooy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Real Madrid,220,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1cc098cb-9225-4504-956c-43a6235791d3,2,,,68330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 11270, 'name': 'Eiður Smári Guðjohnsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,217e2540-d58d-402e-bbf1-af7368b9cee6,3,,,68330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['8748eea8-747a-491d-9c07-a0db1ff3679e'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8748eea8-747a-491d-9c07-a0db1ff3679e,4,,,68330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['217e2540-d58d-402e-bbf1-af7368b9cee6'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69269bb0-646f-42ed-99c8-bacca06b78ea,1789,,,68330,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Barcelona,217,['54ff5243-b35c-429c-9654-5e279973573c'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54ff5243-b35c-429c-9654-5e279973573c,1790,,,68330,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Barcelona,217,['69269bb0-646f-42ed-99c8-bacca06b78ea'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,0.7477,,,,,,,,,,,,2d4d86fd-a661-4081-9b2a-ca62b7782258,5,,"[60.0, 40.0]",68330,0,,,,-1.487655,,Right Foot,,,,"[60.2, 37.6]",,Ground Pass,,2.408319,,,Ruud van Nistelrooy,19729.0,,,,,Kick Off,1,From Kick Off,Raúl González Blanco,15607.0,Right Wing,2,Real Madrid,220,['b7581323-5e5c-47a1-9fbc-1d2b3c94759d'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.200,Pass,,2006/2007
,,,,,,,,,,,,,,,1.035819,,,,,,,,,,,,be8b9c40-4e0b-4464-a494-4359e74e87b7,7,,"[59.8, 36.7]",68330,0,,,,2.4092846,,Left Foot,,,,"[48.9, 46.5]",,Ground Pass,,14.657763,,,Mahamadou Diarra,26021.0,,,,,,1,From Kick Off,Ruud van Nistelrooy,19729.0,Center Forward,2,Real Madrid,220,['9fedd862-2fd7-494e-9009-d1df9f5a24fb'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.947,Pass,,2006/2007
,,,,,,,,,,,,,,,4.416339,,,,,,,,,,,,e42477a9-ead1-4610-a61f-b96f7d6625fb,15,,"[93.4, 30.2]",68330,0,,,,0.9048271,,Right Foot,,,,"[120.9, 65.2]",,Ground Pass,,44.511234,Out,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Real Madrid,220,"['08df3cb3-5294-4ff4-b3f1-b8f8b67bdd18', '8eb1ae57-c8fa-4979-b893-9f03499bdecc']",7,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.982,Pass,True,2006/2007
,,,,,,,,,,,,,,,2.8251,,,,,,,,,,,,3a6df872-8265-4448-929b-15e55577b472,17,,"[6.0, 36.0]",68330,0,True,,,-0.12397156,,Left Foot,,,,"[70.2, 28.0]",,High Pass,,64.696526,,,Mahamadou Diarra,26021.0,,,,,Goal Kick,1,From Goal Kick,Iker Casillas Fernández,11179.0,Goalkeeper,3,Real Madrid,220,['c4f1b453-c023-4849-99c8-96fe5ee2443e'],31,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.022,Pass,,2006/2007
,,,,,,,,,,,,,,,3.7122,,,,,,,,,,,,359afe4c-7569-40dc-8090-a99ecbb777ac,19,,"[70.2, 28.0]",68330,0,,,,0.0358153,,Head,,,,"[100.9, 29.1]",,High Pass,,30.7197,Incomplete,,Ruud van Nistelrooy,19729.0,,,,,,1,From Goal Kick,Mahamadou Diarra,26021.0,Left Defensive Midfield,3,Real Madrid,220,"['10d637da-7d96-4906-b2b9-e291f0365aac', 'd3ec9d5d-19bd-4dae-813a-f85cfcf4c620']",33,,,,,,,,,,,,,,,,Real Madrid,220,00:00:33.893,Pass,,2006/2007
,,,,,,,,,,,,,,,2.612756,,,,,,,,,,,,d3ec9d5d-19bd-4dae-813a-f85cfcf4c620,21,,"[20.1, 51.9]",68330,0,,,,-0.8518114,,Right Foot,,,,"[60.1, 6.2]",,Low Pass,,60.73294,,,Ronaldo de Assis Moreira,25879.0,,True,,,Recovery,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,"['359afe4c-7569-40dc-8090-a99ecbb777ac', 'ad4a30c7-76dd-407c-a26f-14db976457e8']",37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.606,Pass,,2006/2007
,,,,,,,,,,,,,,,1.01191,,,,,,,,,,,,151dd2aa-37b0-4a07-859d-3ad93bfdfe34,32,,"[53.4, 13.8]",68330,0,,,,1.6250067,,Right Foot,,,,"[52.7, 26.7]",,Ground Pass,,12.918979,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,4,Barcelona,217,['083032ac-0933-4521-885d-70c58570fb22'],51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.459,Pass,,2006/2007
,,,,,,,,,,,,,,,1.472109,,,,,,,,,,,,b93078d7-5902-4e12-9283-5e61d84b4fdc,35,,"[54.2, 27.1]",68330,0,,,,0.7629804,,Right Foot,,,,"[65.6, 38.0]",,Ground Pass,,15.772445,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,['d71b24b2-c534-4371-804b-ab218324d57d'],53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.165,Pass,,2006/2007
,,,,,,,,,,,,,,,0.584689,,,,,,,,,,,,a952826d-8302-4e3e-a83a-1bfe3b252597,38,,"[66.2, 38.0]",68330,0,,,,1.009633,,Right Foot,,,,"[68.4, 41.5]",,Ground Pass,,4.1340055,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,4,Barcelona,217,['bb85db56-0f35-4cb8-89ec-94fcd5eb1a1b'],55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.054,Pass,,2006/2007
,,,,,,,,,,,,,,,1.285038,,,,,,,,,,,,45ddb6d2-b559-4bb1-a75d-369366e407fa,45,,"[66.2, 40.0]",68330,0,,,,-1.0753746,,Right Foot,,,,"[74.9, 23.9]",,Ground Pass,,18.300274,Unknown,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,5,Real Madrid,220,['38f5b196-7ef1-48eb-b7e9-467b9783c322'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.463,Pass,,2006/2007
,,,,,,,,,,,,,,,0.985539,,,,,,,,,,,,eb011d65-862a-4e8a-94fe-ae14589eb94e,49,,"[47.4, 63.7]",68330,1,True,,,-1.8041701,,Right Foot,,,,"[44.5, 51.5]",,Ground Pass,,12.539936,,,Émerson Ferreira da Rosa,26019.0,,,,,Free Kick,1,From Free Kick,Iván Helguera Bujía,15584.0,Right Center Back,6,Real Madrid,220,['531d3fc5-8319-4dc5-b932-f464d47ab357'],7,,,,,,,,,,,,,,,,Real Madrid,220,00:01:07.419,Pass,,2006/2007
,,,,,,,,,,,,,,,1.696893,,,,,,,,,,,,f9c2991d-839a-4e3d-bfd2-79151be248fa,51,,"[36.7, 60.4]",68330,1,True,,,-1.6694152,,Right Foot,,,,"[33.9, 32.1]",,Ground Pass,,28.438179,,,Fabio Cannavaro,15775.0,,,,,,1,From Free Kick,Émerson Ferreira da Rosa,26019.0,Right Center Midfield,6,Real Madrid,220,['7c8a84c4-3714-4cdc-a122-2118d9d354a0'],11,,,,,,,,,,,,,,,,Real Madrid,220,00:01:11.356,Pass,,2006/2007
,,,,,,,,,,,,,,,1.2381,,,,,,,,,,,,b5896c86-c064-454f-aebd-348afcf96106,54,,"[40.2, 24.9]",68330,1,,,,0.02015856,,Left Foot,,,,"[65.0, 25.4]",,High Pass,,24.80504,,,Róbson de Souza,25930.0,,,,,,1,From Free Kick,Fabio Cannavaro,15775.0,Left Center Back,6,Real Madrid,220,"['4c492398-3f62-4942-b0e5-62a41e4d4f3c', 'e3d902bc-818f-4e6d-af50-b21c37b96f90']",14,,,,,,,,,,,,,,,,Real Madrid,220,00:01:14.994,Pass,True,2006/2007
,,,,,,,,,,,,,,,1.314751,,,,,,,,,,,,5fa23bf4-37c9-4015-b740-a1372841f156,58,,"[51.0, 49.1]",68330,1,,,,1.8729415,,Left Foot,,,,"[43.8, 72.2]",,Ground Pass,,24.196074,,,Gianluca Zambrotta,15774.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,7,Barcelona,217,['9b89b8ea-91d7-4680-8fd3-aa06037dd3ea'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.756,Pass,,2006/2007
,,,,,,,,,,,,,,,2.414916,,,,,,,,,,,,0592ddcb-8073-492f-b558-1e0f7c6daec0,61,,"[39.0, 76.8]",68330,1,,,,-2.7159703,,Right Foot,,,,"[24.0, 70.0]",,Ground Pass,,16.469366,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,7,Barcelona,217,['773613e1-e58c-47f6-9d2f-73fadff3986e'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.954,Pass,,2006/2007
,,,,,,,,,,,,,,,0.798601,,,,,,,,,,,,f6a48d4f-38eb-4002-8a3b-c9ef8250c095,64,,"[22.5, 59.3]",68330,1,,,,-1.6173947,,Right Foot,,,,"[21.6, 40.0]",,Ground Pass,,19.320972,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,7,Barcelona,217,['fcd0e747-b654-497b-bda5-76b62c92c17b'],28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.305,Pass,,2006/2007
,,,,,,,,,,,,,,,1.290242,,,,,,,,,,,,28b81c14-ad08-47fd-86c6-62172871c55e,66,,"[21.8, 40.2]",68330,1,,,,1.5149539,,Left Foot,,,,"[22.7, 56.3]",,Ground Pass,,16.125135,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,7,Barcelona,217,['8cb1951b-914d-4e4a-82e0-da364a13371a'],29,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.104,Pass,,2006/2007
,,,,,,,,,,,,,,,2.897179,,,,,,,,,,,,4d7c22d2-5e5e-430a-b54a-7e9147bc92e6,69,,"[30.7, 54.6]",68330,1,,,,-1.147261,,Right Foot,,,,"[52.7, 5.8]",,High Pass,,53.529804,,,Sylvio Mendes Campos Junior,25854.0,,True,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,7,Barcelona,217,['8764b6ab-c73a-48e1-b963-48efa9f24c02'],33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.317,Pass,,2006/2007
,,,,,,,,,,,,,,,1.182287,,,,,,,,,,,,4c98a797-c3df-4bf6-9cd6-f0b3527a77d3,72,,"[63.2, 5.8]",68330,1,,,,0.026309717,,Left Foot,,,,"[78.4, 6.2]",,Ground Pass,,15.205262,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,7,Barcelona,217,['3edaaee4-9bf8-4f2b-8330-765401049347'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.314,Pass,,2006/2007
,,,,,,,,,,,,,,,0.365448,,,,,,,,,,,,d8c1c14d-e9eb-4be5-9733-2979b7450974,79,,"[40.0, 70.2]",68330,1,,,,-0.49461117,,Left Foot,,,,"[48.9, 65.4]",,Ground Pass,,10.111875,,,Émerson Ferreira da Rosa,26019.0,,,,,,1,Regular Play,Raúl González Blanco,15607.0,Right Wing,7,Barcelona,217,['835bd6db-92dd-44c7-a8f6-9115e2be8aa4'],42,,,,,,,,,,,,,,,,Real Madrid,220,00:01:42.013,Pass,,2006/2007
,,,,,,,,,,,,,,,0.511099,,,,,,,,,,,,651c28a5-64c2-4eae-b88e-d4fe9914bebc,82,,"[48.7, 64.8]",68330,1,,,,-0.8224183,,Right Foot,,,,"[52.6, 60.6]",,Ground Pass,,5.731492,Incomplete,,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Émerson Ferreira da Rosa,26019.0,Right Center Midfield,7,Barcelona,217,"['166e9627-4c05-4d33-98ef-03f8df519702', '60e91c2b-1ef3-4b7f-b955-74bd24fd016f']",42,,,,,,,,,,,,,,,,Real Madrid,220,00:01:42.994,Pass,,2006/2007
,,,,,,,,,,,,,,,0.808805,,,,,,,,,,,,a782b170-3843-4859-9b87-196449eb6505,91,,"[41.9, 50.2]",68330,1,,,,0.8519663,,Right Foot,,,,"[48.2, 57.4]",,Ground Pass,,9.567131,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Mahamadou Diarra,26021.0,Left Defensive Midfield,8,Real Madrid,220,['34429bd6-ba6c-47e5-bae8-f14e20baed60'],49,,,,,,,,,,,,,,,,Real Madrid,220,00:01:49.638,Pass,,2006/2007
,,,,,,,,,,,,,,,1.668454,,,,,,,,,,,,477b0915-d11a-4550-8123-63ef7eeb3652,94,,"[44.3, 52.1]",68330,1,,,,-1.1439795,,Left Foot,,,,"[62.4, 12.3]",,Low Pass,,43.72242,,,Róbson de Souza,25930.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,8,Real Madrid,220,['a4ba92c3-3eb3-4b83-ac62-533bbe65a9e8'],51,,,,,,,,,,,,,,,,Real Madrid,220,00:01:51.538,Pass,,2006/2007
,,,,,,,,,,,,,,,0.977038,,,,,,,,,,,,ee38daf6-da1a-4771-abfe-f14a8739031f,97,,"[65.4, 23.8]",68330,1,,,,1.2501062,,Right Foot,,,,"[74.8, 52.1]",,Ground Pass,,29.820295,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Róbson de Souza,25930.0,Left Wing,8,Real Madrid,220,['89477a68-6064-4cb7-81df-90880d1c9022'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:01:56.893,Pass,,2006/2007
,,,,,,,,,,,,,,,1.096994,,,,,,,,,,,,e263a580-6815-4ad6-9790-e950b0c417a5,100,,"[77.2, 57.1]",68330,1,,,,1.0734537,,Left Foot,,,,"[84.8, 71.1]",,Ground Pass,,15.929846,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,8,Real Madrid,220,['b9ea16b9-9c3c-459d-adc4-84435225d3f8'],59,,,,,,,,,,,,,,,,Real Madrid,220,00:01:59.280,Pass,,2006/2007
,,,,,,,,,,,,,,,1.6061,,,,,,,,,,,,4bcd6424-2cba-4904-91c4-a013cc9a6125,103,,"[95.5, 68.9]",68330,2,,,,-1.1881231,ce1255ba-46a5-4531-8870-8144bae7583d,Right Foot,True,,,"[108.3, 37.1]",True,High Pass,,34.279438,,,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Right Back,8,Real Madrid,220,['790c59b4-7eb0-4fb2-8b7a-18f5db640ebb'],1,,,,,,,,,,,,,,,,Real Madrid,220,00:02:01.966,Pass,,2006/2007
,,,,,,,,,,,,,,,1.787624,,,,,,,,,,,,20c372a3-9872-4840-bba2-fe9a64e487ac,107,,"[61.0, 41.0]",68330,2,,,,-1.5707964,,Right Foot,,,,"[61.0, 37.8]",,Ground Pass,,3.2,,,Anderson Luís de Souza,19757.0,,,,,Kick Off,1,From Kick Off,Eiður Smári Guðjohnsen,11270.0,Center Forward,9,Barcelona,217,['d796320a-6656-46e5-bbc4-30c3a48e6654'],57,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.944,Pass,,2006/2007
,,,,,,,,,,,,,,,1.693344,,,,,,,,,,,,3fc2ea26-1282-4f88-b72d-926810e04a83,110,,"[65.1, 35.4]",68330,3,,,,-2.2489157,,Right Foot,,,,"[47.7, 13.8]",,Ground Pass,,27.736618,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,9,Barcelona,217,['e8c564e2-f8b8-4c16-93c1-eb3362b61bd4'],0,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.994,Pass,,2006/2007
,,,,,,,,,,,,,,,1.548543,,,,,,,,,,,,2507106c-0c16-42df-89b9-07cf4f21bc80,113,,"[46.2, 14.3]",68330,3,,,,2.5552764,,Left Foot,,,,"[32.5, 23.4]",,Ground Pass,,16.446884,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Sylvio Mendes Campos Junior,25854.0,Left Back,9,Barcelona,217,['503837ef-5dd9-4365-a07b-0bf24939200b'],4,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.204,Pass,,2006/2007
,,,,,,,,,,,,,,,1.526892,,,,,,,,,,,,28ee04f0-b3f0-4365-aab4-67dde3a5008c,116,,"[30.1, 24.1]",68330,3,,,,1.592532,,Right Foot,,,,"[29.4, 56.3]",,Ground Pass,,32.207607,,,Lilian Thuram,15071.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,9,Barcelona,217,['2fdc0b6f-93c1-4d3c-81ba-e1fdb50057fd'],6,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.329,Pass,,2006/2007
,,,,,,,,,,,,,,,1.113643,,,,,,,,,,,,074347da-adda-4e77-bbe1-a8ea65420e32,119,,"[31.6, 58.3]",68330,3,,,,-0.060698826,,Right Foot,,,,"[49.7, 57.2]",,Ground Pass,,18.133394,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Lilian Thuram,15071.0,Right Center Back,9,Barcelona,217,['b7bd7b0a-ff20-450b-90d7-7f9abb265663'],9,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.510,Pass,,2006/2007
,,,,,,,,,,,,,,,1.37062,,,,,,,,,,,,fb812b32-36a5-40e6-aff7-5825471a98f6,122,,"[49.7, 57.2]",68330,3,,,,2.7071145,,Right Foot,,,,"[34.4, 64.3]",,Ground Pass,,16.867128,,,Lilian Thuram,15071.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Right Center Midfield,9,Barcelona,217,['92c95761-4de4-463b-a6fa-f8d8dfa4f238'],10,,,,,,,,,,,,,,,,Barcelona,217,00:03:10.859,Pass,,2006/2007
,,,,,,,,,,,,,,,1.294401,,,,,,,,,,,,88c17169-daa5-4a2c-853e-8b7732011fdb,125,,"[40.1, 65.9]",68330,3,,,,-0.6381207,,Right Foot,,,,"[61.0, 50.4]",,Ground Pass,,26.020376,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,From Kick Off,Lilian Thuram,15071.0,Right Center Back,9,Barcelona,217,['1b0d2b9c-0021-4a76-a6dc-1f893a6132eb'],14,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.650,Pass,,2006/2007
,,,,,,,,,,,,,,,0.28344,,,,,,,,,,,,ecf940bb-23d4-4aeb-a8c3-aacc18d771e0,129,,"[65.6, 41.5]",68330,3,,,,-1.2211893,,Right Foot,,,,"[69.1, 31.9]",,Ground Pass,,10.218122,,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Eiður Smári Guðjohnsen,11270.0,Center Forward,9,Barcelona,217,['cbce5690-1db3-4e39-86dc-af62cf415dfb'],18,,,,,,,,,,,,,,,,Barcelona,217,00:03:18.485,Pass,,2006/2007
,,,,,,,,,,,,,,,1.513314,,,,,,,,,,,,5b419115-24f5-4bd5-8885-4ffa4f3e894a,133,,"[79.5, 29.7]",68330,3,,,,-1.0173905,,Right Foot,,,,"[91.3, 10.6]",,Ground Pass,,22.451057,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,9,Barcelona,217,['e130f375-0e1e-4adb-b111-78c7d2962d91'],19,,,,,,,,,,,,,,,,Barcelona,217,00:03:19.986,Pass,,2006/2007
,,,,,,,,,,,,,,,3.010569,,,,,,,,,,,,13a8e803-1cbe-47c5-8410-79f869be7ee7,145,,"[13.0, 57.1]",68330,4,True,,,0.23884377,,Left Foot,,,,"[78.3, 73.0]",,High Pass,,67.207886,,,Mahamadou Diarra,26021.0,,,,,Free Kick,1,From Free Kick,Iker Casillas Fernández,11179.0,Goalkeeper,11,Real Madrid,220,['bc52be36-7a47-4981-b82f-24f84e899878'],5,,,,,,,,,,,,,,,,Real Madrid,220,00:04:05.166,Pass,,2006/2007
,,,,,,,,,,,,,,,0.774837,,,,,,,,,,,,788597af-7965-42c0-bad0-83bc4514f5dc,148,,"[72.0, 76.7]",68330,4,,,,-2.8302224,,Right Foot,,,,"[63.3, 73.9]",,Ground Pass,,9.139475,,,Sergio Ramos García,5201.0,,,,,,1,From Free Kick,Mahamadou Diarra,26021.0,Left Defensive Midfield,11,Real Madrid,220,"['6f4831da-b0fe-4541-ada7-147ff7472a5b', 'd8e5b21e-cc23-4949-b4ec-b51ccc4d8ef0']",9,,,,,,,,,,,,,,,,Real Madrid,220,00:04:09.614,Pass,True,2006/2007
,,,,,,,,,,,,,,,1.267148,,,,,,,,,,,,acd9b593-e048-4892-802b-a24447b0b303,151,,"[60.7, 78.0]",68330,4,,,,-2.633856,,Left Foot,,,,"[47.4, 70.6]",,Low Pass,,15.220053,,,Iván Helguera Bujía,15584.0,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Right Back,11,Real Madrid,220,['875e4b7e-f72e-46a4-a4f7-69b272715525'],12,,,,,,,,,,,,,,,,Real Madrid,220,00:04:12.112,Pass,,2006/2007
,,,,,,,,,,,,,,,1.702152,,,,,,,,,,,,90ffaeea-bf15-4bda-9b43-3c1d6d343327,154,,"[49.3, 68.9]",68330,4,,,,-1.4012082,,Right Foot,,,,"[54.3, 39.7]",,Ground Pass,,29.624989,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,From Free Kick,Iván Helguera Bujía,15584.0,Right Center Back,11,Real Madrid,220,['d2291708-e168-4f2b-81d7-23eacdee25cc'],14,,,,,,,,,,,,,,,,Real Madrid,220,00:04:14.669,Pass,,2006/2007
