50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d254e737-0845-4c9c-a69f-29c7b3c8b5f6,1,,,68340,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25889, 'name': 'Pablo Pinillos Caro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 26067, 'name': 'Oriol Lozano Farrán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26068, 'name': 'Rubén González Rocha'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 26069, 'name': 'Luis Fernández Gutiérrez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 26071, 'name': 'Víctor Javier Añino Bermúdez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26073, 'name': 'Gonzalo Colsa Albendea'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26072, 'name': 'Cristian Osvaldo Álvarez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 19577, 'name': 'Pedro Manuel Munitis Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26074, 'name': 'Nikola Žigić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b74a342c-9606-4590-9f3f-7804ad5b884a,2,,,68340,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2006/2007
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,798a2717-5a4e-43ff-a2a2-6163d193e586,3,,,68340,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,['998bbcb9-97aa-4576-a5fb-e423e0c6e08a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,998bbcb9-97aa-4576-a5fb-e423e0c6e08a,4,,,68340,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,['798a2717-5a4e-43ff-a2a2-6163d193e586'],0,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1f92ae77-476c-43c9-823b-8226074076fc,1764,,,68340,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Barcelona,217,['d47e2055-2be9-4b10-b306-9e6b91b22430'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d47e2055-2be9-4b10-b306-9e6b91b22430,1765,,,68340,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Barcelona,217,['1f92ae77-476c-43c9-823b-8226074076fc'],0,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2006/2007
,,,,,,,,,,,,,,,,,,,0.4422,,,,,,,,,,,,,,,e2de2ae1-72af-4faa-bccc-bbc733181495,5,,"[60.0, 40.0]",68340,0,,,,-1.4601392,,Left Foot,,,"[60.2, 38.2]",,Ground Pass,,1.811077,,,,,Pedro Manuel Munitis Álvarez,19577.0,,,,,,Kick Off,1,From Kick Off,Nikola Žigić,26074.0,Left Center Forward,2,Racing Santander,1217,['1de8bc28-db25-4f74-9a5b-bdfac16b70ae'],0,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.394,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,,1.453848,,,,,,,,,,,,,,,f635ece3-4dd2-4f22-95cc-3dd5e282dc01,8,,"[59.1, 38.4]",68340,0,,,,-2.7802758,,Right Foot,,,"[41.9, 31.9]",,Ground Pass,,18.387224,,,,,Gonzalo Colsa Albendea,26073.0,,,,,,,1,From Kick Off,Pedro Manuel Munitis Álvarez,19577.0,Right Center Forward,2,Racing Santander,1217,['7d269255-8c4a-4960-a2cb-4a6ccc8dd604'],1,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:01.251,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,,3.0602,,,,,,,,,,,,,,,fe866133-51d0-424d-b954-d95404d4aa88,11,,"[41.9, 31.9]",68340,0,,,,0.45839372,,Right Foot,,,"[87.7, 54.5]",,High Pass,,51.0725,,,,,Cristian Osvaldo Álvarez,26072.0,,,,,,,1,From Kick Off,Gonzalo Colsa Albendea,26073.0,Left Defensive Midfield,2,Racing Santander,1217,['99752e12-d751-44f6-a6bd-d9ae438724f6'],3,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:03.667,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,,1.992752,,,,,,,,,,,,,,,ff4e57f9-2024-49c1-9756-6669a6f9ed3d,13,,"[87.7, 54.5]",68340,0,,,,-0.638086,,Head,,,"[105.5, 41.3]",,High Pass,,22.160324,,,Incomplete,,Pedro Manuel Munitis Álvarez,19577.0,,,,,,,1,From Kick Off,Cristian Osvaldo Álvarez,26072.0,Right Midfield,2,Racing Santander,1217,"['2488b299-2fd8-43b3-90d8-7748f0440406', '8d46f9ca-04ba-47c6-8b12-a7790e22bdd3']",6,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:06.767,Pass,,2006/2007
