ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.58406,,,,,,,,,,,,ff87c467-2c5a-4259-8e56-9c6289aaacb7,2706,,"[80.0, 65.5]",9742,68,,,,,0.3366748,,Left Foot,,,,"[90.0, 69.0]",,Ground Pass,,10.5948105,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,130,Barcelona,217,['482c9ec9-cde4-4907-8767-4676fe1270e0'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:04.983,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.311899,,,,,,,,,,,,3fddd18b-aeab-485a-b5ea-898d829abca7,2709,,"[92.2, 69.3]",9742,68,,,,,0.16697016,,Right Foot,,,,"[110.0, 72.3]",,Ground Pass,,18.051039,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Midfield,130,Barcelona,217,['85571760-8af3-45f7-aba7-500fc6088a30'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:07.150,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.791497,,,,,,,,,,,,b6877730-8adf-4b9e-ae2e-16db91e4c57a,2712,,"[117.4, 70.5]",9742,68,,,,,-1.6920621,,Right Foot,True,,,"[114.0, 42.6]",,Low Pass,,28.106405,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,130,Barcelona,217,"['21a7f5f6-373c-49e8-99cf-bdc4bd8e9a60', '57cf59ce-6b1d-427d-a51b-9bff7ee6ff79']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.960,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.916038,,,,,,,,,,,,5833160f-c6d3-409a-a35a-4de6aecb91e0,2715,,"[120.0, 80.0]",9742,68,,,,,-2.7209294,,Left Foot,,,,"[112.4, 76.6]",,Ground Pass,,8.325863,,,Andrés Iniesta Luján,5216.0,,,,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,131,Barcelona,217,['02c2bfb5-7b15-4b92-b41f-320aa28825cb'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:41.076,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.838337,,,,,,,,,,,,7c06c87b-77f8-4376-8304-e47eefd4aa71,2718,,"[110.7, 77.8]",9742,68,,,,,-2.8430936,,Right Foot,,,,"[105.5, 76.2]",,Ground Pass,,5.440588,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Midfield,131,Barcelona,217,['49677e55-cc8b-4f01-8f2e-a02a40e93d00'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:44.179,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.565025,,,,,,,,,,,,dc96e42c-cbfb-4830-8a68-15eb52e562fa,2721,,"[100.5, 71.7]",9742,68,,,,,-2.161103,,Left Foot,,,,"[87.1, 51.7]",,Ground Pass,,24.074053,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,131,Barcelona,217,['1cff3e8c-4f93-4445-b4be-5a10ba44b185'],47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.293,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.326131,,,,,,,,,,,,f0858d3d-32b8-4770-b6f2-518a465ff1b2,2725,,"[84.5, 52.9]",9742,68,,,,,-3.0525432,,Left Foot,,,,"[67.7, 51.4]",,Ground Pass,,16.86683,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,131,Barcelona,217,"['4af3433b-2b07-4ae7-8860-4a5707704339', '8cbf8a25-65ad-46bb-a49e-7c8bafc7186e']",49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.590,Pass,True,2017/2018
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,1a114e5c-4af8-4d41-b22d-ab1ad7b94e21,2728,,"[56.7, 43.1]",9742,68,,,,,3.1157682,,Right Foot,,,,"[29.6, 43.8]",,Ground Pass,,27.10904,,,Marc-André ter Stegen,20055.0,,,,,,2,From Corner,Nélson Cabral Semedo,6374.0,Right Back,131,Barcelona,217,['0fe1e6ec-0a7a-43e2-9e83-46e3f0a43255'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:53.792,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.63004,,,,,,,,,,,,3c20d2bb-f589-4618-88dc-8054eedb9103,2731,,"[30.5, 43.1]",9742,68,,,,,0.800103,,Right Foot,,,,"[43.9, 56.9]",,Ground Pass,,19.235384,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Marc-André ter Stegen,20055.0,Goalkeeper,131,Barcelona,217,['6bbd2206-19b2-40cb-87f5-0ac96db9bea7'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:57.736,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.132633,,,,,,,,,,,,2e9503b1-ef71-4322-a480-bcf3783ba117,2734,,"[45.0, 57.8]",9742,69,,,,,0.5718377,,Left Foot,,,,"[55.1, 64.3]",,Ground Pass,,12.010828,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,131,Barcelona,217,['41275536-21c3-4b00-8694-1707f09ff980'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:00.967,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.00702,,,,,,,,,,,,3576bec8-c81c-4fbe-81b8-1d6e04a48245,2737,,"[57.2, 67.3]",9742,69,,,,,1.3868529,,Left Foot,,,,"[58.8, 75.9]",,Ground Pass,,8.747571,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Corner,Nélson Cabral Semedo,6374.0,Right Back,131,Barcelona,217,['785cd6a6-9344-45a4-9c6d-8bbed89e91fb'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:04.091,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.799673,,,,,,,,,,,,8b44e376-4fa5-4899-856d-c3daf3c55921,2742,,"[65.8, 38.6]",9742,69,,,,,-2.6568003,,Right Foot,,,,"[52.7, 31.7]",,Ground Pass,,14.80608,,,Ivan Rakitić,5470.0,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Midfield,131,Barcelona,217,"['64dfd1af-292f-4a11-9b31-8caeef84233a', 'ef8fc0eb-0c89-4b51-a548-f40d8a1f424e']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:12.059,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.090809,,,,,,,,,,,,84767d9e-5a0a-43b4-ae95-33f97453c2bf,2745,,"[51.9, 34.0]",9742,69,,,,,1.7149507,,Right Foot,,,,"[50.1, 46.4]",,Ground Pass,,12.529964,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Corner,Ivan Rakitić,5470.0,Left Defensive Midfield,131,Barcelona,217,['58abd68b-2aa1-4004-b9e4-0c225fa666b6'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:13.197,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.522944,,,,,,,,,,,,99d15f37-ed96-465d-a353-6af594c6d2e1,2748,,"[50.1, 53.8]",9742,69,,,,,0.6799089,,Right Foot,,,,"[68.9, 69.0]",,Low Pass,,24.176022,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Javier Alejandro Mascherano,5506.0,Right Center Back,131,Barcelona,217,['431d5a20-4de0-427b-a2ee-9604ee353b07'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:15.513,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.698058,,,,,,,,,,,,6096a6e6-387c-42f7-bb58-c656c3f54bb3,2751,,"[71.9, 70.9]",9742,69,,,,,-0.38862526,,Left Foot,,,,"[84.6, 65.7]",,Ground Pass,,13.723338,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,131,Barcelona,217,"['053e2915-5e8a-4062-b168-4df5797302be', '4ee104ea-9173-4214-afe3-91e825343a1c']",18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:18.186,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.074335,,,,,,,,,,,,f75b9bb0-c2c6-4278-80bf-bebdca351874,2755,,"[41.7, 23.2]",9742,69,,,,,-0.2256807,,Right Foot,,,,"[61.3, 18.7]",,Ground Pass,,20.109947,Incomplete,,Emmanuel Okyere Boateng,6678.0,,,,,,2,From Corner,Antonio Manuel Luna Rodríguez,6675.0,Left Back,131,Barcelona,217,"['4b6aa277-0159-41d5-bf7e-aab1c7b5ce21', 'd25acd20-b0d1-49f5-b245-018dc2ed81e1']",20,,,,,,,,,,,,,,,,,,,Levante UD,221,00:24:20.925,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.409039,,,,,,,,,,,,bfd9c0a8-fb4d-4216-9824-d7b435ac31ae,2763,,"[57.5, 13.4]",9742,69,,,,,1.741836,,Right Foot,,,,"[55.6, 24.4]",,Ground Pass,,11.162885,,,Roberto Suárez Pier,6807.0,,,,,,2,Regular Play,Saša Lukić,6687.0,Center Defensive Midfield,132,Levante UD,221,['2036d306-ce65-449d-81d1-2f537cfb0bfa'],27,,,,,,,,,,,,,,,,,,,Levante UD,221,00:24:27.584,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.714375,,,,,,,,,,,,3414816f-aab6-4349-b0ad-11238e5c4176,2766,,"[55.6, 36.7]",9742,69,,,,,1.1371555,,Right Foot,,,,"[67.5, 62.4]",,Ground Pass,,28.32137,,,Shaquell Moore,6806.0,,,,,,2,Regular Play,Roberto Suárez Pier,6807.0,Right Center Midfield,132,Levante UD,221,['ac6b40bd-1735-4639-ad85-8d70763a73bf'],30,,,,,,,,,,,,,,,,,,,Levante UD,221,00:24:30.195,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.336507,,,,,,,,,,,,8aea74f3-7c22-4c6b-bf19-815e01b9469a,2769,,"[92.0, 68.1]",9742,69,,,,,-1.1249751,,Right Foot,True,,,"[103.9, 43.2]",,Low Pass,,27.597464,Incomplete,,,,,,,,,2,Regular Play,Shaquell Moore,6806.0,Right Back,132,Levante UD,221,['6e3540e6-cd75-4eaa-b734-8268369d6d9c'],35,,,,,,,,,,,,,,,,,,,Levante UD,221,00:24:35.510,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.778998,,,,,,,,,,,,d4f3794b-2583-4f08-85c4-54a8ebda4dbb,2777,,"[37.5, 69.3]",9742,70,,True,,,-1.5707964,,Right Foot,,,,"[37.5, 55.9]",,Ground Pass,,13.4,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Free Kick,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,134,Barcelona,217,['378aa5ef-3c47-4705-8797-6be3c1efd0ad'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:08.837,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.643043,,,,,,,,,,,,15ee85d8-6f79-4b7f-956c-c89cde989768,2779,,"[36.7, 44.0]",9742,70,,True,,,-1.0659349,,Right Foot,,,,"[47.2, 25.0]",,Ground Pass,,21.708294,,,Thomas Vermaelen,6332.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,134,Barcelona,217,['b0f355dd-ea66-472e-84c5-1710f865690f'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:10.616,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.013593,,,,,,,,,,,,58f9003c-6d4d-41c6-a9f9-019101b69bfb,2781,,"[47.7, 25.0]",9742,70,,,,,1.226149,,Left Foot,,,,"[50.5, 32.8]",,Ground Pass,,8.28734,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,134,Barcelona,217,['47ee8bb0-d37a-4272-8796-7ef5b8f18a0c'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:11.469,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.398538,,,,,,,,,,,,04b7990c-3b82-4fef-a19f-eb4dfeeaab9b,2784,,"[49.3, 35.7]",9742,70,,,,,1.2565644,,Right Foot,,,,"[55.8, 55.7]",,Ground Pass,,21.029741,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,134,Barcelona,217,['e0a80ced-b1d9-42e5-b90d-005869995b71'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:13.411,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.912628,,,,,,,,,,,,0304f509-1a3d-476b-ae0a-b8e3bf4947ec,2787,,"[60.8, 62.2]",9742,70,,,,,-0.3596333,,Right Foot,,,,"[111.6, 43.1]",,High Pass,,54.272,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Defensive Midfield,134,Barcelona,217,"['15fac905-fb81-4939-bc38-6fc14e3d510d', 'ce7ffec3-08d4-41cc-91f1-b03ba5251dd7']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:16.715,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.234926,,,,,,,,,,,,98641f11-12d2-47ec-b150-20533f926d1c,2790,,"[8.5, 34.9]",9742,70,,True,,,-0.77782255,,Keeper Arm,,,,"[35.1, 8.7]",,Ground Pass,,37.336308,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,2,Regular Play,Oier Olazábal Paredes,6692.0,Goalkeeper,135,Levante UD,221,['fe29c234-8528-4200-9e8f-ccbb78d3f537'],26,,,,,,,,,,,,,,,,,,,Levante UD,221,00:25:26.177,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.202114,,,,,,,,,,,,1c95a112-294c-4d39-8da2-bbbc0e84fa1d,2794,,"[35.1, 7.5]",9742,70,,,,,-3.1213253,,Left Foot,,,,"[20.3, 7.2]",,Ground Pass,,14.8030405,,,Sergio Postigo Redondo,6682.0,,,,,,2,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,135,Levante UD,221,"['d7e091cc-2765-43c8-82b2-79b8c802d9e1', 'f696ac3e-2ca7-4b20-ab23-4e48de8e0ff9']",28,,,,,,,,,,,,,,,,,,,Levante UD,221,00:25:28.438,Pass,True,2017/2018
,,,,,,,,,,,,,,,,2.259332,,,,,,,,,,,,020ad62c-d642-4ad9-a375-199d0f242664,2798,,"[20.3, 17.0]",9742,70,,,,,1.49454,,Right Foot,,,,"[23.7, 61.5]",,High Pass,,44.6297,,,Erick Cathriel Cabaco Almada,6809.0,,True,,,,2,Regular Play,Sergio Postigo Redondo,6682.0,Left Center Back,135,Levante UD,221,['e754152c-edb4-4db5-85dc-02938bb4d570'],32,,,,,,,,,,,,,,,,,,,Levante UD,221,00:25:32.101,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.257701,,,,,,,,,,,,9a6ec24e-7021-4cbe-8bbb-1ea4f8afd3bd,2802,,"[30.6, 67.4]",9742,70,,,,,-0.6036042,,Right Foot,,,,"[46.7, 56.3]",,Ground Pass,,19.555561,,,Cheick Doukouré,6683.0,,,,,,2,Regular Play,Erick Cathriel Cabaco Almada,6809.0,Right Center Back,135,Levante UD,221,"['0e1b3676-6622-434e-8a89-e9d9268d8871', '3f715215-ffa1-41f9-a5ab-47e5b0ec58e6']",35,,,,,,,,,,,,,,,,,,,Levante UD,221,00:25:35.858,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.061729,,,,,,,,,,,,d5b50e05-2546-4a0a-ad74-81f092ee0cbb,2806,,"[48.7, 54.9]",9742,70,,,,,1.1536268,,Right Foot,,,,"[56.5, 72.5]",,High Pass,,19.250975,,,Shaquell Moore,6806.0,,,,,,2,Regular Play,Cheick Doukouré,6683.0,Left Center Midfield,135,Levante UD,221,"['b5cff376-6323-49d7-ba3b-e4af582cd1d3', 'e968ed41-9c44-4ff3-ad31-be0bad96c339']",37,,,,,,,,,,,,,,,,,,,Levante UD,221,00:25:37.266,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.719246,,,,,,,,,,,,41357c1d-753f-4812-b7f8-021fc0406eaf,2810,,"[56.7, 0.1]",9742,70,,,,,0.6717954,,,,,,"[65.0, 6.7]",,Low Pass,,10.604244,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['3d6b099d-8b84-4524-a867-ded444f2ff80'],47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:47.746,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.988944,,,,,,,,,,,,df6907a2-1ddc-4139-82d9-3285ecc892c3,2816,,"[77.9, 11.5]",9742,71,,True,,,2.0114439,,Right Foot,,,,"[63.8, 41.4]",,Ground Pass,,33.057827,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Free Kick,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Midfield,137,Barcelona,217,['31711cef-8f43-41fb-b9ac-23b9893705be'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:02.487,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.75688,,,,,,,,,,,,7d0afdd3-97f8-47a1-bb72-79fe5c990168,2818,,"[65.7, 46.7]",9742,71,,,,,1.2198763,,Left Foot,,,,"[69.8, 57.9]",,Ground Pass,,11.926861,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,137,Barcelona,217,['4b17b0e9-d899-40b2-90a4-4682995ac622'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:04.062,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.059996,,,,,,,,,,,,2cef4123-3c3c-4f91-b798-5d5a8c09b402,2821,,"[70.3, 69.0]",9742,71,,,,,0.7157436,,Right Foot,,,,"[77.2, 75.0]",,Ground Pass,,9.14385,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Midfield,137,Barcelona,217,['10644ec0-11d9-440e-983f-cff2840ce3dc'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:06.101,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.134044,,,,,,,,,,,,1cc000ca-659e-4737-917c-c22360f761fd,2823,,"[75.2, 72.9]",9742,71,,,,,-2.8809903,,Right Foot,,,,"[70.7, 71.7]",,Ground Pass,,4.6572523,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,137,Barcelona,217,['73e91703-5bed-4e4d-8c93-857e378d2d53'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:07.161,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.98864,,,,,,,,,,,,cb469d25-be80-487e-b349-9742411b3fce,2826,,"[69.5, 66.4]",9742,71,,,,,-1.8509043,,Right Foot,,,,"[67.4, 59.1]",,Ground Pass,,7.5960517,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Midfield,137,Barcelona,217,['943e6fd8-d333-41a4-ae9b-11311b56e04d'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:09.190,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.720713,,,,,,,,,,,,9e9200cb-c491-4434-b416-5c1917b29410,2829,,"[69.8, 59.8]",9742,71,,,,,2.203545,,Right Foot,,,,"[66.5, 64.3]",,Ground Pass,,5.5803227,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,137,Barcelona,217,['f6fd8ed3-9e9e-4a6e-86ed-d1793409e3d8'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:11.742,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.246521,,,,,,,,,,,,fd41a4e7-0623-4535-8fb0-eee82e47c545,2832,,"[64.1, 61.6]",9742,71,,,,,-2.1498706,,Right Foot,,,,"[52.2, 43.4]",,Ground Pass,,21.745115,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Midfield,137,Barcelona,217,['586cd7ff-4ce9-4908-bba8-7e4fa43384ed'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:12.542,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.067187,,,,,,,,,,,,fb44f1ee-ebdd-4bbd-911c-a5caf3296770,2835,,"[55.8, 42.2]",9742,71,,,,,-0.9666335,,Right Foot,,,,"[63.6, 30.9]",,Ground Pass,,13.730622,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,137,Barcelona,217,['509fbcd5-6bf6-4b73-a04b-8a46bcc973bb'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:15.185,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.163745,,,,,,,,,,,,6f91339e-33fe-4d5e-a01f-b29dd7f2a9bb,2839,,"[64.5, 25.8]",9742,71,,,,,-2.709185,,Right Foot,,,,"[56.7, 22.2]",,Ground Pass,,8.5906925,,,Thomas Vermaelen,6332.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Defensive Midfield,137,Barcelona,217,"['4c304433-f6d8-42fa-bd50-2605cffa1001', 'c59fd594-8f68-4614-9b52-92191730d660']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:17.173,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.404573,,,,,,,,,,,,ef17b01a-207d-4eb7-95f9-d8666422e346,2842,,"[54.3, 26.2]",9742,71,,,,,1.4701277,,Left Foot,,,,"[56.3, 46.0]",,Ground Pass,,19.900753,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,137,Barcelona,217,['d5711189-a329-4070-8c8f-614abd1d9bf4'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:19.457,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.827174,,,,,,,,,,,,31dab02f-5e8b-4772-9764-d64002dd472b,2845,,"[58.4, 48.4]",9742,71,,,,,0.014491739,f7817536-7634-46b4-bece-f73994fb911b,Right Foot,,,,"[106.7, 49.1]",,High Pass,,48.305073,,,Luis Alberto Suárez Díaz,5246.0,True,,Through Ball,True,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,137,Barcelona,217,['2a9a7add-92f5-4beb-8cd2-4db99d1c99fb'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:21.980,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.768671,,,,,,,,,,,,ccf6eb23-cdb8-4ed1-bf35-f2b90f618e68,2857,,"[120.0, 80.0]",9742,71,,,,,-1.8579695,,Right Foot,,,,"[108.6, 41.4]",,High Pass,,40.24823,,True,Lionel Andrés Messi Cuccittini,5503.0,,,Outswinging,,Corner,2,From Corner,Ivan Rakitić,5470.0,Left Defensive Midfield,138,Barcelona,217,['d5038faa-2406-4db0-8627-6b3ac30164c8'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:55.388,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.56821,,,,,,,,,,,,3b50d19f-4e23-4981-9097-24934f0039d2,2860,,"[107.1, 39.3]",9742,71,,,,True,-1.174557,,,,,,"[111.2, 29.5]",,High Pass,,10.623088,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,138,Barcelona,217,"['293bc028-2e1a-458d-a5e5-7192c8287ba7', '4512aa7b-f7e7-4f5d-a310-d783caea548f']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:57.157,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.71372,,,,,,,,,,,,b19d5b35-58bc-4ef1-89d5-30ee3688edec,2863,,"[110.0, 23.8]",9742,72,,,,,-2.827972,,Right Foot,,,,"[102.6, 21.4]",,Ground Pass,,7.77946,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,138,Barcelona,217,['5ad1dae4-3056-490b-9fb3-85d12941fdec'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:00.199,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.46239,,,,,,,,,,,,bb8dc1b9-7a1a-453c-872b-61a681bf636f,2866,,"[100.2, 21.9]",9742,72,,,,,2.428532,,Left Foot,,,,"[89.1, 31.5]",,Ground Pass,,14.675489,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,138,Barcelona,217,['eeb689f2-f9de-4ddc-8ffa-1ec06a3c2ed3'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:01.858,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.634581,,,,,,,,,,,,d06d0b16-33cb-48dc-afdc-381471971897,2868,,"[91.0, 30.7]",9742,72,,,,,0.06241881,,Left Foot,,,,"[99.0, 31.2]",,Ground Pass,,8.01561,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Midfield,138,Barcelona,217,['5f6f5919-a563-41c0-a819-e3f8b032fef6'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:03.320,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.190058,,,,,,,,,,,,d0046b61-b3de-49d5-9410-9d6384adfe60,2875,,"[98.4, 20.5]",9742,72,,,,,2.9584818,,Left Foot,,,,"[95.7, 21.0]",,Ground Pass,,2.745906,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,138,Barcelona,217,"['a38b091a-9694-4e4b-bed4-9f2e206728b5', 'c27ce440-cca2-442a-a6b5-ab824905862c', 'ed8be230-3deb-488e-bf4a-efe172819094']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:07.657,Pass,True,2017/2018
