ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,3.093045,,,,,,,,,,,,,ecede2c3-d0d0-4f34-8d36-20fe37387d8c,3929,,,"[3.8, 44.9]",3773665,89,,,,,-1.3655269,,Right Foot,,,"[10.4, 13.2]",,Ground Pass,,32.379776,,,,,David García Zubiría,23950.0,,,,,,2,Regular Play,Sergio Herrera Pirón,24211.0,Goalkeeper,157,Osasuna,422,"['04f27a26-e42e-4b09-b19d-9a8ba2765886', '445ea521-0adf-4b1b-aacf-d7c918ceb15a']",4,,,,,,,,,,,,,,,,,Osasuna,422,00:44:04.165,Pass,True,2020/2021
,,,,,,,,,,,,,2.974005,,,,,,,,,,,,,f4e74c3a-149c-44fc-957a-a82f7fb91b90,3933,,,"[5.8, 14.3]",3773665,89,,,,,0.8838134,,Right Foot,,,"[41.4, 57.7]",,High Pass,,56.133057,,,,,Adrián López Álvarez,6735.0,,True,,,,2,Regular Play,David García Zubiría,23950.0,Left Center Back,157,Osasuna,422,"['19c4faa7-fa95-4664-8a32-e5761c71ce30', '8aff706b-faff-48ca-a5a5-8ad4f3ed6cd3']",8,,,,,,,,,,,,,,,,,Osasuna,422,00:44:08.970,Pass,True,2020/2021
,,,,,,,,,,,,,0.891077,,,,,,,,,,,,,97a7ec28-b28d-4a97-98a1-bd497479d77d,3943,,,"[53.5, 44.2]",3773665,89,,,,,1.3228415,,Right Foot,,,"[57.5, 60.0]",,Ground Pass,,16.298466,,,,,Oier Sanjurjo Mate,23944.0,,,,,,2,Regular Play,Adrián López Álvarez,6735.0,Left Midfield,157,Osasuna,422,"['31b9cbe0-ec84-41af-aa9d-44848daeac3e', 'e9b57bd0-686b-4042-adff-0c129c8f5eaf']",15,,,,,,,,,,,,,,,,,Osasuna,422,00:44:15.299,Pass,True,2020/2021
,,,,,,,,,,,,,0.989625,,,,,,,,,,,,,5cdf239f-6e90-418a-a1be-26998fe4053d,3948,,,"[42.4, 14.3]",3773665,89,,,,,2.1962814,,Left Foot,,,"[33.3, 26.9]",,Ground Pass,,15.542522,,,,,Clément Lenglet,6826.0,,,,,Recovery,2,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,158,Barcelona,217,['d3a11bbd-b004-4f1e-8e1c-32c424da6737'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:44:19.207,Pass,,2020/2021
,,,,,,,,,,,,,0.760862,,,,,,,,,,,,,4f36dd02-fb73-42f1-9ba5-a737f6d84020,3951,,,"[33.3, 27.3]",3773665,89,,,,,0.36787167,,Left Foot,,,"[42.9, 31.0]",,Ground Pass,,10.288342,,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,158,Barcelona,217,['33d68016-82be-4f2d-94e5-59b349013fc4'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:44:21.309,Pass,,2020/2021
,,,,,,,,,,,,,0.725849,,,,,,,,,,,,,3c8d6da4-96b3-43d5-a5ae-64eb3ecdecd7,3954,,,"[42.9, 31.0]",3773665,89,,,,,-2.362646,,Right Foot,,,"[35.1, 23.3]",,Low Pass,,10.960383,,,,,Clément Lenglet,6826.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,158,Barcelona,217,['a76974fd-a0c5-498d-8acd-a307578d97d1'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:44:22.074,Pass,,2020/2021
,,,,,,,,,,,,,1.528153,,,,,,,,,,,,,32854964-3372-44ff-abfd-9c6610a48563,3957,,,"[35.5, 22.7]",3773665,89,,,,,-0.3936563,,Left Foot,,,"[66.8, 9.7]",,High Pass,,33.89233,,,,,Ricard Puig Martí,24841.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,158,Barcelona,217,['3cf90369-0013-42ab-972a-e8ae1fc3817e'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:44:24.034,Pass,,2020/2021
,,,,,,,,,,,,,1.018467,,,,,,,,,,,,,13be9ebb-7225-48e8-aa66-e09ec6b7998f,3961,,,"[70.0, 14.6]",3773665,89,,,,,1.8438051,,Right Foot,,,"[66.5, 27.1]",,Ground Pass,,12.980755,,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,158,Barcelona,217,['394fa4f5-79a9-4634-87c9-fe336cd33f63'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.927,Pass,,2020/2021
,,,,,,,,,,,,,0.976325,,,,,,,,,,,,,30954d61-1f2b-4b04-b970-f87d62614c85,3964,,,"[66.5, 27.5]",3773665,89,,,,,-1.8925469,,Right Foot,,,"[62.8, 16.4]",,Ground Pass,,11.700427,,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,158,Barcelona,217,['31405e48-0a72-496a-bea6-09edc192c44c'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:44:29.985,Pass,,2020/2021
,,,,,,,,,,,,,1.603779,,,,,,,,,,,,,274e5dd9-3feb-4308-82d1-a62e8c8a0fca,3967,,,"[63.8, 18.2]",3773665,89,,,,,1.7748142,,Right Foot,,,"[57.8, 47.2]",,Ground Pass,,29.614185,,,,,Óscar Mingueza García,43728.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,158,Barcelona,217,['723202ed-4c8d-4f43-a3b8-d6af62d4a103'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:44:32.577,Pass,,2020/2021
,,,,,,,,,,,,,1.063351,,,,,,,,,,,,,d5d660d7-ce88-41a1-9a6f-4c0c4432acbe,3970,,,"[62.8, 49.2]",3773665,89,,,,,0.33517256,,Right Foot,,,"[71.7, 52.3]",,Ground Pass,,9.424437,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,158,Barcelona,217,['25bd8fb2-d249-4765-8a7d-9687b9c82960'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:44:35.083,Pass,,2020/2021
,,,,,,,,,,,,,0.51468,,,,,,,,,,,,,3a7771cc-f2f9-4d06-8256-9e8c6283f020,3974,,,"[72.5, 49.1]",3773665,89,,,,,-0.74724877,,Right Foot,,,"[79.3, 42.8]",,Ground Pass,,9.269844,,,,,Ricard Puig Martí,24841.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,158,Barcelona,217,"['84f23dfd-6041-4c18-b7a8-5e4fe9fe9c0d', 'f42b31ba-303f-4f4f-808f-6d3e29d0047b']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.205,Pass,True,2020/2021
,,,,,,,,,,,,,1.139792,,,,,,,,,,,,,46f1c442-b456-48ad-926e-c0bfcb7046dd,3978,,,"[78.7, 42.8]",3773665,89,,,,,2.6060352,,Right Foot,,,"[69.6, 48.2]",,Ground Pass,,10.581588,,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,158,Barcelona,217,"['98bc00fc-b3b2-4117-bc56-498f0e657dec', 'a2b326ce-033a-4738-a6b2-035a2f49c25f']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:44:38.960,Pass,True,2020/2021
,,,,,,,,,,,,,1.289527,,,,,,,,,,,,,e3ea4a3f-5363-4b7f-b69e-c8defb42b744,3981,,,"[68.2, 48.8]",3773665,89,,,,,2.5829933,,Right Foot,,,"[62.6, 52.3]",,Ground Pass,,6.603787,,,,,Óscar Mingueza García,43728.0,,,,,,2,Regular Play,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,158,Barcelona,217,['aacb76ec-5ad4-4a33-8ae3-905ba99887ad'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.440,Pass,,2020/2021
,,,,,,,,,,,,,1.276437,,,,,,,,,,,,,b50ab312-093a-4a32-ad95-2934ff091d46,3984,,,"[62.6, 52.3]",3773665,89,,,,,0.23765814,,Right Foot,,,"[78.7, 56.2]",,Ground Pass,,16.565626,,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,158,Barcelona,217,['63f8ecfe-40bb-4965-a5f4-e2ff31f2590c'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:44:42.201,Pass,,2020/2021
,,,,,,,,,,,,,1.493203,,,,,,,,,,,,,9b8960c9-dcf1-41af-b83d-d144de2b5be6,3987,,,"[78.7, 56.2]",3773665,89,,,,,1.2862779,,Right Foot,,,"[84.9, 77.4]",,Low Pass,,22.088005,,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,158,Barcelona,217,['7d3e380a-7aae-461c-b1b0-f74ff899565e'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:44:43.518,Pass,,2020/2021
,,,,,,,,,,,,,1.163201,,,,,,,,,,,,,c32f7729-6340-4bd2-a59e-74774f784279,3990,,,"[85.6, 76.2]",3773665,89,,,,,-1.7586942,,Right Foot,,,"[82.9, 62.0]",,Ground Pass,,14.4544115,,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,158,Barcelona,217,['10c79ccd-3be9-4a1c-a7cf-70732ad254d9'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:44:46.200,Pass,,2020/2021
,,,,,,,,,,,,,1.160684,,,,,,,,,,,,,a8adc4bb-ff15-486d-83bb-01f5b4f412a8,3993,,,"[82.9, 62.1]",3773665,89,,,,,1.3122526,,Left Foot,,,"[86.1, 74.2]",,Ground Pass,,12.515989,,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,158,Barcelona,217,['29130e31-076f-4c08-ab3b-9ea749c941d2'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:44:50.808,Pass,,2020/2021
,,,,,,,,,,,,,1.012374,,,,,,,,,,,,,366a8a65-76c5-4beb-b285-dde32ea8dfbe,3996,,,"[86.1, 74.2]",3773665,89,,,,,-2.0718098,,Right Foot,,,"[81.5, 65.8]",,Ground Pass,,9.577056,,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,158,Barcelona,217,['231524d1-a51e-4720-abe7-d8dd558038af'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:44:52.434,Pass,,2020/2021
,,,,,,,,,,,,,1.252599,,,,,,,,,,,,,a798bf1e-98f6-4b2e-a9b1-5b790b4df09d,3999,,,"[80.5, 66.2]",3773665,89,,,,,-1.4893442,,Left Foot,,,"[82.1, 46.6]",,Ground Pass,,19.665197,,,,,Ricard Puig Martí,24841.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,158,Barcelona,217,['c80d5573-4d31-4d4e-a236-c29086d4d861'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.254,Pass,,2020/2021
,,,,,,,,,,,,,0.690016,,,,,,,,,,,,,8228f146-22e7-42a8-ac2b-38372ca67e59,4003,,,"[83.3, 46.4]",3773665,90,,,,,-0.61355615,,Right Foot,,,"[90.4, 41.4]",,Ground Pass,,8.683893,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,158,Barcelona,217,"['cc8e65ad-555e-463a-b9c9-a8bcfd5407b7', 'de072790-d8a0-4479-b8ff-5ffa4a7c1410']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.945,Pass,True,2020/2021
,,,,,,,,,,,,,0.720811,,,,,,,,,,,,,ba233c9b-89ee-4159-a237-24a8f2d8e55f,4015,,,"[84.7, 58.5]",3773665,90,,,,,-0.6182964,,Right Foot,,,"[94.4, 51.6]",,Ground Pass,,11.903781,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,158,Barcelona,217,['bb72c2fb-c755-4299-8118-540c02475128'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.404,Pass,,2020/2021
,,,,,,,,,,,,,1.091341,,,,,,,,,,,,,2a9ad92d-2943-44d3-9632-c70f1b05c2fe,4018,,,"[93.7, 52.9]",3773665,90,,,,,1.2074032,,Left Foot,,,"[96.4, 60.0]",,Ground Pass,,7.5960517,,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,158,Barcelona,217,"['72cae733-50dc-427f-9255-8e9f351f7b8d', 'd23eaf6f-2f04-4fda-98dc-8d894eb223bd', 'e1085288-407a-4d18-bc86-441ed9ae1908']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:45:07.124,Pass,True,2020/2021
,,,,,,,,,,,,,0.716383,,,,,,,,,,,,,72cae733-50dc-427f-9255-8e9f351f7b8d,4020,,,"[23.7, 20.1]",3773665,90,,,,,-0.53527373,,Right Foot,,,"[32.3, 15.0]",,Ground Pass,,9.9985,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,Recovery,2,Regular Play,Manuel Sánchez De La Peña,33339.0,Left Back,158,Barcelona,217,"['2a9ad92d-2943-44d3-9632-c70f1b05c2fe', 'd892f9ef-9d5c-457f-b094-3837ca119053']",8,,,,,,,,,,,,,,,,,Osasuna,422,00:45:08.216,Pass,,2020/2021
,,,,,,,,,,,,,1.53079,,,,,,,,,,,,,94b2de4a-e8ea-48a7-bc20-296b473ce3a0,4023,,,"[39.0, 10.1]",3773665,90,,,,,0.45169598,,Left Foot,,,"[69.3, 24.8]",,High Pass,,33.67759,,,Incomplete,,Ante Budimir,8654.0,,,,,,2,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Center Forward,158,Barcelona,217,"['0defff81-dd19-470d-82b0-859cc71afa98', '87027b5e-888a-4d0e-8bb4-9a625ba2fe4d']",10,,,,,,,,,,,,,,,,,Osasuna,422,00:45:10.654,Pass,,2020/2021
,,,,,,,,,,,,,1.660609,,,,,,,,,,,,,0defff81-dd19-470d-82b0-859cc71afa98,4025,,,"[50.8, 55.3]",3773665,90,,,,,-0.67980164,,Head,,,"[62.8, 45.6]",,High Pass,,15.430165,,,,,Moriba Kourouma Kourouma,39073.0,,,,,Recovery,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,158,Barcelona,217,"['196c138c-3870-4180-bc55-47cdcc173de7', '94b2de4a-e8ea-48a7-bc20-296b473ce3a0']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:45:12.185,Pass,,2020/2021
,,,,,,,,,,,,,2.498181,,,,,,,,,,,,,f0d39288-9ace-4f37-83d2-22bd0feef6e6,4027,,,"[62.8, 45.6]",3773665,90,,,,,0.54807895,,Head,,,"[80.0, 56.1]",,High Pass,,20.151674,,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,158,Barcelona,217,"['c0065092-3da2-41a5-ad0c-a9fadbfffa30', 'eeb718d8-6ff1-4cef-9ab7-3179f614866c']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:45:13.845,Pass,,2020/2021
,,,,,,,,,,,,,0.852787,,,,,,,,,,,,,eeb718d8-6ff1-4cef-9ab7-3179f614866c,4029,,,"[40.1, 24.0]",3773665,90,,,,,0.484921,,Left Foot,,,"[49.4, 28.9]",,Ground Pass,,10.511898,,,,,Jon Moncayola Tollar,30277.0,,,,,Recovery,2,Regular Play,David García Zubiría,23950.0,Left Center Back,158,Barcelona,217,"['4c6b7b40-30fc-4a85-9f1a-afc4bdd098b6', 'f0d39288-9ace-4f37-83d2-22bd0feef6e6']",16,,,,,,,,,,,,,,,,,Osasuna,422,00:45:16.343,Pass,,2020/2021
,,,,,,,,,,,,,2.514394,,,,,,,,,,,,,6d9121c4-9593-4fef-9014-77c9139845e4,4033,,,"[80.6, 21.8]",3773665,90,,,,,-0.26481733,,Right Foot,,,"[98.3, 17.0]",,Ground Pass,,18.339302,,,Incomplete,,Ante Budimir,8654.0,,,,,,2,Regular Play,Jon Moncayola Tollar,30277.0,Left Defensive Midfield,158,Barcelona,217,"['755f0962-825e-4c0c-8b12-69bcfbad406e', '93ad928c-001b-41d4-b443-cf4628c1fc8a', 'f3c2eced-2e1a-4c3b-8222-fca0a18e8903']",21,,,,,,,,,,,,,,,,,Osasuna,422,00:45:21.185,Pass,True,2020/2021
,,,,,,,,,,,,,0.155418,,,,,,,,,,,,,5079a44a-17e9-4d2c-8eee-ef3dcdbe62c8,4038,,,"[13.2, 75.3]",3773665,90,,,,,-0.19739556,,Right Foot,,,"[15.7, 74.8]",,Low Pass,,2.5495098,,,Incomplete,,Sergino Dest,21881.0,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,158,Barcelona,217,"['2e91c159-b1db-43f1-80a4-6fb629723195', '661817c2-a912-494f-a600-e69bb4c1990c']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:45:25.592,Pass,,2020/2021
,,,,,,,,,,,,,1.103796,,,,,,,,,,,,,d642cf3f-1e35-4b95-9c34-3d24a08d37a8,4041,,,"[24.0, 80.0]",3773665,90,,,,,-0.3577461,,,,,"[34.7, 76.0]",,Low Pass,,11.423222,,,,,Ousmane Dembélé,5477.0,,,,,Throw-in,2,From Throw In,Sergino Dest,21881.0,Right Back,159,Barcelona,217,['d3b08ca8-921f-4823-aaa2-a10200eaa2f1'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:45:38.133,Pass,,2020/2021
,,,,,,,,,,,,,1.362604,,,,,,,,,,,,,3c462405-7235-48b3-a337-6427f74f73d2,4047,,,"[33.7, 75.7]",3773665,90,,,,,3.1415927,,Left Foot,,,"[26.8, 75.7]",,Ground Pass,,6.9,,,,,Sergino Dest,21881.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,159,Barcelona,217,"['99627abe-0377-4050-abf8-bd924c104141', 'bf20679f-793e-4a38-a4bf-43d2df98f3ef']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:45:41.999,Pass,True,2020/2021
,,,,,,,,,,,,,0.956198,,,,,,,,,,,,,878651bd-d981-4ba5-92c7-35ec86536576,4050,,,"[29.6, 73.6]",3773665,90,,,,,-2.9996955,,Left Foot,,,"[17.0, 71.8]",,Ground Pass,,12.727922,,,,,Óscar Mingueza García,43728.0,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,159,Barcelona,217,['19fbb7ff-8b1d-46d1-a2e9-9c86da7c9d0b'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:45:43.441,Pass,,2020/2021
,,,,,,,,,,,,,0.781553,,,,,,,,,,,,,19e1f2b7-9694-4294-a33f-61ed4158b198,4054,,,"[16.7, 72.2]",3773665,90,,,,,0.83535653,,Right Foot,,,"[20.5, 76.4]",,Ground Pass,,5.663921,,,,,Sergino Dest,21881.0,,,,,,2,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,159,Barcelona,217,['4315a032-40fe-4f4b-a50a-d00851a1f7b1'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:45:45.257,Pass,,2020/2021
,,,,,,,,,,,,,1.242271,,,,,,,,,,,,,fa392493-ce97-4364-8f5a-b55bde7ef587,4058,,,"[19.9, 76.4]",3773665,90,,,,,-2.9053473,,Right Foot,,,"[9.1, 73.8]",,Low Pass,,11.108555,,,,,Óscar Mingueza García,43728.0,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,159,Barcelona,217,"['0ac09464-5721-4e10-acc3-41fafa108e51', 'd5793deb-c81a-482e-8c86-902f46eac5e8']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:45:46.268,Pass,True,2020/2021
,,,,,,,,,,,,,1.242958,,,,,,,,,,,,,10044322-1e72-4166-9592-50858b14d977,4061,,,"[10.3, 72.0]",3773665,90,,,,,-1.9992021,,Right Foot,,,"[4.5, 59.3]",,Ground Pass,,13.961734,,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,159,Barcelona,217,['d72fbbba-426c-4292-beb3-0645b1b002c9'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:45:48.091,Pass,,2020/2021
,,,,,,,,,,,,,1.701638,,,,,,,,,,,,,f50d4b5d-2d2b-44c4-9a82-53286700cffd,4064,,,"[35.1, 21.0]",3773665,90,,,,,-0.9578261,,Left Foot,,,"[49.8, 0.1]",,Ground Pass,,25.551908,,,Out,,Héctor Junior Firpo Adames,17304.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,159,Barcelona,217,['ae85206e-4ea7-44f3-88ea-5eb41cdcd1b5'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:45:57.706,Pass,,2020/2021
,,,,,,,,,,,,,1.545204,,,,,,,,,,,,,08e0968d-9500-4be9-9bd8-ea4baef9da34,4066,,,"[71.0, 80.0]",3773665,91,,,,,-2.6317594,,,,,"[61.7, 74.8]",,Low Pass,,10.6550455,,,,,Ignacio Vidal Miralles,6591.0,,,,,Throw-in,2,From Throw In,Adrián López Álvarez,6735.0,Left Midfield,160,Osasuna,422,['544aef3c-e7d0-4ca2-ad5f-5ce4bba3d944'],2,,,,,,,,,,,,,,,,,Osasuna,422,00:46:02.802,Pass,,2020/2021
,,,,,,,,,,,,,1.301755,,,,,,,,,,,,,c1516595-eb6c-4188-80fb-ba14ec13a635,4069,,,"[58.2, 71.5]",3773665,91,,,,,-2.247041,,Right Foot,,,"[45.2, 55.3]",,Low Pass,,20.771133,,,,,Aridane Hernández Umpiérrez,24212.0,,,,,,2,From Throw In,Ignacio Vidal Miralles,6591.0,Right Back,160,Osasuna,422,['50c051ea-d566-4950-b15a-96ed40a7b88f'],5,,,,,,,,,,,,,,,,,Osasuna,422,00:46:05.275,Pass,,2020/2021
,,,,,,,,,,,,,2.678887,,,,,,,,,,,,,a27f29c9-1621-47b0-9eda-c7c515972907,4073,,,"[51.9, 60.9]",3773665,91,,,,,-0.3375744,,Right Foot,,,"[91.5, 47.0]",,High Pass,,41.968678,,,,,Ante Budimir,8654.0,,,,,,2,From Throw In,Aridane Hernández Umpiérrez,24212.0,Right Center Back,160,Osasuna,422,['1f31f976-462f-4255-851c-2b6c4d16da40'],10,,,,,,,,,,,,,,,,,Osasuna,422,00:46:10.729,Pass,,2020/2021
,,,,,,,,,,,,,0.496981,,,,,,,,,,,,,9634b300-f45e-4c92-8762-3990e35e5fb2,4075,,,"[91.5, 47.0]",3773665,91,,,,True,-0.19395915,,,,,"[102.7, 44.8]",,Low Pass,,11.414026,,,Incomplete,,Enric Gallego Puigsech,23213.0,,,,,,2,From Throw In,Ante Budimir,8654.0,Right Center Forward,160,Osasuna,422,"['4a724438-ae96-4f8f-8560-7793f1acbe08', '8ecf346c-e99c-456c-8506-db265e0f2b34', '9078e309-6601-4005-a31c-1f6e4944b40a']",13,,,,,,,,,,,,,,,,,Osasuna,422,00:46:13.408,Pass,True,2020/2021
,,,,,,,,,,,,,2.781732,,,,,,,,,,,,,4fb2a7c5-9f46-4847-a32f-fb9865d2e534,4081,,,"[11.9, 35.2]",3773665,91,,,,,1.292052,,Right Foot,,,"[20.4, 64.9]",,Ground Pass,,30.892393,,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,161,Barcelona,217,['835306bc-44e0-4e46-809f-c210e590f143'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:46:19.007,Pass,,2020/2021
,,,,,,,,,,,,,1.039592,,,,,,,,,,,,,f484a9dc-c7e4-4c55-a2cc-30e57761af24,4084,,,"[27.1, 72.5]",3773665,91,,,,,-0.83535653,,Right Foot,,,"[34.7, 64.1]",,Ground Pass,,11.327842,,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,161,Barcelona,217,['5d1fe1f2-1787-40af-b9ac-44400aa1698f'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:46:23.960,Pass,,2020/2021
,,,,,,,,,,,,,0.927563,,,,,,,,,,,,,53e6036b-1428-4426-a262-490c5eafaa21,4087,,,"[33.7, 66.8]",3773665,91,,,,,-2.3344588,,Right Foot,,,"[29.2, 62.1]",,Ground Pass,,6.5069194,,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,161,Barcelona,217,['b04ebeae-87e6-413a-bbb7-eaa81b9b5f0a'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:46:26.577,Pass,,2020/2021
,,,,,,,,,,,,,0.795247,,,,,,,,,,,,,9e4c9d1a-41ee-4f22-8cec-982ed55ac9bc,4090,,,"[29.5, 61.4]",3773665,91,,,,,-0.48344702,,Left Foot,,,"[41.5, 55.1]",,Ground Pass,,13.553228,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,161,Barcelona,217,['344c9632-786c-4593-ac30-311b622bd6c4'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:46:27.726,Pass,,2020/2021
,,,,,,,,,,,,,0.765844,,,,,,,,,,,,,1cd4032c-413e-44d2-99a6-8034b7e46db8,4094,,,"[42.9, 60.5]",3773665,91,,,,,2.192718,,Left Foot,,,"[34.8, 71.8]",,Ground Pass,,13.903237,,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,161,Barcelona,217,"['c83de5d0-1922-4584-a65b-479e44f8125d', 'e7dbbebd-4fe2-4754-a7dd-0acfdf9eb712']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:46:32.198,Pass,True,2020/2021
,,,,,,,,,,,,,0.45552,,,,,,,,,,,,,175525fb-14e4-4d4b-a07d-ac98e073b7d0,4098,,,"[35.9, 61.3]",3773665,91,,,,,-1.418147,,Right Foot,,,"[36.9, 54.8]",,Ground Pass,,6.576473,,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,161,Barcelona,217,['5a7d073d-61aa-46b2-9b89-f4d4f7521e4b'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:46:34.801,Pass,,2020/2021
