ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.104892,,,,,,,,,,,,,bbd3cfb3-3139-4de9-a0f4-86d07283d393,2772,,"[96.7, 18.8]",267576,67,,,,,2.9813619,,Right Foot,,,"[86.8, 20.4]",,Ground Pass,,10.02846,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Corner,Luis Alberto Suárez Díaz,5246.0,Center Forward,114,Barcelona,217,['6bf2c132-3937-4780-8f2f-68c5489096ed'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:22:57.021,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.409241,,,,,,,,,,,,,4f367d2b-6f75-4f13-a1e4-0e04233757c3,2775,,"[82.5, 20.2]",267576,67,,,,,1.7304739,,Right Foot,,,"[78.2, 46.9]",,Ground Pass,,27.044039,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,114,Barcelona,217,['e4adae72-11f7-4225-979f-d89200f6fb3b'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:22:59.753,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.373088,,,,,,,,,,,,,a87fdd1a-aa60-441a-8e15-631d6eab35ff,2778,,"[78.2, 46.9]",267576,68,,,,,1.0005584,,Right Foot,,,"[95.9, 74.5]",,Ground Pass,,32.787956,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,114,Barcelona,217,['0a32baf5-03af-4ef7-bd17-bd83b2417990'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:23:02.158,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.210509,,,,,,,,,,,,,f490443e-d480-41ce-b239-38c5b077d90e,2781,,"[96.0, 68.4]",267576,68,,,,,-2.23941,,Right Foot,,,"[88.1, 58.4]",,Ground Pass,,12.744019,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,114,Barcelona,217,['95df0cc6-0667-49eb-8710-b07bf3f7c8fd'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:23:07.029,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2829,,,,,,,,,,,,,5e0156c5-c617-49e1-be9f-511eb86ba476,2784,,"[88.5, 58.5]",267576,68,,,,,-0.77846986,,Right Foot,,,"[110.3, 37.0]",,High Pass,,30.618458,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,114,Barcelona,217,"['05c874d2-9e48-4ef6-a269-8c7197b71b89', 'ff3bc0e6-86b5-4f64-ab73-fa3bc11cf6da']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:23:09.516,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.080181,,,,,,,,,,,,,c2431eb5-7913-4802-b1cd-e4f1b0a431fa,2789,,"[85.8, 26.5]",267576,68,,,,,-1.3229848,,Left Foot,,,"[87.9, 18.2]",,Low Pass,,8.561542,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,114,Barcelona,217,['ee49273d-5062-4b5b-ba45-656599756cef'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.560,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.072626,,,,,,,,,,,,,7ff3b649-2975-443a-81da-ea149c9d87bf,2792,,"[87.9, 18.2]",267576,68,,,,,0.89758164,,Right Foot,,,"[119.8, 58.2]",,High Pass,,51.162582,,Out,,Arda Turan,11094.0,,True,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,114,Barcelona,217,['9e1eebf4-f769-4387-baba-eb335c0aca56'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:23:16.437,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.02927,,,,,,,,,,,,,425906e8-ec01-4bd6-aa72-7d88cec3545c,2794,,"[6.0, 36.0]",267576,68,,,,,-0.45037407,,Right Foot,,,"[60.6, 9.6]",,High Pass,,60.647507,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,Goal Kick,2,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,115,Atlético Madrid,212,"['6707dbe9-2f64-4e56-8024-22fe656d3686', 'fa569244-78e8-4f9e-b627-6785f4c5b3de']",57,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:57.460,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9259,,,,,,,,,,,,,6707dbe9-2f64-4e56-8024-22fe656d3686,2796,,"[59.5, 70.5]",267576,69,,,,True,-0.39656496,,,,,"[75.5, 63.8]",,High Pass,,17.346182,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,115,Atlético Madrid,212,"['425906e8-ec01-4bd6-aa72-7d88cec3545c', '5e696ece-16df-41ea-9da2-6488453572d7', 'b11c8984-2100-45d9-b206-df1d96172760']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:24:00.490,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.3322,,,,,,,,,,,,,b11c8984-2100-45d9-b206-df1d96172760,2798,,"[44.6, 16.3]",267576,69,,,,,0.09573296,,Right Foot,,,"[74.8, 19.2]",,High Pass,,30.338919,,Pass Offside,,Yannick Ferreira Carrasco,5633.0,,,,,Recovery,2,From Goal Kick,Jesús Gámez Duarte,4788.0,Left Back,115,Atlético Madrid,212,"['1204e89c-b455-44bf-b57e-31ea2c06b25e', '6707dbe9-2f64-4e56-8024-22fe656d3686']",1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:24:01.415,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.889451,,,,,,,,,,,,,4c2aeb85-1afb-4892-8897-0f46ed9c5ca1,2800,,"[44.0, 59.5]",267576,69,,,,,-1.7600913,,Right Foot,,,"[39.9, 38.1]",,Ground Pass,,21.789217,,,,Javier Alejandro Mascherano,5506.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,116,Barcelona,217,['22fe1646-6229-4c85-a076-32e9b2a4eca4'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:24:12.285,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.201573,,,,,,,,,,,,,a35f2553-2473-4211-aa6c-161789273ee2,2803,,"[41.5, 36.3]",267576,69,,,,,-1.0402384,,Right Foot,,,"[54.7, 13.8]",,Ground Pass,,26.086203,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,116,Barcelona,217,['079dcf34-5882-4ae7-9d9f-7cdf6cfd2008'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:24:15.316,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.812194,,,,,,,,,,,,,db835643-0cbe-4df4-b0f5-d68de14b14f6,2806,,"[57.6, 11.5]",267576,69,,,,,2.02863,,Left Foot,,,"[47.4, 32.2]",,Ground Pass,,23.076612,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,116,Barcelona,217,['ce95a28c-bef1-4b7a-9e22-dd31d2fb14a7'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:24:18.849,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.940885,,,,,,,,,,,,,90db5616-ee0e-40dd-80ac-ea95510119c3,2809,,"[47.4, 32.2]",267576,69,,,,,1.0519236,,Right Foot,,,"[69.9, 71.6]",,Ground Pass,,45.371906,,,,Arda Turan,11094.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,116,Barcelona,217,['07f0ffcc-11e0-418e-91f3-7ede0d60add3'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:24:21.713,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.453689,,,,,,,,,,,,,97d4a0e1-149a-442f-acfa-6455a48f4a74,2812,,"[70.5, 73.1]",267576,69,,,,,0.2371576,,Right Foot,,,"[91.6, 78.2]",,Ground Pass,,21.707602,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,116,Barcelona,217,['016430dd-0ec9-49f5-a0c5-23e45cee9a10'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:24:25.209,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.119773,,,,,,,,,,,,,61755a09-4059-4731-9848-a3afc17ea999,2815,,"[93.3, 77.5]",267576,69,,,,,-2.735704,,Right Foot,,,"[81.2, 72.3]",,Ground Pass,,13.170042,,,,Arda Turan,11094.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,['1c6085df-4171-43a9-982f-b47e5a12b508'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.742,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.944479,,,,,,,,,,,,,8fb439ff-f5d3-4a96-abe2-55ce7361a1bb,2818,,"[82.6, 71.5]",267576,69,,,,,-1.1361262,,Right Foot,,,"[85.2, 65.9]",,Ground Pass,,6.1741395,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,116,Barcelona,217,['6e282a30-855c-4c7f-a623-2b81307d489e'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.416,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.035817,,,,,,,,,,,,,147fb93f-6e17-48b3-8aa9-3c423c422297,2821,,"[85.2, 65.9]",267576,69,,,,,2.1233807,,Left Foot,,,"[81.5, 71.9]",,Ground Pass,,7.0491133,,,,Arda Turan,11094.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,['4950b045-d83d-4700-b03d-5133255a9923'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:24:30.724,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.744216,,,,,,,,,,,,,c9972249-c129-47c3-b35d-ec8f89780c17,2824,,"[79.9, 71.8]",267576,69,,,,,0.38831872,,Right Foot,,,"[88.7, 75.4]",,Ground Pass,,9.507892,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,116,Barcelona,217,['d29b0c92-4475-4948-a7f3-62d686fc8280'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:24:32.126,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.618122,,,,,,,,,,,,,8a3e2cfb-9fdc-4820-9299-29baad03f110,2828,,"[90.1, 74.8]",267576,69,,,,,0.38050637,,Left Foot,,,"[98.6, 78.2]",,Ground Pass,,9.15478,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,"['3a95d718-6480-478c-94f7-8511c0a8a4b1', '50158518-5016-4c3d-8e8e-917953893081']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:24:34.387,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.631651,,,,,,,,,,,,,22919cc0-04a0-40cf-83f7-7ea562618c13,2831,,"[99.4, 78.2]",267576,69,,,,,-2.9929643,,Right Foot,,,"[80.7, 75.4]",,High Pass,,18.908464,,,,Arda Turan,11094.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,116,Barcelona,217,['4227f48a-dd1f-4e85-a879-bacd8d38fa58'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.165,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.038181,,,,,,,,,,,,,a71e1d6f-2a6a-46d7-b876-5e7b0bc593a1,2834,,"[80.7, 74.2]",267576,69,,,,,-1.9803761,,Right Foot,,,"[66.2, 40.8]",,Low Pass,,36.411674,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,116,Barcelona,217,['148ed911-861e-4263-9696-e2c6b2b7e526'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:24:38.378,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.12389,,,,,,,,,,,,,a476f60f-4658-41a4-9938-5e52f2d2f58f,2837,,"[66.2, 40.2]",267576,69,,,,,-0.7390737,,Right Foot,,,"[82.0, 25.8]",,Ground Pass,,21.377558,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,116,Barcelona,217,['ff1dc26c-33eb-4424-a929-3ba34d85f31b'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.155,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.19593,,,,,,,,,,,,,0fbacee4-272b-4e4e-ad76-8692947798fb,2841,,"[94.5, 17.2]",267576,69,,,,,-0.7853982,,Right Foot,,,"[101.5, 10.2]",,Ground Pass,,9.899495,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,116,Barcelona,217,['e11947ef-d31a-42f9-b102-3ba3e18aa859'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:24:44.572,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.6883,,,,,,,,,,,,,c483b308-5513-4550-af4a-5a7a52bc939d,2845,,"[103.2, 12.2]",267576,69,,,,,1.1695676,,Right Foot,,,"[107.4, 22.1]",,Low Pass,,10.754069,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,116,Barcelona,217,['59bfa3ba-294d-4cae-989a-4e6845aeec03'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:24:47.259,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7083,,,,,,,,,,,,,2368877c-9258-47b8-92f6-35f2e52d41b1,2847,,"[107.4, 22.1]",267576,69,,,,,2.536048,,Head,,,"[104.8, 23.9]",,Low Pass,,3.1622777,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,116,Barcelona,217,"['076c9d29-c394-4507-9fc4-4a3513b33171', '4b4af6f9-59f7-41f3-91d5-4d94d4f52616']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:24:48.028,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.497808,,,,,,,,,,,,,4b4af6f9-59f7-41f3-91d5-4d94d4f52616,2849,,"[15.3, 56.2]",267576,69,,,,,2.0237682,,Right Foot,,,"[9.8, 67.5]",,Low Pass,,12.567418,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,Recovery,2,From Free Kick,Augusto Matías Fernández,19668.0,Center Defensive Midfield,116,Barcelona,217,"['2368877c-9258-47b8-92f6-35f2e52d41b1', '52fb1255-4302-4388-a872-5dad0c855ffd', '5db5eea5-bc12-4768-98d5-080a64c6e80e']",48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:24:48.736,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.793108,,,,,,,,,,,,,217b7021-88d0-4461-9915-64a86beb0b8d,2854,,"[108.8, 4.4]",267576,69,,,,,3.0012176,,Right Foot,,,"[99.6, 5.7]",,Ground Pass,,9.291394,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,116,Barcelona,217,"['04e9d33b-ed83-460d-ba5c-a282e982ca66', 'bcdb7cdb-4d03-497e-9a2b-1efef088bc48']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:24:52.268,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.669292,,,,,,,,,,,,,302f4550-f97c-40f5-bbc7-1bf4363f6353,2861,,"[96.5, 2.8]",267576,69,,,,,0.0,,Left Foot,,,"[100.2, 2.8]",,Ground Pass,,3.7,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,116,Barcelona,217,['50b2057f-285c-43c3-8274-66f37387855a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.545,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.2054,,,,,,,,,,,,,2413f2e5-64a0-4f36-8c76-062cb1e16eea,2864,,"[100.7, 2.4]",267576,69,,,,,2.5127964,,Left Foot,,,"[99.6, 3.2]",,Ground Pass,,1.360147,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,116,Barcelona,217,"['08e130a8-4b51-4c0c-b77c-c89977649118', 'f7ab4d08-5b84-40f9-ac56-608743662abc']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:24:56.882,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0943,,,,,,,,,,,,,f9eca84d-b19a-47ef-bbc9-01dcd53e51fc,2872,,"[44.4, 80.0]",267576,70,,,,,-0.3006764,,,,,"[57.3, 76.0]",,High Pass,,13.505924,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Throw-in,2,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,118,Atlético Madrid,212,['8680b15a-9e8e-4368-b41e-89d8c1cd7f2c'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:19.606,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.5037,,,,,,,,,,,,,470f4f9c-b914-4f2b-9126-50c0e18f3e2c,2875,,"[57.3, 76.0]",267576,70,,,,,-2.3669467,,Other,,,"[52.6, 71.4]",,Low Pass,,6.576473,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Midfield,118,Atlético Madrid,212,['5f2f08a5-3492-4c44-86b9-e6a38fbfff8a'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:20.741,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.3968,,,,,,,,,,,,,9a9f380d-fda3-4c24-a9d9-0749e5ee5850,2878,,"[52.6, 71.4]",267576,70,,,,,-0.059630714,,Right Foot,,,"[59.3, 71.0]",,High Pass,,6.71193,,Incomplete,,,,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,118,Atlético Madrid,212,['37780993-7e85-44f7-80be-a7676e381c79'],21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:21.324,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.923975,,,,,,,,,,,,,37780993-7e85-44f7-80be-a7676e381c79,2879,,"[60.8, 9.1]",267576,70,,,,,1.8894509,,Head,,,"[57.6, 18.8]",,High Pass,,10.214206,,,,Arda Turan,11094.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,119,Barcelona,217,"['824377b1-89ad-4a37-b1c3-5981ee0cdd96', '9a9f380d-fda3-4c24-a9d9-0749e5ee5850']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:25:21.721,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.044211,,,,,,,,,,,,,14bedb33-b709-4e2c-96f0-f00b71aeb15b,2882,,"[58.7, 21.4]",267576,70,,,,,2.2481828,,Right Foot,,,"[51.3, 30.6]",,Low Pass,,11.806778,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Arda Turan,11094.0,Right Center Midfield,119,Barcelona,217,['df41723b-54d3-47b8-a4c5-1f38f2841690'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:25:23.845,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.872914,,,,,,,,,,,,,0dc4725a-3e3f-466d-a86d-65bdca2bda3f,2886,,"[49.1, 32.3]",267576,70,,,,,0.91148627,,Right Foot,,,"[55.3, 40.3]",,Ground Pass,,10.121264,,,,Arda Turan,11094.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,119,Barcelona,217,['cbdad1f5-01c1-4c6e-924a-36210bfd7198'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:25:25.605,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.3791,,,,,,,,,,,,,c93e6fdb-a3ce-41a9-a7d7-d7909ab7f5fe,2889,,"[73.9, 62.6]",267576,70,,,,,0.39386863,,Right Foot,,,"[81.6, 65.8]",,Ground Pass,,8.338465,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Arda Turan,11094.0,Right Center Midfield,119,Barcelona,217,"['986a9176-0cd2-4590-9d0f-2cd0f02f5199', 'e4ac1d52-3d83-4ec7-963e-5a50ad276dc0']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:25:29.791,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.097162,,,,,,,,,,,,,0aa50e94-8c2c-4e5e-af08-05568df3e4fe,2894,,"[49.9, 2.5]",267576,70,,,,,0.0,,Left Foot,,,"[54.1, 2.5]",,Low Pass,,4.2,,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,2,Regular Play,Jesús Gámez Duarte,4788.0,Left Back,119,Barcelona,217,"['6796bd17-fb71-4acd-9112-c2dbba1ecf77', 'ae8a0d2d-efaa-42e8-8fb9-f4fa2c581418', 'e5ec8a3e-72ee-410f-b74d-9568b0acd778']",35,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:35.412,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.4568,,,,,,,,,,,,,10725966-b2bd-429e-b781-c1ec2139100b,2897,,"[53.5, 0.1]",267576,70,,True,,,0.2823713,,,,,"[69.7, 4.8]",,Low Pass,,16.868017,,,,Yannick Ferreira Carrasco,5633.0,,,,,Throw-in,2,From Throw In,Jesús Gámez Duarte,4788.0,Left Back,120,Atlético Madrid,212,['8916242e-e1e6-491f-a776-3471e33ba0c1'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:47.135,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.455866,,,,,,,,,,,,,70bb0c26-323a-4f41-827a-ce5d90f0d787,2907,,"[55.4, 2.3]",267576,70,,,,,1.4721081,,Right Foot,,,"[56.4, 12.4]",,Ground Pass,,10.1493845,,,,Augusto Matías Fernández,19668.0,,,,,Recovery,2,From Throw In,Yannick Ferreira Carrasco,5633.0,Center Forward,120,Atlético Madrid,212,"['c8ddac30-cac6-44b9-889a-f563bebe7e1a', 'f2b31e63-c9a4-4c47-86c4-0c43b95469aa']",53,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:53.923,Pass,True,2015/2016
,,,,,,,,,,,,,,,,5.017016,,,,,,,,,,,,,5a45b2a9-bce7-4236-b6db-1f440676cf41,2911,,"[56.8, 22.2]",267576,70,,,,,1.5707964,,Right Foot,,,"[56.8, 76.5]",,High Pass,,54.3,,,,Juan Francisco Torres Belén,6375.0,,True,,,,2,From Throw In,Augusto Matías Fernández,19668.0,Center Defensive Midfield,120,Atlético Madrid,212,['adfd8063-804a-41d6-97e7-9d76728a61c8'],57,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:57.415,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1875,,,,,,,,,,,,,a6147e26-53b7-4be1-ab8d-f1fa4f4c6069,2914,,"[56.4, 73.7]",267576,71,,,,,-0.86661446,,Right Foot,,,"[64.3, 64.4]",,Ground Pass,,12.202458,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,120,Atlético Madrid,212,['da0fbd65-205a-41e2-a12b-021399beb0a2'],3,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:03.737,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7859,,,,,,,,,,,,,7afb9d01-a126-40f7-8059-8ec7df3fd77c,2918,,"[62.9, 67.0]",267576,71,,,,,0.76478255,,Right Foot,,,"[72.8, 76.5]",,Low Pass,,13.720787,,,,Juan Francisco Torres Belén,6375.0,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,120,Atlético Madrid,212,['d718c29d-e955-498d-bf95-18b0422acf87'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:05.690,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.197746,,,,,,,,,,,,,aebb38a5-8ffb-47ed-9740-0e96a89bb13e,2922,,"[77.6, 69.4]",267576,71,,,,,-0.33044598,,Right Foot,,,"[94.8, 63.5]",,Ground Pass,,18.183784,,,,Yannick Ferreira Carrasco,5633.0,,,,,,2,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,120,Atlético Madrid,212,"['42a04cdd-7f99-4cc2-9b29-2ea67febd37d', '990516e8-c139-4099-bdb5-894847fcdda2']",10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:10.186,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.8513,,,,,,,,,,,,,c05cc0d2-d778-483b-8933-73b000648691,2926,,"[99.2, 71.3]",267576,71,,,,,2.8112953,,Right Foot,,,"[92.2, 73.7]",,Ground Pass,,7.4,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Yannick Ferreira Carrasco,5633.0,Center Forward,120,Atlético Madrid,212,"['10a318eb-a1b1-47c6-9c5c-7f1baab20406', '602b59af-39ad-429d-8284-e5c196ed9148']",14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:14.169,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.7856,,,,,,,,,,,,,67a0d1ab-5bf2-4e34-b508-bac70d605536,2928,,"[92.6, 73.2]",267576,71,,,,,-1.509779,,Right Foot,,,"[94.5, 42.1]",,High Pass,,31.157984,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,120,Atlético Madrid,212,"['616eac8b-7597-4178-98b7-2d6b7be6024a', '890507f1-bdc2-4f6a-8cfa-30c647946aa2']",15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:15.020,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.1592,,,,,,,,,,,,,616eac8b-7597-4178-98b7-2d6b7be6024a,2930,,"[25.6, 38.0]",267576,71,,,,,-2.7536125,,Right Foot,,,"[14.1, 33.3]",,Low Pass,,12.423365,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,2,Regular Play,Arda Turan,11094.0,Right Center Midfield,121,Barcelona,217,"['31b64d1a-db89-45c0-b084-1c1ea189a936', '67a0d1ab-5bf2-4e34-b508-bac70d605536']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:26:16.806,Pass,,2015/2016
