ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518de72f-dfdd-400f-bcf1-99ee01371fdc,3712,,"[76.7, 10.1]",267576,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José María Giménez de Vargas,5259.0,Left Center Back,145,Atlético Madrid,212,['dd06ae6f-a7cd-4d5c-ae69-b7ddcdec6d5f'],11,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:46:11.211,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17f3357f-e99b-45fc-8ef3-c9f5725bf69a,3714,,"[90.3, 20.2]",267576,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Yannick Ferreira Carrasco,5633.0,Center Forward,145,Atlético Madrid,212,['9cbded58-a8d7-43e9-9b77-14a26baab250'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:46:13.239,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e6f9940-b68b-4b9d-8bea-9dc1f3f0f70c,3716,,"[11.2, 39.0]",267576,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,146,Barcelona,217,['f1c00e89-9381-4720-926a-28d7c0fdd47b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:46:14.789,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48fef727-712e-4b6c-9130-6d1a1e2bd058,3720,,"[25.6, 72.1]",267576,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,146,Barcelona,217,['855ea68e-0716-46bb-aa74-e3768bb28578'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:46:20.614,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9a9156-bf98-4ec8-8caa-843d2fc9f3d6,3724,,"[49.7, 75.3]",267576,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arda Turan,11094.0,Right Center Midfield,146,Barcelona,217,"['0bcce6b3-8b54-4551-a08f-38221d24a0b6', '763a110c-2b20-4052-8f0c-fa61c37cd4a1']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:46:23.854,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1c6efa6-a0c9-4321-9ea2-290540957221,3729,,"[53.8, 68.1]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,147,Barcelona,217,['2d578fc5-6540-4538-9f30-f41060da4c51'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:47:00.848,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9d8669b-cd2f-445b-b845-e2d983698120,3732,,"[48.1, 72.4]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,147,Barcelona,217,['8ae25696-cf26-4dd9-8747-25d307e194ab'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:47:01.704,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69510514-5822-42db-9f3d-4615ded8ad9b,3736,,"[51.6, 76.6]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,147,Barcelona,217,['55ce8dcd-d9c3-4d27-ad4f-95c15e649a46'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:47:02.929,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b665ffeb-5c84-4d29-9bd3-5d41841ad1d7,3739,,"[50.4, 66.9]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,147,Barcelona,217,['a183a3e4-df17-4c91-8162-c764793f92a1'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:47:04.990,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2df0194-f069-4fe6-8819-e7c847e39ff9,3742,,"[47.1, 15.5]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,147,Barcelona,217,['c9041a1d-085c-465f-83ff-7635c72a5839'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:47:08.163,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62c9a4e6-0906-41ca-bf94-f2afc590c34f,3745,,"[66.4, 5.5]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,147,Barcelona,217,['e0e9dc8c-bc92-4f79-bbbd-e156e357152f'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:47:11.201,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8e1ba50-dda9-4afc-b277-3da5eb8fac8d,3750,,"[65.7, 21.1]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,147,Barcelona,217,"['0973cc90-3c23-4129-93a2-fd85ec538ea2', '62f49659-a167-48f0-b03b-347cda2b5909']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:47:13.172,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb42a30a-d22d-49a1-99f7-03c9de97ae8e,3753,,"[83.0, 6.8]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,147,Barcelona,217,['6f09fa4a-55e7-4d20-bbf3-aba8ec990d3e'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:47:15.608,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4123dee7-68b1-43b4-8cf0-9b690ef3b89a,3762,,"[73.7, 52.1]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Yannick Ferreira Carrasco,5633.0,Center Forward,147,Barcelona,217,['fc6c589f-81fe-4d77-84a7-74221558f440'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:47:25.426,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8e95995-6a63-43de-a335-3fa1db9d9c0c,3767,,"[54.6, 74.9]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['0eea519a-a7b0-4f63-b38d-f691c9cb0cec'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:47:53.018,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768dae8e-d1a5-4e2b-96ba-484ebc424c39,3769,,"[62.0, 67.8]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,148,Barcelona,217,['26aeaf2f-465b-4957-bf20-5a0addfea9c4'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:47:54.360,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00d2948c-9186-42de-b521-011f88902da3,3773,,"[53.8, 75.9]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['c7b245b9-e12b-4abd-b33f-49dd1e5d8f82'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:47:57.306,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51d72702-cc1c-48e5-87bf-b574b9168d35,3776,,"[64.7, 75.9]",267576,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,148,Barcelona,217,['e933fbc4-48a8-43d7-afcb-f78e868d661b'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:47:58.914,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999724ab-a689-4b2b-9f2a-263bfe62c578,3780,,"[58.1, 63.9]",267576,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,148,Barcelona,217,['9f3c3d84-e3ca-4e30-bc5e-0807be0b8985'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:48:00.716,Ball Receipt*,,2015/2016
,,,,"[59.5, 37.5]",,,,,,,,,,,,0.737979,,,,,,,,,,,,,3e984f5f-f011-4e41-8e58-9d0d11a120f4,7,,"[60.8, 37.8]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['caad525a-9840-49c6-9f20-24a1af1d7e37', 'ec548322-7188-42ee-9092-f7a103a11275']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.926,Carry,,2015/2016
,,,,"[46.1, 39.6]",,,,,,,,,,,,0.9252,,,,,,,,,,,,,bed4cc3c-9f95-4b51-9c95-60c2ef289541,10,,"[46.1, 39.6]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['ce091f2a-2243-4287-80fb-d5634d4b2392', 'e6c80595-df90-49c6-b9fe-9d651aeccc5a']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.564,Carry,,2015/2016
,,,,"[43.5, 71.5]",,,,,,,,,,,,1.689657,,,,,,,,,,,,,60cabd27-f34c-4e68-b863-c8a344918e50,13,,"[43.8, 73.3]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['01deabb8-8da4-4809-80df-e7660e5d6ce2', 'a0bfb386-8da0-4056-a7f7-514a302a4a9b']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.329,Carry,,2015/2016
,,,,"[26.6, 53.6]",,,,,,,,,,,,1.32369,,,,,,,,,,,,,192c3418-c552-4ac3-a201-f1a7bb57c8a1,16,,"[26.6, 53.6]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['0a829a48-cbc5-4b7a-8c62-3d68213119d8', 'c7e45260-c585-4994-91ba-44b2fd4de872']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.153,Carry,,2015/2016
,,,,"[18.9, 17.3]",,,,,,,,,,,,1.785556,,,,,,,,,,,,,992a228a-6b8e-4178-886d-fa07f026e40d,19,,"[23.3, 18.5]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,"['4e88dba9-a9df-4c14-ad5c-ad6450ba140c', '6ca9624c-85d4-4916-a18d-db73f2f6ff60', 'ad310153-a30e-4011-95f4-93650eb24488']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.843,Carry,True,2015/2016
,,,,"[20.0, 53.7]",,,,,,,,,,,,0.793519,,,,,,,,,,,,,d1e7a6d5-213f-4b7b-95fb-202517e4b4b6,23,,"[18.6, 53.8]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['55a85473-8391-4b44-8eb1-a545ef2c9109', '577c5ab5-5bcb-4f22-97d5-675a917cd2c5', 'fdc91266-2667-430f-bc8a-bbcc07f99c5f']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.194,Carry,True,2015/2016
,,,,"[26.9, 75.5]",,,,,,,,,,,,2.814628,,,,,,,,,,,,,179f6647-1dbc-4b3e-b861-2f5abce4e9fc,27,,"[26.6, 75.5]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['1b2ba102-fa7e-4745-b8d9-4c6ee329841b', 'ff058446-c63e-4a14-b094-3349d6fc5667']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.239,Carry,,2015/2016
,,,,"[13.3, 65.5]",,,,,,,,,,,,0.03627,,,,,,,,,,,,,44c57570-0403-4352-99ac-54a437c0affb,30,,"[13.3, 66.9]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['39505369-e5fb-4cf6-affa-5a7d616c2c97', '88ad0fee-d9e7-4b57-9e58-29a97aec2be0']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.671,Carry,,2015/2016
,,,,"[7.5, 45.9]",,,,,,,,,,,,1.55434,,,,,,,,,,,,,c9af7ddb-eefa-4469-974d-b48d7e1c5db3,34,,"[2.9, 45.9]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,"['2fad81f5-869d-40c7-9ffa-f7b781832de4', '9b11684e-766a-4b6d-af34-25f7949db5be', 'fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.513,Carry,True,2015/2016
,,,,"[8.4, 9.8]",,,,,,,,,,,,0.745722,,,,,,,,,,,,,4024482f-d04b-446b-a432-1474901c2753,37,,"[8.4, 9.8]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,"['51fd473c-7330-4db8-8b8f-d421b028311d', '7cfd177b-589f-4941-bea6-89d2387d5c98']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.896,Carry,,2015/2016
,,,,"[21.6, 2.5]",,,,,,,,,,,,0.8136,,,,,,,,,,,,,abcaddd0-8818-4a31-8175-19b4d7475bdc,40,,"[22.6, 3.5]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['45dbe456-953d-4e19-9747-44016dba10bb', 'b3800b93-a023-44de-9acf-42c44617f34a', 'b87153e5-b684-48be-8e7a-910a5e6aaf35']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.699,Carry,True,2015/2016
,,,,"[42.5, 2.3]",,,,,,,,,,,,0.12,,,,,,,,,,,,,3384088c-f49f-433e-91d9-b24db42483f5,44,,"[43.5, 2.7]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['3e3cb6d1-edf9-4e22-8da6-53662fdba78b', '7b906718-6250-46a4-878b-c30140f1c39a']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.661,Carry,,2015/2016
,,,,"[76.4, 64.5]",,,,,,,,,,,,1.291122,,,,,,,,,,,,,c951d97c-e649-4d44-ba5b-8bfa90d06923,48,,"[82.5, 67.5]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Right Midfield,3,Atlético Madrid,212,"['0a258d4f-ccee-4e20-9b58-6660ef0b300f', 'c86ba79a-30a5-492f-8ddc-4588be8b700c']",34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:34.456,Carry,,2015/2016
,,,,"[68.2, 53.2]",,,,,,,,,,,,0.674318,,,,,,,,,,,,,9f356eb6-a682-4485-9d27-49bde8c4994d,51,,"[68.0, 52.9]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,3,Atlético Madrid,212,"['6ed2a18c-245a-4655-be3c-1aeb99ed1025', '954cf7ea-4da0-41aa-93f3-ec552b301ee7']",36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.641,Carry,,2015/2016
,,,,"[71.8, 76.0]",,,,,,,,,,,,0.689561,,,,,,,,,,,,,835ed81f-1a86-4eb4-a755-247e02037317,54,,"[71.2, 76.2]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,3,Atlético Madrid,212,"['6c3fddd2-e0f2-4753-9ce4-21aa9b5479b4', '7161d09c-4dff-43c5-bbfd-ee12c4603b5e']",39,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.109,Carry,,2015/2016
,,,,"[81.1, 67.9]",,,,,,,,,,,,1.0547,,,,,,,,,,,,,afe06108-e2af-4028-b8d9-2b0058c82757,57,,"[84.4, 62.4]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,3,Atlético Madrid,212,"['68507708-a70f-4e81-bf9a-c7b532aa9054', '77caf732-e127-4513-b685-8fe36b09613e']",40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:40.887,Carry,,2015/2016
,,,,"[87.9, 78.2]",,,,,,,,,,,,0.040014,,,,,,,,,,,,,4379311b-6906-486d-ae07-260a85e83bac,60,,"[87.5, 78.2]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,3,Atlético Madrid,212,"['324d7fab-ee81-40f5-9d82-3ac45ed6fde5', '3c05935f-63e3-4a72-bfad-868d3682c3e7']",42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.539,Carry,,2015/2016
,,,,"[95.6, 78.2]",,,,,,,,,,,,1.4314,,,,,,,,,,,,,1d7d3b49-2284-4b17-933a-b31f73b5a918,63,,"[89.0, 70.3]",267576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,3,Atlético Madrid,212,"['7080cff1-45c6-4c30-b2f1-ee7ac78559e5', 'c71270f7-b1b1-4cdc-b9b2-bc7c7ced332c', 'e8d78cb9-7d36-4ef0-b2ed-79e569f78953']",43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.462,Carry,True,2015/2016
,,,,"[100.1, 53.1]",,,,,,,,,,,,0.42829,,,,,,,,,,,,,ac76fe90-0489-4bda-a9bb-5aa4a0bcc1a8,75,,"[99.3, 54.7]",267576,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Center Forward,4,Atlético Madrid,212,"['f793af33-8438-4610-83b0-8bf44814d0ee', 'f941e85c-3200-46cb-b06f-ccfa50d062cf']",2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:02.867,Carry,,2015/2016
,,,,"[81.9, 54.3]",,,,,,,,,,,,1.555215,,,,,,,,,,,,,a449e078-8972-4c16-b036-1514cffc346b,80,,"[86.1, 54.7]",267576,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Left Defensive Midfield,4,Atlético Madrid,212,"['679fdef2-4a6d-4d72-80cf-df6012ca2f90', '8e203fca-36cd-4996-a2c9-ef5440ce661c', 'aa05ab1c-11e3-42a6-9aeb-43aff8a7e1d5']",6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.347,Carry,True,2015/2016
,,,,"[86.5, 61.1]",,,,,,,,,,,,1.4141,,,,,,,,,,,,,4cb08e28-8d46-4558-9478-cfdd96a72515,92,,"[85.5, 60.9]",267576,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,5,Atlético Madrid,212,"['4b84d285-cb92-42a9-a989-94f0aa7583fc', 'cfe683ce-4aa9-4b38-a7f9-84189789c9d7']",48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:48.692,Carry,,2015/2016
,,,,"[101.5, 71.8]",,,,,,,,,,,,2.367654,,,,,,,,,,,,,0cf1551d-94e1-456b-a0d9-832d099e7ea6,95,,"[96.8, 68.9]",267576,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Right Center Forward,5,Atlético Madrid,212,"['4c9cc0df-561b-439b-b05a-fd8319f79414', '991995e5-8c8a-4f33-831a-25c38dd0cc7b']",51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:51.169,Carry,,2015/2016
,,,,"[97.1, 58.3]",,,,,,,,,,,,1.3533,,,,,,,,,,,,,df3843cc-15ed-47d1-abae-5cc35ab1153f,98,,"[97.8, 59.1]",267576,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Saúl Ñíguez Esclapez,6381.0,Right Midfield,5,Atlético Madrid,212,"['3dc9dfc0-964d-42eb-8667-0a9beec1b733', '5a1a0f40-1a53-4b75-9ecc-8fa84e81f3d6', 'b0ed513d-8cf9-4a79-88ca-d2101bb2326e']",54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:54.449,Carry,True,2015/2016
,,,,"[116.0, 22.8]",,,,,,,,,,,,0.040012002,,,,,,,,,,,,,3bcf4c93-301a-4dfa-bf5f-9e2401db3c3e,110,,"[116.5, 23.2]",267576,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Saúl Ñíguez Esclapez,6381.0,Right Midfield,7,Atlético Madrid,212,"['2e852197-7782-4de4-8040-8ff6f02c8fb1', 'c2d21ecb-468d-469d-a167-7b57105a5b02']",41,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:41.294,Carry,,2015/2016
,,,,"[108.7, 13.2]",,,,,,,,,,,,0.988978,,,,,,,,,,,,,314c4b19-a4d4-4972-b35d-051a2799e215,113,,"[108.9, 13.2]",267576,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jorge Resurrección Merodio,5199.0,Left Midfield,7,Atlético Madrid,212,"['0e1c4629-bbda-46d3-bd8c-4e10ff7faac9', 'ee063474-1b66-4301-9355-75f0905b54e6', 'fcbf987e-97a0-437c-b3e3-5db0aafc678f']",42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:42.410,Carry,True,2015/2016
,,,,"[94.7, 26.9]",,,,,,,,,,,,0.699538,,,,,,,,,,,,,14c370ec-ea52-4bd5-86e0-f1709a1bfd42,119,,"[99.7, 24.9]",267576,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Augusto Matías Fernández,19668.0,Left Defensive Midfield,7,Atlético Madrid,212,"['1fbc07ae-cd41-483f-92ec-0cd812ceefcf', '32c8a472-5af2-4d3e-90a8-e99629e7102d', 'e95a3f4a-9c51-428a-ae62-0b305732988b']",45,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:45.631,Carry,True,2015/2016
,,,,"[17.3, 37.0]",,,,,,,,,,,,3.7425,,,,,,,,,,,,,748ded12-b18e-4223-86f6-8210c5bdec5a,123,,"[5.0, 40.0]",267576,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,7,Atlético Madrid,212,"['78d63e3b-14ec-420a-8ff7-ac20d20d68d7', '8959e95b-ce22-47d1-bc72-2c76b752f0e3']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.204,Carry,,2015/2016
,,,,"[33.8, 32.9]",,,,,,,,,,,,1.009897,,,,,,,,,,,,,949758b1-66c4-4672-8dcc-1b39a515556e,129,,"[36.7, 33.5]",267576,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Francisco Torres Belén,6375.0,Right Back,7,Atlético Madrid,212,"['2b348956-4ef5-4a2f-9fe0-a0be435260fc', 'e64455a0-490a-4d2a-af2e-96ed0d3c618b']",58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:58.005,Carry,,2015/2016
,,,,"[25.8, 47.5]",,,,,,,,,,,,0.712488,,,,,,,,,,,,,d27b1a12-3b37-491a-97fc-09f827dcc5c9,132,,"[25.8, 47.5]",267576,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José María Giménez de Vargas,5259.0,Right Center Back,7,Atlético Madrid,212,"['5513040c-73d8-4397-aff7-748048d90943', 'f6a60a18-8690-4349-8b68-2c514b8b0072']",0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:00.928,Carry,,2015/2016
,,,,"[53.7, 68.4]",,,,,,,,,,,,1.398358,,,,,,,,,,,,,aa45042b-cd80-40f2-8dc2-2c0836df2b07,137,,"[50.1, 66.4]",267576,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,7,Atlético Madrid,212,"['2076045b-607d-46f1-8fc4-68bf11c2d98d', '638f1f1b-9183-4a5b-b5b3-68cd13d09df2']",5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:05.056,Carry,,2015/2016
,,,,"[18.3, 29.9]",,,,,,,,,,,,1.0604,,,,,,,,,,,,,6835b208-6e88-41d6-8f3a-e2c4cb2726c8,141,,"[24.7, 25.9]",267576,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,8,Barcelona,217,"['0eea3ba4-63b1-4c1d-8cd7-c2e7c85a1c2e', 'ab92ce06-0af5-44e4-b015-29d6d27e773d']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.386,Carry,,2015/2016
,,,,"[9.1, 46.3]",,,,,,,,,,,,1.6813,,,,,,,,,,,,,d533896b-be39-4109-a9c9-7e37d906ed25,144,,"[8.0, 46.8]",267576,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,8,Barcelona,217,"['02edd59e-6749-4be5-986c-505ee25488b2', '3102727d-3d68-46aa-9643-76c7ae5c4bea', '9d65882d-bbb5-43c0-a297-629486adc046']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:03:12.352,Carry,True,2015/2016
