ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.017232,,,,,,,,,,,,,23966523-8125-46e2-8d46-a2f0a9af3c91,1356,,"[76.4, 14.0]",69331,33,,,,,-0.9751408,,Left Foot,,,,"[82.5, 5.0]",,Ground Pass,,10.872442,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,68,Barcelona,217,"['5b5cd57e-c825-4a85-a9da-8eee4b008ce6', 'ecb5d02e-8e24-42de-98aa-f0d64d3bf147']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.334,Pass,True,2011/2012
,,,,,,,,,,,,,,0.3488,,,,,,,,,,,,,692091a2-2e00-457b-96a1-4c1cfb9a17fa,1358,,"[82.3, 5.0]",69331,33,,,,,0.5070985,,Right Foot,,,,"[85.9, 7.0]",,Ground Pass,,4.1182523,,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,68,Barcelona,217,"['0fc2dece-0f81-482c-bc77-248f8d5897e2', '908a5159-6e43-4e13-82d6-7c66ea0f43ca', 'ecb5d02e-8e24-42de-98aa-f0d64d3bf147']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.351,Pass,True,2011/2012
,,,,,,,,,,,,,,1.750771,,,,,,,,,,,,,ea950609-a4c6-4c6f-8a65-533f1f848ab3,1366,,"[48.9, 71.7]",69331,33,,,,,-0.07159059,,Right Foot,,,,"[74.0, 69.9]",,Ground Pass,,25.16446,,,,Pablo Edson Barrera Acosta,26796.0,,,,,Free Kick,1,From Free Kick,Maurizio Lanzaro,26715.0,Right Center Back,70,Real Zaragoza,395,['70064ca3-cc02-4b86-899c-3cc73d13c436'],34,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:34.679,Pass,,2011/2012
,,,,,,,,,,,,,,1.439891,,,,,,,,,,,,,a6f25ca1-4100-4bf1-90e9-1ba6b898531f,1369,,"[69.7, 69.3]",69331,33,,,,,-2.6748962,,Right Foot,,,,"[56.6, 62.7]",,Ground Pass,,14.668674,,,,Leonardo Daniel Ponzio,25922.0,,,,,,1,From Free Kick,Pablo Edson Barrera Acosta,26796.0,Right Wing,70,Real Zaragoza,395,['22446be6-8e6d-47fa-9f71-1914772abd4c'],37,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:37.423,Pass,,2011/2012
,,,,,,,,,,,,,,2.550086,,,,,,,,,,,,,b7949031-6b4a-4d8f-9e1b-c50b570140ef,1373,,"[55.9, 61.7]",69331,33,,,,,-2.2337008,,Left Foot,,,,"[35.6, 35.7]",,Ground Pass,,32.98621,,,,David Mateos Ramajo,26798.0,,,,,,1,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Defensive Midfield,70,Real Zaragoza,395,"['bcbeb2b2-549f-47a8-9cca-28168e9c3911', 'e9c1d337-4820-49cd-8aa0-06a47cb3aa6d']",41,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:41.125,Pass,True,2011/2012
,,,,,,,,,,,,,,2.131626,,,,,,,,,,,,,c52fd75c-df97-4dcd-981b-fa9fa437b71e,1377,,"[33.4, 36.9]",69331,33,,,,,2.8897057,,Right Foot,,,,"[6.2, 43.9]",,Ground Pass,,28.086296,,,,Roberto Jiménez Gago,6571.0,,,,,,1,From Free Kick,David Mateos Ramajo,26798.0,Left Center Back,70,Real Zaragoza,395,"['b6b58204-a6d0-4d98-8813-36841079dee0', 'd810f8bd-56b0-4787-9ece-1501b7dcd910']",44,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:44.431,Pass,True,2011/2012
,,,,,,,,,,,,,,4.5664,,,,,,,,,,,,,cb76de1d-90ba-4031-af7d-34388c1f9181,1380,,"[5.9, 44.1]",69331,33,,,,,0.17631994,,Right Foot,,,,"[68.2, 55.2]",,High Pass,,63.28112,,Incomplete,,Hélder Manuel Marques Postiga,20011.0,,,,,,1,From Free Kick,Roberto Jiménez Gago,6571.0,Goalkeeper,70,Real Zaragoza,395,"['4abac76a-929c-42e0-8fcd-812edb75a3bd', '7c463a44-01ff-4e1d-846a-d375e0a161f5']",46,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:46.803,Pass,,2011/2012
,,,,,,,,,,,,,,1.26392,,,,,,,,,,,,,7c463a44-01ff-4e1d-846a-d375e0a161f5,1382,,"[52.8, 25.8]",69331,33,,,,True,0.19222765,,,,,,"[67.7, 28.7]",,High Pass,,15.179591,,Incomplete,,Seydou Kéita,20169.0,,,,,Recovery,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,70,Real Zaragoza,395,"['02d682cd-437c-43e7-a9de-55c9e3523fe2', '70d7eaa3-0843-47d2-8fb7-7a2df0d7e90c', 'cb76de1d-90ba-4031-af7d-34388c1f9181', 'd3cc248e-cbf4-40b3-8c36-aa844ee57b3b']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.369,Pass,True,2011/2012
,,,,,,,,,,,,,,1.341074,,,,,,,,,,,,,721e5d9b-7573-48c6-b280-5d4ea09cbca7,1388,,"[53.5, 53.5]",69331,33,,,,,-2.6816905,,Right Foot,,,,"[42.8, 48.2]",,Low Pass,,11.940687,,,,Leonardo Daniel Ponzio,25922.0,,,,,,1,From Free Kick,Fernando José da Silva Freitas Meira,20264.0,Right Defensive Midfield,70,Real Zaragoza,395,"['e4fd70f5-fcea-4210-854e-e86a69ea54c0', 'ed732bd5-e16a-4cbf-9717-9c187f05b2fa']",55,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:55.750,Pass,True,2011/2012
,,,,,,,,,,,,,,4.688133,,,,,,,,,,,,,7f6bacc1-ffe3-4328-88ca-e341cf6085db,1392,,"[43.6, 47.3]",69331,33,,,,,-0.7274129,,Right Foot,,,,"[91.9, 4.3]",,High Pass,,64.667534,,,,Juan Carlos Pérez López,6559.0,,True,,,,1,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Defensive Midfield,70,Real Zaragoza,395,"['0da3e6d5-fca7-4e9d-afe3-641567997bda', 'c16d2dcb-183b-4b2d-ab6f-9d1d98b88a4d']",57,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:33:57.343,Pass,True,2011/2012
,,,,,,,,,,,,,,1.121699,,,,,,,,,,,,,70d2e7e4-2331-4cf3-8577-b4ed3e6d441a,1398,,"[7.4, 74.8]",69331,34,,,,,-1.6287957,,Left Foot,,,,"[6.5, 59.3]",,Ground Pass,,15.526107,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,71,Barcelona,217,['f074d788-41f3-4458-8b29-e7beb86e94f5'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:05.739,Pass,,2011/2012
,,,,,,,,,,,,,,1.082401,,,,,,,,,,,,,3dcdb71f-8a7a-4da0-ab19-4d1a002889c5,1401,,"[9.1, 58.8]",69331,34,,,,,0.43069252,,Right Foot,,,,"[23.9, 65.6]",,Ground Pass,,16.287418,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,71,Barcelona,217,['6b33a035-5078-4596-9e3b-c1d929198aa8'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:08.278,Pass,,2011/2012
,,,,,,,,,,,,,,1.446435,,,,,,,,,,,,,5d5aa0a8-fcf5-4415-b5a9-9527ab231d00,1405,,"[23.9, 65.6]",69331,34,,,,,1.061406,,Right Foot,,,,"[30.1, 76.7]",,Ground Pass,,12.714166,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,71,Barcelona,217,"['3007940d-d705-4a88-af8c-977a87e7dd40', 'c5fae36e-aa7f-49ed-a8a1-32f176f6c07b']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:10.291,Pass,True,2011/2012
,,,,,,,,,,,,,,4.520027,,,,,,,,,,,,,7da97bb7-f6fe-414f-8ec4-be1c33b64565,1408,,"[30.9, 78.6]",69331,34,,,,,-1.3516109,,Right Foot,,,,"[44.6, 17.1]",,High Pass,,63.00746,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,True,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,71,Barcelona,217,['20461a5c-2edc-4476-9dfa-365f2eb0c767'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.880,Pass,,2011/2012
,,,,,,,,,,,,,,1.668341,,,,,,,,,,,,,e3d1832b-dc18-4362-8636-06f8c052020a,1411,,"[43.4, 15.4]",69331,34,,,,,2.3217254,,Right Foot,,,,"[36.4, 22.9]",,Ground Pass,,10.259142,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,71,Barcelona,217,['b82a3ae0-f26a-4175-8b42-f25b9ce90587'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:17.702,Pass,,2011/2012
,,,,,,,,,,,,,,0.7428,,,,,,,,,,,,,1332dee4-8423-42d0-b5fa-37ca7e750d30,1415,,"[34.9, 21.4]",69331,34,,,,,-1.2727208,,Left Foot,,,,"[40.0, 4.8]",,Ground Pass,,17.36577,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,71,Barcelona,217,"['871c7d19-0729-4119-bf8e-92f762f6b6e1', 'e8cbe06c-d450-45a1-abf3-d940ff8dd12e']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.896,Pass,True,2011/2012
,,,,,,,,,,,,,,1.3993,,,,,,,,,,,,,fc262205-0f5c-4d36-88db-aea17dc32fba,1418,,"[40.2, 5.5]",69331,34,,,,,1.4081435,,Right Foot,,,,"[43.4, 25.0]",,Ground Pass,,19.76082,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,71,Barcelona,217,['d37818ff-e4a4-4c8d-8e5a-254f34463746'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:20.799,Pass,,2011/2012
,,,,,,,,,,,,,,2.034607,,,,,,,,,,,,,643be8a4-720f-436a-8e6d-3be3bf404a6d,1424,,"[41.0, 21.4]",69331,34,,True,,,1.0009578,,Left Foot,,,,"[58.3, 48.4]",,Ground Pass,,32.06696,,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,Seydou Kéita,20169.0,Center Defensive Midfield,72,Barcelona,217,['5739f56e-0d52-4126-8c67-11c95302cbe6'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:32.004,Pass,,2011/2012
,,,,,,,,,,,,,,1.119317,,,,,,,,,,,,,39be54ae-8831-4dfd-8626-481131f31a67,1426,,"[65.8, 48.2]",69331,34,,,,,0.7266424,,Right Foot,,,,"[82.9, 63.4]",,Ground Pass,,22.87903,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,72,Barcelona,217,['0f26590a-bed9-4109-a017-3f549c114deb'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.081,Pass,,2011/2012
,,,,,,,,,,,,,,1.48964,,,,,,,,,,,,,f9488c2a-b830-4d6c-abb3-739378040eb9,1430,,"[86.3, 63.4]",69331,34,,,,,0.82040334,,Right Foot,,,,"[98.7, 76.7]",,Ground Pass,,18.183784,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,72,Barcelona,217,"['38f0b38a-755f-45e9-bdbf-64493465ea78', '933dc75e-2982-4469-9ef8-180943eac8ac']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.383,Pass,True,2011/2012
,,,,,,,,,,,,,,2.135513,,,,,,,,,,,,,d315cbc4-72f7-4afe-b40d-f2d9cc0de363,1433,,"[99.3, 69.7]",69331,34,,,,,-0.44783866,,Right Foot,,,,"[109.5, 64.8]",,Ground Pass,,11.315918,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Wing,72,Barcelona,217,['da5f47d5-a4f7-4d6c-b5e6-57f2c1f0cded'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:39.961,Pass,,2011/2012
,,,,,,,,,,,,,,1.5227,,,,,,,,,,,,,e1f0b41d-f30e-4094-b4d4-3902bdb8eff8,1437,,"[114.3, 66.3]",69331,34,,,,,-2.479745,,Right Foot,,True,,"[105.7, 59.6]",,Low Pass,,10.9018345,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,72,Barcelona,217,"['40dba71d-2a55-4491-9360-e29c17599600', 'f7c8a21f-c3b6-4f26-b0d4-55e2fb2772fb']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:42.119,Pass,True,2011/2012
,,,,,,,,,,,,,,1.123152,,,,,,,,,,,,,54bfeb6a-1b9c-4a36-b973-c3688ba8e539,1441,,"[106.1, 60.3]",69331,34,,,,,2.9829373,,Right Foot,,,,"[91.1, 62.7]",,Ground Pass,,15.190786,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Wing,72,Barcelona,217,"['3321a07e-aaee-4418-9153-266b3b7fa759', 'fcced520-f838-4080-95b2-f33b21a4f931']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:43.675,Pass,True,2011/2012
,,,,,,,,,,,,,,3.750066,,,,,,,,,,,,,ec4f44ab-5d1f-48c0-9e34-966912f6c45f,1444,,"[91.6, 62.9]",69331,34,,,,,-1.0319597,,Right Foot,True,,,"[119.4, 16.4]",,High Pass,,54.17647,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,True,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,72,Barcelona,217,['dba33b5a-1974-4bff-a67f-d005c7237400'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:46.216,Pass,,2011/2012
,,,,,,,,,,,,,,0.3931,,,,,,,,,,,,,35b1a3a2-43c2-4a8b-9280-6d98029be484,1447,,"[116.0, 22.8]",69331,34,,,,,2.0409799,,Right Foot,,True,,"[112.9, 28.9]",,Ground Pass,,6.842514,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,72,Barcelona,217,"['5ec6bd53-852b-4a86-bd32-04569844b00e', 'b94bd012-af93-47a8-ac08-fa8b87709302']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:52.153,Pass,,2011/2012
,,,,,,,,,,,,,,1.651682,,,,,,,,,,,,,a1c9f365-f294-4acc-9a26-9cec871fd989,1450,,"[98.2, 32.0]",69331,34,,,,,-1.8417432,f0cd938e-6f28-465a-813a-e794fa931c76,Right Foot,,,,"[96.2, 24.8]",,Ground Pass,,7.4726167,,,,Maxwell Scherrer Cabelino Andrade,26613.0,True,,,,Recovery,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,72,Barcelona,217,['46e06312-69a4-40c3-8ca9-d562be1bbcf3'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:54.045,Pass,,2011/2012
,,,,,,,,,,,,,,3.347,,,,,,,,,,,,,04ae5ab3-01b0-4678-b485-5ee57036bdfd,1454,,"[6.0, 36.0]",69331,35,,,,,-0.33381823,,Right Foot,,,,"[77.8, 11.1]",,High Pass,,75.99506,,Incomplete,,Luis García Fernández,23916.0,,,,,Goal Kick,1,From Goal Kick,Roberto Jiménez Gago,6571.0,Goalkeeper,73,Real Zaragoza,395,"['e40806b8-fe59-4945-84a6-8d00ae5638d1', 'e473f5f9-aff2-4b73-b769-94a51e9bcc2f']",24,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:35:24.525,Pass,,2011/2012
,,,,,,,,,,,,,,1.058,,,,,,,,,,,,,e40806b8-fe59-4945-84a6-8d00ae5638d1,1457,,"[43.2, 69.9]",69331,35,,,,True,-1.0922245,,,,,,"[50.1, 56.6]",,Low Pass,,14.983324,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,74,Barcelona,217,"['04ae5ab3-01b0-4678-b485-5ee57036bdfd', '0d44795c-e473-42b3-9e06-afd651f282fe', '98918df5-da54-495e-b15c-a8c4bedb8cef']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:27.872,Pass,True,2011/2012
,,,,,,,,,,,,,,1.2621,,,,,,,,,,,,,6d79ea2c-e14b-444c-8be5-3dc9a314822b,1461,,"[48.2, 56.6]",69331,35,,,,,-2.4272046,,Right Foot,,,,"[35.4, 45.5]",,Ground Pass,,16.94255,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,74,Barcelona,217,['5d4c9821-1351-408b-a7ea-375a18c11e42'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:31.289,Pass,,2011/2012
,,,,,,,,,,,,,,1.842883,,,,,,,,,,,,,a88642cc-e88f-4fdf-8828-23a848941061,1465,,"[33.3, 36.9]",69331,35,,,,,-3.0668423,,Right Foot,,,,"[10.6, 35.2]",,Ground Pass,,22.763567,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,74,Barcelona,217,"['3c75e281-f1f7-43ec-bf2d-d7e140de9994', '5ea905a2-b54a-4a71-8e07-cd506f6e5752']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:33.133,Pass,True,2011/2012
,,,,,,,,,,,,,,2.782499,,,,,,,,,,,,,687d5daf-42ac-4f83-b935-a09d6c5aa41c,1468,,"[10.6, 40.2]",69331,35,,,,,0.92896396,,Right Foot,,,,"[39.3, 78.6]",,High Pass,,47.940067,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,74,Barcelona,217,['b31bbfc4-ebaf-4cb2-afd3-9f1ee9da8e8f'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:36.058,Pass,,2011/2012
,,,,,,,,,,,,,,1.732801,,,,,,,,,,,,,ad04fb49-bb61-440d-95b1-9261d61eea63,1471,,"[39.3, 78.8]",69331,35,,,,,-0.4550085,,Head,,,,"[57.9, 69.7]",,Low Pass,,20.706762,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,74,Barcelona,217,['d1b9a813-c2dc-4b17-a2de-9910aafd2f0c'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:38.840,Pass,,2011/2012
,,,,,,,,,,,,,,1.5819,,,,,,,,,,,,,63d688dd-2113-4a69-842a-378928a7330d,1477,,"[91.4, 80.0]",69331,35,,,,,-1.4131413,,,,,,"[94.5, 60.5]",,Low Pass,,19.744873,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,75,Barcelona,217,['d4a4e3bd-6fa9-4a38-acf3-055dd9b9aed8'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:51.288,Pass,,2011/2012
,,,,,,,,,,,,,,0.106651,,,,,,,,,,,,,30ecdae3-8425-4bde-85f2-884f2e5c5b2d,1480,,"[94.6, 60.8]",69331,35,,,,,2.7838466,,Left Foot,,,,"[83.9, 64.8]",,Ground Pass,,11.423222,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,75,Barcelona,217,['c9266c72-89e7-48c5-a896-5228895bce4e'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:53.896,Pass,,2011/2012
,,,,,,,,,,,,,,1.231991,,,,,,,,,,,,,36ffb41f-e3bd-4029-b85c-52c8eac7176f,1483,,"[89.3, 63.2]",69331,35,,,,,-1.9466023,,Right Foot,,,,"[83.5, 48.5]",,Ground Pass,,15.802848,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,75,Barcelona,217,['dc1ff5a8-b15d-43b2-9706-aec522347bb3'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:55.689,Pass,,2011/2012
,,,,,,,,,,,,,,1.7348,,,,,,,,,,,,,95765f9c-80a0-4317-8ae2-124b5f6329e6,1486,,"[88.3, 37.3]",69331,35,,,,,-1.013722,,Right Foot,,,,"[103.0, 13.7]",,Ground Pass,,27.803776,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,75,Barcelona,217,['f4d34667-0369-47b4-87eb-aee1ba2fea68'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:58.962,Pass,,2011/2012
,,,,,,,,,,,,,,0.947796,,,,,,,,,,,,,664b90e3-340e-4ce7-9061-a53f34acfec5,1488,,"[102.3, 14.2]",69331,36,,,,,0.64058566,,Right Foot,,,,"[107.8, 18.3]",,Ground Pass,,6.860029,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,Through Ball,True,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,75,Barcelona,217,"['8726a395-998c-45d8-9bc5-445382145e37', 'fce37b4e-e965-4b06-8ee9-99fa6a0a0bc6']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:00.697,Pass,,2011/2012
,,,,,,,,,,,,,,2.9648,,,,,,,,,,,,,d046734c-9e67-4aae-a8aa-f65e8476fd88,1495,,"[6.0, 44.0]",69331,36,,,,,0.15673491,,Right Foot,,,,"[83.2, 56.2]",,High Pass,,78.15804,,Incomplete,,Luis García Fernández,23916.0,,,,,Goal Kick,1,From Goal Kick,Roberto Jiménez Gago,6571.0,Goalkeeper,76,Real Zaragoza,395,"['89b947f6-dbbe-4222-bd7d-1afa9bf20595', 'a4f058c6-96e6-491c-aa39-12d4aadd4ad3']",28,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:36:28.348,Pass,,2011/2012
,,,,,,,,,,,,,,1.617,,,,,,,,,,,,,89b947f6-dbbe-4222-bd7d-1afa9bf20595,1497,,"[37.8, 24.8]",69331,36,,,,,-0.38633722,,Head,,,,"[55.5, 17.6]",,Low Pass,,19.108376,,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,77,Barcelona,217,"['1eca9ad9-9978-4997-86aa-f4a7066b0ec6', 'd046734c-9e67-4aae-a8aa-f65e8476fd88']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:31.313,Pass,,2011/2012
,,,,,,,,,,,,,,3.440758,,,,,,,,,,,,,b85dacd3-9ddd-4dff-9d5b-fe6eeb5e72ba,1499,,"[56.2, 17.6]",69331,36,,,,,-0.64640385,,Right Foot,,,,"[78.2, 1.0]",,Low Pass,,27.560116,,Out,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,77,Barcelona,217,['e435a755-cb66-4a76-88c8-07575c8a0c9d'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:32.930,Pass,,2011/2012
,,,,,,,,,,,,,,1.1342,,,,,,,,,,,,,61d91045-6cd3-4e9f-b1c3-da81d6c303f1,1501,,"[78.4, 1.0]",69331,36,,,,,1.0569978,,,,,,"[84.1, 11.1]",,Low Pass,,11.597413,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,78,Barcelona,217,['44678a7c-5eaa-493c-9edf-08a31173b436'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:47.957,Pass,,2011/2012
,,,,,,,,,,,,,,1.0438,,,,,,,,,,,,,829bc2be-d032-4a41-a8f6-9b4b7173ee66,1505,,"[77.9, 4.0]",69331,36,,,,,-2.900746,,Right Foot,,,,"[66.5, 1.2]",,Ground Pass,,11.738825,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,78,Barcelona,217,"['32d3b897-33f7-4e60-974a-3c1c46dcde34', 'aaac51df-3f3b-40f5-913e-2ac54563fba8']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:50.095,Pass,True,2011/2012
,,,,,,,,,,,,,,2.034479,,,,,,,,,,,,,bc441290-be1b-412d-ba11-9176f7125827,1508,,"[64.8, 3.3]",69331,36,,,,,2.6996024,,Left Foot,,,,"[20.0, 24.5]",,Ground Pass,,49.56289,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,78,Barcelona,217,['c8c2733c-1653-4573-a0d5-368dd5a9aba5'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:52.106,Pass,,2011/2012
,,,,,,,,,,,,,,1.111751,,,,,,,,,,,,,9a465a0e-5f12-4c5c-8516-9993ef411360,1511,,"[22.4, 33.7]",69331,36,,,,,0.9018896,,Right Foot,,,,"[39.0, 54.7]",,Ground Pass,,26.768639,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,78,Barcelona,217,['975f3a95-8191-458e-8e44-0e19e62ceade'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:55.922,Pass,,2011/2012
,,,,,,,,,,,,,,3.102962,,,,,,,,,,,,,5b57d1c1-fa8f-449b-afb5-465c7649fd6e,1514,,"[65.4, 60.3]",69331,37,,,,,-0.92461157,,Right Foot,,,,"[101.3, 12.7]",,High Pass,,59.620216,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,True,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,78,Barcelona,217,['a62878aa-f2ca-40ac-9b44-2576c2943ccc'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.090,Pass,,2011/2012
