bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,3.1392,,,,,,,,,,,,,,8130f4c8-a3ec-49b4-a32e-fd6a356a2ab4,3195,,,"[29.0, 4.0]",16275,82,,,,,0.10598436,,Left Foot,,,"[76.0, 9.0]",,High Pass,47.26521,,,Incomplete,,Mubarak Wakaso,6626.0,,,,,,2,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,147,Deportivo Alavés,206,"['6bb67d99-2e3e-4586-8b26-d62cbf62959e', 'fc9bf3df-dbbd-4bae-abfb-47a19ce2efed']",49,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:37:49.233,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.922378,,,,,,,,,,,,,,18eac5bf-94b3-4f50-af66-b8800dc15431,3203,,,"[56.0, 80.0]",16275,83,,True,,,-2.9147937,,,,,"[30.0, 74.0]",,Low Pass,26.683329,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['64fae0ff-3075-4057-95c3-113db816e09f'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:04.172,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.188729,,,,,,,,,,,,,,c17d3b20-0fb1-429f-9bc6-ef4e2dbbe9d0,3205,,,"[34.0, 69.0]",16275,83,,,,,-1.7619808,,Right Foot,,,"[28.0, 38.0]",,Ground Pass,31.575306,,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['aa92cdb2-9a1a-4f38-a623-5d0de99bfddb'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:05.144,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0171,,,,,,,,,,,,,,933a26ee-ee8a-405d-92fe-b7bc0fe724c0,3208,,,"[29.0, 29.0]",16275,83,,,,,1.3734008,,Left Foot,,,"[32.0, 44.0]",,Ground Pass,15.297058,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,148,Barcelona,217,['fa1673d7-2665-4ebe-aefa-abc4c9d098b4'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:09.976,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.251104,,,,,,,,,,,,,,b45dedfe-49a3-4ab1-adb3-39d3b90f0ec6,3212,,,"[30.0, 45.0]",16275,83,,,,,1.4801364,,Right Foot,,,"[32.0, 67.0]",,Ground Pass,22.090721,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,148,Barcelona,217,"['7cece7fc-a070-4263-9152-e4aa9d201124', 'b97c2175-6cf6-4fcd-95ce-6ad69c59a437']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:11.326,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.947182,,,,,,,,,,,,,,42b4edac-e28d-4907-ab0f-d97c64c09b4f,3215,,,"[35.0, 71.0]",16275,83,,,,,0.4636476,,Right Foot,,,"[47.0, 77.0]",,Ground Pass,13.416408,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['8aceac8c-d6ea-4f5a-bee3-7529624914e9'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:15.314,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.270834,,,,,,,,,,,,,,35d7bc95-6b32-4d0b-a7f1-ca7092780bd3,3217,,,"[47.0, 77.0]",16275,83,,,,,-2.709185,,Right Foot,,,"[34.0, 71.0]",,Ground Pass,14.3178215,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['b35b8a7e-6f7b-43d9-9f09-85d87704c0ce'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:16.262,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8425,,,,,,,,,,,,,,cc267432-ab75-467b-b886-32ac0a569721,3220,,,"[34.0, 71.0]",16275,83,,,,,-0.90975314,,Right Foot,,,"[41.0, 62.0]",,Ground Pass,11.401754,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['28f3ae20-d3eb-4429-b5fc-ed6fd4a1a3fd'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:18.074,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.234801,,,,,,,,,,,,,,8708192d-39be-468c-a07b-0a07a20819b1,3224,,,"[41.0, 62.0]",16275,83,,,,,-2.5127964,,Right Foot,,,"[19.0, 46.0]",,Ground Pass,27.202942,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,148,Barcelona,217,['b86c5109-0149-4304-a39f-21c5d88a58bb'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:20.124,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.807296,,,,,,,,,,,,,,a5172a99-1b04-4317-bb99-525ded753ca4,3227,,,"[19.0, 45.0]",16275,83,,,,,-1.3940874,,Right Foot,,,"[24.0, 17.0]",,Ground Pass,28.442924,,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,148,Barcelona,217,['7a86fb0e-c232-4933-bafb-4f7251ec813e'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:22.654,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.770946,,,,,,,,,,,,,,75cf692b-e4b2-410e-b4c7-5c0dbb48b052,3230,,,"[21.0, 17.0]",16275,83,,,,,2.3847582,,Left Foot,,,"[3.0, 34.0]",,Ground Pass,24.758837,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,148,Barcelona,217,['2ef73362-1d4d-44c2-98cf-c7daf4896c6f'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:25.561,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.0192,,,,,,,,,,,,,,9dd7772f-1ae9-4ae4-9239-a8db9322808e,3233,,,"[7.0, 35.0]",16275,83,,,,,0.0,,Right Foot,,,"[47.0, 35.0]",,High Pass,40.0,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,148,Barcelona,217,['80fbf065-f237-4175-8970-7b33ee74c84a'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:31.727,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8635,,,,,,,,,,,,,,c2c869fb-92b9-4339-b794-3d1ca0aac686,3235,,,"[47.0, 35.0]",16275,83,,,,,0.26625204,,Head,,,"[58.0, 38.0]",,Low Pass,11.401754,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,148,Barcelona,217,"['82dde786-1cf6-4281-9cde-9dc77fb95ec4', 'e3efb294-8bd8-4f26-9f6e-b9642bf2886d']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:33.786,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.1549,,,,,,,,,,,,,,e3efb294-8bd8-4f26-9f6e-b9642bf2886d,3237,,,"[63.0, 43.0]",16275,83,,,,,0.15264933,,Right Foot,,,"[89.0, 47.0]",,Ground Pass,26.305893,,,Incomplete,,John Guidetti,6038.0,,,,,Interception,2,From Throw In,Víctor Laguardia Cisneros,6615.0,Right Center Back,148,Barcelona,217,"['9b12d989-06d4-453e-bbf5-68aece8fb16a', 'c2c869fb-92b9-4339-b794-3d1ca0aac686', 'ccad345e-1dbd-46e5-96b9-b05603b310bd']",34,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:38:34.649,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.7464,,,,,,,,,,,,,,68edebb5-7fe6-4df3-9984-b5cb5e8ac634,3242,,,"[42.0, 32.0]",16275,83,,,,,0.39479113,,Left Foot,,,"[54.0, 37.0]",,Ground Pass,13.0,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Carles Aleña Castillo,13599.0,Left Center Midfield,148,Barcelona,217,"['594968f6-d72b-4437-a0a9-e163141eefa5', 'b03615ee-ce64-42fc-85a1-e70c42f51352']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:39.023,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.5918,,,,,,,,,,,,,,4d0df414-2d1a-4097-a6b7-b2cac61d2447,3246,,,"[78.0, 45.0]",16275,83,,,,,0.61072594,,Right Foot,,,"[88.0, 52.0]",,Ground Pass,12.206555,,,,,Borja González Tomás,6566.0,,,,,,2,Regular Play,Joaquín Navarro Jiménez,6923.0,Left Center Back,149,Deportivo Alavés,206,['a3282256-b4ff-43ca-be42-e9bdba13634a'],41,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:38:41.463,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.3796,,,,,,,,,,,,,,e38e3c2a-c5f1-498d-afcf-7b3e42ffdb1b,3249,,,"[87.0, 51.0]",16275,83,,,,,2.3561945,,Right Foot,,,"[84.0, 54.0]",,Ground Pass,4.2426405,,,,,John Guidetti,6038.0,,,,,,2,Regular Play,Borja González Tomás,6566.0,Left Center Forward,149,Deportivo Alavés,206,['e682e16a-152c-4cb6-ac98-15d17bf158db'],42,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:38:42.055,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.4152,,,,,,,,,,,,,,49359318-795a-4e45-9aab-46732409bf4b,3252,,,"[84.0, 54.0]",16275,83,,,,,-0.28605145,,Right Foot,,,"[101.0, 49.0]",,Ground Pass,17.720045,,,Incomplete,,Joaquín Navarro Jiménez,6923.0,,,,,,2,Regular Play,John Guidetti,6038.0,Right Center Forward,149,Deportivo Alavés,206,"['152f41ff-af48-4545-ae4c-e3e8a1e3fa92', 'a314ce56-5c54-4a9b-a754-5a56126afa1e']",42,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:38:42.459,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.0191,,,,,,,,,,,,,,16fba713-27c2-4fc2-9549-2a5d8413a416,3257,,,"[40.0, 4.0]",16275,83,,,,,1.4940244,,Left Foot,,,"[41.0, 17.0]",,Ground Pass,13.038404,,,,,Carles Aleña Castillo,13599.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,150,Barcelona,217,['6cdeead6-b2e6-45ce-bb41-f25f033d8f6b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:49.540,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.3691,,,,,,,,,,,,,,79383dd7-5f9d-49e2-8bd8-f36c85f18468,3260,,,"[56.0, 46.0]",16275,83,,,,,1.1493771,,Left Foot,,,"[69.0, 75.0]",,Ground Pass,31.780497,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Carles Aleña Castillo,13599.0,Left Center Midfield,150,Barcelona,217,['0b6c755e-e96f-41e8-bc4c-9eb5e6104e4b'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:55.686,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.9067,,,,,,,,,,,,,,1131fb8f-2316-4254-926e-00c5a553120d,3263,,,"[69.0, 73.0]",16275,83,,,,,-1.9614034,,Right Foot,,,"[62.0, 56.0]",,Ground Pass,18.384777,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,150,Barcelona,217,['35430775-6ac4-4906-bce0-7dde03af1039'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:59.356,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.641784,,,,,,,,,,,,,,19356fa0-db81-4546-a0d4-515c18ab93f6,3266,,,"[62.0, 56.0]",16275,84,,,,,-0.7853982,,Right Foot,,,"[68.0, 50.0]",,Ground Pass,8.485281,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,150,Barcelona,217,['0ccbc474-a8c4-486b-af6f-e4d03ee0965e'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:01.838,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.180709,,,,,,,,,,,,,,58907957-b679-4164-9b33-9768c40269b0,3269,,,"[77.0, 44.0]",16275,84,,,,,-1.3045443,,Left Foot,,,"[80.0, 33.0]",,Ground Pass,11.401754,,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,150,Barcelona,217,['0dde287f-fca4-4075-9a23-864b0087dccc'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:05.068,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.190599,,,,,,,,,,,,,,975b60a2-9e84-4c35-8377-bc25a8f8ffd1,3272,,,"[83.0, 25.0]",16275,84,,,,,-1.1659045,,Right Foot,,,"[92.0, 4.0]",,Ground Pass,22.847319,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,150,Barcelona,217,['3d197546-1ef1-471c-aaf7-a24988d9e6be'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:07.578,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.9705,,,,,,,,,,,,,,b581c6ac-07d3-45db-a2b8-5a9f1b2d904c,3275,,,"[92.0, 4.0]",16275,84,,,,,2.3561945,,Left Foot,,,"[84.0, 12.0]",,Ground Pass,11.313708,,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,150,Barcelona,217,['3809122f-6a79-4061-8666-dc46642d0150'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:09.952,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.6468,,,,,,,,,,,,,,d9304ef7-e029-49d7-b1dd-8b43195ee8c0,3278,,,"[84.0, 12.0]",16275,84,,,,,2.4227626,,Right Foot,,,"[76.0, 19.0]",,Ground Pass,10.630146,,,,,Carles Aleña Castillo,13599.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,150,Barcelona,217,['04bdbb90-cc44-49b9-8877-fd478abb9a49'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:13.417,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0659,,,,,,,,,,,,,,eef694bf-3295-4311-a0b6-002b8453b559,3280,,,"[76.0, 19.0]",16275,84,,,,,-1.19029,,Right Foot,,,"[78.0, 14.0]",,Ground Pass,5.3851647,,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Carles Aleña Castillo,13599.0,Left Center Midfield,150,Barcelona,217,['6a714293-71be-471b-8fa7-54397aaf55ac'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:14.064,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.4324,,,,,,,,,,,,,,8f6591a6-1403-4dcd-946e-514325fdae73,3283,,,"[78.0, 16.0]",16275,84,,,,,0.8991902,,Right Foot,,,"[109.0, 55.0]",,High Pass,49.819675,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,150,Barcelona,217,['a9e734c1-2fc7-4bfe-b610-d17fc1a07853'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:17.446,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8335,,,,,,,,,,,,,,70bc80a5-8049-4a23-9d62-2d0a3d6bcc13,3286,,,"[109.0, 55.0]",16275,84,,,,,-1.3909428,,Right Foot,,,"[111.0, 44.0]",,Low Pass,11.18034,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,150,Barcelona,217,"['0ea4d0f6-1b3d-4fc5-9f2f-45b3fe12f16d', '1d41b49c-b0fb-4282-a46b-aa391fd8fe9a']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:19.918,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0039,,,,,,,,,,,,,,6312e130-b893-4ae8-9263-3270d0bde042,3289,,,"[107.0, 80.0]",16275,84,,,,,-1.1071488,,,,,"[111.0, 72.0]",,Low Pass,8.944272,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Throw-in,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,151,Barcelona,217,['e417a278-7658-4d07-88b0-6da3a00a0be7'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:33.719,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.3189,,,,,,,,,,,,,,caf36a17-2b44-4f75-b26a-7400f8ee916a,3293,,,"[118.0, 78.0]",16275,84,,,,,-2.0344439,,Right Foot,,,"[117.0, 76.0]",,Ground Pass,2.236068,,,Incomplete,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,151,Barcelona,217,"['68a81b59-c7ca-4764-837e-a5bcd4581508', '749f24b2-4e26-443a-ade1-9391d42055b6']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:38.291,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.7525,,,,,,,,,,,,,,e845008d-04ad-44cd-a56e-720f12c0564c,3295,,,"[12.0, 1.0]",16275,84,,,,,0.28605145,,,,,"[29.0, 6.0]",,High Pass,17.720045,,,,,Mubarak Wakaso,6626.0,,,,,Throw-in,2,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,152,Deportivo Alavés,206,['b06087ca-be47-46be-991e-bdaa3b99ad0c'],55,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:39:55.944,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.9475,,,,,,,,,,,,,,a7022a68-d559-4a3c-8a69-88fe6501eee3,3297,,,"[29.0, 6.0]",16275,84,,,,,-0.13255154,,Head,,,"[44.0, 4.0]",,Low Pass,15.132746,,,,,Borja González Tomás,6566.0,,,,,,2,From Throw In,Mubarak Wakaso,6626.0,Left Midfield,152,Deportivo Alavés,206,['53a5a015-3330-4bc2-8320-0f192fb04ca4'],57,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:39:57.697,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.5455,,,,,,,,,,,,,,c2cde0e2-0cf9-4f2a-b5b9-2b4cde6a5c04,3303,,,"[49.0, 1.0]",16275,85,,,,,0.28605145,,,,,"[66.0, 6.0]",,High Pass,17.720045,,,,,Borja González Tomás,6566.0,,,,,Throw-in,2,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,153,Deportivo Alavés,206,['e2564259-0c9b-43e8-ad53-62c1514a5d85'],16,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:16.842,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.9422,,,,,,,,,,,,,,c344e9bf-9e94-4ac8-81bd-eea24075d84e,3306,,,"[66.0, 6.0]",16275,85,,,,True,0.32175055,,,,,"[75.0, 9.0]",,High Pass,9.486833,,,Incomplete,,John Guidetti,6038.0,,,,,,2,From Throw In,Borja González Tomás,6566.0,Left Center Forward,153,Deportivo Alavés,206,"['c14f2dd1-f8e4-47e6-96db-18502707d4c2', 'c9ba693c-100d-4ece-8432-bab6a2ab2923', 'fd1ad9a3-0c03-46de-bb83-9712410236ab']",18,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:18.388,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.6985,,,,,,,,,,,,,,c9ba693c-100d-4ece-8432-bab6a2ab2923,3309,,,"[46.0, 72.0]",16275,85,,,,True,-2.55359,,,,,"[34.0, 64.0]",,High Pass,14.422205,,,,,Samuel Yves Umtiti,5492.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,154,Barcelona,217,"['6193603a-dd07-4be1-8848-d46716f03414', '6c7fcba3-178f-4567-8879-86445d19ea18', 'c344e9bf-9e94-4ac8-81bd-eea24075d84e']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.330,Pass,True,2018/2019
,,,,,,,,,,,,,,,,3.2791,,,,,,,,,,,,,,ef3d6e4c-48e7-4f50-9fc0-5022075ee32f,3312,,,"[34.0, 64.0]",16275,85,,,,,-0.6202495,,Left Foot,,,"[55.0, 49.0]",,High Pass,25.806976,,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,154,Barcelona,217,"['8004a4c8-56e9-457c-8f1f-639d881b2ab6', 'bfba9d66-8c97-4793-b946-220e8b6d4b02']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.136,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.434016,,,,,,,,,,,,,,8004a4c8-56e9-457c-8f1f-639d881b2ab6,3314,,,"[66.0, 32.0]",16275,85,,,,True,-0.047583103,,,,,"[87.0, 31.0]",,High Pass,21.023796,,,Incomplete,,John Guidetti,6038.0,,,,,Recovery,2,Regular Play,Darko Brašanac,6604.0,Right Center Midfield,154,Barcelona,217,"['320e38f3-f5eb-4f5c-95e8-b3a6a4e05158', '6f9271cb-5765-40a8-9760-9684a9ff46f8', 'ba0a5d83-9699-4d1e-ba72-c79c5564d319', 'ef3d6e4c-48e7-4f50-9fc0-5022075ee32f']",25,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:25.415,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.042284,,,,,,,,,,,,,,320e38f3-f5eb-4f5c-95e8-b3a6a4e05158,3317,,,"[34.0, 50.0]",16275,85,,,,,1.815775,,Other,,,"[33.0, 54.0]",,Low Pass,4.1231055,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,154,Barcelona,217,"['8004a4c8-56e9-457c-8f1f-639d881b2ab6', 'dbc25c4f-9c60-45f6-9737-b33d47f9e754']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:26.849,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.302554,,,,,,,,,,,,,,478639f8-e8ad-4d85-a4b2-cc797b03553d,3320,,,"[30.0, 51.0]",16275,85,,,,,-2.9516044,,Right Foot,,,"[4.0, 46.0]",,Ground Pass,26.476404,,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,154,Barcelona,217,['973ba8e7-5e85-41af-80c5-79e80562e457'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.972,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.5237,,,,,,,,,,,,,,2a7132cb-c23b-44f8-865e-f63e7419bb24,3323,,,"[4.0, 46.0]",16275,85,,,,,1.1071488,,Left Foot,,,"[14.0, 66.0]",,Ground Pass,22.36068,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,154,Barcelona,217,['ece158f0-931c-4a64-bd43-da38ece378c1'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:32.014,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7342,,,,,,,,,,,,,,778646e4-d952-40d8-b084-bc6be330da1b,3328,,,"[109.0, 1.0]",16275,85,,,,,2.6011732,,,,,"[94.0, 10.0]",,Low Pass,17.492855,,,,,Rubén Duarte Sánchez,6612.0,,,,,Throw-in,2,From Throw In,Mubarak Wakaso,6626.0,Left Midfield,155,Deportivo Alavés,206,['be837f25-0a22-46a8-a9e1-56c97ccd3c49'],45,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:45.294,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8252,,,,,,,,,,,,,,2277315d-d0ad-4c17-b86d-035a6280c476,3332,,,"[101.0, 8.0]",16275,85,,,,,-0.69473827,,Left Foot,,,"[107.0, 3.0]",,Ground Pass,7.81025,,,,,Mubarak Wakaso,6626.0,,,,,,2,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,155,Deportivo Alavés,206,"['47bb6728-3232-4976-8452-4122c2da3879', '730c6f89-89bc-4c8e-ad3c-a0f8103f336c']",49,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:49.327,Pass,True,2018/2019
,,,,,,,,,,,,,,,,4.8524,,,,,,,,,,,,,,080628df-b643-448d-9a8f-c38ac15c200b,3336,,,"[111.0, 4.0]",16275,85,,,,,1.5861797,,Left Foot,True,,"[110.0, 69.0]",,High Pass,65.00769,,,,,Patrick Twumasi,12190.0,,True,,,,2,From Throw In,Mubarak Wakaso,6626.0,Left Midfield,155,Deportivo Alavés,206,['d22cbc5e-b1d3-4808-8d02-cf2891f79189'],51,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:51.659,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7325,,,,,,,,,,,,,,34ba600b-4656-4bb6-868e-ef3d172da959,3339,,,"[115.0, 77.0]",16275,85,,,,,-1.4327903,,Right Foot,True,,"[120.0, 41.0]",,High Pass,36.345562,,,Incomplete,,Borja González Tomás,6566.0,,,,,,2,From Throw In,Patrick Twumasi,12190.0,Right Midfield,155,Deportivo Alavés,206,"['0ac97496-7bfd-4d5c-9ea8-67a1caac61dd', '83d6c119-b6fe-4e53-9073-ef564ed0f01e']",58,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:58.229,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.030788,,,,,,,,,,,,,,4dc0b33f-00e3-4e95-8f61-2af28569f52e,3343,,,"[13.0, 43.0]",16275,86,,,,,-0.09065989,,Keeper Arm,,,"[24.0, 42.0]",,Low Pass,11.045361,,,,,Carles Aleña Castillo,13599.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,156,Barcelona,217,['0b34bab4-7151-4fc1-b6c6-83edd5374acc'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:02.605,Pass,,2018/2019
