bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.399204,,,,,,,,,,,,,c288e766-f137-4e07-a091-87df1aef5a18,4365,,"[65.0, 61.1]",69295,88,,,,,-3.1020093,,Left Foot,,"[54.9, 60.7]",,Ground Pass,,10.107918,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,182,Barcelona,217,"['7f2b75ab-7fa0-49a2-9611-ff6294feb253', 'b4df21d8-69b3-47a1-8a3c-88dd96445d6a']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:04.178,Pass,True,2010/2011
,,,,,,,,,,,,,,,,3.088083,,,,,,,,,,,,,4463e5aa-c1f1-4886-a29a-b9953a3669d9,4368,,"[51.5, 55.8]",69295,88,,,,,-1.6441936,,Left Foot,,"[49.0, 21.8]",,Ground Pass,,34.09179,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,182,Barcelona,217,['10fc62f7-a1aa-4b00-a8e0-c98e83444630'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:07.221,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.80765,,,,,,,,,,,,,a0820ca7-ae1b-4c4d-a045-04e19b9f2e01,4372,,"[51.1, 20.3]",69295,88,,,,,0.37904438,,Left Foot,,"[62.9, 25.0]",,Ground Pass,,12.701574,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,182,Barcelona,217,['5e3180fb-f3e0-43ae-af51-f7a9d98acd97'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:11.452,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.045114,,,,,,,,,,,,,2e7b48cb-2b20-47bb-b2ab-b373e9795f3d,4375,,"[63.7, 24.1]",69295,88,,,,,1.2318801,,Right Foot,,"[68.6, 38.0]",,Ground Pass,,14.738385,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,182,Barcelona,217,['d04c67c2-6e74-40d1-bab7-7c87ee1c28b5'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:13.189,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.495844,,,,,,,,,,,,,de9dd475-be17-4693-b707-3577f5fec239,4378,,"[70.2, 37.1]",69295,88,,,,,-1.369842,,Left Foot,,"[71.3, 31.7]",,Ground Pass,,5.510898,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,182,Barcelona,217,['8b31b3ad-1f12-4424-b049-2f8fdf41d416'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:16.072,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.39583,,,,,,,,,,,,,8cda0093-9c2d-497b-be95-243487dada37,4381,,"[77.6, 36.5]",69295,88,,,,,-1.5707964,,Right Foot,,"[77.6, 31.3]",,Ground Pass,,5.2,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,182,Barcelona,217,['2291b5c6-9c27-4497-a7f6-fc487af174d3'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:17.670,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.607439,,,,,,,,,,,,,a3602dda-8478-4295-b1e6-b93d021af221,4384,,"[85.6, 26.0]",69295,88,,,,,-1.2637506,,Left Foot,,"[90.8, 9.6]",,Ground Pass,,17.20465,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,182,Barcelona,217,['a9d7cb48-bb2d-4736-94ed-b2df884882c6'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:19.691,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8443,,,,,,,,,,,,,0f6486cf-06bf-4bf3-99d1-79245fb505b3,4387,,"[95.0, 8.6]",69295,88,,,,,2.0739915,,Left Foot,,"[89.0, 19.5]",,Ground Pass,,12.442266,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,182,Barcelona,217,['32d6c8c6-feb1-479e-bc16-1a57a7924dab'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:22.535,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.804911,,,,,,,,,,,,,fbc7b4d5-4540-4d48-8cbd-f821c9fefa90,4391,,"[87.5, 20.8]",69295,88,,,,,2.8927605,,Left Foot,,"[75.3, 23.9]",,Ground Pass,,12.587692,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,182,Barcelona,217,"['6a5dfb15-e57f-45ca-8167-3e7aae64ef83', '916eda9f-bc96-40d1-bbd2-f5877ad966f4']",24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.081,Pass,True,2010/2011
,,,,,,,,,,,,,,,,3.251548,,,,,,,,,,,,,07bf5d43-1a85-400b-8d64-7613ad501056,4395,,"[73.6, 23.7]",69295,88,,,,,1.3880948,,Right Foot,,"[83.3, 76.2]",,High Pass,,53.388577,,,Adriano Correia Claro,22102.0,,True,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,182,Barcelona,217,['6f1a9843-4543-4cd3-a643-c7cf91963fc9'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:25.963,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.43138,,,,,,,,,,,,,221a1e2a-3f4b-4086-80ec-3e89dfdfc326,4397,,"[79.1, 76.2]",69295,88,,,,,-1.6006383,,Head,,"[78.7, 62.8]",,Low Pass,,13.405969,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,182,Barcelona,217,['cf85ad1b-b218-4ec5-b903-96e2cc2f1b96'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:29.291,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.523335,,,,,,,,,,,,,b483a7b4-557d-473d-9202-99eba194006d,4400,,"[77.6, 57.3]",69295,88,,,,,-0.89106375,,Left Foot,,"[83.5, 50.0]",,Ground Pass,,9.38616,,,Bojan Krkíc Pérez,4913.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,182,Barcelona,217,['3425e4f9-b0b7-4a85-9020-098224854b38'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:31.643,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.39674,,,,,,,,,,,,,355f0db7-a62c-4816-9014-51fbcaef344f,4403,,"[83.9, 50.2]",69295,88,,,,,2.9409397,,Right Foot,,"[78.0, 51.4]",,Ground Pass,,6.0207973,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Bojan Krkíc Pérez,4913.0,Right Wing,182,Barcelona,217,['f36531ec-710b-4716-82eb-f05016d25a3c'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:34.228,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.399431,,,,,,,,,,,,,619e8a96-df4f-41aa-b35d-a3476a934ff6,4406,,"[78.0, 51.4]",69295,88,,,,,-1.6157099,,Left Foot,,"[77.2, 33.6]",,Ground Pass,,17.817968,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,182,Barcelona,217,['b4bfeb0c-7453-43ce-9b0d-2b6280f5736e'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:34.785,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.827343,,,,,,,,,,,,,4950d51f-8919-4f1a-ac2d-fc9738756651,4410,,"[77.4, 33.8]",69295,88,,,,,-0.27829966,,Right Foot,,"[87.9, 30.8]",,Ground Pass,,10.920165,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,182,Barcelona,217,"['1239b675-0d71-4d32-a734-de940c9fa670', '7298830a-9d40-4981-ac1b-d84911d49040']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.105,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.5248,,,,,,,,,,,,,091c5df4-ff18-4881-93f9-7516dc5036d8,4413,,"[85.4, 31.0]",69295,88,,,,,0.09746795,c7fd1e83-4f18-4b87-b30c-db079d1d00d7,Left Foot,,"[107.9, 33.2]",,Ground Pass,,22.6073,,,Andrés Iniesta Luján,5216.0,True,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,182,Barcelona,217,['9842b92c-a683-4a93-a4ba-7aeab1400bf8'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.482,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5177,,,,,,,,,,,,,62cd5dd3-c1dc-4ce5-a1f6-f46c9575cfa2,4425,,"[9.4, 57.1]",69295,88,,,,,-0.004474243,,Right Foot,,"[54.1, 56.9]",,High Pass,,44.700447,,,Ariel Gerardo Nahuelpán Osten,26743.0,,,,,,2,Regular Play,Henrique Adriano Buss,25358.0,Left Center Back,183,Racing Santander,1217,['aac1fa5f-a0f9-49e6-b7e4-c5c720ee72ce'],48,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:43:48.224,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.341,,,,,,,,,,,,,8e72669e-987c-4abb-992d-a6edd05546b1,4429,,"[55.8, 49.1]",69295,88,,,,,-1.5766442,5a2322f2-c51c-44ce-9ac9-98542237323e,Left Foot,,"[55.6, 14.9]",,Ground Pass,,34.200584,,,Adrián González Morales,6557.0,True,,,,,2,Regular Play,Ariel Gerardo Nahuelpán Osten,26743.0,Center Forward,183,Racing Santander,1217,['77c480ab-ffc7-4b63-a446-ad0aafa98cbc'],52,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:43:52.168,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.929,,,,,,,,,,,,,caf15ca1-052e-46ad-8402-f7dea23263f2,4435,,"[7.0, 37.0]",69295,89,,True,,,0.79813635,,Right Foot,,"[22.5, 52.9]",,Ground Pass,,22.204954,,,Gerard Piqué Bernabéu,5213.0,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,184,Barcelona,217,['02bb37fa-e794-4fd0-b764-23bd55c08ea8'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.692,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.225613,,,,,,,,,,,,,113f73ae-a1c7-42d4-b627-0c1dca553763,4437,,"[22.5, 52.9]",69295,89,,True,,,-0.015684988,,Right Foot,,"[48.0, 52.5]",,Ground Pass,,25.503138,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,184,Barcelona,217,['0153f82f-be63-484d-bb4c-1ad3578c661d'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:16.434,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.578803,,,,,,,,,,,,,ab7bfd4f-e912-44cb-990f-90a33ee72396,4439,,"[50.9, 51.0]",69295,89,,,,,-1.2433243,,Right Foot,,"[66.9, 3.9]",,High Pass,,49.743443,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,184,Barcelona,217,['ac869a2e-aca5-4731-bb6e-08520f8495d6'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:19.385,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1405,,,,,,,,,,,,,9933b422-b476-494f-915f-c94b36164c30,4442,,"[69.4, 15.1]",69295,89,,,,,0.9803812,,Left Foot,,"[82.2, 34.2]",,Ground Pass,,22.99239,,,Bojan Krkíc Pérez,4913.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,184,Barcelona,217,['557e4ad6-e9c1-49bf-a8b8-3dde7f92d751'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:24.532,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1193,,,,,,,,,,,,,79571972-cef6-4b0d-b9d6-9662848e54df,4446,,"[29.7, 39.0]",69295,89,,,,,0.012986283,,Right Foot,,"[45.1, 39.2]",,Ground Pass,,15.4012985,,,Gonzalo Colsa Albendea,26073.0,,,,,Recovery,2,Regular Play,Marc Torrejón Moya,26163.0,Right Center Back,185,Racing Santander,1217,['b9f2a08e-e2a6-474e-8984-0965e50b31ac'],27,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:27.448,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2281,,,,,,,,,,,,,3a2db943-92ea-4522-82ac-b4e1346051c1,4450,,"[47.6, 41.8]",69295,89,,,,,0.37054408,,Right Foot,,"[61.5, 47.2]",,Ground Pass,,14.912076,,,Ariel Gerardo Nahuelpán Osten,26743.0,,,,,,2,Regular Play,Gonzalo Colsa Albendea,26073.0,Left Center Midfield,185,Racing Santander,1217,"['bbf9e46c-7555-44f8-9018-57a4676601ac', 'd67981b4-bfa8-4736-a638-ac03285c98d3']",29,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:29.501,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.8772,,,,,,,,,,,,,80e4b765-62c1-4f76-aac8-3695dc089692,4453,,"[54.7, 42.4]",69295,89,,,,,-1.4422573,,Left Foot,,"[56.6, 27.7]",,Ground Pass,,14.822281,,,Adrián González Morales,6557.0,,,,,,2,Regular Play,Ariel Gerardo Nahuelpán Osten,26743.0,Center Forward,185,Racing Santander,1217,['f57ab94c-37a3-49da-9b69-43db7c1ff674'],32,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:32.869,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6346,,,,,,,,,,,,,ac45b173-5217-4470-a39f-481957817d6b,4460,,"[53.9, 26.2]",69295,89,,,,,-0.551655,,Left Foot,,"[61.7, 21.4]",,Ground Pass,,9.158603,,,Gonzalo Colsa Albendea,26073.0,,,,,,2,Regular Play,Adrián González Morales,6557.0,Left Wing,185,Racing Santander,1217,['7cf4fe73-7db7-40ce-bce8-0ad284e5a459'],38,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:38.396,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.0049,,,,,,,,,,,,,31fcfba3-a24a-4105-bb4f-dd70e454d510,4463,,"[61.7, 21.4]",69295,89,,,,,-2.8610559,,Right Foot,,"[49.9, 18.0]",,Ground Pass,,12.280066,,,Christian Fernández Salas,24075.0,,,,,,2,Regular Play,Gonzalo Colsa Albendea,26073.0,Left Center Midfield,185,Racing Santander,1217,['f962b7f2-3e8a-4b09-bfc3-af04f0acea22'],39,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:39.037,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.787945,,,,,,,,,,,,,16933ee6-ea0a-49d5-a3d7-7dcdef8679f3,4467,,"[47.6, 15.3]",69295,89,,,,,2.5716932,,Right Foot,,"[8.9, 40.1]",,Ground Pass,,45.964443,,,Antonio Rodríguez Martínez,26070.0,,,,,,2,Regular Play,Christian Fernández Salas,24075.0,Left Back,185,Racing Santander,1217,['cb502bfe-c0e0-4549-a4e8-c8a1fd00ac4d'],41,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:41.852,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.3758,,,,,,,,,,,,,f28200e1-90f3-4f78-9df4-46b9ee11563a,4471,,"[11.0, 42.2]",69295,89,,,,,0.48159632,,Right Foot,,"[64.0, 69.9]",,High Pass,,59.80209,,,Manuel Jesús Arana Rodríguez,26665.0,,,,,,2,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,185,Racing Santander,1217,['0010c357-15c7-435e-895b-caa4f58f1e0e'],47,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:47.595,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5878,,,,,,,,,,,,,e9317f00-a16a-49b7-8f02-87b871761096,4473,,"[63.2, 71.4]",69295,89,,,,,-1.0528543,,Head,,"[73.4, 53.5]",,Low Pass,,20.602184,,Incomplete,Ariel Gerardo Nahuelpán Osten,26743.0,,,,,,2,Regular Play,Manuel Jesús Arana Rodríguez,26665.0,Right Wing,185,Racing Santander,1217,"['18a1ab03-95d8-419d-8424-04f383d2699d', '5b638342-6559-4282-9d6c-5d80941719bc']",51,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:44:51.092,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.742966,,,,,,,,,,,,,0e36c0be-5bfd-493b-b40f-5604b294b9d9,4481,,"[65.0, 1.0]",69295,90,,,,,1.1100305,,,,"[71.9, 14.9]",,Low Pass,,15.518376,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,187,Barcelona,217,['3d63ef65-766c-4710-982c-fa3209914ac0'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.597,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.531534,,,,,,,,,,,,,f9ee03f7-883f-4150-b4ea-ea94b546e84b,4483,,"[71.9, 14.9]",69295,90,,,,,1.6438369,,Right Foot,,"[71.3, 23.1]",,Ground Pass,,8.221922,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,187,Barcelona,217,['616207e2-0fa6-422d-81ac-9831e4ec831c'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:08.340,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.8853,,,,,,,,,,,,,4bfb647a-71cf-47e8-8323-79662ac5eb92,4486,,"[75.9, 29.2]",69295,90,,,,,-0.6570749,,Left Foot,,"[93.4, 15.7]",,Ground Pass,,22.102036,,Incomplete,Bojan Krkíc Pérez,4913.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,187,Barcelona,217,"['1f8a3412-4723-4a91-9ae3-9d89ab0c87c3', 'e401e57a-e147-48d7-8cac-192aa3f9cd13']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:10.220,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.580164,,,,,,,,,,,,,b2a99452-28a6-45d2-99e2-27d83e879105,4495,,"[88.7, 6.7]",69295,90,,,,,2.3410442,,Left Foot,,"[82.2, 13.4]",,Ground Pass,,9.334881,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,188,Barcelona,217,['3ad93958-9dcb-47e6-84bb-99bdce07be83'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:33.226,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.674785,,,,,,,,,,,,,7c4520d3-e35d-4eff-a5f6-43bb284aaf96,4499,,"[77.8, 13.2]",69295,90,,,,,1.9743575,,Right Foot,,"[62.3, 49.5]",,Low Pass,,39.47075,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,188,Barcelona,217,"['6a1ce9d4-c24f-4f21-b733-00ca848d5dd4', 'a1af6ccf-5ab2-475e-b20d-5c35b2e8ae8f']",34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:34.930,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.340479,,,,,,,,,,,,,df078745-58ec-47c1-8d2a-1895b8779874,4502,,"[66.0, 46.6]",69295,90,,,,,-1.9141068,,Right Foot,,"[58.1, 24.5]",,Ground Pass,,23.469555,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,188,Barcelona,217,['10711c04-7835-4d18-a885-308553dc0ec8'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:39.214,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.7147,,,,,,,,,,,,,d02c5ca7-f25e-432f-902b-5057d7db24ba,4506,,"[59.5, 24.3]",69295,90,,,,,1.784857,,Left Foot,,"[58.5, 28.9]",,Low Pass,,4.707441,,Incomplete,,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,188,Barcelona,217,"['14addbfc-5302-416e-a2db-924f7f3446ba', '1db17de1-7175-439f-b65a-1b7171515bfe']",43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:43.576,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.9755,,,,,,,,,,,,,97ef71a1-a61d-46ed-a098-16a3643cb05a,4508,,"[66.7, 10.0]",69295,90,,,,,1.017502,,Head,,"[70.9, 16.8]",,Low Pass,,7.9924965,,Incomplete,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,188,Barcelona,217,"['2c574671-6b03-4ca3-95cb-f23130b4068f', '9f7c2963-b927-4421-ac08-d98318c12655']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:46.982,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.149,,,,,,,,,,,,,9f7c2963-b927-4421-ac08-d98318c12655,4510,,"[50.1, 64.2]",69295,90,,,,,-2.1013153,,Right Foot,,"[35.2, 38.8]",,Ground Pass,,29.44775,,,Marc Torrejón Moya,26163.0,,,,,Recovery,2,Regular Play,Gonzalo Colsa Albendea,26073.0,Left Center Midfield,189,Racing Santander,1217,"['97ef71a1-a61d-46ed-a098-16a3643cb05a', 'f74de7d1-9e10-44ec-99ff-108eb257bb03']",49,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:45:49.957,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.9705,,,,,,,,,,,,,20329396-ac22-44b6-aa6f-c8dcc566d830,4514,,"[35.4, 36.5]",69295,90,,,,,2.8081996,,Right Foot,,"[12.3, 44.5]",,Ground Pass,,24.446064,,,Antonio Rodríguez Martínez,26070.0,,,,,,2,Regular Play,Marc Torrejón Moya,26163.0,Right Center Back,189,Racing Santander,1217,['d5e13c99-0b39-4f27-82c6-addcc89cc50c'],52,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:45:52.144,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.1037,,,,,,,,,,,,,66086b98-f6c4-4a09-9c40-d24c034761f7,4517,,"[12.3, 44.5]",69295,90,,,,,-0.2842428,,Right Foot,,"[72.2, 27.0]",,High Pass,,62.404007,,Incomplete,Adrián González Morales,6557.0,,,,,,2,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,189,Racing Santander,1217,"['09f34123-0c97-4a12-a68a-658f2fcb70da', 'c85bb531-2c5b-40b3-8850-a6d3ffe26d8e']",54,,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:45:54.272,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.374236,,,,,,,,,,,,,09f34123-0c97-4a12-a68a-658f2fcb70da,4519,,"[48.8, 54.0]",69295,90,,,,,-2.965718,,Head,,"[15.6, 48.1]",,Low Pass,,33.720173,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,2,Regular Play,Adriano Correia Claro,22102.0,Right Back,190,Barcelona,217,"['66086b98-f6c4-4a09-9c40-d24c034761f7', '7179730a-1380-4e64-ad22-d404aef3a200']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:57.376,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.445342,,,,,,,,,,,,,de91d3ee-bcf6-40a4-838f-5b4c188d54f2,4522,,"[17.1, 47.4]",69295,91,,,,,0.95054686,,Right Foot,,"[24.6, 57.9]",,Ground Pass,,12.903488,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,190,Barcelona,217,['d349c67d-7d64-476b-b4c9-9ed2c72acc41'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:02.410,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.332839,,,,,,,,,,,,,5e414e98-c725-44f9-94ac-071803bf5223,4525,,"[39.8, 63.8]",69295,91,,,,,-2.417521,,Right Foot,,"[15.6, 42.4]",,Ground Pass,,32.3048,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,190,Barcelona,217,['ec4a389a-1d86-4e69-8838-fe8892e5899d'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:10.398,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.235456,,,,,,,,,,,,,3701a9da-daa4-4111-b783-07d7c41cea92,4528,,"[17.3, 38.0]",69295,91,,,,,-1.1714243,,Right Foot,,"[28.4, 11.7]",,Ground Pass,,28.546453,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,190,Barcelona,217,['7afa0499-8abe-45f2-831f-439eea1b1d36'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:13.963,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.9234,,,,,,,,,,,,,a0717fac-fc4b-4f82-a951-68ff8c5d1f0b,4532,,"[29.1, 4.6]",69295,91,,,,,0.90162325,,Left Foot,,"[46.5, 26.6]",,High Pass,,28.049242,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,190,Barcelona,217,"['08fb2e0f-08c4-4eaf-b151-260a2d0f6d98', '39a484d8-dbef-462a-99c1-cfb2b9ac11b3']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:17.428,Pass,True,2010/2011
