50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.8373,,,,,,,,,,,,,6dca4336-36cd-4b83-9456-19fbe5758b11,695,,"[65.6, 70.5]",267597,16,,,,,-0.4012288,,Head,,,,"[75.5, 66.3]",,Low Pass,,10.754069,,,Rafael Alcântara do Nascimento,6998.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,30,Barcelona,217,['afce016e-86d3-4649-ab3f-f3252549f49c'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:23.294,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.737616,,,,,,,,,,,,,fbd6454c-c876-4a4b-97b1-4b1034af6cd1,699,,"[73.8, 69.5]",267597,16,,,,,2.805625,,Left Foot,,,,"[67.5, 71.7]",,Ground Pass,,6.6730804,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,30,Barcelona,217,"['167aa9ba-598d-4337-824f-45ace9d00da0', '79bba910-f93a-4e5a-98ff-3a3e4145fb3d']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:25.181,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.6931,,,,,,,,,,,,,6661d806-bed5-44a5-be10-9791fcc1de62,702,,"[65.1, 70.7]",267597,16,,,,,0.77739835,,Right Foot,,,,"[71.4, 76.9]",,Ground Pass,,8.839118,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,30,Barcelona,217,['64abd703-b38b-4c75-8bbb-139f93aba0b0'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:27.719,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.768308,,,,,,,,,,,,,4218aaad-e6c1-44b3-ac47-1b332778b536,704,,"[67.9, 70.7]",267597,16,,True,,,-2.101405,,Left Foot,,,,"[56.4, 51.1]",,Ground Pass,,22.724657,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,30,Barcelona,217,['e1effe3f-9c53-4c82-ab8e-428880695969'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:34.147,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.811585,,,,,,,,,,,,,ef1c7c74-61d9-48fa-b18e-134c4f4cbab6,706,,"[55.6, 48.5]",267597,16,,,,,-1.2919642,,Right Foot,,,,"[62.7, 23.7]",,Ground Pass,,25.796318,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,30,Barcelona,217,['27a78225-d6ef-4c9f-be4e-218c9ebda45c'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:34.959,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.449743,,,,,,,,,,,,,9d94e547-8426-43e2-9fee-456f7498ae7e,709,,"[70.4, 18.5]",267597,16,,,,,-1.0516502,,Right Foot,,,,"[78.8, 3.8]",,Ground Pass,,16.93074,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,30,Barcelona,217,['c8c548f8-2174-4a1e-be24-d0f9e6ffd393'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:39.847,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.584931,,,,,,,,,,,,,e371e7ce-d93e-4f73-a51a-cca71a4ce151,713,,"[96.6, 6.5]",267597,16,,,,,-0.3463541,,Right Foot,,,,"[109.9, 1.7]",,Ground Pass,,14.139661,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,30,Barcelona,217,"['23b3ec2b-698e-4847-aa99-98f0c206dd4a', 'c6c73191-8ccb-4395-a3bd-4fe103012441']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:48.560,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.001464,,,,,,,,,,,,,b3912090-108e-42a8-9536-4794942b97cf,716,,"[110.9, 3.1]",267597,16,,,,,2.900237,,Left Foot,,,,"[97.9, 6.3]",,Ground Pass,,13.388055,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,30,Barcelona,217,['a59e151e-44bd-4fbe-82bd-8e033811d4fd'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:52.034,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8076,,,,,,,,,,,,,12370bb4-91c7-4dce-b185-9547e2c1040f,724,,"[96.0, 20.7]",267597,16,,,,,1.3465616,,Right Foot,,,,"[98.6, 32.1]",,Ground Pass,,11.692733,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,30,Barcelona,217,"['595df1a5-da80-4197-83c3-1f5013dfc674', '8e64e607-9c11-4544-8150-e4eb7e8af5af']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:55.937,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.517274,,,,,,,,,,,,,de3294bb-60a8-4048-9de3-cfe2d1136fb6,732,,"[120.0, 0.1]",267597,18,,True,,,1.9055332,,Right Foot,,,,"[117.6, 7.0]",,Ground Pass,,7.3054776,,,Andrés Iniesta Luján,5216.0,,,,,Corner,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,32,Barcelona,217,['3a43a90d-be8e-4059-9b31-c94aed70f3d0'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:40.505,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.562747,,,,,,,,,,,,,5ae9fe7e-dab3-439c-bf85-9fbc59c32b1f,734,,"[116.0, 7.3]",267597,18,,True,,,-2.378413,,Right Foot,,,,"[111.4, 2.9]",,Ground Pass,,6.3655324,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,32,Barcelona,217,['0e3246bf-ae3a-4e0f-a770-d991f4b68345'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:41.227,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.467036,,,,,,,,,,,,,7462378b-b456-4382-a9bc-2a3dd6aeec9d,736,,"[108.3, 4.1]",267597,18,,,,,2.603815,,Right Foot,,,,"[86.0, 17.4]",,Ground Pass,,25.964977,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,32,Barcelona,217,['b13f6c71-8d87-4b61-90b2-4461f91a9d82'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:43.197,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.300408,,,,,,,,,,,,,ad38283d-a919-47a6-bbdd-461ee4d43257,739,,"[87.7, 20.2]",267597,18,,,,,1.7013241,,Left Foot,,,,"[84.3, 46.1]",,Ground Pass,,26.122213,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,32,Barcelona,217,['ac693168-d759-4771-986a-946c12b7e5bd'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:45.484,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.195263,,,,,,,,,,,,,3bc8a3a9-1630-47d0-a764-cdf290352957,743,,"[85.1, 43.0]",267597,18,,,,,-0.26143485,,Left Foot,,,,"[115.0, 35.0]",,High Pass,,30.951736,,Incomplete,Andrés Iniesta Luján,5216.0,,,Through Ball,True,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,32,Barcelona,217,"['0bcd344f-6ee4-4fcf-8336-eab68e103ab6', '595e8df8-61a9-4165-924f-f11633996b41', '8369275c-ca95-4dec-8df6-17694db44411']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:47.576,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.297975,,,,,,,,,,,,,f80d922d-05fb-47dc-b680-da0fafab4c1d,746,,"[9.7, 43.4]",267597,19,,True,,,-0.42004725,,Drop Kick,,,,"[80.9, 11.6]",,High Pass,,77.978714,,Unknown,,,,,,,,1,From Keeper,Sergio Asenjo Andrés,6755.0,Goalkeeper,33,Villarreal,222,,4,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:04.040,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,29141c49-ce1d-49ab-9b38-e18bccdd12ec,749,,"[71.9, 9.4]",267597,19,,True,,,-0.6360755,,Left Foot,,,,"[78.4, 4.6]",,Ground Pass,,8.080223,,,Bruno Soriano Llido,22819.0,,,,,Free Kick,1,From Free Kick,Jaume Vicent Costa Jordá,6828.0,Left Back,34,Villarreal,222,['62451bb1-20c1-46a2-9c86-821bb96205c2'],14,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:14.933,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.196507,,,,,,,,,,,,,05bc47ae-336e-4325-a27e-76c30d9aa778,751,,"[79.2, 10.4]",267597,19,,,,,0.6488131,,Left Foot,,,,"[91.2, 19.5]",,Ground Pass,,15.060212,,,Luciano Vietto,6744.0,,,,,,1,From Free Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,34,Villarreal,222,['366c9528-f51d-4b0a-92aa-c6c73dfd24a7'],16,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:16.731,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.004031,,,,,,,,,,,,,cb68242c-a9b8-4929-8bea-b66add6f38e7,754,,"[87.4, 17.8]",267597,19,,,,,-2.945787,,Right Foot,,,,"[75.3, 15.4]",,Ground Pass,,12.33572,,,Bruno Soriano Llido,22819.0,,,,,,1,From Free Kick,Luciano Vietto,6744.0,Left Center Forward,34,Villarreal,222,['d21388b5-6ffa-469d-b742-db6c171d229d'],18,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:18.391,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.029633,,,,,,,,,,,,,d8b4d47c-a374-46cb-aa4a-3df7ff3b5c42,757,,"[75.3, 15.4]",267597,19,,,,,-0.7853982,,Left Foot,,,,"[85.2, 5.5]",,Ground Pass,,14.000714,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Free Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,34,Villarreal,222,['3210e708-2091-43bf-bc8e-78a45492c633'],19,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:19.435,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.906681,,,,,,,,,,,,,a0380bd9-9945-4f78-8b06-42b0cd7f01b0,760,,"[86.7, 6.7]",267597,19,,,,,-0.25070927,,Right Foot,,,,"[94.9, 4.6]",,Ground Pass,,8.464632,,,Denis Cheryshev,5186.0,,,,,,1,From Free Kick,Jaume Vicent Costa Jordá,6828.0,Left Back,34,Villarreal,222,['76e9f51e-d63b-4ea1-803b-e23c79458ec0'],20,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:20.784,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.906645,,,,,,,,,,,,,1a843181-9168-4f5c-b803-bc8bf7c65aa8,763,,"[93.1, 4.1]",267597,19,,,,,1.377369,,Left Foot,,,,"[95.0, 13.8]",,Ground Pass,,9.884331,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Free Kick,Denis Cheryshev,5186.0,Left Midfield,34,Villarreal,222,['43198677-8219-4a4e-85ee-c7ffbe3699db'],22,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:22.697,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.17829,,,,,,,,,,,,,77956a4b-f1d5-4ab8-9478-379f0f1a6ec6,772,,"[91.2, 28.2]",267597,19,,,,,0.51293504,,Left Foot,,,,"[99.9, 33.1]",,Ground Pass,,9.984989,,,Giovani dos Santos Ramírez,5987.0,,,,,,1,From Free Kick,Denis Cheryshev,5186.0,Left Midfield,34,Villarreal,222,['0674caf2-9df5-4fc7-a280-167024f60645'],26,,,,,,,,,,,,,,,,,,Villarreal,222,00:19:26.701,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.414525,,,,,,,,,,,,,7fd6ae2c-15f7-42e0-9af0-58340cecadd0,781,,"[19.7, 74.6]",267597,19,,,,,-0.83939964,,Right Foot,,,,"[26.7, 66.8]",,Ground Pass,,10.480458,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,35,Barcelona,217,['48dc62bd-10d4-4ee7-a80f-0c5f06d46baa'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:34.959,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.194552,,,,,,,,,,,,,d638eab1-db9c-49bf-b3b0-d2c8c50544a4,788,,"[33.9, 60.1]",267597,19,,,,,-1.7221718,,Left Foot,,,,"[27.6, 18.8]",,Low Pass,,41.777744,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,35,Barcelona,217,"['534a712d-1b69-47da-8f66-6c5bef9534ec', '56b8b5dd-3dc3-4468-a2f2-382ac96ae793']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:38.816,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.311646,,,,,,,,,,,,,e19e2963-7ef3-43f2-826d-8ef6445ead6a,791,,"[37.1, 11.1]",267597,19,,,,,-0.41368923,,Right Foot,,,,"[53.5, 3.9]",,Ground Pass,,17.91089,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,35,Barcelona,217,['681208c2-9edf-4f30-8eea-be41667b0ffb'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:43.038,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.831886,,,,,,,,,,,,,da19e77b-a9bb-4dec-be83-75908720b547,794,,"[65.1, 4.4]",267597,19,,,,,1.4021994,,Right Foot,,,,"[67.5, 18.5]",,Ground Pass,,14.302797,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,35,Barcelona,217,['c336969e-d907-4019-9887-00b6dd6a0aeb'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:48.881,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.969655,,,,,,,,,,,,,6cc1e041-a77b-4521-8105-39f8fe84f261,797,,"[67.5, 18.5]",267597,19,,,,,-2.5230496,,Right Foot,,,,"[56.4, 10.6]",,Ground Pass,,13.624243,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,35,Barcelona,217,['b5fd9810-a62f-4194-90da-cfbf715cb313'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:49.746,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.644175,,,,,,,,,,,,,bd976a41-09d6-40dc-b752-3b7c19857fe7,800,,"[56.1, 13.3]",267597,19,,,,,1.7230481,,Left Foot,,,,"[50.3, 51.1]",,Ground Pass,,38.242386,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,35,Barcelona,217,['84648c96-214d-4dc9-9878-ceb5d35384c6'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:51.799,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.722377,,,,,,,,,,,,,e372fe13-b9ce-4ac2-81c2-f93002e9e018,803,,"[49.9, 51.4]",267597,19,,,,,0.593477,,Right Foot,,,,"[87.7, 76.9]",,Ground Pass,,45.59704,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,35,Barcelona,217,['dd5a0897-31fc-4467-aa56-97e83296be10'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:53.996,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.197279,,,,,,,,,,,,,451d0e5c-ddc9-4446-9780-cca6702846a2,806,,"[109.2, 67.6]",267597,20,,,,,-2.62402,,Left Foot,,,,"[95.5, 59.8]",,Ground Pass,,15.764834,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,35,Barcelona,217,['358ccb0a-8a9d-471c-bdfe-4f9a4f9312d0'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:00.793,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7739,,,,,,,,,,,,,26d04fe4-068c-489a-b4f3-8e80b0fe1bef,810,,"[96.6, 58.6]",267597,20,,,,,-0.6435011,,Right Foot,,,,"[106.6, 51.1]",,Ground Pass,,12.5,,Incomplete,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,35,Barcelona,217,"['5f4614fa-c94f-46da-8406-fe90ff1bd858', 'ff30474e-ebae-42fc-9c74-2d9d8ef0df11']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:02.908,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.249729,,,,,,,,,,,,,3694baf8-cfe4-4904-915c-e1989ba0a6eb,817,,"[7.0, 44.1]",267597,20,,,,,0.48389623,,Right Foot,,,,"[63.7, 73.9]",,High Pass,,64.054115,,,Tomás Pina Isla,6622.0,,,,,Goal Kick,1,From Goal Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,36,Villarreal,222,['5b399b7f-bb52-4d8e-90c8-bd8754d5176e'],34,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:34.466,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.738068,,,,,,,,,,,,,2c575360-894e-4004-b694-a9ab16d197ab,819,,"[63.2, 75.1]",267597,20,,,,,-0.2799498,,Head,,,,"[71.2, 72.8]",,Low Pass,,8.324061,,,Jonathan dos Santos Ramírez,6357.0,,,,,,1,From Goal Kick,Tomás Pina Isla,6622.0,Left Defensive Midfield,36,Villarreal,222,['8211ca8e-4214-4ff8-b338-9b06fb62c909'],36,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:36.981,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.887192,,,,,,,,,,,,,c46ececc-9e14-4c23-af23-e6d1cfcc6425,822,,"[70.3, 73.8]",267597,20,,,,,3.1264422,,Right Foot,,,,"[63.7, 73.9]",,Low Pass,,6.6007576,,,Tomás Pina Isla,6622.0,,,,,,1,From Goal Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,36,Villarreal,222,['3582ffe3-d08a-4b0e-9175-1f8402eeb7df'],38,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:38.065,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.749596,,,,,,,,,,,,,de099bc0-db5a-41af-9b29-9828de5418eb,825,,"[64.0, 75.1]",267597,20,,,,,-2.0097575,,Right Foot,,,,"[56.3, 58.7]",,Ground Pass,,18.11767,,,Bruno Soriano Llido,22819.0,,,,,,1,From Goal Kick,Tomás Pina Isla,6622.0,Left Defensive Midfield,36,Villarreal,222,['ebd16d00-89b0-4b4d-913a-f1b281a204a1'],39,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:39.032,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.339865,,,,,,,,,,,,,d8cc8927-9a0a-4e76-9af8-28fca2fb3394,829,,"[57.7, 65.4]",267597,20,,,,,2.2889385,,Left Foot,,,,"[48.7, 75.7]",,Ground Pass,,13.678084,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Goal Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,36,Villarreal,222,"['882ad5aa-11cb-4346-94ab-fdd18d28c85b', 'c6eaf82b-795a-45c0-81fd-6d2167ac2a05']",40,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:40.796,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,3.0972,,,,,,,,,,,,,2f0f09ac-713d-47bc-8c5b-6828f0bb4f1f,832,,"[42.3, 78.0]",267597,20,,,,,-0.46591777,,Right Foot,,,,"[77.5, 60.3]",,High Pass,,39.39962,,Incomplete,Luciano Vietto,6744.0,,,,,,1,From Goal Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,36,Villarreal,222,"['225952e5-3b02-49b2-8b28-8ca4e6e6062b', '77f5ea0d-c61e-4fc9-bd85-c2caa60f119d']",43,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:43.195,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.918356,,,,,,,,,,,,,4ffd618f-7542-4c70-b6a0-24fbd10e12f6,836,,"[77.0, 56.7]",267597,20,,,,True,-1.430779,,,,,,"[79.1, 41.8]",,Low Pass,,15.047259,,,Bruno Soriano Llido,22819.0,,,,,Recovery,1,From Goal Kick,Giovani dos Santos Ramírez,5987.0,Right Center Forward,36,Villarreal,222,"['46c385c4-65ac-421c-a114-a27b95f439d4', 'd8ab5efb-6deb-4145-9f46-c1109f4354e2']",47,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:47.964,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.79257,,,,,,,,,,,,,bc51c556-a315-437e-b304-e85dff1c590e,839,,"[90.3, 33.6]",267597,20,,,,,-0.61586994,,Left Foot,,,,"[109.8, 19.8]",,Ground Pass,,23.889118,,,Denis Cheryshev,5186.0,,,,,,1,From Goal Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,36,Villarreal,222,['2b24a43f-5fa2-4286-a209-5fc0a3ffe5c8'],51,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:51.516,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.1349,,,,,,,,,,,,,246fefa5-1d24-4cbe-8f61-84fd1c006275,842,,"[110.3, 20.0]",267597,20,,,,,1.3961241,,Left Foot,,,,"[111.2, 25.1]",,Low Pass,,5.178803,,Incomplete,,,,,,,,1,From Goal Kick,Denis Cheryshev,5186.0,Left Midfield,36,Villarreal,222,['0ea3aff1-7ab9-4f61-af33-36cde4ba1f5f'],53,,,,,,,,,,,,,,,,,,Villarreal,222,00:20:53.537,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.488622,,,,,,,,,,,,,20917bb0-be96-4826-a6c9-0d46129342fc,846,,"[67.3, 80.0]",267597,21,,,,,-1.2062703,,,,,,"[70.2, 72.4]",,Low Pass,,8.134495,,,Daniel Alves da Silva,4324.0,,,,,Throw-in,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,37,Barcelona,217,['3279f051-fc0b-4395-bb32-ebec4aa28662'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:05.796,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.614626,,,,,,,,,,,,,c53dd869-5c82-4ec2-8779-eb112c0fca77,849,,"[69.9, 71.9]",267597,21,,,,,1.8076451,,Right Foot,,,,"[68.5, 77.7]",,Ground Pass,,5.9665737,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,37,Barcelona,217,['3b44d6d1-ab21-4925-b2bc-cc771bc99f42'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:06.549,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.492746,,,,,,,,,,,,,54141965-e921-45b1-9266-97f586e372b7,852,,"[66.8, 72.1]",267597,21,,,,,-1.900028,,Left Foot,,,,"[62.7, 60.1]",,Ground Pass,,12.681088,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,37,Barcelona,217,['2731c4ac-4c3e-4087-b528-82cf1e81bf81'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:09.039,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.140271,,,,,,,,,,,,,81deef94-bab2-49cc-9653-df77cd09c85b,855,,"[70.6, 53.1]",267597,21,,,,,-2.9319527,,Left Foot,,,,"[61.2, 51.1]",,Ground Pass,,9.610411,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,37,Barcelona,217,['d275ff3b-59ed-4730-8e18-62ace2b6450c'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:12.532,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.215496,,,,,,,,,,,,,e9793742-5dab-44ad-b16e-ca2a03144d00,858,,"[60.3, 49.4]",267597,21,,,,,-1.4443355,,Right Foot,,,,"[65.5, 8.5]",,Low Pass,,41.229237,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,37,Barcelona,217,['c3328c84-3364-47f0-97f1-f5ff5e059d3b'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:14.145,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.0404,,,,,,,,,,,,,ecb57d19-45ed-4a13-8543-7f8306dcee47,861,,"[69.4, 8.4]",267597,21,,,,,-0.3324263,,Left Foot,,,,"[77.8, 5.5]",,Ground Pass,,8.886507,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,37,Barcelona,217,['3305f3f0-f94e-48c4-b260-db53b74c5b55'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.595,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.493315,,,,,,,,,,,,,702056b3-251f-478f-ba82-76d0a101bd14,864,,"[73.3, 28.0]",267597,21,,,,,1.8023401,,Right Foot,,,,"[67.5, 52.6]",,Ground Pass,,25.274492,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,37,Barcelona,217,['44682203-1ff8-46dd-960d-83c306824fd2'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:26.021,Pass,,2014/2015
