50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.621904,,,,,,,,,,,,,c5dd8fc8-90f3-4324-b946-4142c0e7ab12,17,,"[36.0, 52.4]",267597,0,,,,,0.25168997,,Right Foot,,,,"[64.0, 59.6]",,High Pass,,28.910898,,,Jonathan dos Santos Ramírez,6357.0,,,,,,1,From Kick Off,Mateo Pablo Musacchio,7034.0,Right Center Back,2,Villarreal,222,['d4ed4a28-fe76-4eb0-ae6c-177214e93ef2'],9,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:09.158,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.205895,,,,,,,,,,,,,2a161906-0071-4090-8560-4098b7cc0864,20,,"[64.5, 59.3]",267597,0,,,,,-1.0417658,,Right Foot,,,,"[72.1, 46.3]",,Low Pass,,15.058553,,,Luciano Vietto,6744.0,,,,,,1,From Kick Off,Jonathan dos Santos Ramírez,6357.0,Right Midfield,2,Villarreal,222,['dc032e1b-5bdd-4c4a-a19b-e76946c3fd30'],10,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:10.909,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.4846,,,,,,,,,,,,,d9025e3b-1a95-419f-89f6-1974bf1ce4bd,23,,"[68.3, 51.6]",267597,0,,,,,1.1215363,,Right Foot,,,,"[71.0, 57.2]",,High Pass,,6.2169123,,Incomplete,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Kick Off,Luciano Vietto,6744.0,Left Center Forward,2,Villarreal,222,"['e7a0224b-a0f6-4a78-b67a-154b3fdda55f', 'f58fb988-6f19-4312-816f-f335fa3cf46f']",13,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:13.256,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.462604,,,,,,,,,,,,,f2f990d8-eaae-4fcb-a2e0-1b5c2f9c2e89,26,,"[69.3, 53.5]",267597,0,,,,,2.9240386,,Right Foot,,,,"[59.8, 55.6]",,Ground Pass,,9.729337,,,Tomás Pina Isla,6622.0,,,,,Recovery,1,From Kick Off,Jonathan dos Santos Ramírez,6357.0,Right Midfield,2,Villarreal,222,['db0eedc0-4452-4510-87c2-d52fade62355'],15,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.791,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.200409,,,,,,,,,,,,,3fc8514d-e864-4b2c-a75b-adf2f3715f99,29,,"[56.7, 51.6]",267597,0,,,,,-2.1572485,,Left Foot,,,,"[46.8, 36.7]",,Ground Pass,,17.889103,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,Tomás Pina Isla,6622.0,Left Defensive Midfield,2,Villarreal,222,['090b7ff2-12ae-401a-9291-56cb422c27a4'],17,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:17.445,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8405,,,,,,,,,,,,,ebf4cc2e-4dde-4aa5-bc6a-2ff98df32699,32,,"[50.4, 28.0]",267597,0,,,,,-0.7913861,,Left Foot,,,,"[58.7, 19.6]",,Ground Pass,,11.808895,,Incomplete,Denis Cheryshev,5186.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,"['0b8189d8-8a49-440b-9c6e-caa350a29aa9', 'bac24842-c443-4254-9f34-6a2dde9c1f87']",20,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:20.221,Pass,,2014/2015
,,,,,,,,,,,,,,,,,3.404047,,,,,,,,,,,,,c0c98251-6871-4eed-9dc5-2c6c82062834,36,,"[67.3, 64.9]",267597,0,,,,,-0.15010394,,Left Foot,,,,"[111.6, 58.2]",,Ground Pass,,44.803795,,,Luis Alberto Suárez Díaz,5246.0,,,Through Ball,True,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['2833c8fb-4eb4-46dd-9bdc-6f0582e5f4b7'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.936,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.297559,,,,,,,,,,,,,8c64ab0f-db4b-49c4-9860-d2bb0467e04e,41,,"[120.0, 80.0]",267597,0,,True,,,-2.0127866,,Left Foot,,,,"[114.7, 68.8]",,Ground Pass,,12.390722,,,Neymar da Silva Santos Junior,4320.0,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['cdb7c5d8-7bee-4828-9156-f3c76a09d833'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.307,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.864541,,,,,,,,,,,,,8b1afd14-1a4f-4608-ac6f-b3e34944ff45,43,,"[113.6, 70.9]",267597,0,,,,,2.55359,,Right Foot,,,,"[108.8, 74.1]",,Ground Pass,,5.7688823,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['69a3a071-bd99-4350-a143-72e5a0286816'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.086,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.606039,,,,,,,,,,,,,0b9dda5a-3f41-4412-a9bb-dc4fc678be11,46,,"[107.8, 73.6]",267597,0,,,,,-2.6011732,,Left Foot,,,,"[91.3, 63.7]",,Ground Pass,,19.242142,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['9034f0c9-52cf-4959-9621-5b6861afe710'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.428,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.926842,,,,,,,,,,,,,5422af5d-3968-4c76-8320-5fa44186ec8c,50,,"[88.9, 64.9]",267597,0,,,,,0.8145161,,Right Foot,,,,"[98.9, 75.5]",,Ground Pass,,14.5725765,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['7ab96ecc-802a-42cd-9add-20a74ba72094', 'dbf34d43-9dfc-407d-aaa2-c9a8dec1f693']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.874,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.7466,,,,,,,,,,,,,09ecfb2c-2716-4116-86fa-2090087140d8,53,,"[97.2, 75.2]",267597,0,,,,,-1.5385494,,Right Foot,,,,"[97.4, 69.0]",,Ground Pass,,6.203225,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['5eebcda3-7991-4cc7-b73a-ebd76bc9ae1e'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.236,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.714053,,,,,,,,,,,,,801a3bc9-df5a-4ba5-a202-6180ca3cc839,60,,"[97.2, 61.3]",267597,0,,,,,-2.595426,,Left Foot,,,,"[92.1, 58.2]",,Ground Pass,,5.9682493,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['dd0d7e63-f4a3-4c5a-85fe-099067842ad4'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.813,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.5558,,,,,,,,,,,,,cbbc3ffc-c1f9-414b-bde3-0c438e680b7f,64,,"[96.4, 57.4]",267597,0,,,,,0.0,,Right Foot,,,,"[101.3, 57.4]",,Ground Pass,,4.9,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,"['8c0d1b52-3538-4012-a8b0-556a84a51672', 'cb216f60-da35-4526-8f6e-95b675dd8acb']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.381,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.5092,,,,,,,,,,,,,9fabb919-5c58-4fa5-bfdf-8f4e4286fc91,67,,"[101.3, 57.4]",267597,0,,,,,-1.7681919,,Left Foot,,,,"[100.0, 50.9]",,Ground Pass,,6.6287255,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['3b64525f-9d84-4f97-b23a-891a418ac499'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.024,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.944369,,,,,,,,,,,,,5b6522e4-8145-49b7-848b-ffaca7c710cc,75,,"[101.2, 47.1]",267597,0,,,,,-2.1217217,,Left Foot,,,,"[91.8, 31.8]",,Ground Pass,,17.956892,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,4,Barcelona,217,['b5842b14-227b-409e-b21a-76f2c3ace10e'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.487,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.155487,,,,,,,,,,,,,dde4162c-32c5-44e7-9cff-2c09960833d0,79,,"[94.3, 27.8]",267597,0,,,,,-0.59791553,,Left Foot,,,,"[112.8, 15.2]",,Ground Pass,,22.383253,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['021e0516-348f-4f5e-8637-58b803c8ef75', 'e8960281-63c9-4a3b-87e6-b84c1cbc9cda']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.192,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,5.618924,,,,,,,,,,,,,8dbafb0a-187d-4043-b954-cfc019be9de2,82,,"[112.4, 13.7]",267597,0,,,,,1.5676116,,Left Foot,True,,,"[112.6, 76.5]",,High Pass,,62.80032,,Incomplete,,,,True,,,,1,From Corner,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['2bba7f51-9080-4651-8023-938b72cb9cb5'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.650,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.994,,,,,,,,,,,,,6a34abec-ef64-4527-9c21-94007b1a4eca,85,,"[10.6, 3.1]",267597,1,,,,,0.15890527,,Left Foot,,,,"[57.4, 10.6]",,High Pass,,47.397152,,,Giovani dos Santos Ramírez,5987.0,,,,,,1,From Corner,Denis Cheryshev,5186.0,Left Midfield,4,Barcelona,217,['99d8c89f-b37d-4105-8295-835107f4ceb1'],6,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:06.955,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.965409,,,,,,,,,,,,,fce3eb3f-90ab-4880-8282-5adfc7735091,92,,"[72.8, 69.7]",267597,1,,,,,-2.1346657,,Right Foot,,,,"[68.5, 62.9]",,Ground Pass,,8.045496,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['d7c560cb-9c3b-4b8e-a1cd-ba3ceca21df3'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.989,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.909285,,,,,,,,,,,,,2c5a595a-3be6-41bc-87e8-bb4558dbd79f,95,,"[67.3, 63.2]",267597,1,,,,,-1.8898659,,Left Foot,,,,"[56.2, 29.6]",,High Pass,,35.386013,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,4,Barcelona,217,['a0cedb3a-3d0e-4ae0-be96-a2c63d1b9579'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.176,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.712579,,,,,,,,,,,,,40f66cdf-7150-4fb3-8395-97b7e84babbf,98,,"[59.0, 21.9]",267597,1,,,,,-0.71754134,,Left Foot,,,,"[75.5, 7.5]",,Ground Pass,,21.9,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['cbe67782-6ccf-4e7b-ab41-55429c469690'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.953,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.852843,,,,,,,,,,,,,0e7d7bbb-8da2-4e1f-acec-28763e271de8,101,,"[75.0, 7.5]",267597,1,,,,,2.844748,,Right Foot,,,,"[66.5, 10.1]",,Ground Pass,,8.888757,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['910e4307-7a36-4b4c-bc50-da4a25bd8b01'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.790,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.698271,,,,,,,,,,,,,19130cdc-c5fc-4761-9ce7-8678cf3281a3,104,,"[66.5, 10.1]",267597,1,,,,,-0.6032299,,Left Foot,,,,"[75.5, 3.9]",,Ground Pass,,10.928861,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['7e812460-c8ee-449a-aba6-bda0926e1cb0'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.683,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.049988,,,,,,,,,,,,,63835933-d27d-442b-92b7-d3b32ca9d0bd,107,,"[83.2, 4.3]",267597,1,,,,,2.6469815,,Left Foot,,,,"[74.3, 9.1]",,Ground Pass,,10.111875,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['de25e63f-2a94-4402-8425-dde5b225de77'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.406,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.567771,,,,,,,,,,,,,852a71ff-9cf2-48e1-b426-5f4b44aa2647,110,,"[73.5, 9.2]",267597,1,,,,,2.2154,,Left Foot,,,,"[62.6, 23.7]",,Ground Pass,,18.14001,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['f86f82c5-fd5e-43e5-9863-8a73041090cb'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.708,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.977976,,,,,,,,,,,,,934bdf88-60d2-45ca-a668-72ec87bf5633,113,,"[62.7, 26.6]",267597,1,,,,,1.5366482,,Right Foot,,,,"[63.8, 58.8]",,Ground Pass,,32.218784,,,Daniel Alves da Silva,4324.0,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['5988f25d-15b9-4ab0-8468-9b06ff06b2d6'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.052,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.181309,,,,,,,,,,,,,5c131dae-443f-4e63-8329-4222a172d16a,116,,"[62.7, 60.5]",267597,1,,,,,0.78845626,,Right Foot,,,,"[79.0, 76.9]",,Ground Pass,,23.1225,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['d98fc6f2-eded-4df6-ae60-320a1dc40038'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.024,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.125959,,,,,,,,,,,,,28bedec6-90c2-420f-9008-2fe914f37950,119,,"[77.4, 76.0]",267597,1,,,,,-2.4730308,,Left Foot,,,,"[65.5, 66.6]",,Ground Pass,,15.164762,,,Daniel Alves da Silva,4324.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['7e17cc72-566a-446c-9a16-b830c10fb311'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.225,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.715983,,,,,,,,,,,,,4a8ba3e7-7e96-47e3-ba49-92a2bf64a2d3,122,,"[75.5, 68.5]",267597,1,,,,,1.2739516,,Right Foot,,,,"[78.1, 77.0]",,Ground Pass,,8.888757,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['839b351d-2de0-4c6e-869f-1215ecab30cf'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.930,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.855659,,,,,,,,,,,,,7a83a18c-3056-4b0d-8ec3-56d7defd6374,129,,"[64.8, 64.6]",267597,1,,,,,-1.0531472,,Right Foot,,,,"[68.9, 57.4]",,Ground Pass,,8.285529,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['94544549-fa2d-40e4-86b5-c06b6e2f3472'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.322,Pass,,2014/2015
