ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.307533,,,,,,,,,,,,,,,8a33c572-e602-47b4-8a01-b03f599ed607,994,,"[64.1, 1.0]",68320,27,,,,0.08685219,,Left Foot,,,,"[102.0, 4.3]",,High Pass,,38.043396,,Unknown,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,58,Barcelona,217,['a1d2ddd3-cf9b-43df-976b-6dffe34ce015'],1,,,,,,,,,,,,,,,Barcelona,217,00:27:01.561,Pass,,2005/2006
,,,,,,,,,,,,,,,2.8214,,,,,,,,,,,,,,,97c75abf-733d-454c-8905-3e4165618fcf,998,,"[30.3, 68.5]",68320,27,,,,-0.03723768,,Right Foot,,,,"[81.3, 66.6]",,High Pass,,51.03538,,Incomplete,,José María Romero Poyón,25940.0,,,,,,Free Kick,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Right Center Back,59,Villarreal,222,"['19058863-fc23-43f8-8994-1adc04827d52', '6d080472-40c5-4c98-a9ed-23a05c2e2474']",21,,,,,,,,,,,,,,,Villarreal,222,00:27:21.402,Pass,,2005/2006
,,,,,,,,,,,,,,,1.256954,,,,,,,,,,,,,,,86e972fe-6965-4ede-8d9c-7ffa926bb5f3,1003,,"[53.0, 23.2]",68320,27,,,,1.1507719,,Left Foot,,,,"[57.6, 33.5]",,Ground Pass,,11.280514,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,,1,From Free Kick,Thiago Motta,4325.0,Right Center Midfield,59,Villarreal,222,"['11771619-71d9-43d1-983a-9ea4f31907e2', 'e4e3aeb8-66d6-45cf-82b4-a845d3d5df10']",27,,,,,,,,,,,,,,,Barcelona,217,00:27:27.471,Pass,,2005/2006
,,,,,,,,,True,,,,,,0.737909,,,,,,,,,,,,,,,11771619-71d9-43d1-983a-9ea4f31907e2,1005,,"[63.4, 47.5]",68320,27,,,,2.17245,,Right Foot,,,,"[58.8, 54.2]",,Ground Pass,,8.127115,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,Interception,1,From Free Kick,Juan Pablo Sorín,25938.0,Left Wing,59,Villarreal,222,"['85b01d6d-a7ab-4f49-bc3c-ff4e46364088', '86e972fe-6965-4ede-8d9c-7ffa926bb5f3']",28,,,,,,,,,,,,,,,Villarreal,222,00:27:28.728,Pass,,2005/2006
,,,,,,,,,,,,,,,1.9516,,,,,,,,,,,,,,,00ed90fc-17cc-47cc-b8e0-f6030aa64a09,1011,,"[58.8, 80.0]",68320,27,True,,,-0.5199678,,,,,,"[71.9, 72.5]",,Low Pass,,15.095033,,,,Juan Román Riquelme,25934.0,,,,,,Throw-in,1,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,60,Villarreal,222,['459cc07b-8bd0-4e15-984b-35c00efa2294'],40,,,,,,,,,,,,,,,Villarreal,222,00:27:40.128,Pass,,2005/2006
,,,,,,,,,,,,,,,1.7334,,,,,,,,,,,,,,,8e184f72-2137-4469-a4dc-5706c0d01f97,1017,,"[73.8, 69.4]",68320,27,,,,-0.23774813,,Right Foot,,,,"[106.4, 61.5]",,Ground Pass,,33.543552,,,,José María Romero Poyón,25940.0,,,,,,Free Kick,1,From Free Kick,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,61,Villarreal,222,['db360839-ae71-4d98-ad57-5d8ec603e165'],58,,,,,,,,,,,,,,,Villarreal,222,00:27:58.955,Pass,,2005/2006
,,,,,,,,,,,,,,,0.637241,,,,,,,,,,,,,,,df9948c4-e50b-437e-b837-c8eef3a04de9,1024,,"[8.9, 2.7]",68320,28,,,,-0.23021959,,Left Foot,,,,"[15.3, 1.2]",,High Pass,,6.5734315,,Out,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,61,Villarreal,222,,2,,,,,,,,,,,,,,,Barcelona,217,00:28:02.801,Pass,,2005/2006
,,,,,,,,,,,,,,,0.983,,,,,,,,,,,,,,,1190a18c-95f3-4e12-8035-5125cb3ea147,1025,,"[106.6, 80.0]",68320,28,,,,-1.8653427,,,,,,"[103.9, 71.1]",,Low Pass,,9.300538,,,,José María Romero Poyón,25940.0,,,,,,Throw-in,1,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,62,Villarreal,222,['9ce0edf6-354c-40dd-9a4d-3189493c63d9'],10,,,,,,,,,,,,,,,Villarreal,222,00:28:10.690,Pass,,2005/2006
,,,,,,,,,,,,,,,0.9776,,,,,,,,,,,,,,,e77fb8c2-c21f-43c1-978b-a37c2a46886c,1028,,"[102.8, 69.4]",68320,28,,,,-1.020772,,Left Foot,,,,"[111.2, 55.7]",,Low Pass,,16.070158,,Incomplete,,Juan Pablo Sorín,25938.0,,,,,,,1,From Throw In,José María Romero Poyón,25940.0,Center Attacking Midfield,62,Villarreal,222,"['e7983660-a403-49c4-872e-efb5d69d7067', 'ea5393ec-ba7f-409e-8488-106e52f7c06b']",12,,,,,,,,,,,,,,,Villarreal,222,00:28:12.702,Pass,,2005/2006
,,,,,,,,,,,,,,,2.091445,,,,,,,,,,,,,,,c1aac5b3-4034-47b0-9da8-5d60075327f8,1034,,"[79.4, 66.6]",68320,28,,,,-1.2559185,,Right Foot,,,,"[85.1, 49.1]",,Low Pass,,18.40489,,Incomplete,,Luciano Gabriel Figueroa Herrera,25941.0,,,,,,,1,From Throw In,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,62,Villarreal,222,"['0d87ef3c-6032-4dcd-bae9-8acf70d81662', '4b30768c-ede0-48cf-9c69-e8401727911f', 'fffbf986-f08b-4605-a030-0f971afd8759']",18,,,,,,,,,,,,,,,Villarreal,222,00:28:18.293,Pass,True,2005/2006
,,,,,,,,,,,,,,,1.479753,,,,,,,,,,,,,,,05a18456-b80f-4192-a11d-c08f7bfb7a61,1038,,"[41.2, 33.1]",68320,28,,,,0.4987769,,Right Foot,,,,"[53.5, 39.8]",,Ground Pass,,14.006427,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['947081c0-439e-49b1-b147-59aeb05fbcef'],20,,,,,,,,,,,,,,,Barcelona,217,00:28:20.842,Pass,,2005/2006
,,,,,,,,,,,,,,,0.166023,,,,,,,,,,,,,,,99838895-f858-4c79-8c96-ba4a1c4b367e,1042,,"[56.1, 43.0]",68320,28,,,,2.4227626,,Right Foot,,,,"[54.5, 44.4]",,Ground Pass,,2.1260293,,Incomplete,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,63,Barcelona,217,['a3d69b33-274d-45cf-9350-d85a5428503c'],22,,,,,,,,,,,,,,,Barcelona,217,00:28:22.363,Pass,,2005/2006
,,,,,,,,,,,,,,,1.497162,,,,,,,,,,,,,,,3c75a698-471b-4545-8f24-d47544dd947c,1046,,"[72.5, 58.6]",68320,28,,,,-1.3567356,,Left Foot,,,,"[75.5, 44.8]",,Ground Pass,,14.122323,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,['a5dfbb30-52cb-4e19-80a3-19ae85565ff6'],29,,,,,,,,,,,,,,,Barcelona,217,00:28:29.753,Pass,,2005/2006
,,,,,,,,,,,,,,,2.147804,,,,,,,,,,,,,,,5a1a177b-a396-4a1d-8d77-02fb87906c00,1049,,"[76.6, 49.2]",68320,28,,,,-1.7907656,,Right Foot,,,,"[67.5, 8.5]",,Low Pass,,41.704914,,,,Sylvio Mendes Campos Junior,25854.0,,,True,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['1096b773-46ce-47b0-8715-a6bd64ba8391'],33,,,,,,,,,,,,,,,Barcelona,217,00:28:33.719,Pass,,2005/2006
,,,,,,,,,,,,,,,1.118965,,,,,,,,,,,,,,,06414c52-1570-406a-9fca-aa39427ba40b,1052,,"[67.5, 8.5]",68320,28,,,,-0.2196967,,Left Foot,,,,"[77.8, 6.2]",,Low Pass,,10.553673,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,63,Barcelona,217,['20520098-123f-4aef-95cc-1e53eb7fc30b'],35,,,,,,,,,,,,,,,Barcelona,217,00:28:35.907,Pass,,2005/2006
,,,,,,,,,,,,,,,2.251081,,,,,,,,,,,,,,,12b8c645-5312-4835-bcfd-5ef2bf543f47,1055,,"[80.7, 7.3]",68320,28,,,,2.1624823,,Left Foot,,,,"[72.3, 19.8]",,Ground Pass,,15.060212,,,,Thiago Motta,4325.0,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,63,Barcelona,217,['85a63a82-56f1-4bbc-aaba-a8b0f12224d5'],38,,,,,,,,,,,,,,,Barcelona,217,00:28:38.839,Pass,,2005/2006
,,,,,,,,,,,,,,,1.320696,,,,,,,,,,,,,,,2fd4c370-5ce7-414c-8f90-e7a8b686ee13,1058,,"[77.8, 23.2]",68320,28,,,,1.1119219,,Left Foot,,,,"[86.1, 40.0]",,Ground Pass,,18.738462,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Thiago Motta,4325.0,Right Center Midfield,63,Barcelona,217,['7c8cb9f6-c68f-4d71-a283-80992beedda1'],42,,,,,,,,,,,,,,,Barcelona,217,00:28:42.451,Pass,,2005/2006
,,,,,,,,,,,,,,,0.5499,,,,,,,,,,,,,,,e010c5fc-a749-4251-9120-14429b453bd2,1061,,"[86.1, 40.1]",68320,28,,,,0.4084889,,Right Foot,,,,"[92.8, 43.0]",,Ground Pass,,7.300685,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['1d40cdad-e352-446a-b7d5-76337cff529a'],43,,,,,,,,,,,,,,,Barcelona,217,00:28:43.877,Pass,,2005/2006
,,,,,,,,,,,,,,,2.257117,,,,,,,,,,,,,,,9af2f9ec-82ae-4b4c-b92a-48c9288fdbf8,1064,,"[93.0, 43.2]",68320,28,,,,1.6188363,,Right Foot,,,,"[92.5, 53.6]",,Ground Pass,,10.412012,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,['81aafc16-4b38-40ac-9b49-ef7599b0173a'],44,,,,,,,,,,,,,,,Barcelona,217,00:28:44.467,Pass,,2005/2006
,,,,,,,,,,,,,,,1.3202,,,,,,,,,,,,,,,a63bf622-782d-41c5-82c2-cc9560e43eed,1067,,"[90.2, 55.5]",68320,28,,,,0.986051,,Right Foot,,,,"[99.6, 69.7]",,Ground Pass,,17.029387,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['c1d90fa0-78c3-409c-9126-e19090bf3254'],46,,,,,,,,,,,,,,,Barcelona,217,00:28:46.909,Pass,,2005/2006
,,,,,,,,,,,,,,,1.651304,,,,,,,,,,,,,,,b963457e-b758-4d33-9ad3-8ca536531799,1070,,"[100.5, 69.5]",68320,28,,,,-2.4393358,,Right Foot,,,,"[91.4, 61.8]",,Ground Pass,,11.92057,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,63,Barcelona,217,['389da616-3fae-4c3c-8213-727d8741ec66'],48,,,,,,,,,,,,,,,Barcelona,217,00:28:48.269,Pass,,2005/2006
,,,,,,,,,,,,,,,1.301068,,,,,,,,,,,,,,,60f57d55-3113-4df7-afa9-972b50336cde,1073,,"[90.1, 58.6]",68320,28,,,,-1.7445581,,Right Foot,,,,"[86.8, 39.8]",,Ground Pass,,19.087431,,,,Thiago Motta,4325.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['ebd000dc-d93f-44e7-a3ea-88898e58c6bd'],52,,,,,,,,,,,,,,,Barcelona,217,00:28:52.010,Pass,,2005/2006
,,,,,,,,,,,,,,,1.511957,,,,,,,,,,,,,,,ea1de69c-7df9-426f-84fb-d89623df4a80,1077,,"[86.6, 40.3]",68320,28,,,,1.8000282,,Left Foot,,,,"[83.1, 55.3]",,Ground Pass,,15.402922,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Thiago Motta,4325.0,Right Center Midfield,63,Barcelona,217,"['6f34ce65-bef0-4f12-9c0a-b8322c7dce8f', '8940abe4-5925-45ad-b38b-d432f07f32e4']",54,,,,,,,,,,,,,,,Barcelona,217,00:28:54.614,Pass,True,2005/2006
,,,,,,,,,,,,,,,3.120593,,,,,,,,,,,,,,,03679275-5e00-4859-89f1-6b9ef3d46157,1080,,"[85.8, 54.3]",68320,28,,,,-1.5951324,,Right Foot,,,,"[84.6, 5.0]",,High Pass,,49.3146,,,,Sylvio Mendes Campos Junior,25854.0,,,True,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,63,Barcelona,217,['7083186d-2a10-47a4-b12f-37b066c26df5'],57,,,,,,,,,,,,,,,Barcelona,217,00:28:57.748,Pass,,2005/2006
,,,,,,,,,,,,,,,1.093925,,,,,,,,,,,,,,,4d6a19a7-251e-4c30-bd89-ebd37d733660,1084,,"[84.6, 11.1]",68320,29,,,,2.3282688,,Left Foot,,,,"[75.9, 20.3]",,Ground Pass,,12.662148,,,,Thiago Motta,4325.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,63,Barcelona,217,['1c6f658b-8ead-477d-80ac-f3698f6f5126'],5,,,,,,,,,,,,,,,Barcelona,217,00:29:05.633,Pass,,2005/2006
,,,,,,,,,,,,,,,1.13232,,,,,,,,,,,,,,,15e6c855-fd1d-4c78-9a1e-9227864cc2b8,1088,,"[84.3, 23.7]",68320,29,,,,0.33640152,,Left Foot,,,,"[100.6, 29.4]",,Ground Pass,,17.267889,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,Through Ball,True,,1,Regular Play,Thiago Motta,4325.0,Right Center Midfield,63,Barcelona,217,"['17ec35da-38f8-4726-a105-1bec42619730', '341b1622-ce1e-4c3d-a958-d1c872ee889d', 'a501117a-8962-40ad-9b9a-7cdcccb04f7f']",9,,,,,,,,,,,,,,,Barcelona,217,00:29:09.355,Pass,True,2005/2006
,,,,,,,,,,,,,,,0.569085,,,,,,,,,,,,,,,29e57c16-2738-4049-8a3c-c012ff818302,1091,,"[30.6, 57.6]",68320,29,,,,-2.1910458,,Right Foot,,,,"[25.6, 50.6]",,Ground Pass,,8.602325,,,,José Joaquín Moreno Verdú,25939.0,,,,,,Recovery,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,64,Villarreal,222,['abb87844-fe5b-4688-9d4f-97d0e5c90750'],11,,,,,,,,,,,,,,,Villarreal,222,00:29:11.558,Pass,,2005/2006
,,,,,,,,,,,,,,,1.024212,,,,,,,,,,,,,,,7a27ac15-a6eb-47ca-832b-195aa428fa38,1094,,"[25.6, 50.6]",68320,29,,,,2.3961732,,Left Foot,,,,"[21.7, 54.2]",,Ground Pass,,5.307542,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,64,Villarreal,222,['b9a5a76e-c56d-4c85-b30a-af27d7dd4d5f'],12,,,,,,,,,,,,,,,Villarreal,222,00:29:12.207,Pass,,2005/2006
,,,,,,,,,,,,,,,1.9256,,,,,,,,,,,,,,,279edc04-4a0e-444c-921f-c9f0e070e957,1097,,"[21.7, 54.2]",68320,29,,,,0.013952583,,Right Foot,,,,"[43.2, 54.5]",,High Pass,,21.502092,,Incomplete,,,,,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Right Center Back,64,Villarreal,222,['6a88c01b-5078-4169-adcf-6c745e29ec4c'],13,,,,,,,,,,,,,,,Villarreal,222,00:29:13.640,Pass,,2005/2006
,,,,,,,,,,,,,,,1.262991,,,,,,,,,,,,,,,78fa16aa-0225-4f44-9fe6-34872776359c,1100,,"[79.1, 29.4]",68320,29,,,,-0.62707067,,Right Foot,,,,"[86.0, 24.4]",,High Pass,,8.521151,,,,Thiago Motta,4325.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,65,Barcelona,217,['f2f5d048-cbd5-452e-a1af-e0adfc584db8'],16,,,,,,,,,,,,,,,Barcelona,217,00:29:16.551,Pass,,2005/2006
,,,,,,,,,,,,,,,2.569,,,,,,,,,,,,,,,f345bc1d-84e4-4039-8fb8-b86a6d8f9d4d,1108,,"[7.0, 45.0]",68320,30,True,,,-0.41838738,,Right Foot,,,,"[63.9, 19.7]",,High Pass,,62.271183,,,,José María Romero Poyón,25940.0,,,,,,Goal Kick,1,From Goal Kick,Mario Sebastián Viera Galain,25936.0,Goalkeeper,67,Villarreal,222,['92cff366-02b1-4116-8ab8-69e1c19358f1'],12,,,,,,,,,,,,,,,Villarreal,222,00:30:12.089,Pass,,2005/2006
,,,,,,,,,,,,,,,1.2845,,,,,,,,,,,,,,,05d5a7cf-c9c7-4500-8605-2ae583995c14,1111,,"[63.9, 19.7]",68320,30,,,True,0.5144513,,,,,,"[77.7, 27.5]",,High Pass,,15.851813,,,,Luciano Gabriel Figueroa Herrera,25941.0,,,,,,,1,From Goal Kick,José María Romero Poyón,25940.0,Center Attacking Midfield,67,Villarreal,222,"['36d30a9b-7f7e-45b3-8545-4ef943f663f4', '5aa64d2f-5163-4232-b7f2-8f032a3886f8']",14,,,,,,,,,,,,,,,Villarreal,222,00:30:14.701,Pass,True,2005/2006
,,,,,,,,,,,,,,,0.8067,,,,,,,,,,,,,,,afe39e78-95d9-4274-8e8e-058e95033ee1,1114,,"[78.1, 26.3]",68320,30,,,,1.7170317,,Left Foot,,,,"[76.2, 39.2]",,Low Pass,,13.039172,,,,Juan Román Riquelme,25934.0,,,,,,,1,From Goal Kick,Luciano Gabriel Figueroa Herrera,25941.0,Center Forward,67,Villarreal,222,['b8f7dbb7-10d4-4fc9-b703-0a1bad3aba1a'],16,,,,,,,,,,,,,,,Villarreal,222,00:30:16.106,Pass,,2005/2006
,,,,,,,,,,,,,,,2.753876,,,,,,,,,,,,,,,ccdcbef2-e735-486e-86d5-9611d8b189e8,1120,,"[41.7, 46.1]",68320,30,,,,0.7245316,,Right Foot,,,,"[80.0, 80.0]",,High Pass,,51.147823,,Out,,,,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,67,Villarreal,222,,18,,,,,,,,,,,,,,,Barcelona,217,00:30:18.118,Pass,,2005/2006
,,,,,,,,,,,,,,,1.725947,,,,,,,,,,,,,,,340bc1e9-63b7-4ef6-bc62-4d5ad56aeb8f,1121,,"[42.0, 1.0]",68320,30,,,,0.66104317,,,,,,"[62.7, 17.1]",,High Pass,,26.224035,,,,José María Romero Poyón,25940.0,,,,,,Throw-in,1,From Throw In,Rodolfo Martín Arruabarrena,25935.0,Left Back,68,Villarreal,222,['6f04e764-f43b-4e23-8496-2db7acf286f3'],31,,,,,,,,,,,,,,,Villarreal,222,00:30:31.553,Pass,,2005/2006
,,,,,,,,,,,,,,,1.7673,,,,,,,,,,,,,,,2bf7fd4b-f0d1-401e-8300-db83d8a34b6c,1124,,"[63.9, 17.1]",68320,30,,,True,0.73434764,,,,,,"[71.1, 23.6]",,High Pass,,9.7,,Incomplete,,Luciano Gabriel Figueroa Herrera,25941.0,,,,,,,1,From Throw In,José María Romero Poyón,25940.0,Center Attacking Midfield,68,Villarreal,222,"['49d85e6a-c418-49ee-958e-64d1fc493900', '79865d31-441d-4564-8934-2c92ceaa1052', '9ecfc32d-06aa-41d3-adf5-c05c8b2db611']",33,,,,,,,,,,,,,,,Villarreal,222,00:30:33.318,Pass,True,2005/2006
,,,,,,,,,,,,,,,2.573288,,,,,,,,,,,,,,,da45dfc3-f28d-40b7-a8d5-041957356edd,1128,,"[48.4, 58.4]",68320,30,,,,-0.3346254,,Right Foot,,,,"[83.2, 46.3]",,High Pass,,36.84359,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Throw In,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,68,Villarreal,222,"['56b97f22-075b-40e8-9952-ad05c9cad798', 'da1b728f-d218-4136-9e16-1ca40cb93334']",35,,,,,,,,,,,,,,,Barcelona,217,00:30:35.113,Pass,,2005/2006
,,,,,,,,,,,,,,,4.481024,,,,,,,,,,,,,,,6116eb4f-2390-4155-bbc0-0cd3d8b3e56b,1136,,"[42.2, 36.2]",68320,30,,,,-0.4947902,,Right Foot,,,,"[105.4, 2.1]",,High Pass,,71.81261,,Out,,José María Romero Poyón,25940.0,,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,68,Villarreal,222,['ce9e6882-6dd7-45f2-9b24-89d7f0b86029'],42,,,,,,,,,,,,,,,Villarreal,222,00:30:42.259,Pass,,2005/2006
,,,,,,,,,,,,,,,1.7581,,,,,,,,,,,,,,,117675d6-d7ea-4683-961e-54bfe6e1de7c,1138,,"[24.6, 80.0]",68320,30,True,,,-0.29632097,,,,,,"[47.2, 73.1]",,High Pass,,23.629854,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Oleguer Presas Renom,25873.0,Right Back,69,Barcelona,217,['dd438920-8dbe-4f14-b730-c14f9a3ef4ca'],57,,,,,,,,,,,,,,,Barcelona,217,00:30:57.160,Pass,,2005/2006
,,,,,,,,,,,,,,,0.9912,,,,,,,,,,,,,,,fe213960-6348-4af9-810b-bd11fae6341b,1140,,"[46.7, 74.6]",68320,30,,,,-2.6967223,,Head,,,,"[38.1, 70.5]",,High Pass,,9.527329,,,,Oleguer Presas Renom,25873.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,69,Barcelona,217,['04e97585-2ab3-4729-a499-68d8df898c23'],58,,,,,,,,,,,,,,,Barcelona,217,00:30:58.959,Pass,,2005/2006
,,,,,,,,,,,,,,,6.82398,,,,,,,,,,,,,,,ef09673a-828e-4381-9bdd-d27fae7e95bd,1143,,"[38.7, 71.6]",68320,30,,,,-1.0645388,,Right Foot,,,,"[77.9, 0.9]",,High Pass,,80.84015,,Out,,Ronaldo de Assis Moreira,25879.0,,,True,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Back,69,Barcelona,217,['c99d71fb-e15d-4a75-ace1-fe496d1022de'],59,,,,,,,,,,,,,,,Barcelona,217,00:30:59.984,Pass,,2005/2006
,,,,,,,,,,,,,,,1.482519,,,,,,,,,,,,,,,735d7705-1c7d-4e26-a97d-58c78054817a,1146,,"[41.2, 80.0]",68320,31,,,,-0.1298951,,,,,,"[63.4, 77.1]",,High Pass,,22.388613,,Unknown,,Luciano Gabriel Figueroa Herrera,25941.0,,,,,,Throw-in,1,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,70,Villarreal,222,['0a3a9abe-0701-4672-af2c-496e9faa0478'],15,,,,,,,,,,,,,,,Villarreal,222,00:31:15.333,Pass,,2005/2006
,,,,,,,,,,,,,,,0.877494,,,,,,,,,,,,,,,ec69ee80-e7d2-4cc2-adc6-a4da926d28ac,1150,,"[70.2, 78.3]",68320,31,True,,,-2.2348425,,Right Foot,,,,"[64.8, 71.4]",,Ground Pass,,8.761849,,,,José Joaquín Moreno Verdú,25939.0,,,,,,Free Kick,1,From Free Kick,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,71,Villarreal,222,['d3c472c8-c13c-4c05-8e83-0ef1a75640b0'],31,,,,,,,,,,,,,,,Villarreal,222,00:31:31.302,Pass,,2005/2006
,,,,,,,,,,,,,,,0.9676,,,,,,,,,,,,,,,0504bab7-6662-4a01-97d9-8e33a8372382,1152,,"[64.9, 70.7]",68320,31,,,,-1.3185539,,Right Foot,,,,"[69.9, 51.3]",,Ground Pass,,20.033972,,,,Juan Pablo Sorín,25938.0,,,,,,,1,From Free Kick,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,71,Villarreal,222,['6144dfe8-7124-47d1-81b5-1872e3ac722e'],33,,,,,,,,,,,,,,,Villarreal,222,00:31:33.267,Pass,,2005/2006
,,,,,,,,,,,,,,,1.3358,,,,,,,,,,,,,,,ef2f745a-063d-48dd-a312-ff38255d7125,1158,,"[84.4, 58.5]",68320,32,,,,-0.5173731,,Right Foot,,,,"[114.8, 41.2]",,High Pass,,34.97785,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Juan Román Riquelme,25934.0,Right Wing,72,Villarreal,222,['ac08b31b-c1b0-4494-a928-bd8cc47d32d8'],15,,,,,,,,,,,,,,,Villarreal,222,00:32:15.693,Pass,,2005/2006
,,,,,,,,,,,,,,,1.139511,,,,,,,,,,,,,,,d6158546-5759-435e-9f6c-64b511fa3542,1160,,"[92.4, 1.0]",68320,32,,,,0.87197363,,,,,,"[104.5, 15.4]",,High Pass,,18.808775,,Incomplete,,Juan Román Riquelme,25934.0,,,,,,Throw-in,1,From Throw In,Rodolfo Martín Arruabarrena,25935.0,Left Back,73,Villarreal,222,"['34fb4b59-1963-45b5-821b-2a64a6d52218', '4179824f-0c02-4fc6-866f-1debeb3ed426']",32,,,,,,,,,,,,,,,Villarreal,222,00:32:32.481,Pass,,2005/2006
,,,,,,,,,,,,,,,0.924501,,,,,,,,,,,,,,,be475339-29dc-452c-887e-f9fb097f964a,1164,,"[106.9, 1.0]",68320,32,,,,1.3258177,,,,,,"[109.7, 12.2]",,Low Pass,,11.544696,,,,Juan Román Riquelme,25934.0,,,,,,Throw-in,1,From Throw In,Rodolfo Martín Arruabarrena,25935.0,Left Back,74,Villarreal,222,['8d1e30f1-af45-4a96-8654-54862d979422'],49,,,,,,,,,,,,,,,Villarreal,222,00:32:49.828,Pass,,2005/2006
,,,,,,,,,,,,,,,1.7564,,,,,,,,,,,,,,,7dd36e79-90e4-4da2-9343-f05d8a61792f,1169,,"[118.7, 7.4]",68320,32,,,,1.7786863,,Left Foot,True,,,"[113.3, 33.0]",,High Pass,,26.163334,,Incomplete,,,,,,,,,,1,From Throw In,Juan Román Riquelme,25934.0,Right Wing,74,Villarreal,222,"['776cf5b9-f007-43c3-be58-62f633d95c1d', '858ef604-2755-4874-bb55-6bb3cb94572d', 'cc81442b-9df0-42a0-a8e7-9a257c5f90c5']",54,,,,,,,,,,,,,,,Villarreal,222,00:32:54.212,Pass,True,2005/2006
