ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,"[93.4, 32.1]",,,,,,,,,,,,0.239944,,,,,,,,,,,,,,,d982404c-ed8d-4fcc-a0b2-04b4e367a816,2459,,"[95.0, 32.3]",68320,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,152,Barcelona,217,"['345c193e-0a49-4183-9a64-cb7f3d237f53', '7ded914b-8ad1-4f2d-ab9f-f864655b530b', 'b7975b09-6ad6-42fe-8b47-dfdea5bfc4bc']",56,,,,,,,,,,,,,,,Barcelona,217,00:19:56.095,Carry,True,2005/2006
,,,"[91.1, 40.1]",,,,,,,,,,,,0.738,,,,,,,,,,,,,,,cc74079e-601b-4dff-b665-c2f46dd23c96,2464,,"[86.2, 50.2]",68320,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,152,Barcelona,217,"['0efaa814-4f40-4064-9b30-0e5f62827dc1', '196333e5-c29a-4a46-9e0e-16f5a7db4243', '3e362a0f-6d02-4e1e-8cc7-93a9a1eccd42']",58,,,,,,,,,,,,,,,Barcelona,217,00:19:58.337,Carry,True,2005/2006
,,,"[104.3, 76.9]",,,,,,,,,,,,0.0581,,,,,,,,,,,,,,,39ac6c8a-e5fe-4b4a-81d3-e206fb6a2ac5,2476,,"[100.5, 76.2]",68320,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,154,Barcelona,217,"['495734ec-c47c-4923-8515-1c0d96508412', 'eda8fa2a-bde6-4e54-9555-2ba63bd0afe3']",39,,,,,,,,,,,,,,,Barcelona,217,00:20:39.073,Carry,,2005/2006
,,,"[96.1, 76.0]",,,,,,,,,,,,0.2195,,,,,,,,,,,,,,,9eac877b-bb8c-4845-a511-e338e04cd2de,2480,,"[95.3, 75.8]",68320,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,154,Barcelona,217,"['00f88b89-bec5-4976-b9f4-6d17f7258d4f', '05fa8c04-4d9c-4a77-84ce-a71916bcb745', '61840999-6550-4ac4-8346-4c57e9361869', 'ef3093ab-1be8-484c-a896-9fca1d40171d']",40,,,,,,,,,,,,,,,Barcelona,217,00:20:40.152,Carry,True,2005/2006
,,,"[107.4, 60.3]",,,,,,,,,,,,2.0694,,,,,,,,,,,,,,,c4153f42-a5aa-4de6-9dc0-df1b8f557c0b,2483,,"[96.1, 76.0]",68320,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,154,Barcelona,217,"['00f88b89-bec5-4976-b9f4-6d17f7258d4f', '05fa8c04-4d9c-4a77-84ce-a71916bcb745', '4985c024-05a9-4418-a131-5de841b9b5e1', '5292b00d-51ea-4af0-b14f-a97850c2445f', 'ef3093ab-1be8-484c-a896-9fca1d40171d']",40,,,,,,,,,,,,,,,Barcelona,217,00:20:40.372,Carry,True,2005/2006
,,,"[11.2, 48.7]",,,,,,,,,,,,8.16002,,,,,,,,,,,,,,,4283bb04-0b89-49fb-af6c-20589d3ae852,2495,,"[13.1, 51.2]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mario Sebastián Viera Galain,25936.0,Goalkeeper,155,Villarreal,222,"['ab65d639-4c3e-4630-a3d4-af1ec1978230', 'cab663f6-77a3-4220-a91e-57a9d6dfba58', 'e78cf190-ff6e-4fc1-a016-dc4a330b7ff9']",37,,,,,,,,,,,,,,,Villarreal,222,00:21:37.515,Carry,True,2005/2006
,,,"[29.9, 67.0]",,,,,,,,,,,,0.552853,,,,,,,,,,,,,,,c85a2d5d-6935-4863-91bb-b6748368091b,2499,,"[26.8, 65.7]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Javier Rodríguez Venta,25937.0,Right Back,155,Villarreal,222,"['1bb9dfda-6d15-40e8-a1d4-8e3758c63d88', '459d54a8-5886-4ff2-959f-47b42c40731d']",47,,,,,,,,,,,,,,,Villarreal,222,00:21:47.045,Carry,,2005/2006
,,,"[87.1, 13.4]",,,,,,,,,,,,2.441004,,,,,,,,,,,,,,,e84635fb-7ca9-48d3-ae4e-8a07e34a917b,2503,,"[92.9, 12.6]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,156,Barcelona,217,"['0337628d-f3be-47f7-b8f0-7d307ae1e5e8', '12619ec0-bc36-4532-a826-e3ee8a56d960', '98c434a0-d49f-4c0c-bbc2-20a363bcd692', 'c6ff4a1c-ef5d-4853-b5ce-9a05740d905b']",48,,,,,,,,,,,,,,,Barcelona,217,00:21:48.688,Carry,True,2005/2006
,,,"[74.0, 31.5]",,,,,,,,,,,,0.330643,,,,,,,,,,,,,,,5ee3a10b-1832-4f76-91fd-2184fbd4026f,2511,,"[72.3, 32.5]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,156,Barcelona,217,"['40b9f1bb-87f4-499a-b1a6-c5e9009d6326', 'c07008ef-43f3-45be-bc63-cb0a16ce7afa', 'f5c61573-d678-4a03-943e-2a32c4e003b4']",54,,,,,,,,,,,,,,,Barcelona,217,00:21:54.800,Carry,True,2005/2006
,,,"[66.9, 17.4]",,,,,,,,,,,,0.826821,,,,,,,,,,,,,,,368306ca-3520-4593-9ef4-355843baf30b,2514,,"[67.3, 17.6]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Motta,4325.0,Right Center Midfield,156,Barcelona,217,"['4b4ed565-2e05-40e7-9c0f-679429fff82d', '70ae8a0f-b0ad-4cbc-9803-c3db35775c7e', 'be246783-48a0-4ecb-936a-b3f7060653ed']",56,,,,,,,,,,,,,,,Barcelona,217,00:21:56.231,Carry,True,2005/2006
,,,"[78.0, 13.0]",,,,,,,,,,,,0.365479,,,,,,,,,,,,,,,c4d90a10-1c41-4735-b087-ae7e29767f4a,2518,,"[77.2, 13.0]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,156,Barcelona,217,"['1532dd52-1b8a-423d-89e9-676946616a56', '949df0e3-5d81-4708-8645-acc420629e22']",57,,,,,,,,,,,,,,,Barcelona,217,00:21:57.803,Carry,,2005/2006
,,,"[71.7, 23.5]",,,,,,,,,,,,0.0641,,,,,,,,,,,,,,,0e1ed563-d888-46cc-98e7-c7658a5f58d6,2521,,"[71.7, 23.5]",68320,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Motta,4325.0,Right Center Midfield,156,Barcelona,217,"['23ad4e06-15dd-4812-beeb-9096fbf0a5d7', 'f6dfef71-d86a-438a-b79d-3363cc98ef2c']",59,,,,,,,,,,,,,,,Barcelona,217,00:21:59.224,Carry,,2005/2006
,,,"[57.8, 16.1]",,,,,,,,,,,,0.017317,,,,,,,,,,,,,,,f23197c7-73f7-4901-b8de-61b556b01806,2526,,"[57.6, 16.3]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,156,Barcelona,217,"['03495512-64ee-4013-91a0-16ab9705013a', '7c065ccf-7a60-4c63-8d16-833ccd89b1f2']",1,,,,,,,,,,,,,,,Barcelona,217,00:22:01.702,Carry,,2005/2006
,,,"[55.3, 5.0]",,,,,,,,,,,,0.240756,,,,,,,,,,,,,,,d1c79fbe-33e1-4103-a94f-62468bfbf876,2529,,"[54.9, 4.6]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,156,Barcelona,217,"['65e398da-3292-4ff6-93c6-8709cd4755c8', '69f24d55-5292-49a0-b602-34aabe705716']",3,,,,,,,,,,,,,,,Barcelona,217,00:22:03.388,Carry,,2005/2006
,,,"[15.0, 70.3]",,,,,,,,,,,,1.0745,,,,,,,,,,,,,,,823eca73-f11d-4fb9-88c5-0018a5dac859,2532,,"[16.3, 70.5]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Javier Rodríguez,25931.0,Right Center Back,157,Villarreal,222,"['0f4c8eb2-9697-4c36-9cda-c0744ee94183', '2b5a6ed9-e489-41c3-994d-68046957b08a']",8,,,,,,,,,,,,,,,Villarreal,222,00:22:08.970,Carry,,2005/2006
,,,"[6.8, 45.7]",,,,,,,,,,,,1.3424,,,,,,,,,,,,,,,355ae232-6738-45ef-bf09-1ebe4093b3ab,2535,,"[6.8, 45.7]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Sebastián Viera Galain,25936.0,Goalkeeper,157,Villarreal,222,"['a2bab0cc-58e7-44d3-8903-ed9708872977', 'e544c59c-8a83-429f-80cd-bb6da2b8d0d6']",11,,,,,,,,,,,,,,,Villarreal,222,00:22:11.908,Carry,,2005/2006
,,,"[42.8, 48.5]",,,,,,,,,,,,2.948642,,,,,,,,,,,,,,,1b0a7d3a-667f-43d9-b626-340e67bb3c7c,2539,,"[48.2, 46.8]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,157,Villarreal,222,"['20fcef43-3c76-4253-a9ab-dca8aa166885', '28ca996d-95c6-442c-9b0a-4bcef3aded63', 'fe80d5b4-a835-44f5-9727-89609043e941']",20,,,,,,,,,,,,,,,Villarreal,222,00:22:20.141,Carry,True,2005/2006
,,,"[48.0, 44.5]",,,,,,,,,,,,0.8818,,,,,,,,,,,,,,,68e5a51a-7564-4ae2-8069-b0b9bdc88f68,2543,,"[42.8, 48.5]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,157,Villarreal,222,"['28ca996d-95c6-442c-9b0a-4bcef3aded63', '4d0cdc7d-1cda-47e1-a615-5aa571cc38e7', '6895931f-b91b-45e8-8702-dec82c74422d', '97b626b8-a8a2-4e83-aa88-561fd56994c8']",23,,,,,,,,,,,,,,,Villarreal,222,00:22:23.089,Carry,True,2005/2006
,,,"[64.6, 59.4]",,,,,,,,,,,,3.841135,,,,,,,,,,,,,,,d54513a9-a574-4566-9e5b-1d9a29e55897,2547,,"[61.0, 47.0]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roger García Junyent,25929.0,Left Back,157,Villarreal,222,"['44334bb6-c2b0-4b6d-9f7d-a23f3133cb72', '740b84b8-dfd1-4511-accd-6f6d5491e5d3', 'a679aa37-2f46-4db1-b52b-55fe7ab0614d']",24,,,,,,,,,,,,,,,Villarreal,222,00:22:24.083,Carry,True,2005/2006
,,,"[78.3, 74.3]",,,,,,,,,,,,1.393369,,,,,,,,,,,,,,,ac642bde-49e5-48e0-ae6f-f0fd0387c229,2552,,"[75.1, 70.5]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,157,Villarreal,222,"['1dc613a8-2fdd-4968-beb0-1f2c6b21d128', '42c4cc33-e976-42f7-afb9-038b54bfb9bd', 'dfa74bda-2f57-4749-aee4-3be8f9dad237']",29,,,,,,,,,,,,,,,Villarreal,222,00:22:29.318,Carry,True,2005/2006
,,,"[111.7, 74.1]",,,,,,,,,,,,2.425037,,,,,,,,,,,,,,,7f30c992-824e-4c87-b6c7-9e5dde96960b,2559,,"[106.9, 71.4]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José María Romero Poyón,25940.0,Center Attacking Midfield,158,Villarreal,222,"['21be9587-2f69-46c0-9a88-c034be1cb53d', '2fe2712f-32dc-497d-b3db-58e02ad3e8b8', '59968bc5-e89a-41af-9f19-5a8511098303']",41,,,,,,,,,,,,,,,Villarreal,222,00:22:41.574,Carry,True,2005/2006
,,,"[7.0, 7.5]",,,,,,,,,,,,0.518332,,,,,,,,,,,,,,,a36f3834-1edb-4e46-be25-ae61672bec4d,2562,,"[9.3, 6.9]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,158,Villarreal,222,"['0d422a43-9668-473a-a841-8a847304b4e5', '133a0018-8fb0-49ec-9b6f-a5191a08eb9f', 'c2f948d2-5b62-42a0-8bfc-d222978c3364']",43,,,,,,,,,,,,,,,Barcelona,217,00:22:43.999,Carry,True,2005/2006
,,,"[5.7, 14.7]",,,,,,,,,,,,0.445725,,,,,,,,,,,,,,,dcc6c2fc-fc1d-4437-8726-73d50de5e11b,2567,,"[7.2, 16.3]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,158,Villarreal,222,"['54dec950-3a9d-4b82-a71b-7f33c530e55a', '78a8902d-21b6-4f48-808c-a6de80ae83f7', '7f9a7c31-ceb1-4c0d-9190-bcfaee625819']",46,,,,,,,,,,,,,,,Barcelona,217,00:22:46.001,Carry,True,2005/2006
,,,"[72.2, 59.2]",,,,,,,,,,,,0.294066,,,,,,,,,,,,,,,eeb3fc15-66dd-4fcd-a192-750935151ae9,2574,,"[72.8, 59.2]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roger García Junyent,25929.0,Left Back,159,Villarreal,222,"['7df1259c-f5e4-4571-8d52-22a1f30dd492', 'ac977e2e-db50-4036-b5ad-f469ab136305']",57,,,,,,,,,,,,,,,Villarreal,222,00:22:57.166,Carry,,2005/2006
,,,"[71.3, 71.6]",,,,,,,,,,,,2.31055,,,,,,,,,,,,,,,c7a521ac-3af3-446e-bfcc-8d8b7fafe336,2577,,"[79.1, 75.0]",68320,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,159,Villarreal,222,"['ab6f0356-6ca0-46f0-abe0-e0321ca873c8', 'b71dd6f0-4e03-4b2c-91c8-0a297b5960a4', 'dfd33b34-bec0-4b0f-912c-69c49cf98377']",58,,,,,,,,,,,,,,,Villarreal,222,00:22:58.527,Carry,True,2005/2006
,,,"[56.6, 64.0]",,,,,,,,,,,,1.7834,,,,,,,,,,,,,,,5ac6102e-a240-4b26-9a21-0d19b2708ef5,2581,,"[54.5, 64.0]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,159,Villarreal,222,"['51d93c86-cecd-4410-b46e-3f08f1913427', '97e58980-df5b-4261-b807-831934171b81']",2,,,,,,,,,,,,,,,Villarreal,222,00:23:02.434,Carry,,2005/2006
,,,"[51.5, 76.7]",,,,,,,,,,,,0.072287,,,,,,,,,,,,,,,45751e0b-f1dd-4673-a537-40b0c07ae089,2593,,"[52.8, 75.4]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,160,Barcelona,217,"['70156204-c0e6-404f-8681-b7888a978bab', 'a1b15794-288b-4a1f-8128-95b58ae9f51c']",49,,,,,,,,,,,,,,,Barcelona,217,00:23:49.189,Carry,,2005/2006
,,,"[57.6, 65.7]",,,,,,,,,,,,2.907533,,,,,,,,,,,,,,,8fab0d03-d42e-48a0-aaa8-13cdc7dc06b8,2596,,"[59.1, 75.0]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['04e1bde6-5c0a-49ce-8d6d-81be1a2a492e', '8602fd5b-09ed-4947-b190-69ea545a8f73', 'e7404369-5c46-47d3-9b8e-774ca68e5b12']",50,,,,,,,,,,,,,,,Barcelona,217,00:23:50.191,Carry,True,2005/2006
,,,"[56.2, 62.2]",,,,,,,,,,,,1.028063,,,,,,,,,,,,,,,2476505f-aede-4a4d-a2eb-fedf51cb8975,2600,,"[57.6, 65.7]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['04e1bde6-5c0a-49ce-8d6d-81be1a2a492e', '3311139b-08b5-439d-9be2-f6842a68d638', 'c7c367ff-9dbc-4640-a291-d1146daa6170', 'c9ae0eb7-e1df-43a6-81f9-e1d22a88185c']",53,,,,,,,,,,,,,,,Barcelona,217,00:23:53.098,Carry,True,2005/2006
,,,"[85.8, 56.5]",,,,,,,,,,,,4.974477,,,,,,,,,,,,,,,3f2c4206-5cca-4648-910a-6a5b09e10075,2603,,"[56.2, 62.2]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['204fea7c-d873-44a0-a556-90a63977c487', '3311139b-08b5-439d-9be2-f6842a68d638', 'c9ae0eb7-e1df-43a6-81f9-e1d22a88185c', 'f77da336-ce2f-43c3-816e-aad392a03bc3']",54,,,,,,,,,,,,,,,Barcelona,217,00:23:54.126,Carry,True,2005/2006
,,,"[77.6, 57.7]",,,,,,,,,,,,0.654365,,,,,,,,,,,,,,,9b7c9a67-599b-48f0-ae77-6e73b2385cc4,2607,,"[85.8, 56.5]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['204fea7c-d873-44a0-a556-90a63977c487', '79e513ee-986e-4b1c-967a-58b40d30a976', '8ab62192-1763-4539-b07f-f26f3af6ca02', 'f77da336-ce2f-43c3-816e-aad392a03bc3']",59,,,,,,,,,,,,,,,Barcelona,217,00:23:59.101,Carry,True,2005/2006
,,,"[78.2, 60.9]",,,,,,,,,,,,0.622796,,,,,,,,,,,,,,,ce645dd9-9873-4e04-8a89-e9ab7364a7b8,2611,,"[77.6, 61.3]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['32a5f95f-6100-41c1-a512-45c12b1218fb', '57312afc-8e51-4cd7-a8dc-95a2807141e2']",0,,,,,,,,,,,,,,,Barcelona,217,00:24:00.705,Carry,,2005/2006
,,,"[72.1, 60.7]",,,,,,,,,,,,0.435,,,,,,,,,,,,,,,1f01f84c-58f0-45d8-a6e4-5ea3f5b3edc3,2615,,"[70.7, 60.7]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Thiago Motta,4325.0,Right Center Midfield,160,Barcelona,217,"['06f273f8-8d4e-454b-ab4f-b77743faad41', '8e93bdb2-92a2-4f9b-a709-745fc3677139', 'a1a997c7-af8a-4a31-8f20-19f3d30c1c32']",1,,,,,,,,,,,,,,,Barcelona,217,00:24:01.997,Carry,True,2005/2006
,,,"[85.4, 46.8]",,,,,,,,,,,,1.848144,,,,,,,,,,,,,,,abd68f55-084c-43ef-9e80-86510d0c8b9e,2618,,"[73.6, 49.8]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,160,Barcelona,217,"['a0ed2e1c-331c-4203-87f7-8d7c94b956e9', 'b4749644-67fb-4452-8063-fcb221ee7068', 'dd1b0ac1-a016-459a-9ff8-0f078305d2b3']",3,,,,,,,,,,,,,,,Barcelona,217,00:24:03.549,Carry,True,2005/2006
,,,"[36.0, 29.4]",,,,,,,,,,,,2.788438,,,,,,,,,,,,,,,dbc4de0c-10fa-4472-ba0e-0827ad82b063,2628,,"[33.1, 27.5]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roger García Junyent,25929.0,Left Back,162,Villarreal,222,"['3689725e-33ab-4b69-b613-c6afe29e14ff', '45269c34-ce0e-419e-b3bd-c915fc4cae3e', '623f315f-0b6d-4e5f-bf42-98ff6ba23191']",14,,,,,,,,,,,,,,,Villarreal,222,00:24:14.988,Carry,True,2005/2006
,,,"[35.6, 27.0]",,,,,,,,,,,,1.249437,,,,,,,,,,,,,,,4307e71f-1709-4aaa-ae47-b60560c3bf80,2634,,"[35.2, 27.5]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,162,Villarreal,222,"['0c8bbb5d-488f-41b1-a04c-e5926373b045', '3cc4f3cd-f25d-4fa3-beeb-1575ee4b199f', 'c0c6bfbd-6cc2-4ffc-9044-226893bf6a82']",18,,,,,,,,,,,,,,,Villarreal,222,00:24:18.557,Carry,True,2005/2006
,,,"[26.6, 26.6]",,,,,,,,,,,,0.662696,,,,,,,,,,,,,,,3c8d1045-60cc-4a8d-a36b-ef1ea0a2f84f,2638,,"[26.6, 27.0]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Manuel Peña Montaño,25933.0,Left Center Back,162,Villarreal,222,"['6f5d89be-051d-4f5e-a702-b032c63b0e3b', '8a1593e6-aca5-409f-b9ae-e691aa46c042', 'd1241e5a-26eb-41ba-a1de-47aff73b5108']",20,,,,,,,,,,,,,,,Villarreal,222,00:24:20.146,Carry,True,2005/2006
,,,"[44.9, 3.1]",,,,,,,,,,,,1.7738,,,,,,,,,,,,,,,dad59e39-c33b-4aec-8c12-8f7bb6b8582e,2642,,"[42.8, 3.7]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Pablo Sorín,25938.0,Left Wing,162,Villarreal,222,"['4b14dc36-e53b-4ef0-88b7-40744bd5d884', '9552563d-96a4-41e4-a5bc-48531dcc1ac0']",22,,,,,,,,,,,,,,,Villarreal,222,00:24:22.802,Carry,,2005/2006
,,,"[42.3, 10.9]",,,,,,,,,,,,1.503202,,,,,,,,,,,,,,,a0064d5f-5f01-4b11-8856-8b268cf9f6b4,2645,,"[41.5, 11.9]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,162,Villarreal,222,"['09fe8e8e-d1bf-479a-a9c7-2bd4c58284a2', '1bc72317-96df-44a6-9d47-5c893ff4a919', '474704e6-3c4d-4eea-bf1a-59a88f20736b']",25,,,,,,,,,,,,,,,Villarreal,222,00:24:25.265,Carry,True,2005/2006
,,,"[41.9, 3.5]",,,,,,,,,,,,0.039879,,,,,,,,,,,,,,,0bb2069e-1da2-4bf2-8f96-1df9bc9690a2,2649,,"[41.9, 3.5]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Pablo Sorín,25938.0,Left Wing,162,Villarreal,222,"['433deebd-02d8-4390-ac3b-7299965bcf3f', '61667add-b9b0-442a-b6d3-1e2a9a82d97d']",27,,,,,,,,,,,,,,,Villarreal,222,00:24:27.355,Carry,,2005/2006
,,,"[47.0, 16.3]",,,,,,,,,,,,0.081001,,,,,,,,,,,,,,,d5c81430-9bad-4c66-85c6-d45e53727da3,2654,,"[47.0, 16.3]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,162,Villarreal,222,"['aa2d69f7-d2bb-4dad-924e-17c22088acf8', 'bd05d995-28b7-47d0-afd4-73045a5346e5']",30,,,,,,,,,,,,,,,Villarreal,222,00:24:30.078,Carry,,2005/2006
,,,"[49.5, 12.3]",,,,,,,,,,,,0.911246,,,,,,,,,,,,,,,c7b7787d-56f2-4c6e-8fae-46edfe145463,2657,,"[52.6, 19.5]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roger García Junyent,25929.0,Left Back,162,Villarreal,222,"['2f68c6d8-21e1-4514-bc28-b7cdef600444', '58f19f54-b541-449e-b139-d6428b11985b']",30,,,,,,,,,,,,,,,Villarreal,222,00:24:30.836,Carry,,2005/2006
,,,"[41.9, 19.7]",,,,,,,,,,,,1.109449,,,,,,,,,,,,,,,078509fc-a89f-4384-a975-c2e59172f251,2660,,"[39.8, 16.7]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Manuel Peña Montaño,25933.0,Left Center Back,162,Villarreal,222,"['032b35a1-94b6-40d0-b8b2-bed83f953957', '0f8ae2a2-f17d-45de-9984-60b497c5c71a']",33,,,,,,,,,,,,,,,Villarreal,222,00:24:33.087,Carry,,2005/2006
,,,"[85.2, 56.7]",,,,,,,,,,,,5.3479,,,,,,,,,,,,,,,9ecf9f1f-a48a-4879-afff-7848b9107c12,2663,,"[55.2, 42.2]",68320,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,162,Villarreal,222,"['10185db3-2e2b-462a-b606-d009fe53be9c', '159bc294-ea61-43d5-abb3-daa4d22b8f19', 'dbd82d48-bf4a-4b17-8514-4f8aa82108c3']",35,,,,,,,,,,,,,,,Villarreal,222,00:24:35.492,Carry,True,2005/2006
,,,"[63.6, 42.6]",,,,,,,,,,,,0.111736,,,,,,,,,,,,,,,3bc5c870-dc3f-4aea-b97d-71675b09d946,2679,,"[63.6, 42.6]",68320,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,164,Villarreal,222,"['1295599f-5927-48bd-8246-bac840d46757', '7e967c2d-a17d-482c-9b6a-1f8606b1462a']",40,,,,,,,,,,,,,,,Villarreal,222,00:26:40.261,Carry,,2005/2006
,,,"[63.8, 61.3]",,,,,,,,,,,,3.488582,,,,,,,,,,,,,,,5f624595-abad-4ede-9b46-271be839e535,2682,,"[58.7, 57.5]",68320,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Juan Manuel Peña Montaño,25933.0,Left Center Back,164,Villarreal,222,"['89f9f519-67a5-4c63-8330-142c4ace3b3b', 'fff3c3bb-acf2-4e38-ae4f-9eb9492b7965']",41,,,,,,,,,,,,,,,Villarreal,222,00:26:41.409,Carry,,2005/2006
