50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbfeb2fd-5d3e-4d59-b02d-4ad495fee150,282,,"[52.9, 54.9]",68329,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,21,Barcelona,217,['fd2e332e-6df5-4a64-a7b6-e357f9d1ac9f'],40,,,,,,,,,,,,,,,,Barcelona,217,00:05:40.910,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82c971e9-a4eb-40ae-aa30-3cd2a597a9b0,285,,"[50.5, 74.7]",68329,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,21,Barcelona,217,['c74a355b-ac75-451d-b2ec-a0ef33800d1a'],44,,,,,,,,,,,,,,,,Barcelona,217,00:05:44.681,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d054e92-9169-413d-9772-e1adaad8d5b7,288,,"[35.0, 66.3]",68329,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,21,Barcelona,217,['8e7c4013-5d7f-40a8-8e40-2da8a66ec15b'],46,,,,,,,,,,,,,,,,Barcelona,217,00:05:46.424,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9775878d-7e11-4a9c-9aa1-d932d207ad76,291,,"[100.9, 36.6]",68329,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,21,Barcelona,217,['b1048ad2-316b-4e67-af98-80023c9457fe'],55,,,,,,,,,,,,,,,,Barcelona,217,00:05:55.369,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a2fa69f-12f6-4184-ba00-099ac8634631,296,,"[37.7, 33.0]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,22,Sevilla,213,['bb454645-55a8-4a65-9634-f981686aad29'],0,,,,,,,,,,,,,,,,Sevilla,213,00:06:00.580,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e7c0681-8e4f-4c78-b05e-60685a6fba8f,299,,"[43.4, 7.2]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Puerta Pérez,26013.0,Left Back,22,Sevilla,213,['cae1f625-3eec-46dc-abd4-595b213dba66'],1,,,,,,,,,,,,,,,,Sevilla,213,00:06:01.928,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98d258b5-24f3-4039-8cdf-b368d681644e,302,,"[72.6, 10.8]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Dirnei Florencio,26015.0,Left Center Midfield,22,Sevilla,213,['757248a5-a9c6-46fe-88a7-f7a0c67a5432'],6,,,,,,,,,,,,,,,,Sevilla,213,00:06:06.867,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8407801c-199f-4c0b-ad69-79d9d85361ec,307,,"[80.6, 19.4]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Midfield,22,Sevilla,213,"['8b13363a-f33f-4ebd-9199-0a35464a1946', 'cae04acf-10dc-4ab0-9769-d9b91aa3a1d9']",9,,,,,,,,,,,,,,,,Sevilla,213,00:06:09.309,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e720625-2bc4-4c40-9c44-1c76b4726d09,310,,"[73.3, 35.3]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Left Center Forward,22,Sevilla,213,['2bbfa17c-dff0-478b-a778-b2f4c841d926'],11,,,,,,,,,,,,,,,,Sevilla,213,00:06:11.717,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e407a55-94fe-4ab0-bdac-7a9a40eb5b16,313,,"[78.0, 54.7]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,22,Sevilla,213,['b6bfd028-deb0-4e5a-860e-aa4c827e1f3f'],13,,,,,,,,,,,,,,,,Sevilla,213,00:06:13.746,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3ea018c-c622-454b-80b0-4d05645e7248,318,,"[26.9, 64.1]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juliano Haus Belletti,25863.0,Right Back,23,Barcelona,217,['bc2157a7-3d52-4e14-8acc-cd9d86d0a6ec'],30,,,,,,,,,,,,,,,,Barcelona,217,00:06:30.664,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0db23441-c6f1-4f33-8c42-001dcb7f767c,320,,"[39.1, 51.7]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,23,Barcelona,217,['0e24808c-31b6-49c7-a46c-c70171d3031e'],32,,,,,,,,,,,,,,,,Barcelona,217,00:06:32.530,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc23cdb5-aa4c-4f96-beae-1642686baa6a,323,,"[55.2, 25.3]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,23,Barcelona,217,"['0515bbce-3582-48ca-9ad8-52b45601d251', '6f7f7cc6-483b-4cd8-af1a-5fa1b5588ce2']",35,,,,,,,,,,,,,,,,Barcelona,217,00:06:35.988,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c72a0d1-912c-444c-b393-f616736fdbcb,326,,"[56.3, 2.3]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,23,Barcelona,217,['a731f234-1453-4a55-a0be-38ef3e4549a5'],38,,,,,,,,,,,,,,,,Barcelona,217,00:06:38.320,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e6d2439-681b-463c-9506-49cd913f021b,329,,"[70.2, 2.7]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,23,Barcelona,217,['0e15655a-b5f1-43de-8737-b7d49a410c15'],41,,,,,,,,,,,,,,,,Barcelona,217,00:06:41.624,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c4e2c62-ec39-482d-aee7-4643372d56fe,332,,"[68.8, 11.3]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,23,Barcelona,217,['47403aa7-f4aa-4fdf-9289-6eef22e7978b'],42,,,,,,,,,,,,,,,,Barcelona,217,00:06:42.706,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f78ebbb2-aeee-40e7-a639-d29e59653be2,339,,"[76.9, 9.6]",68329,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,24,Barcelona,217,['f024688b-55c6-45bc-bf0d-83cd57c78acb'],53,,,,,,,,,,,,,,,,Barcelona,217,00:06:53.303,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a05cbdd-ef35-4399-8ebc-6e05e3069461,351,,"[36.1, 71.8]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,25,Sevilla,213,['d7147142-b707-44dd-afc5-1a54f552c0ef'],11,,,,,,,,,,,,,,,,Sevilla,213,00:07:11.150,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e9083ee-3e01-4898-91e5-0542fe448c4b,353,,"[43.7, 48.8]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,25,Sevilla,213,['8dfcf3e5-d99e-44ac-9678-e04c17514afe'],13,,,,,,,,,,,,,,,,Sevilla,213,00:07:13.627,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cf9724e-68a3-43d3-ae40-09011d87a776,356,,"[72.0, 72.5]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Dirnei Florencio,26015.0,Left Center Midfield,25,Sevilla,213,['1eb37d4f-896a-4a1a-ad00-d0e33bb8ba55'],18,,,,,,,,,,,,,,,,Sevilla,213,00:07:18.424,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a4e2f07-deb2-442d-80a6-3413a92f7f4a,359,,"[72.7, 79.1]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,25,Sevilla,213,['89557456-fe5d-4386-9612-1eeb9b14a63a'],21,,,,,,,,,,,,,,,,Sevilla,213,00:07:21.275,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c1e2a5c-6d82-488c-b60f-3faeae6bf523,362,,"[73.5, 69.5]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,25,Sevilla,213,['5ec89fc4-8067-4a00-bae9-e2e0bca520d2'],26,,,,,,,,,,,,,,,,Sevilla,213,00:07:26.732,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcb66c9d-cd18-482b-98f8-208c4e19383b,365,,"[84.9, 63.7]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Dirnei Florencio,26015.0,Left Center Midfield,25,Sevilla,213,['1904862c-48fa-4f16-9006-1f6b1c3fefd6'],28,,,,,,,,,,,,,,,,Sevilla,213,00:07:28.090,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8116706-873e-4701-8f28-a763ab98e35d,367,,"[83.4, 68.0]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,25,Sevilla,213,['6326e862-ab55-4fbb-b357-44e0912caacd'],28,,,,,,,,,,,,,,,,Sevilla,213,00:07:28.923,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1bafbef-4f2c-40b9-896b-927d495ebd27,370,,"[101.8, 56.2]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Right Center Forward,25,Sevilla,213,['357b0fd9-071d-4fc1-8c7e-979830eff9e8'],31,,,,,,,,,,,,,,,,Sevilla,213,00:07:31.996,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb0e9c45-bb4d-41c9-8d83-bbfb40809f83,373,,"[14.6, 48.9]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,26,Barcelona,217,['7824f261-f2e3-4924-936a-bb39b29d3376'],37,,,,,,,,,,,,,,,,Barcelona,217,00:07:37.169,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a17765ed-7f9f-4295-8295-23e98e52def2,375,,"[44.3, 23.6]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,26,Barcelona,217,['32feb614-a836-4a5c-a658-b7f060f18fa9'],41,,,,,,,,,,,,,,,,Barcelona,217,00:07:41.287,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a2ae653-3909-421e-81fe-0fa76e7e7e6c,378,,"[54.8, 4.5]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,26,Barcelona,217,['3a1ec3e8-1871-4c37-b975-d56e71518e42'],44,,,,,,,,,,,,,,,,Barcelona,217,00:07:44.103,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352bf179-7606-4e6f-9503-9569adfef1fd,381,,"[48.8, 24.6]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,26,Barcelona,217,['51e9eaf7-b89b-4636-912e-2840291b949e'],47,,,,,,,,,,,,,,,,Barcelona,217,00:07:47.327,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a5daed5-e32f-42cd-ad68-200a081ab50d,384,,"[67.0, 21.6]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,26,Barcelona,217,['6b0d9b91-498d-41c2-8de9-e0dce0662915'],50,,,,,,,,,,,,,,,,Barcelona,217,00:07:50.534,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7de40a4f-fe7f-486b-aa0c-f34838b767b2,388,,"[64.9, 52.5]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Left Center Forward,27,Sevilla,213,['fe076663-116b-4fa6-9a08-b4be568eb8d3'],52,,,,,,,,,,,,,,,,Sevilla,213,00:07:52.435,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2e35acd-351c-4660-a9d5-ed962e6f3899,392,,"[64.9, 20.3]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Midfield,27,Sevilla,213,['b4cdd9e8-ebac-4385-9ec8-a4f8ca19d785'],56,,,,,,,,,,,,,,,,Sevilla,213,00:07:56.589,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f8d26a6-b810-4f54-890a-bbe035934dc1,396,,"[80.2, 17.7]",68329,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Left Center Forward,27,Sevilla,213,['0e4cbca6-8a82-410a-8903-fcb6a82d4709'],58,,,,,,,,,,,,,,,,Sevilla,213,00:07:58.778,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ae05f98-6cb4-4983-88d9-f084b50b7f8c,404,,"[91.7, 33.6]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Left Center Forward,27,Sevilla,213,['acf6f5e6-fdd0-4716-8bea-39f232c8afd5'],6,,,,,,,,,,,,,,,,Sevilla,213,00:08:06.126,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d7feee0-57a9-4440-b96a-49040d8a61db,408,,"[44.9, 45.4]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,28,Barcelona,217,['2b92310d-6aea-4f11-b02a-767846955a8f'],8,,,,,,,,,,,,,,,,Barcelona,217,00:08:08.441,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76a762a7-0691-472e-b643-dc7141a6d75e,417,,"[49.2, 42.8]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,30,Sevilla,213,['3dfabb71-3a94-448a-b287-59d023ebfdbb'],32,,,,,,,,,,,,,,,,Sevilla,213,00:08:32.915,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf5041f0-4bc3-4c60-8342-00f0312a87c1,421,,"[58.3, 36.0]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Left Center Forward,30,Sevilla,213,['a473a905-8cee-4cf8-a938-9525cc2d8e8c'],34,,,,,,,,,,,,,,,,Sevilla,213,00:08:34.970,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150f101-ab5c-4528-9858-3cd62a9b66cd,424,,"[57.4, 58.9]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,30,Sevilla,213,['6c2a7299-d8b2-43c8-a6ff-6013a47d23f9'],36,,,,,,,,,,,,,,,,Sevilla,213,00:08:36.760,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36c26d0b-b8e2-4040-90b8-7fcf3e0d245e,431,,"[42.2, 56.4]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,30,Sevilla,213,['8cf9cf8e-eb0a-4311-a80b-049ccc1d8e28'],39,,,,,,,,,,,,,,,,Sevilla,213,00:08:39.847,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61f3f31f-5140-48fd-a57c-0be30ccba110,435,,"[89.0, 51.9]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Right Center Forward,30,Sevilla,213,"['2d22c80f-e013-41e2-bd94-88a2177b7624', '85811306-52b0-426c-ba4b-b741043975e6']",44,,,,,,,,,,,,,,,,Sevilla,213,00:08:44.262,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60703859-9b59-4b64-963e-c075b4d310df,441,,"[47.7, 34.3]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,30,Sevilla,213,['417517d6-dd9f-4061-a46d-8a2144f0320d'],51,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.101,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14866408-a249-4ed6-939a-e95cc3e01fb9,443,,"[95.0, 50.4]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,30,Sevilla,213,['f537f571-cc36-4e0c-98fe-a5ecf933c209'],54,,,,,,,,,,,,,,,,Barcelona,217,00:08:54.191,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a930c19b-1e79-4136-acfd-5f7bf72a5e42,445,,"[31.4, 39.6]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Javier Vicente Navarro,26017.0,Right Center Back,30,Sevilla,213,['b59396df-c00f-468f-9ac1-29433aa591d5'],56,,,,,,,,,,,,,,,,Sevilla,213,00:08:56.721,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e2a4c47-ed57-46ad-8dd7-524cff8ec06a,447,,"[36.1, 4.9]",68329,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Puerta Pérez,26013.0,Left Back,30,Sevilla,213,['86275bd5-91c3-45f1-a8ab-26a95afa0375'],58,,,,,,,,,,,,,,,,Sevilla,213,00:08:58.029,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ecf8075-bbc9-4062-b398-cf4b42898c2f,451,,"[87.0, 48.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Right Center Forward,30,Sevilla,213,['d0254666-c780-48bc-a1d7-68a70086d997'],6,,,,,,,,,,,,,,,,Sevilla,213,00:09:06.108,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed2dce54-af3d-4bba-9cc8-8196519b675b,454,,"[21.7, 49.5]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,31,Barcelona,217,['f5d9314f-6e49-46b4-998e-a4250ce677fb'],9,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.106,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5d5daa2-09fc-4dcc-9464-fd41a7ba6167,457,,"[42.8, 55.8]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,31,Barcelona,217,['05185a6c-6ef7-4b82-b4b6-bf02aa34dc2c'],12,,,,,,,,,,,,,,,,Barcelona,217,00:09:12.381,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db0f0503-9d22-4718-972c-eb0b8d6c7d09,460,,"[64.2, 42.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,31,Barcelona,217,['9b407a72-455e-4a62-b092-544a5eb6e539'],14,,,,,,,,,,,,,,,,Barcelona,217,00:09:14.768,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07751c19-fc7e-403b-95c6-d382b24abc91,465,,"[68.7, 52.3]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,32,Barcelona,217,['f904a609-a35a-4384-a6f2-707b3a0a859d'],33,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.092,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5f4c54a-ea1f-44aa-9b17-b41059e06a97,468,,"[63.4, 44.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,32,Barcelona,217,['595c0b67-551d-403c-9741-615e4f3fd865'],33,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.643,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0972e256-2027-4a85-a1a8-8be6beb330ae,472,,"[73.3, 24.6]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,32,Barcelona,217,['101533b5-c1d9-40cf-8eb7-b0f51a13a3c6'],36,,,,,,,,,,,,,,,,Barcelona,217,00:09:36.182,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bff85a4b-c41f-4bc6-be7c-67f180590d04,476,,"[78.8, 50.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,32,Barcelona,217,['d75e06d8-3f21-4027-ae53-413c1da73367'],40,,,,,,,,,,,,,,,,Barcelona,217,00:09:40.405,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46771852-6e50-4d4a-82e2-86082bf70512,479,,"[79.3, 28.3]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,32,Barcelona,217,['f796b86d-353d-4df6-9dba-6978b122173d'],45,,,,,,,,,,,,,,,,Barcelona,217,00:09:45.035,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246c14a0-b413-464c-accc-caa1e1149fdf,483,,"[94.3, 24.4]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eiður Smári Guðjohnsen,11270.0,Center Forward,32,Barcelona,217,['77a8037a-b389-4b46-bcad-0a71a0e519d2'],47,,,,,,,,,,,,,,,,Barcelona,217,00:09:47.072,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0718238d-f20e-4403-bde0-e76fe99327d8,486,,"[90.6, 3.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,32,Barcelona,217,['6d34d5b6-82ed-408e-8e09-2545c08d12e1'],48,,,,,,,,,,,,,,,,Barcelona,217,00:09:48.630,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2f45368-c3f7-451e-ab47-979f05a9c8f2,489,,"[83.4, 22.3]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,32,Barcelona,217,['19b12e23-5e62-4a3f-a9e9-bfd0c6aff625'],51,,,,,,,,,,,,,,,,Barcelona,217,00:09:51.710,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbc16b89-b7c2-49c6-9f94-e07fb6e1204b,493,,"[79.9, 33.0]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,32,Barcelona,217,['33925e39-167d-4a2f-a136-3c31ef128305'],53,,,,,,,,,,,,,,,,Barcelona,217,00:09:53.828,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a718924f-d29c-4097-84f4-0c2716ff1c00,496,,"[83.8, 71.6]",68329,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juliano Haus Belletti,25863.0,Right Back,32,Barcelona,217,['a7aab9b1-330e-4cb1-9c7d-430a2f723cfe'],57,,,,,,,,,,,,,,,,Barcelona,217,00:09:57.377,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e6f031a-679f-4f02-ab77-c0e47017e819,499,,"[91.1, 64.8]",68329,10,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,32,Barcelona,217,['a9c0fe2d-8941-4ef6-a0ad-90c70084cae8'],0,,,,,,,,,,,,,,,,Barcelona,217,00:10:00.290,Ball Receipt*,,2006/2007
