bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.304222,,,,,,,,,,,,,,,453e6211-560f-4612-8fe9-a6513be8a074,16,,"[49.8, 32.2]",266406,0,,,,1.3921653,,Right Foot,,,,"[55.0, 61.0]",Ground Pass,29.26568,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['362a7b53-334a-4c2c-bbc6-26e061a29f0d'],9,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.454,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.210254,,,,,,,,,,,,,,,119209e5-0db7-4cc6-b9e6-4c8605946620,19,,"[57.0, 60.9]",266406,0,,,,0.45277846,,Right Foot,,,,"[79.2, 71.7]",Ground Pass,24.687649,,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['e5563fb5-f549-45b5-aff1-22ee303a31ac'],11,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.831,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.014159,,,,,,,,,,,,,,,1d012f9d-01dd-47a9-8ac1-5c110e89660b,23,,"[72.0, 73.6]",266406,0,,,,-2.8007803,,Left Foot,,,,"[54.8, 67.5]",Ground Pass,18.249657,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Munir El Haddadi Mohamed,6616.0,Left Wing,2,Barcelona,217,['0d759438-da8d-4fd9-ae5d-dcad13278ee6'],15,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.263,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.969036,,,,,,,,,,,,,,,aee473b1-8a02-47e3-b8e9-a28ad2c0b04d,26,,"[51.8, 65.8]",266406,0,,,,-2.5172863,,Right Foot,,,,"[33.2, 52.4]",Ground Pass,22.924223,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['0e67f8a4-480a-42c7-958e-25942849ea5c'],17,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.345,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.21202,,,,,,,,,,,,,,,2d883e67-fb04-46aa-8944-3b272f96e778,29,,"[36.9, 49.8]",266406,0,,,,-1.14918,,Right Foot,,,,"[56.5, 6.1]",Ground Pass,47.894154,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['5c54e076-4bbc-4f09-93f7-c8501d7e5b74'],21,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.020,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.984265,,,,,,,,,,,,,,,529bae6e-3d84-4068-ae93-1a61dcb6c6c7,32,,"[61.6, 6.4]",266406,0,,,,0.7179331,,Left Foot,,,,"[69.5, 13.3]",Ground Pass,10.489042,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['8e169380-a1b9-4ec2-96bb-cdba5d0e7fc6'],24,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.464,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.795088,,,,,,,,,,,,,,,29aab725-f873-4eb4-bb7a-398ab06e4c9c,36,,"[67.2, 14.7]",266406,0,,,,-2.0131705,,Left Foot,,,,"[63.6, 7.1]",Ground Pass,8.409518,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,2,Barcelona,217,['0236b6a2-1e62-4875-b7ff-5796907df0c7'],26,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.293,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.439262,,,,,,,,,,,,,,,6bf8556c-c9da-49c4-86b1-437eac9ac26b,39,,"[63.6, 7.1]",266406,0,,,,2.7702374,,Left Foot,,,,"[42.8, 15.2]",Ground Pass,22.321514,,,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['8366eb80-3dae-4752-b3c5-667a4f680251'],27,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.485,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.736292,,,,,,,,,,,,,,,69c1d019-d44d-40f8-85c1-4491d0ecd2c7,42,,"[42.8, 15.2]",266406,0,,,,1.6614562,,Left Foot,,,,"[38.8, 59.2]",Ground Pass,44.181442,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['ee263ff4-65c1-4873-8a85-1865dd9756d4'],29,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.588,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.918599,,,,,,,,,,,,,,,12ba98b5-2b7c-4779-bcbd-3a9ebdce0c58,45,,"[52.9, 49.6]",266406,0,,,,1.0989522,,Right Foot,,,,"[65.3, 73.9]",Ground Pass,27.280945,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['e632c945-9e06-46a1-b449-74097b052e82'],36,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.118,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.402695,,,,,,,,,,,,,,,3e39ccb3-c15a-43af-bf8f-30df47cbd6a8,48,,"[68.5, 74.7]",266406,0,,,,-0.25933173,,Right Foot,,,,"[88.1, 69.5]",Ground Pass,20.278067,,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['e0f0615e-c43c-41a1-809f-7138e5c2cecd'],39,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.401,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.108422,,,,,,,,,,,,,,,85e6fca8-2517-4e45-9002-fd3ceb5d1b26,51,,"[83.8, 72.3]",266406,0,,,,2.752045,,Left Foot,,,,"[74.3, 76.2]",Ground Pass,10.269372,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Munir El Haddadi Mohamed,6616.0,Left Wing,2,Barcelona,217,['a345d2ba-030a-4c53-839b-c73af79435f1'],41,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.602,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.666651,,,,,,,,,,,,,,,fef2c1d4-ff7f-4c21-9c17-b50d766150d9,54,,"[72.5, 75.8]",266406,0,,,,-2.7994714,,Right Foot,,,,"[37.4, 63.3]",Ground Pass,37.25936,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['40950159-8ae4-4919-acbe-fd738577bffd'],43,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.636,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.067673,,,,,,,,,,,,,,,5572a4f8-f647-49f5-b7a3-32869dd88f08,57,,"[45.4, 58.6]",266406,0,,,,-1.3272442,,Right Foot,,,,"[57.7, 9.1]",Ground Pass,51.005295,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['4e27f43d-fe96-4888-8787-b762261796e9'],48,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.195,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.376428,,,,,,,,,,,,,,,98a089fd-dfe9-4469-a66c-8d768dc2ff99,60,,"[64.9, 9.4]",266406,0,,,,-0.41752648,,Left Foot,,,,"[78.2, 3.5]",Ground Pass,14.549914,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['13e11c84-b255-4b79-a2f2-8be29da939ca'],51,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.916,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.825894,,,,,,,,,,,,,,,26ec6187-f9b8-4313-9c7c-03f07c25d540,64,,"[78.9, 10.6]",266406,0,,,,2.162453,,Left Foot,,,,"[66.2, 29.5]",Low Pass,22.770596,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,2,Barcelona,217,['25775ed2-b258-4dfd-bb17-cf765ddd7506'],55,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.371,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.540812,,,,,,,,,,,,,,,b7ea547b-b17a-4acf-ba65-00514108dc30,67,,"[66.2, 29.5]",266406,0,,,,2.1427145,,Right Foot,,,,"[55.0, 46.9]",Ground Pass,20.692993,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['80dacaa4-b75f-4ef4-8d4e-9da884bbb659'],57,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.095,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.991143,,,,,,,,,,,,,,,7e8277e8-9b80-485e-a5ac-7b894ae15626,70,,"[60.6, 57.6]",266406,0,,,,0.8581174,,Right Foot,,,,"[67.6, 65.7]",Ground Pass,10.705606,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['322e7747-b7e0-48b1-bc26-d80d7adeed04'],59,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.952,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.175491,,,,,,,,,,,,,,,c0a21217-1b3f-49e1-a109-064d8a941c31,73,,"[71.8, 65.7]",266406,1,,,,0.34464732,,Right Foot,,,,"[91.3, 72.7]",Ground Pass,20.71835,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['ca977181-335c-4f6a-b918-309e7026eeed'],1,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.878,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1319,,,,,,,,,,,,,,,6192e30b-a2b4-4018-890d-62c029b328e8,76,,"[93.2, 76.5]",266406,1,,,,-1.0605159,,Right Foot,True,,,"[109.6, 47.2]",High Pass,33.577522,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['14afd968-6f0b-41f2-8a38-77c63c6d423d', 'f14f97d4-bb16-4db4-b814-fd519e32a75d']",4,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.565,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.7102,,,,,,,,,,,,,,,d1d5dd0d-3b79-474b-8c05-281d9493b329,79,,"[120.0, 80.0]",266406,1,,,,-1.9503245,0ddec664-778d-4afd-9f47-16f83a466dce,Right Foot,,,,"[98.9, 27.1]",High Pass,56.95279,,,True,Munir El Haddadi Mohamed,6616.0,True,True,Outswinging,,Corner,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['24b47256-13d2-49a0-8b50-a9c59333958d'],35,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.701,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.3847,,,,,,,,,,,,,,,d5d029ab-aa51-4c9f-bbaa-1232f80f3966,83,,"[7.0, 37.0]",266406,1,True,,,1.1941767,,Right Foot,,,,"[19.3, 68.1]",Ground Pass,33.44398,,,,Mateo Pablo Musacchio,7034.0,,,,,Goal Kick,1,From Goal Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,4,Villarreal,222,['dec912de-c911-4e6a-9d04-64e50f3694a2'],59,,,,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:59.518,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.043259,,,,,,,,,,,,,,,eabd73d5-0f61-4b98-9e91-bcb50baeaf22,85,,"[21.8, 66.8]",266406,2,,,,-2.0552742,,Left Foot,,,,"[9.8, 44.0]",Ground Pass,25.765093,,,,Sergio Asenjo Andrés,6755.0,,,,,,1,From Goal Kick,Mateo Pablo Musacchio,7034.0,Right Center Back,4,Villarreal,222,['a2a9ddec-0bc4-4835-a0d9-b36a69746079'],2,,,,,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:02.826,Pass,,2014/2015
,,,,,,,,,,,,,,,,4.118775,,,,,,,,,,,,,,,00fa042f-987f-4b88-8db3-87154c6ef144,88,,"[11.2, 45.9]",266406,2,,,,0.28181812,,Right Foot,,,,"[63.7, 61.1]",High Pass,54.656105,,Incomplete,,Rubén Gracia Calmache,25921.0,,,,,,1,From Goal Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,4,Villarreal,222,"['c44c4cec-341e-4897-8c5e-7b82922ae440', 'fd7d4c8b-5268-4eb0-bc61-76ae4bcc22ee']",5,,,,,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:05.132,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.288,,,,,,,,,,,,,,,8c526b22-f6e1-41ea-a317-55dd21a8b45e,92,,"[53.5, 23.3]",266406,2,,,,1.4318666,,Other,,,,"[56.8, 46.9]",High Pass,23.829603,,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['b01d9f5d-5a56-40b7-bcf0-a0e179e030ec'],11,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.239,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,26fdfe85-3ced-4720-8c62-27e3f762ab42,94,,"[56.8, 46.9]",266406,2,,,,-2.0988708,,Head,,,,"[52.6, 39.7]",High Pass,8.335466,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Munir El Haddadi Mohamed,6616.0,Left Wing,5,Barcelona,217,['27f20895-bc92-44aa-9008-0479805f0570'],14,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.572,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.87946,,,,,,,,,,,,,,,21cbcba4-dfd5-4b03-aa74-275a08f41ecc,96,,"[52.6, 39.7]",266406,2,,,,1.7388394,,Head,,,,"[48.8, 62.1]",Low Pass,22.720036,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['3f4d4da9-7931-40c8-9200-75b3a7afb842'],16,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.152,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.946019,,,,,,,,,,,,,,,c004db85-5b2d-4e28-a9c0-f10deb667136,100,,"[41.4, 55.8]",266406,2,,,,-2.8076475,,Right Foot,,,,"[26.7, 50.7]",Ground Pass,15.559563,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['394f17b1-7f50-4e8a-816b-daa19ae496ac', '4412000f-4df3-40fd-8ae3-a622b3a7ca1f']",19,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.809,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.854613,,,,,,,,,,,,,,,b22e448c-92d5-4fee-86bf-2a8a75acfbdc,103,,"[27.6, 51.1]",266406,2,,,,-1.3403406,,Right Foot,,,,"[37.9, 7.2]",Low Pass,45.09213,,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['5619cb3f-20d9-4288-b46b-77414de17ee8'],23,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.320,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.230835,,,,,,,,,,,,,,,17a33528-6207-4399-9770-f1d41abe7140,106,,"[44.4, 11.3]",266406,2,,,,-0.20632389,,Right Foot,,,,"[65.9, 6.8]",Ground Pass,21.965883,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['3d5771cd-a5a3-4c16-ac57-e4e5d4a9b6d1'],26,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.227,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.029635,,,,,,,,,,,,,,,662d6243-bb4f-42e1-9f95-16c933aa4aae,113,,"[64.5, 25.7]",266406,2,,,,1.5580581,,Right Foot,,,,"[64.9, 57.1]",Ground Pass,31.402548,,,,Ivan Rakitić,5470.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['59bb88a1-d20a-425b-bfc8-02becbeee32e'],42,,,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.080,Pass,,2014/2015
