bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.1595,,,,,,,,,,,,,,,e10dffe6-14e8-4fc5-8e80-6d62f7b87610,689,,,"[71.1, 4.5]",267327,17,,,,1.418147,,Right Foot,,,,"[71.7, 8.4]",,Ground Pass,3.945884,Incomplete,,Rubén Castro Martín,6832.0,,,,,,,1,From Throw In,Daniel Ceballos Fernández,6697.0,Left Midfield,34,Real Betis,218,"['346cb5af-437a-40e3-ad65-78a411dd4cb9', 'aef04e1d-d29c-4310-8a4e-bb720e0cae24']",42,,,,,,,,,,,,,,,,,,Real Betis,218,00:17:42.915,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.6455,,,,,,,,,,,,,,,0681f310-64af-4fc9-a13c-6f5845f70872,692,,,"[58.6, 15.9]",267327,17,True,,,2.2518814,,Left Foot,,,,"[33.8, 46.5]",,Ground Pass,39.387814,,,Germán Alejandro Pezzella,7161.0,,,,,,Free Kick,1,From Free Kick,Juan Manuel Vargas Risco,27347.0,Left Back,35,Real Betis,218,['db6f20ae-049e-4dd0-8f6b-5404ad4ff820'],58,,,,,,,,,,,,,,,,,,Real Betis,218,00:17:58.000,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.6065,,,,,,,,,,,,,,,7d9d68ea-c9d6-4f5e-8a3a-be2158fd8a0d,694,,,"[34.3, 45.8]",267327,18,,,,0.50536406,,Right Foot,,,,"[78.4, 70.2]",,High Pass,50.4001,,,Francisco José Molinero Calderón,6865.0,,,,,,,1,From Free Kick,Germán Alejandro Pezzella,7161.0,Right Center Back,35,Real Betis,218,['c9847989-fbc8-41ae-8ea0-e4e354bc266c'],1,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:01.467,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7627,,,,,,,,,,,,,,,d6dacb74-0dc1-44d1-908c-659a6c6dcefe,697,,,"[78.2, 69.1]",267327,18,,,True,-0.37372681,,,,,,"[88.4, 65.1]",,Low Pass,10.956277,,,Álvaro Cejudo Carmona,26723.0,,,,,,,1,From Free Kick,Francisco José Molinero Calderón,6865.0,Right Back,35,Real Betis,218,"['1a7331a0-7a13-45b2-aa4e-4a1a9c57fa8c', '4c004129-6c4b-44c9-af53-1909e7ab5f4e']",5,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:05.154,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.519538,,,,,,,,,,,,,,,b786b2f0-3d02-4d54-b229-0980fdfa7129,700,,,"[85.2, 61.3]",267327,18,,,,1.088575,,Left Foot,,,,"[91.9, 74.1]",,Ground Pass,14.447491,,,Francisco José Molinero Calderón,6865.0,,,,,,,1,From Free Kick,Álvaro Cejudo Carmona,26723.0,Right Midfield,35,Real Betis,218,['56b226d2-4124-4c7e-a87b-b8f12352c16a'],8,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:08.866,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.5379,,,,,,,,,,,,,,,8b619ef1-eaee-463b-91c5-2da346f428d7,703,,,"[93.5, 73.3]",267327,18,,,,-1.3584412,,Right Foot,True,,,"[104.0, 24.6]",,High Pass,49.819073,Incomplete,,Daniel Ceballos Fernández,6697.0,,,True,,,,1,From Free Kick,Francisco José Molinero Calderón,6865.0,Right Back,35,Real Betis,218,"['78efe6d8-c537-45ca-914b-8368a8acbd5f', 'c2a37f73-74f1-451e-bbc8-9373f31adc39']",11,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:11.324,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.0197,,,,,,,,,,,,,,,f8e81d3e-aba4-4347-a4e8-9a8e431338cf,706,,,"[120.0, 0.1]",267327,18,,,,1.8794171,6c909478-e2a0-4a1a-b0a2-3504ebd1b1eb,Left Foot,,,,"[106.1, 43.7]",,High Pass,45.762104,,True,Germán Alejandro Pezzella,7161.0,True,,True,Outswinging,,Corner,1,From Corner,Juan Manuel Vargas Risco,27347.0,Left Back,36,Real Betis,218,['23883b7b-6aa1-456b-bdb9-537a2e1d1c75'],44,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:44.325,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.725987,,,,,,,,,,,,,,,1fbaefbc-5f9f-46cb-8eb9-54629d7443ed,712,,,"[100.6, 60.0]",267327,18,,,,1.0040671,,Right Foot,,,,"[103.4, 64.4]",,Low Pass,5.215362,,,Álvaro Cejudo Carmona,26723.0,,,,,,Recovery,1,From Corner,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,36,Real Betis,218,['c4e9b11d-19c7-4b9d-ab75-d0d2a279eec1'],51,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:51.111,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.688141,,,,,,,,,,,,,,,0476e0bd-458e-433e-84fa-37fcedf7f16c,720,,,"[111.8, 69.6]",267327,18,,,,-1.5347295,,Right Foot,,,,"[112.5, 50.2]",,Ground Pass,19.412624,Incomplete,,Ricky van Wolfswinkel,27348.0,,,,,,,1,From Corner,Álvaro Cejudo Carmona,26723.0,Right Midfield,36,Real Betis,218,"['2b8d02fc-8c74-4621-acd2-0379cb442323', '3135979b-3a6e-463f-9ed0-ddd128aefe2f', 'fc7c6dac-0f8b-4eae-ab39-e425f556fd21']",54,,,,,,,,,,,,,,,,,,Real Betis,218,00:18:54.333,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.1699,,,,,,,,,,,,,,,0eaf5819-7271-4b35-9d5f-60e6a4d4a13b,724,,,"[10.7, 27.8]",267327,18,,,,-0.51938754,,Right Foot,,,,"[55.3, 2.3]",,High Pass,51.375187,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,37,Barcelona,217,['536d9cb4-8a26-4d69-93fd-cdb52c00f904'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:56.385,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.9068,,,,,,,,,,,,,,,b767d08c-7d8d-4025-8196-95749d172b0d,735,,,"[77.4, 28.4]",267327,19,,,,1.253161,,Right Foot,,,,"[84.6, 50.3]",,Ground Pass,23.0532,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,37,Barcelona,217,['3e472f02-0cfe-4207-85d2-e80599d0bb51'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:04.464,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.423871,,,,,,,,,,,,,,,5e7db9c7-6ee6-4a84-be61-0fa32121774d,747,,,"[89.5, 47.4]",267327,19,,,,-1.7658166,,Left Foot,,,,"[86.3, 31.2]",,Ground Pass,16.513025,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,37,Barcelona,217,"['a0354176-a645-4fec-970b-1a80a0f84cd2', 'c8cb0326-6253-481d-ac99-3fa68c2aa043']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:11.200,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.1094,,,,,,,,,,,,,,,10611911-9866-412f-b3c8-217a6bd30e10,750,,,"[89.4, 30.4]",267327,19,,,,0.9866757,,Left Foot,,,,"[109.1, 60.2]",,High Pass,35.72296,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,37,Barcelona,217,['fd614f2c-06a0-485e-b1d1-860e84d6b5a9'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:13.829,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.5875,,,,,,,,,,,,,,,d4808ff4-a58c-4e6b-9edd-f1776b34767f,753,,,"[110.2, 60.0]",267327,19,,,,-1.5912017,,Right Foot,,,,"[110.1, 55.1]",,Low Pass,4.9010205,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,37,Barcelona,217,"['54ad1b55-291e-432d-adc1-9b32120f693a', 'e464ab19-7bd7-4b8a-821c-521147227c5f']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:20.435,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.6385,,,,,,,,,,,,,,,141ed168-476e-4221-8593-84dc6db1da08,757,,,"[76.7, 63.4]",267327,19,,,,-2.8620152,,Head,,,,"[45.7, 54.5]",,Low Pass,32.252285,,,Javier Alejandro Mascherano,5506.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,37,Barcelona,217,['e20b7852-8d91-4e68-89e4-8df9d3d879d6'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:25.534,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5857,,,,,,,,,,,,,,,cb53f706-4622-4194-929d-6812dec50887,760,,,"[45.7, 54.5]",267327,19,,,,-1.1653354,,Left Foot,,,,"[54.8, 33.3]",,Low Pass,23.070543,,,Thomas Vermaelen,6332.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,37,Barcelona,217,['b415b8d4-d7df-4c67-a411-acab72e7b371'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:29.330,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6128,,,,,,,,,,,,,,,b9f49047-d9de-4e25-91d5-dbdc8e0b4701,763,,,"[55.6, 32.4]",267327,19,,,,-0.4908518,,Left Foot,,,,"[67.2, 26.2]",,Ground Pass,13.152946,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,37,Barcelona,217,['808b33bc-942c-4363-bce0-b9fb16cfdfae'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:31.427,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5226,,,,,,,,,,,,,,,365333dc-707f-462e-89dc-f5083636d639,766,,,"[73.7, 20.7]",267327,19,,,,-0.8208057,,Right Foot,,,,"[91.4, 1.7]",,Ground Pass,25.967094,,,Jérémy Mathieu,10609.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,37,Barcelona,217,['8a7a3faa-0482-471b-96ae-de7683bb149c'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:36.884,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3985,,,,,,,,,,,,,,,b3885450-e9dd-45c1-a353-98dd6e5e8dbb,769,,,"[91.4, 1.7]",267327,19,,,,2.536994,,Left Foot,,,,"[80.4, 9.3]",,Ground Pass,13.370116,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,37,Barcelona,217,['ac5e46f7-a01d-4365-86b3-82d621d227e7'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:39.232,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7767,,,,,,,,,,,,,,,8be309e3-9185-43e5-832f-01962f405315,772,,,"[80.4, 10.5]",267327,19,,,,1.549966,,Right Foot,,,,"[80.6, 20.1]",,Ground Pass,9.602083,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,37,Barcelona,217,['e0fdefa6-df48-48ec-aa0d-643245488dd8'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:40.846,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0575,,,,,,,,,,,,,,,d6557a0e-e13f-4297-8257-1d1c9fd8607d,774,,,"[80.6, 20.1]",267327,19,,,,-2.0195196,,Right Foot,,,,"[76.7, 12.0]",,Ground Pass,8.989994,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,37,Barcelona,217,['003091d7-21c6-402d-9a9d-9165afe32908'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:41.622,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.3271,,,,,,,,,,,,,,,b6bc8591-c0d1-4352-9c6c-5fdbde59aa4b,781,,,"[91.4, 24.2]",267327,19,,,,0.0,,Right Foot,,,,"[95.6, 24.2]",,Ground Pass,4.2,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,Through Ball,True,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,37,Barcelona,217,"['59de9fa5-9f4a-4d3f-affe-273937dba122', 'eaa56895-4e63-44ee-9272-edd0dd96fd89']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:46.358,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.552505,,,,,,,,,,,,,,,08603ddc-fcfa-404c-9760-8a0d47abe9df,784,,,"[33.8, 52.2]",267327,19,,,,-3.113431,,Right Foot,,,,"[26.7, 52.0]",,Low Pass,7.102816,,,Francisco José Molinero Calderón,6865.0,,,,,,Recovery,1,Regular Play,Rubén Castro Martín,6832.0,Left Center Forward,38,Real Betis,218,['d3d9122e-e9ba-4beb-ba39-740c71ac9e86'],48,,,,,,,,,,,,,,,,,,Real Betis,218,00:19:48.284,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.933842,,,,,,,,,,,,,,,2d44f407-c719-4a03-ba7e-36d5a232e8ce,788,,,"[26.9, 52.3]",267327,19,,,,-1.3793708,,Right Foot,,,,"[36.9, 0.7]",,High Pass,52.560062,Out,,,,,,True,,,,1,Regular Play,Francisco José Molinero Calderón,6865.0,Right Back,38,Real Betis,218,,49,,,,,,,,,,,,,,,,,,Real Betis,218,00:19:49.630,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.0233,,,,,,,,,,,,,,,f1297527-8372-4e7f-ba08-4174de158058,789,,,"[83.1, 80.0]",267327,19,True,,,-0.7382633,,,,,,"[94.2, 69.9]",,Low Pass,15.007332,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,['cc9542c2-3107-492a-8ea1-c4a3e2a0ec68'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:57.954,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.1007,,,,,,,,,,,,,,,d78e06c2-ffd1-4a8e-8dcf-527dca078a47,792,,,"[25.2, 9.1]",267327,20,,,,-1.3339475,,Left Foot,,,,"[25.9, 6.2]",,Low Pass,2.9832869,Incomplete,,,,,,,,,,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,39,Barcelona,217,['b5c49285-0b45-4688-a5a3-1c60ac50c6a4'],1,,,,,,,,,,,,,,,,,,Real Betis,218,00:20:01.010,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.4166,,,,,,,,,,,,,,,942ec2a3-24b3-4133-b6b3-4a3a0a4adee8,794,,,"[36.3, 0.1]",267327,20,,,,0.49818102,,,,,,"[78.4, 23.0]",,High Pass,47.92515,Incomplete,,Alfred John Momar N''Diaye,5671.0,,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,40,Real Betis,218,"['15f76377-9f18-451a-901b-84787c1da592', '5f03e26f-3125-439c-85fb-e044238b2a7b']",16,,,,,,,,,,,,,,,,,,Real Betis,218,00:20:16.443,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.8548,,,,,,,,,,,,,,,5f03e26f-3125-439c-85fb-e044238b2a7b,796,,,"[41.7, 57.1]",267327,20,,,,-2.8803065,,Right Foot,,,,"[14.4, 49.8]",,Ground Pass,28.259157,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,"['75d55947-e369-40bc-aeab-20e0d56c8752', '942ec2a3-24b3-4133-b6b3-4a3a0a4adee8']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:20.860,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6011,,,,,,,,,,,,,,,9e8c0353-09cb-4a35-a62c-866ca928c473,799,,,"[17.2, 49.4]",267327,20,,,,-1.1521281,,Right Foot,,,,"[26.5, 28.5]",,Ground Pass,22.875751,,,Thomas Vermaelen,6332.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,41,Barcelona,217,['9105378d-1538-44a6-a011-4fa89b65e9eb'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.908,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3125,,,,,,,,,,,,,,,95f554c9-d942-4d77-866f-50b05f3384b8,802,,,"[37.3, 22.5]",267327,20,,,,1.5201151,,Left Foot,,,,"[38.0, 36.3]",,Ground Pass,13.817742,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,41,Barcelona,217,['f5651efd-d4c2-4698-8df5-fa619ffd5faf'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:29.278,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3224,,,,,,,,,,,,,,,0b8a25c0-66cc-4717-9e2f-ca105e652738,805,,,"[45.3, 40.4]",267327,20,,,,1.0835929,,Right Foot,,,,"[53.3, 55.5]",,Ground Pass,17.0883,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,['463dcc52-5cc0-4ec9-b420-9b9b704a334e'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:33.543,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3836,,,,,,,,,,,,,,,6725625f-46fc-4058-a922-6e532d3585b9,808,,,"[55.3, 55.5]",267327,20,,,,-2.3279002,,Right Foot,,,,"[45.0, 44.6]",,Ground Pass,14.996666,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,41,Barcelona,217,['748bc384-21e4-4b3e-8ec9-52d56e2cf027'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:37.117,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8234,,,,,,,,,,,,,,,7eb357cc-e725-4645-98da-59f2edb44f05,811,,,"[51.1, 45.5]",267327,20,,,,-1.4834281,,Right Foot,,,,"[53.5, 18.1]",,High Pass,27.50491,,,Thomas Vermaelen,6332.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,['e58f0866-5015-4b91-95e2-b0892e63f7ea'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:40.734,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.849,,,,,,,,,,,,,,,1925d97d-8af7-4fbd-9a99-504b1204507f,814,,,"[58.9, 17.4]",267327,20,,,,1.1787393,,Left Foot,,,,"[63.2, 27.8]",,Ground Pass,11.253888,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,41,Barcelona,217,['99eb44ef-b7d1-40f8-855a-2334db68897f'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:43.694,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.554,,,,,,,,,,,,,,,ef89f482-8f51-41de-98f3-b133a4a9dbc8,817,,,"[62.6, 24.8]",267327,20,,,,0.0656948,,Right Foot,,,,"[77.8, 25.8]",,Ground Pass,15.23286,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,41,Barcelona,217,['1eb81900-88a1-4e33-8e81-317fb9be002a'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:46.046,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.5524,,,,,,,,,,,,,,,55f54897-be74-4d21-8409-490630958a55,820,,,"[85.1, 26.1]",267327,20,,,,0.92092586,,Left Foot,,,,"[90.8, 33.6]",,Ground Pass,9.420191,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,41,Barcelona,217,['4818e7c0-e499-4b48-9c3a-a301719c3e87'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:48.403,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.6612,,,,,,,,,,,,,,,15edc167-edd0-45da-8258-4ea595df419d,828,,,"[7.0, 44.1]",267327,22,,,,0.416922,,Left Foot,,,,"[56.9, 66.2]",,High Pass,54.5749,Incomplete,,Alfred John Momar N''Diaye,5671.0,,,,,,Goal Kick,1,From Goal Kick,Antonio Adán Garrido,6654.0,Goalkeeper,43,Real Betis,218,"['6036452f-fef8-42f0-918e-70be7ee2d10d', '980df24a-fc73-45ab-9bcd-0aaa42c62d99']",7,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:07.220,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7994,,,,,,,,,,,,,,,bb0cc9db-4ead-4499-a141-6d48b57de8a3,835,,,"[56.9, 63.9]",267327,22,,,,1.0303768,,Right Foot,,,,"[59.6, 68.4]",,Ground Pass,5.2478566,,,Francisco José Molinero Calderón,6865.0,,,,,,Recovery,1,From Goal Kick,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,43,Real Betis,218,['f91166d9-703f-4139-9af3-16714b6d5229'],12,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:12.517,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.273,,,,,,,,,,,,,,,432b24d3-86f0-451e-bef5-2f0d3c64c213,839,,,"[60.8, 68.5]",267327,22,,,,0.053745657,,Right Foot,,,,"[92.4, 70.2]",,Ground Pass,31.645695,,,Ricky van Wolfswinkel,27348.0,,,,,,,1,From Goal Kick,Francisco José Molinero Calderón,6865.0,Right Back,43,Real Betis,218,['351c8978-74fc-4a53-a7cc-4547f173de98'],13,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:13.659,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.341843,,,,,,,,,,,,,,,4028fc9e-b92a-4e9c-a782-61d3fdd074d2,842,,,"[91.2, 78.1]",267327,22,,,,-2.0555675,,Right Foot,,,,"[76.4, 50.0]",,Ground Pass,31.75925,,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Goal Kick,Ricky van Wolfswinkel,27348.0,Right Center Forward,43,Real Betis,218,['161f6c20-cb0c-4ed2-a634-11845415b161'],19,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:19.610,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8056,,,,,,,,,,,,,,,19e5083c-a985-49d6-9d3d-3a43040d2c24,845,,,"[76.8, 47.5]",267327,22,,,,-1.3518046,,Right Foot,,,,"[84.1, 14.7]",,Ground Pass,33.60253,,,Juan Manuel Vargas Risco,27347.0,,,,,,,1,From Goal Kick,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,43,Real Betis,218,['be76d578-0ec7-4ec5-b10b-26c679e93a15'],22,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:22.332,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0823,,,,,,,,,,,,,,,fb11e539-f628-4222-952a-274e73503000,848,,,"[90.9, 14.2]",267327,22,,,,0.93647695,,Left Foot,True,,,"[105.1, 33.5]",,High Pass,23.96101,Incomplete,,Rubén Castro Martín,6832.0,,,,,,,1,From Goal Kick,Juan Manuel Vargas Risco,27347.0,Left Back,43,Real Betis,218,"['678ae8f6-de6d-47d3-ade8-fae6fe54205a', 'eaef82b6-4723-43f9-80af-7a3340484a8c']",26,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:26.556,Pass,,2015/2016
,,,,,,,,,,True,,,,,,1.921641,,,,,,,,,,,,,,,678ae8f6-de6d-47d3-ade8-fae6fe54205a,850,,,"[15.0, 46.6]",267327,22,,,,-1.2320982,,Left Foot,,,,"[21.2, 29.0]",,Ground Pass,18.660118,,,Sergi Roberto Carnicer,6379.0,,,,,,Interception,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,44,Barcelona,217,"['66c16d42-fc45-4e54-a7c9-cbc8a5d961d6', 'fb11e539-f628-4222-952a-274e73503000']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:27.639,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3522,,,,,,,,,,,,,,,d5010609-2f66-4c56-b7ec-b6ed46cf31d4,853,,,"[40.8, 21.3]",267327,22,,,,-0.8899538,,Right Foot,,,,"[55.3, 3.4]",,Ground Pass,23.036058,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,44,Barcelona,217,['de748207-6208-4de5-9c3a-2531d6cdff91'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:32.456,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.4428,,,,,,,,,,,,,,,3456d30c-96e3-4221-8822-9886c5e149b9,861,,,"[76.4, 72.1]",267327,22,,,,-2.1958191,56cfde56-0d6e-4cb2-b6fc-8a0fd74c2a47,Right Foot,,,,"[70.7, 64.2]",,Ground Pass,9.741663,,,Álvaro Cejudo Carmona,26723.0,True,,,,,,1,Regular Play,Francisco José Molinero Calderón,6865.0,Right Back,45,Real Betis,218,['3687130a-de65-46a7-99b5-2f57e5850def'],39,,,,,,,,,,,,,,,,,,Real Betis,218,00:22:39.516,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.4161,,,,,,,,,,,,,,,6f792b69-7d06-4ddc-b573-c83a6d4ab1d9,883,,,"[120.0, 0.1]",267327,23,,,,1.7068553,,Left Foot,,,,"[115.4, 33.7]",,High Pass,33.913418,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Juan Manuel Vargas Risco,27347.0,Left Back,46,Real Betis,218,['36eebfa4-f901-4060-9374-20709a7a9582'],43,,,,,,,,,,,,,,,,,,Real Betis,218,00:23:43.670,Pass,,2015/2016
