50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.2443,,,,,,,,,,,,,,eb4a3f54-3adf-44c8-91f4-22ff1a89d4ef,607,,,"[35.5, 40.1]",69275,14,,,,-1.4219064,,Right Foot,,,,"[37.9, 24.1]",,Ground Pass,,16.178999,,,Gerard Piqué Bernabéu,5213.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,35,Barcelona,217,['6594b756-ad18-436a-a554-64f7e96eb0ff'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:07.239,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.3424,,,,,,,,,,,,,,241528a5-1b61-4005-a813-7c472d9bd92a,610,,,"[37.9, 24.1]",69275,14,,,,2.0626056,,Right Foot,,,,"[30.4, 38.1]",,Ground Pass,,15.8823805,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,35,Barcelona,217,['f8379437-8bbb-4ca1-b1e8-74f6bb2a5253'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:10.226,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.6472,,,,,,,,,,,,,,18358223-b87a-4b28-ae7d-031b92322649,616,,,"[34.5, 34.4]",69275,14,,,,-0.40623948,,Right Foot,,,,"[88.2, 11.3]",,High Pass,,58.457676,,,David Villa Sánchez,12737.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,36,Barcelona,217,['3d52306c-4f08-4f20-ba21-2270d97b381e'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:32.997,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.1224,,,,,,,,,,,,,,88d0b908-6fff-48e7-abc7-0b09d9bf401d,620,,,"[88.0, 17.4]",69275,14,,,,-0.3770007,,Right Foot,,,,"[107.7, 9.6]",,Low Pass,,21.18797,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,David Villa Sánchez,12737.0,Left Wing,36,Barcelona,217,['f7713aa6-3a43-46b4-9858-ffd948989c12'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:38.138,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.8533,,,,,,,,,,,,,,22aa2064-3dce-4281-b51a-9ae4c79e5354,623,,,"[107.9, 8.5]",69275,14,,,,1.4262183,,Left Foot,True,,,"[111.7, 34.6]",,Low Pass,,26.375177,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,36,Barcelona,217,"['0ece7df9-5ac1-484c-a663-796893675d0f', '0ef05579-59fc-4288-abb7-584462efa16e']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:40.300,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.2402,,,,,,,,,,,,,,642cea89-0443-45ce-8505-6577ac8d07cb,626,,,"[120.0, 0.1]",69275,15,,,,1.706324,3951d2eb-edd2-47b7-ae53-1978cd39fbc9,Right Foot,,,,"[116.1, 28.7]",,High Pass,True,28.864685,,,Sergio Busquets i Burgos,5203.0,True,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,37,Barcelona,217,['8444d9bd-8805-4391-8fea-b7b2fad2e545'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:09.498,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.6532,,,,,,,,,,,,,,3b052f19-6c51-433a-afa8-06c45841f345,639,,,"[22.6, 49.7]",69275,15,,,,1.1341692,,Right Foot,,,,"[32.4, 70.7]",,Ground Pass,,23.174124,,,Francisco Javier Chica Torres,26170.0,,,,,,Free Kick,1,From Free Kick,Juan Daniel Forlín,24744.0,Right Center Back,38,Espanyol,214,['3720f964-73b6-4c99-93a8-6f071776f932'],27,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:27.279,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.1728,,,,,,,,,,,,,,5ab1b86e-b52c-4a66-adb2-67e331976e79,643,,,"[45.3, 74.5]",69275,15,,,,-0.12246106,,Right Foot,,,,"[51.8, 73.7]",,Ground Pass,,6.5490456,Incomplete,,Joan Verdú Fernández,26211.0,,,,,,,1,From Free Kick,Francisco Javier Chica Torres,26170.0,Right Back,38,Espanyol,214,"['285a8960-6f02-4400-bd5b-ae039f843dd9', '3a029add-787f-4e8e-bc44-5668871a17e5', '85136883-91c7-4ad2-a638-1759a8bc7f3d']",29,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:29.889,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.226642,,,,,,,,,,,,,,2ac8251a-af49-4ab7-bf0a-59c35db8a91e,646,,,"[42.6, 80.0]",69275,15,True,,,-0.28605145,,,,,,"[54.5, 76.5]",,Low Pass,,12.404032,,,Luis García Fernández,23916.0,,,,,,Throw-in,1,From Throw In,Francisco Javier Chica Torres,26170.0,Right Back,39,Espanyol,214,['1be3b116-3a2d-4866-a5e3-d8147c4dbed9'],39,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:39.288,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.259746,,,,,,,,,,,,,,2db260be-02a2-4ecc-8eb7-ab2b03798b41,648,,,"[54.5, 76.5]",69275,15,,,,2.9960768,,Right Foot,,,,"[42.9, 78.2]",,Ground Pass,,11.723907,,,Francisco Javier Chica Torres,26170.0,,,,,,,1,From Throw In,Luis García Fernández,23916.0,Left Center Midfield,39,Espanyol,214,['720f5e0c-d944-4c30-88c8-95567aa5da67'],40,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:40.850,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.4825,,,,,,,,,,,,,,c6f14256-202f-4d35-bbb7-8103384c1787,655,,,"[34.5, 55.0]",69275,15,,,,-2.547379,,Right Foot,,,,"[16.0, 42.5]",,Ground Pass,,22.327114,,,Idriss Carlos Kameni,26103.0,,,,,,,1,From Throw In,Francisco Javier Chica Torres,26170.0,Right Back,39,Espanyol,214,['575b1cd2-d976-461f-aa51-eb2591ffc6f5'],47,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:47.307,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.056457,,,,,,,,,,,,,,1af3a6d7-433c-4464-8732-46849c673e11,658,,,"[15.0, 41.2]",69275,15,,,,-1.1637514,,Right Foot,,,,"[31.9, 2.0]",,High Pass,,42.68782,,,Dídac Vilá Rosselló,6886.0,,,,,,,1,From Throw In,Idriss Carlos Kameni,26103.0,Goalkeeper,39,Espanyol,214,['908b8641-b708-42aa-8ac2-e744f746fadc'],49,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:49.870,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.7103,,,,,,,,,,,,,,5346b3b4-b0e6-4fda-8676-39e48643fb36,661,,,"[34.7, 6.1]",69275,15,,,,0.09657364,,Left Foot,,,,"[66.7, 9.2]",,Low Pass,,32.149807,,,José María Callejón Bueno,7029.0,,,,,,,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,39,Espanyol,214,['f0fb493d-19ef-46da-b4e3-7c2c53b0a5db'],54,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:54.495,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.2881,,,,,,,,,,,,,,d11fce54-b582-4157-9a42-6797f6bc4f09,664,,,"[57.1, 19.2]",69275,15,,,,0.80871356,,Right Foot,,,,"[92.7, 56.5]",,High Pass,,51.5621,Incomplete,,Joan Verdú Fernández,26211.0,,,,,,,1,From Throw In,José María Callejón Bueno,7029.0,Right Wing,39,Espanyol,214,"['c8d877f5-b92f-41b1-b56f-366195efa5ab', 'dbd2c6d0-f538-4a2a-b3cf-b62cc0ffbac4']",58,,,,,,,,,,,,,,,,,,Espanyol,214,00:15:58.541,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.4665,,,,,,,,,,,,,,dbd2c6d0-f538-4a2a-b3cf-b62cc0ffbac4,666,,,"[27.4, 23.6]",69275,16,,,,0.5616235,,Head,,,,"[45.2, 34.8]",,High Pass,,21.030455,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,40,Barcelona,217,"['c3c27c11-5a4a-4736-aa61-e5263cd65f88', 'd11fce54-b582-4157-9a42-6797f6bc4f09']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.829,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.5563,,,,,,,,,,,,,,c19a6331-1c61-4143-bb50-35b028df8146,669,,,"[51.3, 26.1]",69275,16,,,,-0.67403966,,Right Foot,,,,"[68.7, 12.2]",,Ground Pass,,22.270384,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,40,Barcelona,217,['08642054-dbcd-4a09-a192-f69a1724fbaf'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:06.516,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.6183,,,,,,,,,,,,,,2c481b80-338e-4218-a753-60aafaa915fe,672,,,"[84.4, 22.3]",69275,16,,,,-1.0036241,,Left Foot,,,,"[93.7, 7.7]",,Ground Pass,,17.310402,,,David Villa Sánchez,12737.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,40,Barcelona,217,['de8e6e16-c089-43ec-bee7-d657096e6b5c'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:10.076,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,9194481c-ec60-4a81-af47-c5319384a2e4,675,,,"[94.5, 18.3]",69275,16,,,,0.76456785,,Right Foot,,,,"[99.4, 23.0]",,Low Pass,,6.789698,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,40,Barcelona,217,"['0da678c5-887d-4f85-ae32-6d0cb69b15f1', 'f99da9b9-b8be-48ce-974a-66088334016b']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:14.983,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,4.217776,,,,,,,,,,,,,,9f0427a6-183b-4d84-81a9-a6707e1b3606,686,,,"[12.6, 40.2]",69275,16,,,,0.5072337,,Drop Kick,,,,"[75.4, 75.1]",,High Pass,,71.846016,,,Pablo Daniel Osvaldo,26609.0,,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,41,Espanyol,214,['c2ef9548-186c-4e1a-ba0f-7d560175ac68'],22,,,,,,,,,,,,,,,,,,Espanyol,214,00:16:22.981,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.5997,,,,,,,,,,,,,,2466d8af-13c1-4616-8a52-4bf4c4ae61c7,689,,,"[76.6, 74.3]",69275,16,,,,-1.7181085,,Right Foot,,,,"[74.3, 58.8]",,Low Pass,,15.669716,,,Joan Verdú Fernández,26211.0,,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Center Forward,41,Espanyol,214,['3eb36d4e-0241-4e74-bf26-f3c3108a8865'],27,,,,,,,,,,,,,,,,,,Espanyol,214,00:16:27.830,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.394799,,,,,,,,,,,,,,86efad4b-30ee-41f6-acf5-1b4bb0cec37b,695,,,"[43.4, 10.2]",69275,16,,,,0.8356352,,Right Foot,,,,"[51.9, 19.6]",,Low Pass,,12.6732,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['1b6cb81a-4680-4b31-91c9-ed098a3b3724'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:30.380,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.8988,,,,,,,,,,,,,,7e1f5ec8-4462-4a3d-be1b-03d857b4d74c,698,,,"[52.1, 30.2]",69275,16,,,,-0.67283255,,Right Foot,,,,"[58.5, 25.1]",,Ground Pass,,8.18352,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,42,Barcelona,217,['86540e56-2cf2-41b8-a9ba-7462d11f4418'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:36.225,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.629999,,,,,,,,,,,,,,9e23e622-4bb2-4ceb-a869-cf511ad41469,700,,,"[57.2, 26.1]",69275,16,,,,2.3471856,,Right Foot,,,,"[51.7, 31.7]",,Ground Pass,,7.8492036,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,42,Barcelona,217,['7109d684-62e9-414c-b8df-0a7ed7497ad8'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:37.124,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.768701,,,,,,,,,,,,,,11dd0c6f-d89f-4e38-bf7b-6fc51ea01749,704,,,"[46.6, 33.1]",69275,16,,,,1.9009501,,Right Foot,,,,"[40.5, 50.9]",,Ground Pass,,18.816216,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,42,Barcelona,217,"['47546971-ca25-498d-901f-dd47747e7bc1', 'd84ab5b0-50a0-4234-81b2-9995ae1f0150']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:38.762,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.9853,,,,,,,,,,,,,,eece4c66-eb45-41b8-9f70-61532cfe81db,707,,,"[32.9, 54.3]",69275,16,,,,-2.5329034,,Right Foot,,,,"[13.1, 40.5]",,Ground Pass,,24.134623,,,Víctor Valdés Arribas,20176.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,42,Barcelona,217,['78947847-047c-4707-ac2d-320be159e7b4'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:41.966,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.906999,,,,,,,,,,,,,,ac5ebd3a-30de-4c51-8875-28ebf51bb148,710,,,"[17.4, 39.1]",69275,16,,,,-0.5904151,,Right Foot,,,,"[36.5, 26.3]",,Ground Pass,,22.99239,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,42,Barcelona,217,['b5a4f708-9573-4f9c-8bdb-29dffa382de7'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:50.435,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.7589,,,,,,,,,,,,,,a08b2a18-6cf9-4633-bd4c-47efb439ca99,713,,,"[38.2, 29.1]",69275,16,,,,0.5797155,,Right Foot,,,,"[46.6, 34.6]",,Ground Pass,,10.040419,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,['dcb93c18-ba62-4938-bb4c-34d794ed9b40'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:53.087,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.2238,,,,,,,,,,,,,,37d335e1-f0c2-4fd8-88e2-84360c041466,716,,,"[46.6, 34.6]",69275,16,,,,1.1893682,,Right Foot,,,,"[54.1, 53.3]",,High Pass,,20.147953,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,42,Barcelona,217,['431d0afd-2cf6-4c8f-92f6-d2720dc8bcc3'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:53.886,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.3692,,,,,,,,,,,,,,4072cd9d-ff16-406b-80eb-797ec41734c2,720,,,"[54.1, 55.0]",69275,16,,,,2.1570354,,Right Foot,,,,"[45.4, 68.1]",,Low Pass,,15.725775,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,42,Barcelona,217,"['3b9b955a-c90d-4548-b0a1-2451cec941e1', 'b874e353-525d-41c6-9d47-6558e5d77f87']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:57.847,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,3.304701,,,,,,,,,,,,,,008743ae-5db7-4346-94ae-524b869a0671,723,,,"[53.4, 65.3]",69275,17,,,,-0.925124,,Right Foot,,,,"[92.2, 13.8]",,High Pass,,64.48015,,,David Villa Sánchez,12737.0,,,True,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,42,Barcelona,217,['c34f6c6b-db47-4ce7-a4c9-add2b7ef677c'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:02.261,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.5246,,,,,,,,,,,,,,5a1411a5-b2eb-45a8-90a0-d4cdeabe5d46,729,,,"[24.3, 51.6]",69275,17,,,,0.33231574,,Right Foot,,,,"[72.4, 68.2]",,High Pass,,50.88389,Pass Offside,,Pablo Daniel Osvaldo,26609.0,,,,,,Recovery,1,Regular Play,Juan Daniel Forlín,24744.0,Right Center Back,42,Barcelona,217,['e55e569b-f25a-46bf-a982-ed57638c9929'],9,,,,,,,,,,,,,,,,,,Espanyol,214,00:17:09.717,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.9013,,,,,,,,,,,,,,beba01a5-6ecb-45fa-bcd3-9eaddcec6e7a,731,,,"[49.0, 7.9]",69275,17,,,,2.0112393,,Right Foot,,,,"[30.1, 48.0]",,Ground Pass,,44.330803,,,Carles Puyol i Saforcada,20125.0,,,True,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,43,Barcelona,217,['47f98dac-efe9-442f-9518-fce7fe9e1d9f'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:22.313,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4015,,,,,,,,,,,,,,492184d7-2f42-4495-97d8-44743160d23a,734,,,"[33.9, 51.8]",69275,17,,,,0.45265904,,Right Foot,,,,"[52.2, 60.7]",,Ground Pass,,20.349447,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,43,Barcelona,217,['37d98046-93c0-4bb4-9c9f-658af5940727'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:26.355,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.8475,,,,,,,,,,,,,,c1d2cca0-ac9e-4f91-a711-0aec08463a59,738,,,"[51.1, 65.4]",69275,17,,,,1.0225557,,Right Foot,,,,"[59.1, 78.5]",,Ground Pass,,15.349593,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,43,Barcelona,217,"['0a11bcea-2092-4c59-9725-51d30fd76252', '8f11b039-6a7b-451c-8a94-3bae96e7628e']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:28.713,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.8431,,,,,,,,,,,,,,c7d6cad9-d1b3-4ace-a24c-21777cd3ae08,742,,,"[56.2, 73.8]",69275,17,,,,-2.6853797,,Right Foot,,,,"[45.4, 68.5]",,Low Pass,,12.030378,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,43,Barcelona,217,['5aad7450-9490-4b6a-a576-18be9d5e1bce'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:31.744,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,28ea35bb-c92e-4633-b569-0ecd03e19be4,749,,,"[46.8, 55.4]",69275,17,True,,,-1.1860225,,Right Foot,,,,"[51.7, 43.3]",,Ground Pass,,13.054502,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,44,Barcelona,217,['5f00a099-13c0-41d1-8156-a04504a42f3a'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:43.673,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4722,,,,,,,,,,,,,,0a8c1444-fbc1-46f3-bdd6-9acdd2cd7e7a,751,,,"[52.8, 35.7]",69275,17,,,,-1.3749906,,Right Foot,,,,"[57.6, 11.5]",,Ground Pass,,24.67144,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,44,Barcelona,217,['40ecfb2f-932c-4896-a1a5-75b1aff0c7ce'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:46.405,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.2177,,,,,,,,,,,,,,d7bed3dd-f602-4828-a1a6-f3140c4132e7,754,,,"[57.7, 11.3]",69275,17,,,,-0.26901776,,Left Foot,,,,"[79.1, 5.4]",,Ground Pass,,22.198423,,,David Villa Sánchez,12737.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,44,Barcelona,217,['46eb8f45-fa21-4e66-a228-5ae4b487d60e'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:48.886,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.8762,,,,,,,,,,,,,,6cce8d68-2f00-41ad-8a02-27608044d79d,757,,,"[79.1, 5.4]",69275,17,,,,2.7380576,,Left Foot,,,,"[70.2, 9.2]",,Ground Pass,,9.677293,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,David Villa Sánchez,12737.0,Left Wing,44,Barcelona,217,['71e9641f-4033-4494-968d-ee1a34d0912b'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:50.144,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.7911,,,,,,,,,,,,,,2bfbd0b9-4389-4a3c-8618-4b9540585e0c,763,,,"[78.2, 4.7]",69275,18,,,,2.4994373,,Left Foot,,,,"[66.3, 13.6]",,Ground Pass,,14.860013,,,Andrés Iniesta Luján,5216.0,,,,,,Free Kick,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,45,Barcelona,217,['6cff4a9d-4940-46b3-a783-a7f7e3087ac3'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:05.669,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.7474,,,,,,,,,,,,,,9a1f8e48-a7bf-434d-8076-e3e83e14fff3,766,,,"[66.3, 13.6]",69275,18,,,,-0.76060987,,Right Foot,,,,"[72.5, 7.7]",,Ground Pass,,8.558621,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,45,Barcelona,217,['2c649bd9-602d-40c6-ad56-b7973bb226a6'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:07.224,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.298099,,,,,,,,,,,,,,843b5696-cf31-4bce-8f99-cf2bca66f4cb,769,,,"[69.3, 8.6]",69275,18,,,,2.8704467,,Left Foot,,,,"[43.4, 15.8]",,High Pass,,26.88215,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,45,Barcelona,217,['1b65c494-c62b-41cc-a74c-7051a325c312'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:08.011,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.4461,,,,,,,,,,,,,,90e7f3a1-41c3-43fa-9fa9-b4b9123c6752,772,,,"[39.2, 13.8]",69275,18,,,,2.6123967,,Right Foot,,,,"[11.5, 30.0]",,Ground Pass,,32.089405,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,45,Barcelona,217,['16d590ca-0638-497f-bdc7-8dfc9149020f'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:12.733,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.5109,,,,,,,,,,,,,,6b39c60a-5a9a-48ad-afb8-06ba4a119f8f,775,,,"[16.8, 41.0]",69275,18,,,,-0.02374224,,Right Foot,,,,"[54.7, 40.1]",,High Pass,,37.910683,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,45,Barcelona,217,['2d94ebd4-c3be-44bf-8d3d-55c9caf68ac7'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:17.902,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.7801,,,,,,,,,,,,,,afdf7170-aa09-4eff-ba4f-f4c3ff2f1599,779,,,"[60.3, 40.8]",69275,18,,,,-1.3325516,,Right Foot,,,,"[63.7, 26.8]",,Low Pass,,14.406942,,,Javier Márquez Moreno,24783.0,,,,,,Recovery,1,Regular Play,Juan Daniel Forlín,24744.0,Right Center Back,46,Espanyol,214,['627549e8-1da0-4257-9a9a-f81ae6aa48df'],20,,,,,,,,,,,,,,,,,,Espanyol,214,00:18:20.435,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.9114,,,,,,,,,,,,,,fa41fb96-a108-44a5-a2f3-e1c0f0df51c1,783,,,"[63.5, 27.9]",69275,18,,,,-0.19385366,,Left Foot,,,,"[79.8, 24.7]",,Low Pass,,16.611141,,,José María Callejón Bueno,7029.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Right Center Midfield,46,Espanyol,214,['d5ccf208-ff13-4405-90d9-c0c27f9a3bb2'],22,,,,,,,,,,,,,,,,,,Espanyol,214,00:18:22.255,Pass,,2010/2011
