50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.9612,,,,,,,,,,,,,,,,cb5add66-e8fe-4333-9101-c0a6fb462210,2320,,,"[66.0, 61.2]",70225,48,,,,,-1.7580502,,Right Foot,,,,"[64.2, 51.7]",,Ground Pass,,9.669023,,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,['39578a7e-e9e3-4b94-9d87-b3ba5f43bd2b'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.335,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3937,,,,,,,,,,,,,,,,e1faa073-76b3-49e4-ae7e-c9317da17590,2323,,,"[63.8, 54.1]",70225,48,,,,,1.4027534,,Left Foot,,,,"[65.7, 65.3]",,Ground Pass,,11.360018,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,102,Barcelona,217,['beab6d4e-fbf2-4349-af1e-948e3ce3c4bd'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:57.909,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0607,,,,,,,,,,,,,,,,86071c3e-1bef-424d-bdf9-ec12b1cdab0c,2326,,,"[65.7, 65.3]",70225,49,,,,,-1.8037755,,Right Foot,,,,"[62.9, 53.5]",,Ground Pass,,12.127654,,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,['03689163-8845-40fb-a99e-841d3f1d41b5'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:00.710,Pass,,2011/2012
,,,,,,,,,,,,,,,2.3041,,,,,,,,,,,,,,,,57a08911-96e5-4873-880e-66e161abca22,2329,,,"[57.7, 52.3]",70225,49,,,,,-1.8980414,,Left Foot,,,,"[50.3, 30.5]",,Low Pass,,23.021729,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,102,Barcelona,217,['406cf589-2735-4322-8f3f-7dbfa54bbd5c'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:02.898,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3543,,,,,,,,,,,,,,,,adebb752-de9b-463e-895e-5696375f546d,2332,,,"[70.8, 30.7]",70225,49,,,,,1.5083776,,Right Foot,,,,"[72.2, 53.1]",,Ground Pass,,22.443707,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,102,Barcelona,217,['56014f6d-6bab-4c60-922d-bc6860892c8f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:09.162,Pass,,2011/2012
,,,,,,,,,,,,,,,1.384,,,,,,,,,,,,,,,,0b2abe36-7e54-408f-9598-d8bbaa9efca0,2336,,,"[74.3, 53.8]",70225,49,,,,,1.6327858,,Right Foot,,,,"[73.4, 68.3]",,Ground Pass,,14.5279045,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,['41fd9eac-c07c-47b3-9073-324c3a1a107e'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:12.849,Pass,,2011/2012
,,,,,,,,,,,,,,,0.976197,,,,,,,,,,,,,,,,071e7bd3-502c-4c55-a1ad-3f02eb54c947,2340,,,"[75.3, 66.8]",70225,49,,,,,-1.7681919,,Right Foot,,,,"[73.1, 55.8]",,Ground Pass,,11.217843,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,102,Barcelona,217,"['3fa42ea0-2fa5-4ea6-8849-4ce10955f50e', '8317537d-bd50-4344-b0f8-e90337ba5cbf']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:14.583,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.4285,,,,,,,,,,,,,,,,fba37766-12d7-46f4-9d43-27672acee6dc,2344,,,"[73.3, 47.2]",70225,49,,,,,-1.4601392,,Right Foot,,,,"[77.0, 13.9]",,Ground Pass,,33.504925,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,['295b4b88-68fd-4379-89f6-29da30c80ffc'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:17.710,Pass,,2011/2012
,,,,,,,,,,,,,,,1.379378,,,,,,,,,,,,,,,,10b0383b-42e1-472e-a77e-c2f088fc228d,2347,,,"[77.0, 13.9]",70225,49,,,,,-0.43525767,,Right Foot,,,,"[97.0, 4.6]",,Ground Pass,,22.056519,,,,Juan Isaac Cuenca López,26776.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Back,102,Barcelona,217,['34ae9e44-e6a0-4aaa-86f8-a0643608432a'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:20.556,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1892,,,,,,,,,,,,,,,,30fa472b-f6ee-4d32-a522-b0abf2be138d,2351,,,"[99.2, 16.4]",70225,49,,,,,2.3124268,,Right Foot,,,,"[86.1, 30.7]",,Ground Pass,,19.393297,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Juan Isaac Cuenca López,26776.0,Left Wing,102,Barcelona,217,['f5838c95-cfb1-432f-acfb-51319b9b4e87'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.580,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9703,,,,,,,,,,,,,,,,08cfa6e2-5cbd-4094-a56f-81bf9c71c726,2353,,,"[86.1, 30.7]",70225,49,,,,,-0.83414,,Right Foot,,,,"[93.9, 22.1]",,Ground Pass,,11.61034,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,['99df2ccb-201a-47d1-bcd8-5759010e0611'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:25.769,Pass,,2011/2012
,,,,,,,,,,,,,,,2.629761,,,,,,,,,,,,,,,,608c5f7b-578d-4e5b-a405-5715b09f2230,2355,,,"[93.9, 22.1]",70225,49,,True,,,-1.848358,,Right Foot,,,,"[88.8, 4.2]",,Ground Pass,,18.612362,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,102,Barcelona,217,['1a212b24-bd66-482f-b9c4-82815973e673'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:26.945,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2168,,,,,,,,,,,,,,,,0a3513ee-64e2-41ed-9287-df6d4f81883e,2357,,,"[79.9, 5.6]",70225,49,,,,,1.6601104,,Right Foot,,,,"[78.7, 19.0]",,Ground Pass,,13.453624,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Back,102,Barcelona,217,['b7cc1022-f1af-40db-a3e3-c585dceccd4c'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:31.805,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4313,,,,,,,,,,,,,,,,06a72977-37c8-4502-8f47-44484553e772,2361,,,"[79.6, 19.1]",70225,49,,,,,2.2621334,,Right Foot,,,,"[70.0, 30.7]",,Low Pass,,15.057224,,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,102,Barcelona,217,"['9ed42aa9-a793-4e64-a03c-c85524ff2174', 'f92a4abd-313b-43d7-a733-4a00f0768f2f']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:33.302,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.0332,,,,,,,,,,,,,,,,0a34951b-2574-45b4-af5d-912483e7c91d,2364,,,"[66.0, 35.0]",70225,49,,,,,1.0315831,,Right Foot,,,,"[73.3, 47.2]",,Ground Pass,,14.217243,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,102,Barcelona,217,['3d2edaee-5a59-4955-9639-2123cd92bb4b'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:36.199,Pass,,2011/2012
,,,,,,,,,,,,,,,1.781852,,,,,,,,,,,,,,,,2021e59e-d833-4f73-8749-b10e98d5a248,2367,,,"[72.8, 55.5]",70225,49,,,,,0.62455773,,Right Foot,,,,"[92.5, 69.7]",,Ground Pass,,24.284357,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,102,Barcelona,217,['d5867b70-04d5-41c3-af89-aafab72c7357'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:38.668,Pass,,2011/2012
,,,,,,,,,,,,,,,1.6248,,,,,,,,,,,,,,,,c2fdba90-8bba-460c-9319-443b870f74b3,2369,,,"[92.5, 69.7]",70225,49,,,,,-2.5748634,,Right Foot,,,,"[80.4, 62.0]",,Ground Pass,,14.342245,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,102,Barcelona,217,['a9e56a7d-58c2-49d3-a722-45ae2bddec16'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.450,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7736,,,,,,,,,,,,,,,,e0a5ac28-688d-4625-b559-f776cf2a4c54,2371,,,"[80.4, 62.0]",70225,49,,,,,-1.5707964,,Right Foot,,,,"[80.4, 51.7]",,Ground Pass,,10.3,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,102,Barcelona,217,['a0576673-629c-45e8-9a69-60200032fa21'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:42.075,Pass,,2011/2012
,,,,,,,,,,,,,,,2.328,,,,,,,,,,,,,,,,219f8ce0-b24a-495a-b75d-39cb4c874d2f,2376,,,"[45.7, 28.1]",70225,50,,,,,-0.1665463,,Left Foot,,,,"[68.9, 24.2]",,Ground Pass,,23.525518,,Injury Clearance,,,,,,,,Recovery,2,Other,Mikel Rico Moreno,6656.0,Left Defensive Midfield,104,Granada,1049,,31,,,,,,,,,,,,,,,,,,Granada,1049,00:05:31.365,Pass,,2011/2012
,,,,,,,,,,,,,,,1.821,,,,,,,,,,,,,,,,6ca1e67b-3e01-456d-9a9a-787567d94dd9,2379,,,"[52.1, 56.8]",70225,50,,,,,-1.6915449,,Right Foot,,,,"[49.2, 32.9]",,Ground Pass,,24.075298,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,105,Barcelona,217,['a58077af-f1f1-428a-97ef-9a2edb20c870'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:36.002,Pass,,2011/2012
,,,,,,,,,,,,,,,1.7752,,,,,,,,,,,,,,,,ad0015bf-4763-4706-b224-95ff7fb53d85,2382,,,"[49.7, 33.6]",70225,50,,,,,1.431149,,Left Foot,,,,"[53.2, 58.5]",,Ground Pass,,25.144781,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,105,Barcelona,217,['3595b199-74f1-41e6-81bf-6be4000c361a'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:39.006,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9585,,,,,,,,,,,,,,,,790f099a-d7be-42ba-a085-0f73f3c2295d,2386,,,"[57.2, 62.6]",70225,50,,,,,1.0606706,,Right Foot,,,,"[66.6, 79.4]",,Ground Pass,,19.250975,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,105,Barcelona,217,"['0852852a-0598-400b-a94e-5fd5ab918e3b', 'af3c45ea-2256-473f-bcac-518e77b17a63']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:43.434,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.9374,,,,,,,,,,,,,,,,d0e7d83a-3992-4556-b9cc-5732e8f8a7a0,2389,,,"[66.6, 79.4]",70225,50,,,,,-1.4764824,,Right Foot,,,,"[68.0, 64.6]",,Ground Pass,,14.866069,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,105,Barcelona,217,['ab368251-1cbb-4e47-9c83-952dd5e56c9a'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:45.118,Pass,,2011/2012
,,,,,,,,,,,,,,,0.6735,,,,,,,,,,,,,,,,bac327cf-f07e-4abb-b094-1f838915cff4,2393,,,"[66.6, 66.0]",70225,50,,,,,0.44501624,,Right Foot,,,,"[73.1, 69.1]",,Ground Pass,,7.201389,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,105,Barcelona,217,"['5fa587f9-cc66-4dec-a5df-500145db572d', '7687a5cd-d361-43c7-a0f5-803a08962e77']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:46.540,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.4402,,,,,,,,,,,,,,,,df8f9fcf-5b05-4d35-b470-f509e41b6079,2396,,,"[72.6, 69.7]",70225,50,,,,,2.8824906,,Left Foot,,,,"[64.3, 71.9]",,Ground Pass,,8.586617,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,105,Barcelona,217,['1dd30933-093e-49c4-97bb-b85bbeb51abf'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:47.254,Pass,,2011/2012
,,,,,,,,,,,,,,,1.814,,,,,,,,,,,,,,,,94aa2536-d7b4-4005-85cc-89937e14ac02,2399,,,"[65.1, 71.7]",70225,50,,True,,,0.32175055,,Right Foot,,,,"[70.8, 73.6]",,Ground Pass,,6.0083275,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,105,Barcelona,217,"['55aac7eb-50d7-4052-b665-5bc55dcb843c', '86981fb6-28f5-4d52-979a-d468063b8f85', 'd2ab1b09-47d5-40d7-8dfd-9ded3671aeda']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:49.105,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.093557,,,,,,,,,,,,,,,,f71b67e0-098d-42c3-b1d8-2cad40ba0cea,2402,,,"[70.5, 80.0]",70225,50,,,,,-2.2372615,,,,,,"[63.5, 71.1]",,Low Pass,,11.322986,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,106,Barcelona,217,['800a5c76-63b1-4839-90a9-19f3349f336e'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.610,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8743,,,,,,,,,,,,,,,,f88ab2f4-efc4-4a77-a332-58c0028140b5,2405,,,"[63.5, 71.0]",70225,50,,True,,,1.4035424,,Right Foot,,,,"[64.8, 78.7]",,Ground Pass,,7.808969,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,106,Barcelona,217,"['9646fbf4-9ee0-483c-ae0f-cd245da2bd8b', 'e25ed06e-c7f0-453e-8042-a40c5d88ccbc']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:58.512,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.1861,,,,,,,,,,,,,,,,1ee4eaff-3b40-4131-a622-135ce006d30e,2407,,,"[62.5, 79.0]",70225,50,,,,,-1.9854116,,Right Foot,,,,"[48.9, 48.1]",,Low Pass,,33.76048,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,106,Barcelona,217,['3c29b560-13ad-44bb-acbf-dde230bf60e3'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:59.451,Pass,,2011/2012
,,,,,,,,,,,,,,,2.040517,,,,,,,,,,,,,,,,71168347-5111-4fbb-bc3b-967d225b7b39,2411,,,"[50.1, 50.9]",70225,51,,,,,2.0437894,,Right Foot,,,,"[39.2, 72.2]",,Ground Pass,,23.926971,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,106,Barcelona,217,"['32c24282-e34b-4bfa-9dc3-9dbd8f58167a', '7147bb23-ee4c-46af-aaec-067e9d1825de']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:01.678,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.9872,,,,,,,,,,,,,,,,90d78f3e-59db-4f36-af37-5eb2626d6aa3,2414,,,"[30.1, 69.9]",70225,51,,,,,-2.3189447,,Left Foot,,,,"[14.6, 53.2]",,Ground Pass,,22.784643,,,,Víctor Valdés Arribas,20176.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,106,Barcelona,217,['821f04c7-d3f1-4391-bd75-32c9b6fd5b24'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:06.032,Pass,,2011/2012
,,,,,,,,,,,,,,,3.156919,,,,,,,,,,,,,,,,27ed2761-7ee8-49c9-95b8-6570ee4668f8,2417,,,"[15.7, 51.8]",70225,51,,,,,-1.3832258,,Right Foot,,,,"[22.4, 16.5]",,Ground Pass,,35.93021,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,106,Barcelona,217,['b10c80bb-dc5d-4f98-a71b-bad5c655936a'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:09.163,Pass,,2011/2012
,,,,,,,,,,,,,,,1.765895,,,,,,,,,,,,,,,,a10ed3be-1ebf-47cc-9d26-9f9e0a92e4d8,2420,,,"[37.0, 20.7]",70225,51,,,,,1.6547569,,Left Foot,,,,"[35.3, 40.9]",,Ground Pass,,20.271408,,,,Seydou Kéita,20169.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,106,Barcelona,217,['9e8c408c-a125-4909-947f-02195623b6a6'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:15.332,Pass,,2011/2012
,,,,,,,,,,,,,,,1.8673,,,,,,,,,,,,,,,,079c4b1c-e96b-40bb-aad5-99f22862a6d5,2423,,,"[46.9, 49.1]",70225,51,,,,,1.3494819,,Left Foot,,,,"[51.4, 69.1]",,Ground Pass,,20.5,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,106,Barcelona,217,['dea577d9-4bd4-414f-b514-6cea6c00b3f8'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:19.644,Pass,,2011/2012
,,,,,,,,,,,,,,,2.1825,,,,,,,,,,,,,,,,c6f5e0b9-2aea-44c1-9f33-3b71034e4139,2426,,,"[72.8, 68.5]",70225,51,,,,,-1.1668429,,Right Foot,,,,"[89.3, 29.9]",,Low Pass,,41.978683,,Incomplete,,Juan Isaac Cuenca López,26776.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,106,Barcelona,217,"['1e348b0a-0230-4906-9a02-b874427a91ec', '8c2f1b1a-c21f-4241-90d3-31875d624a1b']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:26.094,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1049,,,,,,,,,,,,,,,,8c2f1b1a-c21f-4241-90d3-31875d624a1b,2428,,,"[31.7, 51.1]",70225,51,,,,,-1.8331268,,Right Foot,,,,"[28.8, 40.3]",,Ground Pass,,11.182576,,,,Diego Mainz García,26781.0,,,,,Recovery,2,Regular Play,David Cortés Caballero,25994.0,Right Back,107,Granada,1049,"['bac80fea-5f0a-4fbb-8788-62fd63e8463d', 'c6f5e0b9-2aea-44c1-9f33-3b71034e4139']",28,,,,,,,,,,,,,,,,,,Granada,1049,00:06:28.276,Pass,,2011/2012
,,,,,,,,,,,,,,,2.8157,,,,,,,,,,,,,,,,a2bf7c12-b530-448f-818a-cf282b0fe6d6,2431,,,"[26.0, 43.5]",70225,51,,,,,3.0275521,,Right Foot,,,,"[3.3, 46.1]",,Ground Pass,,22.848413,,,,Júlio César Jacobi,26849.0,,,,,,2,Regular Play,Diego Mainz García,26781.0,Right Center Back,107,Granada,1049,['fc91a1e1-fe77-4b22-95a3-8b8b0692ef94'],31,,,,,,,,,,,,,,,,,,Granada,1049,00:06:31.246,Pass,,2011/2012
,,,,,,,,,,,,,,,4.0882,,,,,,,,,,,,,,,,7ded66c1-872e-42ee-b5e3-ce34bfb03061,2433,,,"[4.7, 46.7]",70225,51,,,,,-0.0804954,,Right Foot,,,,"[70.4, 41.4]",,High Pass,,65.91343,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,2,Regular Play,Júlio César Jacobi,26849.0,Goalkeeper,107,Granada,1049,"['8bcd9646-a347-48f5-90bc-b569b9aacc23', 'ba288bb9-25c2-4bc6-ab33-9f757979da8e']",34,,,,,,,,,,,,,,,,,,Granada,1049,00:06:34.062,Pass,,2011/2012
,,,,,,,,,,,,,,,1.7376,,,,,,,,,,,,,,,,8bcd9646-a347-48f5-90bc-b569b9aacc23,2435,,,"[50.6, 39.6]",70225,51,,,,,0.42729998,,Head,,,,"[61.8, 44.7]",,High Pass,,12.306502,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,108,Barcelona,217,"['064c6fc2-ba06-484f-b8e4-819bc7926499', '7ded66c1-872e-42ee-b5e3-ce34bfb03061']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:38.150,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4842,,,,,,,,,,,,,,,,55afc8e0-d427-41fb-9c1e-43b75a344b97,2437,,,"[61.8, 44.7]",70225,51,,,,,-2.1779811,,Head,,,,"[55.2, 35.2]",,High Pass,,11.567627,,,,Seydou Kéita,20169.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,108,Barcelona,217,['5c85f788-bc0f-4b99-817f-16705bce2947'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:39.888,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3983,,,,,,,,,,,,,,,,570a3dec-d981-4355-b907-119e48507910,2440,,,"[55.7, 33.6]",70225,51,,,,,-0.38858002,,Left Foot,,,,"[70.6, 27.5]",,Ground Pass,,16.100311,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,108,Barcelona,217,['36204b96-31fd-4b8e-a18b-3450e00843e2'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:42.595,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5976,,,,,,,,,,,,,,,,f620909f-8069-4b78-a239-11240bda2342,2443,,,"[69.4, 25.3]",70225,51,,,,,-1.8249211,,Right Foot,,,,"[65.4, 9.9]",,Ground Pass,,15.911002,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,108,Barcelona,217,['88b047d1-c584-41ad-bb3c-8e7a046c4279'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:44.535,Pass,,2011/2012
,,,,,,,,,,,,,,,0.558438,,,,,,,,,,,,,,,,0323fd31-8e49-425f-8954-febd0a17887c,2446,,,"[65.4, 10.0]",70225,51,,,,,1.7078625,,Right Foot,,,,"[64.2, 18.7]",,Ground Pass,,8.782369,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Back,108,Barcelona,217,['ccb7bbdc-921a-4081-a308-1baaf5845356'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:47.010,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2926,,,,,,,,,,,,,,,,eb7368ee-027e-4d70-9b66-242c623f036e,2449,,,"[72.6, 35.5]",70225,51,,,,,1.4954674,,Right Foot,,,,"[73.4, 46.1]",,Ground Pass,,10.630146,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,108,Barcelona,217,['3ee28d0a-91bb-46de-8e09-75571fc36456'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:52.083,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1645,,,,,,,,,,,,,,,,fd05ddd3-3068-4dbd-916b-039806b31eb5,2452,,,"[79.3, 53.1]",70225,51,,,,,-0.5544822,,Right Foot,,,,"[99.0, 40.9]",,Ground Pass,,23.17175,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,108,Barcelona,217,['c90512db-250c-4532-acf6-66350fde99c3'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:55.149,Pass,,2011/2012
,,,,,,,,,,,,,,,0.350317,,,,,,,,,,,,,,,,bdc6c2d0-947e-4471-ba92-91f762bfd76f,2456,,,"[104.4, 38.9]",70225,52,,,,,-1.380808,,Left Foot,,,,"[104.9, 36.3]",,Ground Pass,,2.6476405,,Incomplete,,Juan Isaac Cuenca López,26776.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,108,Barcelona,217,"['0fa14bb7-b36a-4332-9f74-c9a7fbd377e5', 'fc7a40dc-1469-4d64-8ed4-f38606d1591a']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:00.261,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3473,,,,,,,,,,,,,,,,35e96be7-f4bf-4fb4-adf9-ae2d8209261c,2459,,,"[93.9, 32.2]",70225,52,,,,,2.7134492,,Right Foot,,,,"[79.0, 39.0]",,Ground Pass,,16.37834,,,,Seydou Kéita,20169.0,,,,,Recovery,2,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,108,Barcelona,217,['c5bcfd90-e118-4df6-b891-59362baeb478'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:02.209,Pass,,2011/2012
