50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.643988,,,,,,,,,,,,,cdefe2b5-6138-4bde-a326-1e78632a4b13,3320,,"[63.0, 31.0]",16265,77,,,,-1.060308,,Right Foot,,,"[77.0, 6.0]",,Ground Pass,,28.653097,,,,,Aihen Muñoz Capellán,22452.0,,,,,,,2,Regular Play,Rubén Pardo Gutiérrez,6899.0,Left Center Midfield,159,Real Sociedad,210,['b649f232-3186-4078-8a71-f9428374fb2c'],26,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:26.481,Pass,,2018/2019
,,,,,,,,,,,,,,1.542993,,,,,,,,,,,,,157fb801-ff41-44ef-8784-a94dfea6c11d,3324,,"[73.0, 5.0]",16265,77,,,,2.7610862,,Right Foot,,,"[48.0, 15.0]",,Ground Pass,,26.925823,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,,2,Regular Play,Aihen Muñoz Capellán,22452.0,Left Back,159,Real Sociedad,210,['81141abc-a0e0-4295-b612-27f4560e0941'],29,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:29.698,Pass,,2018/2019
,,,,,,,,,,,,,,2.334007,,,,,,,,,,,,,758095a3-5b51-4d55-97fe-cd5a0ed1b9fd,3327,,"[37.0, 16.0]",16265,77,,,,2.5948038,,Right Foot,,,"[14.0, 30.0]",,Ground Pass,,26.925823,,,,,Gerónimo Rulli,6694.0,,,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,159,Real Sociedad,210,['6c86eaae-54fe-44d7-b29c-106cc130ead1'],32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:32.859,Pass,,2018/2019
,,,,,,,,,,,,,,0.876513,,,,,,,,,,,,,c9e8a1c4-a299-4633-a3b4-1e913f0aa430,3330,,"[14.0, 25.0]",16265,77,,,,-0.055498507,,Right Foot,,,"[32.0, 24.0]",,Ground Pass,,18.027756,,,,,Mikel Merino Zazón,3042.0,,,,,,,2,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,159,Real Sociedad,210,['c35c6382-8f3a-4d3b-b6ae-699da837c8f0'],38,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:38.311,Pass,,2018/2019
,,,,,,,,,,,,,,1.5488,,,,,,,,,,,,,1fc0a100-0cd8-4fa4-9a83-2874e7140f88,3334,,"[32.0, 21.0]",16265,77,,,,0.37298772,,Left Foot,,,"[55.0, 30.0]",,Ground Pass,,24.698177,,,,,Willian José da Silva,6721.0,,,,,,,2,Regular Play,Mikel Merino Zazón,3042.0,Center Defensive Midfield,159,Real Sociedad,210,['9ec222fe-1636-4817-a0f1-309d4174f5d2'],40,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:40.109,Pass,,2018/2019
,,,,,,,,,,,,,,1.1557,,,,,,,,,,,,,57356256-e587-451e-8b91-6a678d1db3d0,3337,,"[54.0, 30.0]",16265,77,,,,-1.4711276,,Right Foot,,,"[56.0, 10.0]",,Ground Pass,,20.09975,,,,,Rubén Pardo Gutiérrez,6899.0,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Center Forward,159,Real Sociedad,210,"['a7bebf01-7a90-44d6-89bc-19252b9675a0', 'c7d0427b-f8f7-4181-9ece-5a2e6d8f40ab']",41,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:41.658,Pass,True,2018/2019
,,,,,,,,,,,,,,3.6166,,,,,,,,,,,,,fe55e220-4123-4f7a-9a15-bda69027ada7,3340,,"[58.0, 11.0]",16265,77,,,,0.5585993,,Right Foot,,,"[106.0, 41.0]",,High Pass,,56.603886,,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,2,Regular Play,Rubén Pardo Gutiérrez,6899.0,Left Center Midfield,159,Real Sociedad,210,"['b055240e-594e-4080-bafc-66a09328aa63', 'f4a420a9-91e4-494d-b489-8f5cc9b1d44c']",42,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:42.853,Pass,,2018/2019
,,,,,,,,,,,,,,2.5885,,,,,,,,,,,,,7147b292-b01c-48a1-a612-c3ddb69ab672,3344,,"[16.0, 42.0]",16265,78,,,,0.0,,Right Foot,,,"[56.0, 42.0]",,High Pass,,40.0,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,160,Barcelona,217,"['09254adf-686f-4993-97aa-8aa531566d24', '0b25a1ac-f5d8-4aa1-afe8-2a5d82a0d94e']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.470,Pass,,2018/2019
,,,,,,,,,,,,,,2.9585,,,,,,,,,,,,,0b25a1ac-f5d8-4aa1-afe8-2a5d82a0d94e,3346,,"[65.0, 39.0]",16265,78,,,,-0.9151007,,Head,,,"[85.0, 13.0]",,High Pass,,32.80244,,,Incomplete,,Juan Miguel Jiménez López,6695.0,,,,,,Recovery,2,Regular Play,Mikel Merino Zazón,3042.0,Center Defensive Midfield,160,Barcelona,217,"['7147b292-b01c-48a1-a612-c3ddb69ab672', 'b9dc6ec3-b91e-49a1-8c5b-21f876a6f10b', 'c45874c7-b315-42c8-ac18-949fc047796c']",12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:12.059,Pass,,2018/2019
,,,,,,,,,,,,,,5.231276,,,,,,,,,,,,,550e53bd-7ebe-4c0e-8eb6-5ba45b079847,3351,,"[36.0, 71.0]",16265,78,,,,-0.09559812,,Right Foot,,,"[109.0, 64.0]",,High Pass,,73.33485,,,Incomplete,,,,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,160,Barcelona,217,['faf692a2-a54c-42b8-a59b-79437acc2b9b'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:33:16.094,Pass,,2018/2019
,,,,,,,,,,,,,,2.54429,,,,,,,,,,,,,47fc15e1-dd25-4966-849b-bb8ca96ae6d8,3354,,"[12.0, 24.0]",16265,78,,,,1.0584068,,Right Foot,,,"[30.0, 56.0]",,Ground Pass,,36.71512,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,,2,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,161,Real Sociedad,210,['952822be-a597-4054-99d0-121025c2d387'],23,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:23.600,Pass,,2018/2019
,,,,,,,,,,,,,,1.477857,,,,,,,,,,,,,8a36d2d0-ffe3-4664-8d8a-c4b251c77f7e,3357,,"[35.0, 54.0]",16265,78,,,,-0.95054686,,Right Foot,,,"[40.0, 47.0]",,Ground Pass,,8.602325,,,,,Mikel Merino Zazón,3042.0,,,,,,,2,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Center Back,161,Real Sociedad,210,['87e4f95d-7e58-4393-b40d-8281ed579051'],27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:27.657,Pass,,2018/2019
,,,,,,,,,,,,,,0.7357,,,,,,,,,,,,,ba19306d-8d99-481b-b441-ef6b8aebff7b,3360,,"[53.0, 49.0]",16265,78,,,,-0.1746722,,Left Foot,,,"[70.0, 46.0]",,Ground Pass,,17.262676,,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,2,Regular Play,Mikel Merino Zazón,3042.0,Center Defensive Midfield,161,Real Sociedad,210,"['a1500735-de14-4cc3-b0a8-0e95d9d52f5d', 'eb6c024e-d565-4683-a84f-693c7c6c28a6']",32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:32.605,Pass,,2018/2019
,,,,,,,,,True,,,,,1.4341,,,,,,,,,,,,,eb6c024e-d565-4683-a84f-693c7c6c28a6,3363,,"[51.0, 35.0]",16265,78,,,,0.066568166,,Left Foot,,,"[66.0, 36.0]",,Ground Pass,,15.033297,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Interception,2,From Counter,Clément Lenglet,6826.0,Left Center Back,162,Barcelona,217,"['241d69d1-c13d-4848-9201-fcec7e620d3e', 'ba19306d-8d99-481b-b441-ef6b8aebff7b']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:33:33.341,Pass,,2018/2019
,,,,,,,,,,,,,,1.7526,,,,,,,,,,,,,f4c5dc7d-b6a0-4231-a0f7-6567f72edff7,3367,,"[93.0, 38.0]",16265,78,,,,-0.8685394,9477130f-fe9a-4c7f-87db-85b2efff1459,Right Foot,,,"[104.0, 25.0]",,Ground Pass,,17.029387,,,,,Ivan Rakitić,5470.0,True,,,Through Ball,True,,2,From Counter,Luis Alberto Suárez Díaz,5246.0,Center Forward,162,Barcelona,217,['f06a4f41-64eb-4522-ad71-526fa08fc8ff'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:33:38.248,Pass,,2018/2019
,,,,,,,,,,,,,,3.674396,,,,,,,,,,,,,32d90fb3-7034-4783-be7d-8952419c2996,3373,,"[7.0, 37.0]",16265,78,True,,,0.21406068,,Right Foot,,,"[30.0, 42.0]",,Ground Pass,,23.537205,,,,,Luca Sangalli Fuentes,16210.0,,,,,,Goal Kick,2,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,163,Real Sociedad,210,['86d5c2eb-ba24-4718-b360-0d95bde5c242'],48,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:48.558,Pass,,2018/2019
,,,,,,,,,,,,,,0.8924,,,,,,,,,,,,,53af78db-a9fd-48ad-91d8-543200f0dce5,3375,,"[30.0, 42.0]",16265,78,,,,-0.055498507,,Right Foot,,,"[48.0, 41.0]",,Ground Pass,,18.027756,,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,2,From Goal Kick,Luca Sangalli Fuentes,16210.0,Right Center Midfield,163,Real Sociedad,210,"['985969fc-c7d2-445a-b87b-8821203205e3', 'cbd25c38-ed7b-44df-ae0d-4481594a8f5b']",52,,,,,,,,,,,,,,,,,Real Sociedad,210,00:33:52.362,Pass,,2018/2019
,,,,,,,,,,,,,,0.4684,,,,,,,,,,,,,22592726-fd86-4729-9a57-eaf9daf79fa8,3381,,"[79.0, 42.0]",16265,78,,,,-2.6779451,,Right Foot,,,"[75.0, 40.0]",,Ground Pass,,4.472136,,,,,Clément Lenglet,6826.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,164,Barcelona,217,"['1a009e36-9013-47ed-aef3-043d84f64877', 'f4a00c1a-0978-4560-a89c-bdf7e2954b65']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.571,Pass,True,2018/2019
,,,,,,,,,,,,,,0.9567,,,,,,,,,,,,,d2bf57b3-d6aa-4abd-8949-b94011bc01ee,3384,,"[75.0, 40.0]",16265,78,,,,-0.7853982,,Left Foot,,,"[83.0, 32.0]",,Ground Pass,,11.313708,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,164,Barcelona,217,['e558f7ef-b29c-42fc-bc88-4b44ea9a3f15'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:33:56.233,Pass,,2018/2019
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,ac6bfc67-0e95-47ca-b56c-c8982025454a,3387,,"[84.0, 32.0]",16265,78,,,,-1.012197,,Right Foot,,,"[99.0, 8.0]",,Ground Pass,,28.301943,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,164,Barcelona,217,['0bcdcc46-e3ee-4d80-b528-74e9b188f6fd'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:33:58.030,Pass,,2018/2019
,,,,,,,,,,,,,,2.121999,,,,,,,,,,,,,a6642212-1e82-4807-b7a2-aceca5bf2c6a,3390,,"[111.0, 14.0]",16265,79,,,,1.2490457,,Left Foot,,,"[112.0, 17.0]",,Low Pass,,3.1622777,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,164,Barcelona,217,"['624e84b5-cda0-4835-88d9-ff0841f18a0c', 'd18f472e-472c-4559-bab0-41ddea79a6c3']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:34:03.270,Pass,,2018/2019
,,,,,,,,,,,,,,3.4785,,,,,,,,,,,,,b418415d-701b-4c8a-bd5c-0feaa2bec85c,3395,,"[22.0, 75.0]",16265,79,,,,-2.6011732,,Right Foot,,,"[2.0, 63.0]",,Ground Pass,,23.323807,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,,2,Regular Play,Luca Sangalli Fuentes,16210.0,Right Center Midfield,164,Barcelona,217,['300c2a95-4c26-415e-b15a-3504496acd0b'],8,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:08.858,Pass,,2018/2019
,,,,,,,,,,,,,,1.805368,,,,,,,,,,,,,d4cd67aa-bf65-422e-95cb-9639ad2c185a,3398,,"[2.0, 62.0]",16265,79,,,,1.1071488,,Right Foot,,,"[11.0, 80.0]",,Ground Pass,,20.12461,,,Out,,,,,,,,,,2,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,164,Barcelona,217,['81d05597-a906-4d19-98d6-0a56372f295b'],12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:12.336,Pass,True,2018/2019
,,,,,,,,,,,,,,3.2737,,,,,,,,,,,,,1892df6d-3036-4723-a8a4-8610a9204e85,3399,,"[112.0, 1.0]",16265,79,True,,,3.0828369,,,,,"[95.0, 2.0]",,Low Pass,,17.029387,,,,,Clément Lenglet,6826.0,,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,165,Barcelona,217,['b2a653de-cc03-46b8-8ea8-dce1dea0b689'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.181,Pass,,2018/2019
,,,,,,,,,,,,,,2.039999,,,,,,,,,,,,,2bd5a156-9ed9-48d7-af06-dffa5b8a52ec,3401,,"[75.0, 4.0]",16265,79,True,,,2.3561945,,Left Foot,,,"[55.0, 24.0]",,Ground Pass,,28.284271,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,165,Barcelona,217,['419fde56-b5b0-4f43-b0eb-83b48a830284'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.950,Pass,,2018/2019
,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,cad0211e-dd97-40a4-84fd-2ec9f7c374ce,3403,,"[56.0, 31.0]",16265,79,,,,-0.66104317,,Right Foot,,,"[92.0, 3.0]",,High Pass,,45.607018,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,165,Barcelona,217,['f38ae95f-a3e5-48b5-897c-57c8da7ac2eb'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:34:31.363,Pass,,2018/2019
,,,,,,,,,,,,,,0.7935,,,,,,,,,,,,,404a0ced-9762-41bb-9302-a9e4c235bdf6,3406,,"[91.0, 4.0]",16265,79,,,,1.5707964,,Left Foot,,,"[91.0, 16.0]",,Ground Pass,,12.0,,,,,Ivan Rakitić,5470.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,165,Barcelona,217,['aede5bf0-f4c8-45f9-9d28-0be19f365b0c'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.975,Pass,,2018/2019
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,a7604e93-ffd1-42ed-b708-3b60206323a9,3408,,"[91.0, 16.0]",16265,79,,,,-1.7894653,,Right Foot,,,"[89.0, 7.0]",,Ground Pass,,9.219544,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,165,Barcelona,217,['55ace8ad-ee83-4424-a360-53007005fc06'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.769,Pass,,2018/2019
,,,,,,,,,,,,,,1.679999,,,,,,,,,,,,,a2fb6038-876a-48ac-a3cd-80fe59eced78,3410,,"[90.0, 7.0]",16265,79,,,,-0.26625204,,Left Foot,,,"[101.0, 4.0]",,Ground Pass,,11.401754,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,165,Barcelona,217,['b115fa07-55b8-4aac-8408-86ec53e67f73'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:34:36.689,Pass,,2018/2019
,,,,,,,,,,,,,,1.0226,,,,,,,,,,,,,8de01c3e-0d1a-4751-8c34-5715580313db,3413,,"[104.0, 8.0]",16265,79,,,,3.1415927,,Right Foot,,,"[93.0, 8.0]",,Ground Pass,,11.0,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,165,Barcelona,217,['84983bd0-e229-4772-add4-d64160886c58'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:34:39.184,Pass,,2018/2019
,,,,,,,,,,,,,,0.880001,,,,,,,,,,,,,ec4d1ddf-56c4-4349-9e57-13aae67d5501,3416,,"[97.0, 8.0]",16265,79,,,,2.4805496,,Left Foot,,,"[88.0, 15.0]",,Ground Pass,,11.401754,,,,,Ivan Rakitić,5470.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,165,Barcelona,217,['1d9a75ec-d550-4828-a328-54e9bb3c1529'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:34:41.901,Pass,,2018/2019
,,,,,,,,,,,,,,1.560001,,,,,,,,,,,,,aa8f2382-bdde-4869-ba14-b3f4c4fe7405,3419,,"[85.0, 16.0]",16265,79,,,,2.2655346,,Right Foot,,,"[70.0, 34.0]",,Ground Pass,,23.43075,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,165,Barcelona,217,['0f0fc29e-da28-4b57-b617-86813662e345'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:34:46.421,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,d49f443b-b2ab-4ecc-80f0-673b067c5d83,3422,,"[66.0, 34.0]",16265,79,,,,1.6951513,,Right Foot,,,"[64.0, 50.0]",,Ground Pass,,16.124516,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,165,Barcelona,217,['8ac7abb3-6493-4ec5-b346-037897e0775c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:34:48.061,Pass,,2018/2019
,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,fcfec99d-4438-400a-ba9f-e7e6a6513fdb,3425,,"[63.0, 51.0]",16265,79,,,,1.2315037,,Right Foot,,,"[69.0, 68.0]",,Ground Pass,,18.027756,,,,,Nélson Cabral Semedo,6374.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,165,Barcelona,217,['f0c23a72-5722-407c-a0aa-f11905070b6c'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:34:50.141,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,ec0f2587-7ec5-49a1-9296-91dce939fa5e,3428,,"[77.0, 69.0]",16265,79,,,,0.7853982,,Left Foot,,,"[84.0, 76.0]",,Ground Pass,,9.899495,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,165,Barcelona,217,['7a9bd1b1-6d58-42d8-ad8a-ca7a6311c795'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:34:53.261,Pass,,2018/2019
,,,,,,,,,,,,,,2.415001,,,,,,,,,,,,,1db6da34-6f2d-4b61-92cb-2e8023e96cee,3432,,"[76.0, 74.0]",16265,79,,,,-1.9862884,,Left Foot,,,"[61.0, 40.0]",,High Pass,,37.161808,,,,,Clément Lenglet,6826.0,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,165,Barcelona,217,"['098973a6-6b6f-410b-bca9-98232ed79b9c', '38f26aee-2206-4f32-a9c3-0ba47fbe9437']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:34:57.941,Pass,True,2018/2019
,,,,,,,,,,,,,,1.960001,,,,,,,,,,,,,5ab6c025-fe23-4119-a3c9-5fc017d77ff5,3436,,"[64.0, 46.0]",16265,80,,,,1.4288993,,Left Foot,,,"[68.0, 74.0]",,Ground Pass,,28.284271,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,165,Barcelona,217,['0fe54713-710d-42bc-9065-eb71085fe633'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.551,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,78e50820-ee72-4d8a-b9cb-6757fd3b6e04,3440,,"[69.0, 75.0]",16265,80,,,,-1.5707964,,Right Foot,,,"[69.0, 62.0]",,Ground Pass,,13.0,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,165,Barcelona,217,"['4de7041a-0e15-4311-b924-9d8dccd895ca', 'd47aa95c-3174-44ec-9334-982ec16d4782']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:35:04.751,Pass,True,2018/2019
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,96c07816-8f36-4137-84a1-45e1d2215ca6,3443,,"[70.0, 64.0]",16265,80,,,,0.5404195,,Left Foot,,,"[90.0, 76.0]",,Ground Pass,,23.323807,,,,,Nélson Cabral Semedo,6374.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,165,Barcelona,217,['15e45ed1-4284-4729-af2a-da5b8e71f8c6'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.871,Pass,,2018/2019
,,,,,,,,,,,,,,1.186,,,,,,,,,,,,,94b3c07b-1148-48b6-a89c-224e0cdf36f9,3448,,"[94.0, 69.0]",16265,80,,,,-0.9272952,,Left Foot,True,,"[112.0, 45.0]",,High Pass,,30.0,,,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,166,Barcelona,217,['03b8875d-e5e0-4376-b252-5c97673957ae'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:35:46.514,Pass,,2018/2019
,,,,,,,,,,,,,,3.4837,,,,,,,,,,,,,f3be4f32-5eb8-44ed-ad28-3d209ca298df,3454,,"[7.0, 37.0]",16265,81,True,,,-0.29849893,,Right Foot,,,"[59.0, 21.0]",,High Pass,,54.405884,,,Incomplete,,Willian José da Silva,6721.0,,,,,,Goal Kick,2,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,167,Real Sociedad,210,"['22f75bdf-a036-4ffd-b41c-2ea3628f24db', 'a64f8d14-11e9-42c1-a471-45c904ec74c9']",24,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:24.268,Pass,,2018/2019
,,,,,,,,,,,,,,1.0878,,,,,,,,,,,,,22f75bdf-a036-4ffd-b41c-2ea3628f24db,3456,,"[62.0, 60.0]",16265,81,,,,-0.7853982,,Head,,,"[71.0, 51.0]",,Low Pass,,12.727922,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,168,Barcelona,217,"['4d33184f-b2ad-44a2-892e-faba54722bd9', 'f3be4f32-5eb8-44ed-ad28-3d209ca298df']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.752,Pass,,2018/2019
,,,,,,,,,,,,,,1.5611,,,,,,,,,,,,,1a617d93-0f2f-4698-9ffd-aa413bc12400,3458,,"[71.0, 51.0]",16265,81,,,,0.0,,Right Foot,,,"[87.0, 51.0]",,High Pass,,16.0,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,168,Barcelona,217,"['28708c0c-efac-4cfc-b276-3f5d354cb605', '527f6afc-ff25-4814-b3ce-55895c0ee7ef']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:36:28.840,Pass,,2018/2019
,,,,,,,,,,,,,,3.0406,,,,,,,,,,,,,527f6afc-ff25-4814-b3ce-55895c0ee7ef,3460,,"[34.0, 30.0]",16265,81,,,,1.2277724,,Head,,,"[44.0, 58.0]",,High Pass,,29.732138,,,Incomplete,,Luca Sangalli Fuentes,16210.0,,,,,,Recovery,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,168,Barcelona,217,"['1a617d93-0f2f-4698-9ffd-aa413bc12400', '1e5bf1b9-0d27-455b-a648-6aa0b14a62ed', 'e1dd63f9-56ae-4927-983c-964fe591c6a0']",30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:30.401,Pass,,2018/2019
,,,,,,,,,,,,,,1.6495,,,,,,,,,,,,,e1dd63f9-56ae-4927-983c-964fe591c6a0,3462,,"[77.0, 23.0]",16265,81,,,,-2.3036115,,Right Foot,,,"[68.0, 13.0]",,Ground Pass,,13.453624,,,,,Jordi Alba Ramos,5211.0,,,,,,Recovery,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,168,Barcelona,217,"['127acd15-b9fc-4ab1-a95a-3cfdfd30dfea', '527f6afc-ff25-4814-b3ce-55895c0ee7ef']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:36:33.441,Pass,,2018/2019
,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,fca518d9-821c-4746-a2e4-a285b407e82c,3465,,"[81.0, 5.0]",16265,81,,,,-0.4636476,,Left Foot,,,"[87.0, 2.0]",,Ground Pass,,6.708204,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,168,Barcelona,217,['e0aa4f2f-29ef-4f18-81d6-fc472c8bee3f'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.037,Pass,,2018/2019
,,,,,,,,,,,,,,2.500144,,,,,,,,,,,,,33fb6344-1ce0-4036-8217-9f2bb0ba81e8,3472,,"[7.0, 45.0]",16265,81,,,,-1.5337762,,Right Foot,,,"[8.0, 18.0]",,Ground Pass,,27.018513,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,Goal Kick,2,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,169,Real Sociedad,210,['0d343bbb-69a9-418a-aefb-9be6139509b3'],56,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:56.618,Pass,,2018/2019
