ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.160311,,,,,,,,,,,,,,,07c56bf0-585a-4455-8977-65431becac6b,18,,"[6.0, 36.0]",3773593,0,,,-1.2082521,,Right Foot,,,,"[9.3, 27.3]",,Ground Pass,,9.304837,,,,Clément Lenglet,6826.0,,,,,Goal Kick,1,From Goal Kick,Norberto Murara Neto,6590.0,Goalkeeper,3,Barcelona,217,['6335b013-e4a6-4cd6-8d16-0f208e237f81'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.498,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.653165,,,,,,,,,,,,,,,0893cb57-3503-41b1-ac64-169f9de1c5e2,21,,"[11.8, 29.2]",3773593,0,,,1.6113832,,Left Foot,,,,"[11.0, 48.9]",,Ground Pass,,19.716236,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['7c7bf2d4-291c-4d89-b032-e17f79317b2b'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.359,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.353709,,,,,,,,,,,,,,,61a6cd4c-a982-4ad2-b159-bdb12e2063bc,24,,"[14.4, 46.8]",3773593,0,,,-1.479703,,Right Foot,,,,"[16.3, 26.0]",,Ground Pass,,20.886599,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7351f54d-ef04-4732-b37f-345d683bdf18'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.653,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.698052,,,,,,,,,,,,,,,21cb5250-842d-4c7c-baf6-7bca3e5e0db0,27,,"[27.9, 26.2]",3773593,0,,,1.6741998,,Left Foot,,,,"[25.7, 47.4]",,Ground Pass,,21.313845,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['307ce669-5703-425f-9e99-f79198ab4183'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.124,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.575895,,,,,,,,,,,,,,,584b9d9a-ff64-4f88-bc2d-472c12a1cf9b,30,,"[30.0, 48.3]",3773593,0,,,-1.4148673,,Right Foot,,,,"[33.6, 25.4]",,Ground Pass,,23.181242,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['4b5f3d79-7971-4215-ba79-9fdec56a9435'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.899,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.254715,,,,,,,,,,,,,,,2bab9133-29b9-482e-b613-6705ba704741,33,,"[34.1, 25.2]",3773593,0,,,-1.1822499,,Left Foot,,,,"[41.1, 8.1]",,Ground Pass,,18.477283,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['60b4b358-1040-42c9-a5a3-ed700e54c7ba'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.058,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.120359,,,,,,,,,,,,,,,560ebbc7-d72d-4045-8d2a-641ea74088cf,36,,"[41.1, 6.1]",3773593,0,,,-0.13850148,,Left Foot,,,,"[57.6, 3.8]",,Ground Pass,,16.659533,,,,Anssumane Fati,30756.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['bf62b203-459f-4fdb-b923-099fdf234926'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.670,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.505875,,,,,,,,,,,,,,,372fe08e-3ead-44cf-916e-a0c1bf62beea,39,,"[56.3, 3.8]",3773593,0,,,2.449936,,Right Foot,,,,"[49.9, 9.1]",,Ground Pass,,8.309633,,,,Frenkie de Jong,8118.0,,,,,,1,From Goal Kick,Anssumane Fati,30756.0,Left Wing,3,Barcelona,217,['4a0f04f4-5dfd-411a-bbc4-b72d321426e4'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.870,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.86564,,,,,,,,,,,,,,,ed5915d3-1cc1-468f-835e-ea17be590ce8,42,,"[49.3, 9.1]",3773593,0,,,-2.567926,,Right Foot,,,,"[42.8, 4.9]",,Ground Pass,,7.738863,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['9cedec5c-7837-4cc7-8d00-09475491b15c'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.416,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.791273,,,,,,,,,,,,,,,b6d5f19b-082f-40b2-8be7-bc0f5ad548cb,45,,"[42.4, 5.5]",3773593,0,,,2.4260395,,Left Foot,,,,"[29.4, 16.8]",,Ground Pass,,17.224691,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['e6f6e01f-1bf8-432d-b645-3cb9ee3d7ce4'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.956,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.514587,,,,,,,,,,,,,,,59052ea8-b93d-47fa-adc6-95e2bff240e7,48,,"[36.0, 23.0]",3773593,0,,,1.6165977,,Left Foot,,,,"[34.9, 47.0]",,Ground Pass,,24.025194,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['ab7896f0-27b7-4817-85ae-10b04e6731ed'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.224,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.590184,,,,,,,,,,,,,,,3a21eb24-a257-488c-b9f5-8f1e44f4e068,51,,"[35.4, 54.9]",3773593,0,,,0.9272952,,Right Foot,,,,"[42.0, 63.7]",,Ground Pass,,11.0,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['85403dfd-0718-43af-be94-ad1db95a9311'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.918,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.071768,,,,,,,,,,,,,,,d26a2c20-3656-4cfd-ae4d-0278a4e1bb36,54,,"[42.2, 63.9]",3773593,0,,,-2.1803641,,Right Foot,,,,"[34.1, 52.3]",,Ground Pass,,14.148145,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['3ab10fce-bff6-4e2c-917d-8b45d80405fd'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.940,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.602787,,,,,,,,,,,,,,,c75a5ab2-e5c9-4ad3-a1d3-3b4c468ab0e8,57,,"[35.1, 50.4]",3773593,0,,,-1.497399,,Right Foot,,,,"[37.1, 23.2]",,Ground Pass,,27.27343,,,,Frenkie de Jong,8118.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['4e518ea9-553f-4ebc-b851-e986297771f7'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.261,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.640593,,,,,,,,,,,,,,,51d38cac-9f9d-4e30-9847-d20e47e1994e,60,,"[42.2, 23.2]",3773593,1,,,1.7280244,,Right Foot,,,,"[38.3, 47.8]",,Ground Pass,,24.907228,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['0c1df34a-e5de-477b-afe8-c639f48bc878'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.768,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.444909,,,,,,,,,,,,,,,a7226d61-6cec-444b-a1fa-6aff542a4a1b,63,,"[44.3, 48.1]",3773593,1,,,-1.9062985,,Right Foot,,,,"[39.0, 32.9]",,Ground Pass,,16.097515,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['a7861a28-534d-423e-a0aa-8a68c53a502a'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.037,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.438545,,,,,,,,,,,,,,,497e633b-fb37-46ab-a015-243a463061ef,66,,"[39.6, 32.9]",3773593,1,,,-1.0402384,,Left Foot,,,,"[48.4, 17.9]",,Ground Pass,,17.390802,,,,Frenkie de Jong,8118.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['eedd6fbc-c693-4636-a475-78b77c98abd0'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.095,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.960553,,,,,,,,,,,,,,,7ebc368a-1ce4-4bf9-92ee-44d2f5e0e16e,69,,"[62.9, 19.8]",3773593,1,,,1.6283085,,Right Foot,,,,"[61.0, 52.8]",,Ground Pass,,33.054653,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['d2c925ee-b474-451e-872d-2a6add349b16'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.867,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.591789,,,,,,,,,,,,,,,56b9e533-1248-4660-8903-168b3f5a4abf,72,,"[64.0, 52.6]",3773593,1,,,0.7930316,,Right Foot,,,,"[83.5, 72.4]",,Ground Pass,,27.790106,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['4fe2ceae-aaec-4496-845c-142f40ebc700'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.375,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.607854,,,,,,,,,,,,,,,fb8b3b0e-2a87-4a24-9638-26e888159d68,75,,"[90.3, 66.7]",3773593,1,,,-2.850579,,Right Foot,,,,"[69.6, 60.5]",,Ground Pass,,21.608562,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['3eddd8cd-7be9-43f4-8538-54129ba00e54'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.823,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.017132,,,,,,,,,,,,,,,860bdf9a-5a0d-4594-b2f2-327bc5d014a1,78,,"[69.8, 58.3]",3773593,1,,,-1.5749892,,Right Foot,,,,"[69.6, 10.6]",,Ground Pass,,47.70042,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['16ae49ab-61e3-4b57-93e6-068dc0e44c49'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.797,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.231119,,,,,,,,,,,,,,,4ca7c6fe-221b-4992-9b27-358511136072,81,,"[77.3, 17.5]",3773593,1,,,2.5016043,,Left Foot,,,,"[63.6, 27.7]",,Ground Pass,,17.080105,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['e0f664a3-c009-44ff-8d01-d9dde451d739'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.307,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.405559,,,,,,,,,,,,,,,70327d55-6345-4154-82b0-1de4fbf6ddd2,84,,"[63.6, 27.7]",3773593,1,,,1.5795298,,Left Foot,,,,"[63.4, 50.6]",,Ground Pass,,22.900873,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['50f18ed2-bc7c-4d7b-a558-2f9ee5cfe791'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.372,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.834164,,,,,,,,,,,,,,,66822b0a-06c9-44cf-8eec-ab098d071195,87,,"[63.2, 53.6]",3773593,1,,,1.1232764,,Right Foot,,,,"[70.4, 68.6]",,Ground Pass,,16.63851,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['0b1728e9-0f14-42cb-bf94-c78c32e421e8'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.737,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.765632,,,,,,,,,,,,,,,dc71cea9-6fd4-45b9-b498-da8dbb7ed04e,90,,"[64.2, 70.1]",3773593,1,,,-1.0291315,,Right Foot,,,,"[71.3, 58.3]",,Ground Pass,,13.771347,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['2af2cea3-fce4-4100-a0b3-542f40dbcf1d'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.536,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.50632,,,,,,,,,,,,,,,1855b23a-d755-4433-a9be-c262976b1ded,92,,"[71.5, 59.6]",3773593,1,,,1.2946993,,Right Foot,,,,"[74.9, 71.6]",,Ground Pass,,12.472369,,,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,3,Barcelona,217,['76e669c0-6619-4514-9348-5ba45bcdca46'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.302,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.439513,,,,,,,,,,,,,,,14e3996f-cb43-4210-a10f-db075f69712b,94,,"[74.1, 71.8]",3773593,1,,,-0.28177187,,Left Foot,,,,"[77.9, 70.7]",,Low Pass,,3.9560082,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Right Wing,3,Barcelona,217,"['5a9dcc1b-a658-4032-aec0-098c14b5f34e', '8489ef18-f97a-4552-8cec-15f570fad277']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.808,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.235763,,,,,,,,,,,,,,,6bce0e15-f2dd-4202-aef3-cb98834ea1d2,99,,"[43.7, 7.2]",3773593,1,,,1.1226513,,Left Foot,,,,"[53.7, 28.0]",,Ground Pass,,23.078995,,Incomplete,,Moisés Gómez Bordonado,11675.0,,,,,,1,From Goal Kick,Pervis Josué Estupiñán Tenorio,24085.0,Left Back,3,Barcelona,217,"['3d3497e7-e7ab-4bad-b4f5-af51e1318ccb', '611e0a9b-32af-4143-9592-adc76ae842ef', 'f2d5cd21-4aeb-4eb0-b04c-9a0883c96801']",43,,,,,,,,,,,,,,,,,Villarreal,222,00:01:43.517,Pass,True,2020/2021
,,,,,,,,,,,,,,,,0.414356,,,,,,,,,,,,,,,9cb46d48-c44b-49f4-9953-431acf3e5010,103,,"[68.3, 62.2]",3773593,1,,,0.32175055,,Right Foot,,,,"[77.3, 65.2]",,Ground Pass,,9.486833,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,"['567cb891-9ab2-40c1-b8b5-031e00b43a26', 'a5bc3176-63ca-4a83-a006-52dbc9fb5351']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.702,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.890601,,,,,,,,,,,,,,,a5bc3176-63ca-4a83-a006-52dbc9fb5351,105,,"[42.8, 14.9]",3773593,1,,,0.12526657,,Other,,,,"[56.3, 16.6]",,Low Pass,,13.606616,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,3,Barcelona,217,"['57dc1968-b905-48cd-9ea0-e20581076e41', '9cb46d48-c44b-49f4-9953-431acf3e5010']",47,,,,,,,,,,,,,,,,,Villarreal,222,00:01:47.116,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.143128,,,,,,,,,,,,,,,dd99e3e0-e1ca-4de4-9dbc-fe987b59044d,108,,"[65.9, 61.8]",3773593,1,,,-1.0902011,,Right Foot,,,,"[78.1, 38.4]",,Ground Pass,,26.38939,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['00aab46d-a168-44ac-b027-efda210196fe'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.936,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.723923,,,,,,,,,,,,,,,2a00935f-1a57-45ff-9198-f4767404b8bf,110,,"[77.9, 38.4]",3773593,1,,,0.9886588,,Right Foot,,,,"[83.1, 46.3]",,Ground Pass,,9.457801,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,3,Barcelona,217,['c2440a30-9ced-4e28-bb20-3e8686af028a'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.079,Pass,,2020/2021
