ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.097723,,,,,,,,,,,,,,,a3ed3676-2397-4359-8cce-c6fb11cfb170,2741,,"[100.1, 67.6]",3773593,57,,,-1.3389666,025f8da3-850d-4de5-b057-ec3325be638a,Left Foot,True,,,"[109.0, 29.9]",,High Pass,,38.736286,,,,Vicente Iborra De La Fuente,3497.0,True,,,,,2,From Corner,Moisés Gómez Bordonado,11675.0,Left Wing,104,Villarreal,222,['cee8a407-0449-46e6-b9c2-fa1146a3cd15'],20,,,,,,,,,,,,,,,,,Villarreal,222,00:12:20.576,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.18166,,,,,,,,,,,,,,,69fe8f9d-c6e5-45c4-bf88-7db5037fb7e2,2746,,"[7.0, 44.1]",3773593,57,,,0.80294025,,Right Foot,,,,"[26.6, 64.4]",,Ground Pass,,28.217901,,,,Sergi Roberto Carnicer,6379.0,,,,,Goal Kick,2,From Goal Kick,Norberto Murara Neto,6590.0,Goalkeeper,105,Barcelona,217,['20884459-352f-4726-bd0e-b4557e50e674'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:12:30.088,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.888268,,,,,,,,,,,,,,,3f0c13ee-f775-4fa4-a9a4-283fbdebf1ad,2749,,"[45.7, 68.6]",3773593,57,,,-1.0679531,,Right Foot,,,,"[53.4, 54.6]",,Ground Pass,,15.9777975,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,105,Barcelona,217,['5773643e-a6c1-4495-ab6a-b22e88f89a97'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:12:35.105,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.404336,,,,,,,,,,,,,,,b250f66d-0f57-441b-b90a-52e0ef72a1c4,2752,,"[57.8, 49.3]",3773593,57,,,-2.3480647,,Left Foot,,,,"[51.7, 43.1]",,Ground Pass,,8.6977005,,,,Frenkie de Jong,8118.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Right Wing,105,Barcelona,217,['3158bd6c-6310-4006-a52d-f4d8b0cacc15'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:12:37.648,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.549397,,,,,,,,,,,,,,,fe924b03-a30a-4dc2-ba36-ded0ac97b08e,2755,,"[54.1, 42.1]",3773593,57,,,-1.1287503,,Right Foot,,,,"[72.7, 2.8]",,High Pass,,43.479305,,,,Anssumane Fati,30756.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,105,Barcelona,217,['48e5664d-1523-43d0-885e-ccbf46fce840'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:12:39.855,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.633173,,,,,,,,,,,,,,,dc9a5135-57f2-48f0-b980-7c28f1315a35,2758,,"[71.1, 3.3]",3773593,57,,,2.913096,,Right Foot,,,,"[62.5, 5.3]",,Ground Pass,,8.829496,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Goal Kick,Anssumane Fati,30756.0,Left Wing,105,Barcelona,217,['dc6f17ea-a74f-4822-b819-1195ce19fb92'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.202,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.880049,,,,,,,,,,,,,,,cad68fa2-90c7-4d3d-9de9-2218b8476e4c,2761,,"[62.5, 5.5]",3773593,57,,,1.9066305,,Left Foot,,,,"[58.8, 16.1]",,Ground Pass,,11.2272,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,105,Barcelona,217,['531a206d-b0ff-4fbe-b3f1-1935c18efab5'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.930,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.468136,,,,,,,,,,,,,,,601debee-6d35-482f-ad19-c77cc24befb1,2764,,"[57.0, 20.3]",3773593,57,,,1.9284595,,Right Foot,,,,"[45.9, 50.0]",,Ground Pass,,31.706467,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Goal Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,105,Barcelona,217,['42fb6559-ef0f-4d14-81ee-6de19fa27abe'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:12:46.186,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.912149,,,,,,,,,,,,,,,1cfcad1a-9bbc-45f9-9742-71e94c09dfdd,2767,,"[50.1, 51.4]",3773593,57,,,0.93396986,,Left Foot,,,,"[69.7, 77.9]",,Ground Pass,,32.960735,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,105,Barcelona,217,['a737ab9b-bb40-42d5-aaa1-9d646a3c15e7'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:12:49.234,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.619619,,,,,,,,,,,,,,,8374b6e9-61f0-4b0b-9c2e-c56f93ad00e6,2770,,"[70.5, 77.9]",3773593,57,,,-1.4975332,,Right Foot,,,,"[71.3, 67.0]",,Ground Pass,,10.929318,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,105,Barcelona,217,['81466bde-463e-4efe-ae49-e69c1ddd2c52'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:12:52.248,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.064645,,,,,,,,,,,,,,,b56520fb-e2c0-4adc-b02f-a8d735c323d4,2773,,"[71.3, 67.0]",3773593,57,,,-2.8414214,,Left Foot,,,,"[62.9, 64.4]",,Ground Pass,,8.7931795,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,105,Barcelona,217,['6fe0524b-38cc-4aa3-9910-f3709333d232'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:12:52.948,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.134321,,,,,,,,,,,,,,,a867c771-4788-43d7-b779-a8144c41170c,2776,,"[62.7, 64.4]",3773593,57,,,0.848605,,Left Foot,,,,"[70.1, 72.8]",,Ground Pass,,11.194641,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,105,Barcelona,217,['aeb826f0-7fba-494a-9890-580feee2ff8c'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:12:54.133,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.137932,,,,,,,,,,,,,,,1dd1f54b-d651-4f98-b995-5e104250efe5,2779,,"[70.1, 72.8]",3773593,57,,,-2.327217,,Left Foot,,,,"[63.4, 65.7]",,Ground Pass,,9.762172,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,105,Barcelona,217,['4850c39e-64f5-4c72-8bb9-336e284640f4'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:12:55.347,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.617446,,,,,,,,,,,,,,,fea296fc-ba43-433b-92ab-ee44daa5e523,2782,,"[70.1, 67.0]",3773593,57,,,1.6468399,,Right Foot,,,,"[69.3, 77.5]",,Ground Pass,,10.530432,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,105,Barcelona,217,['01e3ee1f-0fa7-4dbd-a549-03c64da4dda5'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:12:59.370,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.930275,,,,,,,,,,,,,,,c6f4e84b-8be5-43b1-9f9f-1d6646020efc,2785,,"[69.3, 77.0]",3773593,58,,,-1.5707964,,Left Foot,,,,"[69.3, 62.6]",,Ground Pass,,14.4,,,,Frenkie de Jong,8118.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,105,Barcelona,217,['1109c470-13b1-46cc-82a2-872453ee1374'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:13:01.271,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.558636,,,,,,,,,,,,,,,0fa42fb9-4241-4960-940d-f5da842f0632,2792,,"[57.6, 62.3]",3773593,58,,,-2.7997875,,Right Foot,,,,"[47.2, 58.6]",,Ground Pass,,11.0385685,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,105,Barcelona,217,['c60da715-e102-4e59-ae94-99d5b383d042'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:13:08.070,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.676231,,,,,,,,,,,,,,,b2395a8e-b036-4b69-8f72-79c8fd2bdd81,2795,,"[48.3, 58.9]",3773593,58,,,0.95393336,,Right Foot,,,,"[62.2, 78.5]",,Ground Pass,,24.028524,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,105,Barcelona,217,['d81f9a1a-0f76-44db-b58e-33ca4ebd6e26'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:13:10.025,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.332038,,,,,,,,,,,,,,,e36d6ce3-8ada-4aee-b0e9-0699880d2ce5,2798,,"[54.9, 76.3]",3773593,58,,,-1.7790023,,Right Foot,,,,"[51.9, 62.1]",,Ground Pass,,14.513442,,,,Frenkie de Jong,8118.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,105,Barcelona,217,['bb9f7ebf-fa0e-4ade-ad65-a99f5aa13185'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:13:12.966,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.78117,,,,,,,,,,,,,,,7ec321c1-7953-4b9a-a68d-db1b60b6390a,2801,,"[57.0, 48.2]",3773593,58,,,-0.2652071,,Right Foot,,,,"[65.1, 46.0]",,Ground Pass,,8.39345,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,105,Barcelona,217,['d190362c-0679-4286-8b30-e501e9aca562'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:13:16.202,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.853452,,,,,,,,,,,,,,,a76110d5-edb3-43d4-9245-768d774b0498,2804,,"[65.3, 54.4]",3773593,58,,,0.6365082,,Right Foot,,,,"[72.2, 59.5]",,Ground Pass,,8.58021,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Right Wing,105,Barcelona,217,['596ca767-cbb0-4611-93c4-c79ae8477395'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:13:17.982,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.235009,,,,,,,,,,,,,,,74ae226e-543a-4307-a2eb-79e4ebf5a691,2807,,"[71.5, 54.8]",3773593,58,,,0.68405163,,Left Foot,,,,"[78.0, 60.1]",,Ground Pass,,8.386894,,,,Antoine Griezmann,5487.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,105,Barcelona,217,['8cba0fa5-447b-4fed-bb87-5c262bcfeb22'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:13:20.351,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.043879,,,,,,,,,,,,,,,5b5e85e0-c0fa-459e-99a7-6b5a43f70d92,2811,,"[79.0, 59.5]",3773593,58,,,-0.60228735,,Left Foot,,,,"[82.2, 57.3]",,Ground Pass,,3.8832977,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Right Wing,105,Barcelona,217,"['913ce88f-71ac-43de-88a8-04365bbf3494', 'a2d68b4d-8c43-4ab3-b66b-60e0004a403c']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:13:21.666,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.589531,,,,,,,,,,,,,,,913ce88f-71ac-43de-88a8-04365bbf3494,2814,,"[37.9, 22.8]",3773593,58,,,0.89213383,,Right Foot,,,,"[47.9, 35.2]",,Ground Pass,,15.929846,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Moisés Gómez Bordonado,11675.0,Left Wing,105,Barcelona,217,"['33dfead7-a2b4-4b87-88f6-1b11e1a05191', '5b5e85e0-c0fa-459e-99a7-6b5a43f70d92']",22,,,,,,,,,,,,,,,,,Villarreal,222,00:13:22.710,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.183647,,,,,,,,,,,,,,,b5394978-4d9b-4cc8-aad7-025858f03517,2817,,"[72.5, 50.2]",3773593,58,,,0.3023868,,Right Foot,,,,"[106.8, 60.9]",,High Pass,,35.93021,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,105,Barcelona,217,['de01ceb2-edd4-41d7-b825-e64b97549e78'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:13:24.792,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.968759,,,,,,,,,,,,,,,c7fd3902-a697-49bd-8084-224bb5a4d77d,2821,,"[117.0, 61.1]",3773593,58,,,3.1415927,,Left Foot,,True,,"[105.5, 61.1]",,Ground Pass,,11.5,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,105,Barcelona,217,['0b7595a5-2449-4733-ab44-06944b6b1426'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:13:29.328,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.627653,,,,,,,,,,,,,,,9f91dee6-db20-45c8-ad35-4a38b9268b74,2832,,"[6.9, 3.4]",3773593,58,,,1.7228698,,Left Foot,,,,"[2.9, 29.5]",,Ground Pass,,26.404734,,,,Sergio Asenjo Andrés,6755.0,,,,,Free Kick,2,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,107,Villarreal,222,['be1cbf50-eb80-416d-b46a-2d72063307a2'],51,,,,,,,,,,,,,,,,,Villarreal,222,00:13:51.925,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.678816,,,,,,,,,,,,,,,758322aa-c8a5-408b-8a28-f8b5d84c7626,2835,,"[3.1, 31.3]",3773593,58,,,1.3521274,,Right Foot,,,,"[8.3, 54.7]",,Ground Pass,,23.970816,,,,Raúl Albiol i Tortajada,7030.0,,,,,,2,From Free Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,107,Villarreal,222,['0372c878-fbe9-4a55-a04c-920f7c472707'],54,,,,,,,,,,,,,,,,,Villarreal,222,00:13:54.913,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.687408,,,,,,,,,,,,,,,38b758fc-2638-4778-b21b-2543771710ec,2838,,"[18.2, 56.5]",3773593,58,,,0.6441234,,Right Foot,,,,"[43.9, 75.8]",,Ground Pass,,32.140007,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,2,From Free Kick,Raúl Albiol i Tortajada,7030.0,Right Center Back,107,Villarreal,222,['eab67be5-1135-4cff-ac57-104f64f45be9'],58,,,,,,,,,,,,,,,,,Villarreal,222,00:13:58.151,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.953583,,,,,,,,,,,,,,,5aa9e4ef-2e8a-4707-ac2a-4e41ee4e2d2a,2842,,"[47.9, 76.2]",3773593,59,,,-0.028700251,,Right Foot,,,,"[68.8, 75.6]",,Low Pass,,20.908611,,Incomplete,,Samuel Chimerenka Chukwueze,16335.0,,,,,,2,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,107,Villarreal,222,"['a9b1d382-5232-4f73-934e-a42bce65bdab', 'afe8d357-a0a1-449e-b324-415353db8a2e', 'cccfd2d2-f759-4402-a167-6d3d70b8e186']",0,,,,,,,,,,,,,,,,,Villarreal,222,00:14:00.869,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.488635,,,,,,,,,,,,,,,77c48fb6-c398-4a48-9012-437135a71b51,2845,,"[64.5, 80.0]",3773593,59,,,-0.7853982,,,,,,"[72.7, 71.8]",,Low Pass,,11.596551,,,,Samuel Chimerenka Chukwueze,16335.0,,,,,Throw-in,2,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,108,Villarreal,222,['b75932d7-a350-441e-88cf-69439972587f'],15,,,,,,,,,,,,,,,,,Villarreal,222,00:14:15.692,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.973433,,,,,,,,,,,,,,,f7865485-cbdc-42e8-9614-c11ecdb957de,2852,,"[56.3, 39.6]",3773593,59,,,-1.0284936,,Left Foot,,,,"[75.1, 8.4]",,Ground Pass,,36.426365,,,,Moisés Gómez Bordonado,11675.0,,,,,,2,From Throw In,Samuel Chimerenka Chukwueze,16335.0,Right Wing,108,Villarreal,222,['7857e83f-1fb1-46e4-9091-4e9e846350be'],21,,,,,,,,,,,,,,,,,Villarreal,222,00:14:21.549,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.20692,,,,,,,,,,,,,,,25f3eda4-82c5-4a76-8aac-fbddb77f888f,2855,,"[88.4, 11.1]",3773593,59,,,-0.8928958,,Right Foot,,,,"[94.6, 3.4]",,Ground Pass,,9.885848,,,,Pervis Josué Estupiñán Tenorio,24085.0,,,,,,2,From Throw In,Moisés Gómez Bordonado,11675.0,Left Wing,108,Villarreal,222,['565488fc-2061-4307-b120-fb9b0a7634e3'],26,,,,,,,,,,,,,,,,,Villarreal,222,00:14:26.322,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.992228,,,,,,,,,,,,,,,25c9fbab-710b-40c4-81d5-bfd62e8a8135,2861,,"[2.0, 73.9]",3773593,59,,,-1.4243121,,Right Foot,,,,"[3.8, 61.7]",,Ground Pass,,12.332072,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,108,Villarreal,222,['3955478f-8d84-48dc-adb4-b694f4f5b642'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:14:33.362,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.283177,,,,,,,,,,,,,,,9bd1e022-4b12-4b91-baae-ea886ed973d8,2864,,"[3.8, 62.3]",3773593,59,,,0.23497185,,Right Foot,,,,"[36.8, 70.2]",,High Pass,,33.932434,,Incomplete,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,108,Villarreal,222,"['3ce7e130-997e-40bb-8c6e-e8112df36979', '930aa7f1-8484-427d-b52b-4041779943d4']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:14:34.973,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.045575,,,,,,,,,,,,,,,b9017354-7e3d-41ea-9df9-ecc8859a1009,2868,,"[79.3, 27.1]",3773593,59,,,2.4702802,,Right Foot,,,,"[57.9, 44.1]",,Ground Pass,,27.330568,,,,Daniel Parejo Muñoz,6595.0,,,,,,2,From Throw In,Vicente Iborra De La Fuente,3497.0,Center Defensive Midfield,108,Villarreal,222,['4d403782-16c0-4389-940d-935dcfa8ab22'],42,,,,,,,,,,,,,,,,,Villarreal,222,00:14:42.434,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.802985,,,,,,,,,,,,,,,e652a626-7369-472f-9672-4f1640a401f8,2871,,"[57.9, 44.1]",3773593,59,,,0.37385753,,Right Foot,,,,"[70.9, 49.2]",,Ground Pass,,13.964598,,,,Vicente Iborra De La Fuente,3497.0,,,,,,2,From Throw In,Daniel Parejo Muñoz,6595.0,Left Center Midfield,108,Villarreal,222,['295155f2-e8bc-4494-b722-6564aa9542fc'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:14:44.676,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.288864,,,,,,,,,,,,,,,48a822a8-6bf8-4f48-8c17-5a4f18608164,2875,,"[77.5, 46.7]",3773593,59,,,-0.60374933,,Left Foot,,,,"[83.3, 42.7]",,Ground Pass,,7.045566,,Pass Offside,,Gerard Moreno Balaguero,6766.0,,,,,,2,From Throw In,Vicente Iborra De La Fuente,3497.0,Center Defensive Midfield,108,Villarreal,222,"['1bdb2c03-ebd2-4906-914d-0090066462c6', 'f857e712-0b2f-4a24-94c0-42da8d7f8602']",47,,,,,,,,,,,,,,,,,Villarreal,222,00:14:47.516,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.933477,,,,,,,,,,,,,,,28d9920a-5aed-4c99-a3d5-bcc0030752d3,2877,,"[31.1, 49.3]",3773593,60,,,-1.3728336,,Right Foot,,,,"[37.9, 15.4]",,Ground Pass,,34.57528,,,,Jordi Alba Ramos,5211.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,109,Barcelona,217,['5cd37cc6-1c8f-4083-94c9-bd550f68288e'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:15:13.430,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.632547,,,,,,,,,,,,,,,dab76ebe-0010-4aa8-8df4-15343a46257c,2880,,"[36.3, 9.7]",3773593,60,,,-0.06484403,,Left Foot,,,,"[51.7, 8.7]",,Ground Pass,,15.432433,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,109,Barcelona,217,['2e8190f6-8826-4a2a-9c2c-721407d118dc'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:15:17.101,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.099755,,,,,,,,,,,,,,,e63c438e-3531-4973-8c94-b77f70a3eb39,2884,,"[50.9, 8.8]",3773593,60,,,0.23374318,,Right Foot,,,,"[57.2, 10.3]",,Ground Pass,,6.47611,,,,Anssumane Fati,30756.0,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,109,Barcelona,217,"['4691d7c0-45b3-464c-beca-b8e3d73076ab', 'd4c4d07b-f7a0-4020-99e4-58defb5aa1dd']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:15:18.773,Pass,True,2020/2021
,,,,,,,,,,,,,,,,0.441081,,,,,,,,,,,,,,,bae048fd-f352-4d4b-b5b2-f099e6e95510,2891,,"[59.6, 5.3]",3773593,60,,,-0.61466295,,Right Foot,,,,"[64.7, 1.7]",,Ground Pass,,6.2425957,,,,Frenkie de Jong,8118.0,,,,,,2,From Free Kick,Anssumane Fati,30756.0,Left Wing,109,Barcelona,217,['74bde221-d223-4436-95d1-0481172e9837'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:15:21.382,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.111698,,,,,,,,,,,,,,,afa54eb1-849e-44c1-8504-c0963861205a,2895,,"[85.9, 2.8]",3773593,60,,,1.2587543,,Right Foot,,,,"[86.9, 5.9]",,Ground Pass,,3.2572994,,Incomplete,,Anssumane Fati,30756.0,,,,,,2,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,109,Barcelona,217,"['10f7d6d3-131a-4809-90a3-1dd265564a6e', '670c6354-4aae-44a0-8523-ead5c56e19cd', 'b9e0820b-deb9-409a-9492-f348f16348b4']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:15:24.413,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.801737,,,,,,,,,,,,,,,c5f18e87-a33c-4d80-ba82-01df9798fa4a,2898,,"[91.1, 5.7]",3773593,60,,,0.21938425,,Right Foot,,,,"[105.9, 9.0]",,Ground Pass,,15.163443,,,,Anssumane Fati,30756.0,,,,,Recovery,2,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,109,Barcelona,217,['1abe1137-e41c-41dd-a7d8-c6966b877c9a'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:15:25.520,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.821485,,,,,,,,,,,,,,,bf93e1e7-9640-4d07-847b-abaa4462887b,2901,,"[104.8, 6.1]",3773593,60,,,3.119374,,Right Foot,,,,"[95.8, 6.3]",,Ground Pass,,9.002222,,,,Frenkie de Jong,8118.0,,,,,,2,From Free Kick,Anssumane Fati,30756.0,Left Wing,109,Barcelona,217,['f879a2ce-0b68-4b89-a9f2-f3b26732c3f6'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:15:29.467,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.267286,,,,,,,,,,,,,,,cbf0a9f2-849a-4228-93df-09d9418d1338,2904,,"[94.6, 7.9]",3773593,60,,,2.1270635,,Right Foot,,,,"[82.6, 27.2]",,Ground Pass,,22.726416,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,109,Barcelona,217,['47f80e82-b976-46a6-a956-7ea8564f55e9'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:15:31.002,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.055828,,,,,,,,,,,,,,,e2a8113d-52b7-4642-a189-2699018da935,2907,,"[83.3, 29.8]",3773593,60,,,0.8336366,,Right Foot,,,,"[90.2, 37.4]",,Ground Pass,,10.264989,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,109,Barcelona,217,['d5e70271-9299-4103-981c-cf8e16ab70f6'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:15:32.948,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.438858,,,,,,,,,,,,,,,9daacccb-e615-4837-a6b0-03b3e28372ee,2910,,"[84.2, 38.7]",3773593,60,,,1.6544715,,Right Foot,,,,"[82.9, 54.2]",,Ground Pass,,15.55442,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,['ffd6d709-5899-406c-a59d-add5bc1fb68c'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:15:35.947,Pass,,2020/2021
