bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,9c2b1959-3487-4289-ac41-43d509c1849f,16,,"[29.3, 43.2]",267058,0,,,,,0.53797,,Right Foot,,,"[77.4, 71.9]",High Pass,,56.011604,,,,Mehdi Carcela-González,5725.0,,,,,,1,From Kick Off,David Rodríguez Lombán,6702.0,Center Back,2,Granada,1049,['a69c6402-79e2-465c-b9ad-fdd9a8070d94'],8,,,,,,,,,,,,,,,,,Granada,1049,00:00:08.776,Pass,,2016/2017
,,,,,,,,,,,,,,,2.0808,,,,,,,,,,,,,b8f39ddf-4273-4370-b3c9-06247d718186,18,,"[77.4, 71.9]",267058,0,,,,True,0.14888994,,,,,"[103.4, 75.8]",High Pass,,26.290873,,Incomplete,,Artem Kravets,27639.0,,,,,,1,From Kick Off,Mehdi Carcela-González,5725.0,Right Wing,2,Granada,1049,"['3695a0b3-6527-48c1-bd28-89046eeb1249', 'a9b7e3db-9e4d-43f7-8daa-5a9c51578a32', 'ad305972-58d3-4a61-98ac-c543e4da7d67']",11,,,,,,,,,,,,,,,,,Granada,1049,00:00:11.456,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.5092,,,,,,,,,,,,,37ee3af2-2781-4a5a-98f4-6e00c604ea62,22,,"[105.5, 80.0]",267058,0,,,,,-1.299363,,,,,"[111.4, 58.8]",High Pass,,22.005682,,,,Uche Henry Agbo,16338.0,,,,,Throw-in,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Wing Back,3,Granada,1049,['8922fb73-5875-4f57-8607-c54385698ad7'],31,,,,,,,,,,,,,,,,,Granada,1049,00:00:31.727,Pass,,2016/2017
,,,,,,,,,,,,,,,0.7213,,,,,,,,,,,,,94570e76-f6b2-49bb-8e5c-3ba42a7892bf,30,,"[117.4, 60.4]",267058,0,,,,,-1.4518634,,Right Foot,True,,"[119.3, 44.5]",Ground Pass,,16.013119,,Incomplete,,,,,,,,,1,From Throw In,Uche Henry Agbo,16338.0,Left Center Midfield,3,Granada,1049,['e0693c9a-b918-461b-b4a3-6c5514506f79'],36,,,,,,,,,,,,,,,,,Granada,1049,00:00:36.226,Pass,,2016/2017
,,,,,,,,,,,,,,,1.4154,,,,,,,,,,,,,a8190278-620f-4ca1-9f2b-8ddfa7e31e4c,32,,"[8.1, 41.5]",267058,0,,True,,,0.9591993,,Keeper Arm,,,"[13.5, 49.2]",Ground Pass,,9.404786,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['1ecee01b-42c7-45d3-be94-a9591135b22f'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.491,Pass,,2016/2017
,,,,,,,,,,,,,,,1.9253,,,,,,,,,,,,,4dae31e5-ba1c-4847-9946-eb35df620a70,34,,"[28.3, 54.8]",267058,0,,,,,0.9087788,,Right Foot,,,"[44.9, 76.1]",Ground Pass,,27.00463,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['e2fe960e-40fd-4aed-a206-7bb90c404e39'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.395,Pass,,2016/2017
,,,,,,,,,,,,,,,1.4069,,,,,,,,,,,,,09d32a81-e13c-468d-b74b-c7fcd734995a,37,,"[44.1, 75.6]",267058,0,,,,,-2.1239479,,Right Foot,,,"[34.9, 60.7]",Ground Pass,,17.511425,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['894aa74f-a20f-49b5-88db-e87671b418b2', 'ab24c394-e227-43e3-96df-5b2f3a5ee921']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.320,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.0849,,,,,,,,,,,,,8e89c3d2-a9d2-4fa0-a773-55e2828a5e51,40,,"[35.6, 60.1]",267058,0,,,,,-1.4372673,,Right Foot,,,"[39.2, 33.3]",Ground Pass,,27.04071,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['733adbf2-cdeb-4b9d-b26d-605b20b9b14c'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.920,Pass,,2016/2017
,,,,,,,,,,,,,,,1.9154,,,,,,,,,,,,,316d17ab-8bce-40d0-9ddd-142a5a4706d7,43,,"[41.6, 35.3]",267058,0,,,,,-1.5071374,,Right Foot,,,"[43.2, 10.2]",Ground Pass,,25.150944,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,4,Barcelona,217,['db556b5a-9e94-4e98-85c3-98e346b1f8cd'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.244,Pass,,2016/2017
,,,,,,,,,,,,,,,2.6675,,,,,,,,,,,,,53fa155a-4c70-4c97-96f0-5f0ef5c05374,46,,"[43.2, 10.2]",267058,0,,,,,1.6182768,,Left Foot,,,"[41.0, 56.5]",Ground Pass,,46.352238,,,,Javier Alejandro Mascherano,5506.0,,True,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['507b94b7-d8fa-4988-a04e-d36dc0f5b8fa'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.828,Pass,,2016/2017
,,,,,,,,,,,,,,,1.4939,,,,,,,,,,,,,82499825-56f8-400b-9c82-380c9049efc0,49,,"[41.3, 58.6]",267058,1,,,,,1.0104364,,Right Foot,,,"[50.9, 73.9]",Ground Pass,,18.062391,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['f4402a68-c6b3-4950-ba54-bb5d6f026826'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.767,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3115,,,,,,,,,,,,,1595a688-896d-41d3-82ef-baa5c1306b98,53,,"[50.5, 72.6]",267058,1,,,,,-2.5356767,,Right Foot,,,"[36.5, 62.9]",Ground Pass,,17.032028,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['5d98e0ee-42aa-41af-af05-2ea04a764851', '6fcc8d47-af0e-4ae8-be6f-441838100cd4']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.242,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.6509,,,,,,,,,,,,,036c935f-927d-45cf-8e9b-2b30bbf73dc9,56,,"[37.5, 61.0]",267058,1,,,,,-1.37734,,Right Foot,,,"[44.2, 26.8]",Ground Pass,,34.85011,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['d594bc60-642b-45e0-a05e-6922336de215'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.698,Pass,,2016/2017
,,,,,,,,,,,,,,,1.2938,,,,,,,,,,,,,6d0c9162-f573-4a28-8d94-d802ce30a9c1,59,,"[51.2, 19.2]",267058,1,,,,,-1.0036551,,Left Foot,,,"[61.2, 3.5]",Ground Pass,,18.614243,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['2cc1eca1-8ef2-4c48-93e1-23f1d9538beb'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.139,Pass,,2016/2017
,,,,,,,,,,,,,,,0.7996,,,,,,,,,,,,,a4a678b1-748c-4ee2-ab2b-ddb6a5a66f2c,62,,"[64.2, 1.4]",267058,1,,,,,1.6902252,,Left Foot,,,"[63.3, 8.9]",Ground Pass,,7.553807,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,4,Barcelona,217,['826d0b6a-0d01-4680-bb93-6022bba6aa6f'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.347,Pass,,2016/2017
,,,,,,,,,,,,,,,2.0707,,,,,,,,,,,,,81215f93-d7e9-48e1-8b45-9bfa6cbdb11b,65,,"[62.7, 9.6]",267058,1,,,,,2.8762085,,Right Foot,,,"[43.2, 14.9]",Ground Pass,,20.207424,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,4,Barcelona,217,['26d8413c-51a1-4ad1-b820-d1742cbfcb55'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.762,Pass,,2016/2017
,,,,,,,,,,,,,,,1.7995,,,,,,,,,,,,,7c4edc9b-8b8c-4bb0-89cc-4861e171d448,67,,"[43.2, 14.9]",267058,1,,,,,1.4202585,,Left Foot,,,"[48.6, 50.5]",Ground Pass,,36.00722,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['b2391f4e-d69d-4a3a-a829-17095c5010a5'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.833,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3418,,,,,,,,,,,,,e52f0675-6afe-4d99-a96d-3ab34ea8ddcd,70,,"[49.6, 53.8]",267058,1,,,,,1.0086411,,Right Foot,,,"[63.9, 76.5]",Ground Pass,,26.828716,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['991e15a4-0da9-43d3-9278-59dd31e26a1d'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.251,Pass,,2016/2017
,,,,,,,,,,,,,,,0.8223,,,,,,,,,,,,,2782dcae-914d-48f0-ae90-ab3ac8600cf7,73,,"[64.3, 75.7]",267058,1,,,,,0.16292647,,Right Foot,,,"[71.6, 76.9]",Ground Pass,,7.3979726,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['1e0f72d7-865b-45e4-8c15-a816375c65cf'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.439,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3535,,,,,,,,,,,,,76f09ee3-da34-4853-b7ff-897905efc829,77,,"[69.9, 76.0]",267058,1,,,,,-3.125594,,Left Foot,,,"[57.4, 75.8]",Ground Pass,,12.5016,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['360a4dee-d2c2-4fe9-816f-cb788daf18f5'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.151,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9767,,,,,,,,,,,,,6129536e-d16d-4484-8fe7-573a2925ec5a,81,,"[54.9, 75.7]",267058,1,,,,,-2.2565258,,Right Foot,,,"[48.6, 68.0]",Ground Pass,,9.94887,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['5a3197ef-e741-4b13-834d-21de84678910', '9f67a0cf-d1c3-4f3e-b90b-10d76912ca15']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.999,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.6738,,,,,,,,,,,,,75e01130-a1c3-4ed3-9526-f32a44d329b7,84,,"[48.6, 68.0]",267058,1,,,,,-1.5384693,,Right Foot,,,"[49.9, 27.8]",Low Pass,,40.221016,,,,Samuel Yves Umtiti,5492.0,,True,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['a7ed2c10-2ba4-44f3-99bc-168b5d44c955'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.502,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9471,,,,,,,,,,,,,aeb936d9-ffee-4563-8923-ac1afe2adc46,87,,"[70.2, 18.4]",267058,1,,,,,-1.5624632,,Left Foot,,,"[70.3, 6.4]",Ground Pass,,12.000417,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['35c2ac4f-d84d-4743-87df-c6f37bf03a72'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.867,Pass,,2016/2017
,,,,,,,,,,,,,,,0.5757,,,,,,,,,,,,,cb88455c-72e9-49c5-adc4-0f33d21dcdae,90,,"[70.3, 6.4]",267058,1,,,,,-0.65107673,,Left Foot,,,"[76.6, 1.6]",Ground Pass,,7.920227,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,4,Barcelona,217,['0547e16a-4fe7-40aa-9ab1-a475b0b8d92f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.379,Pass,,2016/2017
,,,,,,,,,,,,,,,0.5088,,,,,,,,,,,,,9566772f-f686-4fa3-8c34-e0d7722f2bd7,93,,"[76.6, 1.6]",267058,1,,,,,1.2304144,,Right Foot,,,"[78.3, 6.4]",Ground Pass,,5.0921507,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['4e966d87-3408-44e1-9073-adbc42f022b4'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.403,Pass,,2016/2017
,,,,,,,,,,,,,,,0.5956,,,,,,,,,,,,,8f5185f3-0514-40b0-9370-06ed0dbf2d4c,97,,"[90.3, 16.6]",267058,1,,,,,1.9040406,,Left Foot,,,"[87.6, 24.4]",Ground Pass,,8.25409,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,4,Barcelona,217,"['45ebe7e9-cc43-447c-8ce6-4a7e8adb083f', 'ff31a620-c5a3-4805-bb20-a866303ba0e1']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.665,Pass,True,2016/2017
,,,,,,,,,,,,,,,0.1671,,,,,,,,,,,,,ed7b16ec-5903-4bb5-9b28-b062db321b0d,101,,"[89.0, 37.4]",267058,1,,,,,-0.27829966,,Right Foot,,,"[91.1, 36.8]",Ground Pass,,2.184033,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,Regular Play,Denis Suárez Fernández,6609.0,Right Center Midfield,4,Barcelona,217,"['4bb61a06-0633-4ab4-bc88-42c2d746874c', 'b70453aa-123b-4c1c-ab6b-264dc507b259']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.346,Pass,,2016/2017
,,,,,,,,,,,,,,,1.1089,,,,,,,,,,,,,938edbc6-c716-4177-9805-577e5c83fd31,104,,"[26.8, 35.3]",267058,1,,,,,0.32414863,,Left Foot,,,"[39.3, 39.5]",Ground Pass,,13.186736,,Incomplete,,Andreas Hoelgebaum Pereira,6846.0,,,,,Recovery,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,4,Barcelona,217,"['45630e5f-77ef-4131-b3cb-e562ec9a6a1c', 'd2ccd0b1-1f34-45d8-857b-27f9fef86adc']",46,,,,,,,,,,,,,,,,,Granada,1049,00:01:46.071,Pass,,2016/2017
,,,,,,,,,,,,,,,3.3524,,,,,,,,,,,,,f426e016-d1eb-4c72-9dd2-bcd44920e51d,109,,"[84.9, 29.9]",267058,1,,,,,-0.5409213,,Left Foot,,,"[114.2, 12.3]",Ground Pass,,34.179672,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['cb9faa6c-ee78-420c-af7c-99dfe67e55c0', 'e201a1b6-d241-4baa-a881-5b4b87a524b3']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.238,Pass,True,2016/2017
,,,,,,,,,,,,,,,2.4912,,,,,,,,,,,,,14de7878-dc33-4f83-8b82-4d04d6f81759,113,,"[113.3, 16.5]",267058,1,,,,,2.1145325,,Right Foot,True,,"[91.9, 51.9]",High Pass,,41.365685,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['8a50ae89-e724-4465-970f-9769d4781462'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.903,Pass,,2016/2017
,,,,,,,,,,,,,,,1.4821,,,,,,,,,,,,,280c20a6-9a94-436f-ba11-5a04791f4103,117,,"[90.0, 50.6]",267058,2,,,,,-0.80931705,,Left Foot,,,"[100.2, 39.9]",High Pass,,14.782761,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['7ab97821-4dae-4c4a-b743-fc8492cccdfe', 'e1285700-26de-4d13-b6a1-19138c5713af']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.102,Pass,,2016/2017
,,,,,,,,,,,,,,,1.1707,,,,,,,,,,,,,5864db14-ce73-4478-85fc-3385f966425a,120,,"[91.4, 52.4]",267058,2,,,,,-0.29581976,,Head,,,"[101.9, 49.2]",High Pass,,10.976793,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['3bb76f9e-4ca8-416b-8f78-8a94e855ad74'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.426,Pass,,2016/2017
