50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.2089,,,,,,,,,,,,9c09162f-4666-44af-8e04-f9025bb71c01,2048,,,"[9.1, 21.6]",69326,44,,,,1.0691171,,Keeper Arm,,,"[27.2, 54.6]",,Low Pass,,37.63788,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,113,Barcelona,217,['21b295c8-2865-4472-a220-c7e60a6cf150'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:44:22.663,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4081,,,,,,,,,,,,04a1c874-d455-4bd4-828c-fb8fcba902ad,2051,,,"[27.2, 54.6]",69326,44,,,,-1.0485567,,Right Foot,,,"[35.2, 40.7]",,Ground Pass,,16.037767,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,113,Barcelona,217,['18253bda-d826-43ec-821b-17fb0ba7d76a'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:44:25.401,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9319,,,,,,,,,,,,e1181867-117b-4b92-937c-b69b89689806,2054,,,"[43.8, 41.3]",69326,44,,,,-0.76214653,,Right Foot,,,"[63.6, 22.4]",,Ground Pass,,27.37243,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,113,Barcelona,217,['58279464-f6cd-4f2e-b779-872e5edde53d'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.678,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5765,,,,,,,,,,,,ff195f6b-c7d8-42ea-b272-984bd19c7af9,2057,,,"[69.2, 20.9]",69326,44,,,,0.071909696,,Right Foot,,,"[92.8, 22.6]",,Ground Pass,,23.66115,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,113,Barcelona,217,['e6b8f2c7-265d-4271-abbb-04b160831465'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:44:31.892,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2117,,,,,,,,,,,,4b3d7d61-cf99-45e2-b307-08adce553284,2062,,,"[99.1, 24.7]",69326,44,,,,-1.2014626,,Right Foot,,,"[103.9, 12.3]",,Low Pass,,13.296617,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,113,Barcelona,217,"['05d4521e-0dc3-44f3-b2a9-bb21af100d1b', 'ed8e489f-10b1-4dec-a68f-bfb7d39964a4']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.933,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.326,,,,,,,,,,,,9f057382-e400-47aa-99c8-c60c2fb6151c,2065,,,"[105.8, 12.1]",69326,44,,,,2.3105829,d1b0f976-4488-4d54-bb7a-8dbbaf5b549f,Right Foot,,,"[94.3, 24.7]",,Ground Pass,,17.059015,,,,Andrés Iniesta Luján,5216.0,True,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,113,Barcelona,217,['22912b1e-4ad2-4e48-bb36-3e10f10c3b8b'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.743,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0521,,,,,,,,,,,,ad1c13f5-0cda-4b6e-9799-c7ed82dd3b9b,2074,,,"[24.9, 56.9]",69326,44,,,,-1.2141393,,Drop Kick,,,"[42.3, 10.2]",,High Pass,,49.83623,,Incomplete,,José Antonio Reyes Calderón,23816.0,,True,,,,1,From Keeper,Andrés Palop Cervera,25946.0,Goalkeeper,115,Sevilla,213,"['abc290be-0fc3-430f-b6e1-7d3b7ee66e24', 'ed904c0e-eb70-4054-8480-18f4d99b5bd0']",47,,,,,,,,,,,,,,,,,Sevilla,213,00:44:47.632,Pass,,2011/2012
,,,,,,,,,,,,,,,1.414275,,,,,,,,,,,,abc290be-0fc3-430f-b6e1-7d3b7ee66e24,2077,,,"[78.7, 70.8]",69326,44,True,,True,0.57767594,,,,,"[92.2, 79.6]",,High Pass,,16.1149,,Out,,,,,,,,Recovery,1,From Keeper,Daniel Alves da Silva,4324.0,Right Back,115,Sevilla,213,"['7d6031ac-e944-40ce-8c94-46981cf5ac8a', 'ad1c13f5-0cda-4b6e-9799-c7ed82dd3b9b']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:44:48.684,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.698881,,,,,,,,,,,,1cde8c7a-7b31-4297-9d6a-eed7a9d98a35,2078,,,"[41.0, 1.0]",69326,44,,,,2.675957,,,,,"[20.9, 11.1]",,Low Pass,,22.494888,,,,Julien Escudé,26018.0,,,,,Throw-in,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,116,Sevilla,213,['b08cdd79-d324-455e-9669-e899b05ee8bf'],57,,,,,,,,,,,,,,,,,Sevilla,213,00:44:57.865,Pass,,2011/2012
,,,,,,,,,,,,,,,1.927202,,,,,,,,,,,,ba93037d-5bd1-4338-a119-1b2e5511ea88,2081,,,"[22.8, 12.1]",69326,45,,,,1.7441139,,Left Foot,,,"[16.9, 45.8]",,Ground Pass,,34.21257,,,,Emir Spahić,26791.0,,,,,,1,From Throw In,Julien Escudé,26018.0,Left Center Back,116,Sevilla,213,['d4043196-3f42-46f5-a186-431522cca30d'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:45:03.087,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3148,,,,,,,,,,,,631d508b-689a-4dd9-87ca-6441742644ca,2084,,,"[16.7, 49.1]",69326,45,,,,-0.16597173,,Right Foot,,,"[36.4, 45.8]",,Ground Pass,,19.974483,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Throw In,Emir Spahić,26791.0,Right Center Back,116,Sevilla,213,['658ac71e-10ff-474b-8119-6feacf7b3ee0'],6,,,,,,,,,,,,,,,,,Sevilla,213,00:45:06.228,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9948,,,,,,,,,,,,848a1bc8-a9ee-44d2-9a04-2664140b52b5,2087,,,"[34.9, 54.0]",69326,45,,,,1.1836122,,Right Foot,,,"[43.3, 74.6]",,Ground Pass,,22.246798,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Throw In,Gary Alexis Medel Soto,16453.0,Right Center Midfield,116,Sevilla,213,['69b083bc-4b7e-4886-ac49-bcd5b7857c01'],9,,,,,,,,,,,,,,,,,Sevilla,213,00:45:09.989,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4871,,,,,,,,,,,,e9d92d7c-8335-47b7-8289-9565e876e1cf,2090,,,"[38.9, 73.7]",69326,45,,,,-2.3593097,,Left Foot,,,"[22.8, 57.7]",,Ground Pass,,22.698238,,,,Emir Spahić,26791.0,,,,,,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Right Back,116,Sevilla,213,['8b8c5ed1-622f-4c27-8dac-f656e2944e14'],12,,,,,,,,,,,,,,,,,Sevilla,213,00:45:12.468,Pass,,2011/2012
,,,,,,,,,,,,,,,2.2424,,,,,,,,,,,,cf938e17-25a6-453b-8b73-7bc7d6e14323,2093,,,"[23.8, 53.3]",69326,45,,,,-2.6462815,,Right Foot,,,"[6.4, 43.9]",,Ground Pass,,19.776754,,,,Andrés Palop Cervera,25946.0,,,,,,1,From Throw In,Emir Spahić,26791.0,Right Center Back,116,Sevilla,213,['d6f47130-0218-4619-ad0a-8995a4363264'],16,,,,,,,,,,,,,,,,,Sevilla,213,00:45:16.142,Pass,,2011/2012
,,,,,,,,,,,,,,,1.748405,,,,,,,,,,,,26e1cad4-165c-4a3f-9772-77d4d1a4a70a,2096,,,"[6.8, 43.4]",69326,45,,,,-1.3611565,,Right Foot,,,"[14.8, 5.8]",,Low Pass,,38.441643,,,,Julien Escudé,26018.0,,,,,,1,From Throw In,Andrés Palop Cervera,25946.0,Goalkeeper,116,Sevilla,213,['d8c133f2-5e45-4b41-a61a-f308a4408cfb'],18,,,,,,,,,,,,,,,,,Sevilla,213,00:45:18.505,Pass,,2011/2012
,,,,,,,,,,,,,,,1.626949,,,,,,,,,,,,c91f669b-75ad-4e51-a86c-8aa7c270a7d3,2099,,,"[14.8, 5.8]",69326,45,,,,1.9147185,,Left Foot,,,"[4.7, 34.0]",,Ground Pass,,29.954132,,,,Andrés Palop Cervera,25946.0,,,,,,1,From Throw In,Julien Escudé,26018.0,Left Center Back,116,Sevilla,213,['9a3818de-3381-48f9-a984-6d563bc51c1a'],21,,,,,,,,,,,,,,,,,Sevilla,213,00:45:21.503,Pass,,2011/2012
,,,,,,,,,,,,,,,1.949,,,,,,,,,,,,f90a1474-8bff-447a-99df-9f0cc6e6d04e,2102,,,"[5.7, 35.5]",69326,45,,,,-0.44020644,,Right Foot,,,"[45.4, 16.8]",,High Pass,,43.88371,,,,Frédéric Oumar Kanouté,25960.0,,,,,,1,From Throw In,Andrés Palop Cervera,25946.0,Goalkeeper,116,Sevilla,213,['2206f2bc-42e3-45cf-9394-e86de50cdcc4'],26,,,,,,,,,,,,,,,,,Sevilla,213,00:45:26.972,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9407,,,,,,,,,,,,e83f5791-3fd1-4cd9-8201-6ef8269e221b,2105,,,"[45.4, 17.4]",69326,45,,,,2.9379342,,Right Foot,,,"[36.2, 19.3]",,Low Pass,,9.394147,,,,Julien Escudé,26018.0,,,,,,1,From Throw In,Frédéric Oumar Kanouté,25960.0,Right Center Forward,116,Sevilla,213,"['06c50316-e585-4abc-9d8f-9db5038544fa', 'f34abade-e8a6-4e7b-a3eb-20126639fc50']",28,,,,,,,,,,,,,,,,,Sevilla,213,00:45:28.921,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.0545,,,,,,,,,,,,43a2e73b-e967-4bc7-b06a-1893320c60cb,2111,,,"[97.4, 69.1]",69326,45,,,,-1.5707964,,Right Foot,,,"[97.4, 55.0]",,Ground Pass,,14.1,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,117,Barcelona,217,"['2650bb6c-6114-46bb-a38b-5f0349160caf', 'baf70e0d-837b-4b20-a076-b0a85df57991']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:45:32.710,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.3875,,,,,,,,,,,,a22db16c-9000-4331-846e-01831f1ba23a,2115,,,"[99.3, 52.5]",69326,45,,,,-1.3109136,91cab71e-7903-466f-9c8f-977c11c24163,Left Foot,,,"[103.9, 35.2]",,Ground Pass,,17.901117,,,,Francesc Fàbregas i Soler,3478.0,True,,Through Ball,True,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,117,Barcelona,217,"['8aae23b6-5bff-49ab-82af-65e499a1070b', '8b5cfd99-14f0-4f45-8e4a-6cb2d0b7ec57']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:45:34.576,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.1431,,,,,,,,,,,,2351342d-77d3-4d06-b505-22fe7f95898c,2121,,,"[104.1, 25.8]",69326,45,,,,-0.3332443,,Right Foot,,,"[111.9, 23.1]",,Ground Pass,,8.25409,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,117,Barcelona,217,['f69eac45-e29a-4a1a-8612-5e399d38576f'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:45:41.413,Pass,,2011/2012
,,,,,,,,,,,,,,,0.1972,,,,,,,,,,,,489f48b7-aaa3-4918-ab06-d86b164f5adb,2124,,,"[116.1, 25.2]",69326,45,,,,1.5337762,,Left Foot,True,,"[116.3, 30.6]",,Low Pass,,5.4037023,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,117,Barcelona,217,"['1c11f8aa-3cac-43bd-a952-8ab51d5be93e', '3cd17430-a8f0-40db-bad8-268e0f311e73']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:45:43.133,Pass,,2011/2012
,,,,,,,,,,,,,,,1.731,,,,,,,,,,,,72b2c298-bcb1-45d2-abc1-a33f65023b1b,2127,,,"[120.0, 1.0]",69326,46,,,,1.7144386,,Right Foot,,,"[114.2, 41.1]",,High Pass,True,40.51728,,Incomplete,,Sergio Busquets i Burgos,5203.0,,True,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,118,Barcelona,217,"['7957aa6a-db4f-45ea-8149-37f6b15246a4', 'b0be0d51-dd2f-4464-b275-c44262673d26']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.226,Pass,,2011/2012
,,,,,,,,,,,,,,,0.4372,,,,,,,,,,,,8e5cb7ea-d923-4a19-a917-f4612c243095,2135,,,"[60.0, 40.0]",69326,45,,,,1.3825748,,Right Foot,,,"[60.4, 42.1]",,Ground Pass,,2.1377559,,,,Frédéric Oumar Kanouté,25960.0,,,,,Kick Off,2,From Kick Off,Manuel del Moral Fernández,24507.0,Left Center Forward,119,Sevilla,213,['1445fb43-01e4-401b-bb34-85ed8ef72e2c'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.371,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4183,,,,,,,,,,,,55d9b799-31a1-4277-ac54-60b358c2ee39,2138,,,"[60.8, 44.0]",69326,45,,,,-2.549289,,Right Foot,,,"[50.1, 36.8]",,Ground Pass,,12.896899,,,,Ivan Rakitić,5470.0,,,,,,2,From Kick Off,Frédéric Oumar Kanouté,25960.0,Right Center Forward,119,Sevilla,213,['d02cfe76-9e18-4486-a987-3b94866a1f85'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.848,Pass,,2011/2012
,,,,,,,,,,,,,,,1.481181,,,,,,,,,,,,8126a314-05fc-4f60-8b22-f54afbcb82f2,2141,,,"[49.2, 31.1]",69326,45,,,,-3.0155046,,Right Foot,,,"[42.1, 30.2]",,Ground Pass,,7.156815,,,,Julien Escudé,26018.0,,,,,,2,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,119,Sevilla,213,['a39ab08b-f7bc-4bdb-9490-359804e743a3'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:00:03.131,Pass,,2011/2012
,,,,,,,,,,,,,,,2.012263,,,,,,,,,,,,d77ae198-6937-4c78-bac3-9be088b32c55,2144,,,"[41.4, 30.2]",69326,45,,,,1.8533512,,Left Foot,,,"[35.1, 51.9]",,Ground Pass,,22.596018,,,,Emir Spahić,26791.0,,,,,,2,From Kick Off,Julien Escudé,26018.0,Left Center Back,119,Sevilla,213,['4e3dd37f-1e9f-4a74-89ed-ed14de706273'],5,,,,,,,,,,,,,,,,,Sevilla,213,00:00:05.562,Pass,,2011/2012
,,,,,,,,,,,,,,,1.975688,,,,,,,,,,,,0b71aca7-e958-45a9-a054-9e2e13e6c941,2147,,,"[41.9, 60.1]",69326,45,,,,-0.26597092,,Right Foot,,,"[72.0, 51.9]",,High Pass,,31.196955,,Incomplete,,Jesús Navas González,6821.0,,,,,,2,From Kick Off,Emir Spahić,26791.0,Right Center Back,119,Sevilla,213,"['241b107a-e4f0-437f-8e7b-2290f5a4dfe5', 'd574948e-6d89-4c66-812d-a246c6e7fbcb']",9,,,,,,,,,,,,,,,,,Sevilla,213,00:00:09.616,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5941,,,,,,,,,,,,241b107a-e4f0-437f-8e7b-2290f5a4dfe5,2149,,,"[49.0, 29.1]",69326,45,,,,-2.6933284,,Head,,,"[35.9, 22.8]",,High Pass,,14.536161,,,,Adriano Correia Claro,22102.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,120,Barcelona,217,"['036a7aa4-f0db-47ad-999d-3db688917454', '0b71aca7-e958-45a9-a054-9e2e13e6c941']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.591,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3197,,,,,,,,,,,,f05c1945-4d0d-4f5a-ae77-60c883cb2418,2152,,,"[43.1, 27.7]",69326,45,,,,-1.2139724,,Right Foot,,,"[49.4, 10.8]",,Ground Pass,,18.036076,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,120,Barcelona,217,['7db26bdd-b98a-42af-a1b4-d711e712d20d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.190,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2662,,,,,,,,,,,,2a7c45d1-6351-4823-8458-c818bc345132,2156,,,"[49.2, 13.6]",69326,45,,,,1.9524364,,Right Foot,,,"[43.1, 28.8]",,Ground Pass,,16.37834,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,120,Barcelona,217,"['85bab49b-dce6-4548-b9ca-87175457562b', 'c0b020af-7bc3-4f37-a958-e0afaf92b1ef']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.169,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.836,,,,,,,,,,,,60f759ca-84b1-4563-8353-4ec98460da67,2159,,,"[43.3, 38.6]",69326,45,,,,0.489393,,Right Foot,,,"[52.5, 43.5]",,Ground Pass,,10.423532,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,120,Barcelona,217,['25012aae-e382-429a-a591-2388055cde1d'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.348,Pass,,2011/2012
,,,,,,,,,,,,,,,1.8517,,,,,,,,,,,,842e72bf-7670-47ac-bf8c-b84f0017d13b,2161,,,"[52.5, 43.5]",69326,45,,,,1.8614688,,Right Foot,,,"[45.5, 66.9]",,High Pass,,24.424578,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,120,Barcelona,217,['311c7f8c-fc0a-437b-8a54-448365a1bbf1'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.184,Pass,,2011/2012
,,,,,,,,,,,,,,,1.856599,,,,,,,,,,,,38809017-24de-4cab-9529-7f6bc7d343da,2164,,,"[52.7, 68.1]",69326,45,,,,-1.4406942,,Right Foot,,,"[58.3, 25.3]",,High Pass,,43.1648,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,True,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,120,Barcelona,217,"['975b6984-552c-41a7-b249-7b4e77a783f1', 'a89904e3-58be-46f0-85d8-317a4783a6b0']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.605,Pass,,2011/2012
,,,,,,,,,,,,,,,2.091369,,,,,,,,,,,,5b842e90-36a3-49dd-818a-d700f7b6a778,2167,,,"[53.9, 23.9]",69326,45,,,,0.1322704,,Right Foot,,,"[77.2, 27.0]",,High Pass,,23.505318,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,120,Barcelona,217,"['197e82c1-aed2-4984-bc7c-2998567ca527', '36599df1-45bf-439f-a9eb-86f41918b5f9']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.744,Pass,,2011/2012
,,,,,,,,,,,,,,,1.178433,,,,,,,,,,,,36599df1-45bf-439f-a9eb-86f41918b5f9,2169,,,"[43.8, 54.0]",69326,45,,,,0.0976268,,Head,,,"[63.2, 55.9]",,High Pass,,19.492819,,Incomplete,,Jesús Navas González,6821.0,,,,,Recovery,2,Regular Play,Emir Spahić,26791.0,Right Center Back,120,Barcelona,217,"['5b842e90-36a3-49dd-818a-d700f7b6a778', 'c5fa1392-4906-41fc-95dd-e4be86756f89', 'd7eb65fe-77f0-43fb-96e5-0798646823de']",30,,,,,,,,,,,,,,,,,Sevilla,213,00:00:30.835,Pass,,2011/2012
,,,,,,,,,,,,,,,1.905093,,,,,,,,,,,,c5fa1392-4906-41fc-95dd-e4be86756f89,2171,,,"[57.8, 25.1]",69326,45,,,,-1.6187943,,Head,,,"[56.7, 2.2]",,High Pass,,22.926403,,Out,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,120,Barcelona,217,"['36599df1-45bf-439f-a9eb-86f41918b5f9', '941beb67-25ad-4fce-a8fb-8d1e1b04f795']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.014,Pass,,2011/2012
,,,,,,,,,,,,,,,3.148207,,,,,,,,,,,,a7390d01-e0b1-4890-8f97-e9b7301d694c,2173,,,"[63.2, 80.0]",69326,45,,,,-1.9393559,,,,,"[52.0, 51.0]",,High Pass,,31.087618,,,,Julien Escudé,26018.0,,,,,Throw-in,2,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Right Back,121,Sevilla,213,['dc090c23-d829-4430-8d6f-45d055747324'],38,,,,,,,,,,,,,,,,,Sevilla,213,00:00:38.327,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5782,,,,,,,,,,,,4261fec8-6dda-44be-bb1a-8d35e9f3ccfb,2176,,,"[49.6, 50.5]",69326,45,,,,2.243275,,Left Foot,,,"[41.0, 61.3]",,Low Pass,,13.805796,,,,Emir Spahić,26791.0,,,,,,2,From Throw In,Julien Escudé,26018.0,Left Center Back,121,Sevilla,213,['a9b6752c-576b-4bdc-9908-a6857c644985'],41,,,,,,,,,,,,,,,,,Sevilla,213,00:00:41.516,Pass,,2011/2012
,,,,,,,,,,,,,,,2.444411,,,,,,,,,,,,2fe217a1-ce01-4a2d-884f-682c873f593b,2179,,,"[36.8, 56.6]",69326,45,,,,-2.7244232,,Right Foot,,,"[10.4, 44.9]",,Ground Pass,,28.876461,,,,Andrés Palop Cervera,25946.0,,,,,,2,From Throw In,Emir Spahić,26791.0,Right Center Back,121,Sevilla,213,['716760b4-6899-48c3-a8c2-1b07a6c12651'],44,,,,,,,,,,,,,,,,,Sevilla,213,00:00:44.181,Pass,,2011/2012
,,,,,,,,,,,,,,,3.0697,,,,,,,,,,,,afd4e07d-7b46-4efa-8348-211c21333282,2182,,,"[9.9, 44.9]",69326,45,,,,-0.5449063,,Right Foot,,,"[62.2, 13.2]",,High Pass,,61.157013,,,,José Antonio Reyes Calderón,23816.0,,,,,,2,From Throw In,Andrés Palop Cervera,25946.0,Goalkeeper,121,Sevilla,213,['ce8f52cb-d397-41b3-b50d-bedca23051b4'],48,,,,,,,,,,,,,,,,,Sevilla,213,00:00:48.225,Pass,,2011/2012
,,,,,,,,,,,,,,,1.6557,,,,,,,,,,,,d148e7c3-b789-4c93-a04e-249ad7c8ce8b,2184,,,"[62.2, 13.6]",69326,45,,,,0.46752355,,Head,,,"[72.5, 18.8]",,High Pass,,11.5381975,,Incomplete,,Manuel del Moral Fernández,24507.0,,,,,,2,From Throw In,José Antonio Reyes Calderón,23816.0,Left Midfield,121,Sevilla,213,"['51807da9-1936-4e03-98b9-dd763289e5ef', '7622bcf3-c7b1-4404-9a6f-bba89c8f47aa']",51,,,,,,,,,,,,,,,,,Sevilla,213,00:00:51.335,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4409,,,,,,,,,,,,7622bcf3-c7b1-4404-9a6f-bba89c8f47aa,2187,,,"[48.5, 62.2]",69326,45,,,True,0.638914,,,,,"[55.5, 67.4]",,High Pass,,8.720092,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,122,Barcelona,217,"['6fe01dac-9508-472d-a02f-416f582b5118', 'bf2b8399-a8e0-42ff-896e-f102bb40e50a', 'd148e7c3-b789-4c93-a04e-249ad7c8ce8b']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.991,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.996,,,,,,,,,,,,79aaaec5-f301-400e-853c-f0da3fb670ad,2189,,,"[53.4, 63.6]",69326,45,,,,-1.4486011,,Head,,,"[54.8, 52.2]",,Low Pass,,11.485643,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,122,Barcelona,217,['bd3c2ad5-40d1-452c-9a43-bf87550eabff'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.432,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0942,,,,,,,,,,,,bb078b30-7ff7-443b-9bf1-763214d379d5,2193,,,"[57.4, 48.7]",69326,45,,,,-1.4370958,,Right Foot,,,"[59.7, 31.6]",,Low Pass,,17.253984,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,122,Barcelona,217,"['2ddf6b16-65f9-46e2-aead-5b52390c5393', 'a854dee6-aeab-47a3-a64a-fb5af9db0af0']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.291,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.2956,,,,,,,,,,,,98dffbbb-55c9-4f46-8cde-172fc5563429,2196,,,"[62.7, 28.4]",69326,45,,,,-1.3193992,,Left Foot,,,"[67.4, 10.1]",,Ground Pass,,18.893915,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,122,Barcelona,217,['1c076085-6cb7-4cf9-9f6f-e1ba9286478c'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.467,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5369,,,,,,,,,,,,8ead36e1-b7a2-4162-8ace-8e3a0d7b3075,2200,,,"[64.1, 10.1]",69326,46,,,,2.8595939,,Right Foot,,,"[53.4, 13.2]",,Ground Pass,,11.1400175,,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,122,Barcelona,217,"['13371ab1-71e1-41c5-b07f-4a2ef9494fd4', 'f27bdd5d-62af-4769-ba9f-1fc304493f0e']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.811,Pass,True,2011/2012
