50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.98659,,,,,,,,,,,,,,,,e8e9fccf-1d08-4f41-9327-2b8e1f67c639,2505,,"[82.7, 1.0]",70219,70,,,,,0.45616645,,,,,,"[114.9, 16.8]",,High Pass,,35.867535,,,,Ángel Lafita Castillo,26020.0,,,,,,Throw-in,2,From Throw In,Pablo Sebastián Valeira Álvarez,26837.0,Left Back,143,Real Zaragoza,395,['c79e3f85-a2d0-48d9-bf64-c0de593c3c1b'],10,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:25:10.582,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.222746,,,,,,,,,,,,,,,,da70f0c7-d896-4cc9-88b2-97c6d81afb88,2510,,"[117.9, 16.0]",70219,70,,,,,1.4069248,,Left Foot,,,,"[120.0, 28.7]",,Low Pass,,12.872451,,Incomplete,,Hélder Manuel Marques Postiga,20011.0,,,,,,,2,From Throw In,Ángel Lafita Castillo,26020.0,Left Wing,143,Real Zaragoza,395,"['d33cc641-60b0-44bf-8e57-a9d058b56a8e', 'de1d20c1-d082-4227-bb0f-d3002b1a108e']",13,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:25:13.247,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.39933,,,,,,,,,,,,,,,,6cc2cd8f-7d23-4a24-8bfa-18a70412a7e4,2513,,"[7.4, 46.7]",70219,70,,True,,,-1.3239056,,Keeper Arm,,,,"[13.6, 22.1]",,Ground Pass,,25.369272,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,144,Barcelona,217,['c92fc556-266d-4772-9b8b-3c68f5d8e068'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:21.124,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.910849,,,,,,,,,,,,,,,,d882d9ff-e0ff-442c-9b48-1e31f374facf,2515,,"[21.4, 8.6]",70219,70,,,,,-0.3196364,,Left Foot,,,,"[35.6, 3.9]",,Ground Pass,,14.957606,,,,Adriano Correia Claro,22102.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,144,Barcelona,217,['f9d66d25-84d4-4a71-a60e-168e5e53907a'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:24.180,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.357994,,,,,,,,,,,,,,,,6e474d75-dc68-40eb-b9b7-8a375921f45c,2518,,"[35.6, 3.9]",70219,70,,,,,2.7509856,,Left Foot,,,,"[22.0, 9.5]",,Ground Pass,,14.707821,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,144,Barcelona,217,['b8b333c0-3ad5-49f8-bf6c-88a88da56e14'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:26.211,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.873096,,,,,,,,,,,,,,,,67864571-79f8-4758-8f8f-4cae847bfd17,2521,,"[22.0, 9.5]",70219,70,,,,,2.0431647,,Right Foot,,,,"[8.0, 36.9]",,Ground Pass,,30.769464,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,144,Barcelona,217,['c3d8f8c3-5733-492c-9598-623a3e998f3a'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:30.380,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.354557,,,,,,,,,,,,,,,,e2ed4784-1ad6-44fa-bf3a-b44388423e65,2524,,"[7.9, 42.2]",70219,70,,,,,0.9691427,,Right Foot,,,,"[21.7, 62.3]",,Ground Pass,,24.381346,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,144,Barcelona,217,['deff1009-bc58-4efb-bab7-f7a992cbaf9f'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:34.359,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.228307,,,,,,,,,,,,,,,,d25e2940-044f-4222-9107-a2e9ccec1691,2528,,"[28.7, 61.0]",70219,70,,,,,-1.5561223,,Right Foot,,,,"[29.4, 13.3]",,High Pass,,47.705135,,,,Javier Alejandro Mascherano,5506.0,,,True,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,144,Barcelona,217,['712c5f9d-1537-41bc-a952-26b62aed3c89'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:38.032,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.895272,,,,,,,,,,,,,,,,bbe815ac-6aa4-44f0-bd75-4ff619bf5ace,2531,,"[33.7, 12.5]",70219,70,,,,,0.7917675,,Right Foot,,,,"[41.5, 20.4]",,Ground Pass,,11.101802,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,144,Barcelona,217,['fe8ef0b3-eebc-43c6-addc-2fd7c22d4ed7'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:42.740,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.00304,,,,,,,,,,,,,,,,c19d9f48-edc8-42ce-836d-fb5480201a65,2534,,"[52.7, 23.7]",70219,70,,,,,1.6187301,,Right Foot,,,,"[51.4, 50.8]",,Ground Pass,,27.131163,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,144,Barcelona,217,['c301b03a-b490-49e0-887c-e6acf3419b21'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:47.255,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.263236,,,,,,,,,,,,,,,,7e63fe39-95a9-4282-9c26-989375bc7143,2537,,"[56.3, 43.2]",70219,70,,,,,1.5178657,,Left Foot,,,,"[57.1, 58.3]",,Ground Pass,,15.121178,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,144,Barcelona,217,['672ebcd5-195a-4c0d-83de-d52e34d39c84'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:50.043,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.877149,,,,,,,,,,,,,,,,63df6c6a-00e2-4a2b-ae2c-4a88fe8cc8a6,2540,,"[57.1, 58.3]",70219,70,,,,,0.9272952,,Left Foot,,,,"[71.2, 77.1]",,Ground Pass,,23.5,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,144,Barcelona,217,['56aa6b29-77f7-4647-922a-7b6260a508ec'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:52.320,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.584997,,,,,,,,,,,,,,,,9e9563d6-215c-49ec-89f0-c90941ed792a,2543,,"[81.4, 74.6]",70219,70,,,,,-1.205049,,Right Foot,,,,"[86.8, 60.5]",,Ground Pass,,15.098676,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,144,Barcelona,217,['0c3d2906-0b4e-4c40-a6cb-528a2a08f18e'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:55.610,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.250833,,,,,,,,,,,,,,,,58ec9693-30c3-41fa-b8cb-5a9aceb2f379,2546,,"[86.8, 60.5]",70219,70,,,,,1.9365436,,Right Foot,,,,"[81.4, 74.6]",,Ground Pass,,15.098676,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,144,Barcelona,217,['178844a2-b8d7-48ae-8634-262a79321eeb'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:56.375,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.133212,,,,,,,,,,,,,,,,d94fdd0b-c93d-4eed-a7b7-c0b544cadb7d,2549,,"[81.4, 74.6]",70219,70,,,,,-2.2935703,,Right Foot,,,,"[67.2, 58.5]",,Ground Pass,,21.467417,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,144,Barcelona,217,['250af0b7-67bb-4d3a-b3fd-eb1f00e2299a'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:58.228,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.160904,,,,,,,,,,,,,,,,43a778fc-7337-4aef-a90a-4eac111f6495,2552,,"[69.7, 57.2]",70219,71,,,,,-1.4833575,,Left Foot,,,,"[72.4, 26.4]",,Ground Pass,,30.918118,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,144,Barcelona,217,['266120e7-c1e7-436c-981c-b8fa72f0326c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:01.948,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.445206,,,,,,,,,,,,,,,,6e51faa5-9320-4aff-8ca1-f100576153db,2556,,"[75.5, 19.1]",70219,71,,,,,-0.71663624,,Right Foot,,,,"[94.9, 2.2]",,Ground Pass,,25.728777,,,,Adriano Correia Claro,22102.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,144,Barcelona,217,['f58f83e9-e314-4937-9578-3b1e127016c4'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:04.972,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.744198,,,,,,,,,,,,,,,,fd8c0e45-ae3d-42f0-bc72-15672f6af75a,2560,,"[86.0, 3.0]",70219,71,,,,,2.899384,,Right Foot,,,,"[77.5, 5.1]",,Ground Pass,,8.755569,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,144,Barcelona,217,"['8e11c84b-3567-4a3b-972a-980bbf05f6cf', 'a1ac3799-d3d4-475e-8c38-2ea7ed889226']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:08.668,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.816216,,,,,,,,,,,,,,,,cf5b018f-ecb4-4632-895a-87cc11a36fff,2563,,"[77.5, 5.1]",70219,71,,,,,1.5400368,,Right Foot,,,,"[77.9, 18.1]",,Ground Pass,,13.006152,,,,Adriano Correia Claro,22102.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,144,Barcelona,217,['3d0f074c-f876-401a-9ace-828021b39429'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:10.484,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.309,,,,,,,,,,,,,,,,862481b4-1a02-4def-bfad-2f6318f4f468,2566,,"[78.5, 18.0]",70219,71,,,,,-2.7367008,,Left Foot,,,,"[60.3, 10.2]",,Low Pass,,19.80101,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Back,144,Barcelona,217,['8a3f4c90-f1dd-49c9-9eea-0c2caa59c05f'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:11.460,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.50682,,,,,,,,,,,,,,,,6daf9ea8-6734-47c2-b235-dee8c6d96fea,2569,,"[60.3, 10.2]",70219,71,,,,,1.5707964,,Right Foot,,,,"[60.3, 35.5]",,Ground Pass,,25.3,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,144,Barcelona,217,['7e12b32e-b721-4dcb-a481-4dd2b46c0281'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:12.821,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.772484,,,,,,,,,,,,,,,,d1d0df4f-baee-46df-acf6-1e987e9591c1,2572,,"[60.3, 35.5]",70219,71,,,,,0.124354996,,Right Foot,,,,"[66.7, 36.3]",,Ground Pass,,6.449806,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,144,Barcelona,217,['bdc8bfbb-588e-479d-9631-9e9de91736be'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:16.045,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.052896,,,,,,,,,,,,,,,,8a895c83-9a45-47e9-873f-070926872dbb,2575,,"[66.9, 36.5]",70219,71,,,,,-0.21803483,,Right Foot,,,,"[83.6, 32.8]",,Ground Pass,,17.10497,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,144,Barcelona,217,['739e15cb-a70d-437d-bce4-e1e805b3dc34'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:17.411,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.516129,,,,,,,,,,,,,,,,32e77635-2179-40dd-8992-942ef26985f3,2579,,"[83.1, 44.9]",70219,71,,,,,1.0243627,,Right Foot,,,,"[99.4, 71.7]",,Ground Pass,,31.367659,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,144,Barcelona,217,"['1c408423-9486-458e-ae4c-6f3b7b1a39fc', '7d228f69-a563-4166-90e9-fe39615e2f4a']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:20.306,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.9011,,,,,,,,,,,,,,,,ee14e475-5a07-415a-8b4e-c57b9d0637f7,2582,,"[111.2, 61.3]",70219,71,,,,,-1.9449008,,Right Foot,True,,,"[105.9, 47.8]",,Ground Pass,,14.503103,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,144,Barcelona,217,['b24f49b5-b07c-40e0-ab30-3edafb226577'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:25.146,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.6834,,,,,,,,,,,,,,,,c80b74ef-b89b-45e3-903d-57e237bf1cc5,2590,,"[13.6, 36.9]",70219,71,,,,,0.58595765,,Right Foot,,,,"[58.8, 66.9]",,High Pass,,54.249794,,Incomplete,,,,,,,,,,2,Regular Play,Rúben Micael Freitas da Ressurreição,11161.0,Right Defensive Midfield,144,Barcelona,217,"['945295e4-11a7-4271-b5a0-cb3dfae6bc14', 'fad49ffe-cfaa-4776-95b8-ae8e2051b431']",28,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:26:28.774,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.090667,,,,,,,,,,,,,,,,cad9ea70-9c11-4033-a5e6-a99b578e89ec,2593,,"[56.8, 9.2]",70219,71,,,,,1.2502757,,Right Foot,,,,"[64.9, 33.6]",,Ground Pass,,25.709337,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,144,Barcelona,217,['a3f6d2ab-1b1c-4c73-ac34-3e1b285c9d2d'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:33.644,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.8426,,,,,,,,,,,,,,,,f679d575-6ff5-4d54-ba47-2c97122d9041,2597,,"[65.3, 35.0]",70219,71,,,,,0.48312566,,Right Foot,,,,"[83.6, 44.6]",,Ground Pass,,20.665188,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,144,Barcelona,217,['981d666e-e1a3-4eea-8b04-c83f47cd405c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:37.231,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.6177,,,,,,,,,,,,,,,,b560576e-9fc4-418b-98c0-a1cfdc9853ec,2599,,"[83.6, 44.6]",70219,71,,,,,-1.5833743,,Left Foot,,,,"[83.4, 28.7]",,Ground Pass,,15.9012575,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,144,Barcelona,217,"['0b87c764-f932-4630-861d-574d1bc98f10', '4f142d90-6281-4daa-ad4b-51cc08092c72']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:38.073,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.686235,,,,,,,,,,,,,,,,0b87c764-f932-4630-861d-574d1bc98f10,2601,,"[37.6, 52.3]",70219,71,,,,,-1.4121411,,Left Foot,,,,"[40.4, 34.8]",,Ground Pass,,17.722584,,,,Rúben Micael Freitas da Ressurreição,11161.0,,,,,,Recovery,2,Regular Play,Ádám Pintér,10815.0,Left Defensive Midfield,145,Real Zaragoza,395,"['5e4e2266-47eb-4e53-85ce-40f0e9971222', 'b560576e-9fc4-418b-98c0-a1cfdc9853ec']",38,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:26:38.691,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.020949,,,,,,,,,,,,,,,,1c037b99-494a-4b52-ac31-aa2ae03605b8,2604,,"[44.4, 33.2]",70219,71,,,,,-0.3708913,,Right Foot,,,,"[58.8, 27.6]",,Ground Pass,,15.450566,,,,Ángel Lafita Castillo,26020.0,,,,,,,2,Regular Play,Rúben Micael Freitas da Ressurreição,11161.0,Right Defensive Midfield,145,Real Zaragoza,395,['409bc66d-9305-4a25-9725-7914936cbc64'],40,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:26:40.410,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.801645,,,,,,,,,,,,,,,,42ea21e0-0463-4072-ac65-278a0ea07f58,2608,,"[86.5, 31.6]",70219,71,,,,,-1.3671378,,Left Foot,,,,"[88.4, 22.4]",,Ground Pass,,9.394147,,,,Hélder Manuel Marques Postiga,20011.0,,,,,,,2,Regular Play,Ángel Lafita Castillo,26020.0,Left Wing,145,Real Zaragoza,395,['202f40e9-53e8-4a3d-b522-db13169402e7'],45,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:26:45.788,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.021696,,,,,,,,,,,,,,,,32f9adf2-3e61-48d3-a5f4-9950d63f3e43,2617,,"[11.5, 33.3]",70219,72,,True,,,-0.36527783,,Right Foot,,,,"[78.7, 7.6]",,High Pass,,71.94672,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Free Kick,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,146,Barcelona,217,['3265ffb0-5eaa-422e-862e-2c2c4e7f64c0'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:24.243,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.550442,,,,,,,,,,,,,,,,a8f18bfb-dfb0-4850-bcdd-91e057f00703,2623,,"[54.6, 2.5]",70219,72,,,,,2.282734,,Right Foot,,,,"[43.9, 14.9]",,Ground Pass,,16.37834,,,,Javier Alejandro Mascherano,5506.0,,,,,,Recovery,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,146,Barcelona,217,"['383f7664-4890-4a2a-832c-705bd23290ed', '506a8624-d171-4d32-8895-9da4d9626df0']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:31.086,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.4744,,,,,,,,,,,,,,,,d879db4b-50cf-43ad-84cc-5d755e8d1e9c,2626,,"[43.9, 14.9]",70219,72,,,,,0.49440715,,Right Foot,,,,"[56.7, 21.8]",,Ground Pass,,14.541321,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,146,Barcelona,217,['e0b85014-27a9-4da4-a521-0e348230fc04'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:33.430,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.094322,,,,,,,,,,,,,,,,d3291291-3d0c-4b25-a9f6-3b6f4c825eab,2629,,"[55.5, 21.8]",70219,72,,,,,1.8547399,,Right Foot,,,,"[48.0, 47.5]",,Ground Pass,,26.772,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,146,Barcelona,217,['b64d58b8-667c-4269-8af6-4babdf2b89a1'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:41.656,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.221304,,,,,,,,,,,,,,,,758436d1-8004-4585-b1ed-b20d21fbcd26,2632,,"[48.0, 47.5]",70219,72,,,,,-1.3471342,,Right Foot,,,,"[53.3, 24.2]",,Ground Pass,,23.895187,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,146,Barcelona,217,['44d48a8e-80c7-4ce7-99d7-63d26d5c764e'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:44.800,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.420812,,,,,,,,,,,,,,,,ad1004ea-5b21-40ac-a067-48c3a8e290d8,2635,,"[53.3, 24.2]",70219,72,,,,,1.5214069,,Left Foot,,,,"[54.6, 50.5]",,Ground Pass,,26.33211,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,146,Barcelona,217,['0b829234-ebce-4de9-95f1-84cc5524e791'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:47.891,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.176388,,,,,,,,,,,,,,,,6900c08b-ed2c-4016-b82a-f379905b7610,2638,,"[75.3, 50.8]",70219,72,,,,,1.0985283,,Left Foot,,,,"[87.1, 73.9]",,Ground Pass,,25.939352,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,146,Barcelona,217,['453404e2-a4a8-41db-b363-2a670fc26b69'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:54.419,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.575124,,,,,,,,,,,,,,,,24acf07d-bda7-4cdd-9bb8-1e4e77a1691e,2642,,"[86.8, 73.0]",70219,72,,,,,-2.4679224,,Left Foot,,,,"[64.0, 54.8]",,Ground Pass,,29.173275,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,146,Barcelona,217,['c89ec655-ce3b-4afa-b70c-4fa4b86d7c49'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:57.149,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.151212,,,,,,,,,,,,,,,,7c8798cd-66a3-4d51-9d65-1eb3e0934d42,2645,,"[64.0, 54.8]",70219,72,,,,,1.5820953,,Right Foot,,,,"[63.8, 72.5]",,Ground Pass,,17.70113,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,146,Barcelona,217,['62cb2417-a295-49a2-8e58-179685ce21aa'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:58.772,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.762303,,,,,,,,,,,,,,,,59d32d50-845a-4c22-bd8f-88d36a3f3882,2648,,"[63.8, 72.5]",70219,73,,,,,-1.6122472,,Right Foot,,,,"[62.9, 50.8]",,Ground Pass,,21.718655,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,146,Barcelona,217,['2582f558-3a4f-4878-a1c8-2a861d274527'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:00.725,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.071864,,,,,,,,,,,,,,,,5cdb19d3-b185-4efd-b574-037b66afca78,2651,,"[63.0, 50.0]",70219,73,,,,,-2.0800974,,Right Foot,,,,"[54.4, 34.6]",,Ground Pass,,17.638594,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,146,Barcelona,217,['ebcb30ca-78e3-48bf-89d1-d9603dc6dd48'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:02.872,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.397654,,,,,,,,,,,,,,,,c00cbc30-ae66-4580-94c8-61fbc622683e,2654,,"[55.7, 41.1]",70219,73,,,,,0.16971312,,Right Foot,,,,"[98.3, 48.4]",,High Pass,,43.220943,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,146,Barcelona,217,['75bb8918-99a4-41c0-953a-dbb1e14893a8'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:05.493,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.13673,,,,,,,,,,,,,,,,2b190583-9e00-4bf4-b13a-5bb50bba7fd9,2660,,"[22.6, 28.4]",70219,73,,,,True,-2.106216,,,,,,"[15.6, 16.6]",,Low Pass,,13.720058,,,,Pablo Sebastián Valeira Álvarez,26837.0,,,,,,Recovery,2,From Free Kick,Paulo César Da Silva Barrios,26761.0,Right Center Back,146,Barcelona,217,"['70e41070-8575-42ae-9cb9-adf74d74bd0d', '8919a6ab-acc5-46ee-b08d-ac31dce3e36f', 'a2d3c4db-a6a8-4c6e-a7db-da29fa025d83']",9,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:28:09.967,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.2742,,,,,,,,,,,,,,,,bc0ef20a-863e-4dd4-b26c-d5ee2b4a84c0,2663,,"[9.0, 4.3]",70219,73,,,,,0.24497867,,Left Foot,,,,"[51.8, 15.0]",,High Pass,,44.11723,,Incomplete,,,,,,,,,,2,From Free Kick,Pablo Sebastián Valeira Álvarez,26837.0,Left Back,146,Barcelona,217,['cff322da-96b4-4bf6-8d03-379ad944aa6a'],13,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:28:13.327,Pass,,2011/2012
