bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d00c7432-5431-4736-bc4e-083f031864d8,1,,,,303707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23522, 'name': 'Emerson Aparecido Leite de Souza Junior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 11538, 'name': 'Alejandro Moreno Lopera'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 26404, 'name': 'Guido Rodríguez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 13599, 'name': 'Carles Aleña Castillo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 11391, 'name': 'Borja Iglesias Quintas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Betis,218,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bb1b165c-5526-4db6-b849-c51e11647f8d,2,,,,303707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b442fdad-14d8-4c0e-91de-9a624f2d7623,3,,,,303707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['4589965b-01fa-4584-9856-7dd1577a88a0'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4589965b-01fa-4584-9856-7dd1577a88a0,4,,,,303707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['b442fdad-14d8-4c0e-91de-9a624f2d7623'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1c20683a-bf64-4d40-9264-f790f329f0f5,1724,,,,303707,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,74,Barcelona,217,['fa8b373a-3452-4b78-b7b4-84431d7c7190'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fa8b373a-3452-4b78-b7b4-84431d7c7190,1725,,,,303707,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,74,Barcelona,217,['1c20683a-bf64-4d40-9264-f790f329f0f5'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,1.04472,,,,,,,,,,,,,,,25220727-c9c3-4c87-8f30-ee7556b56274,5,,,"[61.0, 40.1]",303707,0,,,,,2.9311624,,Left Foot,,,,"[50.7, 42.3]",,Ground Pass,,10.532331,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['8a0f34a8-ac01-41e8-9360-29c02844eef7'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.331,Pass,,2019/2020
,,,,,,,,,,,,,,,1.717843,,,,,,,,,,,,,,,1f92b5bf-9d39-4095-9cd0-fc255dfc07c7,8,,,"[46.0, 42.5]",303707,0,,,,,2.4426835,,Left Foot,,,,"[27.2, 58.3]",,Ground Pass,,24.557688,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Center Attacking Midfield,2,Barcelona,217,['7d6737a3-e94e-4462-a616-f9603b6c80f7'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.330,Pass,,2019/2020
,,,,,,,,,,,,,,,0.879267,,,,,,,,,,,,,,,cd58bc00-a7be-43e7-926e-83e65b75415a,11,,,"[38.1, 57.7]",303707,0,,,,,0.08377294,,Left Foot,,,,"[51.2, 58.8]",,Ground Pass,,13.146102,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Right Center Back,2,Barcelona,217,['257c8dd1-cdc4-451e-9c72-83e76048377d'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.286,Pass,,2019/2020
,,,,,,,,,,,,,,,1.149373,,,,,,,,,,,,,,,5e71ffb8-424f-46dd-a80e-75bb101a02b5,14,,,"[50.1, 58.8]",303707,0,,,,,1.7216874,,Right Foot,,,,"[47.5, 75.9]",,Ground Pass,,17.296532,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Center Midfield,2,Barcelona,217,['9001a99f-62f0-44d8-a244-2f5d613d979f'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.245,Pass,,2019/2020
