50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24d413b6-8ef3-42fb-85a0-0c32cd57ff36,2938,,"[73.3, 39.8]",267183,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['d87a3458-c490-41a3-8f2d-e878153e40d6'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.652,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c9de8b7-ad42-4521-b82c-b04930195266,2942,,"[105.1, 49.5]",267183,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,145,Barcelona,217,"['295940b9-9b7e-41a9-a1d3-608076052d9a', '3ca42ee1-65c6-4d92-b501-ec76c9735019']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:28:41.918,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a536162b-1b3e-43db-81c6-eb848077ffe4,2946,,"[36.0, 20.3]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,146,Real Madrid,220,['f1caef56-3979-45bd-88cc-c674e0e4cae5'],7,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:07.268,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887bbeb-71a8-4993-8a9e-dfdb545fb943,2949,,"[44.7, 25.8]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Toni Kroos,5574.0,Center Defensive Midfield,146,Real Madrid,220,['f11925cb-459e-4f55-b2c8-37ef97cedbf2'],9,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:09.197,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2517964-0071-488a-84fc-db1c06b5410d,2953,,"[54.6, 48.7]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,146,Real Madrid,220,['e262e38a-3393-4e72-8158-6b1f96ff2a79'],13,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:13.395,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523133ad-28ed-4d2e-93f6-13e1c104d65a,2956,,"[52.6, 36.9]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Toni Kroos,5574.0,Center Defensive Midfield,146,Real Madrid,220,['33786d12-1d09-487b-9dd2-0073bed9e74a'],15,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:15.769,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35e1041f-346e-4014-856f-5c98b81f1cea,2959,,"[80.6, 2.4]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Karim Benzema,19677.0,Center Forward,146,Real Madrid,220,['0aa4da3f-153d-460a-9ccd-4037412644d4'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:19.627,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240d3206-be11-48f1-8257-0675b7e0395e,2963,,"[76.5, 16.4]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Toni Kroos,5574.0,Center Defensive Midfield,146,Real Madrid,220,"['d02877c2-aac7-4ca5-986e-86e54e435830', 'd65a22db-ba40-46eb-9d8d-a03049623948']",24,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:24.661,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b4f8c70-4c20-4767-8f0e-aa735a308d60,2966,,"[81.4, 29.5]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,146,Real Madrid,220,['80c75102-a1de-4f78-b36b-41f72f56c919'],26,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:26.253,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f2b9a59-8ca2-4932-b6b2-637873f7603d,2969,,"[85.7, 27.8]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Karim Benzema,19677.0,Center Forward,146,Real Madrid,220,['9f28941f-6355-4817-a4a6-edb4897c82d5'],26,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:26.961,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0ddfed0-2873-4165-adfd-f056ae5500bf,2972,,"[82.5, 29.2]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,146,Real Madrid,220,['3b72d81d-6f79-42a9-8865-48511706797c'],27,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:27.375,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1aa54d95-984d-4040-a2c5-22104bf9ed4e,2976,,"[85.0, 52.3]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,146,Real Madrid,220,['d509f360-c23a-4ba4-b3f2-4e1ebb070de7'],30,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:30.157,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261e66c6-6b97-4d43-a2db-dbf23be50295,2979,,"[99.0, 64.9]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daniel Carvajal Ramos,5721.0,Right Back,146,Real Madrid,220,['b7d3b713-98d8-4407-a71f-80d5191f82ca'],33,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:33.149,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0793f947-a2eb-4f04-b750-d3994057872a,2989,,"[27.9, 5.3]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,147,Barcelona,217,['ee7a09be-22d5-45d9-873d-b1e189a6dbd5'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.450,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6441f80-93bf-4e0a-b9c2-6049db787ec8,2996,,"[66.8, 14.5]",267183,74,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,147,Barcelona,217,['4d308cc2-e526-486f-8b74-9496bfc2fb2a'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:29:44.559,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85a236e6-8ee0-47a9-ae54-14ef993ab5fc,2999,,"[42.2, 32.8]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,148,Real Madrid,220,['417df35d-448b-487b-89aa-81ccc1d0af72'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:29.259,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c58603c-4e4d-4523-872d-3b18e394ef30,3002,,"[71.4, 4.6]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,148,Real Madrid,220,['4e99a73c-7314-43df-8e9f-33c726247740'],32,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:32.866,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f3f60c4-8081-4f9e-82da-85b85f1fe5b3,3005,,"[105.9, 35.7]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Karim Benzema,19677.0,Center Forward,148,Real Madrid,220,['f7a9c569-cca6-4a19-9edb-97f981e8cdcb'],36,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:36.177,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30851a9d-1bf9-46db-b074-b19c19dd5627,3010,,"[21.1, 68.3]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,149,Barcelona,217,['af33eb87-e3b4-44f0-bda8-5aa175b88ab5'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:30:41.058,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fc4c8f0-5d3f-4db4-891a-6ede8cafb1e9,3014,,"[28.6, 48.0]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,149,Barcelona,217,['3f8394c3-9aeb-4474-8cca-cce9a4bfa7ce'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:30:47.107,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dae539f-68f8-48a7-b5a1-584bf13f39cb,3017,,"[41.7, 16.7]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,149,Barcelona,217,['328200de-d846-462d-9b13-0f62918e0df5'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:30:54.855,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c533806-b65e-4734-b0d1-29a82032040f,3021,,"[63.6, 21.7]",267183,75,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,149,Barcelona,217,"['f39f594d-2330-4559-83e9-252454b4f8a1', 'f58e65d7-e9f8-451e-bbe5-f3a49a9f3758']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:30:56.299,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d7df072-e740-4da4-a399-8e3d69f56697,3030,,"[11.3, 28.0]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,149,Barcelona,217,['8cf412b9-e2ce-4953-8b09-0bdd34d611ed'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:31:07.513,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a7bd262-d7cd-446f-b459-ed020ad11e27,3032,,"[28.9, 26.6]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,149,Barcelona,217,['b9b5bd78-32d5-4b36-b572-a8cb9885e0d2'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:31:09.841,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294dae91-3434-4185-b068-4cf520e7227f,3035,,"[33.0, 63.5]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,149,Barcelona,217,['8987f269-1634-424c-8f9c-ab7f475142bf'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:31:13.979,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06eafd8b-4b8d-41f7-9dcc-af6bfb4bedd7,3038,,"[28.2, 53.6]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,149,Barcelona,217,['d44842d0-2c0a-431b-8b0f-664c0c298119'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:31:18.697,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810a0011-5e48-49e5-bf4f-1f853ad830af,3041,,"[42.1, 5.0]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,149,Barcelona,217,['b8815fa7-8384-4391-9152-3fdb9658539c'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:31:23.776,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5503159-7f33-4090-bcee-18e452ec4a2b,3045,,"[57.6, 4.4]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,149,Barcelona,217,['862f7a8d-d083-45ab-92f6-3e0deba9509e'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:31:27.503,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446bc75-3fcb-4fc2-aa98-db20c3e457b8,3048,,"[71.6, 34.8]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,149,Barcelona,217,['e3eb6780-af03-4210-b6e4-00cbee55fe68'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.400,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff241757-c442-4ca0-a0bc-711f9e498727,3051,,"[68.5, 30.4]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,149,Barcelona,217,['546553f7-28fa-46f1-bb3d-82501cbb469a'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:31:34.010,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18e4facd-ada8-49b7-bfcd-e372c392b64a,3054,,"[73.7, 18.8]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,149,Barcelona,217,['a72490dc-23a9-4dc6-83f6-a42e7506726c'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:31:35.190,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ee87576-33c5-4370-96c1-e014ac36f01b,3058,,"[75.7, 22.7]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,149,Barcelona,217,"['1f7afae4-b839-4213-a5b0-16f2a6ff5c14', '563240d4-3ad4-4a16-af89-e24ebfb82ea2']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:31:37.841,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208c8ae-320a-4db5-84f4-a7a14d5af7f0,3061,,"[65.1, 28.5]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,149,Barcelona,217,['805cf6f0-e39e-479c-9fd7-0a8e1b567bf8'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:31:40.065,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51fa174a-f983-4bd1-842f-6b8e40a72f59,3064,,"[73.5, 31.8]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,149,Barcelona,217,['18ddeca8-d2b5-4f98-99da-d357d9f8f75e'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:31:40.993,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4bc726a-f26f-4ef9-84ad-8c8c9a10bb4d,3071,,"[95.2, 24.3]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,149,Barcelona,217,['59c0260f-d6b6-4629-9616-fbebceccf3b5'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:31:44.608,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdf7e053-bd4f-492c-ac8d-58f767b4dfcd,3075,,"[104.6, 24.8]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,149,Barcelona,217,"['301c5059-3b69-4537-a339-a0a50d2cc18f', 'e41fe8b4-ae89-4bc3-a20b-abd2eff9090d']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:31:47.176,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f17c92e3-4783-4017-a824-428f34288bfc,3087,,"[27.1, 17.6]",267183,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,149,Barcelona,217,"['29e9b60d-faf3-423e-8790-0babb9a8b56e', 'b86aa231-dd02-405c-9743-dbd459250511']",57,,,,,,,,,,,,,,,,,Real Madrid,220,00:31:57.675,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abfbba60-92a8-4176-af2e-f9fe4db9893e,3094,,"[77.8, 62.9]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,149,Barcelona,217,['e3bdfc2b-cf92-49e8-ad96-806d8e538396'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:32:02.904,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6910f8e-2d76-4ef0-b3b8-d7b07a95a818,3099,,"[8.7, 9.4]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Ramos García,5201.0,Left Center Back,150,Real Madrid,220,"['ca20fcdc-7d6d-4ca0-8f80-dfdc0a6ad286', 'd8eef7d1-7932-4d06-9b79-f3a5cee557e1']",15,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:15.293,Ball Receipt*,True,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3a3ba5f-2f43-4dd7-aa15-41b42f66751a,3102,,"[53.4, 42.5]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,150,Real Madrid,220,['cb339a2a-cc1f-4514-b469-ed64942077b8'],18,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:18.784,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e66ac14d-e1b5-4052-be05-b33b665ca9b7,3104,,"[106.8, 75.5]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,150,Real Madrid,220,['13ebbef6-509c-4e8e-a0de-30ddf6a8cf3d'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:32:20.729,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773ac74a-c402-4fac-aad7-11c430306d08,3108,,"[32.8, 3.1]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,150,Real Madrid,220,['2ede97ea-f575-4629-b6c2-14eb058031b7'],24,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:24.661,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d5f1182-aeb0-4920-a9d5-2885f4f663ca,3111,,"[36.5, 12.5]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Toni Kroos,5574.0,Center Defensive Midfield,150,Real Madrid,220,['9cda3ad2-2ab6-481e-b7ed-b333afbaaa06'],27,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:27.451,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13de8d1d-6804-4458-be09-0c894d5c7fde,3116,,"[43.0, 3.4]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,150,Real Madrid,220,"['a5c58507-5af2-4e96-94b5-84126fdcb1d8', 'a6877418-e889-401c-baa9-c8943134f980']",29,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:29.659,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81ae1937-c10b-42a1-8c34-6a6374710947,3120,,"[34.3, 3.1]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,150,Real Madrid,220,"['193444b3-9dd4-4017-88b0-7468165c5a75', 'b428bef9-0a38-42a4-be67-5e7d981a8d68']",31,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:31.029,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85673e49-541d-4c4d-88f7-ffe435d06c5d,3123,,"[36.0, 12.8]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Toni Kroos,5574.0,Center Defensive Midfield,150,Real Madrid,220,['cd317f29-bb45-4df0-a6ba-44b7e563d1f5'],31,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:31.692,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024a5d76-372f-409f-90de-2fa43c1b0ef0,3126,,"[43.7, 28.0]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luka Modrić,5463.0,Right Center Midfield,150,Real Madrid,220,['70286000-2873-4d2e-8f0e-67b12fa1fa43'],33,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:33.283,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aee8e14-d437-49a1-a081-93699d7db392,3129,,"[32.4, 34.3]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Ramos García,5201.0,Left Center Back,150,Real Madrid,220,['06f87dd0-0898-4310-af9a-9f69e5680f53'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:35.587,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c6c52f5-9e37-4017-b142-ebab6b4f98d6,3132,,"[83.5, 44.2]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Frank Bale,6399.0,Right Wing,150,Real Madrid,220,['71fd0a9f-107c-4684-8a15-a8f5a7e81449'],41,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:41.894,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286ad131-a312-4fed-9b20-5e6fe0241a37,3136,,"[48.9, 32.5]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,150,Real Madrid,220,['6661e898-c5a2-4cda-8307-3e18cf9a223e'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:32:44.828,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227c066f-f313-4f04-b94a-230b7257a41f,3141,,"[85.0, 22.7]",267183,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Karim Benzema,19677.0,Center Forward,150,Real Madrid,220,['4020630b-75bf-4c0e-af37-de886e7e6d8e'],48,,,,,,,,,,,,,,,,,Real Madrid,220,00:32:48.274,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374b0aad-12e2-4b6d-93a0-7009854b4fc8,3147,,"[113.4, 45.1]",267183,78,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gareth Frank Bale,6399.0,Right Wing,151,Real Madrid,220,['80c51cc1-89b6-4fff-8adf-504c266d8189'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:19.607,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5efa7be9-b0bf-4b41-b600-16e6adeaf3bb,3156,,"[42.9, 51.6]",267183,79,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Center Midfield,152,Barcelona,217,"['6a8405ef-9b44-42f2-8cfc-4299881cb9f2', 'ecb46a85-7d7b-4bd5-ac46-131312470281']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:34:41.348,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4c4e5dc-c969-4078-99a4-d9f8cf9bf459,3159,,"[48.0, 49.0]",267183,79,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,152,Barcelona,217,['7e5594ff-1e8f-4762-9317-811a47415923'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:34:42.213,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fea8b04f-a96e-412a-8a65-4c2d80eb1f46,3171,,"[75.8, 3.6]",267183,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Karim Benzema,19677.0,Center Forward,153,Real Madrid,220,"['c441d200-6ac7-47e6-bad8-65f518ed38fa', 'cf63a278-f842-45f8-a290-6751aa8a06b3']",53,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:53.273,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b63a2b80-a6e0-4d00-ad13-1dc9d6a26a87,3174,,"[70.2, 33.6]",267183,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,153,Real Madrid,220,['b36f4712-0f3f-48b3-8002-dd489bbddc0d'],57,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:57.322,Ball Receipt*,,2014/2015
