50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,12eca161-82ef-446d-9f72-54c96172872b,2169,,"[50.0, 47.0]",9575,46,True,,,1.2068174,,Left Foot,,,"[58.0, 68.0]",,Ground Pass,,22.472204,,,Juan José Narváez Solarte,20062.0,,,,,,Free Kick,2,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,88,Real Betis,218,['031ce4ac-339d-4331-9a68-aba37aebfe66'],26,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.915,Pass,,2017/2018
,,,,,,,,,,,,,,,3.112,,,,,,,,,,,,45a12a83-b77b-4d92-91c5-8434c28968ba,2173,,"[58.0, 62.0]",9575,46,,,,-1.3567356,,Right Foot,,,"[68.0, 16.0]",,High Pass,,47.07441,,,Alin Dorinel Toșca,6835.0,,,True,,,Free Kick,2,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,89,Real Betis,218,['f8e0731c-0340-46c3-97df-062535c4d2ba'],42,,,,,,,,,,,,,,,,Real Betis,218,00:01:42.554,Pass,,2017/2018
,,,,,,,,,,,,,,,1.275,,,,,,,,,,,,2325d01f-8467-4aa0-bf17-3d6fad852f52,2177,,"[56.0, 15.0]",9575,46,,,,2.7744188,,Left Foot,,,"[43.0, 20.0]",,Ground Pass,,13.928389,,,Zouhair Feddal,6647.0,,,,,,,2,From Free Kick,Alin Dorinel Toșca,6835.0,Left Back,89,Real Betis,218,"['76bca3ca-268b-46e9-964e-005deb3b32fd', 'fa604a39-4c4a-4711-b764-18b96503c199']",47,,,,,,,,,,,,,,,,Real Betis,218,00:01:47.897,Pass,True,2017/2018
,,,,,,,,,,,,,,,2.679,,,,,,,,,,,,68fd43fd-05ad-4262-9e81-e4b699b20e56,2180,,"[34.0, 24.0]",9575,46,,,,2.3561945,,Left Foot,,,"[16.0, 42.0]",,Ground Pass,,25.455845,,,Antonio Adán Garrido,6654.0,,,,,,,2,From Free Kick,Zouhair Feddal,6647.0,Left Center Back,89,Real Betis,218,['482bee8a-8cb1-4ae2-814c-dc684e476834'],52,,,,,,,,,,,,,,,,Real Betis,218,00:01:52.389,Pass,,2017/2018
,,,,,,,,,,,,,,,2.527,,,,,,,,,,,,e67dcd1f-250a-4a76-9f86-b2ae37dc8ed1,2183,,"[17.0, 46.0]",9575,46,,,,1.1659045,,Left Foot,,,"[26.0, 67.0]",,Ground Pass,,22.847319,,,Aïssa Mandi,6648.0,,,,,,,2,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,89,Real Betis,218,['4af548b5-6a51-4253-917e-4f4fafe3a941'],56,,,,,,,,,,,,,,,,Real Betis,218,00:01:56.546,Pass,,2017/2018
,,,,,,,,,,,,,,,1.657,,,,,,,,,,,,5da04596-be9c-4f1a-8791-19b8ed23c236,2186,,"[25.0, 73.0]",9575,47,,,,-2.158799,,Right Foot,,,"[5.0, 43.0]",,Ground Pass,,36.05551,,,Antonio Adán Garrido,6654.0,,,,,,,2,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,89,Real Betis,218,['f3ab7293-9429-4a3b-86aa-bd2ed69f7089'],0,,,,,,,,,,,,,,,,Real Betis,218,00:02:00.576,Pass,,2017/2018
,,,,,,,,,,,,,,,2.295,,,,,,,,,,,,bdb2954a-fc3b-4f5f-bc77-6677b812905a,2190,,"[6.0, 39.0]",9575,47,,,,-0.96850896,,Left Foot,,,"[28.0, 7.0]",,High Pass,,38.832977,,,Alin Dorinel Toșca,6835.0,,,,,,,2,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,89,Real Betis,218,['03cbba1b-2378-4f6a-b9a8-aeecda9c15b2'],3,,,,,,,,,,,,,,,,Real Betis,218,00:02:03.620,Pass,,2017/2018
,,,,,,,,,,,,,,,1.738,,,,,,,,,,,,5f7e636f-5732-496f-9c86-6a788f3cc091,2196,,"[84.0, 70.0]",9575,47,,,,-2.9340963,,Right Foot,,,"[65.0, 66.0]",,Ground Pass,,19.416489,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,90,Barcelona,217,['59bd1299-022a-47c1-a328-63b1e1b8c829'],9,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.363,Pass,,2017/2018
,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,7ffc43a1-6120-41ab-9705-a8d6f2a8e88d,2200,,"[64.0, 66.0]",9575,47,,,,1.5707964,,Right Foot,,,"[64.0, 76.0]",,Ground Pass,,10.0,,,Nélson Cabral Semedo,6374.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,90,Barcelona,217,"['aef02b70-ebbb-40b2-8e4d-52b31eb43e20', 'c782d4dc-4c0e-47b1-8c99-78026ac6b2c8']",11,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.118,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.018,,,,,,,,,,,,42ac1e6c-98a4-465d-a379-cf5dc6584e8f,2204,,"[64.0, 75.0]",9575,47,,,,-0.124354996,,Right Foot,,,"[72.0, 74.0]",,Ground Pass,,8.062258,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,90,Barcelona,217,"['563bb4f7-a65a-4b3e-8b08-3b9568d10327', 'a245b7c2-ac2d-4e6e-a1e2-01fe4c5e9a12']",13,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.011,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.124,,,,,,,,,,,,80b7ab6f-0d0e-439c-ab2a-bb32ed2bfc37,2210,,"[70.0, 73.0]",9575,47,,,,2.4980915,,Right Foot,,,"[66.0, 76.0]",,Ground Pass,,5.0,Incomplete,,Nélson Cabral Semedo,6374.0,,,,,,,2,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,90,Barcelona,217,"['0d4b41d4-bfac-4047-b682-78a2854106c9', '565660bb-91b1-4977-9bdb-8fcb5a22c13c', '8e4d4cdb-5fc9-4f57-841a-7440e09db71e', '9df4c17e-be12-440a-b5df-dbc5a682d00a']",14,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.702,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.851,,,,,,,,,,,,59a1ae54-6d15-4ac2-bb38-e3c90ef9a564,2214,,"[48.0, 22.0]",9575,47,,,,-1.0584068,,Left Foot,,,"[57.0, 6.0]",,Ground Pass,,18.35756,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,91,Barcelona,217,['eab3aaf5-282b-405f-94ac-3b9964080ff9'],26,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.713,Pass,,2017/2018
,,,,,,,,,,,,,,,0.693,,,,,,,,,,,,2967777d-48f4-458b-8e3d-13fd14c75a44,2218,,"[57.0, 5.0]",9575,47,,,,0.5404195,,Left Foot,,,"[67.0, 11.0]",,Ground Pass,,11.661903,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['8f3fa024-8b13-4808-895c-52b99376640a'],28,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.355,Pass,,2017/2018
,,,,,,,,,,,,,,,0.982,,,,,,,,,,,,110cf84e-520b-41c4-b6d0-0216d1677f36,2221,,"[69.0, 13.0]",9575,47,,,,2.976444,,Right Foot,,,"[63.0, 14.0]",,Ground Pass,,6.0827627,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Center Attacking Midfield,91,Barcelona,217,['043e60cb-82cb-44ae-8b98-a3438f770243'],30,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.466,Pass,,2017/2018
,,,,,,,,,,,,,,,0.797,,,,,,,,,,,,7d54871b-2fd2-4983-b929-2afa44138838,2224,,"[63.0, 12.0]",9575,47,,,,-0.8519663,,Left Foot,,,"[70.0, 4.0]",,Ground Pass,,10.630146,,,Francisco Alcácer García,6402.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['31f99623-283a-414e-9348-cd5dd2ccc523'],32,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.466,Pass,,2017/2018
,,,,,,,,,,,,,,,0.895,,,,,,,,,,,,ca688acb-0a15-4034-9d8e-23a208b34c38,2232,,"[70.0, 1.0]",9575,47,,,,1.152572,,,,,"[74.0, 10.0]",,High Pass,,9.848858,,,Sergi Roberto Carnicer,6379.0,,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,92,Barcelona,217,['df72e9ed-2db7-4cb5-a9e7-ebaa72d62483'],44,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.308,Pass,,2017/2018
,,,,,,,,,,,,,,,0.917,,,,,,,,,,,,515d2565-d2de-413c-8752-0cec152e9d06,2236,,"[73.0, 9.0]",9575,47,,,,-2.4468544,,Right Foot,,,"[67.0, 4.0]",,Ground Pass,,7.81025,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Center Attacking Midfield,92,Barcelona,217,"['aad02e5e-33da-4d13-b071-a2d7d70fff5b', 'f1c1235f-afbd-42d8-8ce7-fe0b8d59e600']",45,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.907,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.715,,,,,,,,,,,,101b9e68-56b6-407f-9072-e33462e7dd2f,2239,,"[68.0, 4.0]",9575,47,,,,1.1071488,,Left Foot,,,"[71.0, 10.0]",,Ground Pass,,6.708204,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,92,Barcelona,217,"['7aeb3498-1c65-4c1c-9b61-80ba8106bc6b', 'b9ca01d7-bdd7-4f14-bad4-75a6c8390ea5']",46,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.824,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.758,,,,,,,,,,,,b7c72c63-db55-4b85-98c5-29c37d80cbd0,2243,,"[69.0, 8.0]",9575,47,,,,3.1415927,,Right Foot,,,"[62.0, 8.0]",,Ground Pass,,7.0,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Center Attacking Midfield,92,Barcelona,217,"['7bba72a1-4c52-4b2c-b1a8-dcfcf6731bf8', 'abe217ff-a35a-4017-be67-de8bca5bf4be']",47,,,,,,,,,,,,,,,,Barcelona,217,00:02:47.975,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.534,,,,,,,,,,,,49dc2fe1-37a6-4ac4-a4fb-efe3873a7f32,2245,,"[62.0, 8.0]",9575,47,,,,1.1659045,,Left Foot,,,"[65.0, 15.0]",,Ground Pass,,7.615773,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,92,Barcelona,217,['d4c362de-d09e-4431-9b50-f781c381d2a7'],48,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.733,Pass,,2017/2018
,,,,,,,,,,,,,,,1.026,,,,,,,,,,,,857d8c26-1406-4137-84bb-7100dd2cd679,2248,,"[63.0, 17.0]",9575,47,,,,2.1815224,,Right Foot,,,"[56.0, 27.0]",,Ground Pass,,12.206555,,,Ivan Rakitić,5470.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Midfield,92,Barcelona,217,['1371faab-83c0-4a35-984a-71845a41b0e6'],50,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.376,Pass,,2017/2018
,,,,,,,,,,,,,,,1.076,,,,,,,,,,,,3bb519a1-057c-47b3-b82f-dd8c8792739b,2251,,"[56.0, 33.0]",9575,47,,,,0.8224183,,Right Foot,,,"[69.0, 47.0]",,Ground Pass,,19.104973,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,92,Barcelona,217,['5b8763bc-d654-4e02-8e52-0246f3b668c2'],52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.273,Pass,,2017/2018
,,,,,,,,,,,,,,,1.766,,,,,,,,,,,,9bbff52a-5c70-434f-b806-009c58ee5393,2255,,"[86.0, 44.0]",9575,47,,,,1.1071488,,Left Foot,,,"[95.0, 62.0]",,Ground Pass,,20.12461,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Barcelona,217,"['028316b9-cb8b-45da-a353-18302cb30863', '93079808-343b-4b8b-89d5-9dbf41adbb97']",55,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.383,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.191,,,,,,,,,,,,54b02ac2-cb54-4b88-a929-5b9a2591cea4,2259,,"[116.0, 57.0]",9575,48,,,,-1.5707964,,Right Foot,,,"[116.0, 53.0]",,Ground Pass,,4.0,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Midfield,92,Barcelona,217,"['3e04c43a-9af8-4ab5-9864-4390e3fc4821', '6d111d5f-fe3a-428e-bc55-2622ee8dbb6b', '9f60dd63-7423-4d99-80ce-e59c5f3e9bcb']",1,,,,,,,,,,,,,,,,Barcelona,217,00:03:01.525,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.857,,,,,,,,,,,,67a8a59a-2689-4c55-a851-7ecc6e47c955,2262,,"[120.0, 80.0]",9575,48,,,,-2.25021,,Left Foot,,,"[99.0, 54.0]",,High Pass,,33.42155,Incomplete,True,,,,,,Outswinging,,Corner,2,From Corner,Gerard Deulofeu Lázaro,3726.0,Right Midfield,93,Barcelona,217,['8b42c98c-0050-4c98-bd03-5b3faff9841e'],27,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.466,Pass,,2017/2018
,,,,,,,,,,,,,,,2.155,,,,,,,,,,,,e75c0572-cee0-4d92-aa15-7a68125bc2e3,2269,,"[22.0, 32.0]",9575,48,,,,-0.5611634,,Left Foot,,,"[57.0, 10.0]",,High Pass,,41.340054,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,,Free Kick,2,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,95,Real Betis,218,"['1ab71790-1225-4327-a7c7-67b0c0902738', 'db1fcb66-f4fc-41db-8b30-734bb24db8dd']",55,,,,,,,,,,,,,,,,Real Betis,218,00:03:55.794,Pass,,2017/2018
,,,,,,,,,,,,,,,0.601,,,,,,,,,,,,db1fcb66-f4fc-41db-8b30-734bb24db8dd,2272,,"[64.0, 71.0]",9575,48,,,True,1.2924967,,,,,"[66.0, 78.0]",,High Pass,,7.28011,Out,,,,,,,,,Recovery,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,95,Real Betis,218,"['c721e7ef-daf4-4d7e-997c-d3907f77eaed', 'e75c0572-cee0-4d92-aa15-7a68125bc2e3']",57,,,,,,,,,,,,,,,,Barcelona,217,00:03:57.949,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,32ff63a3-24ea-4a25-8ef5-36742f703119,2273,,"[55.0, 1.0]",9575,49,True,,,1.9756881,,,,,"[49.0, 15.0]",,Low Pass,,15.231546,,,Zouhair Feddal,6647.0,,,,,,Throw-in,2,From Throw In,Alin Dorinel Toșca,6835.0,Left Back,96,Real Betis,218,['ffd5adb9-eec9-4310-908a-9ce8e25d14a1'],12,,,,,,,,,,,,,,,,Real Betis,218,00:04:12.807,Pass,,2017/2018
,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,d9c54e30-0a29-44f6-8867-9875680fdfba,2275,,"[53.0, 13.0]",9575,49,True,,,0.32175055,,Left Foot,,,"[71.0, 19.0]",,Ground Pass,,18.973665,,,Sergio León Limones,6657.0,,,,,,,2,From Throw In,Zouhair Feddal,6647.0,Left Center Back,96,Real Betis,218,['594999ef-0bc3-4738-b5d3-3271a2671645'],14,,,,,,,,,,,,,,,,Real Betis,218,00:04:14.013,Pass,,2017/2018
,,,,,,,,,,,,,,,1.761,,,,,,,,,,,,458cbbad-bffc-4b41-84a9-dcc5df2f559a,2278,,"[67.0, 15.0]",9575,49,,,,-2.782822,,Right Foot,,,"[59.0, 12.0]",,Ground Pass,,8.5440035,Incomplete,,Alin Dorinel Toșca,6835.0,,,,,,,2,From Throw In,Sergio León Limones,6657.0,Center Forward,96,Real Betis,218,"['0ad512ab-4335-4adc-af23-5fa1fd2b037c', 'c81c1bd5-5185-4ac6-9e95-fc1e6499c4db']",15,,,,,,,,,,,,,,,,Real Betis,218,00:04:15.629,Pass,,2017/2018
,,,,,,,,,,,,,,,0.655,,,,,,,,,,,,4eaaf99e-c618-41d2-8ffc-235146be496e,2288,,"[48.0, 8.0]",9575,49,,,,2.4980915,,Left Foot,,,"[40.0, 14.0]",,Ground Pass,,10.0,,,Zouhair Feddal,6647.0,,,,,,,2,From Throw In,Alin Dorinel Toșca,6835.0,Left Back,96,Real Betis,218,['07df78e5-da66-493b-a2db-57743e25b6d3'],20,,,,,,,,,,,,,,,,Real Betis,218,00:04:20.997,Pass,,2017/2018
,,,,,,,,,,,,,,,0.898,,,,,,,,,,,,94c697f2-bd29-49bb-8393-54b01fed6d61,2293,,"[82.0, 49.0]",9575,49,,,,0.6055447,,Left Foot,,,"[95.0, 58.0]",,Ground Pass,,15.811388,,,Gerard Deulofeu Lázaro,3726.0,,,,,,Recovery,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,97,Barcelona,217,['a6ecee11-c98c-4f1f-bc58-70277e927420'],24,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.779,Pass,,2017/2018
,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,96258bcb-ffdc-4d0a-9ff0-b166d0ea1518,2296,,"[95.0, 57.0]",9575,49,,,,-1.7782925,,Right Foot,,,"[91.0, 38.0]",,Ground Pass,,19.416489,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,97,Barcelona,217,['f0e49aa6-0a12-49f9-9d27-61d959989158'],28,,,,,,,,,,,,,,,,Barcelona,217,00:04:28.352,Pass,,2017/2018
,,,,,,,,,,,,,,,1.941,,,,,,,,,,,,22d8c57c-12ea-454a-a35e-56d29da3eed4,2299,,"[91.0, 33.0]",9575,49,,,,0.4444192,,Left Foot,,,"[112.0, 43.0]",,Ground Pass,,23.259407,Incomplete,,Francisco Alcácer García,6402.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,97,Barcelona,217,"['a18a17ea-45cc-418a-b451-c7fd5f707e2a', 'a9f208b3-7bab-4da8-ac59-53c3a9850919', 'd1eb387a-fa37-46ae-83f9-90cd8a6523fa']",29,,,,,,,,,,,,,,,,Barcelona,217,00:04:29.351,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.666,,,,,,,,,,,,89583322-cc08-47f6-98b2-5e5483862bae,2303,,"[15.0, 45.0]",9575,49,,,,1.1071488,,Keeper Arm,,,"[21.0, 57.0]",,Ground Pass,,13.416408,,,Aïssa Mandi,6648.0,,,,,,,2,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,98,Real Betis,218,['d0006d15-28e2-475f-9ef5-9b24721086c6'],36,,,,,,,,,,,,,,,,Real Betis,218,00:04:36.245,Pass,,2017/2018
,,,,,,,,,,,,,,,1.088,,,,,,,,,,,,cb14f382-d4c2-4c11-a709-18b54353e36a,2306,,"[39.0, 65.0]",9575,49,,,,0.071307465,,Right Foot,,,"[53.0, 66.0]",,Ground Pass,,14.035668,,,Juan José Narváez Solarte,20062.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,98,Real Betis,218,['860ced9e-abd4-48e2-8a12-23d0b20b8fd0'],42,,,,,,,,,,,,,,,,Real Betis,218,00:04:42.504,Pass,,2017/2018
,,,,,,,,,,,,,,,0.698,,,,,,,,,,,,eb6a9fd5-da71-43d7-ab71-dd99a42fa243,2309,,"[57.0, 72.0]",9575,49,,,,1.2490457,,Right Foot,,,"[59.0, 78.0]",,Ground Pass,,6.3245554,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,2,Regular Play,Juan José Narváez Solarte,20062.0,Right Center Midfield,98,Real Betis,218,['b879b915-86a4-42de-9714-f15566618cff'],44,,,,,,,,,,,,,,,,Real Betis,218,00:04:44.332,Pass,,2017/2018
,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,c5faefd7-2819-45d3-b0ef-35aa8065fd01,2316,,"[52.0, 70.0]",9575,49,,,,-2.508844,,Right Foot,,,"[37.0, 59.0]",,Ground Pass,,18.601076,,,Aïssa Mandi,6648.0,,,,,,,2,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Wing,98,Real Betis,218,"['0faae646-a887-4c5f-906a-fe094c16f735', '71aa74da-4f44-4e20-a57f-ce356226cf6b']",47,,,,,,,,,,,,,,,,Real Betis,218,00:04:47.665,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,d82ac447-4636-4830-82b9-25065f4a5ec2,2318,,"[33.0, 61.0]",9575,49,,,,-1.1760052,,Right Foot,,,"[43.0, 37.0]",,Ground Pass,,26.0,,,Víctor Camarasa Ferrando,6659.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,98,Real Betis,218,"['0faae646-a887-4c5f-906a-fe094c16f735', 'c16c07d7-2309-49a4-8540-e0b983e798b0']",49,,,,,,,,,,,,,,,,Real Betis,218,00:04:49.885,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,8d6e9706-a17a-4cfa-bd60-4b7b0cdc52e9,2321,,"[42.0, 33.0]",9575,49,,,,-0.5880026,,Right Foot,,,"[51.0, 27.0]",,Ground Pass,,10.816654,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,Regular Play,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,98,Real Betis,218,['e7a4a9a1-9ff0-43ac-9f31-64f461b1e9b3'],55,,,,,,,,,,,,,,,,Real Betis,218,00:04:55.525,Pass,,2017/2018
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,29760df8-1deb-4bd3-a0f8-0211e4cb8c8e,2324,,"[49.0, 30.0]",9575,49,,,,1.5253731,,Right Foot,,,"[50.0, 52.0]",,Ground Pass,,22.022715,,,Aïssa Mandi,6648.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Wing,98,Real Betis,218,['ff69c102-7ac9-48e4-952c-f28371886ddf'],57,,,,,,,,,,,,,,,,Real Betis,218,00:04:57.645,Pass,,2017/2018
,,,,,,,,,,,,,,,2.873,,,,,,,,,,,,3ed4c2db-05bf-4b20-81d7-b549c4bc2604,2327,,"[52.0, 55.0]",9575,49,,,,0.9357696,,Right Foot,,,"[66.0, 74.0]",,Ground Pass,,23.600847,,,Antonio Barragán Fernández,6663.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,98,Real Betis,218,['de32ad30-b8bc-4cf5-b3ee-e9e19c2c2a47'],59,,,,,,,,,,,,,,,,Real Betis,218,00:04:59.958,Pass,,2017/2018
,,,,,,,,,,,,,,,0.811,,,,,,,,,,,,cdc7cf9e-4c35-4380-b3f8-f77335a16eee,2330,,"[67.0, 75.0]",9575,50,,,,-0.4636476,,Right Foot,,,"[77.0, 70.0]",,Ground Pass,,11.18034,,,Juan José Narváez Solarte,20062.0,,,,,,,2,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,98,Real Betis,218,['d1665831-794a-4e64-b853-ef823d3799cf'],4,,,,,,,,,,,,,,,,Real Betis,218,00:05:04.246,Pass,,2017/2018
,,,,,,,,,,,,,,,0.935,,,,,,,,,,,,708b49b1-1858-416f-a7fe-86fc1542df8a,2333,,"[91.0, 65.0]",9575,50,,,,0.21866895,,Right Foot,,,"[100.0, 67.0]",,Ground Pass,,9.219544,Incomplete,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,2,Regular Play,Juan José Narváez Solarte,20062.0,Right Center Midfield,98,Real Betis,218,"['285b8438-2846-4c36-8828-be55a1d6feb2', 'cfd14b07-6f22-4b72-9e15-79fc83d4ac1b']",7,,,,,,,,,,,,,,,,Real Betis,218,00:05:07.164,Pass,,2017/2018
,,,,,,,,,,,,,,,0.983,,,,,,,,,,,,e0956115-70e9-4364-9e74-d83bd942c772,2337,,"[15.0, 21.0]",9575,50,,,,0.0,,Right Foot,,,"[29.0, 21.0]",,High Pass,,14.0,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,99,Barcelona,217,['6a8a1705-14b4-43df-9ae7-5b87c95323c9'],8,,,,,,,,,,,,,,,,Barcelona,217,00:05:08.850,Pass,,2017/2018
,,,,,,,,,,,,,,,1.365,,,,,,,,,,,,0ad15b22-1e92-400f-9bd3-ca1e546d0cc9,2341,,"[36.0, 24.0]",9575,50,,,,-1.1071488,,Right Foot,,,"[40.0, 16.0]",,Ground Pass,,8.944272,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,99,Barcelona,217,"['3e74dc7b-0b93-4ced-8f18-ff3df55c6aa2', '472e848c-cd06-4817-92ea-813879dfa709']",12,,,,,,,,,,,,,,,,Barcelona,217,00:05:12.062,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,eddf67a4-fb79-499d-a03a-f448ab2538c5,2347,,"[38.0, 1.0]",9575,50,True,,,0.07677189,,,,,"[51.0, 2.0]",,Low Pass,,13.038404,,,Francisco Alcácer García,6402.0,,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,100,Barcelona,217,['71acda7e-f9c3-4ba4-9906-ff1fedaa9bda'],31,,,,,,,,,,,,,,,,Barcelona,217,00:05:31.288,Pass,,2017/2018
,,,,,,,,,,,,,,,0.492,,,,,,,,,,,,1a5f8d28-e43d-4150-9b48-9a3d7fc773f6,2355,,"[77.0, 69.0]",9575,50,,,,2.3561945,,Right Foot,,,"[71.0, 75.0]",,Ground Pass,,8.485281,,,Antonio Barragán Fernández,6663.0,,,,,,,2,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Wing,101,Real Betis,218,['1cb16bbc-aa46-4d79-99c3-51bf8dd1e894'],36,,,,,,,,,,,,,,,,Real Betis,218,00:05:36.115,Pass,,2017/2018
