50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.745281,,,,,,,,,,,,,,,06de413d-4c57-4571-8f95-19438fb4b803,1081,,"[89.0, 34.5]",69138,28,,,,1.0303768,,Left Foot,,,,"[94.7, 44.0]",,Ground Pass,,11.078809,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,52,Barcelona,217,['48b93473-763d-46d9-a314-7bc4c909c86c'],30,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:30.733,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.0074,,,,,,,,,,,,,,,0dff23e5-8ad4-4c77-8908-c6510cdbe387,1085,,"[99.5, 40.6]",69138,28,,,,0.5349551,,Right Foot,,,,"[104.9, 43.8]",,Ground Pass,,6.276942,,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,52,Barcelona,217,"['05691132-0937-48fc-be32-f5d95cd2fb8c', '3f9003fc-bf66-45de-b1e8-c242ee024d76', 'ce5a7d8c-f867-4f39-99cb-304177bbc440']",32,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:32.383,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.010019,,,,,,,,,,,,,,,cf7bdf73-a032-4ff1-9bf2-a3d1655320dd,1090,,"[26.8, 36.9]",69138,28,,,,-1.1071488,,Right Foot,,,,"[36.0, 18.5]",,Ground Pass,,20.571825,,,,Diego Castro Giménez,26252.0,,,,,,,1,Regular Play,Andreu Guerao Mayoral,26237.0,Left Defensive Midfield,53,Sporting Gijón,1041,['eab07d2c-9d23-43cf-a397-c51b084aaa07'],34,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:28:34.913,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.357779,,,,,,,,,,,,,,,7bca6608-f6e3-4838-809e-710b8b0c3e7b,1094,,"[44.2, 34.5]",69138,28,,,,0.9272952,,Right Foot,,,,"[52.6, 45.7]",,Ground Pass,,14.0,,,,Francisco José Maldonado Collantes,26240.0,,,,,,,1,Regular Play,Diego Castro Giménez,26252.0,Left Midfield,53,Sporting Gijón,1041,"['546f00bd-9ec0-4b04-972e-7a1be3c36b9d', 'bb689dd2-90fc-451c-8dee-34f4c4cb18ea']",39,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:28:39.292,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.4492,,,,,,,,,,,,,,,7647cf02-c138-4ec8-8818-50b0c48519b2,1098,,"[57.6, 52.5]",69138,28,,,,-0.013157136,,Right Foot,,,,"[65.2, 52.4]",,Ground Pass,,7.600658,,Incomplete,,Diego Castro Giménez,26252.0,,,,,,,1,Regular Play,Francisco José Maldonado Collantes,26240.0,Right Midfield,53,Sporting Gijón,1041,"['1a83fc0c-b4b8-4822-bbf0-2dac0e9cf05c', '33ee96ec-6000-4580-82cf-fde0573313cc']",42,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:28:42.132,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.281557,,,,,,,,,,,,,,,193c5e2a-5e27-4163-a3f1-b8b189fb1a52,1111,,"[47.7, 26.5]",69138,28,,,,-1.2106735,,Left Foot,,,,"[53.8, 10.3]",,Ground Pass,,17.310402,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,54,Barcelona,217,['534bffb7-ae4b-41a6-92b7-6f14551351ac'],46,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:46.631,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.191338,,,,,,,,,,,,,,,cfed6ef9-21ec-4adc-8459-549572c9b2df,1114,,"[57.7, 6.0]",69138,28,,,,0.11444031,,Right Foot,,,,"[75.1, 8.0]",,Ground Pass,,17.514565,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,54,Barcelona,217,['746dc83b-5ebe-46ff-b02b-2e8f901c0bd8'],50,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:50.817,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.261188,,,,,,,,,,,,,,,ed6451ca-7fbf-4558-914a-9d234703a040,1120,,"[63.4, 6.6]",69138,28,,,,1.957672,,Left Foot,,,,"[62.3, 9.3]",,Ground Pass,,2.9154758,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,54,Barcelona,217,"['7eb79df1-11e5-476b-ac42-b8dff9ec76ce', '8f4cbb4c-5467-45f8-ba07-d13926c6c706']",56,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.964,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.095639,,,,,,,,,,,,,,,d7be0a94-9512-4d3d-b975-012bd18858e0,1132,,"[68.1, 22.6]",69138,29,,,,-0.79440695,,Right Foot,,,,"[73.6, 17.0]",,Ground Pass,,7.8492036,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,54,Barcelona,217,"['8bc54266-066d-410d-9f32-0344e0c6cfaa', 'd1fdd4b1-4f3f-496a-bb2d-ee9ae03ff48b']",2,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:02.725,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.771369,,,,,,,,,,,,,,,93d9c0fb-5605-460d-9c69-b234bd12479c,1135,,"[73.6, 17.0]",69138,29,,,,-1.1383885,,Right Foot,,,,"[77.2, 9.2]",,Ground Pass,,8.5906925,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,54,Barcelona,217,['9adf487e-acfc-4e16-8b13-3de8d537bd7a'],3,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:03.845,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.555476,,,,,,,,,,,,,,,cfdd0acf-f601-47ae-a056-53f50cc150f4,1138,,"[84.2, 7.7]",69138,29,,,,-1.2136623,,Right Foot,,,,"[86.7, 1.0]",,Ground Pass,,7.1512237,,Out,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,54,Barcelona,217,,8,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:08.808,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.839657,,,,,,,,,,,,,,,05e443b0-0679-4851-b955-a846525b84d9,1140,,"[36.8, 80.0]",69138,29,True,,,-0.50021666,,,,,,"[52.9, 71.2]",,Low Pass,,18.348024,,,,Francisco José Maldonado Collantes,26240.0,,,,,,Throw-in,1,From Throw In,Rafael Sastre Reus,26244.0,Right Back,55,Sporting Gijón,1041,['dd1a82df-e604-4f60-9bef-fa6d7d4c65c5'],39,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:29:39.858,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.424845,,,,,,,,,,,,,,,3a38640d-aa8b-4968-971a-369f76c64b27,1142,,"[53.3, 71.2]",69138,29,True,,,-0.44810483,,Right Foot,,,,"[92.2, 52.5]",,Low Pass,,43.161324,,Injury Clearance,,,,,,,,,,1,From Throw In,Francisco José Maldonado Collantes,26240.0,Right Midfield,55,Sporting Gijón,1041,,42,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:29:42.600,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.586463,,,,,,,,,,,,,,,98addcc7-93d9-49dc-80ab-bf9df7acf5c8,1145,,"[65.8, 31.0]",69138,30,,,,-0.77720165,,Right Foot,,,,"[90.4, 6.8]",,High Pass,,34.50797,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,56,Barcelona,217,['49791703-7cea-4cb7-a5d9-86ce82f71375'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:00.072,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.182472,,,,,,,,,,,,,,,875ef4f9-e7c6-4473-acde-3a023f7811ff,1149,,"[90.9, 6.6]",69138,30,,,,-3.0884511,,Right Foot,,,,"[81.5, 6.1]",,Ground Pass,,9.413288,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,56,Barcelona,217,['41f08653-032c-46e0-91ba-f523bbbed87c'],2,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:02.760,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.7773,,,,,,,,,,,,,,,a4f3b7de-17dc-4545-b4d1-a850cd2dc149,1153,,"[82.4, 5.8]",69138,30,,,,1.4094212,,Left Foot,,,,"[84.5, 18.7]",,Low Pass,,13.069813,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,56,Barcelona,217,"['054adff3-f281-4940-b5de-198c9a20a8fa', '744d6c04-13aa-468b-afa0-66a6104b75e1']",4,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:04.023,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.678004,,,,,,,,,,,,,,,280e884f-f267-46a9-80d3-89104d5197b5,1163,,"[80.4, 20.5]",69138,30,,,,2.8711565,,Right Foot,,,,"[60.2, 26.1]",,Ground Pass,,20.96187,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,56,Barcelona,217,['452cb60f-c4f2-4ab0-a63f-f44571bc7bb8'],7,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:07.482,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.045266,,,,,,,,,,,,,,,ecf91094-f597-4863-a7a6-d1c0ffcc80f9,1167,,"[69.3, 28.2]",69138,30,,,,0.14648418,,Left Foot,,,,"[75.4, 29.1]",,Ground Pass,,6.166036,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,56,Barcelona,217,['531f10b0-0406-45b4-9b13-1e33eb39ee2b'],14,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:14.924,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.6475,,,,,,,,,,,,,,,72ccf065-d0c1-4609-80d0-b49322983212,1178,,"[120.0, 1.0]",69138,31,,,,1.6932955,,Right Foot,,,,"[115.1, 40.8]",,High Pass,,40.1005,,Incomplete,,,,,True,,Straight,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,58,Barcelona,217,['3ca0ebd7-655d-4332-8210-19036bb2dd8f'],34,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:34.172,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.481663,,,,,,,,,,,,,,,7bc85d4d-c47b-43fd-96e4-39436888cf58,1180,,"[119.8, 80.0]",69138,31,True,,,-2.5275736,,,,,,"[113.7, 75.7]",,Low Pass,,7.4632435,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,['6cdeadda-6b66-4367-83c5-45d9cd7c3748'],47,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:47.716,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.158244,,,,,,,,,,,,,,,79776f9b-ae4a-4843-bf77-7db8fa14dc7c,1183,,"[101.6, 76.8]",69138,31,,,,0.4514531,,Left Foot,,,,"[104.9, 78.4]",,Ground Pass,,3.6674242,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,59,Barcelona,217,"['cefd14af-1c82-41d8-93c3-8f24480540a3', 'e155ac09-f8a6-4e67-8361-a5d797a3de0c']",50,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:50.062,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.503388,,,,,,,,,,,,,,,934dc41b-7677-4c91-9d08-f9d4bdb93a94,1186,,"[103.2, 77.3]",69138,31,,,,-3.0378003,,Right Foot,,,,"[98.4, 76.8]",,Ground Pass,,4.8259716,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,['ff083f6c-7244-4410-92e9-8a23a6159c63'],52,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:52.891,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.7004,,,,,,,,,,,,,,,362bedd0-4716-4952-9a6b-35156761094d,1189,,"[94.2, 76.0]",69138,31,,,,-0.954745,,Right Foot,,,,"[110.2, 53.4]",,High Pass,,27.690432,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,59,Barcelona,217,"['23de2d71-dc07-48d7-ab15-61000248ce49', '8167b6f3-0803-4fd1-8210-3bbe4a6a7c20']",55,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:55.499,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.574,,,,,,,,,,,,,,,18e93d19-468a-4d01-847e-d2feb92b2949,1192,,"[120.0, 80.0]",69138,32,,,,-1.7182335,,Right Foot,,,,"[115.5, 49.7]",,High Pass,,30.632336,,Incomplete,,Sergio Busquets i Burgos,5203.0,,True,,Straight,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,60,Barcelona,217,"['54339b7f-ce10-42d7-846a-a8c78f8f793f', 'de601c93-f467-41cf-b91b-0380ae54d75c']",17,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:17.245,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.4588,,,,,,,,,,,,,,,7a276c70-c677-49b5-9582-18c4dce549cb,1195,,"[120.0, 80.0]",69138,32,,,,-1.7509042,3bd35beb-e042-4f21-8106-2fd635c50bc7,Right Foot,,,,"[113.7, 45.4]",,High Pass,,35.168877,,,True,Carles Puyol i Saforcada,20125.0,True,,,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,61,Barcelona,217,['ff6a4237-15c0-423e-a5de-befa02bcad34'],40,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:40.856,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.428711,,,,,,,,,,,,,,,6a1f56a9-a6e7-438b-b545-9a14a60c0a91,1203,,"[60.0, 40.0]",69138,33,,,,2.782822,,Left Foot,,,,"[52.0, 43.0]",,Ground Pass,,8.5440035,,,,Sergio Matabuena Delgado,26255.0,,,,,,Kick Off,1,From Kick Off,Mate Bilić,26227.0,Left Center Forward,62,Sporting Gijón,1041,['99014894-51a8-4ceb-ac49-dc80ca043f37'],43,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:43.891,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.166731,,,,,,,,,,,,,,,f9337b5b-9e1b-4d8d-8228-3cedfda46011,1206,,"[47.5, 45.0]",69138,33,,,,1.4030333,,Right Foot,,,,"[51.7, 69.8]",,Ground Pass,,25.153131,,,,Rafael Sastre Reus,26244.0,,,,,,,1,From Kick Off,Sergio Matabuena Delgado,26255.0,Right Defensive Midfield,62,Sporting Gijón,1041,['10e68dbd-e4ed-46b1-a41b-285c9003da4f'],46,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:46.342,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.620577,,,,,,,,,,,,,,,5085f507-35ec-49f2-a75f-80fdf6d21076,1209,,"[50.2, 75.2]",69138,33,,,,-0.22221923,,Right Foot,,,,"[94.9, 65.1]",,High Pass,,45.826847,,Incomplete,,Carmelo José González Jiménez,26229.0,,,,,,,1,From Kick Off,Rafael Sastre Reus,26244.0,Right Back,62,Sporting Gijón,1041,"['1e906082-a698-4ddb-82b0-d547f3d9dcc9', 'ee2eab87-653f-4b76-9e5a-f7a0aa93418f']",49,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:49.747,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.726499,,,,,,,,,,,,,,,1e906082-a698-4ddb-82b0-d547f3d9dcc9,1211,,"[26.1, 15.9]",69138,33,,,,-0.3273371,,Head,,,,"[52.9, 6.8]",,High Pass,,28.302826,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,62,Sporting Gijón,1041,"['1487c567-091c-405a-8dab-3de14e68fe1b', '5085f507-35ec-49f2-a75f-80fdf6d21076']",52,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.368,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.777118,,,,,,,,,,,,,,,1487c567-091c-405a-8dab-3de14e68fe1b,1212,,"[68.1, 74.2]",69138,33,,,,-0.25243425,,Head,,,,"[93.3, 67.7]",,High Pass,,26.024796,,Incomplete,,Carmelo José González Jiménez,26229.0,,,,,,Recovery,1,From Kick Off,Rafael Sastre Reus,26244.0,Right Back,62,Sporting Gijón,1041,"['1449dab2-98cf-40a1-a4a8-540377ba200d', '1e906082-a698-4ddb-82b0-d547f3d9dcc9', 'c72ee275-ad64-485c-86d4-b096f0e94b06']",54,,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:33:54.094,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.759616,,,,,,,,,,,,,,,c72ee275-ad64-485c-86d4-b096f0e94b06,1215,,"[27.7, 13.3]",69138,33,,,True,1.0059915,,,,,,"[34.1, 23.4]",,Low Pass,,11.957006,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,63,Barcelona,217,"['05a85e70-2041-4e02-b959-5580cb51d5da', '1487c567-091c-405a-8dab-3de14e68fe1b', 'e8fe8356-54e3-4f64-92f1-b8b246a24b01']",55,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.871,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.506257,,,,,,,,,,,,,,,f6bfb1ef-418b-48cc-883f-eab1dca0baff,1218,,"[34.1, 23.4]",69138,33,,,,-2.9912212,,Right Foot,,,,"[27.5, 22.4]",,Ground Pass,,6.675328,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,63,Barcelona,217,['737e98fd-212c-4172-9a55-2ec9d337ca07'],57,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.871,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.728792,,,,,,,,,,,,,,,3a1f48c3-0cb6-43a7-b081-78d565fff759,1221,,"[27.5, 22.4]",69138,33,,,,0.9376205,,Left Foot,,,,"[42.4, 42.7]",,Low Pass,,25.181343,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,63,Barcelona,217,['f9702f8a-6da5-43c7-8ac7-e2efe98d1641'],58,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:58.497,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.388086,,,,,,,,,,,,,,,cdd70bec-23d1-4074-a04d-56484c243030,1224,,"[42.4, 42.7]",69138,34,,,,1.4154739,,Right Foot,,,,"[46.8, 70.8]",,Ground Pass,,28.442398,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,63,Barcelona,217,['83a1359d-e211-4bd2-9d7a-82e63bd51421'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:00.787,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.73279,,,,,,,,,,,,,,,a1510218-eb00-411e-91ff-312ffd8e0d05,1227,,"[50.0, 78.4]",69138,34,,,,-2.5452669,,Right Foot,,,,"[30.7, 65.3]",,Ground Pass,,23.32595,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,63,Barcelona,217,['1929798d-7be1-4e0f-8104-b530db83a7a1'],5,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:05.799,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.333941,,,,,,,,,,,,,,,3512317a-43e8-4375-bae3-c56e16a3525b,1230,,"[31.5, 65.2]",69138,34,,,,-1.4819894,,Right Foot,,,,"[34.1, 36.0]",,Ground Pass,,29.315525,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,63,Barcelona,217,['6f091180-0968-410b-ac68-4866367dd760'],8,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:08.874,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.273317,,,,,,,,,,,,,,,6c00e84d-6d20-4700-a3ec-f58905e7191b,1233,,"[34.1, 36.0]",69138,34,,,,1.6043408,,Right Foot,,,,"[33.1, 65.8]",,Ground Pass,,29.816774,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,63,Barcelona,217,['cb9e96da-2c70-408b-8fe0-02a899cf9659'],14,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:14.489,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.853431,,,,,,,,,,,,,,,4dbd0866-79dd-4008-9448-c3ffc51b8b25,1236,,"[33.1, 65.8]",69138,34,,,,-0.45794424,,Right Foot,,,,"[54.2, 55.4]",,Ground Pass,,23.523817,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,63,Barcelona,217,['b8db04db-6ae4-41be-9354-9dc0a7982565'],18,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:18.327,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.598901,,,,,,,,,,,,,,,983df917-59b8-493c-a68a-f3886dd9a892,1239,,"[56.1, 55.9]",69138,34,,,,-0.4842258,,Right Foot,,,,"[88.8, 38.7]",,High Pass,,36.947666,,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,63,Barcelona,217,['594167f3-887f-49aa-81b1-ee470b0384e5'],22,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:22.365,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.056878,,,,,,,,,,,,,,,0ae3c55b-b200-4512-8090-d0271a2b470b,1242,,"[87.7, 39.2]",69138,34,,,,3.1266685,,Other,,,,"[81.0, 39.3]",,Low Pass,,6.700746,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,63,Barcelona,217,['2fce7c9a-505d-43d6-8e24-600552068136'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.003,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.559261,,,,,,,,,,,,,,,1d613ef6-1e74-4953-830b-f02b11b36576,1246,,"[96.5, 31.2]",69138,34,,,,-0.8732937,,Left Foot,,,,"[108.4, 17.0]",,Ground Pass,,18.527008,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,['db163f9d-5bab-47b4-a9bc-8f496505d2e5'],27,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:27.652,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.582553,,,,,,,,,,,,,,,0a9e746b-6954-4a22-9a19-ddf43a0f7f72,1249,,"[111.5, 16.0]",69138,34,,,,2.9786663,,Right Foot,,,,"[96.9, 18.4]",,Ground Pass,,14.795945,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,63,Barcelona,217,['fd12da90-ebe7-434d-b9af-8c86f9e24025'],32,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:32.771,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.84295,,,,,,,,,,,,,,,f0425214-b0c0-453d-a1d1-a1a5ec83fd3e,1252,,"[96.9, 18.4]",69138,34,,,,-0.34052768,,Right Foot,,,,"[109.6, 13.9]",,Ground Pass,,13.473678,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,63,Barcelona,217,['d650981a-faa7-42e6-931a-ee21a7e17eba'],34,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.727,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.381963,,,,,,,,,,,,,,,094d30b9-6da6-4475-bad2-8b3a3f36f9a0,1255,,"[109.6, 13.9]",69138,34,,,,2.4374108,,Right Foot,,,,"[100.3, 21.8]",,Ground Pass,,12.202458,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,63,Barcelona,217,['3c88d197-8132-4731-9e24-62b388379d98'],38,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:38.889,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.7474,,,,,,,,,,,,,,,e8544420-7454-43f4-a930-f3fa788335d8,1258,,"[100.3, 21.8]",69138,34,,,,0.88312507,,Left Foot,,,,"[111.8, 35.8]",,Low Pass,,18.11767,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,"['28d0fc83-1f01-4f02-9679-a5c3b8315e3e', 'ff8584f3-b69c-4801-bb4a-194bb6f85d71']",41,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:41.237,Pass,,2008/2009
