50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.1257,,,,,,,,,,,,,,3296bc3f-171b-47d8-8c65-c9ca516612dc,2579,,"[80.4, 18.4]",265857,56,,,,-2.4656456,,Right Foot,,,,"[70.3, 10.3]",,Ground Pass,,12.946815,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,132,Barcelona,217,['fd4bb566-db96-4341-aaef-10d5304a83a3'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:11:26.663,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,3.430633,,,,,,,,,,,,,,96689b26-f847-4f50-b238-458cbc9a550f,2583,,"[68.3, 10.7]",265857,56,,,,3.0043654,,Right Foot,,,,"[47.3, 13.6]",,Ground Pass,,21.199293,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,132,Barcelona,217,"['3a749a3a-b109-40cc-a6e5-3edd1942d124', '68478a08-1686-4b4f-a1a2-bdfb1975feb1']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:11:28.828,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,2.835906,,,,,,,,,,,,,,d58112c6-b3f9-4c36-a9bd-091a1df57827,2586,,"[35.3, 11.0]",265857,56,,,,2.7622323,,Left Foot,,,,"[5.2, 23.0]",,Ground Pass,,32.40386,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,132,Barcelona,217,['cea100ea-f3bc-4061-ad32-677eb51a85d7'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.339,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,3.2832,,,,,,,,,,,,,,6942088e-1e67-47e5-9d73-4ebf70d20e75,2589,,"[5.2, 23.0]",265857,56,,,,-0.08388676,,Right Foot,,,,"[71.8, 17.4]",,High Pass,,66.83502,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,132,Barcelona,217,"['3abe9264-eaac-4c37-a498-ac2773f2e803', '97d67a16-5fec-4afd-b41b-6966e73f760d']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:11:35.215,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.932113,,,,,,,,,,,,,,4a180d59-7404-486b-900f-300edf0064f7,2595,,"[55.6, 33.8]",265857,56,,,,-0.79249024,,Right Foot,,,,"[62.6, 26.7]",,Ground Pass,,9.970456,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,132,Barcelona,217,['a61ee9ca-64f8-44ed-9d8b-804126b199f5'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:11:42.881,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.417501,,,,,,,,,,,,,,2691bf43-fdbc-4fb7-99cf-af9ffa6acce4,2598,,"[73.3, 7.3]",265857,56,,,,1.8302457,,Left Foot,,,,"[69.0, 23.5]",,Ground Pass,,16.760967,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,132,Barcelona,217,['99d7b617-915a-43ec-ae20-92eafedd644c'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:11:46.318,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.044828,,,,,,,,,,,,,,7bb6e9a8-2400-4d15-af3b-a213bbc9f67b,2601,,"[70.7, 27.9]",265857,56,,,,1.7655741,,Right Foot,,,,"[67.8, 42.6]",,Ground Pass,,14.983324,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,132,Barcelona,217,['9eee5ae4-b630-4e6a-96e9-8b58643b6ca9'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:11:49.172,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.627606,,,,,,,,,,,,,,e7be9a82-fc78-4aa9-8a3b-a0f9b8f413c4,2604,,"[67.8, 42.6]",265857,56,,,,-2.1150768,,Right Foot,,,,"[63.2, 35.0]",,Ground Pass,,8.883693,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,132,Barcelona,217,['7fa306a4-6833-4622-b234-52c3d20f1baf'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:11:50.257,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.002657,,,,,,,,,,,,,,7df88ba5-e56f-4c05-b45a-8676c03bba4e,2607,,"[63.2, 35.0]",265857,56,,,,0.51173884,,Right Foot,,,,"[77.8, 43.2]",,Ground Pass,,16.745148,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,132,Barcelona,217,['413fb961-fd42-4e74-ba48-fee1182ae91b'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:11:52.250,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.595188,,,,,,,,,,,,,,0ab047b7-94d6-4467-ac6b-180ec15ea74e,2611,,"[84.5, 46.6]",265857,56,,,,-1.7321714,,Right Foot,,,,"[83.8, 42.3]",,Ground Pass,,4.356604,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,132,Barcelona,217,"['17c128f9-8e29-43c5-b42f-91a09dd76d88', 'b23d2d8b-a3a4-4115-9316-f4cd9ff92e00']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:11:55.163,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,1.237598,,,,,,,,,,,,,,21e8c935-5202-49a0-903b-dc8853580fd0,2618,,"[48.9, 31.9]",265857,57,,,,-1.8107625,,Left Foot,,,,"[44.3, 13.1]",,Ground Pass,,19.354586,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Center Midfield,133,Real Madrid,220,['caee33e7-7352-46ac-bd85-426bfdc00443'],1,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:01.618,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.930736,,,,,,,,,,,,,,aed621e6-1a49-4bde-b73f-eb665c265dfa,2621,,"[52.1, 6.5]",265857,57,,,,1.8094057,,Left Foot,,,,"[50.3, 13.9]",,Ground Pass,,7.615773,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,133,Real Madrid,220,['0fa18ae0-5c75-4a79-b692-b82189077a53'],5,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:05.151,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.308905,,,,,,,,,,,,,,a20a2793-f770-4b51-ae50-5110668db16b,2625,,"[43.5, 19.0]",265857,57,,,,1.4432868,,Left Foot,,,,"[45.5, 34.6]",,Ground Pass,,15.727683,,Incomplete,,Xabier Alonso Olano,20133.0,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Center Midfield,133,Real Madrid,220,"['89a4c0ff-1b05-40c6-a005-820762215753', '9e8acbe1-f339-4bc2-9472-5fb284961e8a']",7,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:07.407,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0b31528e-5426-4e54-9933-a5383c35fcb0,2637,,"[73.1, 26.2]",265857,57,True,,,-0.3500139,,Right Foot,,,,"[118.3, 9.7]",,Ground Pass,,48.117462,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,Free Kick,2,From Free Kick,Xabier Alonso Olano,20133.0,Center Defensive Midfield,134,Real Madrid,220,['d58d0ca5-a491-4ae8-87ae-fa9963b73637'],33,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:33.312,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.386564,,,,,,,,,,,,,,28089b26-0229-4536-9b16-02af7ee2711b,2639,,"[116.3, 9.7]",265857,57,True,,,1.8633581,,Left Foot,True,True,,"[106.3, 42.9]",,Ground Pass,,34.673332,,,,Karim Benzema,19677.0,,,,,,,2,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Left Center Midfield,134,Real Madrid,220,['75c871d9-295b-49bd-95f4-1633952e456f'],34,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:34.767,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.2217,,,,,,,,,,,,,,bd59739e-b688-42ae-bb85-7507001dfbda,2641,,"[106.7, 42.9]",265857,57,,,,0.8869,f8fa03e5-c509-4c23-9959-e1706c1edec7,Right Foot,,,,"[116.4, 54.8]",,Ground Pass,,15.352524,,,,Gareth Frank Bale,6399.0,True,,,Through Ball,True,,2,From Free Kick,Karim Benzema,19677.0,Center Forward,134,Real Madrid,220,['44789830-f18c-405e-a39c-daac7ac2340c'],36,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:36.455,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.039,,,,,,,,,,,,,,e2497baa-f831-4b54-854d-da6e61a20318,2645,,"[120.0, 80.0]",265857,58,,,,-1.755372,,Right Foot,,,,"[112.7, 40.9]",,High Pass,,39.77562,,Incomplete,True,Kléper Laveran Lima Ferreira,20016.0,,,,Outswinging,,Corner,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,135,Real Madrid,220,"['0a43409f-2d31-415f-baed-1275df4bb450', '52dbb4c8-95dd-4616-a917-32eb417556aa']",13,,,,,,,,,,,,,,,,,Real Madrid,220,00:13:13.712,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.551789,,,,,,,,,,,,,,f4267140-0c32-4242-b9bb-295a67030b53,2655,,"[69.8, 80.0]",265857,58,,,,-1.9534036,,,,,,"[63.2, 63.6]",,Low Pass,,17.678236,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Throw-in,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,136,Barcelona,217,['2fa97751-176d-469e-b9ce-3c210d19e4d9'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:13:30.568,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.363378,,,,,,,,,,,,,,92a2a0cc-27d0-48be-b220-cce1547bf513,2658,,"[62.7, 60.9]",265857,58,,,,-1.3197936,,Right Foot,,,,"[64.7, 53.1]",,Ground Pass,,8.052329,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,136,Barcelona,217,['384f54bf-3292-4bcf-a7eb-6b85d4e39561'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:13:32.589,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.058593,,,,,,,,,,,,,,5d835129-f077-4358-89c0-7173b380fa2e,2662,,"[72.7, 49.1]",265857,58,,,,1.7880898,,Right Foot,,,,"[71.0, 56.8]",,Ground Pass,,7.8854294,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,136,Barcelona,217,['f0d9c908-f4ce-4660-8da0-9ca08d5568ab'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:13:36.412,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.13713,,,,,,,,,,,,,,146ed314-8d24-49cb-a791-93a48cd7d99f,2665,,"[70.9, 56.8]",265857,58,,,,0.804146,,Right Foot,,,,"[86.6, 73.1]",,Ground Pass,,22.631393,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,136,Barcelona,217,['f158e072-7c22-471d-b06e-abd5eeffc025'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:13:38.505,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.337146,,,,,,,,,,,,,,bea55cb9-e5d0-4208-aa9e-67fc2c7d77b4,2668,,"[92.0, 70.3]",265857,58,,,,-2.580218,,Left Foot,,,,"[82.3, 64.2]",,Ground Pass,,11.458621,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,136,Barcelona,217,['9effd25c-8073-4dd2-b5a4-f9de71df370f'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:13:41.940,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.679721,,,,,,,,,,,,,,885f166b-4342-4fe5-bfba-568d466bb0ef,2671,,"[83.8, 60.2]",265857,58,,,,-1.9765818,,Right Foot,,,,"[78.0, 46.7]",,Ground Pass,,14.693195,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,136,Barcelona,217,['66c1917f-295e-4f66-90fe-99fdbc356f5a'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:13:44.306,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.321393,,,,,,,,,,,,,,d1e3067b-a2c0-4fe7-8b0b-171ea2b6df63,2674,,"[82.8, 42.0]",265857,58,,,,-1.4743226,,Right Foot,,,,"[85.8, 11.0]",,Ground Pass,,31.144823,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,136,Barcelona,217,['cef019aa-42db-4bbf-a2be-9519de7f67ff'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:13:47.059,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.42086,,,,,,,,,,,,,,d0e1778c-ed9c-43e8-8dac-6d439bc18e8a,2677,,"[92.2, 11.7]",265857,58,,,,-0.7437556,,Left Foot,,,,"[99.7, 4.8]",,Ground Pass,,10.191173,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['ac32d8da-74a8-44d5-b0f6-eb5cf745a436'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:13:50.263,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.973187,,,,,,,,,,,,,,50d52b86-968c-4202-b362-0aee74409cdb,2680,,"[99.9, 13.3]",265857,58,,,,-3.1215954,,Right Foot,,,,"[84.9, 13.0]",,Ground Pass,,15.002999,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Right Wing,136,Barcelona,217,['ef54830d-444f-486a-8c65-ae52d2251ba4'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:13:55.259,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.970072,,,,,,,,,,,,,,c09c571b-a888-4e76-a2e1-7cd48dcc519a,2683,,"[84.5, 13.3]",265857,58,,,,-0.8146296,,Right Foot,,,,"[92.8, 4.5]",,Ground Pass,,12.096694,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,['6cb906e8-a772-4c14-a651-f4bcbed412a4'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:13:56.353,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.201088,,,,,,,,,,,,,,1c5a0cc2-fd7a-43fd-98d6-3d16629ad895,2686,,"[92.6, 4.5]",265857,58,,,,2.5765986,,Left Foot,,,,"[81.4, 11.6]",,Ground Pass,,13.260844,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['6fd6b765-4e87-4b41-80b0-17df12f7b765'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:13:58.258,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.646132,,,,,,,,,,,,,,fe8513c3-c0a9-4f03-b709-840a01d82fc6,2690,,"[97.3, 3.9]",265857,59,,,,3.0735161,,Right Foot,,,,"[92.9, 4.2]",,Ground Pass,,4.4102154,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,"['756ba43b-4b1e-4753-9559-4ed3baa208d8', 'c6b80198-3c92-4cab-abc5-72bac9bc30c2']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:14:03.108,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,1.489,,,,,,,,,,,,,,c9a77a82-cf53-413d-8f80-3d045ca5e82f,2693,,"[99.4, 5.3]",265857,59,,,,2.8558795,,Left Foot,,,,"[83.4, 10.0]",,Ground Pass,,16.676031,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['2012e46f-d987-4421-8a8d-b47a163f2f8e'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:14:04.514,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.795229,,,,,,,,,,,,,,46713dcf-d44a-44e2-a023-1e24cbca7753,2697,,"[87.1, 7.7]",265857,59,,,,-0.6202495,,Right Foot,,,,"[92.0, 4.2]",,Ground Pass,,6.021628,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Right Wing,136,Barcelona,217,['1f3d770d-19ad-4d27-a195-c7ddf268f759'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:14:08.810,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.703337,,,,,,,,,,,,,,e9c48e56-a587-4efa-ba46-67ad04d3ef6b,2700,,"[92.0, 4.2]",265857,59,,,,2.785373,,Right Foot,,,,"[83.4, 7.4]",,Ground Pass,,9.176056,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,['7acbe20b-fcce-45c9-adfd-aee2bf2355fa'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:14:09.645,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.695052,,,,,,,,,,,,,,f8ef7872-71ac-4d76-9cf3-b99087a8ae2c,2703,,"[83.4, 7.4]",265857,59,,,,-0.8960554,,Right Foot,,,,"[86.6, 3.4]",,Ground Pass,,5.1224995,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['624610a6-4eee-445c-ade6-f3324141e43d'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:14:10.397,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.7775,,,,,,,,,,,,,,9ce65ead-70af-4890-8bf0-ad558511ed5c,2706,,"[82.8, 15.3]",265857,59,,,,1.0943918,,Right Foot,,,,"[103.7, 55.8]",,High Pass,,45.57477,,Incomplete,,,,,,True,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,['20ac496e-c2ae-4dc8-ae6e-dcba2efa3fd0'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:14:14.682,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.9228,,,,,,,,,,,,,,e639f8d2-8dfa-46d3-8cd6-8725ef5791dd,2708,,"[120.0, 80.0]",265857,59,,,,-1.7844653,,Right Foot,,,,"[110.8, 37.6]",,High Pass,,43.386635,,Incomplete,True,,,,,True,Outswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,['ace6c872-a50a-47ab-bd9e-758eeef10f92'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.403,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.3298,,,,,,,,,,,,,,0907899d-5ea8-4de9-8060-b289af6d89f2,2715,,"[120.0, 1.0]",265857,60,,,,1.813561,,Right Foot,,,,"[112.1, 32.9]",,High Pass,True,32.86366,,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,138,Barcelona,217,['797f0366-56a3-41ca-ad3e-588ac9891589'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:15:16.687,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.7117,,,,,,,,,,,,,,aa8ba0b4-15ff-438b-bb6c-cbe564a51b33,2720,,"[51.8, 51.2]",265857,60,,,,0.64542603,,Right Foot,,,,"[85.0, 76.2]",,Ground Pass,,41.560078,,,,Gareth Frank Bale,6399.0,,,,,,,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,138,Barcelona,217,"['112ca1b3-96bb-42fd-beda-9baf7f09332d', '87c9c223-a1ac-4579-b02a-9f96e50ccd2b']",23,,,,,,,,,,,,,,,,,Real Madrid,220,00:15:23.942,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,2.526924,,,,,,,,,,,,,,01151c12-249e-4530-8f76-535e0588bcc5,2724,,"[6.0, 36.0]",265857,60,,,,-1.2211201,,Right Foot,,,,"[15.7, 9.4]",,Ground Pass,,28.313425,,,,Jordi Alba Ramos,5211.0,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,139,Barcelona,217,['9eb5aa76-e914-4767-992b-f62791a90dec'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:15:34.603,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.572393,,,,,,,,,,,,,,17bfeb33-29fe-4d58-a02a-553310baf299,2727,,"[29.5, 6.0]",265857,60,,,,1.483639,,Left Foot,,,,"[30.4, 16.3]",,Ground Pass,,10.339246,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,139,Barcelona,217,['39852405-9143-498a-a9b6-e1f20244941b'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:15:39.346,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.198318,,,,,,,,,,,,,,b7409376-9ac4-4462-ab7a-04868d864d43,2730,,"[35.4, 18.0]",265857,60,,,,0.8826514,,Right Foot,,,,"[42.8, 27.0]",,Ground Pass,,11.651609,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,139,Barcelona,217,['87239936-f092-4236-a024-15bcd97872d6'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:15:41.455,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.040355,,,,,,,,,,,,,,191d94eb-2d82-41af-8afc-50121a4c0d32,2733,,"[44.4, 31.0]",265857,60,,,,0.7343914,,Right Foot,,,,"[61.9, 46.8]",,Ground Pass,,23.57732,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,139,Barcelona,217,['ce3d4160-69d8-4c87-a1f2-b03e7f0c7b04'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:15:43.848,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.016547,,,,,,,,,,,,,,3dc3459d-4ae3-49a1-83ca-5b278870fdfc,2736,,"[63.6, 54.2]",265857,60,,,,0.55616623,32271f27-d0e2-49d0-a356-dd97b3af72c9,Right Foot,,,,"[85.8, 68.0]",,Ground Pass,,26.139626,,,,Neymar da Silva Santos Junior,4320.0,True,,,,,,2,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,139,Barcelona,217,['80540e13-8fbb-4895-a803-a8e8f92e824f'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:15:46.340,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.391898,,,,,,,,,,,,,,10cf2c72-82d3-4caa-9903-f3e35680fd52,2741,,"[14.1, 51.6]",265857,60,,,,0.34622777,,Keeper Arm,,,,"[29.9, 57.3]",,Ground Pass,,16.796726,,,,Luka Modrić,5463.0,,,,,,,2,From Keeper,Diego López Rodríguez,6768.0,Goalkeeper,141,Real Madrid,220,['37d29c47-38d8-445a-a0ae-60a98408502e'],58,,,,,,,,,,,,,,,,,Real Madrid,220,00:15:58.108,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.033081,,,,,,,,,,,,,,f8daddbb-e316-49f1-af00-c2e4b48bc19b,2744,,"[37.8, 62.9]",265857,61,,,,-1.4427135,,Right Foot,,,,"[42.9, 23.3]",,High Pass,,39.92706,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,142,Real Madrid,220,['1578acd3-d23f-4126-9bbd-291aa040afe8'],5,,,,,,,,,,,,,,,,,Real Madrid,220,00:16:05.144,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.226956,,,,,,,,,,,,,,36c3098a-c98f-4aba-bc2d-8c15dd77ccec,2747,,"[44.1, 18.8]",265857,61,,,,-0.36397895,,Left Foot,,,,"[54.6, 14.8]",,Ground Pass,,11.236102,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Center Midfield,143,Real Madrid,220,['08c10557-daf6-409d-894b-018fcbcbcad4'],8,,,,,,,,,,,,,,,,,Real Madrid,220,00:16:08.795,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.3492,,,,,,,,,,,,,,334d6326-c925-440c-bfd2-712c037d578e,2750,,"[56.0, 13.3]",265857,61,,,,-0.6084601,,Left Foot,,,,"[64.9, 7.1]",,Ground Pass,,10.846659,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,144,Real Madrid,220,['79f93ca6-2dab-4f69-8836-bd5658e244b9'],10,,,,,,,,,,,,,,,,,Real Madrid,220,00:16:10.512,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.9897,,,,,,,,,,,,,,fb277e26-d09e-4cff-afd9-28c26af76e25,2753,,"[64.9, 7.1]",265857,61,,,,1.8249211,,Left Foot,,,,"[62.9, 14.8]",,Ground Pass,,7.955501,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,145,Real Madrid,220,['d41fda1e-fe05-4567-ba80-ecfe18523e68'],11,,,,,,,,,,,,,,,,,Real Madrid,220,00:16:11.901,Pass,,2013/2014
