50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a969a787-3818-4191-a2db-f9624a9b2008,105,,"[71.4, 6.2]",303493,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Athletic Club,215,['931604c7-29b9-4951-97e3-fd033912d53a'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:08.886,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c70665fa-458a-4aea-8abe-c78e3bc236d7,109,,"[107.8, 12.9]",303493,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñigo Córdoba Kerejeta,6387.0,Left Wing,5,Athletic Club,215,['f0aa94ea-4437-4bd1-aed3-38368b5acea2'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:13.051,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed7f2ead-f2f2-4d4b-a6cd-4668daea3156,114,,"[99.5, 11.7]",303493,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñigo Córdoba Kerejeta,6387.0,Left Wing,6,Athletic Club,215,['6e9fd674-4b79-4f1b-b46d-947ae4b1cd8d'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:34.159,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ae45249-0a05-4d90-9bd5-cfe6f20c7c02,116,,"[111.9, 9.3]",303493,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,6,Athletic Club,215,['a352451d-2206-4ecd-a716-bc7d5f6f2842'],35,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:35.973,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132c10f9-bafd-473d-ac15-026922a19612,121,,"[97.2, 20.8]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Iñigo Córdoba Kerejeta,6387.0,Left Wing,7,Athletic Club,215,['f38849e4-fd5e-4bee-863e-1fc44461f010'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:04.315,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c123c253-e1db-4fde-af06-da75eb4048e9,124,,"[106.1, 12.5]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Unai López Cabrera,11746.0,Right Defensive Midfield,7,Athletic Club,215,['fa3d0a03-c7e9-457b-bec3-11c1b366b12f'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:05.682,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38c160bb-59ee-4e01-89d7-f9b331cb2221,131,,"[19.1, 19.1]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,8,Barcelona,217,"['6a25f05c-ab0d-4286-9f3a-3e74a3db25c8', '80792260-cd00-4c59-b262-13c7479af2e0']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.208,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ea182cd-403f-4fe8-8e39-9a9e189d5b0f,136,,"[33.5, 12.7]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['236ecf5f-727a-4700-b967-77c66d8b86b7'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:03:31.701,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922ec62-717a-475d-a8ef-91a8d9b8ed22,138,,"[42.8, 1.6]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,9,Barcelona,217,['1a942691-46a8-417b-9c73-4171827cd2a1'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:03:34.574,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57956b40-f94e-4c5c-821c-2a01afebd8b5,141,,"[29.7, 4.8]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['4fd4e090-6efd-49f9-bcd7-aa57db525acd'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.326,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b272e64-2757-4240-9898-56f562d9d128,144,,"[70.6, 2.1]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Wing,9,Barcelona,217,['1ef847c1-f9ea-4f09-8f29-4e50a3f7f8cf'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:03:39.931,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347cb792-20a9-47cf-9de7-b5cd26485dee,152,,"[85.5, 36.7]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,9,Barcelona,217,['c8578bc4-c7b5-403b-a275-aacabe87f23d'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:03:48.000,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7362ea33-d61c-400a-b04d-446a9b4395df,160,,"[90.6, 56.2]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,9,Barcelona,217,['51e1bb18-c4ce-407b-8896-511ae0c716e5'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:03:51.179,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3fcc607-185f-458f-a533-50e94df2a76e,163,,"[107.7, 20.6]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['b6c034b2-6d05-4d60-97e8-d8d892c962d2'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:03:55.766,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a244764-a58f-4bfc-b14d-00ff08d889c6,167,,"[102.2, 27.8]",303493,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,9,Barcelona,217,"['73c11a3f-9ef2-4d34-858e-9c2fc6b39723', 'c21edd18-142b-40ba-8cd9-a7bb0075a5d5']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:03:57.830,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdf10ef6-b373-4217-bfdf-f8baf7f485cd,177,,"[106.0, 29.8]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Wing,9,Barcelona,217,['e16d3553-35ba-47e9-a9cf-724e5233f7a9'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:04:03.829,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a9e8679-dd5f-4c7f-8f46-fdc36d2f6a77,180,,"[112.4, 19.9]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['ccf96b61-c8a8-42a1-ae98-fc43c47e3322'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.278,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d67aa7b-567a-4d4b-8f1f-fb8bf124f484,184,,"[114.8, 34.3]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,9,Barcelona,217,"['f3d6f3e7-f9d2-4e38-9eff-e2d269a2e9af', 'f8fa122b-46d9-4f8a-96f0-e373a10907d2']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.964,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940456be-258f-4a28-872e-2844c1547720,196,,"[55.4, 50.5]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,10,Barcelona,217,['e71e3e4c-3982-43c9-8c76-f5b80e5e96c1'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:04:41.416,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b51f20b5-1d3e-4992-a0cf-625963f5e72f,199,,"[62.7, 32.9]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,10,Barcelona,217,['7fc13c05-932f-44cf-b0c9-6543b0ca4384'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:04:42.679,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999ecc1-1a12-4019-af7c-b92d8e3db1ba,202,,"[68.8, 11.3]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Wing,10,Barcelona,217,['9a58064c-6181-47e7-a41e-c376bf93b9f3'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.426,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec74773b-7e54-4280-aa6c-7914e3ab9795,206,,"[69.9, 30.6]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['6fc65def-386b-4f6a-bc30-2693327fd1f2'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:04:49.764,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0522f133-0846-4679-99a1-d20f11a8453d,209,,"[63.7, 24.6]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,10,Barcelona,217,['7cf5af1e-338f-4b8f-9a94-7e052183a046'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:04:50.337,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cc4d56f-c4ee-4c29-a1a1-5db89cce2af5,212,,"[52.1, 48.7]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,['ca3d86c4-822a-411e-b5c7-30b653ecb3e3'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:04:52.860,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c6f21a1-1f5c-406b-b729-76dffd675866,215,,"[85.8, 75.9]",303493,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,10,Barcelona,217,['6b34d1d8-2067-4987-ac92-deb7a68fafe4'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:04:56.145,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c16182e-e5f2-45d1-9318-4433125c9bca,219,,"[91.6, 63.9]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,10,Barcelona,217,['fd22ab27-3bac-44da-9330-cb2226144c44'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:05:02.664,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afdf1f84-823f-4a6c-9b57-0c399774cdc3,222,,"[93.9, 48.7]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,10,Barcelona,217,['0bf46ed0-46a7-4352-a6a2-ac760aefc43a'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:05:03.865,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f3d0ad8-ce7d-41aa-8e75-e0aa9ef7a1a8,225,,"[64.1, 38.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,10,Barcelona,217,['6e1fb43d-e7f8-43b2-a07f-af9b3592b6c0'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:05:08.868,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ee4f6c0-d5b4-4105-985b-a20bfa24fb3e,228,,"[70.9, 23.3]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,10,Barcelona,217,['d1e16e85-7dd9-430c-a692-17a2076b2902'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:05:10.611,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682638a1-97e0-4594-a865-467b5e588ab0,231,,"[77.5, 37.7]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['e14a6ccb-9a4b-4887-8764-a08a21b7ba08'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:05:12.414,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dade279-5d3e-4fda-bae3-c2d151f59412,234,,"[84.4, 39.4]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,10,Barcelona,217,['5db665aa-5245-44b6-9504-19fe1c591876'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:05:13.326,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53eb3810-c26b-4c5b-928b-bee1495e273f,236,,"[82.3, 48.1]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,10,Barcelona,217,['364ca23f-9d6f-4128-8391-e34b1379da3e'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:05:14.329,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b336234-af76-4fcd-937d-ba8d8e969ecf,239,,"[78.4, 39.1]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,"['425e7818-8c51-42e7-b16e-2b711b3304ff', 'e5083161-e223-4a85-a7f5-affb8d59a29c']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:05:15.108,Ball Receipt*,True,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94b5e78f-94b9-459f-9a3d-fe0d895e56d0,250,,"[89.4, 41.6]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,10,Barcelona,217,['05cd7898-43ce-4f10-bc15-c6e652851d95'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:05:17.482,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd3c51ad-b346-4715-af35-094192093bb8,254,,"[42.3, 31.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñigo Córdoba Kerejeta,6387.0,Left Wing,10,Barcelona,217,"['3676e149-dccd-4c4e-8a77-31326651eeb1', 'cc458d7d-8866-4252-9ace-1ca9927fe817']",18,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:18.761,Ball Receipt*,True,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85fdfc58-3c2a-46d3-9e92-e2ab260d14a0,257,,"[26.9, 30.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yeray Álvarez López,6877.0,Left Center Back,10,Barcelona,217,['569c2044-e5ad-4928-bd28-85b3f7a2c2fa'],19,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:19.671,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3b320a5-c9f8-4b8f-b759-d26d346549ae,266,,"[23.4, 29.7]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yeray Álvarez López,6877.0,Left Center Back,10,Barcelona,217,['fe601093-d969-4eeb-8f15-3e2ff5e40862'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:24.698,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4ff61aa-7aab-4ba5-8b12-b7a0c50b3daf,269,,"[37.2, 20.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,10,Barcelona,217,['d47dbdcf-ab46-4ec5-971d-b923e247f81b'],25,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:25.491,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12ddcdf0-0cd8-4af7-89b5-94ca075ad669,273,,"[85.1, 47.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['b90e9242-0923-4a25-93c7-f68276b7b707'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:05:29.446,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346ffc7f-3ee8-476d-8b94-069efb75b074,275,,"[93.0, 52.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,10,Barcelona,217,['b76fcc99-e205-4e7d-bc8f-b3ac7fce9bb9'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:05:30.047,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14bb1830-164a-4256-9f0c-dbad31c35b02,279,,"[31.2, 41.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Unai López Cabrera,11746.0,Right Defensive Midfield,11,Athletic Club,215,['52f1abad-7319-4ea3-ac4d-26ac007cdd9a'],31,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:31.321,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b370dc9-a44c-447a-9703-dffcc4678faf,282,,"[2.2, 23.9]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,11,Athletic Club,215,['064b21d9-f630-4882-9be1-e98157696fbb'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:34.702,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93dbc4b6-426d-4a54-8680-1a4c60478604,290,,"[85.8, 48.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,12,Barcelona,217,['6bf6ee68-ce26-4aee-a227-c4c5d30c8aab'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:05:40.195,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a112c19-9d0c-4a3c-a7a1-3bff9c1450c3,293,,"[85.7, 39.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,12,Barcelona,217,['bca27add-d657-41f7-902d-386e0fa92c03'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:05:41.430,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124f0a5-5c42-475b-81e7-012924758fee,296,,"[84.7, 17.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,12,Barcelona,217,['a2e0031c-048c-42b9-b4a2-7faf7d83f05a'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:05:44.387,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e80a6194-50ba-4769-a0c0-3ea1754ed177,299,,"[84.7, 25.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,12,Barcelona,217,['fe2e5715-7497-415a-b353-0da02d235a13'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:05:46.524,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f97ebb8-e475-4c0a-89d9-4f74ef4a1a35,302,,"[80.8, 26.7]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,12,Barcelona,217,['a23bd99e-b883-402f-ac38-dd7cfa995459'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:05:49.536,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5b64df3-eab8-4266-8d02-613d1fb6c239,305,,"[83.7, 15.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,12,Barcelona,217,['e5b7b5e9-56f7-4f2e-875b-b7cf26f0b3e1'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:05:51.148,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85890139-e406-4cb8-8a19-d9c327900973,308,,"[83.3, 22.7]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,12,Barcelona,217,['b419a9b3-4db2-4225-8f7c-a186a0dc5d6c'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:05:52.059,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42b631b0-6a2d-418c-96c1-a5720163bd26,311,,"[85.5, 16.9]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,12,Barcelona,217,['4865af82-b7fc-4e38-8843-27ec189c22c2'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:05:53.591,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581b1dd-1db0-44f8-a253-929c866b1b09,314,,"[78.6, 20.0]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,12,Barcelona,217,['d3ad0e59-ba8c-4779-8850-62fe81e5e413'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.391,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8252de0-2f78-4008-987e-273ccf573c69,317,,"[64.4, 52.8]",303493,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,12,Barcelona,217,['b55cdc3b-def9-4314-a9e3-3d259e38c31a'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:05:57.977,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d1b25fc-7d16-448b-91cd-bd3415cf4940,320,,"[57.9, 35.7]",303493,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,12,Barcelona,217,['6b0a2100-fb2f-4070-81bb-e46d731201e4'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:06:00.123,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c411110-f0a6-4838-b05a-111b7f178f8c,323,,"[64.1, 22.4]",303493,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,12,Barcelona,217,['0a7e0eb7-6a79-47dd-b8e8-5985fc456722'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:06:01.844,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324e7e87-1258-49b4-a34c-75b3bb1ce746,326,,"[69.2, 49.5]",303493,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,12,Barcelona,217,['e915153f-b222-4596-ac6f-976880b6901f'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:06:08.232,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c139052d-c251-4fa7-a90b-2d376860ab11,329,,"[71.3, 44.0]",303493,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,12,Barcelona,217,['063b7f5c-eee3-46b5-b665-8d709d74c47b'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:06:10.327,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00db30d4-e76d-4c2d-bf52-337165062ab8,332,,"[77.5, 38.9]",303493,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,12,Barcelona,217,['ba2b090e-0991-47a6-ac9b-125de92cb2c3'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:06:12.480,Ball Receipt*,,2019/2020
